gene_id	chisq	pvalue	adj_pvalue	ExMU	ExNExM	dWARM	MPRO_comparsion	MPRO	feature_id	Note	sig
TTC19	32.2156119742327	1.01034278447446e-07	8.36713505957366e-06	0.404761904761905	0.642857142857143	0.238095238095238	chr17:16028045:+_vs_chr17:16028197:+	1.16666666666667	chr17:16028045:+;chr17:16028197:+;chr17:16028784:+	distal	TRUE
BDP1	40.2642529355797	1.32088915607393e-07	1.05482434035046e-05	0.521875	0.394444444444444	-0.127430555555556	chr5:71489580:+_vs_chr5:71544402:+	-0.539930555555556	chr5:71458834:+;chr5:71461877:+;chr5:71467381:+;chr5:71486619:+;chr5:71489580:+;chr5:71544402:+	proximal	TRUE
UBE2I	30.9763409920791	1.87747005460684e-07	1.43196221099271e-05	0.116959064327485	0.0546448087431694	-0.062314255584316	chr16:1326766:+_vs_chr16:1327015:+	-0.193461796567923	chr16:1325350:+;chr16:1326766:+;chr16:1327015:+	proximal	FALSE
GOLM1	30.9302524767287	1.92123731349648e-07	1.43196221099271e-05	0.877777777777778	0.410714285714286	-0.467063492063492	chr9:86027063:-_vs_chr9:86026141:-	-0.934126984126984	chr9:86026141:-;chr9:86026915:-;chr9:86027063:-	proximal	TRUE
HDAC2	39.1281303515486	2.23790105727191e-07	1.59306070948804e-05	0.570996978851964	0.559870550161812	-0.0111264286901515	chr6:113941015:-_vs_chr6:113940768:-	0.170689975459283	chr6:113940717:-;chr6:113940768:-;chr6:113941015:-;chr6:113943369:-;chr6:113945368:-;chr6:113958739:-	distal	FALSE
MAP2	62.1320119304537	2.27987221393637e-07	1.59306070948804e-05	0.438772912423625	0.515208333333333	0.0764354209097081	chr2:209693544:+_vs_chr2:209725730:+	0.121113374066531	chr2:209580099:+;chr2:209682341:+;chr2:209692830:+;chr2:209692958:+;chr2:209693272:+;chr2:209693437:+;chr2:209693544:+;chr2:209693923:+;chr2:209694036:+;chr2:209695108:+;chr2:209696647:+;chr2:209725730:+;chr2:209729898:+;chr2:209730502:+;chr2:209730895:+;chr2:209733900:+;chr2:209734112:+	distal	FALSE
CALM1	43.1751774461665	3.08563000285161e-07	2.07190844812794e-05	0.64860088365243	0.54772301933874	-0.10087786431369	chr14:90403939:+_vs_chr14:90405213:+	-0.263089182010534	chr14:90401316:+;chr14:90403939:+;chr14:90404750:+;chr14:90404963:+;chr14:90405107:+;chr14:90405213:+;chr14:90405610:+;chr14:90408268:+	proximal	TRUE
PGK1	26.1551930391065	3.1504869068135e-07	2.07190844812794e-05	0	0.137614678899083	0.137614678899083	chrX:78126273:+_vs_chrX:78126827:+	0.275229357798165	chrX:78126273:+;chrX:78126827:+	distal	TRUE
ARPP21	42.8402717033994	3.5810714132018e-07	2.28779305140549e-05	0.371194379391101	0.282828282828283	-0.0883660965628179	chr3:35652381:+_vs_chr3:35687847:+	-0.219821162444113	chr3:35652381:+;chr3:35682883:+;chr3:35687847:+;chr3:35707004:+;chr3:35709014:+;chr3:35717344:+;chr3:35794345:+;chr3:35794446:+	proximal	TRUE
CDK8	29.5453773100832	3.83974898478222e-07	2.38491075832585e-05	0.594594594594595	0.462962962962963	-0.131631631631632	chr13:26382868:+_vs_chr13:26396328:+	-1.07007007007007	chr13:26382868:+;chr13:26396328:+;chr13:26405238:+	proximal	TRUE
FBXO22	29.3037037037037	4.3329291835376e-07	2.61849450118651e-05	0.75	0.203703703703704	-0.546296296296296	chr15:75939117:+_vs_chr15:75939252:+	-1.15740740740741	chr15:75933130:+;chr15:75939117:+;chr15:75939252:+	proximal	TRUE
ZNF550	25.4527594736954	4.53348742452606e-07	2.66759944243165e-05	1	0.241379310344828	-0.758620689655172	chr19:57546560:-_vs_chr19:57543166:-	-1.51724137931034	chr19:57543166:-;chr19:57546560:-	proximal	TRUE
GPHN	28.9897171965941	5.06947393903865e-07	2.90649839171549e-05	0.796296296296296	0.195652173913043	-0.600644122383253	chr14:67116387:+_vs_chr14:67181803:+	-1.20128824476651	chr14:67116387:+;chr14:67181646:+;chr14:67181803:+	proximal	TRUE
GAP43	28.5299739631727	6.37962086072334e-07	3.55527163164033e-05	0.625592417061611	0.622641509433962	-0.00295090762764916	chr3:115721072:+_vs_chr3:115721401:+	-0.253286238039882	chr3:115721072:+;chr3:115721401:+;chr3:115721483:+	proximal	TRUE
HNRNPU	41.4897026583493	6.51905800077163e-07	3.55527163164033e-05	0.419589392643285	0.411922663802363	-0.00766672884092179	chr1:244855993:-_vs_chr1:244853658:-	-0.190288595740849	chr1:244853388:-;chr1:244853658:-;chr1:244854133:-;chr1:244855993:-;chr1:244856592:-;chr1:244857650:-;chr1:244858777:-;chr1:244862694:-	proximal	FALSE
ANKRD36C	43.5855809353277	6.81280900095182e-07	3.62700974431626e-05	0.395491803278688	0.350694444444444	-0.0447973588342441	chr2:95982321:-_vs_chr2:95958613:-	0.420613236187007	chr2:95857435:-;chr2:95884196:-;chr2:95910396:-;chr2:95919756:-;chr2:95921630:-;chr2:95923518:-;chr2:95958613:-;chr2:95978153:-;chr2:95982321:-	distal	TRUE
EIF4EBP2	24.2897727272727	8.2877942026731e-07	4.30965298539001e-05	1	0.157894736842105	-0.842105263157895	chr10:70423686:+_vs_chr10:70423914:+	-1.68421052631579	chr10:70423686:+;chr10:70423914:+	proximal	TRUE
CLIP1	30.8058656158656	9.33933209941206e-07	4.73524275618775e-05	0.20952380952381	0.523809523809524	0.314285714285714	chr12:122341223:-_vs_chr12:122341087:-	0.7	chr12:122333057:-;chr12:122340982:-;chr12:122341087:-;chr12:122341223:-	distal	TRUE
SLC25A11	24.0208561305208	9.52978193329378e-07	4.73524275618775e-05	0.0569105691056911	0.36	0.303089430894309	chr17:4937312:-_vs_chr17:4937219:-	0.606178861788618	chr17:4937219:-;chr17:4937312:-	distal	TRUE
RBM17	27.6461226400375	9.9247767333472e-07	4.82430451647051e-05	0.637931034482759	0.4	-0.237931034482759	chr10:6105097:+_vs_chr10:6113014:+	-1.22068965517241	chr10:6105097:+;chr10:6113014:+;chr10:6115628:+	proximal	TRUE
MATR3	50.7342125433362	1.03764144202598e-06	4.93652396674487e-05	0.411919831223629	0.416156982670744	0.00423715144711545	chr5:139317713:+_vs_chr5:139319032:+	-0.0713718886695312	chr5:139307968:+;chr5:139317713:+;chr5:139319032:+;chr5:139319371:+;chr5:139319480:+;chr5:139322506:+;chr5:139322957:+;chr5:139325489:+;chr5:139329379:+;chr5:139329429:+;chr5:139329521:+;chr5:139329704:+;chr5:139330395:+	proximal	FALSE
KLF7	27.1727272727273	1.25752678328589e-06	5.81498376099542e-05	0.333333333333333	0.590909090909091	0.257575757575758	chr2:207080855:-_vs_chr2:207079453:-	1.21212121212121	chr2:207079302:-;chr2:207079453:-;chr2:207080855:-	distal	TRUE
MEX3B	30.1645900210219	1.27430323921635e-06	5.81498376099542e-05	0.564971751412429	0.707165109034268	0.142193357621839	chr15:82042785:-_vs_chr15:82041840:-	0.545224140662126	chr15:82041783:-;chr15:82041840:-;chr15:82042785:-;chr15:82042811:-	distal	TRUE
BRWD1	32.7253332151463	1.35956698307813e-06	6.013773520812e-05	0.6171875	0.683823529411765	0.0666360294117647	chr21:39296437:-_vs_chr21:39250818:-	0.550704656862745	chr21:39236611:-;chr21:39250818:-;chr21:39296437:-;chr21:39296480:-;chr21:39296775:-	distal	TRUE
PDIA6	32.7065446745378	1.37165675116911e-06	6.013773520812e-05	0.441520467836257	0.494186046511628	0.0526655786753706	chr2:10783855:-_vs_chr2:10783391:-	-0.358357133142935	chr2:10783391:-;chr2:10783855:-;chr2:10784081:-;chr2:10788704:-;chr2:10790782:-	proximal	TRUE
ZNF48	23.2499305785124	1.42255582730159e-06	6.11699005739682e-05	0.04	0.909090909090909	0.869090909090909	chr16:30399237:+_vs_chr16:30399396:+	1.73818181818182	chr16:30399237:+;chr16:30399396:+	distal	TRUE
NEFM	35.0080804997284	1.49907400719742e-06	6.32439524545929e-05	0.130994152046784	0.366666666666667	0.235672514619883	chr8:24917339:+_vs_chr8:24918936:+	0.442495126705653	chr8:24917339:+;chr8:24917621:+;chr8:24918000:+;chr8:24918551:+;chr8:24918936:+;chr8:24919093:+	distal	TRUE
CCNL2	26.5697161508214	1.70004119403446e-06	6.95415186788525e-05	0.392857142857143	0.443298969072165	0.0504418262150221	chr1:1387335:-_vs_chr1:1386705:-	0.726067746686303	chr1:1386502:-;chr1:1386705:-;chr1:1387335:-	distal	TRUE
MXI1	34.7208041319761	1.71054719469449e-06	6.95415186788525e-05	0.596694214876033	0.510843373493976	-0.0858508413820571	chr10:110245953:+_vs_chr10:110285432:+	-0.401871950612367	chr10:110245953:+;chr10:110279293:+;chr10:110279938:+;chr10:110285108:+;chr10:110285432:+;chr10:110286635:+	proximal	TRUE
IFRD1	22.8228887232986	1.77637490033125e-06	7.09281120917977e-05	0.46875	0	-0.46875	chr7:112476192:+_vs_chr7:112477187:+	-0.9375	chr7:112476192:+;chr7:112477187:+	proximal	TRUE
AKT3	29.3236363636364	1.91478528035434e-06	7.40769670238525e-05	0.386666666666667	0.743589743589744	0.356923076923077	chr1:243645894:-_vs_chr1:243545511:-	1.14923076923077	chr1:243503891:-;chr1:243545511:-;chr1:243645894:-;chr1:243645949:-	distal	TRUE
PTPRD	31.9727080762375	1.93782621658408e-06	7.40769670238525e-05	0.573232323232323	0.477777777777778	-0.0954545454545455	chr9:8528173:-_vs_chr9:8317722:-	-0.478787878787879	chr9:8317722:-;chr9:8341198:-;chr9:8518283:-;chr9:8528173:-;chr9:8636720:-	proximal	TRUE
PPP1CB	31.9543650793651	1.95462480071883e-06	7.40769670238525e-05	0.682098765432099	0.555555555555555	-0.126543209876543	chr2:28800638:+_vs_chr2:28801037:+	-0.54320987654321	chr2:28799298:+;chr2:28799533:+;chr2:28799875:+;chr2:28800638:+;chr2:28801037:+	proximal	TRUE
HSDL1	29.0687838133659	2.16612385155577e-06	8.07242155346449e-05	0.431372549019608	0.575	0.143627450980392	chr16:84122714:-_vs_chr16:84122281:-	-0.695588235294118	chr16:84122141:-;chr16:84122281:-;chr16:84122714:-;chr16:84124018:-	proximal	TRUE
SPAST	31.6602880259515	2.24462419349613e-06	8.22783556829075e-05	0.584210526315789	0.549295774647887	-0.0349147516679021	chr2:32128476:+_vs_chr2:32157637:+	-0.467902149740549	chr2:32087538:+;chr2:32114663:+;chr2:32128476:+;chr2:32154424:+;chr2:32157637:+	proximal	TRUE
RMC1	22.2873149259704	2.3475224317812e-06	8.46622606042382e-05	0.333333333333333	1	0.666666666666667	chr18:23531732:+_vs_chr18:23531782:+	1.33333333333333	chr18:23531732:+;chr18:23531782:+	distal	TRUE
H3-3B	31.3564192696587	2.58934248908269e-06	9.19011080252204e-05	0.414438502673797	0.452782462057336	0.0383439593835388	chr17:75778250:-_vs_chr17:75778023:-	0.18204813736011	chr17:75776434:-;chr17:75777309:-;chr17:75777459:-;chr17:75778023:-;chr17:75778250:-	distal	FALSE
VCP	22.039856283962	2.67047213509896e-06	9.32996202200201e-05	0.141935483870968	0.407766990291262	0.265831506420294	chr9:35056936:-_vs_chr9:35056563:-	0.531663012840589	chr9:35056563:-;chr9:35056936:-	distal	TRUE
FRG1	28.4570830346476	2.91196422453975e-06	0.000100171569324167	0.703703703703704	0.68	-0.0237037037037037	chr4:189957494:+_vs_chr4:189961859:+	-0.563888888888889	chr4:189943236:+;chr4:189957494:+;chr4:189961859:+;chr4:189963200:+	proximal	TRUE
CAPRIN1	30.8760158810954	3.24494638670597e-06	0.000109934850313251	0.653846153846154	0.361702127659574	-0.292144026186579	chr11:34091967:+_vs_chr11:34101141:+	-0.599672667757774	chr11:34091967:+;chr11:34099056:+;chr11:34099516:+;chr11:34100493:+;chr11:34101141:+	proximal	TRUE
KHDC4	25.1538461538462	3.45073579094378e-06	0.00011516186908284	0.6	0.65	0.0499999999999999	chr1:155915513:-_vs_chr1:155915288:-	0.95	chr1:155913058:-;chr1:155915288:-;chr1:155915513:-	distal	TRUE
HSPH1	30.5188194298703	3.83731400349971e-06	0.000126179913409196	0.444444444444444	0.158536585365854	-0.285907859078591	chr13:31141219:-_vs_chr13:31137424:-	-0.441132189099669	chr13:31137424:-;chr13:31138412:-;chr13:31140273:-;chr13:31141219:-;chr13:31143809:-	proximal	TRUE
SNAP29	21.1274708489256	4.29723523037726e-06	0.000138896104431987	0.173913043478261	0.857142857142857	0.683229813664596	chr22:20887807:+_vs_chr22:20889092:+	1.36645962732919	chr22:20887807:+;chr22:20889092:+	distal	TRUE
ZNF146	27.6275119783765	4.34826802783501e-06	0.000138896104431987	0.512820512820513	0.38961038961039	-0.123210123210123	chr19:36237463:+_vs_chr19:36237643:+	-0.517282717282717	chr19:36237463:+;chr19:36237643:+;chr19:36237912:+;chr19:36238765:+	proximal	TRUE
RPIA	24.5009790601023	4.78277550662572e-06	0.000150623746941058	0.608695652173913	0.375	-0.233695652173913	chr2:88750449:+_vs_chr2:88750929:+	-1.07744565217391	chr2:88750266:+;chr2:88750449:+;chr2:88750929:+	proximal	TRUE
EIF3F	24.4689516735865	4.85998193667057e-06	0.000150929439033269	0.558558558558559	0.558139534883721	-0.000419023674837593	chr11:7996007:+_vs_chr11:7996171:+	-0.264718206578672	chr11:7996007:+;chr11:7996171:+;chr11:7997474:+	proximal	TRUE
ANKRD17	27.3601018313213	4.94778373872008e-06	0.00015155129369559	0.292682926829268	0.666666666666667	0.373983739837398	chr4:73140025:-_vs_chr4:73102428:-	0.772357723577236	chr4:73102390:-;chr4:73102428:-;chr4:73140025:-;chr4:73140133:-	distal	TRUE
CTNND2	20.8132287289916	5.06320265019803e-06	0.000152990826024903	1	0.2	-0.8	chr5:11394874:-_vs_chr5:11110870:-	-1.6	chr5:11110870:-;chr5:11394874:-	proximal	TRUE
ZMYM4	24.3066402419091	5.27084365990786e-06	0.00015714141898072	0.4125	0.710526315789474	0.298026315789474	chr1:35387509:+_vs_chr1:35387541:+	1.05394736842105	chr1:35387509:+;chr1:35387541:+;chr1:35393726:+	distal	TRUE
SDCBP	24.2609313043407	5.39269309007692e-06	0.000158658707229105	0.923076923076923	0.963333333333333	0.0402564102564101	chr8:58582764:+_vs_chr8:58582840:+	0.178608058608059	chr8:58579688:+;chr8:58582764:+;chr8:58582840:+	distal	FALSE
MSMO1	29.6622998726972	5.73358010458441e-06	0.000162557901267354	0.622093023255814	0.479323308270677	-0.142769714985137	chr4:165341915:+_vs_chr4:165343070:+	-0.271690855044588	chr4:165341915:+;chr4:165342063:+;chr4:165342147:+;chr4:165343070:+;chr4:165343164:+	proximal	TRUE
STMN1	32.0377992083021	5.83973564612163e-06	0.000162557901267354	0.567736714324251	0.564645950076414	-0.00309076424783772	chr1:25901556:-_vs_chr1:25900561:-	-0.0816537011046413	chr1:25900120:-;chr1:25900262:-;chr1:25900561:-;chr1:25901046:-;chr1:25901556:-;chr1:25903649:-	proximal	FALSE
MAN1A2	20.5311230742297	5.86695104297446e-06	0.000162557901267354	0.882352941176471	0	-0.882352941176471	chr1:117402258:+_vs_chr1:117523452:+	-1.76470588235294	chr1:117402258:+;chr1:117523452:+	proximal	TRUE
DST	27.0007852919438	5.8851242449552e-06	0.000162557901267354	0.414634146341463	0.648148148148148	0.233514001806685	chr6:56639522:-_vs_chr6:56517217:-	0.921409214092141	chr6:56494020:-;chr6:56517217:-;chr6:56639522:-;chr6:56735263:-	distal	TRUE
NOLC1	26.9995180558561	5.88872540369215e-06	0.000162557901267354	0.524774774774775	0.484126984126984	-0.0406477906477906	chr10:102161067:+_vs_chr10:102161654:+	-0.651222651222651	chr10:102160315:+;chr10:102161067:+;chr10:102161654:+;chr10:102163866:+	proximal	TRUE
GNB5	20.466577540107	6.0681675224749e-06	0.000165468568051877	0.941176470588235	0	-0.941176470588235	chr15:52121506:-_vs_chr15:52120939:-	-1.88235294117647	chr15:52120939:-;chr15:52121506:-	proximal	TRUE
HMGCR	36.2420526265952	6.52528000020745e-06	0.000175789470848962	0.484986351228389	0.56221198156682	0.0772256303384308	chr5:75350334:+_vs_chr5:75360401:+	0.303164166837888	chr5:75350334:+;chr5:75351314:+;chr5:75358760:+;chr5:75360401:+;chr5:75361255:+;chr5:75361400:+;chr5:75361729:+;chr5:75362101:+	distal	TRUE
MARK1	26.3339193721639	8.11896930830522e-06	0.000215645685788757	0.471264367816092	0.590909090909091	0.119644723092999	chr1:220582898:+_vs_chr1:220632226:+	0.913793103448276	chr1:220582898:+;chr1:220604128:+;chr1:220632226:+;chr1:220662454:+	distal	TRUE
YWHAQ	31.2932444447168	8.19762222363343e-06	0.000215645685788757	0.875027502750275	0.82504347826087	-0.0499840244894054	chr2:9584630:-_vs_chr2:9583977:-	-0.167446309848376	chr2:9583977:-;chr2:9584267:-;chr2:9584498:-;chr2:9584630:-;chr2:9584936:-;chr2:9585010:-	proximal	FALSE
TCERG1	28.843145954925	8.41238439098764e-06	0.000215891871634156	0.238461538461538	0.309782608695652	0.0713210702341137	chr5:146469743:+_vs_chr5:146470665:+	0.484113712374582	chr5:146469743:+;chr5:146470665:+;chr5:146470747:+;chr5:146471522:+;chr5:146503935:+	distal	TRUE
TAX1BP1	31.2152682518384	8.49366970426156e-06	0.000215891871634156	0.579166666666667	0.371428571428571	-0.207738095238095	chr7:27771054:+_vs_chr7:27796191:+	-0.38343253968254	chr7:27769705:+;chr7:27771054:+;chr7:27785298:+;chr7:27787522:+;chr7:27793158:+;chr7:27796191:+	proximal	TRUE
CCDC82	33.4743875671653	8.4966389551904e-06	0.000215891871634156	0.563786008230453	0.5	-0.0637860082304527	chr11:96384480:-_vs_chr11:96384376:-	-0.391111111111111	chr11:96352769:-;chr11:96359009:-;chr11:96383321:-;chr11:96384198:-;chr11:96384249:-;chr11:96384376:-;chr11:96384480:-	proximal	TRUE
PSMA7	19.7801751765575	8.6879144219125e-06	0.000218271647723554	0.617563739376771	0.434456928838951	-0.183106810537819	chr20:62136866:-_vs_chr20:62136733:-	-0.366213621075639	chr20:62136733:-;chr20:62136866:-	proximal	TRUE
NBEA	28.7457796901937	8.80417702934881e-06	0.000218734887084711	0.730392156862745	0.48469387755102	-0.245698279311725	chr13:35159622:+_vs_chr13:35195905:+	-0.552220888355342	chr13:35159095:+;chr13:35159570:+;chr13:35159622:+;chr13:35159789:+;chr13:35195905:+	proximal	TRUE
PTBP2	28.6431403549562	9.23686028162829e-06	0.000226962852634295	0.691176470588235	0.559782608695652	-0.131393861892583	chr1:96814372:+_vs_chr1:96814881:+	-0.563171355498721	chr1:96770821:+;chr1:96813408:+;chr1:96814372:+;chr1:96814793:+;chr1:96814881:+	proximal	TRUE
PDIK1L	23.145652173913	9.41858128923559e-06	0.000228912475681856	0.394736842105263	0.673913043478261	0.279176201372998	chr1:26122664:+_vs_chr1:26124299:+	1.17848970251716	chr1:26122664:+;chr1:26124299:+;chr1:26125472:+	distal	TRUE
AZIN1	28.5373543148465	9.70495797002415e-06	0.000233336408827677	0.588888888888889	0.65625	0.0673611111111111	chr8:102827659:-_vs_chr8:102826402:-	0.428472222222222	chr8:102826357:-;chr8:102826402:-;chr8:102827659:-;chr8:102828003:-;chr8:102833076:-	distal	TRUE
CPNE1	22.8793264132146	1.07601269324156e-05	0.000255953657668949	0.405405405405405	0.844827586206897	0.439422180801491	chr20:35653785:-_vs_chr20:35626044:-	0.878844361602982	chr20:35626044:-;chr20:35631309:-;chr20:35653785:-	distal	TRUE
