gene_id	chisq	pvalue	adj_pvalue	ExDp	ExN3	dWARM	MPRO_comparsion	MPRO	feature_id	Note	sig
TRIM27	19.2857142857143	1.12545276538421e-05	0.000216884126662583	0.25	0.916666666666667	-0.666666666666667	chr6:28921954:-_vs_chr6:28903002:-	-1.33333333333333	chr6:28903002:-;chr6:28921954:-	proximal	TRUE
ZEB2	22.6654183351098	1.1974763461507e-05	0.000226054208201919	0.447368421052632	0.452380952380952	-0.00501253132832086	chr2:144399519:-_vs_chr2:144398673:-	-0.967418546365915	chr2:144389585:-;chr2:144398673:-;chr2:144399519:-	proximal	TRUE
ANKRD12	27.6068118686869	1.49836844923061e-05	0.000277198163107664	0.556666666666667	0.416666666666667	0.14	chr18:9254470:+_vs_chr18:9254517:+	0.532222222222222	chr18:9211657:+;chr18:9254433:+;chr18:9254470:+;chr18:9254517:+;chr18:9254716:+	distal	TRUE
PPP2R5E	27.3363703784756	1.69964796677862e-05	0.00030613124078317	0.513888888888889	0.466216216216216	0.0476726726726726	chr14:63374734:-_vs_chr14:63374241:-	0.711711711711712	chr14:63374241:-;chr14:63374734:-;chr14:63375842:-;chr14:63376081:-;chr14:63391820:-	distal	TRUE
OS9	21.9032245711338	1.75297295749141e-05	0.00030613124078317	0.465116279069767	0.693181818181818	-0.228065539112051	chr12:57719089:+_vs_chr12:57719138:+	-0.731501057082452	chr12:57719089:+;chr12:57719138:+;chr12:57721557:+	proximal	TRUE
HDAC2	24.7350781631691	1.75404927151438e-05	0.00030613124078317	0.523809523809524	0.592198581560284	-0.0683890577507599	chr6:113941015:-_vs_chr6:113940717:-	-0.286872195686785	chr6:113940717:-;chr6:113941015:-;chr6:113943369:-;chr6:113958739:-	proximal	TRUE
SYT11	24.1814624329159	2.28929784251908e-05	0.000392148241542621	0.426356589147287	0.466666666666667	-0.0403100775193799	chr1:155881618:+_vs_chr1:155885060:+	-0.775581395348837	chr1:155868153:+;chr1:155881254:+;chr1:155881618:+;chr1:155885060:+	proximal	TRUE
PSIP1	23.9358134286497	2.5762724941582e-05	0.000433282192199334	0.317829457364341	0.560975609756098	-0.243146152391757	chr9:15474208:-_vs_chr9:15466748:-	-0.558990357345434	chr9:15466748:-;chr9:15468650:-;chr9:15474079:-;chr9:15474208:-	proximal	TRUE
GTPBP4	17.6573117539027	2.64496514741012e-05	0.000436891564527564	0.909090909090909	0.0555555555555556	0.853535353535353	chr10:1010519:+_vs_chr10:1017768:+	1.70707070707071	chr10:1010519:+;chr10:1017768:+	distal	TRUE
RBMX	20.8463322769982	2.97355832965983e-05	0.000482551132444798	0.337209302325581	0.320652173913043	0.0165571284125379	chrX:136874047:-_vs_chrX:136873461:-	0.402426693629929	chrX:136869192:-;chrX:136873461:-;chrX:136874047:-	distal	TRUE
EIF4B	17.3418983355825	3.12226461562741e-05	0.000497947374044026	0.12	0.789473684210526	-0.669473684210526	chr12:53040316:+_vs_chr12:53042209:+	-1.33894736842105	chr12:53040316:+;chr12:53042209:+	proximal	TRUE
SRRM1	25.9553381761758	3.23075988438849e-05	0.000502810552817704	0.38013698630137	0.555555555555556	-0.175418569254186	chr1:24655090:+_vs_chr1:24671447:+	-0.526255707762557	chr1:24650025:+;chr1:24652514:+;chr1:24655090:+;chr1:24669594:+;chr1:24671447:+	proximal	TRUE
KPNB1	20.6614925373134	3.26147385611483e-05	0.000502810552817704	0.416666666666667	0.448979591836735	-0.032312925170068	chr17:47682697:+_vs_chr17:47683446:+	-0.608843537414966	chr17:47680640:+;chr17:47682697:+;chr17:47683446:+	proximal	TRUE
RAB10	17.0359610425726	3.66785449297501e-05	0.000556191050164244	0.655172413793103	0.0454545454545455	0.609717868338558	chr2:26135473:+_vs_chr2:26137411:+	1.21943573667712	chr2:26135473:+;chr2:26137411:+	distal	TRUE
METTL9	20.3854103343465	3.74424613558632e-05	0.000558617367002797	0.691489361702128	0.411111111111111	0.280378250591017	chr16:21655565:+_vs_chr16:21656141:+	0.560756501182033	chr16:21655565:+;chr16:21655936:+;chr16:21656141:+	distal	TRUE
SEC11A	16.9301282051282	3.8781154372788e-05	0.000569405838013157	0.0555555555555556	0.730769230769231	-0.675213675213675	chr15:84669729:-_vs_chr15:84669544:-	-1.35042735042735	chr15:84669544:-;chr15:84669729:-	proximal	TRUE
CNDP2	16.8599778717786	4.02412153831247e-05	0.000581611316084225	0.0909090909090909	0.846153846153846	-0.755244755244755	chr18:74520496:+_vs_chr18:74521125:+	-1.51048951048951	chr18:74520496:+;chr18:74521125:+	proximal	TRUE
GET4	16.8055555555556	4.14118884265783e-05	0.000587266680093901	0.833333333333333	0	0.833333333333333	chr7:895683:+_vs_chr7:896443:+	1.66666666666667	chr7:895683:+;chr7:896443:+	distal	TRUE
FARSB	16.7832167832168	4.19022712283216e-05	0.000587266680093901	0	0.923076923076923	-0.923076923076923	chr2:222571745:-_vs_chr2:222571313:-	-1.84615384615385	chr2:222571313:-;chr2:222571745:-	proximal	TRUE
RNPC3	16.7359203296703	4.29598788929493e-05	0.000593102805611614	0.142857142857143	1	-0.857142857142857	chr1:103541439:+_vs_chr1:103543418:+	-1.71428571428571	chr1:103541439:+;chr1:103543418:+	proximal	TRUE
EZH2	16.495468140205	4.8766496720167e-05	0.000663367786266977	0.307692307692308	0.918918918918919	-0.611226611226611	chr7:148828769:-_vs_chr7:148807374:-	-1.22245322245322	chr7:148807374:-;chr7:148828769:-	proximal	TRUE
TXNIP	24.9658178219698	5.11122668291872e-05	0.000685200678507219	0.510309278350515	0.666666666666667	-0.156357388316151	chr1:145993318:-_vs_chr1:145992457:-	-0.745704467353952	chr1:145992457:-;chr1:145993318:-;chr1:145993613:-;chr1:145995002:-;chr1:145995190:-	proximal	TRUE
PTN	19.6777983920841	5.3335991285243e-05	0.000701419641297046	0.857142857142857	0.409090909090909	0.448051948051948	chr7:137228041:-_vs_chr7:137227592:-	1.12987012987013	chr7:137227592:-;chr7:137228041:-;chr7:137254860:-	distal	TRUE
EIF1	22.4004889429777	5.38386967914489e-05	0.000701419641297046	0.581424936386768	0.638629283489097	-0.0572043471023282	chr17:41690999:+_vs_chr17:41691644:+	-0.297210530070629	chr17:41689941:+;chr17:41690999:+;chr17:41691644:+;chr17:41692668:+	proximal	TRUE
SERINC1	16.222972972973	5.6307144298143e-05	0.000723390395496975	0.824324324324324	0.520833333333333	0.303490990990991	chr6:122443997:-_vs_chr6:122443351:-	0.606981981981982	chr6:122443351:-;chr6:122443997:-	distal	TRUE
CD200	19.458830731558	5.9507073758659e-05	0.000754027989407665	0.720338983050847	0.787878787878788	-0.0675398048279404	chr3:112361961:+_vs_chr3:112361994:+	-0.496661530559836	chr3:112361961:+;chr3:112361994:+;chr3:112362812:+	proximal	TRUE
FNBP4	19.4056211801355	6.11114940960245e-05	0.000763893676200306	0.436170212765957	0.474358974358974	-0.0381887615930169	chr11:47750917:-_vs_chr11:47746229:-	-0.75177304964539	chr11:47736658:-;chr11:47746229:-;chr11:47750917:-	proximal	TRUE
SENP7	19.3266079158936	6.35741283106683e-05	0.000784080915831575	0.333333333333333	0.625	-0.291666666666667	chr3:101366661:-_vs_chr3:101361715:-	-1.14880952380952	chr3:101361715:-;chr3:101366661:-;chr3:101372060:-	proximal	TRUE
ATP6V1D	19.2760685937157	6.52010948589269e-05	0.000793565957164571	0.519607843137255	0.153846153846154	0.365761689291101	chr14:67338720:-_vs_chr14:67338071:-	1.10558069381599	chr14:67337872:-;chr14:67338071:-;chr14:67338720:-	distal	TRUE
BRD3	15.8705012531328	6.78277347034683e-05	0.000798211327441802	0	0.736842105263158	-0.736842105263158	chr9:134040211:-_vs_chr9:134034781:-	-1.47368421052632	chr9:134034781:-;chr9:134040211:-	proximal	TRUE
HNRNPU	19.1714387376707	6.87028847667369e-05	0.000798211327441802	0.725225225225225	0.865248226950355	-0.140023001725129	chr1:244858777:-_vs_chr1:244855993:-	-0.392754456584244	chr1:244855993:-;chr1:244858777:-;chr1:244862694:-	proximal	TRUE
TERF2IP	21.8646810437533	6.95996897516014e-05	0.000798211327441802	0.469483568075117	0.617391304347826	-0.147907736272709	chr16:75656326:+_vs_chr16:75657432:+	-0.346723821187998	chr16:75654357:+;chr16:75656326:+;chr16:75656801:+;chr16:75657432:+	proximal	TRUE
USP48	21.8581843771992	6.98166051234526e-05	0.000798211327441802	0.523809523809524	0.494252873563218	0.0295566502463055	chr1:21721037:-_vs_chr1:21706528:-	0.83743842364532	chr1:21706528:-;chr1:21721037:-;chr1:21747129:-;chr1:21756547:-	distal	TRUE
PCGF2	15.8136232333353	6.98974243489578e-05	0.000798211327441802	0.441860465116279	0.909090909090909	-0.46723044397463	chr17:38735063:-_vs_chr17:38733894:-	-0.93446088794926	chr17:38733894:-;chr17:38735063:-	proximal	TRUE
EEF2	15.7588177544758	7.19517827299182e-05	0.000800417434553469	0.708333333333333	0.854330708661417	-0.145997375328084	chr19:3981408:-_vs_chr19:3976056:-	-0.291994750656168	chr19:3976056:-;chr19:3981408:-	proximal	TRUE
DSTN	24.2252462611202	7.198536189998e-05	0.000800417434553469	0.60546875	0.394444444444444	0.211024305555556	chr20:17601010:+_vs_chr20:17608000:+	0.446354166666667	chr20:17601010:+;chr20:17604624:+;chr20:17607358:+;chr20:17608000:+;chr20:17608242:+	distal	TRUE
NREP	24.1892768443376	7.31911858237954e-05	0.000800417434553469	0.478321033210332	0.636039886039886	-0.157718852829554	chr5:111730035:-_vs_chr5:111729303:-	-0.305058819818967	chr5:111729303:-;chr5:111729731:-;chr5:111729843:-;chr5:111729940:-;chr5:111730035:-	proximal	TRUE
ARL3	21.7290208200254	7.42717546816861e-05	0.000800417434553469	0.246753246753247	0.403846153846154	-0.157092907092907	chr10:102676666:-_vs_chr10:102673731:-	-0.486263736263736	chr10:102673731:-;chr10:102676527:-;chr10:102676666:-;chr10:102676892:-	proximal	TRUE
CHD9	15.6950877281267	7.44171885098361e-05	0.000800417434553469	0.125	0.739130434782609	-0.614130434782609	chr16:53209809:+_vs_chr16:53242979:+	-1.22826086956522	chr16:53209809:+;chr16:53242979:+	proximal	TRUE
HNRNPC	21.5636940846798	8.03897723682507e-05	0.000848672114729119	0.5	0.403703703703704	0.0962962962962963	chr14:21210937:-_vs_chr14:21210567:-	0.394736842105263	chr14:21210567:-;chr14:21210937:-;chr14:21211494:-;chr14:21211868:-	distal	TRUE
PHF14	21.5373729231791	8.14090865670793e-05	0.000848672114729119	0.376068376068376	0.480392156862745	-0.104323780794369	chr7:10982554:+_vs_chr7:11037043:+	0.751131221719457	chr7:10982554:+;chr7:11037043:+;chr7:11040706:+;chr7:11061835:+	distal	TRUE
STMN2	23.9522091439552	8.16560196874504e-05	0.000848672114729119	0.664688427299703	0.754739336492891	-0.0900509091931878	chr8:79665848:+_vs_chr8:79666162:+	-0.2863290533984	chr8:79641535:+;chr8:79665262:+;chr8:79665848:+;chr8:79665927:+;chr8:79666162:+	proximal	TRUE
IK	15.40603125	8.67110944439917e-05	0.000891197359563248	0.71875	0.16	0.55875	chr5:140654706:+_vs_chr5:140662480:+	1.1175	chr5:140654706:+;chr5:140662480:+	distal	TRUE
SAFB	23.6899242165309	9.21575977323274e-05	0.000936766790136295	0.620967741935484	0.513888888888889	0.107078853046595	chr19:5641950:+_vs_chr19:5654100:+	0.453405017921147	chr19:5641950:+;chr19:5653396:+;chr19:5654100:+;chr19:5654436:+;chr19:5668478:+	distal	TRUE
CAPZA2	21.0926698673367	0.000100712468480242	0.00101259818852417	0.431372549019608	0.754385964912281	-0.323013415892673	chr7:116918649:+_vs_chr7:116919259:+	-0.714396284829721	chr7:116918649:+;chr7:116918735:+;chr7:116919157:+;chr7:116919259:+	proximal	TRUE
HMGN1	15.0842689599947	0.000102816542205878	0.00102263765097244	0.682926829268293	0.930232558139535	-0.247305728871242	chr21:39345242:-_vs_chr21:39342317:-	-0.494611457742484	chr21:39342317:-;chr21:39345242:-	proximal	TRUE
NASP	20.9791621911923	0.000106330413661824	0.00104011092720202	0.385964912280702	0.726190476190476	-0.340225563909774	chr1:45614180:+_vs_chr1:45615364:+	-0.603383458646616	chr1:45613202:+;chr1:45614180:+;chr1:45615364:+;chr1:45618247:+	proximal	TRUE
ATCAY	15.0098684210526	0.000106950437255624	0.00104011092720202	0.684210526315789	0.0625	0.621710526315789	chr19:3925857:+_vs_chr19:3926326:+	1.24342105263158	chr19:3925857:+;chr19:3926326:+	distal	TRUE
TTC17	18.2677469135802	0.000107946647579886	0.00104011092720202	0.611111111111111	0.53125	0.0798611111111112	chr11:43446724:+_vs_chr11:43493967:+	0.965277777777778	chr11:43446724:+;chr11:43493967:+;chr11:43494931:+	distal	TRUE
GTF2I	18.1925833333333	0.000112080671279263	0.00106881052508576	0.4	0.75	-0.35	chr7:74749451:+_vs_chr7:74760692:+	-1.10666666666667	chr7:74698999:+;chr7:74749451:+;chr7:74760692:+	proximal	TRUE
ZNF506	14.85	0.000116408069911784	0.00109874963947347	0.0833333333333333	1	-0.916666666666667	chr19:19793908:-_vs_chr19:19792714:-	-1.83333333333333	chr19:19792714:-;chr19:19793908:-	proximal	TRUE
NARF	14.7700255102041	0.000121450776004884	0.00112609230384882	1	0.533333333333333	0.466666666666667	chr17:82463185:+_vs_chr17:82488259:+	0.933333333333333	chr17:82463185:+;chr17:82488259:+	distal	TRUE
SCARB2	18.0249009620826	0.000121882818240111	0.00112609230384882	0.631578947368421	0.419354838709677	0.212224108658744	chr4:76161452:-_vs_chr4:76160012:-	1.02716468590832	chr4:76158737:-;chr4:76160012:-;chr4:76161452:-	distal	TRUE
SYT6	14.7467835014091	0.000122957105609438	0.00112609230384882	0.0948275862068965	0.434782608695652	-0.339955022488756	chr1:114099193:-_vs_chr1:114091735:-	-0.679910044977511	chr1:114091735:-;chr1:114099193:-	proximal	TRUE
DDX5	17.9276755758265	0.000127954248963167	0.00116036941461695	0.390243902439024	0.475877192982456	-0.0856332905434317	chr17:64502479:-_vs_chr17:64499620:-	-0.311082584510056	chr17:64498254:-;chr17:64499620:-;chr17:64502479:-	proximal	TRUE
CRYM	17.8546011946128	0.00013271579480365	0.00119186514750851	0.910189982728843	0.666666666666667	0.243523316062176	chr16:21267709:-_vs_chr16:21258521:-	0.487046632124352	chr16:21258521:-;chr16:21258775:-;chr16:21267709:-	distal	TRUE
HNRNPK	22.8440052469366	0.000136043847223345	0.0012100053719384	0.442786069651741	0.364224137931034	0.0785619317207068	chr9:83968909:-_vs_chr9:83968178:-	0.341439354949391	chr9:83968083:-;chr9:83968178:-;chr9:83968344:-;chr9:83968909:-;chr9:83978257:-	distal	TRUE
KHDC4	14.5145089285714	0.000139084208052787	0.00121527534976446	0.777777777777778	0	0.777777777777778	chr1:155915288:-_vs_chr1:155913058:-	1.55555555555556	chr1:155913058:-;chr1:155915288:-	distal	TRUE
NOP56	20.4145580887406	0.000139263986027063	0.00121527534976446	0.635220125786163	0.392857142857143	0.242362982929021	chr20:2658266:+_vs_chr20:2658391:+	0.770215633423181	chr20:2657960:+;chr20:2658039:+;chr20:2658266:+;chr20:2658391:+	distal	TRUE
CNOT2	20.1895485995486	0.000155060160242261	0.0013404733478887	0.62037037037037	0.358974358974359	0.261396011396011	chr12:70331700:+_vs_chr12:70354257:+	0.702991452991453	chr12:70331700:+;chr12:70338522:+;chr12:70354257:+;chr12:70354993:+	distal	TRUE
