gene_id	chisq	pvalue	adj_pvalue	ExMU	ExN1	dWARM	MPRO_comparsion	MPRO	feature_id	Note	sig
CPNE1	46.7945310695311	6.89757905311203e-11	1.24314756933736e-08	0.405405405405405	0.85	-0.444594594594595	chr20:35653785:-_vs_chr20:35626044:-	-0.889189189189189	chr20:35626044:-;chr20:35631309:-;chr20:35653785:-	proximal	TRUE
MAP1B	77.8994139123592	6.92568551388205e-11	1.24314756933736e-08	0.385058518147457	0.373741141365162	0.0113173767822943	chr5:72195305:+_vs_chr5:72205642:+	0.091492845020812	chr5:72194337:+;chr5:72194540:+;chr5:72194957:+;chr5:72195065:+;chr5:72195109:+;chr5:72195305:+;chr5:72195449:+;chr5:72195578:+;chr5:72195685:+;chr5:72195941:+;chr5:72197787:+;chr5:72205642:+;chr5:72205875:+;chr5:72207044:+;chr5:72209565:+	distal	FALSE
PDIA6	56.291073817281	7.07880788496964e-11	1.24314756933736e-08	0.418604651162791	0.547572815533981	-0.12896816437119	chr2:10788704:-_vs_chr2:10783391:-	-0.368311131180853	chr2:10783391:-;chr2:10783855:-;chr2:10784008:-;chr2:10784081:-;chr2:10788704:-;chr2:10790782:-	proximal	TRUE
CYP51A1	55.7374415666001	9.20378987749241e-11	1.50087516359394e-08	0.433830845771144	0.563492063492063	-0.129661217720919	chr7:92118576:-_vs_chr7:92113276:-	-0.41305377872542	chr7:92113276:-;chr7:92113587:-;chr7:92113661:-;chr7:92118576:-;chr7:92127543:-;chr7:92128965:-	proximal	TRUE
CARHSP1	40.6738624023627	1.79877170448798e-10	2.7377305342307e-08	0.3	0.658682634730539	-0.358682634730539	chr16:8854913:-_vs_chr16:8852947:-	-0.717365269461078	chr16:8852947:-;chr16:8854913:-	proximal	TRUE
OS9	43.5171334548291	3.55119512771514e-10	5.06711154785854e-08	0.606299212598425	0.926724137931035	-0.320424925332609	chr12:57719089:+_vs_chr12:57721557:+	-0.640849850665219	chr12:57719089:+;chr12:57719138:+;chr12:57721557:+	proximal	TRUE
HNRNPU	59.8323507171885	5.02766628895976e-10	6.75186008099713e-08	0.442365269461078	0.463888888888889	-0.021523619427811	chr1:244856840:-_vs_chr1:244853658:-	0.131270791749834	chr1:244853388:-;chr1:244853658:-;chr1:244854133:-;chr1:244855993:-;chr1:244856592:-;chr1:244856840:-;chr1:244857650:-;chr1:244858777:-;chr1:244862694:-	distal	FALSE
PPFIA2	56.4656806002215	7.63303170630962e-10	9.6812285475027e-08	0.373791621911923	0.543650793650794	-0.169859171738871	chr12:81375797:-_vs_chr12:81353110:-	-0.49874686716792	chr12:81339199:-;chr12:81347724:-;chr12:81353110:-;chr12:81368726:-;chr12:81375797:-;chr12:81384064:-;chr12:81405861:-;chr12:81457811:-	proximal	TRUE
HSPA5	48.2563322725893	8.34509688890731e-10	1.00272927354607e-07	0.529585798816568	0.729591836734694	-0.200006037918126	chr9:125236755:-_vs_chr9:125236247:-	-0.693636034295375	chr9:125236247:-;chr9:125236755:-;chr9:125236815:-;chr9:125236992:-;chr9:125240207:-	proximal	TRUE
HSP90AA1	60.032684471818	3.5730527274616e-09	4.07863968839742e-07	0.416466739367503	0.44009900990099	-0.0236322705334874	chr14:102084921:-_vs_chr14:102084473:-	-0.146026107518058	chr14:102081050:-;chr14:102081614:-;chr14:102083061:-;chr14:102083565:-;chr14:102083823:-;chr14:102083909:-;chr14:102084473:-;chr14:102084781:-;chr14:102084841:-;chr14:102084921:-;chr14:102085388:-	proximal	FALSE
PARP1	47.6434214482635	4.1998596161165e-09	4.5658473826638e-07	0.23609022556391	0.43489932885906	-0.198809103295151	chr1:226388689:-_vs_chr1:226360691:-	-0.44905888883282	chr1:226360691:-;chr1:226361003:-;chr1:226361200:-;chr1:226379623:-;chr1:226388689:-;chr1:226390419:-	proximal	TRUE
EEF1A1	49.8681839285777	4.99595805558588e-09	5.18444192768299e-07	0.81161190053286	0.822527015793849	-0.010915115260989	chr6:73517595:-_vs_chr6:73517515:-	-0.0433122647120291	chr6:73515750:-;chr6:73517515:-;chr6:73517595:-;chr6:73517711:-;chr6:73519012:-;chr6:73519090:-;chr6:73519918:-	proximal	FALSE
UBR5	44.1351792918548	6.01408836531014e-09	5.91731654229789e-07	0.171296296296296	0.387614678899083	-0.216318382602786	chr8:102326601:-_vs_chr8:102305100:-	-0.657322460074754	chr8:102253360:-;chr8:102293955:-;chr8:102305100:-;chr8:102311326:-;chr8:102326601:-	proximal	TRUE
PPP4R3B	37.7533112468151	6.33829759047427e-09	5.91731654229789e-07	0.736111111111111	0.26271186440678	0.473399246704331	chr2:55613997:-_vs_chr2:55564416:-	0.946798493408663	chr2:55564416:-;chr2:55564928:-;chr2:55613997:-	distal	TRUE
COPS6	37.709164826527	6.4797596827616e-09	5.91731654229789e-07	0.512578616352201	0.733870967741935	-0.221292351389734	chr7:100091905:+_vs_chr7:100092185:+	-0.639886386691012	chr7:100090198:+;chr7:100091905:+;chr7:100092185:+	proximal	TRUE
ASPH	33.1945903361344	8.33821800027688e-09	7.32159680562774e-07	0.0666666666666667	1	-0.933333333333333	chr8:61675259:-_vs_chr8:61624548:-	-1.86666666666667	chr8:61624548:-;chr8:61675259:-	proximal	TRUE
EIF3A	48.0980157659209	1.12951303764749e-08	9.55066024055264e-07	0.392592592592593	0.546099290780142	-0.153506698187549	chr10:119038324:-_vs_chr10:119035048:-	-0.465405831363278	chr10:119035048:-;chr10:119038324:-;chr10:119038417:-;chr10:119056752:-;chr10:119056940:-;chr10:119058030:-;chr10:119059212:-	proximal	TRUE
RBBP4	42.4902255639098	1.3200773009823e-08	1.0763344564795e-06	0.453007518796992	0.43956043956044	0.0134470792365529	chr1:32676639:+_vs_chr1:32680505:+	0.297281665702718	chr1:32676639:+;chr1:32680505:+;chr1:32680653:+;chr1:32681880:+;chr1:32686211:+	distal	TRUE
PHIP	41.8964673768325	1.75265840181793e-08	1.37976521770701e-06	0.269396551724138	0.483516483516484	-0.214119931792346	chr6:78990885:-_vs_chr6:78945395:-	-0.426582038651004	chr6:78945395:-;chr6:78946763:-;chr6:78982887:-;chr6:78990885:-;chr6:79015746:-	proximal	TRUE
CACYBP	41.6781343970561	1.94510115746765e-08	1.48022198083288e-06	0.411290322580645	0.757042253521127	-0.345751930940482	chr1:175009984:+_vs_chr1:175010801:+	-0.477813115250644	chr1:175008704:+;chr1:175009984:+;chr1:175010264:+;chr1:175010368:+;chr1:175010801:+	proximal	TRUE
SLA	38.053805505239	2.75330073910587e-08	2.02767277012216e-06	0.515151515151515	0.643595863166269	-0.128444348014754	chr8:133060160:-_vs_chr8:133036728:-	-0.272824533708412	chr8:133036728:-;chr8:133037562:-;chr8:133038598:-;chr8:133060160:-	proximal	TRUE
ZNF397	30.5136413854454	3.31527136648349e-08	2.36523891552556e-06	0	1	-1	chr18:35244100:+_vs_chr18:35249808:+	-2	chr18:35244100:+;chr18:35249808:+	proximal	TRUE
MYT1L	47.4841797448575	4.49057296260294e-08	3.10666002230985e-06	0.519274376417234	0.42288961038961	0.0963847660276231	chr2:2302941:-_vs_chr2:1840789:-	0.223755411255411	chr2:1801758:-;chr2:1840789:-;chr2:1901827:-;chr2:1923223:-;chr2:1942984:-;chr2:1943300:-;chr2:2054028:-;chr2:2302941:-	distal	TRUE
IL17RD	33.6505900354231	4.93023042464286e-08	3.31050472337048e-06	0.444444444444444	0.419354838709677	0.025089605734767	chr3:57096388:-_vs_chr3:57096081:-	1.26164874551971	chr3:57094419:-;chr3:57096081:-;chr3:57096388:-	distal	TRUE
STX7	33.5450959983265	5.19726613875466e-08	3.39010245565054e-06	0.764705882352941	0.482142857142857	0.282563025210084	chr6:132459738:-_vs_chr6:132459513:-	0.685924369747899	chr6:132457915:-;chr6:132459513:-;chr6:132459738:-	distal	TRUE
USP34	32.7195043103448	7.85325887359956e-08	4.88114502106746e-06	0.875	0.344827586206897	0.530172413793103	chr2:61222470:-_vs_chr2:61188916:-	1.25431034482759	chr2:61188916:-;chr2:61222470:-;chr2:61350261:-	distal	TRUE
CALM1	43.8514639958807	7.91074751552763e-08	4.88114502106746e-06	0.627368421052632	0.727690288713911	-0.100321867661279	chr14:90405213:+_vs_chr14:90405610:+	-0.315996684624948	chr14:90401316:+;chr14:90403939:+;chr14:90404963:+;chr14:90405107:+;chr14:90405213:+;chr14:90405610:+;chr14:90408268:+	proximal	TRUE
NREP	41.2120504979815	8.50132838511399e-08	5.10750860610927e-06	0.628418230563003	0.711360799001248	-0.0829425684382459	chr5:111730035:-_vs_chr5:111729303:-	-0.24114294129657	chr5:111729303:-;chr5:111729731:-;chr5:111729843:-;chr5:111729940:-;chr5:111730035:-;chr5:111734729:-	proximal	TRUE
PRPF39	28.6034556878307	8.88235253064595e-08	5.19959251986274e-06	0.777777777777778	0	0.777777777777778	chr14:45109687:+_vs_chr14:45112379:+	1.55555555555556	chr14:45109687:+;chr14:45112379:+	distal	TRUE
PRKACB	38.3216145091318	9.61778486045818e-08	5.48935070910651e-06	0.383802816901408	0.583333333333333	-0.199530516431925	chr1:84236239:+_vs_chr1:84237239:+	-0.528429838288993	chr1:84205297:+;chr1:84236239:+;chr1:84237163:+;chr1:84237239:+;chr1:84238498:+	proximal	TRUE
CNOT2	32.2382060284917	9.98993143932532e-08	5.56268621365359e-06	0.33695652173913	0.513513513513514	-0.176556991774383	chr12:70338522:+_vs_chr12:70354257:+	-1.06756756756757	chr12:70338522:+;chr12:70354257:+;chr12:70354993:+	proximal	TRUE
ACTR2	37.9650177648579	1.13933425338231e-07	6.19309547731386e-06	0.466145833333333	0.633333333333333	-0.1671875	chr2:65270269:+_vs_chr2:65271253:+	-0.614583333333333	chr2:65255616:+;chr2:65270138:+;chr2:65270269:+;chr2:65270654:+;chr2:65271253:+	proximal	TRUE
KHDRBS1	42.9520619209161	1.19219241628545e-07	6.32970996832483e-06	0.582984658298466	0.528218694885362	0.0547659634131042	chr1:32040031:+_vs_chr1:32043699:+	0.15246507715127	chr1:32040031:+;chr1:32042817:+;chr1:32042972:+;chr1:32043301:+;chr1:32043699:+;chr1:32043877:+;chr1:32060850:+	distal	FALSE
TMEM150C	27.841201171875	1.31691601795049e-07	6.8329983385931e-06	0.96875	0.481481481481481	0.487268518518519	chr4:82484622:-_vs_chr4:82484570:-	0.974537037037037	chr4:82484570:-;chr4:82484622:-	distal	TRUE
NOL11	31.578561657221	1.38932056064614e-07	7.04848631101144e-06	0.84375	0.325581395348837	0.518168604651163	chr17:67738278:+_vs_chr17:67744203:+	1.03633720930233	chr17:67738278:+;chr17:67744151:+;chr17:67744203:+	distal	TRUE
CCT4	37.3814202887533	1.50310424276263e-07	7.4368975968835e-06	0.457516339869281	0.394308943089431	0.0632073967798502	chr2:61887951:-_vs_chr2:61868446:-	0.307428662521919	chr2:61868125:-;chr2:61868252:-;chr2:61868446:-;chr2:61868503:-;chr2:61887951:-	distal	TRUE
IFRD1	31.3843096611391	1.5310301666821e-07	7.4368975968835e-06	0.618421052631579	0.445205479452055	0.173215573179524	chr7:112476192:+_vs_chr7:112477187:+	0.796683489545782	chr7:112475729:+;chr7:112476192:+;chr7:112477187:+	distal	TRUE
ACTR5	27.3651715906614	1.68437725338642e-07	7.94767185792566e-06	0.208333333333333	1	-0.791666666666667	chr20:38771652:+_vs_chr20:38772191:+	-1.58333333333333	chr20:38771652:+;chr20:38772191:+	proximal	TRUE
VTA1	39.7058828825637	1.71183020643687e-07	7.94767185792566e-06	0.665116279069767	0.445544554455446	0.219571724614322	chr6:142219074:+_vs_chr6:142219603:+	0.577020492746949	chr6:142219074:+;chr6:142219115:+;chr6:142219370:+;chr6:142219603:+;chr6:142220777:+;chr6:142220948:+	distal	TRUE
ACTR3	44.4517989203178	1.74701912471424e-07	7.94767185792566e-06	0.590719499478624	0.477248677248677	0.113470822229946	chr2:113957876:+_vs_chr2:113958184:+	0.401405785347391	chr2:113942221:+;chr2:113942296:+;chr2:113957688:+;chr2:113957876:+;chr2:113958146:+;chr2:113958184:+;chr2:113958257:+;chr2:113958561:+	distal	TRUE
PA2G4	31.0881030681031	1.77543260952347e-07	7.94767185792566e-06	0.445454545454545	0.871794871794872	-0.426340326340326	chr12:56112872:+_vs_chr12:56113907:+	-0.852680652680653	chr12:56112872:+;chr12:56113152:+;chr12:56113907:+	proximal	TRUE
NCBP1	30.9375	1.91428780670982e-07	8.40445973599713e-06	0.263888888888889	1	-0.736111111111111	chr9:97671632:+_vs_chr9:97673713:+	-1.47222222222222	chr9:97671632:+;chr9:97672477:+;chr9:97673713:+	proximal	TRUE
TRAPPC11	34.0277949946395	1.95459975722095e-07	8.419530652331e-06	0.260162601626016	0.854166666666667	-0.59400406504065	chr4:183691374:+_vs_chr4:183713589:+	-1.08841463414634	chr4:183691374:+;chr4:183691445:+;chr4:183694703:+;chr4:183713589:+	proximal	TRUE
INSIG1	33.6984247683247	2.29394221765553e-07	9.69827793131031e-06	0.725663716814159	0.648148148148148	0.0775155686660111	chr7:155303734:+_vs_chr7:155308762:+	0.436578171091445	chr7:155301831:+;chr7:155303734:+;chr7:155308762:+;chr7:155310235:+	distal	TRUE
GIGYF2	36.2761909797028	2.53877336696797e-07	1.05382174487052e-05	0.463157894736842	0.51271186440678	-0.0495539696699375	chr2:232844559:+_vs_chr2:232845768:+	0.43907225691347	chr2:232791139:+;chr2:232817024:+;chr2:232819928:+;chr2:232844559:+;chr2:232845768:+	distal	TRUE
PKIA	36.1536926047691	2.69049371190523e-07	1.09685663290708e-05	0.328754578754579	0.42	-0.0912454212454212	chr8:78602248:+_vs_chr8:78602376:+	-0.597362637362637	chr8:78601920:+;chr8:78602248:+;chr8:78602376:+;chr8:78602760:+;chr8:78603214:+	proximal	TRUE
KLC1	33.2449989358085	2.85932000123441e-07	1.14523290575757e-05	0.305616338439096	0.4375	-0.131883661560904	chr14:103675587:+_vs_chr14:103686225:+	-0.242046239778878	chr14:103675587:+;chr14:103685912:+;chr14:103686225:+;chr14:103701544:+	proximal	TRUE
PTPRN2	26.2297580891331	3.03115392678e-07	1.18967748933782e-05	0.142857142857143	1	-0.857142857142857	chr7:158434709:-_vs_chr7:157539056:-	-1.71428571428571	chr7:157539056:-;chr7:158434709:-	proximal	TRUE
CLIP1	33.0956245686681	3.07450599522258e-07	1.18967748933782e-05	0.20952380952381	0.615942028985507	-0.406418219461698	chr12:122341223:-_vs_chr12:122328260:-	-0.809937888198758	chr12:122328260:-;chr12:122340982:-;chr12:122341087:-;chr12:122341223:-	proximal	TRUE
POLR2C	25.8297916130692	3.72888312359949e-07	1.4188400285296e-05	0.346153846153846	0.934782608695652	-0.588628762541806	chr16:57471679:+_vs_chr16:57472005:+	-1.17725752508361	chr16:57471679:+;chr16:57472005:+	proximal	TRUE
CTNNA1	29.4459958626418	4.03536888815034e-07	1.51028642158151e-05	0.403225806451613	0.695121951219512	-0.291896144767899	chr5:138934327:+_vs_chr5:138934712:+	-0.635326514555468	chr5:138934327:+;chr5:138934712:+;chr5:138935032:+	proximal	TRUE
DNM1L	44.6900389077708	4.21274153519555e-07	1.54915738595418e-05	0.5265625	0.405373831775701	0.121188668224299	chr12:32702262:+_vs_chr12:32745304:+	0.305724299065421	chr12:32702262:+;chr12:32708204:+;chr12:32733797:+;chr12:32740174:+;chr12:32743632:+;chr12:32744563:+;chr12:32744730:+;chr12:32745304:+;chr12:32745547:+	distal	TRUE
FKBP3	35.175664839253	4.27494153811272e-07	1.54915738595418e-05	0.593537414965986	0.711805555555556	-0.118268140589569	chr14:45115902:-_vs_chr14:45115599:-	-0.382936507936508	chr14:45115599:-;chr14:45115902:-;chr14:45116046:-;chr14:45121586:-;chr14:45129836:-	proximal	TRUE
HSP90B1	37.2741373724923	5.27737824571338e-07	1.8467972733584e-05	0.445161290322581	0.6	-0.154838709677419	chr12:103942764:+_vs_chr12:103947926:+	-0.509454949944383	chr12:103932320:+;chr12:103932415:+;chr12:103942764:+;chr12:103946640:+;chr12:103947422:+;chr12:103947926:+	proximal	TRUE
MRPL37	25.1551554104604	5.28980516770041e-07	1.8467972733584e-05	0	0.551724137931034	-0.551724137931034	chr1:54218378:+_vs_chr1:54218952:+	-1.10344827586207	chr1:54218378:+;chr1:54218952:+	proximal	TRUE
QDPR	28.8861268684762	5.33896715031338e-07	1.8467972733584e-05	0.576923076923077	0.330645161290323	0.246277915632754	chr4:17486666:-_vs_chr4:17486525:-	0.873449131513648	chr4:17486398:-;chr4:17486525:-;chr4:17486666:-	distal	TRUE
SRP72	34.6355818760285	5.51889402780636e-07	1.86487217412222e-05	0.429577464788732	0.335106382978723	0.094471081810009	chr4:56495389:+_vs_chr4:56501840:+	0.582259514534013	chr4:56478498:+;chr4:56495389:+;chr4:56500638:+;chr4:56501840:+;chr4:56502393:+	distal	TRUE
RSU1	25.0609678130511	5.55459079458217e-07	1.86487217412222e-05	1	0.230769230769231	0.769230769230769	chr10:16592963:-_vs_chr10:16592913:-	1.53846153846154	chr10:16592913:-;chr10:16592963:-	distal	TRUE
FDFT1	28.7381347395341	5.74901353632443e-07	1.90217360919256e-05	0.531111111111111	0.406028368794326	0.125082742316785	chr8:11838667:+_vs_chr8:11838962:+	0.278912529550828	chr8:11838667:+;chr8:11838962:+;chr8:11839298:+	distal	TRUE
PAPOLA	36.9809982796618	6.04224379133847e-07	1.94509227144523e-05	0.450602409638554	0.425688073394495	0.0249143362440588	chr14:96556405:+_vs_chr14:96567111:+	-0.360229910467558	chr14:96532696:+;chr14:96544202:+;chr14:96547917:+;chr14:96556333:+;chr14:96556405:+;chr14:96567111:+	proximal	TRUE
CLMP	28.6363636363636	6.04912620554583e-07	1.94509227144523e-05	0	0.681818181818182	-0.681818181818182	chr11:123074711:-_vs_chr11:123071877:-	-1.36363636363636	chr11:123070952:-;chr11:123071877:-;chr11:123074711:-	proximal	TRUE
JMJD1C	34.2512555503671	6.61800994215272e-07	2.09846065249092e-05	0.411616161616162	0.2275	0.184116161616162	chr10:63214938:-_vs_chr10:63167225:-	0.437979797979798	chr10:63167225:-;chr10:63191079:-;chr10:63214256:-;chr10:63214938:-;chr10:63215113:-	distal	TRUE
ATCAY	31.4662710922957	6.7802515547359e-07	2.12045401362494e-05	0.385416666666667	0.475409836065574	-0.0899931693989071	chr19:3925857:+_vs_chr19:3926156:+	-0.63422131147541	chr19:3925857:+;chr19:3926156:+;chr19:3926326:+;chr19:3928082:+	proximal	TRUE
RNF145	27.9394589779853	8.57084358109667e-07	2.64422106697888e-05	0.893258426966292	0.583333333333333	0.309925093632959	chr5:159158356:-_vs_chr5:159157409:-	0.619850187265918	chr5:159157409:-;chr5:159158131:-;chr5:159158356:-	distal	TRUE
CIR1	27.7265625	9.53352373306724e-07	2.90200462434567e-05	0.5625	0.5	0.0625	chr2:174348960:-_vs_chr2:174348729:-	1.1875	chr2:174348157:-;chr2:174348729:-;chr2:174348960:-	distal	TRUE
H3-3B	30.5388899627642	1.06294644655139e-06	3.19303518089055e-05	0.526504941599281	0.528007346189164	-0.00150240458988327	chr17:75778023:-_vs_chr17:75777459:-	0.239877332501689	chr17:75776434:-;chr17:75777459:-;chr17:75778023:-;chr17:75778250:-	distal	TRUE
RASSF2	30.4057632009526	1.1337771285253e-06	3.36157556418605e-05	0.358208955223881	0.492354740061162	-0.134145784837282	chr20:4783644:-_vs_chr20:4780027:-	-0.446939613857319	chr20:4780027:-;chr20:4783395:-;chr20:4783644:-;chr20:4783687:-	proximal	TRUE
KMT2E	35.4646894436794	1.21520299852196e-06	3.55680569952004e-05	0.470731707317073	0.392857142857143	0.0778745644599303	chr7:105077344:+_vs_chr7:105090236:+	-0.43205574912892	chr7:105073662:+;chr7:105077344:+;chr7:105090156:+;chr7:105090236:+;chr7:105102070:+;chr7:105107924:+	proximal	TRUE
TRIM13	23.4297213203463	1.29561265914108e-06	3.74415658331531e-05	0.571428571428571	0.0227272727272727	0.548701298701299	chr13:50013166:+_vs_chr13:50013428:+	1.0974025974026	chr13:50013166:+;chr13:50013428:+	distal	TRUE
TAOK1	26.7450908466533	1.55731803693751e-06	4.44419634791042e-05	0.7265625	0.596153846153846	0.130408653846154	chr17:29510957:+_vs_chr17:29517491:+	0.741586538461538	chr17:29498521:+;chr17:29510957:+;chr17:29517491:+	distal	TRUE
BLZF1	23.016811402376	1.60590939703282e-06	4.52628537459991e-05	1	0	1	chr1:169387399:+_vs_chr1:169387457:+	2	chr1:169387399:+;chr1:169387457:+	distal	TRUE
NCOA4	26.4419251336898	1.81221162405626e-06	5.04546236307371e-05	0.362745098039216	0.822222222222222	-0.459477124183007	chr10:46010526:-_vs_chr10:46005088:-	-0.918954248366013	chr10:46005088:-;chr10:46006408:-;chr10:46010526:-	proximal	TRUE
LMNB1	29.1694594047271	2.06312577323218e-06	5.67483872323983e-05	0.428571428571429	0.71957671957672	-0.291005291005291	chr5:126818978:+_vs_chr5:126837014:+	-0.535409035409035	chr5:126818978:+;chr5:126832738:+;chr5:126836770:+;chr5:126837014:+	proximal	TRUE
CCNL2	26.1510920157537	2.0958612150806e-06	5.69625137384406e-05	0.392857142857143	0.473684210526316	-0.0808270676691729	chr1:1387335:-_vs_chr1:1386705:-	-0.834586466165413	chr1:1386502:-;chr1:1386705:-;chr1:1387335:-	proximal	TRUE
HMGN1	22.4470811403371	2.16013504160554e-06	5.80186858821819e-05	0.662100456621005	0.846153846153846	-0.184053389532842	chr21:39345242:-_vs_chr21:39342317:-	-0.368106779065683	chr21:39342317:-;chr21:39345242:-	proximal	TRUE
NEDD4L	36.2260398605244	2.49132992911298e-06	6.61361189321505e-05	0.532128514056225	0.604477611940298	-0.0723490978840736	chr18:58245507:+_vs_chr18:58396578:+	-0.306959180003596	chr18:58045470:+;chr18:58245507:+;chr18:58323309:+;chr18:58341097:+;chr18:58366039:+;chr18:58383306:+;chr18:58396578:+	proximal	TRUE
APP	25.6084161834531	2.74917939749651e-06	7.13337459254814e-05	0.518433179723502	0.577173913043478	-0.0587407333199761	chr21:25880980:-_vs_chr21:25880550:-	-0.117481466639952	chr21:25880550:-;chr21:25880809:-;chr21:25880980:-	proximal	FALSE
DTNB	21.9838007333944	2.74961438521347e-06	7.13337459254814e-05	1	0.59375	0.40625	chr2:25576217:-_vs_chr2:25377250:-	0.8125	chr2:25377250:-;chr2:25576217:-	distal	TRUE
C12orf43	31.1670736680105	2.83030412407167e-06	7.26020709579283e-05	0.338235294117647	0.5	-0.161764705882353	chr12:121004371:-_vs_chr12:121004223:-	-0.595408895265423	chr12:121002443:-;chr12:121002865:-;chr12:121003015:-;chr12:121004223:-;chr12:121004371:-	proximal	TRUE
ZMYND8	25.5176352339181	2.87684135633992e-06	7.29758757391559e-05	0.328125	0.791666666666667	-0.463541666666667	chr20:47210687:-_vs_chr20:47210435:-	-1.01041666666667	chr20:47210435:-;chr20:47210687:-;chr20:47310089:-	proximal	TRUE
GPS2	25.3546030796198	3.12117339155227e-06	7.83037236583938e-05	0.901162790697674	0.6	0.301162790697674	chr17:7314531:-_vs_chr17:7312675:-	0.602325581395349	chr17:7312675:-;chr17:7314311:-;chr17:7314531:-	distal	TRUE
LIG1	21.6307433431953	3.30511526433005e-06	8.20171537876684e-05	0.0769230769230769	0.95	-0.873076923076923	chr19:48151293:-_vs_chr19:48115445:-	-1.74615384615385	chr19:48115445:-;chr19:48151293:-	proximal	TRUE
RUFY3	37.753814924123	3.3748054879207e-06	8.28460314937951e-05	0.544372294372294	0.67654986522911	-0.132177570856816	chr4:70791573:+_vs_chr4:70791930:+	-0.399656946826758	chr4:70764565:+;chr4:70784858:+;chr4:70789522:+;chr4:70791547:+;chr4:70791573:+;chr4:70791930:+;chr4:70791955:+;chr4:70793557:+	proximal	TRUE
RBMX	27.8721007702487	3.86361218242339e-06	9.31245377147966e-05	0.287698412698413	0.419078242229368	-0.131379829530955	chrX:136874047:-_vs_chrX:136869192:-	-0.261579390598683	chrX:136869192:-;chrX:136873461:-;chrX:136873860:-;chrX:136874047:-	proximal	TRUE
