gene_id	chisq	pvalue	adj_pvalue	ExM	ExN3	dWARM	MPRO_comparsion	MPRO	feature_id	Note	sig
ACIN1	43.0487743662086	4.48825393201094e-10	4.65095313704634e-08	0.552980132450331	0.2578125	0.295167632450331	chr14:23080360:-_vs_chr14:23061315:-	0.775248344370861	chr14:23058564:-;chr14:23061315:-;chr14:23080360:-	distal	TRUE
YWHAQ	51.7664643982537	6.023705966224e-10	5.87488499529376e-08	0.845643153526971	0.79016393442623	0.0554792191007413	chr2:9584630:-_vs_chr2:9583977:-	0.209220461193116	chr2:9583977:-;chr2:9584267:-;chr2:9584498:-;chr2:9584630:-;chr2:9584936:-;chr2:9585010:-	distal	TRUE
SLC39A6	44.797244457048	1.02177857474916e-09	9.04084403687333e-08	0.202898550724638	0.213675213675214	-0.010776662950576	chr18:36122053:-_vs_chr18:36116760:-	-0.455546265328874	chr18:36108531:-;chr18:36109164:-;chr18:36116760:-;chr18:36122053:-	proximal	TRUE
SLC17A6	44.7689093360415	1.03604364716884e-09	9.04084403687333e-08	0.672316384180791	0.348484848484848	0.323831535695943	chr11:22345041:+_vs_chr11:22377879:+	0.974576271186441	chr11:22345041:+;chr11:22377592:+;chr11:22377879:+;chr11:22378509:+	distal	TRUE
ZNF608	44.5832995818097	1.13453644584114e-09	9.40530713602308e-08	0.272946859903382	0.384615384615385	-0.111668524712003	chr5:124648255:-_vs_chr5:124646944:-	-0.706243032329989	chr5:124646944:-;chr5:124647918:-;chr5:124648255:-;chr5:124648879:-	proximal	TRUE
GDAP1	43.8121713189107	1.65439395019647e-09	1.30618341401226e-07	0.373983739837398	0.62280701754386	-0.248823277706461	chr8:74366091:+_vs_chr8:74366876:+	-0.890243902439024	chr8:74361945:+;chr8:74365822:+;chr8:74366091:+;chr8:74366876:+	proximal	TRUE
NT5C2	43.6197916666667	1.81760299430279e-09	1.36981171116092e-07	0.30718954248366	0.791666666666667	-0.484477124183007	chr10:103089444:-_vs_chr10:103088038:-	-1.11887254901961	chr10:103088038:-;chr10:103088390:-;chr10:103089348:-;chr10:103089444:-	proximal	TRUE
NSD3	42.8560178131958	2.64046699601941e-09	1.87478382771138e-07	0.30188679245283	0.8	-0.49811320754717	chr8:38338548:-_vs_chr8:38326841:-	-1.13962264150943	chr8:38326841:-;chr8:38331485:-;chr8:38338548:-;chr8:38347703:-	proximal	TRUE
PANTR1	35.3791241496599	2.71380047437112e-09	1.87478382771138e-07	1	0.894736842105263	0.105263157894737	chr2:104840598:-_vs_chr2:104807576:-	0.210526315789474	chr2:104807576:-;chr2:104840598:-	distal	TRUE
NKAIN2	39.113768115942	3.21035582200505e-09	2.10367058346453e-07	0.86231884057971	0.125	0.73731884057971	chr6:124824898:+_vs_chr6:124825640:+	1.47463768115942	chr6:124824898:+;chr6:124825016:+;chr6:124825640:+	distal	TRUE
HSPE1-MOB4	39.0593654656178	3.29888028770072e-09	2.10367058346453e-07	0.893203883495146	0.638888888888889	0.254314994606257	chr2:197551650:+_vs_chr2:197552617:+	0.670981661272923	chr2:197550913:+;chr2:197551650:+;chr2:197552617:+	distal	TRUE
BRD3	34.3539421129075	4.59468769209953e-09	2.82147859018557e-07	0.0392156862745098	0.736842105263158	-0.697626418988648	chr9:134040211:-_vs_chr9:134034781:-	-1.3952528379773	chr9:134034781:-;chr9:134040211:-	proximal	TRUE
SRRM1	47.1817107322905	5.21689097793092e-09	3.08914472907481e-07	0.363265306122449	0.639024390243902	-0.275759084121453	chr1:24652514:+_vs_chr1:24671447:+	-0.529616724738676	chr1:24649024:+;chr1:24650025:+;chr1:24652514:+;chr1:24660745:+;chr1:24669594:+;chr1:24671447:+	proximal	TRUE
DEGS1	41.2131607671916	5.89267381148296e-09	3.36898385497888e-07	0.39622641509434	0.666666666666667	-0.270440251572327	chr1:224193160:+_vs_chr1:224193259:+	-0.873927958833619	chr1:224193091:+;chr1:224193160:+;chr1:224193259:+;chr1:224193441:+	proximal	TRUE
KIAA1841	37.6647142857143	6.62538639595514e-09	3.66163021483121e-07	0.180555555555556	0.833333333333333	-0.652777777777778	chr2:61088392:+_vs_chr2:61115771:+	-1.30555555555556	chr2:61088392:+;chr2:61109296:+;chr2:61115771:+	proximal	TRUE
SYNE2	40.5030100334448	8.33523436910765e-09	4.45800599483242e-07	0.36231884057971	0.602564102564103	-0.240245261984392	chr14:63986481:+_vs_chr14:64177382:+	-0.934782608695652	chr14:63986481:+;chr14:64163431:+;chr14:64177382:+;chr14:64226433:+	proximal	TRUE
ITM2B	45.8829252969492	9.5944375312636e-09	4.97111794588595e-07	0.549790794979079	0.592452830188679	-0.0426620352095998	chr13:48261870:+_vs_chr13:48262047:+	-0.252309149759217	chr13:48256283:+;chr13:48261238:+;chr13:48261388:+;chr13:48261870:+;chr13:48262047:+;chr13:48262091:+	proximal	TRUE
SH3BP5	31.7613254461611	1.74329730718078e-08	8.58284191713392e-07	0.125	0.62962962962963	-0.50462962962963	chr3:15255650:-_vs_chr3:15254853:-	-1.00925925925926	chr3:15254853:-;chr3:15255650:-	proximal	TRUE
UBQLN1	35.710674755215	1.76005202160768e-08	8.58284191713392e-07	0.827586206896552	0.481481481481481	0.34610472541507	chr9:83667575:-_vs_chr9:83660872:-	0.81162196679438	chr9:83659970:-;chr9:83660872:-;chr9:83667575:-	distal	TRUE
EZH2	31.6245280206677	1.87052025919192e-08	8.70687153766361e-07	0.303571428571429	0.918918918918919	-0.61534749034749	chr7:148828769:-_vs_chr7:148807374:-	-1.23069498069498	chr7:148807374:-;chr7:148828769:-	proximal	TRUE
KIFAP3	38.8247957556228	1.89051492977014e-08	8.70687153766361e-07	0.89047619047619	0.740740740740741	0.14973544973545	chr1:170024425:-_vs_chr1:169921333:-	0.517989417989418	chr1:169921333:-;chr1:169984602:-;chr1:170024425:-;chr1:170038375:-	distal	TRUE
PTN	38.7120643331823	1.99736898915279e-08	8.73939747984833e-07	0.736263736263736	0.343137254901961	0.393126481361776	chr7:137228041:-_vs_chr7:137227592:-	0.737233354880414	chr7:137227592:-;chr7:137227880:-;chr7:137228041:-;chr7:137254860:-	distal	TRUE
SETD2	38.7062937062937	2.00299821612929e-08	8.73939747984833e-07	0.356060606060606	1	-0.643939393939394	chr3:47122924:-_vs_chr3:47016448:-	-1.29545454545455	chr3:47016448:-;chr3:47062233:-;chr3:47122924:-;chr3:47123490:-	proximal	TRUE
NDFIP1	35.3158154047647	2.14421397836409e-08	8.97593161163679e-07	0.517341040462428	0.397435897435897	0.11990514302653	chr5:142138870:+_vs_chr5:142152775:+	0.596561434711724	chr5:142138870:+;chr5:142152775:+;chr5:142153198:+	distal	TRUE
ZC3H13	44.143953580172	2.16548410413433e-08	8.97593161163679e-07	0.651327433628319	0.395121951219512	0.256205482408806	chr13:46011452:-_vs_chr13:45968826:-	0.731275631340384	chr13:45968826:-;chr13:45969660:-;chr13:45970362:-;chr13:46003306:-;chr13:46011452:-;chr13:46020488:-	distal	TRUE
RB1CC1	46.5315988835726	2.31999916141283e-08	9.38185026737188e-07	0.432291666666667	0.513888888888889	-0.0815972222222222	chr8:52657292:-_vs_chr8:52657243:-	-0.739583333333333	chr8:52642537:-;chr8:52642766:-;chr8:52656995:-;chr8:52657181:-;chr8:52657243:-;chr8:52657292:-;chr8:52661118:-	proximal	TRUE
OGA	46.1101772722891	2.81472544478285e-08	1.11114637796428e-06	0.616731517509728	0.578853046594982	0.0378784709147456	chr10:101800363:-_vs_chr10:101799277:-	-0.237897995899753	chr10:101786015:-;chr10:101799218:-;chr10:101799277:-;chr10:101800363:-;chr10:101803348:-;chr10:101811899:-;chr10:101812207:-	proximal	TRUE
PPP2R5E	37.8196970500849	3.08613730635423e-08	1.18995712882217e-06	0.289473684210526	0.385416666666667	-0.0959429824561404	chr14:63376081:-_vs_chr14:63374734:-	-0.65625	chr14:63374685:-;chr14:63374734:-;chr14:63375842:-;chr14:63376081:-	proximal	TRUE
PDCD6IP	36.433648989899	6.06302251181729e-08	2.25439015327654e-06	0.6	0.361111111111111	0.238888888888889	chr3:33842050:+_vs_chr3:33866775:+	1.13333333333333	chr3:33827018:+;chr3:33842050:+;chr3:33866775:+;chr3:33867006:+	distal	TRUE
SRSF2	29.3254527133143	6.11867050044899e-08	2.25439015327654e-06	0.948186528497409	0.691176470588235	0.257010057909174	chr17:76735548:-_vs_chr17:76734128:-	0.514020115818348	chr17:76734128:-;chr17:76735548:-	distal	TRUE
GNPAT	33.1691237349386	6.27214797976979e-08	2.25803697835222e-06	0.639344262295082	0.239583333333333	0.399760928961749	chr1:231276180:+_vs_chr1:231277891:+	0.799521857923497	chr1:231276180:+;chr1:231277797:+;chr1:231277891:+	distal	TRUE
PLEKHA1	33.1284688995215	6.4009492148706e-08	2.25803697835222e-06	0.645454545454546	0.302631578947368	0.342822966507177	chr10:122428537:+_vs_chr10:122430566:+	0.685645933014354	chr10:122428537:+;chr10:122430145:+;chr10:122430566:+	distal	TRUE
NOL11	39.1334722969338	6.53792355678118e-08	2.25830776190483e-06	0.625	0.37962962962963	0.24537037037037	chr17:67744090:+_vs_chr17:67744203:+	0.774216524216524	chr17:67738278:+;chr17:67743813:+;chr17:67744090:+;chr17:67744151:+;chr17:67744203:+	distal	TRUE
NSD1	36.2068245844936	6.77105748408161e-08	2.29110475685863e-06	0.28125	0.782051282051282	-0.500801282051282	chr5:177204277:+_vs_chr5:177211564:+	-0.891826923076923	chr5:177204277:+;chr5:177210789:+;chr5:177211564:+;chr5:177235920:+	proximal	TRUE
MARCHF5	35.7220877179894	8.57313313057168e-08	2.84285094609757e-06	0.458333333333333	0.55026455026455	-0.0919312169312169	chr10:92351856:+_vs_chr10:92352068:+	0.591269841269841	chr10:92351711:+;chr10:92351856:+;chr10:92352068:+;chr10:92353872:+	distal	TRUE
CBWD2	28.4445020499619	9.64231982641935e-08	3.13469926905947e-06	0.0833333333333333	0.947368421052632	-0.864035087719298	chr2:113495801:+_vs_chr2:113496168:+	-1.7280701754386	chr2:113495801:+;chr2:113496168:+	proximal	TRUE
CSPP1	32.2430510665805	9.9657599299534e-08	3.17754422381976e-06	0.576923076923077	0.571428571428571	0.00549450549450547	chr8:67137921:+_vs_chr8:67159077:+	1.29120879120879	chr8:67137500:+;chr8:67137921:+;chr8:67159077:+	distal	TRUE
MLLT3	43.1758099976405	1.07662450602643e-07	3.36800647356946e-06	0.481220657276995	0.452380952380952	0.0288397048960429	chr9:20413862:-_vs_chr9:20346136:-	0.312474849094567	chr9:20346136:-;chr9:20346306:-;chr9:20354827:-;chr9:20413862:-;chr9:20414126:-;chr9:20414156:-;chr9:20456708:-	distal	TRUE
YWHAZ	47.2422548852523	1.37863443344634e-07	4.20815397447632e-06	0.554972627737226	0.590807174887892	-0.0358345471506661	chr8:100919924:-_vs_chr8:100918727:-	-0.160853981866387	chr8:100918576:-;chr8:100918727:-;chr8:100918853:-;chr8:100919541:-;chr8:100919700:-;chr8:100919924:-;chr8:100919980:-;chr8:100920322:-;chr8:100920359:-	proximal	FALSE
TOP2B	37.4662641755731	1.44377703129493e-07	4.20815397447632e-06	0.555825242718447	0.691176470588235	-0.135351227869789	chr3:25630094:-_vs_chr3:25627274:-	-0.833809251856082	chr3:25597994:-;chr3:25627274:-;chr3:25630094:-;chr3:25632689:-;chr3:25632720:-	proximal	TRUE
SEZ6L2	27.6612580817302	1.44528460944662e-07	4.20815397447632e-06	0.269230769230769	1	-0.730769230769231	chr16:29871507:-_vs_chr16:29871159:-	-1.46153846153846	chr16:29871159:-;chr16:29871507:-	proximal	TRUE
RUNX1T1	34.6466346153846	1.44671155937968e-07	4.20815397447632e-06	0.348958333333333	0.666666666666667	-0.317708333333333	chr8:91959998:-_vs_chr8:91958907:-	-1.296875	chr8:91954969:-;chr8:91958907:-;chr8:91959588:-;chr8:91959998:-	proximal	TRUE
WNK1	27.0936683496928	1.93831761231581e-07	5.45848094754806e-06	0	1	-1	chr12:859377:+_vs_chr12:911294:+	-2	chr12:859377:+;chr12:911294:+	proximal	TRUE
DPYSL2	27.0895984138812	1.94240274973061e-07	5.45848094754806e-06	0.963636363636364	0.4	0.563636363636364	chr8:26657129:+_vs_chr8:26658175:+	1.12727272727273	chr8:26657129:+;chr8:26658175:+	distal	TRUE
STX2	30.7921568627451	2.05858163629007e-07	5.68854725494822e-06	0.2	0.647058823529412	-0.447058823529412	chr12:130798530:-_vs_chr12:130789600:-	-1.04705882352941	chr12:130789600:-;chr12:130798530:-;chr12:130812996:-	proximal	TRUE
MAPK8	30.5942768267593	2.27267428586502e-07	6.17720322289212e-06	0.189655172413793	0.56	-0.370344827586207	chr10:48435762:+_vs_chr10:48436412:+	-0.740689655172414	chr10:48435762:+;chr10:48435878:+;chr10:48436412:+	proximal	TRUE
SRSF3	36.1450353034278	2.70155202444884e-07	7.22447299441319e-06	0.568251533742331	0.678571428571429	-0.110319894829097	chr6:36602784:+_vs_chr6:36602935:+	-0.599912357581069	chr6:36600145:+;chr6:36602293:+;chr6:36602784:+;chr6:36602935:+;chr6:36603429:+	proximal	TRUE
BRD2	26.3769841269841	2.80867419402591e-07	7.39171716459517e-06	0.217391304347826	1	-0.782608695652174	chr6:32978227:+_vs_chr6:32981310:+	-1.56521739130435	chr6:32978227:+;chr6:32981310:+	proximal	TRUE
RAB39B	26.1333333333333	3.18635546284691e-07	8.25465212093779e-06	0	1	-1	chrX:155260421:-_vs_chrX:155258708:-	-2	chrX:155258708:-;chrX:155260421:-	proximal	TRUE
MAP4	32.8665902422335	3.43625676186079e-07	8.7650980171772e-06	0.226495726495726	0.5	-0.273504273504274	chr3:47973079:-_vs_chr3:47916689:-	-1.03846153846154	chr3:47850695:-;chr3:47916030:-;chr3:47916689:-;chr3:47973079:-	proximal	TRUE
PKIA	35.4587476064246	3.73898779152868e-07	9.38732586407651e-06	0.347593582887701	0.388888888888889	-0.0412953060011884	chr8:78601920:+_vs_chr8:78602248:+	-0.89007724301842	chr8:78601920:+;chr8:78602248:+;chr8:78602376:+;chr8:78602760:+;chr8:78603214:+	proximal	TRUE
MTMR6	29.5696496142317	3.79343083771488e-07	9.38732586407651e-06	0.328571428571429	0.882352941176471	-0.553781512605042	chr13:25251001:-_vs_chr13:25247958:-	-1.19663865546218	chr13:25247958:-;chr13:25251001:-;chr13:25251682:-	proximal	TRUE
KPNB1	32.4750265436887	4.15581646185254e-07	1.0132858373164e-05	0.331081081081081	0.313333333333333	0.0177477477477478	chr17:47682697:+_vs_chr17:47683446:+	-0.448918918918919	chr17:47680640:+;chr17:47682697:+;chr17:47683446:+;chr17:47683635:+	proximal	TRUE
HSBP1	29.1901766909278	4.58599596917694e-07	1.10196830679643e-05	0.724324324324324	0.349056603773585	0.375267720550739	chr16:83811666:+_vs_chr16:83812993:+	0.750535441101479	chr16:83811666:+;chr16:83811795:+;chr16:83812993:+	distal	TRUE
C9orf78	31.800977142731	5.7640776079928e-07	1.36526295343601e-05	0.591194968553459	0.481481481481481	0.109713487071978	chr9:129827582:-_vs_chr9:129827290:-	0.50335429769392	chr9:129827290:-;chr9:129827582:-;chr9:129827772:-;chr9:129828178:-	distal	TRUE
CCDC93	28.4912280701754	6.50441785395968e-07	1.51891898617819e-05	0.789473684210526	0.333333333333333	0.456140350877193	chr2:117946855:-_vs_chr2:117931123:-	1.29824561403509	chr2:117931123:-;chr2:117946855:-;chr2:117995474:-	distal	TRUE
PSIP1	39.0963833772814	6.85287486081303e-07	1.57806479433722e-05	0.383233532934132	0.492248062015504	-0.109014529081372	chr9:15474208:-_vs_chr9:15466748:-	-0.447430719955438	chr9:15464066:-;chr9:15466748:-;chr9:15468650:-;chr9:15471191:-;chr9:15474079:-;chr9:15474208:-;chr9:15486882:-	proximal	TRUE
CEP170	43.1634869361299	8.18298121040578e-07	1.85854559545929e-05	0.519404332129964	0.472039473684211	0.0473648584457533	chr1:243172730:-_vs_chr1:243165893:-	0.400342010260308	chr1:243124428:-;chr1:243164980:-;chr1:243165527:-;chr1:243165893:-;chr1:243172730:-;chr1:243172775:-;chr1:243185790:-;chr1:243191027:-;chr1:243191331:-	distal	TRUE
ABI1	24.0655381944444	9.31118549322296e-07	2.0681529790395e-05	1	0	1	chr10:26748078:-_vs_chr10:26747831:-	2	chr10:26747831:-;chr10:26748078:-	distal	TRUE
ANKRD36B	24.0564294258373	9.35533615367687e-07	2.0681529790395e-05	0.111111111111111	0.777777777777778	-0.666666666666667	chr2:97553191:-_vs_chr2:97540057:-	-1.33333333333333	chr2:97540057:-;chr2:97553191:-	proximal	TRUE
CNOT2	27.6226886094675	1.00417494412884e-06	2.19068691758634e-05	0.782051282051282	0.3125	0.469551282051282	chr12:70331700:+_vs_chr12:70354993:+	0.939102564102564	chr12:70331700:+;chr12:70354257:+;chr12:70354993:+	distal	TRUE
EZR	30.3664950972527	1.15555573491516e-06	2.48819663440174e-05	0.238461538461538	0.39093137254902	-0.152469834087481	chr6:158783582:-_vs_chr6:158765748:-	-0.295701357466063	chr6:158765748:-;chr6:158766130:-;chr6:158770869:-;chr6:158783582:-	proximal	TRUE
MDH1	23.5239310556946	1.23369679847421e-06	2.62239652803876e-05	0.920245398773006	0.541666666666667	0.37857873210634	chr2:63606958:+_vs_chr2:63607197:+	0.757157464212679	chr2:63606958:+;chr2:63607197:+	distal	TRUE
IDI1	26.889836209748	1.44859258363774e-06	3.04021076414098e-05	0.905622489959839	0.803571428571428	0.102051061388411	chr10:1041344:-_vs_chr10:1040044:-	0.576878944348824	chr10:1040044:-;chr10:1041344:-;chr10:1045634:-	distal	TRUE
EEF1G	23.1478118122497	1.50013815941041e-06	3.08134712991778e-05	0.998578872572241	0.980952380952381	0.0176264916198597	chr11:62565482:-_vs_chr11:62559601:-	0.0352529832397194	chr11:62559601:-;chr11:62565482:-	distal	FALSE
CUL1	29.8205482059579	1.50536259061122e-06	3.08134712991778e-05	0.632911392405063	0.1	0.532911392405063	chr7:148731567:+_vs_chr7:148801017:+	1.06708860759494	chr7:148731567:+;chr7:148798029:+;chr7:148801017:+;chr7:148801110:+	distal	TRUE
ARPC5	29.7900466626921	1.52776240540429e-06	3.08906105873209e-05	0.563323201621074	0.901041666666667	-0.337718465045593	chr1:183627339:-_vs_chr1:183626197:-	-0.663136398176292	chr1:183626197:-;chr1:183626424:-;chr1:183626735:-;chr1:183627339:-	proximal	TRUE
TM9SF2	26.5909090909091	1.68212186692762e-06	3.3601904281518e-05	0.75	0	0.75	chr13:99529546:+_vs_chr13:99563387:+	1.5	chr13:99529546:+;chr13:99562813:+;chr13:99563387:+	distal	TRUE
PTGES3	26.4926519286132	1.76682578295466e-06	3.48737755730813e-05	0.599236641221374	0.47752808988764	0.121708551333734	chr12:56663601:-_vs_chr12:56663349:-	0.555665151385196	chr12:56663349:-;chr12:56663601:-;chr12:56664442:-	distal	TRUE
NUDT4	29.0244858799737	2.21305412490124e-06	4.27142174046162e-05	0.569105691056911	0.53125	0.0378556910569107	chr12:93399558:+_vs_chr12:93399840:+	-0.855182926829268	chr12:93399558:+;chr12:93399840:+;chr12:93402013:+;chr12:93402302:+	proximal	TRUE
CCT4	22.3984090909091	2.21557460602955e-06	4.27142174046162e-05	0.683982683982684	0.327272727272727	0.356709956709957	chr2:61868503:-_vs_chr2:61868446:-	0.713419913419914	chr2:61868446:-;chr2:61868503:-	distal	TRUE
ATF7IP	28.9698426573427	2.2723442652284e-06	4.28202119765765e-05	0.653846153846154	0.145833333333333	0.50801282051282	chr12:14424935:+_vs_chr12:14498552:+	0.870192307692308	chr12:14424935:+;chr12:14425192:+;chr12:14434368:+;chr12:14498552:+	distal	TRUE
ANKRD12	31.6338322768721	2.27272536425738e-06	4.28202119765765e-05	0.714285714285714	0.416666666666667	0.297619047619048	chr18:9254470:+_vs_chr18:9254716:+	0.650793650793651	chr18:9211657:+;chr18:9254433:+;chr18:9254470:+;chr18:9254517:+;chr18:9254716:+	distal	TRUE
ANKHD1	22.2547846889952	2.38763081682769e-06	4.44796842056215e-05	0	0.916666666666667	-0.916666666666667	chr5:140496774:+_vs_chr5:140524215:+	-1.83333333333333	chr5:140496774:+;chr5:140524215:+	proximal	TRUE
NEUROD6	42.5906098186118	2.56241268358885e-06	4.72053358821147e-05	0.512410656270305	0.522980812137439	-0.0105701558671333	chr7:31338259:-_vs_chr7:31337860:-	-0.209554005495667	chr7:31337465:-;chr7:31337736:-;chr7:31337811:-;chr7:31337860:-;chr7:31337925:-;chr7:31338080:-;chr7:31338259:-;chr7:31338418:-;chr7:31338912:-;chr7:31339095:-	proximal	TRUE
FOS	21.8520637548099	2.94499686702867e-06	5.36571956652037e-05	0.745664739884393	0.987654320987654	-0.241989581103261	chr14:75281900:+_vs_chr14:75282230:+	-0.483979162206522	chr14:75281900:+;chr14:75282230:+	proximal	TRUE
RAMAC	21.76354879461	3.08404165302906e-06	5.55797941382846e-05	0.978260869565217	0.5	0.478260869565217	chr15:82990120:+_vs_chr15:82990374:+	0.956521739130435	chr15:82990120:+;chr15:82990374:+	distal	TRUE
SOX11	21.6929574843949	3.19963782266492e-06	5.7010198347801e-05	0.509090909090909	1	-0.490909090909091	chr2:5695459:+_vs_chr2:5701385:+	-0.981818181818182	chr2:5695459:+;chr2:5701385:+	proximal	TRUE
USP8	25.2847058823529	3.2321825360032e-06	5.7010198347801e-05	0.444444444444444	0.972222222222222	-0.527777777777778	chr15:50481702:+_vs_chr15:50481835:+	-1.11111111111111	chr15:50462303:+;chr15:50481702:+;chr15:50481835:+	proximal	TRUE
SMARCC2	24.9996358835383	3.72733170172621e-06	6.50517469627585e-05	0.541666666666667	0.796296296296296	-0.25462962962963	chr12:56181494:-_vs_chr12:56162365:-	-0.915740740740741	chr12:56162365:-;chr12:56181494:-;chr12:56181753:-	proximal	TRUE
KHDRBS1	35.0751796343184	4.16735041920658e-06	7.19736145317136e-05	0.538552787663108	0.6953125	-0.156759712336892	chr1:32043699:+_vs_chr1:32060850:+	-0.2699621886121	chr1:32042631:+;chr1:32042817:+;chr1:32042972:+;chr1:32043301:+;chr1:32043699:+;chr1:32043877:+;chr1:32060850:+	proximal	TRUE
FIP1L1	24.7039627039627	4.32118299404692e-06	7.38610454034e-05	0.625	0.25	0.375	chr4:53391134:+_vs_chr4:53459621:+	1.22727272727273	chr4:53391134:+;chr4:53459621:+;chr4:53459652:+	distal	TRUE
SLC25A29	21.0776609813425	4.41039869046525e-06	7.46167451917489e-05	0.945205479452055	0.416666666666667	0.528538812785388	chr14:100298524:-_vs_chr14:100291116:-	1.05707762557078	chr14:100291116:-;chr14:100298524:-	distal	TRUE
RBMX	29.9408270378137	5.03208743192522e-06	8.42747571932526e-05	0.28433734939759	0.31989247311828	-0.0355551237206892	chrX:136873461:-_vs_chrX:136869192:-	-0.35610830418448	chrX:136869192:-;chrX:136873250:-;chrX:136873461:-;chrX:136873958:-;chrX:136874047:-	proximal	TRUE
BZW1	34.5054983543548	5.37222766010068e-06	8.90715346044692e-05	0.653543307086614	0.313333333333333	0.340209973753281	chr2:200818771:+_vs_chr2:200823837:+	0.620472440944882	chr2:200813278:+;chr2:200818026:+;chr2:200818771:+;chr2:200821273:+;chr2:200822560:+;chr2:200823655:+;chr2:200823837:+	distal	TRUE
