gene_id	chisq	pvalue	adj_pvalue	Ex	Pro	dWARM	MPRO_comparsion	MPRO	feature_id	Note	sig
AP1S2	191.781333666426	1.74485575348543e-36	9.34925437367556e-34	0.718489240228371	0.468486029889539	0.250003210338832	chrX:15830059:-_vs_chrX:15826070:-	0.598848900908397	chrX:15825806:-;chrX:15826070:-;chrX:15826334:-;chrX:15826718:-;chrX:15826832:-;chrX:15830059:-;chrX:15830569:-;chrX:15831159:-;chrX:15845419:-;chrX:15852439:-	distal	TRUE
NUP93	165.56099652561	1.15586011851989e-35	5.67719961546354e-33	0.819004524886878	0.634438305709024	0.184566219177854	chr16:56844765:+_vs_chr16:56844954:+	0.759093522661934	chr16:56824851:+;chr16:56842037:+;chr16:56844765:+;chr16:56844954:+	distal	TRUE
JPT1	141.9208460573	1.01201934340671e-32	4.58834000772242e-30	0.705945945945946	0.51061865189289	0.195327294053056	chr17:75135988:-_vs_chr17:75135248:-	0.390654588106112	chr17:75135248:-;chr17:75135988:-	distal	TRUE
FBXO11	174.623056680552	3.05690886916874e-32	1.28695863392004e-29	0.365189873417722	0.568493150684931	-0.20330327726721	chr2:47813282:-_vs_chr2:47812849:-	-0.45669325472516	chr2:47806920:-;chr2:47806965:-;chr2:47807444:-;chr2:47808006:-;chr2:47808098:-;chr2:47809198:-;chr2:47809248:-;chr2:47809601:-;chr2:47812849:-;chr2:47813282:-;chr2:47823201:-	proximal	TRUE
DOK5	149.489710546662	3.3950337173437e-32	1.33402191533492e-29	0.944377022653722	0.866175567833026	0.0782014548206953	chr20:54495154:+_vs_chr20:54651171:+	0.135114386096658	chr20:54495154:+;chr20:54590694:+;chr20:54650883:+;chr20:54651171:+	distal	FALSE
DNAJB6	151.689279985022	8.84514485471344e-32	3.25833023585507e-29	0.639749262536873	0.676773455377574	-0.0370241928407012	chr7:157386284:+_vs_chr7:157417435:+	-0.360897916202588	chr7:157363212:+;chr7:157366536:+;chr7:157384995:+;chr7:157386284:+;chr7:157417435:+	proximal	TRUE
HNRNPA3	181.341492644606	1.27501904592072e-30	4.4205660333275e-28	0.419695359546582	0.342028985507246	0.0776663740393353	chr2:177219778:+_vs_chr2:177220534:+	0.325035038272575	chr2:177216037:+;chr2:177216188:+;chr2:177216381:+;chr2:177217481:+;chr2:177217829:+;chr2:177219778:+;chr2:177220127:+;chr2:177220534:+;chr2:177220986:+;chr2:177221332:+;chr2:177221383:+;chr2:177222654:+;chr2:177222789:+;chr2:177223342:+;chr2:177223853:+;chr2:177223959:+	distal	TRUE
PAIP1	149.001972368017	1.2577207818288e-29	4.11833682672162e-27	0.652135231316726	0.630208333333333	0.0219268979833926	chr5:43527111:-_vs_chr5:43526267:-	0.531541926156584	chr5:43526267:-;chr5:43527111:-;chr5:43527190:-;chr5:43527300:-;chr5:43529816:-;chr5:43535573:-;chr5:43551737:-	distal	TRUE
SRSF11	161.024986414727	8.24224786019879e-29	2.55683204673746e-26	0.578782379145356	0.584710743801653	-0.00592836465629731	chr1:70246870:+_vs_chr1:70251444:+	-0.227909114478987	chr1:70228948:+;chr1:70229562:+;chr1:70231775:+;chr1:70237489:+;chr1:70246870:+;chr1:70250021:+;chr1:70250046:+;chr1:70250436:+;chr1:70250708:+;chr1:70251068:+;chr1:70251444:+;chr1:70252001:+	proximal	TRUE
MAP1B	182.842882289986	8.29554179362664e-28	2.44469616658177e-25	0.408752646655873	0.428309641613655	-0.0195569949577823	chr5:72195109:+_vs_chr5:72195305:+	-0.0600948023694481	chr5:72193891:+;chr5:72193999:+;chr5:72194337:+;chr5:72194540:+;chr5:72194726:+;chr5:72194957:+;chr5:72195065:+;chr5:72195109:+;chr5:72195305:+;chr5:72195449:+;chr5:72195578:+;chr5:72195685:+;chr5:72195941:+;chr5:72197762:+;chr5:72197787:+;chr5:72200095:+;chr5:72200234:+;chr5:72205642:+;chr5:72205875:+;chr5:72207044:+;chr5:72209111:+;chr5:72209565:+	proximal	FALSE
HNRNPA1	146.559738676	1.02248617705131e-27	2.80765915664975e-25	0.664798206278027	0.636854818204933	0.0279433880730943	chr12:54284881:+_vs_chr12:54285246:+	0.16646190175451	chr12:54282161:+;chr12:54282246:+;chr12:54284244:+;chr12:54284578:+;chr12:54284881:+;chr12:54285100:+;chr12:54285246:+;chr12:54285437:+;chr12:54287087:+	distal	FALSE
CALM1	149.638376305989	1.04798950536638e-27	2.80765915664975e-25	0.597634763476348	0.648288652841005	-0.0506538893646572	chr14:90405213:+_vs_chr14:90405610:+	-0.30155426013011	chr14:90401316:+;chr14:90403939:+;chr14:90404750:+;chr14:90404820:+;chr14:90404963:+;chr14:90405107:+;chr14:90405213:+;chr14:90405610:+;chr14:90408054:+;chr14:90408268:+	proximal	TRUE
MAP4	135.699526958946	8.0926105364884e-27	2.07381941313316e-24	0.282816229116945	0.347701149425287	-0.0648849203083423	chr3:47973079:-_vs_chr3:47916622:-	-0.59688503003868	chr3:47850695:-;chr3:47851768:-;chr3:47877418:-;chr3:47916030:-;chr3:47916622:-;chr3:47916689:-;chr3:47973079:-	proximal	TRUE
EHBP1	131.292129623883	1.26572205091526e-26	3.10840240337272e-24	0.493693693693694	0.93984962406015	-0.446155930366457	chr2:62831141:+_vs_chr2:63046487:+	-0.918715708189392	chr2:62831141:+;chr2:62874473:+;chr2:62943849:+;chr2:62948949:+;chr2:63037598:+;chr2:63046487:+	proximal	TRUE
ELAVL1	121.673027203976	3.36590166429554e-26	7.93544976374316e-24	0.666666666666667	0.338383838383838	0.328282828282828	chr19:7962273:-_vs_chr19:7959107:-	1.2620320855615	chr19:7959107:-;chr19:7959187:-;chr19:7962273:-;chr19:7963228:-	distal	TRUE
SRGAP1	130.603050839081	4.70247579163135e-25	1.06601508907212e-22	0.387059833953622	0.338624338624339	0.0484354953292829	chr12:64081523:+_vs_chr12:64142719:+	0.407704297483857	chr12:63990071:+;chr12:64042972:+;chr12:64081523:+;chr12:64087764:+;chr12:64095190:+;chr12:64142719:+;chr12:64147019:+;chr12:64147833:+	distal	TRUE
PTBP2	126.147031347279	8.31673903221289e-25	1.81551332799492e-22	0.620786516853933	0.481770833333333	0.139015683520599	chr1:96814560:+_vs_chr1:96814793:+	0.465063202247191	chr1:96770821:+;chr1:96812877:+;chr1:96813408:+;chr1:96814372:+;chr1:96814560:+;chr1:96814793:+;chr1:96814881:+	distal	TRUE
TSN	130.009878546429	2.81574684354472e-24	5.92714710566163e-22	0.487691466083151	0.370762711864407	0.116928754218744	chr2:121766453:+_vs_chr2:121767293:+	0.481817676074621	chr2:121765791:+;chr2:121765968:+;chr2:121766124:+;chr2:121766300:+;chr2:121766453:+;chr2:121767180:+;chr2:121767293:+;chr2:121767503:+;chr2:121767848:+	distal	TRUE
CCND2	133.772179432449	7.92918560536173e-24	1.61153861924145e-21	0.436014625228519	0.504415011037528	-0.0684003858090083	chr12:4301290:+_vs_chr12:4305353:+	-0.148697894596656	chr12:4276581:+;chr12:4290937:+;chr12:4291101:+;chr12:4300193:+;chr12:4300282:+;chr12:4300462:+;chr12:4300989:+;chr12:4301290:+;chr12:4301558:+;chr12:4302693:+;chr12:4305353:+	proximal	FALSE
CHL1	129.753719059581	1.33260995151751e-23	2.61813435141473e-21	0.52212748680471	0.438271604938272	0.0838558818664381	chr3:328336:+_vs_chr3:328454:+	-0.719244823386115	chr3:248601:+;chr3:325993:+;chr3:328336:+;chr3:328454:+;chr3:341990:+;chr3:344611:+;chr3:349427:+;chr3:382551:+;chr3:401675:+;chr3:409409:+	proximal	TRUE
LRRC7	119.745190672979	1.84328741196548e-23	3.50462451810469e-21	0.407514450867052	0.729166666666667	-0.321652215799615	chr1:70028326:+_vs_chr1:70028832:+	-1.19978323699422	chr1:69874296:+;chr1:69875004:+;chr1:69981076:+;chr1:70028326:+;chr1:70028832:+;chr1:70046526:+;chr1:70144364:+	proximal	TRUE
CELF2	123.005264859771	7.93645807288278e-23	1.4617963712991e-20	0.605208333333333	0.698581560283688	-0.0933732269503545	chr10:11329790:+_vs_chr10:11331041:+	-0.584530141843972	chr10:11045607:+;chr10:11217456:+;chr10:11314813:+;chr10:11329268:+;chr10:11329389:+;chr10:11329790:+;chr10:11331041:+;chr10:11332756:+;chr10:11336513:+	proximal	TRUE
PTPRD	124.828494760566	1.36875652823589e-22	2.4446821143704e-20	0.439082514149538	0.391812865497076	0.0472696486524622	chr9:8636720:-_vs_chr9:8485640:-	-0.465923521941583	chr9:8314246:-;chr9:8314978:-;chr9:8317722:-;chr9:8341198:-;chr9:8404604:-;chr9:8485640:-;chr9:8518283:-;chr9:8528173:-;chr9:8636720:-;chr9:9766369:-	proximal	TRUE
NRG1	111.022191395653	2.49145213736489e-22	4.31900555812607e-20	0.517948717948718	0.630769230769231	-0.112820512820513	chr8:31746678:+_vs_chr8:32595981:+	-0.466117216117216	chr8:31746678:+;chr8:32595981:+;chr8:32729095:+;chr8:32743055:+;chr8:32743222:+;chr8:32764469:+	proximal	TRUE
PRRC2B	106.288712999949	2.49142627758531e-21	4.19556185145366e-19	0.305705705705706	0.564102564102564	-0.258396858396858	chr9:131473602:+_vs_chr9:131496532:+	-0.585123585123585	chr9:131448394:+;chr9:131473602:+;chr9:131474636:+;chr9:131496344:+;chr9:131496532:+;chr9:131498147:+	proximal	TRUE
KLHL7	131.492707589762	3.44726891558611e-21	5.64394527457348e-19	0.751937984496124	0.586734693877551	0.165203290618573	chr7:23126050:+_vs_chr7:23175421:+	0.28610188261351	chr7:23125124:+;chr7:23126050:+;chr7:23126468:+;chr7:23126928:+;chr7:23128289:+;chr7:23144500:+;chr7:23145117:+;chr7:23149111:+;chr7:23152143:+;chr7:23156513:+;chr7:23174293:+;chr7:23174518:+;chr7:23175077:+;chr7:23175304:+;chr7:23175421:+	distal	TRUE
CACNA2D1	117.165572374025	5.07740410925698e-21	8.08816751890828e-19	0.443967572722938	0.246187363834423	0.197780208888515	chr7:81984635:-_vs_chr7:81974473:-	-0.459143313977952	chr7:81946444:-;chr7:81949790:-;chr7:81949905:-;chr7:81950001:-;chr7:81951679:-;chr7:81971780:-;chr7:81974473:-;chr7:81984635:-;chr7:81997179:-;chr7:82064189:-	proximal	TRUE
VCAN	126.295191432817	1.14018124209484e-20	1.74099288137994e-18	0.479361231909888	0.427190456602221	0.0521707753076667	chr5:83520452:+_vs_chr5:83537169:+	0.203213512214221	chr5:83519909:+;chr5:83520452:+;chr5:83521382:+;chr5:83521723:+;chr5:83529403:+;chr5:83537169:+;chr5:83538176:+;chr5:83539361:+;chr5:83539490:+;chr5:83580349:+;chr5:83580635:+;chr5:83580819:+;chr5:83581446:+;chr5:83581922:+	distal	TRUE
HNRNPA2B1	115.424026997559	1.15199732565011e-20	1.74099288137994e-18	0.57870224463354	0.566436846301768	0.0122653983317718	chr7:26196593:-_vs_chr7:26191844:-	-0.179039933950942	chr7:26189927:-;chr7:26190125:-;chr7:26190329:-;chr7:26190394:-;chr7:26191844:-;chr7:26193278:-;chr7:26196593:-;chr7:26196861:-;chr7:26196929:-;chr7:26197649:-	proximal	FALSE
YWHAQ	102.176909329868	1.83696849859665e-20	2.70677308268216e-18	0.85518662697504	0.813739719400097	0.0414469075749432	chr2:9584267:-_vs_chr2:9583977:-	0.227011000500854	chr2:9583977:-;chr2:9584267:-;chr2:9584498:-;chr2:9584630:-;chr2:9584936:-;chr2:9585010:-	distal	TRUE
ROBO2	108.410470925322	1.96159124049473e-20	2.81990701743316e-18	0.574302134646962	0.498518079430943	0.0757840552160197	chr3:77098882:+_vs_chr3:77522813:+	0.224126007535651	chr3:77098882:+;chr3:77522813:+;chr3:77563191:+;chr3:77603716:+;chr3:77607852:+;chr3:77607951:+;chr3:77646297:+;chr3:77647488:+	distal	TRUE
PTPRO	98.1498225723353	2.43588632378119e-20	3.41836047437294e-18	0.4925	0.505813953488372	-0.0133139534883721	chr12:15517067:+_vs_chr12:15524961:+	0.503662790697675	chr12:15501747:+;chr12:15517067:+;chr12:15524961:+;chr12:15565613:+;chr12:15597393:+	distal	TRUE
NSG1	109.046500171618	5.97797688099552e-20	8.19399900850874e-18	0.764788732394366	0.66015625	0.104632482394366	chr4:4417613:+_vs_chr4:4418690:+	0.269168133802817	chr4:4417520:+;chr4:4417613:+;chr4:4417738:+;chr4:4418332:+;chr4:4418468:+;chr4:4418546:+;chr4:4418587:+;chr4:4418690:+;chr4:4419058:+	distal	TRUE
TPM1	104.693190111872	1.1551569219142e-19	1.54738520403688e-17	0.558035714285714	0.676518883415435	-0.118483169129721	chr15:63070637:+_vs_chr15:63071915:+	-0.445258620689655	chr15:63059629:+;chr15:63062627:+;chr15:63064227:+;chr15:63066093:+;chr15:63069949:+;chr15:63070544:+;chr15:63070637:+;chr15:63071915:+	proximal	TRUE
SPECC1L	101.171956204203	1.42884579633816e-19	1.87147047191491e-17	0.422857142857143	0.569277108433735	-0.146419965576592	chr22:24324294:+_vs_chr22:24334540:+	-0.363304647160069	chr22:24313388:+;chr22:24322834:+;chr22:24324294:+;chr22:24324346:+;chr22:24330405:+;chr22:24334540:+;chr22:24369306:+	proximal	TRUE
TTC3	127.852072485931	1.67514962166826e-19	2.14637649350276e-17	0.48556838365897	0.489027777777778	-0.00345939411880797	chr21:37153066:+_vs_chr21:37165784:+	0.0985277284389185	chr21:37077393:+;chr21:37095368:+;chr21:37121897:+;chr21:37129034:+;chr21:37150845:+;chr21:37152028:+;chr21:37153066:+;chr21:37153179:+;chr21:37160839:+;chr21:37164198:+;chr21:37165784:+;chr21:37172740:+;chr21:37182916:+;chr21:37187097:+;chr21:37197695:+;chr21:37201618:+;chr21:37203104:+	distal	FALSE
FUBP1	106.593233224358	1.90628437472114e-19	2.39056172438435e-17	0.232034632034632	0.290697674418605	-0.0586630423839726	chr1:77962777:-_vs_chr1:77948419:-	-0.222384979361724	chr1:77944051:-;chr1:77948419:-;chr1:77948621:-;chr1:77948654:-;chr1:77948929:-;chr1:77955258:-;chr1:77962777:-;chr1:77962913:-;chr1:77964286:-	proximal	TRUE
CLASP2	114.695965006767	2.10562031322149e-19	2.58552627627656e-17	0.572908572908573	0.507231404958678	0.0656771679498952	chr3:33600025:-_vs_chr3:33517091:-	0.321969696969697	chr3:33496991:-;chr3:33516055:-;chr3:33517091:-;chr3:33592413:-;chr3:33593840:-;chr3:33595831:-;chr3:33600025:-;chr3:33602189:-;chr3:33602443:-;chr3:33607429:-;chr3:33626988:-;chr3:33627041:-	distal	TRUE
ASPH	93.3518802925449	2.55385374732673e-19	3.07192122178444e-17	0.370614035087719	0.518900343642612	-0.148286308554892	chr8:61675259:-_vs_chr8:61624548:-	-0.607885693615482	chr8:61583998:-;chr8:61618985:-;chr8:61624548:-;chr8:61624902:-;chr8:61675259:-	proximal	TRUE
FNBP1L	131.334197564602	2.94997559377976e-19	3.47743122994759e-17	0.442328721532829	0.482832618025751	-0.0405038964929217	chr1:93550970:+_vs_chr1:93552649:+	-0.090250881049583	chr1:93501254:+;chr1:93523310:+;chr1:93523489:+;chr1:93529692:+;chr1:93530804:+;chr1:93530882:+;chr1:93532942:+;chr1:93535839:+;chr1:93536446:+;chr1:93546874:+;chr1:93550970:+;chr1:93551176:+;chr1:93551594:+;chr1:93552595:+;chr1:93552649:+;chr1:93553107:+;chr1:93553139:+;chr1:93554241:+;chr1:93554661:+	proximal	FALSE
CERS6	96.2943783102487	3.18874826219119e-19	3.68519259948135e-17	0.167611336032389	0.251851851851852	-0.0842405158194632	chr2:168769770:+_vs_chr2:168770261:+	-0.614984755335633	chr2:168769770:+;chr2:168770261:+;chr2:168770597:+;chr2:168770904:+;chr2:168771006:+;chr2:168771123:+	proximal	TRUE
KIDINS220	117.996632852606	5.00556585463276e-19	5.6736163744626e-17	0.270739064856712	0.403212172442942	-0.13247310758623	chr2:8803035:-_vs_chr2:8731732:-	-0.250646412411118	chr2:8728929:-;chr2:8729611:-;chr2:8729765:-;chr2:8730714:-;chr2:8731732:-;chr2:8746445:-;chr2:8770671:-;chr2:8778948:-;chr2:8785765:-;chr2:8791061:-;chr2:8796772:-;chr2:8796829:-;chr2:8798265:-;chr2:8803035:-	proximal	TRUE
BMERB1	87.509186494567	7.50704341605794e-19	8.34839884797084e-17	0.412157648630595	0.62202380952381	-0.209866160893215	chr16:15587964:+_vs_chr16:15588259:+	-0.656938877755511	chr16:15582441:+;chr16:15587964:+;chr16:15588041:+;chr16:15588259:+	proximal	TRUE
DAAM1	98.8331421956156	1.87860402549433e-18	2.05046150486363e-16	0.527659574468085	0.48936170212766	0.0382978723404255	chr14:59332727:+_vs_chr14:59367541:+	0.241489361702128	chr14:59291305:+;chr14:59320541:+;chr14:59326966:+;chr14:59330562:+;chr14:59330596:+;chr14:59332727:+;chr14:59355333:+;chr14:59367541:+	distal	TRUE
RAB22A	81.2400680573231	2.2853007735161e-18	2.44901141074616e-16	0.113636363636364	0.764150943396226	-0.650514579759863	chr20:58360478:+_vs_chr20:58361139:+	-1.30102915951973	chr20:58360478:+;chr20:58360665:+;chr20:58361139:+	proximal	TRUE
UBE2J1	101.181298826311	9.07489486351329e-18	9.55132684384774e-16	0.486964618249534	0.408997955010225	0.0779666632393095	chr6:89334772:-_vs_chr6:89328977:-	0.319703876340954	chr6:89327140:-;chr6:89327661:-;chr6:89327836:-;chr6:89327942:-;chr6:89328075:-;chr6:89328977:-;chr6:89329610:-;chr6:89334457:-;chr6:89334639:-;chr6:89334772:-	distal	TRUE
CNR1	93.0017874576194	2.98854597587621e-17	3.09026140031831e-15	0.543274244004171	0.618204804045512	-0.074930560041341	chr6:88143241:-_vs_chr6:88142772:-	-0.545313610231897	chr6:88139864:-;chr6:88142596:-;chr6:88142679:-;chr6:88142772:-;chr6:88143241:-;chr6:88162286:-;chr6:88164530:-;chr6:88165163:-	proximal	TRUE
ABHD17B	86.8279281693916	3.11372334337475e-17	3.12000201272214e-15	0.7	0.489285714285714	0.210714285714286	chr9:71866615:-_vs_chr9:71865367:-	0.512672811059908	chr9:71865152:-;chr9:71865301:-;chr9:71865367:-;chr9:71865428:-;chr9:71865563:-;chr9:71866615:-	distal	TRUE
CDT1	71.2650602409638	3.12317812607069e-17	3.12000201272214e-15	0.611111111111111	0.0185185185185185	0.592592592592593	chr16:88808510:+_vs_chr16:88809258:+	1.18518518518519	chr16:88808510:+;chr16:88809258:+	distal	TRUE
ANK2	104.623566683132	6.88336670297285e-17	6.761760557887e-15	0.461834733893557	0.318089430894309	0.143745302999248	chr4:113341882:+_vs_chr4:113353763:+	0.610473457675753	chr4:113070213:+;chr4:113238732:+;chr4:113239664:+;chr4:113336669:+;chr4:113341882:+;chr4:113343120:+;chr4:113353496:+;chr4:113353763:+;chr4:113354684:+;chr4:113354864:+;chr4:113382059:+;chr4:113383088:+;chr4:113383732:+	distal	TRUE
CCDC88C	77.7578868950104	9.28716032919253e-17	8.9735283574198e-15	0.12797619047619	0.211886304909561	-0.0839101144333702	chr14:91291062:-_vs_chr14:91271323:-	-0.301495016611296	chr14:91271323:-;chr14:91291062:-;chr14:91308390:-;chr14:91308424:-	proximal	TRUE
NFIB	101.1669713916	1.04866990872606e-16	9.96912974521198e-15	0.342319749216301	0.411736411736412	-0.0694166625201108	chr9:14088083:-_vs_chr9:14087450:-	-0.235322021528918	chr9:14081850:-;chr9:14084141:-;chr9:14084513:-;chr9:14086670:-;chr9:14087249:-;chr9:14087350:-;chr9:14087450:-;chr9:14087479:-;chr9:14088083:-;chr9:14088165:-;chr9:14118757:-;chr9:14307399:-	proximal	TRUE
SH3BP5	83.6628003304388	1.43532102617163e-16	1.34282256004057e-14	0.472182596291013	0.77948717948718	-0.307304583196167	chr3:15255650:-_vs_chr3:15254853:-	-0.936830169355134	chr3:15254853:-;chr3:15255234:-;chr3:15255492:-;chr3:15255650:-;chr3:15256274:-;chr3:15304162:-	proximal	TRUE
HNRNPK	89.6301650343614	1.47364368721028e-16	1.35713373319022e-14	0.601641907740422	0.586453341996264	0.0151885657441582	chr9:83968909:-_vs_chr9:83968344:-	0.185681723525299	chr9:83968083:-;chr9:83968178:-;chr9:83968344:-;chr9:83968909:-;chr9:83969289:-;chr9:83974537:-;chr9:83977742:-;chr9:83978257:-	distal	FALSE
PTGR2	76.700388465561	1.56536830489767e-16	1.4194278137026e-14	0.381443298969072	0.579710144927536	-0.198266845958464	chr14:73884550:+_vs_chr14:73885316:+	-1.05916629314209	chr14:73880167:+;chr14:73884550:+;chr14:73885316:+;chr14:73885465:+	proximal	TRUE
OIP5-AS1	97.6434796610561	1.61260975082377e-16	1.44010937444777e-14	0.471462264150943	0.515725806451613	-0.0442635423006696	chr15:41298999:+_vs_chr15:41299088:+	-0.172626293365794	chr15:41286078:+;chr15:41286264:+;chr15:41298309:+;chr15:41298526:+;chr15:41298745:+;chr15:41298999:+;chr15:41299088:+;chr15:41299426:+;chr15:41299628:+;chr15:41299831:+;chr15:41306534:+	proximal	FALSE
XRCC5	97.1425595480023	6.55960747203288e-16	5.77049648360624e-14	0.573235460191982	0.63074972835929	-0.0575142681673082	chr2:216127658:+_vs_chr2:216205424:+	-0.24851401846032	chr2:216115582:+;chr2:216122176:+;chr2:216125951:+;chr2:216127658:+;chr2:216130933:+;chr2:216148182:+;chr2:216148240:+;chr2:216190279:+;chr2:216192704:+;chr2:216205424:+;chr2:216206118:+;chr2:216206281:+	proximal	TRUE
RPN1	65.1072659086268	7.09300600621396e-16	6.1479672647978e-14	0.923387096774194	0.58641975308642	0.336967343687774	chr3:128620152:-_vs_chr3:128619974:-	0.673934687375548	chr3:128619974:-;chr3:128620152:-	distal	TRUE
RPL13A	69.3329354080428	8.80125023791655e-16	7.51805346409858e-14	0.534984756097561	0.566774193548387	-0.0317894374508261	chr19:49491841:+_vs_chr19:49492308:+	-0.123213021243116	chr19:49491768:+;chr19:49491841:+;chr19:49492308:+	proximal	FALSE
IVNS1ABP	96.4066585590179	9.16512224470325e-16	7.71703293004013e-14	0.573656270736563	0.662828664719024	-0.0891723939824612	chr1:185304994:-_vs_chr1:185297765:-	-0.266461302830019	chr1:185296388:-;chr1:185296909:-;chr1:185297175:-;chr1:185297532:-;chr1:185297765:-;chr1:185297861:-;chr1:185304841:-;chr1:185304994:-;chr1:185305264:-;chr1:185306366:-;chr1:185306519:-;chr1:185306578:-	proximal	TRUE
ZNF711	98.7213840336155	9.90788294950939e-16	8.22493832456455e-14	0.453941993464052	0.456161137440758	-0.00221914397670603	chrX:85270103:+_vs_chrX:85270740:+	-0.171673171638324	chrX:85245961:+;chrX:85246838:+;chrX:85247716:+;chrX:85255741:+;chrX:85264345:+;chrX:85264387:+;chrX:85270103:+;chrX:85270740:+;chrX:85270875:+;chrX:85271608:+;chrX:85271847:+;chrX:85272351:+;chrX:85273357:+	proximal	FALSE
SYNGR1	64.0547006317277	1.21012219237864e-15	9.90619472483289e-14	1	0.243243243243243	0.756756756756757	chr22:39377911:+_vs_chr22:39385575:+	1.51351351351351	chr22:39377911:+;chr22:39385575:+	distal	TRUE
TUBB2B	68.4207286768839	1.38876110240211e-15	1.12128190925452e-13	0.0861140724946695	0.120966220041517	-0.0348521475468478	chr6:3224496:-_vs_chr6:3224264:-	-0.0697042950936954	chr6:3224264:-;chr6:3224403:-;chr6:3224496:-	proximal	FALSE
RAB6A	87.5902991978574	1.43287524498864e-15	1.14126576945447e-13	0.705241935483871	0.730769230769231	-0.0255272952853599	chr11:73675893:-_vs_chr11:73675653:-	0.371712158808933	chr11:73675653:-;chr11:73675893:-;chr11:73676209:-;chr11:73676663:-;chr11:73676810:-;chr11:73676990:-;chr11:73677648:-;chr11:73677688:-;chr11:73716270:-	distal	TRUE
