gene_id	chisq	pvalue	adj_pvalue	ExDp	ExN2	dWARM	MPRO_comparsion	MPRO	feature_id	Note	sig
TUBB2B	41.6589328970407	8.99244231179089e-10	9.55125836973789e-08	0.0420991926182238	0.114838393731636	-0.0727392011134119	chr6:3224496:-_vs_chr6:3224264:-	-0.145478402226824	chr6:3224264:-;chr6:3224403:-;chr6:3224496:-	proximal	FALSE
CCNT2	41.1407628319393	1.16519029960312e-09	1.15509198367323e-07	0.557692307692308	0.46969696969697	0.087995337995338	chr2:134954039:+_vs_chr2:134955113:+	1.32400932400932	chr2:134953905:+;chr2:134954039:+;chr2:134955113:+	distal	TRUE
CAPZA2	46.6269635782406	1.82360452454704e-09	1.6948124550009e-07	0.549295774647887	0.652777777777778	-0.103482003129891	chr7:116918649:+_vs_chr7:116919259:+	-0.599374021909233	chr7:116916112:+;chr7:116918649:+;chr7:116918735:+;chr7:116919157:+;chr7:116919259:+	proximal	TRUE
GOLGA7B	43.1424216027875	2.29547362161929e-09	2.0078642796164e-07	0.261904761904762	0.691056910569106	-0.429152148664344	chr10:97868025:+_vs_chr10:97871578:+	-1.29790940766551	chr10:97867748:+;chr10:97868025:+;chr10:97871536:+;chr10:97871578:+	proximal	TRUE
NEUROD6	53.6600954529569	2.7455503825713e-09	2.26812967715751e-07	0.486024844720497	0.558476705973323	-0.072451861252826	chr7:31338259:-_vs_chr7:31337465:-	-0.31324645525681	chr7:31337465:-;chr7:31337811:-;chr7:31337860:-;chr7:31337925:-;chr7:31338080:-;chr7:31338259:-;chr7:31338418:-;chr7:31339095:-	proximal	TRUE
UBE2N	34.3662570701358	4.56570653845647e-09	3.57326611720251e-07	0.705882352941177	0.0256410256410256	0.680241327300151	chr12:93409357:-_vs_chr12:93408365:-	1.3604826546003	chr12:93408365:-;chr12:93409357:-	distal	TRUE
PSIP1	53.8869331306413	7.26098889359181e-09	5.39854524238551e-07	0.425707547169811	0.511811023622047	-0.0861034764522359	chr9:15474208:-_vs_chr9:15470842:-	-0.341256871192988	chr9:15464066:-;chr9:15464613:-;chr9:15468650:-;chr9:15469954:-;chr9:15470842:-;chr9:15474079:-;chr9:15474208:-;chr9:15486882:-;chr9:15490049:-	proximal	TRUE
CAMSAP2	40.2579391891892	9.3945779066831e-09	6.65225587963704e-07	0.652777777777778	0.378378378378378	0.274399399399399	chr1:200848879:+_vs_chr1:200849231:+	1.11599099099099	chr1:200815602:+;chr1:200848879:+;chr1:200849231:+;chr1:200852598:+	distal	TRUE
ZNF146	40.1397997835498	9.95227467316851e-09	6.7268329268189e-07	0.234848484848485	0.707482993197279	-0.472634508348794	chr19:36237463:+_vs_chr19:36238765:+	-0.967068645640074	chr19:36237463:+;chr19:36237643:+;chr19:36237912:+;chr19:36238765:+	proximal	TRUE
TSG101	32.204699933687	1.38754703453538e-08	8.97079321893092e-07	0.55	1	-0.45	chr11:18481835:-_vs_chr11:18480311:-	-0.9	chr11:18480311:-;chr11:18481835:-	proximal	TRUE
SYNCRIP	38.8523173684521	1.86530722318178e-08	1.15571326702971e-06	0.48	0.451219512195122	0.0287804878048781	chr6:85612587:-_vs_chr6:85611320:-	-0.699512195121951	chr6:85611320:-;chr6:85612587:-;chr6:85618847:-;chr6:85618899:-	proximal	TRUE
VCAN	38.5615055344172	2.1495437457309e-08	1.27854861996074e-06	0.304473304473305	0.222222222222222	0.0822510822510823	chr5:83538176:+_vs_chr5:83580635:+	0.493506493506493	chr5:83537169:+;chr5:83538176:+;chr5:83539361:+;chr5:83580635:+	distal	TRUE
PACC1	31.1292517006803	2.41405937832765e-08	1.38065626752816e-06	0.846153846153846	0.224489795918367	0.621664050235479	chr1:212365268:-_vs_chr1:212364478:-	1.24332810047096	chr1:212364478:-;chr1:212365268:-	distal	TRUE
ATCAY	30.849102375504	2.78891095550992e-08	1.5359668854975e-06	0.684210526315789	0.0285714285714286	0.655639097744361	chr19:3925857:+_vs_chr19:3926326:+	1.31127819548872	chr19:3925857:+;chr19:3926326:+	distal	TRUE
POMT1	30.0950351731602	4.11383071076169e-08	2.07784279783617e-06	1	0.0833333333333333	0.916666666666667	chr9:131508710:+_vs_chr9:131523799:+	1.83333333333333	chr9:131508710:+;chr9:131523799:+	distal	TRUE
GNG2	33.984862690745	4.17139035448063e-08	2.07784279783617e-06	0.682432432432432	0.887254901960784	-0.204822469528352	chr14:51967879:+_vs_chr14:51969795:+	-0.615792262851086	chr14:51966931:+;chr14:51967879:+;chr14:51969795:+	proximal	TRUE
KDM4A	30	4.3204630578275e-08	2.07784279783617e-06	0.388888888888889	0.981481481481482	-0.592592592592593	chr1:43704295:+_vs_chr1:43704483:+	-1.18518518518519	chr1:43704295:+;chr1:43704483:+	proximal	TRUE
LMO3	47.5642620450129	4.33175028466181e-08	2.07784279783617e-06	0.536594911937378	0.369747899159664	0.166847012777714	chr12:16550204:-_vs_chr12:16549307:-	0.390008058017728	chr12:16548372:-;chr12:16548424:-;chr12:16548868:-;chr12:16549184:-;chr12:16549307:-;chr12:16549842:-;chr12:16550204:-;chr12:16550548:-	distal	TRUE
YWHAB	36.9723829112064	4.66370467621869e-08	2.16716526673037e-06	0.727272727272727	0.346666666666667	0.380606060606061	chr20:44905027:+_vs_chr20:44908520:+	0.909090909090909	chr20:44905027:+;chr20:44908131:+;chr20:44908400:+;chr20:44908520:+	distal	TRUE
JAK1	29.5909072978304	5.33546396547465e-08	2.39775493190068e-06	0.923076923076923	0	0.923076923076923	chr1:64864911:-_vs_chr1:64833229:-	1.84615384615385	chr1:64833229:-;chr1:64864911:-	distal	TRUE
CAPZB	33.438266250595	5.48242553359941e-08	2.39775493190068e-06	0.742857142857143	0.63013698630137	0.112720156555773	chr1:19339357:-_vs_chr1:19339115:-	0.637573385518591	chr1:19338779:-;chr1:19339115:-;chr1:19339357:-	distal	TRUE
MPPED1	32.407866419295	9.17743298536893e-08	3.89909795692674e-06	0.564935064935065	0.866666666666667	-0.301731601731602	chr22:43507714:+_vs_chr22:43507843:+	-0.632900432900433	chr22:43506920:+;chr22:43507714:+;chr22:43507843:+	proximal	TRUE
PLPP5	32.0437326648507	1.10101151739271e-07	4.54778923989713e-06	0.282608695652174	0.806122448979592	-0.523513753327418	chr8:38264309:-_vs_chr8:38263130:-	-1.04702750665484	chr8:38263130:-;chr8:38263509:-;chr8:38264309:-	proximal	TRUE
EPHA7	34.9131652661064	1.27081203719974e-07	5.10729053869193e-06	0.42156862745098	0.798611111111111	-0.377042483660131	chr6:93243247:-_vs_chr6:93243112:-	-0.977941176470588	chr6:93243112:-;chr6:93243247:-;chr6:93259953:-;chr6:93410897:-	proximal	TRUE
ZFAND3	31.6145320197044	1.36455673700748e-07	5.32504490480339e-06	0.214285714285714	0.758620689655172	-0.544334975369458	chr6:38152627:+_vs_chr6:38154474:+	-1.26847290640394	chr6:38152627:+;chr6:38154474:+;chr6:38154624:+	proximal	TRUE
RFXAP	27.7275219298246	1.39661567778973e-07	5.32504490480339e-06	0.0833333333333333	0.921052631578947	-0.837719298245614	chr13:36828649:+_vs_chr13:36829104:+	-1.67543859649123	chr13:36828649:+;chr13:36829104:+	proximal	TRUE
TPM3	40.0554749549636	1.45539039412697e-07	5.410413790167e-06	0.621276595744681	0.494736842105263	0.126539753639418	chr1:154172030:-_vs_chr1:154156364:-	0.497920332746761	chr1:154156364:-;chr1:154156838:-;chr1:154158612:-;chr1:154170678:-;chr1:154172030:-;chr1:154173157:-	distal	TRUE
TUSC3	31.3047523254076	1.5931600365596e-07	5.77811944966858e-06	0.691860465116279	0.228571428571429	0.463289036544851	chr8:15764486:+_vs_chr8:15764650:+	0.926578073089701	chr8:15764486:+;chr8:15764594:+;chr8:15764650:+	distal	TRUE
CEP170	44.5320731066796	1.68552697875156e-07	5.90242186544039e-06	0.428571428571429	0.585903083700441	-0.157331655129012	chr1:243185790:-_vs_chr1:243165893:-	-0.289886994828577	chr1:243125211:-;chr1:243164980:-;chr1:243165527:-;chr1:243165893:-;chr1:243172730:-;chr1:243172775:-;chr1:243185790:-;chr1:243191027:-	proximal	TRUE
SEPTIN7	34.3066222669338	1.70682004178841e-07	5.90242186544039e-06	0.258215962441315	0.452941176470588	-0.194725214029274	chr7:35882569:+_vs_chr7:35905307:+	-0.369538801436067	chr7:35882569:+;chr7:35898297:+;chr7:35903104:+;chr7:35905307:+	proximal	TRUE
DBN1	30.9245793044584	1.92669480528575e-07	6.51135267149979e-06	0.75	0.498338870431894	0.251661129568106	chr5:177457223:-_vs_chr5:177456622:-	0.503322259136213	chr5:177456622:-;chr5:177456925:-;chr5:177457223:-	distal	TRUE
SEC62	33.8909433985687	2.0890421005013e-07	6.90312356321209e-06	0.46078431372549	0.555555555555555	-0.0947712418300653	chr3:169992967:+_vs_chr3:169994158:+	-0.851851851851852	chr3:169982785:+;chr3:169982895:+;chr3:169992967:+;chr3:169994158:+	proximal	TRUE
KLC1	33.3206888409924	2.75609025593443e-07	8.90936132733586e-06	0.26797385620915	0.401515151515152	-0.133541295306001	chr14:103675587:+_vs_chr14:103701544:+	-0.238986503692386	chr14:103675587:+;chr14:103685912:+;chr14:103686225:+;chr14:103701544:+	proximal	TRUE
HIKESHI	29.9598871252205	3.12099570881349e-07	9.87429918937374e-06	0.240740740740741	0.7	-0.459259259259259	chr11:86345795:+_vs_chr11:86345931:+	-1.02751322751323	chr11:86345663:+;chr11:86345795:+;chr11:86345931:+	proximal	TRUE
TBCD	26.1166693239796	3.21397337255871e-07	9.95662167707249e-06	0	1	-1	chr17:82937314:+_vs_chr17:82942704:+	-2	chr17:82937314:+;chr17:82942704:+	proximal	TRUE
NPEPPS	29.8533094812165	3.29182101071219e-07	9.98966906720208e-06	0.709302325581395	1	-0.290697674418605	chr17:47592531:+_vs_chr17:47622140:+	-0.581395348837209	chr17:47592531:+;chr17:47618384:+;chr17:47622140:+	proximal	TRUE
CCNI	38.0063551344251	3.76216376432025e-07	1.11886750350884e-05	0.571621621621622	0.586629526462396	-0.015007904840774	chr4:77047509:-_vs_chr4:77047155:-	-0.185312053000075	chr4:77047155:-;chr4:77047509:-;chr4:77047662:-;chr4:77048001:-;chr4:77048082:-;chr4:77048307:-	proximal	FALSE
TMEM59	25.6344621495796	4.12604395355008e-07	1.19878206541594e-05	0.344262295081967	0.76	-0.415737704918033	chr1:54032015:-_vs_chr1:54031676:-	-0.831475409836065	chr1:54031676:-;chr1:54032015:-	proximal	TRUE
ANKRD36C	37.7723586866067	4.19210944193874e-07	1.19878206541594e-05	0.391304347826087	0.490196078431373	-0.0988917306052856	chr2:95982321:-_vs_chr2:95927237:-	-0.476555839727195	chr2:95887948:-;chr2:95921630:-;chr2:95923518:-;chr2:95927237:-;chr2:95958613:-;chr2:95982321:-	proximal	TRUE
AMZ2	25.5052314211213	4.41185033353747e-07	1.23781536716419e-05	0.909090909090909	0.346153846153846	0.562937062937063	chr17:68257076:+_vs_chr17:68257141:+	1.12587412587413	chr17:68257076:+;chr17:68257141:+	distal	TRUE
TTC13	28.7698863636364	5.65846395386438e-07	1.55817331470302e-05	0.704545454545455	0.1875	0.517045454545455	chr1:230906735:-_vs_chr1:230906593:-	1.40340909090909	chr1:230906564:-;chr1:230906593:-;chr1:230906735:-	distal	TRUE
RBM10	28.6760045924225	5.93041002467773e-07	1.60336721939923e-05	0.0227272727272727	0.445454545454545	-0.422727272727273	chrX:47185107:+_vs_chrX:47186813:+	-0.845454545454545	chrX:47185107:+;chrX:47186105:+;chrX:47186813:+	proximal	TRUE
RAB1A	31.4914976677654	6.69779449731165e-07	1.77850364598258e-05	0.64625850340136	0.677333333333333	-0.0310748299319729	chr2:65087878:-_vs_chr2:65086854:-	-0.567020408163265	chr2:65086854:-;chr2:65087878:-;chr2:65088428:-;chr2:65088590:-	proximal	TRUE
EIF3I	24.5496181473471	7.24206923394481e-07	1.88929069313613e-05	0.933333333333333	0.465753424657534	0.467579908675799	chr1:32231341:+_vs_chr1:32231604:+	0.935159817351598	chr1:32231341:+;chr1:32231604:+	distal	TRUE
KIF1B	24.2983385952027	8.25101988432104e-07	2.11539078758369e-05	0	0.317073170731707	-0.317073170731707	chr1:10273030:+_vs_chr1:10274714:+	-0.634146341463415	chr1:10273030:+;chr1:10274714:+	proximal	TRUE
MORF4L1	30.919426837579	8.8390986561865e-07	2.22775249182192e-05	0.735294117647059	0.705967976710335	0.0293261409367241	chr15:78897216:+_vs_chr15:78897733:+	0.466478294374518	chr15:78891014:+;chr15:78891571:+;chr15:78897216:+;chr15:78897733:+	distal	TRUE
TUBA1A	27.6491683488103	9.90967424592781e-07	2.43001695330272e-05	0.990416759527524	0.996751101321586	-0.006334341794062	chr12:49186026:-_vs_chr12:49184799:-	-0.0126686835881239	chr12:49184799:-;chr12:49185002:-;chr12:49186026:-	proximal	FALSE
ANKRD12	33.3835376108715	9.96846228321898e-07	2.43001695330272e-05	0.446666666666667	0.660377358490566	-0.213710691823899	chr18:9254433:+_vs_chr18:9254716:+	-0.646037735849057	chr18:9211657:+;chr18:9254433:+;chr18:9254517:+;chr18:9254716:+;chr18:9254808:+	proximal	TRUE
H3-3B	33.2290463760842	1.0721983921504e-06	2.57154678891556e-05	0.593137254901961	0.673263888888889	-0.0801266339869281	chr17:75778250:-_vs_chr17:75776434:-	-0.247467320261438	chr17:75776434:-;chr17:75777459:-;chr17:75778023:-;chr17:75778250:-;chr17:75778550:-	proximal	TRUE
ZNF711	26.8689872499912	1.46377239121193e-06	3.45496753290817e-05	0.652777777777778	0.885826771653543	-0.233048993875765	chrX:85264345:+_vs_chrX:85270103:+	-0.572615923009624	chrX:85245961:+;chrX:85264345:+;chrX:85270103:+	proximal	TRUE
SPOP	29.8296547682155	1.49873863608287e-06	3.4822255497738e-05	0.49063670411985	0.424561403508772	0.0660753006110783	chr17:49610218:-_vs_chr17:49599986:-	0.535068007096393	chr17:49599284:-;chr17:49599482:-;chr17:49599986:-;chr17:49610218:-	distal	TRUE
HMGCS1	32.3408974714721	1.62946482333932e-06	3.72771414200858e-05	0.643229166666667	0.577922077922078	0.0653070887445887	chr5:43290574:-_vs_chr5:43289395:-	0.314258658008658	chr5:43289395:-;chr5:43290235:-;chr5:43290574:-;chr5:43290752:-;chr5:43294751:-	distal	TRUE
G3BP2	34.5218655911562	1.87413260151058e-06	4.22247754310035e-05	0.404166666666667	0.602941176470588	-0.198774509803922	chr4:75644743:-_vs_chr4:75644415:-	-0.481617647058824	chr4:75642789:-;chr4:75644415:-;chr4:75644743:-;chr4:75645198:-;chr4:75645671:-;chr4:75655804:-	proximal	TRUE
ATP6V1H	25.9339315285478	2.33624465911141e-06	5.18506837029652e-05	0.352941176470588	0.697674418604651	-0.344733242134063	chr8:53715670:-_vs_chr8:53715555:-	-0.915184678522572	chr8:53715555:-;chr8:53715670:-;chr8:53715812:-	proximal	TRUE
NASP	33.8984540853939	2.49444115236566e-06	5.45475587289373e-05	0.509090909090909	0.608450704225352	-0.099359795134443	chr1:45613202:+_vs_chr1:45618247:+	-0.488476312419974	chr1:45609537:+;chr1:45613202:+;chr1:45614180:+;chr1:45615364:+;chr1:45618247:+;chr1:45618891:+	proximal	TRUE
EEF1A1	33.8318735426865	2.57171910009363e-06	5.54224101715829e-05	0.969983686786297	0.979729283591945	-0.00974559680564779	chr6:73518513:-_vs_chr6:73517595:-	-0.0189153032378148	chr6:73517515:-;chr6:73517595:-;chr6:73517711:-;chr6:73518513:-;chr6:73519012:-;chr6:73519918:-	proximal	FALSE
HNRNPC	25.6818784270637	2.65003101693238e-06	5.6294230316835e-05	0.445205479452055	0.338709677419355	0.1064958020327	chr14:21210937:-_vs_chr14:21210567:-	0.471056120194432	chr14:21210567:-;chr14:21210937:-;chr14:21211868:-	distal	TRUE
FDFT1	25.5438953588325	2.83931514949205e-06	5.94656567224603e-05	0.608108108108108	0.444444444444444	0.163663663663664	chr8:11838962:+_vs_chr8:11839298:+	0.588288288288288	chr8:11838667:+;chr8:11838962:+;chr8:11839298:+	distal	TRUE
CSNK1A1	28.4581130268344	2.91051427053982e-06	6.01102044485099e-05	0.238993710691824	0.532338308457711	-0.293344597765888	chr5:149509933:-_vs_chr5:149495900:-	-0.678400450577302	chr5:149495900:-;chr5:149495984:-;chr5:149509933:-;chr5:149513127:-	proximal	TRUE
VAPA	25.3542968749853	3.12165128701358e-06	6.33378223851813e-05	0.842105263157895	0.985549132947977	-0.143443869790082	chr18:9937056:+_vs_chr18:9954802:+	-0.286887739580164	chr18:9937056:+;chr18:9950555:+;chr18:9954802:+	proximal	TRUE
MARCHF7	25.3349575009474	3.15198309112536e-06	6.33378223851813e-05	0.212765957446809	0.473282442748092	-0.260516485301283	chr2:159747856:+_vs_chr2:159748898:+	-0.665908721780088	chr2:159747856:+;chr2:159748898:+;chr2:159768573:+	proximal	TRUE
BCLAF1	28.1447646516654	3.38658839435653e-06	6.71447592321088e-05	0.511111111111111	0.366666666666667	0.144444444444444	chr6:136272002:-_vs_chr6:136261275:-	0.609722222222222	chr6:136261275:-;chr6:136272002:-;chr6:136276045:-;chr6:136276439:-	distal	TRUE
CCT8	25.1271756615773	3.49706039054453e-06	6.84227473781541e-05	0.761682242990654	0.946428571428571	-0.184746328437917	chr21:29063484:-_vs_chr21:29056326:-	-0.369492656875834	chr21:29056326:-;chr21:29061272:-;chr21:29063484:-	proximal	TRUE
SOGA3	30.6249533086662	3.65086511588616e-06	6.99452660553606e-05	0.305	0.297385620915033	0.00761437908496732	chr6:127512981:-_vs_chr6:127476377:-	0.442614379084967	chr6:127443563:-;chr6:127447534:-;chr6:127447618:-;chr6:127476377:-;chr6:127512981:-	distal	TRUE
CPE	25.0312093100683	3.66895141379834e-06	6.99452660553606e-05	0.908653846153846	0.688235294117647	0.220418552036199	chr4:165497756:+_vs_chr4:165498177:+	0.551131221719457	chr4:165467835:+;chr4:165497756:+;chr4:165498177:+	distal	TRUE
NOL8	24.9340224992399	3.85164106582535e-06	7.24986109478771e-05	0.846153846153846	0.326086956521739	0.520066889632107	chr9:92314855:-_vs_chr9:92305754:-	1.36789297658863	chr9:92305754:-;chr9:92314855:-;chr9:92315331:-	distal	TRUE
PPP4R3B	27.6692372882849	4.26149525667634e-06	7.92105430834715e-05	0.691358024691358	0.346938775510204	0.344419249181154	chr2:55615122:-_vs_chr2:55564416:-	0.792894935752079	chr2:55548375:-;chr2:55564416:-;chr2:55613997:-;chr2:55615122:-	distal	TRUE
RAN	24.5963582021323	4.56004028035349e-06	8.37133320603166e-05	0.3359375	0.0821917808219178	0.253745719178082	chr12:130876281:+_vs_chr12:130877678:+	0.507491438356164	chr12:130876281:+;chr12:130877306:+;chr12:130877678:+	distal	TRUE
EIF1	27.286537662175	5.12671338053827e-06	9.29685706934196e-05	0.581424936386768	0.638690476190476	-0.0572655398037077	chr17:41690999:+_vs_chr17:41691644:+	-0.273745910577972	chr17:41689941:+;chr17:41690999:+;chr17:41691644:+;chr17:41692668:+	proximal	TRUE
WTAP	24.3252551020408	5.2220132464915e-06	9.35558276811188e-05	0.571428571428571	0.71875	-0.147321428571429	chr6:159749419:+_vs_chr6:159756319:+	-1.15178571428571	chr6:159748805:+;chr6:159749419:+;chr6:159756319:+	proximal	TRUE
WDR1	20.6879826254826	5.4054187407923e-06	9.56887817566446e-05	0.864864864864865	0.142857142857143	0.722007722007722	chr4:10075152:-_vs_chr4:10074339:-	1.44401544401544	chr4:10074339:-;chr4:10075152:-	distal	TRUE
F2R	27.1439431157078	5.49213127012957e-06	9.60799905727372e-05	0.642857142857143	0.433333333333333	0.20952380952381	chr5:76735509:+_vs_chr5:76735770:+	0.942857142857143	chr5:76733535:+;chr5:76734135:+;chr5:76735509:+;chr5:76735770:+	distal	TRUE
PCYOX1	20.5346064814815	5.85628423027734e-06	0.000101259240121191	0.133333333333333	0.9	-0.766666666666667	chr2:70277756:+_vs_chr2:70281185:+	-1.53333333333333	chr2:70277756:+;chr2:70281185:+	proximal	TRUE
PAIP2	26.913814247345	6.13744403236792e-06	0.000103192736521369	0.692982456140351	0.792207792207792	-0.0992253360674413	chr5:139368970:+_vs_chr5:139369717:+	-0.451811346548189	chr5:139363922:+;chr5:139365212:+;chr5:139368970:+;chr5:139369717:+	proximal	TRUE
VDAC2	20.441797780055	6.14724425166608e-06	0.000103192736521369	0.5625	0.270440251572327	0.292059748427673	chr10:75231272:+_vs_chr10:75231448:+	0.584119496855346	chr10:75231272:+;chr10:75231448:+	distal	TRUE
C12orf65	23.9895833333333	6.17629694041818e-06	0.000103192736521369	1	0.3875	0.6125	chr12:123257541:+_vs_chr12:123257932:+	1.4	chr12:123257036:+;chr12:123257541:+;chr12:123257932:+	distal	TRUE
ZRANB2	31.8234989429175	6.43902989242118e-06	0.000106387082778114	0.464	0.455813953488372	0.00818604651162796	chr1:71068221:-_vs_chr1:71065064:-	-0.49906976744186	chr1:71063291:-;chr1:71065064:-;chr1:71068221:-;chr1:71069752:-;chr1:71070919:-;chr1:71072501:-	proximal	TRUE
TMEM30A	23.876043956044	6.53706690857501e-06	0.000106819983440121	0.666666666666667	0.397435897435897	0.269230769230769	chr6:75253773:-_vs_chr6:75253626:-	1	chr6:75252924:-;chr6:75253626:-;chr6:75253773:-	distal	TRUE
ITFG2	20.1410337913834	7.1936671307617e-06	0.000116271554602637	1	0	1	chr12:2819677:+_vs_chr12:2825066:+	2	chr12:2819677:+;chr12:2825066:+	distal	TRUE
BRWD1	23.6530523502565	7.30810775228677e-06	0.0001168511422328	0.363636363636364	0.57843137254902	-0.214795008912656	chr21:39296437:-_vs_chr21:39250818:-	-0.844474153297683	chr21:39236611:-;chr21:39250818:-;chr21:39296437:-	proximal	TRUE
PLAA	20.0562111499611	7.51988994098652e-06	0.000118174807412899	1	0.1	0.9	chr9:26907812:-_vs_chr9:26905341:-	1.8	chr9:26905341:-;chr9:26907812:-	distal	TRUE
SRSF4	29.0744466298696	7.54983638481872e-06	0.000118174807412899	0.655405405405405	0.440104166666667	0.215301238738739	chr1:29149156:-_vs_chr1:29147743:-	0.478885135135135	chr1:29147743:-;chr1:29147837:-;chr1:29149009:-;chr1:29149156:-;chr1:29177278:-	distal	TRUE
CENPV	26.3726325844824	7.96877562523888e-06	0.000123433014111773	0.80327868852459	0.864583333333333	-0.0613046448087431	chr17:16348061:-_vs_chr17:16342537:-	-0.318340163934426	chr17:16342537:-;chr17:16347508:-;chr17:16348061:-;chr17:16348150:-	proximal	TRUE
CTTNBP2	23.4559096453933	8.06517762301945e-06	0.000123638341499278	0.184615384615385	0.163551401869159	0.0210639827462258	chr7:117792055:-_vs_chr7:117735361:-	0.371531272465852	chr7:117735361:-;chr7:117792055:-;chr7:117792582:-	distal	TRUE
TPR	23.3709020024809	8.4153679882627e-06	0.000127690328556598	0.736842105263158	0.351851851851852	0.384990253411306	chr1:186355500:-_vs_chr1:186338063:-	1.12475633528265	chr1:186338063:-;chr1:186355500:-;chr1:186359936:-	distal	TRUE
SRRM2	28.8155654303195	8.52156999587343e-06	0.000127995702867311	0.527777777777778	0.352459016393443	0.175318761384335	chr16:2758536:+_vs_chr16:2771408:+	0.377732240437159	chr16:2757819:+;chr16:2758536:+;chr16:2759032:+;chr16:2760492:+;chr16:2771408:+	distal	TRUE
UBE2G1	19.3484404158891	1.08908156900162e-05	0.00016194642931054	0.111111111111111	0.909090909090909	-0.797979797979798	chr17:4272028:-_vs_chr17:4271431:-	-1.5959595959596	chr17:4271431:-;chr17:4272028:-	proximal	TRUE
MPHOSPH10	22.8326041160266	1.10144549879427e-05	0.000162163312545256	0.323529411764706	0.757575757575758	-0.434046345811052	chr2:71141261:+_vs_chr2:71149980:+	-1.13725490196078	chr2:71134678:+;chr2:71141261:+;chr2:71149980:+	proximal	TRUE
