gene_id	chisq	pvalue	adj_pvalue	ExM	ExNExM	dWARM	MPRO_comparsion	MPRO	feature_id	Note	sig
SAMD14	32.0643655881156	1.08971136334169e-07	7.81186833595571e-06	0.323076923076923	0.819444444444444	0.496367521367521	chr17:50116886:-_vs_chr17:50111309:-	0.992735042735043	chr17:50111309:-;chr17:50112671:-;chr17:50116886:-	distal	TRUE
PTPN12	31.7258581235698	1.29067661571505e-07	8.80123278461675e-06	0.315789473684211	0.728260869565217	0.412471395881007	chr7:77571115:+_vs_chr7:77637037:+	0.824942791762014	chr7:77571115:+;chr7:77571151:+;chr7:77637037:+	distal	TRUE
MKRN2	31.7046210604077	1.30445472832158e-07	8.80123278461675e-06	0.593023255813953	0.558823529411765	-0.0341997264021887	chr3:12576705:+_vs_chr3:12583355:+	-0.957592339261286	chr3:12576705:+;chr3:12583355:+;chr3:12583713:+	proximal	TRUE
NEUROD6	46.9862991610033	1.54263298460006e-07	1.01108573333501e-05	0.542502951593861	0.592239185750636	0.0497362341567754	chr7:31338259:-_vs_chr7:31337925:-	0.178705865034803	chr7:31337465:-;chr7:31337811:-;chr7:31337860:-;chr7:31337925:-;chr7:31338080:-;chr7:31338259:-;chr7:31338418:-;chr7:31338912:-;chr7:31339095:-	distal	FALSE
MSH2	30.8769661710838	1.97311313185909e-07	1.25731153457909e-05	0.264705882352941	0.75	0.485294117647059	chr2:47482839:+_vs_chr2:47483223:+	1.19117647058824	chr2:47471005:+;chr2:47482839:+;chr2:47483223:+	distal	TRUE
OAZ1	30.7067492043518	2.14839499366074e-07	1.300068477589e-05	0.711065573770492	0.64027149321267	-0.070794080557822	chr19:2273325:+_vs_chr19:2273488:+	-0.370577108523107	chr19:2273241:+;chr19:2273325:+;chr19:2273488:+	proximal	TRUE
USP33	33.8283650807981	2.15355719914481e-07	1.300068477589e-05	0.69811320754717	0.442424242424242	-0.255688965122927	chr1:77722738:-_vs_chr1:77695987:-	-0.705317324185249	chr1:77695987:-;chr1:77711770:-;chr1:77722738:-;chr1:77739275:-	proximal	TRUE
RPIA	30.3539402173913	2.56286440776611e-07	1.50748998754243e-05	0.782608695652174	0.375	-0.407608695652174	chr2:88750449:+_vs_chr2:88750929:+	-1.05570652173913	chr2:88750266:+;chr2:88750449:+;chr2:88750929:+	proximal	TRUE
BRWD1	36.0923407918525	2.76984484864344e-07	1.58850602069702e-05	0.618534482758621	0.731958762886598	0.113424280127977	chr21:39296437:-_vs_chr21:39250818:-	0.522396018485602	chr21:39236611:-;chr21:39250818:-;chr21:39296437:-;chr21:39296775:-;chr21:39298077:-	distal	TRUE
ARPP21	43.3587797426068	2.84358184583923e-07	1.59101872057444e-05	0.479220779220779	0.37173579109063	-0.107484988130149	chr3:35652381:+_vs_chr3:35794446:+	-0.247214076246334	chr3:35640333:+;chr3:35652381:+;chr3:35682883:+;chr3:35687847:+;chr3:35707004:+;chr3:35717344:+;chr3:35794101:+;chr3:35794446:+	proximal	TRUE
INHBA	29.6154481881755	3.70755102237526e-07	2.00295629292621e-05	0.418181818181818	0.375	-0.0431818181818182	chr7:41688965:-_vs_chr7:41688851:-	-1.05909090909091	chr7:41688851:-;chr7:41688965:-;chr7:41689492:-	proximal	TRUE
CALM1	38.0107914217556	3.75445163887651e-07	2.00295629292621e-05	0.575314861460957	0.452488687782805	-0.122826173678152	chr14:90403939:+_vs_chr14:90405610:+	-0.332356930371451	chr14:90403939:+;chr14:90404963:+;chr14:90405107:+;chr14:90405213:+;chr14:90405610:+;chr14:90408268:+	proximal	TRUE
PHLDA1	32.5764166407304	3.95620201390718e-07	2.06261986815979e-05	0.287037037037037	0.632352941176471	0.345315904139434	chr12:76029568:-_vs_chr12:76029049:-	0.694444444444444	chr12:76028536:-;chr12:76029049:-;chr12:76029568:-;chr12:76029656:-	distal	TRUE
ERP44	32.4639885125767	4.17814581140586e-07	2.12992588697001e-05	0.379084967320261	0.793333333333333	0.414248366013072	chr9:99982494:-_vs_chr9:99981977:-	0.716470588235294	chr9:99981977:-;chr9:99982143:-;chr9:99982393:-;chr9:99982494:-	distal	TRUE
FAM13A	37.5698659818758	4.60343820781356e-07	2.2589275909118e-05	0.746296296296296	0.630769230769231	-0.115527065527065	chr4:88989630:-_vs_chr4:88747716:-	-0.219271469271469	chr4:88727059:-;chr4:88731382:-;chr4:88747716:-;chr4:88780656:-;chr4:88781331:-;chr4:88989630:-	proximal	TRUE
NARS1	35.0078454529098	4.62814284101371e-07	2.2589275909118e-05	0.700980392156863	0.440909090909091	-0.260071301247772	chr18:57615669:-_vs_chr18:57600659:-	-0.453654188948307	chr18:57600659:-;chr18:57601123:-;chr18:57601584:-;chr18:57615669:-;chr18:57615846:-	proximal	TRUE
CTNND2	25.139652534965	5.33250120163117e-07	2.54849119927956e-05	1	0.2	-0.8	chr5:11394874:-_vs_chr5:11110870:-	-1.6	chr5:11110870:-;chr5:11394874:-	proximal	TRUE
NGLY1	25.0259331364125	5.65643842864659e-07	2.64813668475822e-05	0.394736842105263	0.918367346938776	0.523630504833512	chr3:25751143:-_vs_chr3:25719275:-	1.04726100966702	chr3:25719275:-;chr3:25751143:-	distal	TRUE
RB1CC1	41.5815096974735	6.25938119007373e-07	2.87180409000583e-05	0.46958981612447	0.343253968253968	-0.126335847870501	chr8:52657292:-_vs_chr8:52657243:-	0.440181518151815	chr8:52642537:-;chr8:52642766:-;chr8:52656995:-;chr8:52657181:-;chr8:52657243:-;chr8:52657292:-;chr8:52657598:-;chr8:52661118:-	distal	TRUE
PGM2L1	28.5118593585413	6.43766548255665e-07	2.89568717980097e-05	0.391304347826087	0.642857142857143	0.251552795031056	chr11:74336210:-_vs_chr11:74334288:-	1.35403726708075	chr11:74334288:-;chr11:74336210:-;chr11:74351528:-	distal	TRUE
KIAA1324	31.3415103415103	7.20319023663351e-07	3.17771507746871e-05	0.595238095238095	0.777777777777778	0.182539682539682	chr1:109164999:+_vs_chr1:109193572:+	0.78042328042328	chr1:109164999:+;chr1:109165302:+;chr1:109193572:+;chr1:109203229:+	distal	TRUE
CLIP1	36.1135266766098	9.01417191312935e-07	3.90160572994693e-05	0.310588235294118	0.389090909090909	0.0785026737967914	chr12:122341223:-_vs_chr12:122340982:-	0.463101604278075	chr12:122279127:-;chr12:122332988:-;chr12:122333057:-;chr12:122340982:-;chr12:122341087:-;chr12:122341223:-	distal	TRUE
KIF3A	30.8079547608517	9.32987915319858e-07	3.96347088471066e-05	0.333333333333333	0.568627450980392	0.235294117647059	chr5:132715842:-_vs_chr5:132715761:-	0.632352941176471	chr5:132702905:-;chr5:132703514:-;chr5:132715761:-;chr5:132715842:-	distal	TRUE
CIAPIN1	24.0102800604659	9.58227164064508e-07	3.99667838975269e-05	0.183333333333333	0.702702702702703	0.519369369369369	chr16:57428552:-_vs_chr16:57428189:-	1.03873873873874	chr16:57428189:-;chr16:57428552:-	distal	TRUE
ZNF711	33.2982309890387	1.03777679919428e-06	4.25117853098514e-05	0.665562913907285	0.520992366412214	-0.144570547495071	chrX:85264345:+_vs_chrX:85270103:+	-0.454577624993681	chrX:85245961:+;chrX:85255741:+;chrX:85264345:+;chrX:85270103:+;chrX:85270875:+	proximal	TRUE
ZC4H2	23.7277994987469	1.10968023785608e-06	4.46597625551202e-05	0.736842105263158	0	-0.736842105263158	chrX:64916485:-_vs_chrX:64915825:-	-1.47368421052632	chrX:64915825:-;chrX:64916485:-	proximal	TRUE
TSEN2	23.6214887152778	1.17270594502225e-06	4.63825420324316e-05	1	0.0625	-0.9375	chr3:12516961:+_vs_chr3:12533317:+	-1.875	chr3:12516961:+;chr3:12533317:+	proximal	TRUE
NSG2	27.1729401776262	1.25739292360454e-06	4.88891418093021e-05	0.533468559837728	0.380952380952381	-0.152516178885347	chr5:174107839:+_vs_chr5:174109179:+	-0.305032357770695	chr5:174107839:+;chr5:174107931:+;chr5:174109179:+	proximal	TRUE
WDR33	29.8180627332759	1.50717554942549e-06	5.76243451730345e-05	0.240740740740741	0.612403100775194	0.371662360034453	chr2:127764473:-_vs_chr2:127763113:-	0.945736434108527	chr2:127721874:-;chr2:127723313:-;chr2:127763113:-;chr2:127764473:-	distal	TRUE
CFAP97	23.0604822261072	1.56984291352543e-06	5.9036387600448e-05	0.208333333333333	0.954545454545455	0.746212121212121	chr4:185190255:-_vs_chr4:185161803:-	1.49242424242424	chr4:185161803:-;chr4:185190255:-	distal	TRUE
HSPA5	32.362915375576	1.61265780922206e-06	5.96683389412161e-05	0.566091954022989	0.535919540229885	-0.0301724137931034	chr9:125236755:-_vs_chr9:125236247:-	0.298850574712644	chr9:125236247:-;chr9:125236755:-;chr9:125236815:-;chr9:125236992:-;chr9:125240207:-	distal	TRUE
POGK	29.3237197942996	1.91470796082636e-06	6.92059862026955e-05	0.638095238095238	0.287037037037037	-0.351058201058201	chr1:166852891:+_vs_chr1:166854466:+	-0.786507936507937	chr1:166851472:+;chr1:166852891:+;chr1:166853163:+;chr1:166854466:+	proximal	TRUE
MYNN	26.3151848151848	1.93076857758174e-06	6.92059862026955e-05	0.214285714285714	0.521739130434783	0.307453416149068	chr3:169784676:+_vs_chr3:169786770:+	1.22049689440994	chr3:169784676:+;chr3:169786770:+;chr3:169787550:+	distal	TRUE
GNG2	29.2080304416433	2.02497266495192e-06	7.14659583599955e-05	0.616296296296296	0.850340136054422	0.234043839758126	chr14:51966931:+_vs_chr14:51969795:+	0.458321995464853	chr14:51966931:+;chr14:51967414:+;chr14:51967879:+;chr14:51969795:+	distal	TRUE
ZNF71	22.4862838851388	2.11649485901269e-06	7.35642304026531e-05	0.0222222222222222	0.5	0.477777777777778	chr19:56623415:+_vs_chr19:56623551:+	0.955555555555555	chr19:56623415:+;chr19:56623551:+	distal	TRUE
UBE2I	26.0548955472738	2.19913210395561e-06	7.52956574100621e-05	0.0934343434343434	0.0546448087431694	-0.038789534691174	chr16:1326766:+_vs_chr16:1327015:+	-0.162361318099023	chr16:1325350:+;chr16:1326766:+;chr16:1327015:+	proximal	FALSE
DNMT3A	25.8007819557362	2.49707383438151e-06	8.4239520236341e-05	0.402777777777778	0.170731707317073	-0.232046070460705	chr2:25234140:-_vs_chr2:25232976:-	-0.702574525745257	chr2:25232976:-;chr2:25234140:-;chr2:25234207:-	proximal	TRUE
SURF6	25.7559284707541	2.55370774967316e-06	8.49015301123221e-05	0.604166666666667	0.546511627906977	-0.0576550387596898	chr9:133331167:-_vs_chr9:133331010:-	-1.02131782945736	chr9:133331010:-;chr9:133331167:-;chr9:133334534:-	proximal	TRUE
SEC61A2	22.0272525027809	2.68806529633437e-06	8.71396995178663e-05	0.777777777777778	0.125	-0.652777777777778	chr10:12165363:+_vs_chr10:12165407:+	-1.30555555555556	chr10:12165363:+;chr10:12165407:+	proximal	TRUE
PJA1	22.0158104732203	2.70413749224168e-06	8.71396995178663e-05	1	0.827160493827161	-0.172839506172839	chrX:69161103:-_vs_chrX:69160861:-	-0.345679012345679	chrX:69160861:-;chrX:69161103:-	proximal	TRUE
FASTKD2	25.6187683284457	2.73498620980225e-06	8.71396995178663e-05	0.370967741935484	1	0.629032258064516	chr2:206791876:+_vs_chr2:206791952:+	1.45161290322581	chr2:206791819:+;chr2:206791876:+;chr2:206791952:+	distal	TRUE
CDC42BPB	25.3918251360487	3.06362234869623e-06	9.62732831220432e-05	0.226415094339623	0.567796610169492	0.341381515829869	chr14:102975725:-_vs_chr14:102963090:-	0.682763031659738	chr14:102963090:-;chr14:102968322:-;chr14:102975725:-	distal	TRUE
YWHAZ	37.8033122090688	3.30252664240677e-06	0.00010237832591461	0.498951507208388	0.560837844198635	0.0618863369902469	chr8:100919980:-_vs_chr8:100918727:-	0.138228314919215	chr8:100918576:-;chr8:100918727:-;chr8:100918853:-;chr8:100919541:-;chr8:100919700:-;chr8:100919924:-;chr8:100919980:-;chr8:100920359:-	distal	FALSE
KLF7	24.9559136515658	3.80971251983921e-06	0.000116526406940149	0.304347826086957	0.590909090909091	0.286561264822134	chr2:207080855:-_vs_chr2:207079453:-	1.24110671936759	chr2:207079302:-;chr2:207079453:-;chr2:207080855:-	distal	TRUE
SFPQ	30.4642501821136	3.93683765677131e-06	0.000118830336639913	0.311320754716981	0.464071856287425	0.152751101570444	chr1:35189013:-_vs_chr1:35188011:-	0.349542424584793	chr1:35176380:-;chr1:35183600:-;chr1:35184129:-;chr1:35188011:-;chr1:35189013:-	distal	TRUE
PPP1CB	30.3771740076502	4.10099670177184e-06	0.000122177745894345	0.7	0.555555555555555	-0.144444444444444	chr2:28800638:+_vs_chr2:28801037:+	-0.562962962962963	chr2:28799298:+;chr2:28799533:+;chr2:28799875:+;chr2:28800638:+;chr2:28801037:+	proximal	TRUE
YWHAQ	32.7136816972799	4.28958108621441e-06	0.000126157679638152	0.845643153526971	0.82504347826087	-0.0205996752661013	chr2:9584630:-_vs_chr2:9583977:-	-0.13398881472127	chr2:9583977:-;chr2:9584267:-;chr2:9584498:-;chr2:9584630:-;chr2:9584936:-;chr2:9585010:-	proximal	FALSE
SMIM14	27.4367812832329	4.76790467122334e-06	0.000138450295136536	0.34375	0.66	0.31625	chr4:39551521:-_vs_chr4:39550907:-	0.57125	chr4:39550279:-;chr4:39550907:-;chr4:39551449:-;chr4:39551521:-	distal	TRUE
SNX6	27.1820631988428	5.39197279906802e-06	0.000154614820013276	0.448979591836735	0.675925925925926	0.226946334089191	chr14:34581566:-_vs_chr14:34563019:-	0.726757369614512	chr14:34561409:-;chr14:34562403:-;chr14:34563019:-;chr14:34581566:-	distal	TRUE
NAP1L4	24.1560431290828	5.68305530215507e-06	0.000160290287729511	0.721238938053097	0.48051948051948	-0.240719457533617	chr11:2958488:-_vs_chr11:2944437:-	-0.597747385358005	chr11:2944437:-;chr11:2958488:-;chr11:2969899:-	proximal	TRUE
AKT3	20.5187878787879	5.90488064595561e-06	0.000160290287729511	0.0909090909090909	1	0.909090909090909	chr1:243645894:-_vs_chr1:243545511:-	1.81818181818182	chr1:243545511:-;chr1:243645894:-	distal	TRUE
ELAVL2	24.0617647058824	5.95736461754344e-06	0.000160290287729511	0.391666666666667	0.0625	-0.329166666666667	chr9:23691880:-_vs_chr9:23691569:-	-0.666666666666667	chr9:23690853:-;chr9:23691569:-;chr9:23691880:-	proximal	TRUE
NEUROG2	24.0429119446395	6.01378651327365e-06	0.000160290287729511	0.864406779661017	0.596153846153846	-0.268252933507171	chr4:112513643:-_vs_chr4:112513516:-	-0.852020860495437	chr4:112513516:-;chr4:112513643:-;chr4:112513726:-	proximal	TRUE
LMBR1L	20.4744326353081	6.04331423477641e-06	0.000160290287729511	0.929411764705882	0.581395348837209	-0.348016415868673	chr12:49101031:-_vs_chr12:49097139:-	-0.696032831737346	chr12:49097139:-;chr12:49101031:-	proximal	TRUE
ATRX	42.5173039148557	6.06490039142075e-06	0.000160290287729511	0.368831168831169	0.373595505617977	0.00476433678680865	chrX:77683973:-_vs_chrX:77683759:-	0.196361690743713	chrX:77523285:-;chrX:77652233:-;chrX:77682296:-;chrX:77682921:-;chrX:77683759:-;chrX:77683930:-;chrX:77683973:-;chrX:77684266:-;chrX:77684359:-;chrX:77693854:-;chrX:77696615:-	distal	FALSE
HSDL1	24.0213365346138	6.07901265582713e-06	0.000160290287729511	0.5	0.485714285714286	-0.0142857142857142	chr16:84122714:-_vs_chr16:84122281:-	-1.08067226890756	chr16:84122141:-;chr16:84122281:-;chr16:84122714:-	proximal	TRUE
MXI1	31.727335171136	6.72745104251717e-06	0.000175372416949254	0.609195402298851	0.510843373493976	-0.0983520288048747	chr10:110245953:+_vs_chr10:110285432:+	-0.314430134330425	chr10:110245953:+;chr10:110279293:+;chr10:110279938:+;chr10:110285108:+;chr10:110285432:+;chr10:110286635:+	proximal	TRUE
FANCC	20.1184742158426	7.27901717712859e-06	0.000187618712408236	0.8	0	-0.8	chr9:95100798:-_vs_chr9:95099054:-	-1.6	chr9:95099054:-;chr9:95100798:-	proximal	TRUE
AP3S1	23.5765930376053	7.59290333360464e-06	0.000193534669414323	0.835294117647059	0.527272727272727	-0.308021390374332	chr5:115913493:+_vs_chr5:115914081:+	-0.616042780748663	chr5:115913493:+;chr5:115913984:+;chr5:115914081:+	proximal	TRUE
TMED4	26.421926910299	7.78153492231431e-06	0.000196163089140539	0.442528735632184	0.448275862068966	0.0057471264367816	chr7:44579904:-_vs_chr7:44578310:-	0.53448275862069	chr7:44577894:-;chr7:44578310:-;chr7:44579380:-;chr7:44579904:-	distal	TRUE
ANKRD36C	39.7944377726674	8.27854343204144e-06	0.000206423680794599	0.435261707988981	0.34156378600823	-0.0936979219807502	chr2:95923518:-_vs_chr2:95921630:-	-0.24862258953168	chr2:95857435:-;chr2:95884196:-;chr2:95910396:-;chr2:95914133:-;chr2:95921630:-;chr2:95923518:-;chr2:95929095:-;chr2:95958613:-;chr2:95978153:-;chr2:95982321:-	proximal	TRUE
NARS2	19.7467885375494	8.84101297007659e-06	0.000217153501265967	0.222222222222222	0.944444444444444	0.722222222222222	chr11:78436253:-_vs_chr11:78435968:-	1.44444444444444	chr11:78435968:-;chr11:78436253:-	distal	TRUE
HNRNPA2B1	31.0869697166012	9.00405928278558e-06	0.000217153501265967	0.425147928994083	0.448395061728395	0.0232471327343122	chr7:26191844:-_vs_chr7:26190329:-	0.103305573818394	chr7:26189927:-;chr7:26190125:-;chr7:26190329:-;chr7:26191844:-;chr7:26196593:-;chr7:26196861:-	distal	FALSE
TCF12	26.1075750003897	9.05535144654993e-06	0.000217153501265967	0.666666666666667	0.403225806451613	-0.263440860215054	chr15:57262200:+_vs_chr15:57282497:+	-0.429618768328446	chr15:57262200:+;chr15:57263175:+;chr15:57282497:+;chr15:57286267:+	proximal	TRUE
ACIN1	26.1002238775435	9.08750484809625e-06	0.000217153501265967	0.63034188034188	0.423076923076923	-0.207264957264957	chr14:23080360:-_vs_chr14:23061315:-	-0.442307692307692	chr14:23058564:-;chr14:23061315:-;chr14:23063437:-;chr14:23080360:-	proximal	TRUE
