gene_id	chisq	pvalue	adj_pvalue	ExM	ExN2	dWARM	MPRO_comparsion	MPRO	feature_id	Note	sig
ACSL4	39.4666666666667	2.69105282987619e-09	2.77373474260964e-07	0.166666666666667	0.866666666666667	-0.7	chrX:109663318:-_vs_chrX:109642470:-	-1.4	chrX:109642470:-;chrX:109643734:-;chrX:109663318:-	proximal	TRUE
CCDC93	39.4242419557065	2.74874614132487e-09	2.77373474260964e-07	0.797297297297297	0.302631578947368	0.494665718349929	chr2:117935495:-_vs_chr2:117931123:-	1.12304409672831	chr2:117931123:-;chr2:117935495:-;chr2:117995474:-	distal	TRUE
EGLN1	38.9953667953668	3.40614938029436e-09	3.28767461924065e-07	0.130952380952381	0.7	-0.569047619047619	chr1:231366322:-_vs_chr1:231364954:-	-1.13809523809524	chr1:231364954:-;chr1:231365908:-;chr1:231366322:-	proximal	TRUE
NAP1L1	42.1227199064206	3.77860706651824e-09	3.48032041010816e-07	0.619047619047619	0.260869565217391	0.358178053830228	chr12:76056132:-_vs_chr12:76047596:-	0.65527950310559	chr12:76047596:-;chr12:76049430:-;chr12:76049566:-;chr12:76056132:-	distal	TRUE
SRSF4	45.0299925949636	3.91927974111279e-09	3.48032041010816e-07	0.699115044247788	0.440104166666667	0.259010877581121	chr1:29149156:-_vs_chr1:29147837:-	0.430033185840708	chr1:29147743:-;chr1:29147837:-;chr1:29149009:-;chr1:29149156:-;chr1:29177278:-	distal	TRUE
PRKDC	38.2780913978495	4.87548768805504e-09	4.05393227729311e-07	0.806451612903226	0.0833333333333333	0.723118279569892	chr8:47939653:-_vs_chr8:47860949:-	1.44623655913978	chr8:47860949:-;chr8:47929862:-;chr8:47939653:-	distal	TRUE
SCD	44.4807712312091	5.09760971199949e-09	4.05393227729311e-07	0.545081967213115	0.193877551020408	0.351204416192707	chr10:100360901:+_vs_chr10:100363596:+	0.588491134158581	chr10:100360901:+;chr10:100362011:+;chr10:100363234:+;chr10:100363596:+;chr10:100364826:+	distal	TRUE
IVNS1ABP	47.2245230861996	5.11306773712644e-09	4.05393227729311e-07	0.461682242990654	0.659259259259259	-0.197577016268605	chr1:185297765:-_vs_chr1:185297532:-	-0.420906888196608	chr1:185296388:-;chr1:185296909:-;chr1:185297532:-;chr1:185297765:-;chr1:185304994:-;chr1:185306519:-	proximal	TRUE
RPL13A	37.8786507580136	5.95326886598454e-09	4.55732995947782e-07	0.521501457725948	0.570695553021665	-0.0491940952957172	chr19:49491841:+_vs_chr19:49492308:+	-0.152052285322013	chr19:49491768:+;chr19:49491841:+;chr19:49492308:+	proximal	FALSE
TAOK1	43.9431860697138	6.59249030893809e-09	4.87844282861419e-07	0.669642857142857	0.541139240506329	0.128503616636528	chr17:29517491:+_vs_chr17:29547135:+	-0.627938517179023	chr17:29498521:+;chr17:29508129:+;chr17:29510957:+;chr17:29517491:+;chr17:29547135:+	proximal	TRUE
CCT8	33.5648111341316	6.89285003129658e-09	4.93617002241239e-07	0.624454148471616	0.906474820143885	-0.282020671672269	chr21:29061272:-_vs_chr21:29056326:-	-0.564041343344538	chr21:29056326:-;chr21:29061272:-	proximal	TRUE
SEMA3C	53.007361038199	1.07492838038953e-08	7.45731563895239e-07	0.458575581395349	0.404464285714286	0.0541112956810632	chr7:80761116:-_vs_chr7:80743984:-	0.231063122923588	chr7:80742538:-;chr7:80742836:-;chr7:80743612:-;chr7:80743984:-;chr7:80744049:-;chr7:80744367:-;chr7:80744420:-;chr7:80761116:-;chr7:80761617:-	distal	TRUE
CAMK1	32.5272641062115	1.17532077257556e-08	7.90670337914469e-07	1	0.263157894736842	0.736842105263158	chr3:9758800:-_vs_chr3:9757347:-	1.47368421052632	chr3:9757347:-;chr3:9758800:-	distal	TRUE
ANKRD13C	36.4416762672811	1.22121053708811e-08	7.97378644804592e-07	0.732142857142857	0.145161290322581	0.586981566820277	chr1:70274772:-_vs_chr1:70262619:-	1.17396313364055	chr1:70262619:-;chr1:70262677:-;chr1:70274772:-	distal	TRUE
TPM3	45.1671626968295	1.34166016527086e-08	8.50995876257514e-07	0.615325670498084	0.494736842105263	0.120588828392821	chr1:154156838:-_vs_chr1:154156364:-	0.415406331921758	chr1:154156364:-;chr1:154156838:-;chr1:154158612:-;chr1:154170678:-;chr1:154172030:-;chr1:154173157:-	distal	TRUE
IDS	39.3198051948052	1.48494446356118e-08	8.97180299809797e-07	0.636363636363636	0.25	0.386363636363636	chrX:149487138:-_vs_chrX:149481795:-	1.11363636363636	chrX:149478769:-;chrX:149479371:-;chrX:149481795:-;chrX:149487138:-	distal	TRUE
MPPED1	36.0367071083514	1.495300499683e-08	8.97180299809797e-07	0.538071065989848	0.866666666666667	-0.328595600676819	chr22:43506920:+_vs_chr22:43507843:+	-0.657191201353638	chr22:43506920:+;chr22:43507714:+;chr22:43507843:+	proximal	TRUE
DHX15	31.9533092570755	1.57923107913093e-08	9.03997984450346e-07	1	0.46875	0.53125	chr4:24539623:-_vs_chr4:24527475:-	1.0625	chr4:24527475:-;chr4:24539623:-	distal	TRUE
GOLGA5	35.9162790697674	1.58810456727763e-08	9.03997984450346e-07	0.5	0.534883720930233	-0.0348837209302325	chr14:92839814:+_vs_chr14:92839941:+	-1.3953488372093	chr14:92811631:+;chr14:92839814:+;chr14:92839941:+	proximal	TRUE
STIP1	38.5950901082547	2.11462526493692e-08	1.17361702203999e-06	0.656934306569343	0.78030303030303	-0.123368723733687	chr11:64197315:+_vs_chr11:64197975:+	-0.416224286662243	chr11:64197315:+;chr11:64197895:+;chr11:64197975:+;chr11:64204541:+	proximal	TRUE
RBCK1	31.1182846257716	2.42773713854617e-08	1.30456154704567e-06	0.962962962962963	0.0625	0.900462962962963	chr20:410764:+_vs_chr20:430966:+	1.80092592592593	chr20:410764:+;chr20:430966:+	distal	TRUE
SMIM14	38.2781086701811	2.46808941332965e-08	1.30456154704567e-06	0.455026455026455	0.635658914728682	-0.180632459702227	chr4:39551521:-_vs_chr4:39551076:-	-0.792174234034699	chr4:39550907:-;chr4:39551076:-;chr4:39551449:-;chr4:39551521:-	proximal	TRUE
SREK1	37.9318523635696	2.92194811471434e-08	1.48897937778722e-06	0.427083333333333	0.357723577235772	0.069359756097561	chr5:66164808:+_vs_chr5:66170611:+	0.872713414634146	chr5:66164808:+;chr5:66170611:+;chr5:66177566:+;chr5:66180668:+	distal	TRUE
ZNF146	37.8902450002453	2.98181559090782e-08	1.48897937778722e-06	0.436426116838488	0.707482993197279	-0.271056876358791	chr19:36237643:+_vs_chr19:36238765:+	-0.627182831895645	chr19:36237463:+;chr19:36237643:+;chr19:36237912:+;chr19:36238765:+	proximal	TRUE
HSP90AB1	40.756801480579	3.01820144146058e-08	1.48897937778722e-06	0.515845070422535	0.573656845753899	-0.0578117753313642	chr6:44251139:+_vs_chr6:44253883:+	-0.237332138411056	chr6:44250383:+;chr6:44250447:+;chr6:44251139:+;chr6:44252254:+;chr6:44253883:+	proximal	TRUE
PABPN1	34.5719834356198	3.11020619968404e-08	1.50101255723882e-06	0.492857142857143	0.645454545454546	-0.152597402597403	chr14:23325369:+_vs_chr14:23326163:+	-0.91038961038961	chr14:23325304:+;chr14:23325369:+;chr14:23326163:+	proximal	TRUE
PACC1	30.1457299150289	4.0076862803443e-08	1.89299224305624e-06	0.753623188405797	0.224489795918367	0.52913339248743	chr1:212365268:-_vs_chr1:212364478:-	1.05826678497486	chr1:212364478:-;chr1:212365268:-	distal	TRUE
TRIM46	33.9790745652815	4.1834801056562e-08	1.93485954886599e-06	0.724137931034483	0.361111111111111	0.363026819923372	chr1:155181075:+_vs_chr1:155184952:+	1.4463601532567	chr1:155180628:+;chr1:155181075:+;chr1:155184952:+	distal	TRUE
CEP170	49.8198386975259	4.42580800645411e-08	2.00516199476084e-06	0.52113309352518	0.629347826086957	-0.108214732561777	chr1:243185790:-_vs_chr1:243125211:-	-0.156490459806068	chr1:243125211:-;chr1:243164980:-;chr1:243165527:-;chr1:243165893:-;chr1:243172730:-;chr1:243172775:-;chr1:243185790:-;chr1:243191027:-;chr1:243191331:-	proximal	FALSE
TUBB2B	33.686679942646	4.84206253054135e-08	2.10699493732078e-06	0.0780126849894292	0.114838393731636	-0.0368257087422065	chr6:3224496:-_vs_chr6:3224264:-	-0.073651417484413	chr6:3224264:-;chr6:3224403:-;chr6:3224496:-	proximal	FALSE
RPL4	39.7385850037366	4.90211655744914e-08	2.10699493732078e-06	0.476426799007444	0.495163240628779	-0.0187364416213345	chr15:66499522:-_vs_chr15:66499320:-	-0.0888747033284225	chr15:66498470:-;chr15:66498961:-;chr15:66499320:-;chr15:66499522:-;chr15:66501789:-	proximal	FALSE
MAP2	62.1359426216088	4.93530345678742e-08	2.10699493732078e-06	0.493243243243243	0.509803921568627	-0.0165606783253842	chr2:209693923:+_vs_chr2:209725730:+	-0.124748277689454	chr2:209580099:+;chr2:209679812:+;chr2:209681172:+;chr2:209692830:+;chr2:209692958:+;chr2:209693544:+;chr2:209693923:+;chr2:209695108:+;chr2:209696647:+;chr2:209725730:+;chr2:209729898:+;chr2:209730502:+;chr2:209730895:+;chr2:209733900:+;chr2:209734112:+	proximal	FALSE
GNG2	36.5736812531703	5.66333551148961e-08	2.37218959160508e-06	0.616296296296296	0.883495145631068	-0.267198849334772	chr14:51966931:+_vs_chr14:51969795:+	-0.53143473570658	chr14:51966931:+;chr14:51967414:+;chr14:51967879:+;chr14:51969795:+	proximal	TRUE
TOP1	39.2763103505291	6.10841375103899e-08	2.51123676431603e-06	0.60546875	0.19047619047619	0.41499255952381	chr20:41081225:+_vs_chr20:41097329:+	0.710565476190476	chr20:41076279:+;chr20:41081225:+;chr20:41084532:+;chr20:41097329:+;chr20:41100088:+	distal	TRUE
VCAN	39.0971777893351	6.65177755826177e-08	2.61711009382779e-06	0.305084745762712	0.207142857142857	0.0979418886198548	chr5:83538176:+_vs_chr5:83580635:+	0.515496368038741	chr5:83537169:+;chr5:83538176:+;chr5:83539490:+;chr5:83580635:+;chr5:83581922:+	distal	TRUE
MARS1	29.1613358998533	6.65949637760401e-08	2.61711009382779e-06	0.988372093023256	0.621621621621622	0.366750471401634	chr12:57512502:+_vs_chr12:57516577:+	0.733500942803268	chr12:57512502:+;chr12:57516577:+	distal	TRUE
ZEB2	36.2224902598266	6.71960699766595e-08	2.61711009382779e-06	0.199376947040498	0.467836257309941	-0.268459310269443	chr2:144399519:-_vs_chr2:144388016:-	-0.518773569437613	chr2:144388016:-;chr2:144396413:-;chr2:144398673:-;chr2:144399519:-	proximal	TRUE
UBA52	32.6896343034278	7.97142755034066e-08	3.05113261409591e-06	0.0389221556886228	0.161654135338346	-0.122731979649723	chr19:18575241:+_vs_chr19:18577460:+	-0.245463959299446	chr19:18575241:+;chr19:18577338:+;chr19:18577460:+	proximal	TRUE
RAF1	28.7165076480524	8.37864745527309e-08	3.15264361876377e-06	0.75	0.262295081967213	0.487704918032787	chr3:12600154:-_vs_chr3:12583601:-	0.975409836065574	chr3:12583601:-;chr3:12600154:-	distal	TRUE
AMZ2	28.631916385722	8.75275679169104e-08	3.23852001292568e-06	0.928571428571429	0.346153846153846	0.582417582417582	chr17:68257076:+_vs_chr17:68257141:+	1.16483516483516	chr17:68257076:+;chr17:68257141:+	distal	TRUE
LINC01551	40.8939916402145	9.85700227570829e-08	3.58510297211679e-06	0.4375	0.572972972972973	-0.135472972972973	chr14:28793232:+_vs_chr14:28793966:+	-0.430011261261261	chr14:28778560:+;chr14:28792118:+;chr14:28792278:+;chr14:28793232:+;chr14:28793405:+;chr14:28793966:+	proximal	TRUE
GNPAT	32.2337029022026	1.00124497419478e-07	3.58510297211679e-06	0.639344262295082	0.455357142857143	0.183987119437939	chr1:231277797:+_vs_chr1:231277891:+	0.861533957845433	chr1:231276180:+;chr1:231277797:+;chr1:231277891:+	distal	TRUE
HIKESHI	31.9744816586922	1.13980229464022e-07	4.01644618111316e-06	0.272727272727273	0.7	-0.427272727272727	chr11:86345663:+_vs_chr11:86345931:+	-0.854545454545454	chr11:86345663:+;chr11:86345795:+;chr11:86345931:+	proximal	TRUE
PSMD9	28.0503015350877	1.18202692057913e-07	4.10015588075886e-06	0.0277777777777778	0.736842105263158	-0.70906432748538	chr12:121916644:+_vs_chr12:121917863:+	-1.41812865497076	chr12:121916644:+;chr12:121917863:+	proximal	TRUE
RFXAP	27.6941582078968	1.4209115595977e-07	4.85295948047214e-06	0.317073170731707	0.921052631578947	-0.60397946084724	chr13:36828649:+_vs_chr13:36829104:+	-1.20795892169448	chr13:36828649:+;chr13:36829104:+	proximal	TRUE
MCUR1	34.5956438502338	1.48303596210579e-07	4.98839369071947e-06	0.333333333333333	0.611111111111111	-0.277777777777778	chr6:13790788:-_vs_chr6:13786553:-	-0.697916666666667	chr6:13786553:-;chr6:13786740:-;chr6:13790788:-;chr6:13798839:-	proximal	TRUE
ELAVL2	31.3604778719397	1.54938288816885e-07	5.13377613691768e-06	0.391666666666667	0.0593220338983051	0.332344632768362	chr9:23691880:-_vs_chr9:23691569:-	0.781073446327684	chr9:23690853:-;chr9:23691569:-;chr9:23691880:-	distal	TRUE
YWHAZ	46.8896685504119	1.60946660636083e-07	5.25443509723682e-06	0.554972627737226	0.607142857142857	-0.0521702294056309	chr8:100919924:-_vs_chr8:100919700:-	-0.143835908616931	chr8:100918576:-;chr8:100918727:-;chr8:100918853:-;chr8:100919541:-;chr8:100919700:-;chr8:100919924:-;chr8:100919980:-;chr8:100920322:-;chr8:100920359:-	proximal	FALSE
MSH2	31.2201680672269	1.66198324863953e-07	5.34725045214456e-06	0.264705882352941	0.785714285714286	-0.521008403361344	chr2:47482839:+_vs_chr2:47483223:+	-1.22689075630252	chr2:47471005:+;chr2:47482839:+;chr2:47483223:+	proximal	TRUE
ZNF277	31.1628787878788	1.71027855860856e-07	5.42402628587285e-06	0.727272727272727	0.125	0.602272727272727	chr7:112330284:+_vs_chr7:112343028:+	1.42045454545455	chr7:112330284:+;chr7:112343028:+;chr7:112343223:+	distal	TRUE
CUL1	37.0601890405236	1.75059847523563e-07	5.47370227468044e-06	0.667647058823529	0.285714285714286	0.381932773109244	chr7:148731567:+_vs_chr7:148801110:+	0.601920768307323	chr7:148731567:+;chr7:148759579:+;chr7:148798029:+;chr7:148801017:+;chr7:148801110:+	distal	TRUE
GORASP2	30.7620582138339	2.0897961890933e-07	6.40658807858576e-06	0.695121951219512	0.482758620689655	0.212363330529857	chr2:170966916:+_vs_chr2:170967135:+	1.19764507989907	chr2:170966483:+;chr2:170966916:+;chr2:170967135:+	distal	TRUE
CAPRIN1	36.6697968291462	2.10667085467009e-07	6.40658807858576e-06	0.78448275862069	0.576271186440678	0.208211572180012	chr11:34071761:+_vs_chr11:34099056:+	0.439898694720436	chr11:34071761:+;chr11:34091967:+;chr11:34099056:+;chr11:34100493:+;chr11:34101141:+	distal	TRUE
RANBP3	26.2882164359997	2.94077489599869e-07	8.82232468799606e-06	1	0.285714285714286	0.714285714285714	chr19:5955678:-_vs_chr19:5916139:-	1.42857142857143	chr19:5916139:-;chr19:5955678:-	distal	TRUE
CAMK2G	25.9780092592593	3.45328618899836e-07	1.02217271194351e-05	1	0	1	chr10:73825328:-_vs_chr10:73812529:-	2	chr10:73812529:-;chr10:73825328:-	distal	TRUE
SPIRE1	32.3529385100524	4.4095662521328e-07	1.28805751049142e-05	0.528052805280528	0.634920634920635	-0.106867829640107	chr18:12479790:-_vs_chr18:12449084:-	-0.460946094609461	chr18:12449084:-;chr18:12479790:-;chr18:12493116:-;chr18:12546852:-	proximal	TRUE
RPL15	37.487872360658	4.78120568753144e-07	1.37847748393764e-05	0.549789029535865	0.483964365256125	0.0658246642797403	chr3:23919552:+_vs_chr3:23919783:+	0.141679118152857	chr3:23919552:+;chr3:23919656:+;chr3:23919783:+;chr3:23920585:+;chr3:23920772:+;chr3:23920847:+	distal	FALSE
SEPTIN7	32.153266277511	4.85832226715123e-07	1.38275326065073e-05	0.305232558139535	0.452941176470588	-0.147708618331053	chr7:35882569:+_vs_chr7:35903104:+	-0.381019151846785	chr7:35882569:+;chr7:35898297:+;chr7:35903104:+;chr7:35905307:+	proximal	TRUE
NEMF	37.2028703242723	5.4539604258728e-07	1.532631917144e-05	0.460240963855422	0.348484848484849	0.111756115370573	chr14:49832248:-_vs_chr14:49828696:-	0.526834611171961	chr14:49789288:-;chr14:49795786:-;chr14:49799479:-;chr14:49825884:-;chr14:49828696:-;chr14:49832248:-	distal	TRUE
NEXMIF	28.8111888111888	5.54280807653888e-07	1.53812924123954e-05	0.777777777777778	0.295454545454545	0.482323232323232	chrX:74743292:-_vs_chrX:74742967:-	1.36868686868687	chrX:74742967:-;chrX:74743292:-;chrX:74743405:-	distal	TRUE
TTC3	48.1772860836299	5.76077025113649e-07	1.56880191640714e-05	0.364456233421751	0.464251207729469	-0.0997949743077179	chr21:37160839:+_vs_chr21:37187097:+	-0.173169825343738	chr21:37095368:+;chr21:37129034:+;chr21:37153179:+;chr21:37160839:+;chr21:37164198:+;chr21:37165784:+;chr21:37172740:+;chr21:37182916:+;chr21:37187097:+;chr21:37197695:+;chr21:37203104:+	proximal	FALSE
CCDC112	43.9443875421584	5.828902385896e-07	1.56880191640714e-05	0.44493006993007	0.413602941176471	0.0313271287535994	chr5:115271504:-_vs_chr5:115271289:-	-0.33247634718223	chr5:115267190:-;chr5:115269704:-;chr5:115271289:-;chr5:115271449:-;chr5:115271504:-;chr5:115275542:-;chr5:115276011:-;chr5:115279659:-;chr5:115284798:-	proximal	TRUE
RTN3	34.506771389835	5.86534049827895e-07	1.56880191640714e-05	0.33957654723127	0.473101265822785	-0.133524718591514	chr11:63758424:+_vs_chr11:63759888:+	-0.325176266853585	chr11:63758424:+;chr11:63759054:+;chr11:63759297:+;chr11:63759757:+;chr11:63759888:+	proximal	TRUE
FNBP1	28.6206155197336	6.09694539652366e-07	1.61133556908125e-05	0.548387096774194	0.337209302325581	0.211177794448612	chr9:129923706:-_vs_chr9:129908912:-	0.907726931732933	chr9:129902985:-;chr9:129908912:-;chr9:129923706:-	distal	TRUE
F2R	34.3584190304354	6.29128122622538e-07	1.64313462614357e-05	0.365702479338843	0.446428571428571	-0.0807260920897284	chr5:76733535:+_vs_chr5:76735509:+	-0.505165289256198	chr5:76733535:+;chr5:76734135:+;chr5:76735154:+;chr5:76735509:+;chr5:76735770:+	proximal	TRUE
AFF4	28.4126755189255	6.76497043615414e-07	1.74630632189095e-05	0.428571428571429	0.722222222222222	-0.293650793650794	chr5:132896713:-_vs_chr5:132896336:-	-1.32222222222222	chr5:132896336:-;chr5:132896713:-;chr5:132896758:-	proximal	TRUE
FMNL2	28.3101015621005	7.12097653568903e-07	1.81707677117582e-05	0.317073170731707	0.229166666666667	0.0879065040650407	chr2:152618978:+_vs_chr2:152649826:+	0.702235772357723	chr2:152618891:+;chr2:152618978:+;chr2:152649826:+	distal	TRUE
ANKRD36C	38.8930734592126	7.5114454017262e-07	1.89493281725366e-05	0.384751773049645	0.451515151515151	-0.0667633784655061	chr2:95927237:-_vs_chr2:95921630:-	0.373307543520309	chr2:95857435:-;chr2:95887948:-;chr2:95914133:-;chr2:95921630:-;chr2:95927237:-;chr2:95958613:-;chr2:95978153:-	distal	TRUE
STMN1	38.7725698333581	7.93109852083336e-07	1.96132364332142e-05	0.470584753787879	0.494230769230769	-0.0236460154428905	chr1:25901556:-_vs_chr1:25900120:-	-0.0570570054945055	chr1:25900120:-;chr1:25900262:-;chr1:25900521:-;chr1:25900561:-;chr1:25901046:-;chr1:25901556:-;chr1:25903649:-	proximal	FALSE
NUDT15	24.3696116056072	7.95131206751928e-07	1.96132364332142e-05	0.105263157894737	1	-0.894736842105263	chr13:48047133:+_vs_chr13:48047208:+	-1.78947368421053	chr13:48047133:+;chr13:48047208:+	proximal	TRUE
FBXO11	31.0599996876562	8.25676338983194e-07	2.01428733246449e-05	0.277777777777778	0.482758620689655	-0.204980842911877	chr2:47813282:-_vs_chr2:47806965:-	-0.807881773399015	chr2:47806920:-;chr2:47806965:-;chr2:47809601:-;chr2:47813282:-	proximal	TRUE
USP1	27.9861814299061	8.37293881689527e-07	2.02042654059864e-05	0.307692307692308	0.9	-0.592307692307692	chr1:62440011:+_vs_chr1:62451733:+	-1.18461538461538	chr1:62440011:+;chr1:62442293:+;chr1:62451733:+	proximal	TRUE
PAXBP1	24.168008118701	8.82867383099797e-07	2.10748988223823e-05	0.0212765957446809	0.5	-0.478723404255319	chr21:32769897:-_vs_chr21:32744799:-	-0.957446808510638	chr21:32744799:-;chr21:32769897:-	proximal	TRUE
PPP2R5E	33.476693538047	9.53984904726879e-07	2.25302817924859e-05	0.290697674418605	0.461805555555556	-0.171107881136951	chr14:63376081:-_vs_chr14:63374241:-	-0.469638242894057	chr14:63374241:-;chr14:63374685:-;chr14:63375842:-;chr14:63376003:-;chr14:63376081:-	proximal	TRUE
RAB10	27.6864352866332	9.72673235316152e-07	2.27298377094932e-05	0.48936170212766	0.941860465116279	-0.45249876298862	chr2:26135473:+_vs_chr2:26137411:+	-0.904997525977239	chr2:26135473:+;chr2:26136917:+;chr2:26137411:+	proximal	TRUE
CYP51A1	33.3155539215686	1.02933185215206e-06	2.38032990810165e-05	0.270833333333333	0.300675675675676	-0.0298423423423423	chr7:92127543:-_vs_chr7:92113661:-	-0.404166666666667	chr7:92113276:-;chr7:92113587:-;chr7:92113661:-;chr7:92118576:-;chr7:92127543:-	proximal	TRUE
PPP1CB	30.5278556180196	1.0686455541975e-06	2.44576611373036e-05	0.518018018018018	0.480874316939891	0.0371437010781272	chr2:28799875:+_vs_chr2:28801037:+	0.703367301727957	chr2:28799298:+;chr2:28799875:+;chr2:28801037:+;chr2:28801653:+	distal	TRUE
