gene_id	chisq	pvalue	adj_pvalue	ExN1	ExNExM	dWARM	MPRO_comparsion	MPRO	feature_id	Note	sig
ATXN2	38.2538847117794	2.71131868981779e-06	7.84022987805644e-05	0.53024453024453	0.699134199134199	0.168889668889669	chr12:111509941:-_vs_chr12:111488731:-	0.276412776412776	chr12:111452214:-;chr12:111488731:-;chr12:111509567:-;chr12:111509941:-;chr12:111518395:-;chr12:111519880:-;chr12:111519935:-;chr12:111520927:-	distal	TRUE
NUP93	21.8147701725165	3.00279635181812e-06	8.56413973217168e-05	0.615384615384615	0.152173913043478	-0.463210702341137	chr16:56844765:+_vs_chr16:56844954:+	-0.926421404682274	chr16:56844765:+;chr16:56844954:+	proximal	TRUE
GTF2I	30.9558169934641	3.12558875190734e-06	8.79388619117715e-05	0.672839506172839	0.503086419753086	-0.169753086419753	chr7:74698999:+_vs_chr7:74760692:+	-0.481481481481481	chr7:74698999:+;chr7:74716932:+;chr7:74735492:+;chr7:74749451:+;chr7:74760692:+	proximal	TRUE
RNF20	28.272496348107	3.18380053810477e-06	8.83823029377884e-05	0.339285714285714	0.58641975308642	0.247134038800705	chr9:101552714:+_vs_chr9:101563344:+	0.58531746031746	chr9:101552562:+;chr9:101552714:+;chr9:101554757:+;chr9:101563344:+	distal	TRUE
CASC3	25.2262918354297	3.32797709442155e-06	9.11690567182323e-05	0.46031746031746	0.130434782608696	-0.329882677708765	chr17:40161839:+_vs_chr17:40172167:+	-0.659765355417529	chr17:40161839:+;chr17:40169662:+;chr17:40172167:+	proximal	TRUE
NSG2	21.5282630526304	3.48652155013223e-06	9.42719203555234e-05	0.549132947976879	0.380952380952381	-0.168180567024498	chr5:174107839:+_vs_chr5:174109179:+	-0.336361134048995	chr5:174107839:+;chr5:174109179:+	proximal	TRUE
C11orf58	25.056353384913	3.62311395816636e-06	9.67092725756712e-05	0.484042553191489	0.772	0.287957446808511	chr11:16755063:+_vs_chr11:16755892:+	0.575914893617021	chr11:16755063:+;chr11:16755325:+;chr11:16755892:+	distal	TRUE
QDPR	24.9673073538422	3.78807085792762e-06	9.98324496988014e-05	0.330645161290323	0.735294117647059	0.404648956356736	chr4:17486666:-_vs_chr4:17486398:-	0.809297912713473	chr4:17486398:-;chr4:17486525:-;chr4:17486666:-	distal	TRUE
PNISR	35.2459767296102	3.86146923482276e-06	0.000100494736836262	0.501937984496124	0.567307692307692	0.0653697078115683	chr6:99401599:-_vs_chr6:99401446:-	0.333855098389982	chr6:99400821:-;chr6:99401446:-;chr6:99401513:-;chr6:99401599:-;chr6:99402574:-;chr6:99408182:-;chr6:99412176:-	distal	TRUE
BNIP3	24.8958545011177	3.92585164535298e-06	0.000100908927476851	0.868421052631579	0.405405405405405	-0.463015647226173	chr10:131968375:-_vs_chr10:131967686:-	-0.926031294452347	chr10:131967686:-;chr10:131968078:-;chr10:131968375:-	proximal	TRUE
BDP1	27.7730007558579	4.05312269102975e-06	0.000102909773691755	0.37037037037037	0.495238095238095	0.124867724867725	chr5:71486619:+_vs_chr5:71489580:+	0.804232804232804	chr5:71458834:+;chr5:71461877:+;chr5:71486619:+;chr5:71489580:+	distal	TRUE
WDR33	27.7285940803383	4.14102397793972e-06	0.000103874842434584	0.260416666666667	0.612403100775194	0.351986434108527	chr2:127764473:-_vs_chr2:127723313:-	0.779796511627907	chr2:127721874:-;chr2:127723313:-;chr2:127763113:-;chr2:127764473:-	distal	TRUE
TMED4	27.689662106397	4.21965131338007e-06	0.000104587071838777	0.302564102564103	0.566666666666667	0.264102564102564	chr7:44579904:-_vs_chr7:44578310:-	0.641025641025641	chr7:44578310:-;chr7:44579163:-;chr7:44579380:-;chr7:44579904:-	distal	TRUE
TNIK	24.7208556149733	4.28483802332505e-06	0.000104953326641915	0.466666666666667	0.520833333333333	0.0541666666666666	chr3:171211214:-_vs_chr3:171063261:-	1.26666666666667	chr3:171063261:-;chr3:171211214:-;chr3:171346934:-	distal	TRUE
MYEF2	32.6813392748651	4.35343140600294e-06	0.000105393537061606	0.614814814814815	0.5075	-0.107314814814815	chr15:48166011:-_vs_chr15:48141797:-	-0.312962962962963	chr15:48141797:-;chr15:48142016:-;chr15:48142197:-;chr15:48143045:-;chr15:48158842:-;chr15:48166011:-	proximal	TRUE
PRKRA	24.6062824051954	4.53746894443798e-06	0.000107526393098276	0.576086956521739	0.512820512820513	-0.0632664437012264	chr2:178431792:-_vs_chr2:178431544:-	-0.748049052396878	chr2:178431418:-;chr2:178431544:-;chr2:178431792:-	proximal	TRUE
MATR3	41.2189795693253	4.56315300837241e-06	0.000107526393098276	0.411069651741294	0.37077108019921	-0.0402985715420835	chr5:139317713:+_vs_chr5:139330395:+	-0.0819886271886318	chr5:139317713:+;chr5:139319032:+;chr5:139319480:+;chr5:139322506:+;chr5:139322957:+;chr5:139325489:+;chr5:139329379:+;chr5:139329429:+;chr5:139329704:+;chr5:139330395:+	proximal	FALSE
CDC42	30.1339777807721	4.59646925348056e-06	0.000107526393098276	0.536036036036036	0.404464285714286	-0.13157175032175	chr1:22090807:+_vs_chr1:22092943:+	-0.313030888030888	chr1:22090127:+;chr1:22090807:+;chr1:22091599:+;chr1:22092414:+;chr1:22092943:+	proximal	TRUE
RAC1	24.3645610618852	5.12038702503471e-06	0.000117585357546001	0.761467889908257	0.916666666666667	0.15519877675841	chr7:6402689:+_vs_chr7:6403967:+	0.463876146788991	chr7:6401963:+;chr7:6402689:+;chr7:6403967:+	distal	TRUE
TTC3	40.9284540983516	5.15416227295136e-06	0.000117585357546001	0.417954378219279	0.380517503805175	-0.0374368744141039	chr21:37129034:+_vs_chr21:37197695:+	-0.163793885512111	chr21:37095368:+;chr21:37129034:+;chr21:37150845:+;chr21:37153179:+;chr21:37160839:+;chr21:37165784:+;chr21:37182916:+;chr21:37187097:+;chr21:37197695:+;chr21:37203104:+	proximal	FALSE
NEDD4L	36.7472539125168	5.23704829373955e-06	0.000117585357546001	0.600840336134454	0.569858712715856	-0.0309816234185982	chr18:58373259:+_vs_chr18:58396578:+	-0.253232062055591	chr18:58045470:+;chr18:58245507:+;chr18:58323309:+;chr18:58325088:+;chr18:58341097:+;chr18:58373259:+;chr18:58383306:+;chr18:58396578:+	proximal	TRUE
CEBPG	27.2185508935509	5.29781043827954e-06	0.000117585357546001	0.544444444444445	0.470588235294118	-0.0738562091503268	chr19:33379561:+_vs_chr19:33379996:+	0.980392156862745	chr19:33379561:+;chr19:33379996:+;chr19:33380381:+;chr19:33381978:+	distal	TRUE
STX7	24.2733620425258	5.3592794587113e-06	0.000117585357546001	0.482142857142857	0.591666666666667	0.10952380952381	chr6:132459738:-_vs_chr6:132459513:-	0.720238095238095	chr6:132457915:-;chr6:132459513:-;chr6:132459738:-	distal	TRUE
ANKZF1	24.2700110347169	5.36826647916086e-06	0.000117585357546001	0.588235294117647	0.484848484848485	-0.103386809269162	chr2:219234735:+_vs_chr2:219236647:+	-1.19429590017825	chr2:219234232:+;chr2:219234735:+;chr2:219236647:+	proximal	TRUE
AFDN	27.1706364486495	5.4218032297868e-06	0.000117585357546001	0.476190476190476	0.314465408805031	-0.161725067385445	chr6:167880492:+_vs_chr6:167964297:+	-0.549865229110512	chr6:167872321:+;chr6:167880492:+;chr6:167890915:+;chr6:167964297:+	proximal	TRUE
WDR86	20.5545948616601	5.79545147898678e-06	0.000124393092569593	1	0.318181818181818	-0.681818181818182	chr7:151406899:-_vs_chr7:151381124:-	-1.36363636363636	chr7:151381124:-;chr7:151406899:-	proximal	TRUE
CWC22	20.4552560935441	6.10416884445901e-06	0.00012968244422616	0.173913043478261	0.875	0.701086956521739	chr2:179981847:-_vs_chr2:179945617:-	1.40217391304348	chr2:179945617:-;chr2:179981847:-	distal	TRUE
