gene_id	chisq	pvalue	adj_pvalue	IP	PgS	dWARM	MPRO_comparsion	MPRO	feature_id	Note	sig
FNBP1L	53.6019588645508	8.87430321630648e-10	7.45963488005998e-08	0.413654618473896	0.290229885057471	0.123424733416424	chr1:93523489:+_vs_chr1:93530804:+	0.621936019941836	chr1:93523489:+;chr1:93530804:+;chr1:93530882:+;chr1:93552649:+;chr1:93553107:+;chr1:93553139:+;chr1:93554661:+	distal	TRUE
MSMO1	47.2145404933445	1.37580295511484e-09	1.09223467936617e-07	0.642561983471074	0.6875	-0.0449380165289256	chr4:165342063:+_vs_chr4:165343006:+	-0.426265495867769	chr4:165341915:+;chr4:165342063:+;chr4:165343006:+;chr4:165343070:+;chr4:165343164:+	proximal	TRUE
ERP44	42.8809486659385	2.60848201642229e-09	1.96185305340393e-07	0.414141414141414	0.384615384615385	0.0295260295260296	chr9:99982494:-_vs_chr9:99982393:-	0.801864801864802	chr9:99981711:-;chr9:99981977:-;chr9:99982393:-;chr9:99982494:-	distal	TRUE
EWSR1	45.7543568707958	2.77045212006496e-09	1.97948803978642e-07	0.777217741935484	0.769867549668874	0.0073501922666096	chr22:29300218:+_vs_chr22:29300519:+	0.232188634907071	chr22:29288048:+;chr22:29290845:+;chr22:29300218:+;chr22:29300336:+;chr22:29300519:+	distal	TRUE
NREP	45.552817766379	3.05124840336412e-09	2.01051837789571e-07	0.675052410901468	0.430555555555556	0.244496855345912	chr5:111730035:-_vs_chr5:111729303:-	0.64622641509434	chr5:111729303:-;chr5:111729731:-;chr5:111729940:-;chr5:111730035:-;chr5:111734729:-	distal	TRUE
HMGCS1	42.5308979645143	3.09526972104308e-09	2.01051837789571e-07	0.693548387096774	0.551282051282051	0.142266335814723	chr5:43290574:-_vs_chr5:43289395:-	0.604218362282878	chr5:43289395:-;chr5:43290235:-;chr5:43290574:-;chr5:43294751:-	distal	TRUE
ZNF83	38.8716749137802	3.62345641132952e-09	2.25126922251734e-07	0.166666666666667	0.881578947368421	-0.714912280701754	chr19:52650253:-_vs_chr19:52612377:-	-1.42982456140351	chr19:52612377:-;chr19:52618088:-;chr19:52650253:-	proximal	TRUE
CYP51A1	38.6833135669362	3.98130260516104e-09	2.3705339261563e-07	0.566037735849057	0.0142857142857143	0.551752021563342	chr7:92127543:-_vs_chr7:92113661:-	1.10350404312668	chr7:92113661:-;chr7:92118576:-;chr7:92127543:-	distal	TRUE
IVNS1ABP	50.0314715149104	4.63326805374086e-09	2.64837601951827e-07	0.457282913165266	0.482051282051282	-0.024768368886016	chr1:185306578:-_vs_chr1:185297532:-	-0.20917905623788	chr1:185296388:-;chr1:185296909:-;chr1:185297175:-;chr1:185297532:-;chr1:185297765:-;chr1:185297861:-;chr1:185306578:-	proximal	TRUE
KDM5B	38.1257142857143	5.26146073299609e-09	2.89177976440439e-07	0.85	0.285714285714286	0.564285714285714	chr1:202745858:-_vs_chr1:202729892:-	1.42142857142857	chr1:202729892:-;chr1:202745858:-;chr1:202762767:-	distal	TRUE
CELF2	38.0256496902221	5.53140024219188e-09	2.92754479484896e-07	0.192307692307692	0.671875	-0.479567307692308	chr10:11329790:+_vs_chr10:11332756:+	-0.959134615384615	chr10:11329790:+;chr10:11331041:+;chr10:11332756:+	proximal	TRUE
NSD3	37.2061534749035	8.33271305054105e-09	4.25265962472256e-07	0.810810810810811	0.09375	0.717060810810811	chr8:38347703:-_vs_chr8:38331432:-	1.43412162162162	chr8:38331432:-;chr8:38338548:-;chr8:38347703:-	distal	TRUE
QSER1	37.0609243697479	8.96029949377244e-09	4.41526481951752e-07	0.166666666666667	0.8	-0.633333333333333	chr11:32932489:+_vs_chr11:32973511:+	-1.26666666666667	chr11:32932489:+;chr11:32934868:+;chr11:32973511:+	proximal	TRUE
TMED4	36.6017701863354	1.12726647202221e-08	5.36954596173244e-07	0.19375	0.571428571428571	-0.377678571428571	chr7:44579380:-_vs_chr7:44578310:-	-0.964285714285714	chr7:44577894:-;chr7:44578310:-;chr7:44579380:-	proximal	TRUE
EMC10	39.6951630139178	1.23642603828744e-08	5.69952518939598e-07	0.51063829787234	0.373333333333333	0.137304964539007	chr19:50482968:+_vs_chr19:50483351:+	0.919148936170213	chr19:50482968:+;chr19:50483135:+;chr19:50483351:+;chr19:50483394:+	distal	TRUE
UBXN4	39.3045184634015	1.49606080019082e-08	6.41198121117391e-07	0.746268656716418	0.333333333333333	0.412935323383085	chr2:135748886:+_vs_chr2:135782799:+	0.658642272508426	chr2:135748886:+;chr2:135769811:+;chr2:135770658:+;chr2:135782799:+	distal	TRUE
TFDP2	36	1.52299797447126e-08	6.41198121117391e-07	0.22	1	-0.78	chr3:142025137:-_vs_chr3:141944529:-	-1.56	chr3:141944529:-;chr3:141951641:-;chr3:142025137:-	proximal	TRUE
TUBB2B	35.985158596423	1.53434172550581e-08	6.41198121117391e-07	0.0923441199684294	0.165915915915916	-0.0735717959474866	chr6:3224496:-_vs_chr6:3224264:-	-0.147143591894973	chr6:3224264:-;chr6:3224403:-;chr6:3224496:-	proximal	FALSE
CISD2	35.9386189258312	1.57046425746037e-08	6.41198121117391e-07	0.576923076923077	0.519230769230769	0.0576923076923076	chr4:102888044:+_vs_chr4:102888221:+	1.26923076923077	chr4:102888044:+;chr4:102888221:+;chr4:102888572:+	distal	TRUE
SRRT	35.5164865898415	1.93951404422972e-08	7.69879324778964e-07	0.494252873563218	0.762135922330097	-0.267883048766879	chr7:100882651:+_vs_chr7:100888661:+	-0.535766097533757	chr7:100882651:+;chr7:100884837:+;chr7:100888661:+	proximal	TRUE
JAM3	31.4415074380165	2.05539646715213e-08	7.7466074322342e-07	1	0	1	chr11:134149971:+_vs_chr11:134151754:+	2	chr11:134149971:+;chr11:134151754:+	distal	TRUE
ARFGAP3	31.4371827530295	2.05997958309937e-08	7.7466074322342e-07	0.694444444444444	0	0.694444444444444	chr22:42796693:-_vs_chr22:42796529:-	1.38888888888889	chr22:42796529:-;chr22:42796693:-	distal	TRUE
GPM6B	35.2047199638663	2.26669032740208e-08	8.30538584066044e-07	0.719512195121951	0.263888888888889	0.455623306233062	chrX:13773456:-_vs_chrX:13770943:-	0.911246612466125	chrX:13770943:-;chrX:13771029:-;chrX:13773456:-	distal	TRUE
RNF20	38.149364291171	2.62797586249871e-08	9.38844376877666e-07	0.401360544217687	0.65	-0.248639455782313	chr9:101552714:+_vs_chr9:101554757:+	-1.12448979591837	chr9:101552562:+;chr9:101552714:+;chr9:101554757:+;chr9:101563344:+	proximal	TRUE
SFPQ	43.5087678679513	2.91381960520472e-08	1.01557273557013e-06	0.376878612716763	0.4171875	-0.0403088872832369	chr1:35183944:-_vs_chr1:35176380:-	0.24981936416185	chr1:35176380:-;chr1:35183600:-;chr1:35183944:-;chr1:35184129:-;chr1:35188011:-;chr1:35189013:-	distal	TRUE
MYEF2	43.3790211640212	3.09584089937545e-08	1.05332301076369e-06	0.607792207792208	0.381481481481481	0.226310726310726	chr15:48157127:-_vs_chr15:48141797:-	0.483645983645984	chr15:48141797:-;chr15:48142016:-;chr15:48142197:-;chr15:48142421:-;chr15:48143045:-;chr15:48157127:-	distal	TRUE
RPL15	37.7529089871669	3.18825565090467e-08	1.0595389128239e-06	0.374221183800623	0.250764525993884	0.123456657806739	chr3:23919552:+_vs_chr3:23919783:+	0.267819886249964	chr3:23919552:+;chr3:23919783:+;chr3:23920772:+;chr3:23920847:+	distal	TRUE
TPR	37.5120242076764	3.58541319150587e-08	1.16444442060497e-06	0.290598290598291	0.768115942028985	-0.477517651430695	chr1:186359936:-_vs_chr1:186350298:-	-0.99108138238573	chr1:186350298:-;chr1:186355500:-;chr1:186359936:-;chr1:186360828:-	proximal	TRUE
SGCB	37.2813564489676	4.01194660350773e-08	1.27401593253612e-06	0.578059071729958	0.825581395348837	-0.247522323618879	chr4:52023696:-_vs_chr4:52023010:-	-0.50559317044451	chr4:52022924:-;chr4:52023010:-;chr4:52023390:-;chr4:52023696:-	proximal	TRUE
CCND2	45.2684530632313	4.139138076305e-08	1.2858322415304e-06	0.442675159235669	0.384615384615385	0.0580597746202842	chr12:4276581:+_vs_chr12:4305353:+	0.159774620284174	chr12:4276581:+;chr12:4300193:+;chr12:4300462:+;chr12:4300989:+;chr12:4301558:+;chr12:4302693:+;chr12:4305353:+	distal	FALSE
MAP2	47.4004611822224	4.66280407984651e-08	1.41769085746823e-06	0.495590828924162	0.678249678249678	-0.182658849325516	chr2:209692830:+_vs_chr2:209730502:+	-0.307307307307307	chr2:209580099:+;chr2:209681053:+;chr2:209692830:+;chr2:209694036:+;chr2:209725730:+;chr2:209729898:+;chr2:209730502:+;chr2:209734112:+	proximal	TRUE
RBM34	36.7013205468801	5.32198955285856e-08	1.58440063979893e-06	0.300546448087432	0.533333333333333	-0.232786885245902	chr1:235154950:-_vs_chr1:235131731:-	-0.979016393442623	chr1:235131647:-;chr1:235131731:-;chr1:235131905:-;chr1:235154950:-	proximal	TRUE
RAB18	36.236829283646	6.67285588000256e-08	1.94602266378034e-06	0.583333333333333	0.773049645390071	-0.189716312056738	chr10:27538513:+_vs_chr10:27539626:+	-0.720949263502455	chr10:27533845:+;chr10:27538513:+;chr10:27539626:+;chr10:27539828:+	proximal	TRUE
H3-3B	41.2012005585948	8.54435747031818e-08	2.44197736501694e-06	0.632440056417489	0.639428571428571	-0.006988515011082	chr17:75778023:-_vs_chr17:75777459:-	-0.214039895224663	chr17:75776434:-;chr17:75777459:-;chr17:75777918:-;chr17:75778023:-;chr17:75778250:-;chr17:75778550:-	proximal	TRUE
GOLM1	32.1745454545455	1.03130286840582e-07	2.88967019402336e-06	0.868421052631579	0.690909090909091	0.177511961722488	chr9:86027699:-_vs_chr9:86026915:-	0.572248803827751	chr9:86026141:-;chr9:86026915:-;chr9:86027699:-	distal	TRUE
TAOK3	28.125	1.13727256569797e-07	3.03625087198065e-06	0	1	-1	chr12:118177204:-_vs_chr12:118162014:-	-2	chr12:118162014:-;chr12:118177204:-	proximal	TRUE
NASP	47.6686464471411	1.14302179629708e-07	3.03625087198065e-06	0.611290322580645	0.718939393939394	-0.107649071358749	chr1:45614180:+_vs_chr1:45618247:+	-0.366568914956012	chr1:45606846:+;chr1:45607443:+;chr1:45608126:+;chr1:45608306:+;chr1:45613202:+;chr1:45614180:+;chr1:45615364:+;chr1:45618247:+;chr1:45618891:+	proximal	TRUE
SUB1	37.9202514198985	1.16381861713835e-07	3.03625087198065e-06	0.2953125	0.442307692307692	-0.146995192307692	chr5:32601333:+_vs_chr5:32601448:+	-0.432692307692308	chr5:32601254:+;chr5:32601333:+;chr5:32601448:+;chr5:32601957:+;chr5:32604067:+	proximal	TRUE
PCNT	35.0855189255189	1.16860600391138e-07	3.03625087198065e-06	0.436363636363636	0.393939393939394	0.0424242424242424	chr21:46349811:+_vs_chr21:46357133:+	-0.96969696969697	chr21:46349811:+;chr21:46357133:+;chr21:46402386:+;chr21:46412993:+	proximal	TRUE
SUPT16H	37.8583373148591	1.19854870667145e-07	3.05843946755981e-06	0.304347826086957	0.480769230769231	-0.176421404682274	chr14:21363439:-_vs_chr14:21362857:-	-0.752508361204013	chr14:21351476:-;chr14:21352683:-;chr14:21362857:-;chr14:21363439:-;chr14:21370437:-	proximal	TRUE
ITCH	31.5441176470588	1.41345466876051e-07	3.54355565203293e-06	0.5	0.5	0	chr20:34471489:+_vs_chr20:34481192:+	1.375	chr20:34471489:+;chr20:34481192:+;chr20:34509431:+	distal	TRUE
CNR1	34.5772720673635	1.49634546794029e-07	3.68668564428737e-06	0.626016260162602	0.294871794871795	0.331144465290807	chr6:88162286:-_vs_chr6:88142772:-	0.833958724202627	chr6:88139864:-;chr6:88142679:-;chr6:88142772:-;chr6:88162286:-	distal	TRUE
NUP107	31.3681841432225	1.54342439255817e-07	3.73822619824683e-06	0.367647058823529	0.85	-0.482352941176471	chr12:68714370:+_vs_chr12:68742665:+	-0.964705882352941	chr12:68714370:+;chr12:68734827:+;chr12:68742665:+	proximal	TRUE
ACTR3	39.8307441444759	1.61544669260622e-07	3.84745553955716e-06	0.5925	0.458426966292135	0.134073033707865	chr2:113958184:+_vs_chr2:113958561:+	0.557303370786517	chr2:113942221:+;chr2:113957876:+;chr2:113958146:+;chr2:113958184:+;chr2:113958257:+;chr2:113958561:+	distal	TRUE
ZNF138	27.3804779986598	1.67109746046824e-07	3.8608383008766e-06	0	0.733333333333333	-0.733333333333333	chr7:64833335:+_vs_chr7:64834313:+	-1.46666666666667	chr7:64833335:+;chr7:64834313:+	proximal	TRUE
HNRNPDL	42.1932669045771	1.68406672270023e-07	3.8608383008766e-06	0.607007575757576	0.668997668997669	-0.0619900932400932	chr4:82427245:-_vs_chr4:82423207:-	-0.150131118881119	chr4:82423207:-;chr4:82424273:-;chr4:82424628:-;chr4:82426040:-;chr4:82427245:-;chr4:82428021:-;chr4:82428111:-	proximal	FALSE
ARL6IP1	31.1724433464247	1.70211905497009e-07	3.8608383008766e-06	0.576271186440678	0.682027649769585	-0.105756463328907	chr16:18795529:-_vs_chr16:18791667:-	-0.211512926657815	chr16:18791667:-;chr16:18793259:-;chr16:18795529:-	proximal	TRUE
KRIT1	27.0291794506538	2.00407225947199e-07	4.4747175918523e-06	1	0	1	chr7:92214611:-_vs_chr7:92200743:-	2	chr7:92200743:-;chr7:92214611:-	distal	TRUE
LMNB1	30.726304652618	2.12749094364312e-07	4.67720701302465e-06	0.679245283018868	0.403083700440529	0.276161582578339	chr5:126818978:+_vs_chr5:126837014:+	0.552323165156678	chr5:126818978:+;chr5:126832738:+;chr5:126837014:+	distal	TRUE
RDH11	30.5396825396825	2.33556628279729e-07	5.05685487593534e-06	0.654761904761905	0	0.654761904761905	chr14:67677556:-_vs_chr14:67676860:-	1.33333333333333	chr14:67676792:-;chr14:67676860:-;chr14:67677556:-	distal	TRUE
PHLDA1	36.2891553759054	2.5232241013609e-07	5.32582764887284e-06	0.326642335766423	0.422619047619048	-0.0959767118526243	chr12:76029568:-_vs_chr12:76027073:-	-0.309350017379214	chr12:76027073:-;chr12:76028536:-;chr12:76029236:-;chr12:76029568:-;chr12:76029656:-	proximal	TRUE
PDIA6	36.2798845484526	2.53433366076524e-07	5.32582764887284e-06	0.651162790697674	0.502083333333333	0.149079457364341	chr2:10790782:-_vs_chr2:10783855:-	0.367054263565891	chr2:10783391:-;chr2:10783855:-;chr2:10784081:-;chr2:10788704:-;chr2:10790782:-	distal	TRUE
USP1	36.1622428982358	2.67961637948163e-07	5.53862067343222e-06	0.649038461538462	0.382075471698113	0.266962989840348	chr1:62440011:+_vs_chr1:62451733:+	0.707910014513788	chr1:62439959:+;chr1:62440011:+;chr1:62442255:+;chr1:62445095:+;chr1:62451733:+	distal	TRUE
PSMD5	30.24	2.71311019692271e-07	5.53862067343222e-06	0.483333333333333	0.5	-0.0166666666666667	chr9:120817438:-_vs_chr9:120816353:-	-1.36666666666667	chr9:120816053:-;chr9:120816353:-;chr9:120817438:-	proximal	TRUE
NCAM1	30.0650804633911	2.96108400518593e-07	5.95970287804323e-06	0.41025641025641	0.430232558139535	-0.0199761478831246	chr11:113275423:+_vs_chr11:113275627:+	-0.786523553965415	chr11:113275423:+;chr11:113275627:+;chr11:113275701:+	proximal	TRUE
RGS12	26.0658053684405	3.299765079526e-07	6.54911708144813e-06	0	1	-1	chr4:3419851:+_vs_chr4:3428602:+	-2	chr4:3419851:+;chr4:3428602:+	proximal	TRUE
UBA2	25.881047045515	3.63116973792011e-07	7.10813911710663e-06	0.980769230769231	0.5	0.480769230769231	chr19:34458923:+_vs_chr19:34469891:+	0.961538461538461	chr19:34458923:+;chr19:34469891:+	distal	TRUE
PDCL	25.7812959558823	3.82376107200079e-07	7.22051351707363e-06	0.885714285714286	0.0714285714285714	0.814285714285714	chr9:122819953:-_vs_chr9:122819213:-	1.62857142857143	chr9:122819213:-;chr9:122819953:-	distal	TRUE
CEP170	35.408284822472	3.82936218643763e-07	7.22051351707363e-06	0.51530612244898	0.698275862068966	-0.182969739619986	chr1:243185790:-_vs_chr1:243165893:-	-0.785362420830401	chr1:243164980:-;chr1:243165893:-;chr1:243172730:-;chr1:243185790:-;chr1:243191027:-	proximal	TRUE
HSPH1	25.7730357029914	3.84016114274035e-07	7.22051351707363e-06	0	0.34375	-0.34375	chr13:31143809:-_vs_chr13:31138412:-	-0.6875	chr13:31138412:-;chr13:31143809:-	proximal	TRUE
FDFT1	29.4993776595506	3.92908596984432e-07	7.29177123494484e-06	0.542307692307692	0.511029411764706	0.0312782805429865	chr8:11838667:+_vs_chr8:11838962:+	0.447511312217195	chr8:11838667:+;chr8:11838962:+;chr8:11839298:+	distal	TRUE
HDAC2	32.2911404873102	4.54384538127125e-07	8.32455775620079e-06	0.583804143126177	0.533854166666667	0.0499499764595104	chr6:113958337:-_vs_chr6:113941015:-	0.23583156779661	chr6:113940717:-;chr6:113941015:-;chr6:113943369:-;chr6:113958337:-	distal	TRUE
IGFBPL1	31.9998717948718	5.2337920536201e-07	9.46651152221822e-06	0.767901234567901	0.635802469135803	0.132098765432099	chr9:38407304:-_vs_chr9:38406528:-	0.522222222222222	chr9:38406528:-;chr9:38407239:-;chr9:38407304:-;chr9:38409102:-	distal	TRUE
PHIP	25.1515672792415	5.29965655547556e-07	9.46651152221822e-06	0	0.372093023255814	-0.372093023255814	chr6:78990885:-_vs_chr6:78983035:-	-0.744186046511628	chr6:78983035:-;chr6:78990885:-	proximal	TRUE
NUSAP1	39.5992132075196	5.46038239896675e-07	9.63319314583147e-06	0.5	0.547116736990155	-0.0471167369901547	chr15:41358231:+_vs_chr15:41380120:+	-0.394322976601458	chr15:41351009:+;chr15:41356119:+;chr15:41358231:+;chr15:41377229:+;chr15:41380120:+;chr15:41380782:+;chr15:41381048:+	proximal	TRUE
RAB4A	24.9788527253006	5.79625857740062e-07	1.01010408623238e-05	0.0158730158730159	0.421052631578947	-0.405179615705931	chr1:229304392:+_vs_chr1:229305504:+	-0.810359231411863	chr1:229304392:+;chr1:229305504:+	proximal	TRUE
GPN1	24.8888888888889	6.07314499705167e-07	1.045605325396e-05	0.8	0	0.8	chr2:27650846:+_vs_chr2:27651511:+	1.6	chr2:27650846:+;chr2:27651511:+	distal	TRUE
TPM2	24.5320109577922	7.30854861566784e-07	1.24332332997492e-05	0.393939393939394	0.972222222222222	-0.578282828282828	chr9:35682926:-_vs_chr9:35682008:-	-1.15656565656566	chr9:35682008:-;chr9:35682926:-	proximal	TRUE
CCNL2	28.1697138314785	7.63878634519833e-07	1.28421478673981e-05	0.411764705882353	0.0540540540540541	0.357710651828299	chr1:1387335:-_vs_chr1:1386705:-	0.894276629570747	chr1:1386502:-;chr1:1386705:-;chr1:1387335:-	distal	TRUE
REV1	24.1238132807364	9.03362553870657e-07	1.50105242962927e-05	1	0	1	chr2:99460917:-_vs_chr2:99412773:-	2	chr2:99412773:-;chr2:99460917:-	distal	TRUE
TMEM161B-AS1	24.0508586102447	9.38244157286639e-07	1.54109298938231e-05	1	0.634146341463415	0.365853658536585	chr5:88284220:+_vs_chr5:88436672:+	0.731707317073171	chr5:88284220:+;chr5:88436672:+	distal	TRUE
PSMD2	23.8639523087687	1.03389783353242e-06	1.67890909558845e-05	0.91044776119403	0.4375	0.47294776119403	chr3:184306461:+_vs_chr3:184309050:+	0.94589552238806	chr3:184306461:+;chr3:184309050:+	distal	TRUE
ZC4H2	23.8106574394464	1.06292307905582e-06	1.70664840446153e-05	0.92	0.117647058823529	0.802352941176471	chrX:64917778:-_vs_chrX:64916485:-	1.60470588235294	chrX:64916485:-;chrX:64917778:-	distal	TRUE
SRRM4	23.5929824561404	1.19020786367856e-06	1.88978559688517e-05	0.771929824561403	0.185185185185185	0.586744639376218	chr12:119116983:+_vs_chr12:119157074:+	1.17348927875244	chr12:119116983:+;chr12:119157074:+	distal	TRUE
CNOT3	23.5334533329325	1.22760617366149e-06	1.92774639798051e-05	0.238095238095238	1	-0.761904761904762	chr19:54143494:+_vs_chr19:54155681:+	-1.52380952380952	chr19:54143494:+;chr19:54155681:+	proximal	TRUE
NUP50	27.1646090534979	1.26264159611279e-06	1.96121178352737e-05	0.5	0.481481481481481	0.0185185185185185	chr22:45184830:+_vs_chr22:45185493:+	1.2962962962963	chr22:45184830:+;chr22:45185493:+;chr22:45188011:+	distal	TRUE
C5orf24	30.0733257127488	1.33190258328343e-06	2.04654708764734e-05	0.303030303030303	0.397435897435897	-0.0944055944055944	chr5:134856684:+_vs_chr5:134859735:+	0.618006993006993	chr5:134855142:+;chr5:134856491:+;chr5:134856684:+;chr5:134859735:+	distal	TRUE
TERF2IP	29.8917600248347	1.45433336670738e-06	2.17983317946479e-05	0.668776371308017	0.477168949771689	0.191607421536327	chr16:75656326:+_vs_chr16:75657432:+	0.368475810646783	chr16:75654357:+;chr16:75656326:+;chr16:75656801:+;chr16:75657432:+	distal	TRUE
DNTTIP2	26.8608346947583	1.46975131143634e-06	2.17983317946479e-05	0.453125	0.285714285714286	0.167410714285714	chr1:93877284:-_vs_chr1:93875649:-	1.06607142857143	chr1:93869780:-;chr1:93875649:-;chr1:93877284:-	distal	TRUE
RTN4	32.5386740430947	1.48454160160595e-06	2.17983317946479e-05	0.526011560693642	0.672535211267606	-0.146523650573964	chr2:54972291:-_vs_chr2:54972189:-	-0.501587560042335	chr2:54972189:-;chr2:54972291:-;chr2:54981278:-;chr2:55026600:-;chr2:55027115:-	proximal	TRUE
LSM5	23.1592794076752	1.49121855121795e-06	2.17983317946479e-05	0.0806451612903226	0.51063829787234	-0.429993136582018	chr7:32487035:-_vs_chr7:32486805:-	-0.859986273164036	chr7:32486805:-;chr7:32487035:-	proximal	TRUE
TCP1	23.1545160174208	1.49491708598705e-06	2.17983317946479e-05	0.985185185185185	0.788990825688073	0.196194359497112	chr6:159784002:-_vs_chr6:159778952:-	0.392388718994224	chr6:159778952:-;chr6:159784002:-	distal	TRUE
DLG5	23.101875	1.53640802968715e-06	2.21770411557873e-05	0	1	-1	chr10:77792470:-_vs_chr10:77790791:-	-2	chr10:77790791:-;chr10:77792470:-	proximal	TRUE
VPS35	26.7435830453072	1.55849254272848e-06	2.22708584355899e-05	0.5	0.527777777777778	-0.0277777777777778	chr16:46668929:-_vs_chr16:46660469:-	-1.18582375478927	chr16:46659677:-;chr16:46660469:-;chr16:46668929:-	proximal	TRUE
CFAP298	26.6749776386404	1.61288054483861e-06	2.28198643423205e-05	0.86046511627907	0.3	0.56046511627907	chr21:32609867:-_vs_chr21:32601667:-	1.12093023255814	chr21:32601667:-;chr21:32603161:-;chr21:32609867:-	distal	TRUE
RSRC2	32.0873534301292	1.83604373127031e-06	2.57226126665223e-05	0.689655172413793	0.392045454545455	0.297609717868339	chr12:122518884:-_vs_chr12:122504726:-	0.50208986415883	chr12:122504726:-;chr12:122505055:-;chr12:122517327:-;chr12:122518884:-;chr12:122522153:-	distal	TRUE
