gene_id	chisq	pvalue	adj_pvalue	ExMU	ExN3	dWARM	MPRO_comparsion	MPRO	feature_id	Note	sig
YWHAQ	55.9128211260633	8.46950685607603e-11	7.8417669361551e-09	0.875027502750275	0.79016393442623	0.0848635683240454	chr2:9584630:-_vs_chr2:9583977:-	0.242677956320222	chr2:9583977:-;chr2:9584267:-;chr2:9584498:-;chr2:9584630:-;chr2:9584936:-;chr2:9585010:-	distal	TRUE
NARF	41.7947373140753	1.01375914356083e-10	8.62329098992157e-09	1	0.533333333333333	0.466666666666667	chr17:82463185:+_vs_chr17:82488259:+	0.933333333333333	chr17:82463185:+;chr17:82488259:+	distal	TRUE
YWHAZ	63.309640278024	1.04093093270972e-10	8.62329098992157e-09	0.542120799273388	0.590807174887892	-0.0486863756145045	chr8:100919980:-_vs_chr8:100918727:-	-0.118575449143257	chr8:100918576:-;chr8:100918727:-;chr8:100918853:-;chr8:100919541:-;chr8:100919700:-;chr8:100919924:-;chr8:100919980:-;chr8:100920322:-;chr8:100920359:-	proximal	FALSE
TTC3	67.5712414792701	1.30230303146978e-10	1.02491248576672e-08	0.497923875432526	0.488983050847458	0.00894082458506834	chr21:37077393:+_vs_chr21:37129034:+	0.265380329599437	chr21:37077393:+;chr21:37095368:+;chr21:37129034:+;chr21:37150845:+;chr21:37153179:+;chr21:37160839:+;chr21:37165784:+;chr21:37182916:+;chr21:37187097:+;chr21:37197695:+;chr21:37203104:+	distal	TRUE
NKAIN2	39.9651274651275	2.58537538207637e-10	1.93780040542295e-08	0.952380952380952	0.125	0.827380952380952	chr6:124824898:+_vs_chr6:124825640:+	1.6547619047619	chr6:124824898:+;chr6:124825640:+	distal	TRUE
PTN	47.426267679279	2.82065607037295e-10	2.01805120671228e-08	0.738095238095238	0.343137254901961	0.394957983193277	chr7:137228041:-_vs_chr7:137227592:-	0.69327731092437	chr7:137227592:-;chr7:137227880:-;chr7:137228041:-;chr7:137254860:-	distal	TRUE
SAFB	45.5417300004393	7.09780514355382e-10	4.85736751997988e-08	0.621359223300971	0.509803921568627	0.111555301732344	chr19:5641950:+_vs_chr19:5654100:+	0.732153055396916	chr19:5641950:+;chr19:5653396:+;chr19:5654100:+;chr19:5668478:+	distal	TRUE
HSP90AA1	60.7420065738998	9.64350182680639e-10	6.32452994808053e-08	0.428815628815629	0.36437908496732	0.0644365438483086	chr14:102084841:-_vs_chr14:102081050:-	0.241467356173239	chr14:102081050:-;chr14:102081614:-;chr14:102083061:-;chr14:102083823:-;chr14:102083909:-;chr14:102084473:-;chr14:102084781:-;chr14:102084841:-;chr14:102084921:-;chr14:102085388:-	distal	TRUE
AMER2	37.1161293967784	1.11299276441915e-09	6.99949772454045e-08	0	0.8125	-0.8125	chr13:25169091:-_vs_chr13:25161684:-	-1.625	chr13:25161684:-;chr13:25169091:-	proximal	TRUE
CCT4	37.0418527384385	1.1562067397589e-09	6.99949772454045e-08	0.754385964912281	0.327272727272727	0.427113237639553	chr2:61868503:-_vs_chr2:61868446:-	0.854226475279107	chr2:61868446:-;chr2:61868503:-	distal	TRUE
PCGF2	35.691616799078	2.31156592292133e-09	1.34755731951044e-07	0.27906976744186	0.909090909090909	-0.630021141649049	chr17:38735063:-_vs_chr17:38733894:-	-1.2600422832981	chr17:38733894:-;chr17:38735063:-	proximal	TRUE
MARCHF5	41.7957424585996	4.4331989031589e-09	2.49209109770432e-07	0.340136054421769	0.55026455026455	-0.210128495842782	chr10:92351711:+_vs_chr10:92351856:+	-0.786848072562358	chr10:92351711:+;chr10:92351856:+;chr10:92352068:+;chr10:92353872:+	proximal	TRUE
ITM2B	41.030605896451	6.44218914357489e-09	3.49655369378858e-07	0.561666666666667	0.657142857142857	-0.0954761904761905	chr13:48261870:+_vs_chr13:48262047:+	-0.345	chr13:48256283:+;chr13:48261388:+;chr13:48261870:+;chr13:48262047:+	proximal	TRUE
AKAP9	46.55	7.01732071343185e-09	3.68175426764725e-07	0.396825396825397	0.114285714285714	0.282539682539683	chr7:92001203:+_vs_chr7:92001737:+	0.738095238095238	chr7:92000950:+;chr7:92001203:+;chr7:92001267:+;chr7:92001737:+;chr7:92042717:+;chr7:92097678:+	distal	TRUE
PSIP1	51.448256191167	7.49874127810522e-09	3.80742541023794e-07	0.523809523809524	0.691558441558442	-0.167748917748918	chr9:15474208:-_vs_chr9:15466748:-	-0.465384615384615	chr9:15466748:-;chr9:15468650:-;chr9:15470842:-;chr9:15474079:-;chr9:15474208:-;chr9:15486839:-;chr9:15486882:-;chr9:15490049:-	proximal	TRUE
ANKRD36C	46.256009253904	8.0548446720909e-09	3.96197672308471e-07	0.368421052631579	0.456	-0.087578947368421	chr2:95958613:-_vs_chr2:95923518:-	-0.701052631578947	chr2:95884196:-;chr2:95910396:-;chr2:95921630:-;chr2:95923518:-;chr2:95958613:-;chr2:95982321:-	proximal	TRUE
WNK1	32.8705803209753	9.85027209050361e-09	4.69828129407657e-07	0	1	-1	chr12:859377:+_vs_chr12:911294:+	-2	chr12:859377:+;chr12:911294:+	proximal	TRUE
HDAC2	42.6596370778111	1.21748242984216e-08	5.5187998912355e-07	0.653549382716049	0.616822429906542	0.0367269528095072	chr6:113941015:-_vs_chr6:113940717:-	-0.24368293527172	chr6:113940717:-;chr6:113941015:-;chr6:113943369:-;chr6:113945368:-;chr6:113958337:-	proximal	TRUE
EIF4B	36.431925185605	1.22717913718705e-08	5.5187998912355e-07	0.225663716814159	0.789473684210526	-0.563809967396367	chr12:53040316:+_vs_chr12:53042209:+	-1.12761993479273	chr12:53040316:+;chr12:53040872:+;chr12:53042209:+	proximal	TRUE
NOL11	39.5800282775219	1.30788101124462e-08	5.71834642138618e-07	0.774774774774775	0.213333333333333	0.561441441441441	chr17:67744090:+_vs_chr17:67744203:+	0.994594594594595	chr17:67743813:+;chr17:67744090:+;chr17:67744151:+;chr17:67744203:+	distal	TRUE
NSD1	41.9857463369963	1.6795502167489e-08	7.14489740854802e-07	0.484375	0.485714285714286	-0.00133928571428565	chr5:177204277:+_vs_chr5:177211564:+	-0.751785714285714	chr5:177204277:+;chr5:177211564:+;chr5:177211944:+;chr5:177235920:+;chr5:177291979:+	proximal	TRUE
HNRNPF	31.2188177116857	2.30520650535229e-08	9.54840799848554e-07	0.0437956204379562	0.365384615384615	-0.321588994946659	chr10:43386022:-_vs_chr10:43385854:-	-0.643177989893318	chr10:43385854:-;chr10:43386022:-	proximal	TRUE
FAM177A1	37.9042663891779	2.96150505835169e-08	1.19523306713989e-06	0.483870967741935	0.958333333333333	-0.474462365591398	chr14:35081725:+_vs_chr14:35083378:+	-1.10483870967742	chr14:35081069:+;chr14:35081245:+;chr14:35081725:+;chr14:35083378:+	proximal	TRUE
FARSB	30.46875	3.39288116807386e-08	1.33509873963706e-06	0	0.923076923076923	-0.923076923076923	chr2:222571745:-_vs_chr2:222571313:-	-1.84615384615385	chr2:222571313:-;chr2:222571745:-	proximal	TRUE
SH3BP5	37.3778902953586	3.82760149110103e-08	1.46942554804708e-06	0.413502109704641	0.744444444444444	-0.330942334739803	chr3:15255650:-_vs_chr3:15254853:-	-0.853586497890295	chr3:15254853:-;chr3:15255234:-;chr3:15255650:-;chr3:15256274:-	proximal	TRUE
RAB39B	30.0648322560788	4.17840361495513e-08	1.56590649760461e-06	0	1	-1	chrX:155260421:-_vs_chrX:155258708:-	-2	chrX:155258708:-;chrX:155260421:-	proximal	TRUE
MAP2	60.2120334351766	4.81412295678831e-08	1.76219291488019e-06	0.426226790450928	0.519446845289542	-0.0932200548386135	chr2:209693544:+_vs_chr2:209734112:+	-0.231039325842697	chr2:209580099:+;chr2:209692830:+;chr2:209692958:+;chr2:209693272:+;chr2:209693437:+;chr2:209693544:+;chr2:209693923:+;chr2:209695108:+;chr2:209696647:+;chr2:209725730:+;chr2:209729898:+;chr2:209730502:+;chr2:209733900:+;chr2:209734112:+	proximal	TRUE
IARS2	29.1829404291361	6.58565093599504e-08	2.35586694846732e-06	0.0666666666666667	1	-0.933333333333333	chr1:220147554:+_vs_chr1:220148039:+	-1.86666666666667	chr1:220147554:+;chr1:220148039:+	proximal	TRUE
SYNE2	32.8053681211576	7.52323839858567e-08	2.63146160874974e-06	0.288461538461538	0.972222222222222	-0.683760683760684	chr14:63995157:+_vs_chr14:64177382:+	-1.36752136752137	chr14:63995157:+;chr14:64031156:+;chr14:64177382:+	proximal	TRUE
AGAP2	28.6534090909091	8.65614691919906e-08	2.96190766322159e-06	0	1	-1	chr12:57731432:-_vs_chr12:57723761:-	-2	chr12:57723761:-;chr12:57731432:-	proximal	TRUE
KMT5B	43.1777638145083	1.07566611138502e-07	3.60233714748941e-06	0.529535864978903	0.40625	0.123285864978903	chr11:68175123:-_vs_chr11:68158987:-	0.509098101265823	chr11:68158259:-;chr11:68158987:-;chr11:68166295:-;chr11:68171693:-;chr11:68173809:-;chr11:68175044:-;chr11:68175123:-	distal	TRUE
MATR3	52.0207931525916	1.131045554195e-07	3.70888687979776e-06	0.394438502673797	0.493814432989691	-0.099375930315894	chr5:139319032:+_vs_chr5:139330395:+	-0.217641545840454	chr5:139307968:+;chr5:139317713:+;chr5:139319032:+;chr5:139322506:+;chr5:139322957:+;chr5:139325489:+;chr5:139329379:+;chr5:139329429:+;chr5:139329521:+;chr5:139329704:+;chr5:139330395:+	proximal	TRUE
ACBD5	27.707637810559	1.41104495913319e-07	4.53262197076661e-06	0.08	1	-0.92	chr10:27197012:-_vs_chr10:27196598:-	-1.84	chr10:27196598:-;chr10:27197012:-	proximal	TRUE
ELAVL2	31.3566066481383	1.55238479645341e-07	4.88690733923532e-06	0.346153846153846	0.0214285714285714	0.324725274725275	chr9:23691880:-_vs_chr9:23690853:-	0.649450549450549	chr9:23690853:-;chr9:23691569:-;chr9:23691880:-	distal	TRUE
KHDC4	30.9333333333333	1.91828006346395e-07	5.92033886253384e-06	0.6	0.333333333333333	0.266666666666667	chr1:155915288:-_vs_chr1:155913058:-	1.26666666666667	chr1:155913058:-;chr1:155915288:-;chr1:155915513:-	distal	TRUE
EZH2	27.0461148648649	1.98659101454865e-07	6.01325818634532e-06	0.2	0.918918918918919	-0.718918918918919	chr7:148828769:-_vs_chr7:148807374:-	-1.43783783783784	chr7:148807374:-;chr7:148828769:-	proximal	TRUE
NEFL	39.1226476314082	2.24359617540225e-07	6.66305732091158e-06	0.548400852878465	0.4	0.148400852878465	chr8:24952461:-_vs_chr8:24952375:-	1.51599147121535	chr8:24950955:-;chr8:24951428:-;chr8:24952375:-;chr8:24952461:-;chr8:24952705:-;chr8:24954283:-	distal	TRUE
PHF14	36.2444097841157	2.57729649272839e-07	7.51234199917498e-06	0.464646464646465	0.610294117647059	-0.145647653000594	chr7:11037043:+_vs_chr7:11061835:+	-0.655674390968509	chr7:10982484:+;chr7:10982554:+;chr7:11037043:+;chr7:11040706:+;chr7:11061835:+	proximal	TRUE
KIF2A	35.8035946662223	3.17578654502604e-07	9.08852367612907e-06	0.575	0.461111111111111	0.113888888888889	chr5:62348159:+_vs_chr5:62353324:+	0.427777777777778	chr5:62348159:+;chr5:62353324:+;chr5:62358213:+;chr5:62363207:+;chr5:62386368:+	distal	TRUE
DDX39B	26.0738454812557	3.28605270078767e-07	9.23615526971393e-06	0.669270833333333	0.90625	-0.236979166666667	chr6:31534006:-_vs_chr6:31530248:-	-0.473958333333333	chr6:31530248:-;chr6:31534006:-	proximal	TRUE
PLRG1	29.1368421052632	4.70993731172271e-07	1.30060374186869e-05	0.2	0.805555555555556	-0.605555555555556	chr4:154536701:-_vs_chr4:154535921:-	-1.21111111111111	chr4:154535921:-;chr4:154536510:-;chr4:154536701:-	proximal	TRUE
MTMR6	25.2238832375055	5.10461356812927e-07	1.38528650969577e-05	0	0.882352941176471	-0.882352941176471	chr13:25251682:-_vs_chr13:25247958:-	-1.76470588235294	chr13:25247958:-;chr13:25251682:-	proximal	TRUE
ADD2	31.4029274477036	6.99179401655611e-07	1.85457746456078e-05	0.625661375661376	0.537037037037037	0.0886243386243386	chr2:70675084:-_vs_chr2:70674673:-	0.531746031746032	chr2:70663482:-;chr2:70674673:-;chr2:70675084:-;chr2:70675847:-	distal	TRUE
CCNG1	24.5960784313725	7.06954560823676e-07	1.85457746456078e-05	0.9375	0	0.9375	chr5:163444608:+_vs_chr5:163445016:+	1.875	chr5:163444608:+;chr5:163445016:+	distal	TRUE
KIFAP3	31.2775877107087	7.42998770963806e-07	1.91718043524103e-05	0.868365180467091	0.740740740740741	0.127624439726351	chr1:170024425:-_vs_chr1:169921333:-	0.474404340646379	chr1:169921333:-;chr1:169984602:-;chr1:170024425:-;chr1:170038375:-	distal	TRUE
OGA	36.2982547390825	8.27862495289144e-07	2.10170252836309e-05	0.448351648351648	0.361702127659574	0.0866495206920739	chr10:101799277:-_vs_chr10:101799218:-	0.300210427870002	chr10:101784450:-;chr10:101786015:-;chr10:101799218:-;chr10:101799277:-;chr10:101800363:-;chr10:101812207:-	distal	TRUE
SMIM14	30.9771327543665	8.59524505504309e-07	2.14744693914886e-05	0.569767441860465	0.148148148148148	0.421619293712317	chr4:39551521:-_vs_chr4:39550907:-	0.962532299741602	chr4:39550279:-;chr4:39550907:-;chr4:39551449:-;chr4:39551521:-	distal	TRUE
SRRM1	38.3158591023391	9.74420111424852e-07	2.38222707599166e-05	0.355769230769231	0.634146341463415	-0.278377110694184	chr1:24652514:+_vs_chr1:24671447:+	-0.525953721075672	chr1:24649024:+;chr1:24650025:+;chr1:24652514:+;chr1:24655090:+;chr1:24660745:+;chr1:24669594:+;chr1:24671447:+	proximal	TRUE
MAPK8	27.6385760635281	9.96229651879209e-07	2.38222707599166e-05	0.264227642276423	0.56	-0.295772357723577	chr10:48435878:+_vs_chr10:48436412:+	-0.675772357723577	chr10:48435762:+;chr10:48435878:+;chr10:48436412:+	proximal	TRUE
MAP4	23.9302442870858	9.98900806959653e-07	2.38222707599166e-05	0.1875	0.923076923076923	-0.735576923076923	chr3:47973079:-_vs_chr3:47916689:-	-1.47115384615385	chr3:47916689:-;chr3:47973079:-	proximal	TRUE
C9orf78	30.6223341673214	1.0208191877715e-06	2.39816328589902e-05	0.614583333333333	0.481481481481481	0.133101851851852	chr9:129827582:-_vs_chr9:129827290:-	0.498784722222222	chr9:129827290:-;chr9:129827582:-;chr9:129827772:-;chr9:129828178:-	distal	TRUE
SDCBP	30.4149617631896	1.12873498895372e-06	2.61268951854876e-05	0.932971014492754	0.939393939393939	-0.00642292490118579	chr8:58582764:+_vs_chr8:58582840:+	-0.16096837944664	chr8:58579688:+;chr8:58582275:+;chr8:58582764:+;chr8:58582840:+	proximal	FALSE
ATL1	26.8562407249534	1.473131188286e-06	3.36044708748141e-05	0.235294117647059	0.666666666666667	-0.431372549019608	chr14:50632673:+_vs_chr14:50633049:+	-0.970588235294118	chr14:50632345:+;chr14:50632673:+;chr14:50633049:+	proximal	TRUE
NBEA	29.8065661047027	1.51558983306335e-06	3.40778764454194e-05	0.73469387755102	0.111111111111111	0.623582766439909	chr13:35159095:+_vs_chr13:35195905:+	1.28231292517007	chr13:35159095:+;chr13:35159570:+;chr13:35159789:+;chr13:35195905:+	distal	TRUE
RB1CC1	32.4646918299092	1.53718502390392e-06	3.40778764454194e-05	0.376984126984127	0.652173913043478	-0.275189786059351	chr8:52661118:-_vs_chr8:52657243:-	-0.676328502415459	chr8:52642766:-;chr8:52656706:-;chr8:52657243:-;chr8:52657598:-;chr8:52661118:-	proximal	TRUE
ATRX	39.4538641686183	1.60097489286397e-06	3.45651653282218e-05	0.396501457725948	0.381924198250729	0.0145772594752187	chrX:77693854:-_vs_chrX:77683930:-	0.359183673469388	chrX:77682610:-;chrX:77683504:-;chrX:77683759:-;chrX:77683930:-;chrX:77683973:-;chrX:77684359:-;chrX:77693854:-;chrX:77696615:-	distal	TRUE
KIF1B	32.3755574931491	1.60308581255413e-06	3.45651653282218e-05	0.127167630057803	0.179487179487179	-0.052319549429376	chr1:10273030:+_vs_chr1:10380719:+	-0.318808359270787	chr1:10273030:+;chr1:10274957:+;chr1:10282534:+;chr1:10380719:+;chr1:10381600:+	proximal	TRUE
CNOT2	29.6129749976914	1.66452880126769e-06	3.54049774756127e-05	0.523809523809524	0.358974358974359	0.164835164835165	chr12:70331700:+_vs_chr12:70338522:+	0.933281004709576	chr12:70331700:+;chr12:70338522:+;chr12:70354257:+;chr12:70354993:+	distal	TRUE
PLEKHA1	26.5331551005893	1.73140463647047e-06	3.63364119707269e-05	0.714285714285714	0.302631578947368	0.411654135338346	chr10:122428537:+_vs_chr10:122430566:+	0.823308270676692	chr10:122428537:+;chr10:122430145:+;chr10:122430566:+	distal	TRUE
NEUROD6	41.2386108558601	1.88099409940768e-06	3.87194482541714e-05	0.573317307692308	0.553061224489796	0.0202560832025118	chr7:31339095:-_vs_chr7:31338259:-	0.179689952904239	chr7:31337465:-;chr7:31337811:-;chr7:31337860:-;chr7:31337925:-;chr7:31338080:-;chr7:31338259:-;chr7:31338418:-;chr7:31338912:-;chr7:31339095:-	distal	FALSE
SLA	29.3460189826505	1.89415344064244e-06	3.87194482541714e-05	0.515151515151515	0.488549618320611	0.0266018968309045	chr8:133060160:-_vs_chr8:133038598:-	-0.368326593122592	chr8:133036728:-;chr8:133037562:-;chr8:133038598:-;chr8:133060160:-	proximal	TRUE
CNN3	31.915194782217	1.99098426885695e-06	4.01770415279595e-05	0.629573170731707	0.675	-0.0454268292682926	chr1:94897502:-_vs_chr1:94897208:-	0.358536585365854	chr1:94896957:-;chr1:94897208:-;chr1:94897502:-;chr1:94897617:-;chr1:94901708:-	distal	TRUE
KPNB1	26.1182661182661	2.13054432524384e-06	4.24490730118203e-05	0.378378378378378	0.448979591836735	-0.0706012134583563	chr17:47682697:+_vs_chr17:47683446:+	-0.505239933811362	chr17:47680640:+;chr17:47682697:+;chr17:47683446:+	proximal	TRUE
FGD4	26.0162393162393	2.24205061415771e-06	4.4112345833553e-05	0.711538461538462	0.555555555555556	0.155982905982906	chr12:32619807:+_vs_chr12:32633677:+	1.31623931623932	chr12:32582404:+;chr12:32619807:+;chr12:32633677:+	distal	TRUE
PLEKHJ1	22.1466123725672	2.52601309230512e-06	4.86323813792353e-05	0.0240963855421687	0.366666666666667	-0.342570281124498	chr19:2233153:-_vs_chr19:2230684:-	-0.685140562248996	chr19:2230684:-;chr19:2233153:-	proximal	TRUE
PAPOLA	31.3751655052265	2.56662729498413e-06	4.86323813792353e-05	0.554878048780488	0.486607142857143	0.068270905923345	chr14:96556333:+_vs_chr14:96556405:+	0.522212543554007	chr14:96532696:+;chr14:96544202:+;chr14:96547917:+;chr14:96556333:+;chr14:96556405:+	distal	TRUE
OS9	25.6973332124896	2.62963210327738e-06	4.86323813792353e-05	0.606299212598425	0.693181818181818	-0.086882605583393	chr12:57719089:+_vs_chr12:57719138:+	-0.632068718682892	chr12:57719089:+;chr12:57719138:+;chr12:57721557:+	proximal	TRUE
AP4B1	22.0644260789715	2.63650744959043e-06	4.86323813792353e-05	1	0	1	chr1:113895147:-_vs_chr1:113895063:-	2	chr1:113895063:-;chr1:113895147:-	distal	TRUE
EPS8	25.6775494217673	2.65577322836034e-06	4.86323813792353e-05	0.216867469879518	0.54	-0.323132530120482	chr12:15650837:-_vs_chr12:15620158:-	-0.660722891566265	chr12:15620158:-;chr12:15650837:-;chr12:15660636:-	proximal	TRUE
VCP	22.0494417525075	2.65716950356686e-06	4.86323813792353e-05	0.141935483870968	0.5	-0.358064516129032	chr9:35056936:-_vs_chr9:35056563:-	-0.716129032258064	chr9:35056563:-;chr9:35056936:-	proximal	TRUE
CARHSP1	21.9792016522435	2.75621113836638e-06	4.98652451929734e-05	0.3	0.661016949152542	-0.361016949152542	chr16:8854913:-_vs_chr16:8852947:-	-0.722033898305085	chr16:8852947:-;chr16:8854913:-	proximal	TRUE
ITSN1	25.491843279977	2.91418128616965e-06	5.21241061867163e-05	0.354368932038835	0.0303030303030303	0.324065901735805	chr21:33774850:+_vs_chr21:33794454:+	0.833774639599882	chr21:33774850:+;chr21:33794454:+;chr21:33797451:+	distal	TRUE
HSPE1-MOB4	25.2948865190046	3.21577150213687e-06	5.63821204721949e-05	0.433333333333333	0.638888888888889	-0.205555555555555	chr2:197550913:+_vs_chr2:197551650:+	-0.622222222222222	chr2:197550913:+;chr2:197551650:+;chr2:197552617:+	proximal	TRUE
HTRA2	21.6651923076923	3.24628685787199e-06	5.63821204721949e-05	0.264705882352941	1	-0.735294117647059	chr2:74533002:+_vs_chr2:74533175:+	-1.47058823529412	chr2:74533002:+;chr2:74533175:+	proximal	TRUE
HSPA5	30.8663532849579	3.25970328015866e-06	5.63821204721949e-05	0.529585798816568	0.709302325581395	-0.179716526764827	chr9:125236815:-_vs_chr9:125236247:-	-0.488784918123022	chr9:125236247:-;chr9:125236755:-;chr9:125236815:-;chr9:125236992:-;chr9:125240207:-	proximal	TRUE
HMGN1	21.5791163918976	3.39528742053147e-06	5.80889391295275e-05	0.662100456621005	0.930232558139535	-0.26813210151853	chr21:39345242:-_vs_chr21:39342317:-	-0.536264203037061	chr21:39342317:-;chr21:39345242:-	proximal	TRUE
UBQLN1	25.0109977324263	3.70621704412418e-06	6.27267271768973e-05	0.742857142857143	0.483333333333333	0.25952380952381	chr9:83667575:-_vs_chr9:83661432:-	0.880952380952381	chr9:83659970:-;chr9:83661432:-;chr9:83667575:-	distal	TRUE
FRMD4B	24.7253469757678	4.27522644287891e-06	7.15873023520362e-05	0.484536082474227	0.107142857142857	0.37739322533137	chr3:69311296:-_vs_chr3:69195279:-	0.767304860088365	chr3:69170806:-;chr3:69195279:-;chr3:69311296:-	distal	TRUE
NRDE2	21.1062679203913	4.34504575004365e-06	7.19905474796705e-05	1	0	1	chr14:90292829:-_vs_chr14:90289120:-	2	chr14:90289120:-;chr14:90292829:-	distal	TRUE
C3orf14	20.9854615645057	4.62781862134682e-06	7.58769428124989e-05	0.0441176470588235	0.5	-0.455882352941176	chr3:62333646:+_vs_chr3:62334729:+	-0.911764705882353	chr3:62333646:+;chr3:62334729:+	proximal	TRUE
PPP1R12A	29.9860235994959	4.92660752573776e-06	7.99430953145488e-05	0.61036036036036	0.256756756756757	0.353603603603604	chr12:79820856:-_vs_chr12:79797300:-	0.684684684684685	chr12:79797300:-;chr12:79808486:-;chr12:79809864:-;chr12:79820856:-;chr12:79822120:-	distal	TRUE
NEFM	32.2238610178586	5.36458023816257e-06	8.58694974637132e-05	0.136699029126214	0.369230769230769	-0.232531740104556	chr8:24917339:+_vs_chr8:24918424:+	-0.461239731142644	chr8:24917339:+;chr8:24917621:+;chr8:24918000:+;chr8:24918424:+;chr8:24918551:+;chr8:24919093:+	proximal	TRUE
CEP170	40.8167906299456	5.40094043767955e-06	8.58694974637132e-05	0.504950495049505	0.434472934472934	0.0704775605765705	chr1:243172730:-_vs_chr1:243165893:-	0.355420157400355	chr1:243125211:-;chr1:243164980:-;chr1:243165096:-;chr1:243165527:-;chr1:243165893:-;chr1:243172730:-;chr1:243172775:-;chr1:243185790:-;chr1:243191027:-;chr1:243191331:-	distal	TRUE
