gene_id	chisq	pvalue	adj_pvalue	ExN1	ExN3	dWARM	MPRO_comparsion	MPRO	feature_id	Note	sig
HNRNPU	58.6962823019231	8.27884449085718e-11	7.00392171411530e-09	0.488571428571429	0.575231481481482	-0.0866600529100529	chr1:244858777:-_vs_chr1:244855993:-	-0.438174603174603	chr1:244853388:-;chr1:244854133:-;chr1:244855993:-;chr1:244856592:-;chr1:244856840:-;chr1:244858777:-;chr1:244862694:-	proximal	TRUE
ACIN1	46.3827496752154	8.47449602419644e-11	7.00392171411530e-09	0.559748427672956	0.2578125	0.301935927672956	chr14:23080360:-_vs_chr14:23061315:-	0.789701257861635	chr14:23058564:-;chr14:23061315:-;chr14:23080360:-	distal	TRUE
BZW1	51.8578860898138	1.47714259542601e-10	1.15299185920753e-08	0.725903614457831	0.238636363636364	0.487267250821468	chr2:200818771:+_vs_chr2:200823837:+	0.972617743702081	chr2:200818026:+;chr2:200818771:+;chr2:200822560:+;chr2:200823655:+;chr2:200823837:+	distal	TRUE
HSP90AA1	54.106187380543	1.99310514045085e-10	1.47384880122813e-08	0.455259822560203	0.333	0.122259822560203	chr14:102084841:-_vs_chr14:102084473:-	0.260278833967047	chr14:102081050:-;chr14:102083061:-;chr14:102084473:-;chr14:102084781:-;chr14:102084841:-;chr14:102084921:-	distal	TRUE
NT5C2	44.4230769230769	2.257622951523e-10	1.58598012344491e-08	0.352272727272727	1	-0.647727272727273	chr10:103088155:-_vs_chr10:103088038:-	-1.56818181818182	chr10:103088038:-;chr10:103088155:-;chr10:103088390:-	proximal	TRUE
ENC1	53.1411531237628	3.14622332475927e-10	2.10497322442228e-08	0.519841897233202	0.518238993710692	0.0016029035225098	chr5:74635493:-_vs_chr5:74629891:-	0.164874338131106	chr5:74627409:-;chr5:74628174:-;chr5:74629136:-;chr5:74629891:-;chr5:74635493:-;chr5:74636139:-	distal	FALSE
PSIP1	51.6126490863333	6.47737870637693e-10	4.13668958293617e-08	0.395348837209302	0.711627906976744	-0.316279069767442	chr9:15490049:-_vs_chr9:15466748:-	-0.542635658914729	chr9:15466748:-;chr9:15468650:-;chr9:15474079:-;chr9:15474208:-;chr9:15486882:-;chr9:15490049:-	proximal	TRUE
TTC3	60.3130455926174	1.166762129744e-09	7.12739474908835e-08	0.517777777777778	0.523391812865497	-0.00561403508771929	chr21:37077393:+_vs_chr21:37129034:+	0.235964912280702	chr21:37077393:+;chr21:37095368:+;chr21:37129034:+;chr21:37150845:+;chr21:37153179:+;chr21:37160839:+;chr21:37165784:+;chr21:37182916:+;chr21:37187097:+;chr21:37197695:+	distal	TRUE
SAFB	43.2457142857143	2.18242506982428e-09	1.2776280096263e-07	0.698039215686275	0.509803921568627	0.188235294117647	chr19:5641950:+_vs_chr19:5654100:+	0.658823529411765	chr19:5641950:+;chr19:5653396:+;chr19:5654100:+;chr19:5668478:+	distal	TRUE
GGPS1	35.1982239819004	2.97795006071267e-09	1.67360793412052e-07	0	0.944444444444444	-0.944444444444444	chr1:235342765:+_vs_chr1:235344504:+	-1.88888888888889	chr1:235342765:+;chr1:235344504:+	proximal	TRUE
NSD1	41.5481481481482	5.00321680117415e-09	2.70366138678834e-07	0.2	0.647619047619048	-0.447619047619048	chr5:177204277:+_vs_chr5:177211564:+	-1.05714285714286	chr5:177204277:+;chr5:177211564:+;chr5:177211944:+;chr5:177235920:+	proximal	TRUE
FARSB	33.960826785222	5.62329013789699e-09	2.92619357175751e-07	0	0.923076923076923	-0.923076923076923	chr2:222571745:-_vs_chr2:222571313:-	-1.84615384615385	chr2:222571313:-;chr2:222571745:-	proximal	TRUE
RTN4	43.8069252601208	7.03636226266291e-09	3.53074606394335e-07	0.420731707317073	0.421328671328671	-0.0005969640115982	chr2:54981278:-_vs_chr2:54972189:-	0.216292853487975	chr2:54972189:-;chr2:54981278:-;chr2:55026370:-;chr2:55026600:-;chr2:55027115:-	distal	TRUE
EZH2	33.0568292889571	8.95041145765985e-09	4.33632003379727e-07	0.212121212121212	0.918918918918919	-0.706797706797707	chr7:148828769:-_vs_chr7:148807374:-	-1.41359541359541	chr7:148807374:-;chr7:148828769:-	proximal	TRUE
VASH2	32.8705803209753	9.85027209050361e-09	4.61321076238586e-07	1	0	1	chr1:212953710:+_vs_chr1:212991004:+	2	chr1:212953710:+;chr1:212991004:+	distal	TRUE
SEPTIN2	36.6324570491237	1.11010235123209e-08	5.03127033380994e-07	0.875	0.277777777777778	0.597222222222222	chr2:241337788:+_vs_chr2:241354027:+	1.19444444444444	chr2:241337788:+;chr2:241353736:+;chr2:241354027:+	distal	TRUE
DEGS1	39.8370927318296	1.15368488078695e-08	5.06539767970519e-07	0.361111111111111	0.771929824561404	-0.410818713450292	chr1:224193160:+_vs_chr1:224193259:+	-1.10087719298246	chr1:224192896:+;chr1:224193160:+;chr1:224193259:+;chr1:224193441:+	proximal	TRUE
AMER2	32.4454167071355	1.22587734501647e-08	5.21926566590346e-07	0	0.8125	-0.8125	chr13:25169091:-_vs_chr13:25161684:-	-1.625	chr13:25161684:-;chr13:25169091:-	proximal	TRUE
CEP170	48.5885461704826	2.73147865055826e-08	1.12874338353951e-06	0.659040178571429	0.5146771037182	0.144363074853229	chr1:243172730:-_vs_chr1:243164980:-	0.416577482876712	chr1:243164980:-;chr1:243165527:-;chr1:243165893:-;chr1:243172730:-;chr1:243172775:-;chr1:243185790:-;chr1:243191027:-;chr1:243191331:-	distal	TRUE
SLC39A6	37.5656925411181	3.49285358327709e-08	1.38823745236192e-06	0.314553990610329	0.213675213675214	0.100878776935115	chr18:36116760:-_vs_chr18:36108531:-	0.436980859516071	chr18:36108531:-;chr18:36109164:-;chr18:36116760:-;chr18:36122053:-	distal	TRUE
KIAA1841	37.4933600713012	3.6181732411867e-08	1.38823745236192e-06	0.311111111111111	0.740740740740741	-0.42962962962963	chr2:61088392:+_vs_chr2:61115771:+	-1	chr2:61077110:+;chr2:61088392:+;chr2:61109296:+;chr2:61115771:+	proximal	TRUE
BRD3	30.3239405331511	3.65585663611325e-08	1.38823745236192e-06	0.0727272727272727	0.736842105263158	-0.664114832535885	chr9:134040211:-_vs_chr9:134034781:-	-1.32822966507177	chr9:134034781:-;chr9:134040211:-	proximal	TRUE
VTA1	34.0529359773867	4.03179931013818e-08	1.49070474493267e-06	0.481927710843373	0.514705882352941	-0.0327781715095676	chr6:142219074:+_vs_chr6:142219603:+	-0.898653437278526	chr6:142219074:+;chr6:142219603:+;chr6:142220777:+	proximal	TRUE
BRWD1	36.7229109274564	5.26631683530898e-08	1.89722439836131e-06	0.567099567099567	0.452380952380952	0.114718614718615	chr21:39296437:-_vs_chr21:39250818:-	1.03896103896104	chr21:39236611:-;chr21:39250818:-;chr21:39296437:-;chr21:39296775:-	distal	TRUE
H3-3B	36.3416800951492	6.34072725398582e-08	2.18305589422278e-06	0.528007346189164	0.489230769230769	0.0387765769583953	chr17:75778023:-_vs_chr17:75777459:-	0.278381012926468	chr17:75776434:-;chr17:75777459:-;chr17:75778023:-;chr17:75778250:-	distal	TRUE
DPYSL2	29.247303022362	6.37048339239387e-08	2.18305589422278e-06	1	0.4	0.6	chr8:26657129:+_vs_chr8:26658175:+	1.2	chr8:26657129:+;chr8:26658175:+	distal	TRUE
KHDRBS1	38.8379533518233	7.52453312640242e-08	2.51713548633224e-06	0.506906077348066	0.695833333333333	-0.188927255985267	chr1:32043301:+_vs_chr1:32060850:+	-0.403038674033149	chr1:32040031:+;chr1:32042972:+;chr1:32043301:+;chr1:32043877:+;chr1:32060850:+	proximal	TRUE
IDI1	28.8355755131965	7.87905037033816e-08	2.57443390007561e-06	0.972727272727273	0.607142857142857	0.365584415584416	chr10:1041344:-_vs_chr10:1040044:-	0.731168831168831	chr10:1040044:-;chr10:1041344:-	distal	TRUE
SMOC1	35.7719885453586	8.36741253766239e-08	2.67186695804901e-06	0.42483660130719	0.602564102564103	-0.177727501256913	chr14:70030640:+_vs_chr14:70031177:+	-0.833333333333333	chr14:70030465:+;chr14:70030640:+;chr14:70031177:+;chr14:70032366:+	proximal	TRUE
CALM1	38.1700619741937	1.03359133890577e-07	3.227101847028e-06	0.623505976095618	0.496913580246914	0.126592395848704	chr14:90405213:+_vs_chr14:90405610:+	0.586788647877625	chr14:90403939:+;chr14:90405107:+;chr14:90405213:+;chr14:90405610:+;chr14:90408268:+	distal	TRUE
KIDINS220	27.8229364067055	1.32940698578492e-07	3.9832326209814e-06	0.163265306122449	0.833333333333333	-0.670068027210884	chr2:8803035:-_vs_chr2:8730714:-	-1.34013605442177	chr2:8730714:-;chr2:8803035:-	proximal	TRUE
CCNG1	27.8184848618201	1.33246927534609e-07	3.9832326209814e-06	0.884615384615385	0	0.884615384615385	chr5:163444608:+_vs_chr5:163445016:+	1.76923076923077	chr5:163444608:+;chr5:163445016:+	distal	TRUE
IGFBPL1	36.6926285559412	2.08398785831529e-07	6.1000061269437e-06	0.723684210526316	0.669117647058824	0.0545665634674922	chr9:38407239:-_vs_chr9:38406528:-	0.441795665634675	chr9:38406528:-;chr9:38407239:-;chr9:38407266:-;chr9:38407304:-;chr9:38409102:-	distal	TRUE
CCT4	30.5204523015528	2.35813133969904e-07	6.65315356080814e-06	0.706140350877193	0.663636363636364	0.0425039872408295	chr2:61868503:-_vs_chr2:61868446:-	0.670015948963317	chr2:61868446:-;chr2:61868503:-;chr2:61887951:-	distal	TRUE
UBQLN1	33.6333276053003	2.36767030633742e-07	6.65315356080814e-06	0.705426356589147	0.466666666666667	0.238759689922481	chr9:83667575:-_vs_chr9:83660289:-	0.838759689922481	chr9:83659970:-;chr9:83660289:-;chr9:83661432:-;chr9:83667575:-	distal	TRUE
HDGFL3	30.215931372549	2.74595786937344e-07	7.564844718568e-06	0.383333333333333	0.676470588235294	-0.293137254901961	chr15:83157451:-_vs_chr15:83137800:-	-1.35490196078431	chr15:83137800:-;chr15:83157451:-;chr15:83157954:-	proximal	TRUE
RRM1	26.1937964841109	3.08812994590517e-07	8.34388956537839e-06	0.772727272727273	0	0.772727272727273	chr11:4138299:+_vs_chr11:4138872:+	1.54545454545455	chr11:4138299:+;chr11:4138872:+	distal	TRUE
RAB10	25.9596803723286	3.48622883531116e-07	9.17853044446351e-06	0.739130434782609	0.0454545454545455	0.693675889328063	chr2:26135473:+_vs_chr2:26137411:+	1.38735177865613	chr2:26135473:+;chr2:26137411:+	distal	TRUE
MLLT3	35.581640921774	3.52769141637744e-07	9.17853044446351e-06	0.410614525139665	0.587121212121212	-0.176506686981547	chr9:20414126:-_vs_chr9:20346306:-	-0.352124597934654	chr9:20346306:-;chr9:20413862:-;chr9:20414126:-;chr9:20414156:-;chr9:20456708:-	proximal	TRUE
TOP2B	25.7977843915344	3.79123425570797e-07	9.68488023503581e-06	0.7	0	0.7	chr3:25627274:-_vs_chr3:25597994:-	1.4	chr3:25597994:-;chr3:25627274:-	distal	TRUE
ZNF608	32.3823051948052	4.34715193001441e-07	1.07257396868175e-05	0.208333333333333	0.384615384615385	-0.176282051282051	chr5:124648255:-_vs_chr5:124646944:-	-0.490384615384615	chr5:124646944:-;chr5:124647918:-;chr5:124648255:-;chr5:124648879:-	proximal	TRUE
KMT5B	37.6917040074935	4.35136770212526e-07	1.07257396868175e-05	0.438095238095238	0.518181818181818	-0.0800865800865802	chr11:68188021:-_vs_chr11:68175123:-	-0.626984126984127	chr11:68158259:-;chr11:68165717:-;chr11:68166295:-;chr11:68173809:-;chr11:68175123:-;chr11:68188021:-	proximal	TRUE
SLA	32.0805560511272	5.03282257791659e-07	1.21532622535643e-05	0.643595863166269	0.488549618320611	0.155046244845658	chr8:133038598:-_vs_chr8:133036728:-	0.440397893931389	chr8:133036728:-;chr8:133037562:-;chr8:133038598:-;chr8:133060160:-	distal	TRUE
STK17A	25.224302074631	5.10350514562487e-07	1.21532622535643e-05	0.263157894736842	1	-0.736842105263158	chr7:43595985:+_vs_chr7:43625183:+	-1.47368421052632	chr7:43595985:+;chr7:43625183:+	proximal	TRUE
SCARB2	28.853235165658	5.42749698968699e-07	1.27093887841837e-05	0.74468085106383	0.419354838709677	0.325326012354152	chr4:76161452:-_vs_chr4:76160012:-	0.800960878517502	chr4:76158737:-;chr4:76160012:-;chr4:76161452:-	distal	TRUE
ITM2B	31.8282371541502	5.68834230547122e-07	1.31018376052247e-05	0.539047619047619	0.657142857142857	-0.118095238095238	chr13:48261870:+_vs_chr13:48262047:+	-0.274285714285714	chr13:48256283:+;chr13:48261388:+;chr13:48261870:+;chr13:48262047:+	proximal	TRUE
ODC1	24.8996398847631	6.039370502954e-07	1.36859928333071e-05	0	0.244444444444444	-0.244444444444444	chr2:10440391:-_vs_chr2:10439975:-	-0.488888888888889	chr2:10439975:-;chr2:10440391:-	proximal	TRUE
PTN	31.5917247804099	6.37995644809427e-07	1.42283155707499e-05	0.744186046511628	0.343137254901961	0.401048791609667	chr7:137254860:-_vs_chr7:137227880:-	0.672366621067031	chr7:137227592:-;chr7:137227880:-;chr7:137228041:-;chr7:137254860:-	distal	TRUE
ANKHD1	27.9365079365079	8.58349937319427e-07	1.87572361402761e-05	0.333333333333333	0.638888888888889	-0.305555555555556	chr5:140496774:+_vs_chr5:140524215:+	-1.22222222222222	chr5:140496721:+;chr5:140496774:+;chr5:140524215:+	proximal	TRUE
FAM177A1	24.1824287280702	8.76281295261704e-07	1.87572361402761e-05	0	0.875	-0.875	chr14:35081725:+_vs_chr14:35083378:+	-1.75	chr14:35081725:+;chr14:35083378:+	proximal	TRUE
ZNF711	33.6243796443915	8.8976649144385e-07	1.87572361402761e-05	0.654850746268657	0.554878048780488	0.0999726974881688	chrX:85246838:+_vs_chrX:85270103:+	0.380961048416454	chrX:85245961:+;chrX:85246838:+;chrX:85264345:+;chrX:85270103:+;chrX:85270875:+	distal	TRUE
WNK1	24.1428571428571	8.94473182490033e-07	1.87572361402761e-05	0	1	-1	chr12:859377:+_vs_chr12:911294:+	-2	chr12:859377:+;chr12:911294:+	proximal	TRUE
CHD3	27.7057245080501	9.63337273840014e-07	1.99042480844885e-05	0.58974358974359	0.1875	0.40224358974359	chr17:7893896:+_vs_chr17:7912755:+	0.80448717948718	chr17:7893896:+;chr17:7894250:+;chr17:7912755:+	distal	TRUE
YWHAB	27.5903479236813	1.02054479364248e-06	2.07806584792418e-05	0.796296296296296	0.5	0.296296296296296	chr20:44908131:+_vs_chr20:44908400:+	0.907407407407407	chr20:44908131:+;chr20:44908400:+;chr20:44908520:+	distal	TRUE
FNBP1L	40.2882197060021	1.10857998430912e-06	2.22507839707759e-05	0.407799915218313	0.414565826330532	-0.00676591111221936	chr1:93552649:+_vs_chr1:93553107:+	0.250392738697853	chr1:93523489:+;chr1:93530804:+;chr1:93530882:+;chr1:93550970:+;chr1:93552595:+;chr1:93552649:+;chr1:93553107:+;chr1:93554661:+	distal	TRUE
IK	23.6668051735503	1.14541283328498e-06	2.26662680389493e-05	0.804878048780488	0.16	0.644878048780488	chr5:140654706:+_vs_chr5:140662480:+	1.28975609756098	chr5:140654706:+;chr5:140662480:+	distal	TRUE
SMARCC2	27.3024575617284	1.17854635568422e-06	2.29980226352268e-05	0.4609375	0.796296296296296	-0.335358796296296	chr12:56181494:-_vs_chr12:56162365:-	-0.954282407407407	chr12:56162365:-;chr12:56181494:-;chr12:56181753:-	proximal	TRUE
PPP1R12A	30.2692448711025	1.21130615263792e-06	2.33134951295381e-05	0.694117647058824	0.333333333333333	0.36078431372549	chr12:79820856:-_vs_chr12:79797300:-	0.666454689984102	chr12:79797300:-;chr12:79809864:-;chr12:79820856:-;chr12:79822120:-	distal	TRUE
SFXN3	23.4899027997626	1.2557106218867e-06	2.38415327533894e-05	1	0.486486486486487	0.513513513513513	chr10:101040402:+_vs_chr10:101041241:+	1.02702702702703	chr10:101040402:+;chr10:101041241:+	distal	TRUE
GNAI1	32.7528817719642	1.34203214146577e-06	2.51407354501255e-05	0.5078125	0.307971014492754	0.199841485507246	chr7:80212834:+_vs_chr7:80218039:+	0.419384057971015	chr7:80212834:+;chr7:80217369:+;chr7:80218039:+;chr7:80218186:+;chr7:80219408:+	distal	TRUE
BCLAF1	37.4371697700119	1.44696785177769e-06	2.67498662072061e-05	0.558333333333333	0.270440251572327	0.287893081761006	chr6:136276439:-_vs_chr6:136268217:-	0.583962264150943	chr6:136261275:-;chr6:136268217:-;chr6:136269472:-;chr6:136272002:-;chr6:136276045:-;chr6:136276347:-;chr6:136276439:-	distal	TRUE
UFM1	26.6680677387914	1.61846260366949e-06	2.9531687768255e-05	0.645833333333333	0.157894736842105	0.487938596491228	chr13:38361891:+_vs_chr13:38362405:+	1.30043859649123	chr13:38361891:+;chr13:38362405:+;chr13:38363003:+	distal	TRUE
SRSF3	32.2685575623584	1.68592241418425e-06	3.03682178452419e-05	0.564212328767123	0.678571428571429	-0.114359099804305	chr6:36602784:+_vs_chr6:36602935:+	-0.519569471624266	chr6:36602003:+;chr6:36602293:+;chr6:36602784:+;chr6:36602935:+;chr6:36603429:+	proximal	TRUE
CUL1	29.5575485181285	1.70979979709096e-06	3.04084647457316e-05	0.698039215686275	0.133333333333333	0.564705882352941	chr7:148731567:+_vs_chr7:148801017:+	1.12352941176471	chr7:148731567:+;chr7:148798029:+;chr7:148798646:+;chr7:148801017:+	distal	TRUE
PUM2	22.1318735827664	2.54548085554231e-06	4.47050075254618e-05	1	0	1	chr2:20251299:-_vs_chr2:20248764:-	2	chr2:20248764:-;chr2:20251299:-	distal	TRUE
SEZ6L2	21.9777424483307	2.7583074833204e-06	4.78447162230267e-05	0.37037037037037	1	-0.62962962962963	chr16:29871507:-_vs_chr16:29871159:-	-1.25925925925926	chr16:29871159:-;chr16:29871507:-	proximal	TRUE
CNN3	33.5382905445885	2.94186670842286e-06	5.04063746991966e-05	0.583703703703704	0.648571428571428	-0.0648677248677247	chr1:94897208:-_vs_chr1:94896957:-	-0.372486772486772	chr1:94896957:-;chr1:94897208:-;chr1:94897406:-;chr1:94897502:-;chr1:94897617:-;chr1:94901708:-	proximal	TRUE
SMARCE1	21.6738482384824	3.23167104328401e-06	5.47047929616149e-05	0.0731707317073171	0.62962962962963	-0.556458897922313	chr17:40636428:-_vs_chr17:40628722:-	-1.11291779584463	chr17:40628722:-;chr17:40636428:-	proximal	TRUE
CYFIP1	21.6057384841414	3.3484849266081e-06	5.60073966890997e-05	0.724137931034483	0	0.724137931034483	chr15:22937132:-_vs_chr15:22869465:-	1.44827586206897	chr15:22869465:-;chr15:22937132:-	distal	TRUE
MARCHF5	30.7520311876948	3.43945409236895e-06	5.68521529385691e-05	0.558510638297872	0.412698412698413	0.14581222559946	chr10:92351856:+_vs_chr10:92353964:+	0.572441742654509	chr10:92351711:+;chr10:92351856:+;chr10:92352068:+;chr10:92353872:+;chr10:92353964:+	distal	TRUE
SEC63	25.1136363636364	3.52081457484421e-06	5.74459559312918e-05	0.568181818181818	0.25	0.318181818181818	chr6:107883000:-_vs_chr6:107881215:-	1	chr6:107881215:-;chr6:107883000:-;chr6:107929415:-	distal	TRUE
POMP	25.0790687751004	3.58219653818169e-06	5.74459559312918e-05	0.072289156626506	0.333333333333333	-0.261044176706827	chr13:28678199:+_vs_chr13:28678860:+	-0.522088353413655	chr13:28678199:+;chr13:28678496:+;chr13:28678860:+	proximal	TRUE
SPHK2	21.4627443050295	3.60770236706066e-06	5.74459559312918e-05	1	0.3125	0.6875	chr19:48627156:+_vs_chr19:48630405:+	1.375	chr19:48627156:+;chr19:48630405:+	distal	TRUE
FNBP4	27.9960792932558	3.63892532233806e-06	5.74459559312918e-05	0.4	0.316239316239316	0.0837606837606839	chr11:47750917:-_vs_chr11:47746229:-	-0.690196078431373	chr11:47731460:-;chr11:47736658:-;chr11:47746229:-;chr11:47750917:-	proximal	TRUE
NR2F1	24.850712137854	4.015470351227e-06	6.25705769819253e-05	0.386075949367089	0.315789473684211	0.0702864756828781	chr5:93594133:+_vs_chr5:93594365:+	1.00066622251832	chr5:93594133:+;chr5:93594365:+;chr5:93594611:+	distal	TRUE
PTTG1IP	24.8322969637293	4.05261388281509e-06	6.25705769819253e-05	0.792134831460674	0.428571428571429	0.363563402889246	chr21:44850621:-_vs_chr21:44849585:-	1.46388443017656	chr21:44849585:-;chr21:44850621:-;chr21:44851588:-	distal	TRUE
CRLS1	24.788961038961	4.14138402897005e-06	6.32461365293795e-05	0.166666666666667	0.75	-0.583333333333333	chr20:6037393:+_vs_chr20:6038014:+	-1.16666666666667	chr20:6037393:+;chr20:6037702:+;chr20:6038014:+	proximal	TRUE
C1GALT1	21.1541029750164	4.23792968363675e-06	6.40246366183831e-05	0	1	-1	chr7:7243693:+_vs_chr7:7244121:+	-2	chr7:7243693:+;chr7:7244121:+	proximal	TRUE
CERS6	24.5031924597142	4.77748533775501e-06	7.14081585058063e-05	0.304347826086957	0.375	-0.0706521739130435	chr2:168769770:+_vs_chr2:168770597:+	-1.06521739130435	chr2:168769770:+;chr2:168770597:+;chr2:168771006:+	proximal	TRUE
SREK1	27.28125	5.13982042555625e-06	7.60152389253319e-05	0.409523809523809	0.702380952380952	-0.292857142857143	chr5:66164808:+_vs_chr5:66170689:+	-0.878571428571429	chr5:66164808:+;chr5:66170611:+;chr5:66170689:+;chr5:66177566:+	proximal	TRUE
PEA15	24.3121841109761	5.25625345723184e-06	7.69274594521951e-05	0.695652173913043	0.602941176470588	0.0927109974424553	chr1:160214639:+_vs_chr1:160215372:+	0.849104859335038	chr1:160211963:+;chr1:160214639:+;chr1:160215372:+	distal	TRUE
ARL3	27.1820454545455	5.39201899480593e-06	7.81008936876528e-05	0.307692307692308	0.403846153846154	-0.0961538461538461	chr10:102676666:-_vs_chr10:102673731:-	-0.580769230769231	chr10:102673731:-;chr10:102676527:-;chr10:102676666:-;chr10:102676892:-	proximal	TRUE
ARGLU1	29.7178801923448	5.58622556445091e-06	8.0088233857689e-05	0.396067415730337	0.404891304347826	-0.00882388861748901	chr13:106544123:-_vs_chr13:106543964:-	-0.447117733268197	chr13:106543327:-;chr13:106543964:-;chr13:106544123:-;chr13:106557173:-;chr13:106559584:-	proximal	TRUE
HSBP1	24.1676508620596	5.65016713950734e-06	8.01867154647253e-05	0.7	0.349056603773585	0.350943396226415	chr16:83811666:+_vs_chr16:83812993:+	0.70188679245283	chr16:83811666:+;chr16:83811795:+;chr16:83812993:+	distal	TRUE
APBA2	20.2546731923362	6.77876767257111e-06	9.51142111083913e-05	0.3125	1	-0.6875	chr15:29117709:+_vs_chr15:29118315:+	-1.375	chr15:29117709:+;chr15:29118315:+	proximal	TRUE
CPSF3	20.2381993006993	6.83739168821888e-06	9.51142111083913e-05	0.952380952380952	0.142857142857143	0.80952380952381	chr2:9459617:+_vs_chr2:9473101:+	1.61904761904762	chr2:9459617:+;chr2:9473101:+	distal	TRUE
CLIP1	23.6842105263158	7.19513637868291e-06	9.91094765887204e-05	0.618421052631579	0	0.618421052631579	chr12:122341223:-_vs_chr12:122328260:-	1.23684210526316	chr12:122328260:-;chr12:122340982:-;chr12:122341223:-	distal	TRUE
PRDX2	20.0990695678196	7.35324395555768e-06	0.000100303958811248	0.994791666666667	0.916666666666667	0.078125	chr19:12798519:-_vs_chr19:12796820:-	0.15625	chr19:12796820:-;chr19:12798519:-	distal	FALSE
RAMAC	23.5545769109783	7.67694823131819e-06	0.00010302542194803	0.579545454545455	0.382352941176471	0.197192513368984	chr15:82990120:+_vs_chr15:82990374:+	0.840909090909091	chr15:82990120:+;chr15:82990374:+;chr15:82990674:+	distal	TRUE
