gene_id	chisq	pvalue	adj_pvalue	ExM	ExMU	dWARM	MPRO_comparsion	MPRO	feature_id	Note	sig
DYNC1I1	35.7058584026303	8.64112230362134e-08	1.95210808404537e-05	0.745454545454545	0.818984547461369	-0.0735300020068231	chr7:95871724:+_vs_chr7:95984834:+	-0.398916315472607	chr7:95804834:+;chr7:95871724:+;chr7:95984834:+;chr7:96098424:+	proximal	TRUE
NCBP1	31.5484004127967	1.41043115954759e-07	2.92076785956314e-05	0.131578947368421	0.676470588235294	-0.544891640866873	chr9:97668949:+_vs_chr9:97672477:+	-1.08978328173375	chr9:97668949:+;chr9:97671632:+;chr9:97672477:+	proximal	TRUE
SYNE2	37.0056754790201	1.79645969410961e-07	2.99849356979738e-05	0.482456140350877	0.475806451612903	0.00664968873797389	chr14:63986481:+_vs_chr14:63995157:+	-0.702886247877759	chr14:63986481:+;chr14:63995157:+;chr14:64031156:+;chr14:64163431:+;chr14:64226433:+	proximal	TRUE
THRAP3	36.9272585853348	1.86453914961605e-07	2.99849356979738e-05	0.339655172413793	0.432	-0.0923448275862069	chr1:36289138:+_vs_chr1:36292693:+	-0.472551724137931	chr1:36289081:+;chr1:36289138:+;chr1:36291436:+;chr1:36292693:+;chr1:36296765:+	proximal	TRUE
HMGB3	34.1049118497568	1.88268254471905e-07	2.99849356979738e-05	0.601307189542484	0.58695652173913	0.0143506678033533	chrX:150988769:+_vs_chrX:150990771:+	0.537510656436488	chrX:150987919:+;chrX:150988332:+;chrX:150988769:+;chrX:150990771:+	distal	TRUE
INSIG2	30.8783586369771	1.97173986360205e-07	2.99849356979738e-05	0.675	0.578947368421053	0.0960526315789474	chr2:118108757:+_vs_chr2:118110021:+	1.12631578947368	chr2:118108353:+;chr2:118108757:+;chr2:118110021:+	distal	TRUE
SAMD14	30.7282051282051	2.12547028154976e-07	2.99849356979738e-05	0.323076923076923	0.736363636363636	-0.413286713286713	chr17:50116886:-_vs_chr17:50111309:-	-0.826573426573427	chr17:50111309:-;chr17:50112671:-;chr17:50116886:-	proximal	TRUE
MAP1B	65.9373103447607	2.17194705256953e-07	2.99849356979738e-05	0.365328679464805	0.369070208728653	-0.00374152926384763	chr5:72195305:+_vs_chr5:72195685:+	-0.0479516244937428	chr5:72193999:+;chr5:72194337:+;chr5:72194540:+;chr5:72194957:+;chr5:72195065:+;chr5:72195109:+;chr5:72195305:+;chr5:72195449:+;chr5:72195578:+;chr5:72195685:+;chr5:72195941:+;chr5:72197762:+;chr5:72197787:+;chr5:72200095:+;chr5:72205642:+;chr5:72205875:+;chr5:72207044:+;chr5:72209111:+;chr5:72209565:+	proximal	FALSE
KIDINS220	43.6793146218288	2.46538915180509e-07	3.15149808872711e-05	0.334415584415584	0.242548818088386	0.091866766327198	chr2:8796772:-_vs_chr2:8770671:-	0.230270329191193	chr2:8730714:-;chr2:8731732:-;chr2:8770671:-;chr2:8778948:-;chr2:8785765:-;chr2:8796772:-;chr2:8798265:-;chr2:8803035:-	distal	TRUE
TAOK1	33.4916457811195	2.5364169728186e-07	3.15149808872711e-05	0.833333333333333	0.726851851851852	0.106481481481481	chr17:29498521:+_vs_chr17:29510957:+	0.522222222222222	chr17:29475717:+;chr17:29498521:+;chr17:29510957:+;chr17:29517491:+	distal	TRUE
ZNF512	33.3150365383627	2.76366891233282e-07	3.2335934273987e-05	0.688524590163934	0.653333333333333	0.0351912568306011	chr2:27621446:+_vs_chr2:27623094:+	0.54655737704918	chr2:27615242:+;chr2:27621235:+;chr2:27621446:+;chr2:27623094:+	distal	TRUE
EIF4B	33.242539238051	2.86273864799885e-07	3.2335934273987e-05	0.623015873015873	0.444444444444444	0.178571428571429	chr12:53040872:+_vs_chr12:53042209:+	0.452380952380952	chr12:53037457:+;chr12:53040316:+;chr12:53040872:+;chr12:53042209:+	distal	TRUE
MYT1L	45.3935676692045	3.09890275663594e-07	3.34816232619144e-05	0.398885350318471	0.475190839694656	-0.0763054893761851	chr2:2054028:-_vs_chr2:1840789:-	-0.230198862255069	chr2:1789136:-;chr2:1801758:-;chr2:1840789:-;chr2:1901827:-;chr2:1923223:-;chr2:1942984:-;chr2:1943300:-;chr2:2054028:-;chr2:2302941:-	proximal	TRUE
STRADB	25.4348086124402	4.57586719306112e-07	4.7379291561487e-05	0.181818181818182	0.958333333333333	-0.776515151515152	chr2:201480722:+_vs_chr2:201480846:+	-1.5530303030303	chr2:201480722:+;chr2:201480846:+	proximal	TRUE
BAIAP2	29.0180536398467	4.99815493351503e-07	4.96816600391394e-05	0.551724137931034	0.616666666666667	-0.0649425287356322	chr17:81109409:+_vs_chr17:81110513:+	-1.01494252873563	chr17:81109409:+;chr17:81110513:+;chr17:81116225:+	proximal	TRUE
SELENOT	28.5029964649132	6.46625695876306e-07	6.00251042347789e-05	0.0593220338983051	0.398148148148148	-0.338826114249843	chr3:150628381:+_vs_chr3:150630436:+	-0.677652228499686	chr3:150628381:+;chr3:150629795:+;chr3:150630436:+	proximal	TRUE
SRSF11	34.2822398659079	6.52184231122346e-07	6.00251042347789e-05	0.526595744680851	0.380434782608696	0.146160962072155	chr1:70250046:+_vs_chr1:70250708:+	0.451896392229417	chr1:70246870:+;chr1:70250046:+;chr1:70250436:+;chr1:70250708:+;chr1:70252001:+	distal	TRUE
YWHAZ	42.7324068332166	9.86450236032365e-07	8.75474584478724e-05	0.560041171088747	0.541366095581605	0.0186750755071414	chr8:100919924:-_vs_chr8:100919700:-	-0.129222191880951	chr8:100918576:-;chr8:100918727:-;chr8:100918853:-;chr8:100919541:-;chr8:100919700:-;chr8:100919924:-;chr8:100919980:-;chr8:100920359:-;chr8:100948741:-	proximal	FALSE
ADD2	30.3636393580676	1.15715575411715e-06	9.91562775510733e-05	0.644970414201183	0.625661375661376	0.0193090385398077	chr2:70675084:-_vs_chr2:70674673:-	-0.247064900911055	chr2:70663482:-;chr2:70674673:-;chr2:70675084:-;chr2:70675847:-	proximal	TRUE
TOPBP1	26.8794951543836	1.45610196870351e-06	0.000115610019123137	0.488888888888889	0.275862068965517	0.213026819923372	chr3:133644135:-_vs_chr3:133638135:-	0.90727969348659	chr3:133638135:-;chr3:133644135:-;chr3:133656681:-	distal	TRUE
PRMT2	39.6153130889385	1.49118575132732e-06	0.000115610019123137	0.662542182227222	0.690893901420217	-0.0283517191929956	chr21:46659537:+_vs_chr21:46664941:+	-0.26513791039278	chr21:46637978:+;chr21:46653185:+;chr21:46659140:+;chr21:46659537:+;chr21:46660144:+;chr21:46661270:+;chr21:46664941:+;chr21:46665120:+	proximal	TRUE
CNOT2	26.7890549288931	1.52345852186649e-06	0.000115610019123137	0.709302325581395	0.33695652173913	0.372345803842265	chr12:70338522:+_vs_chr12:70354257:+	0.802325581395349	chr12:70338522:+;chr12:70354257:+;chr12:70354993:+	distal	TRUE
GTF2IP1	29.7799317283507	1.53526383543804e-06	0.000115610019123137	0.651515151515152	0.485507246376812	0.16600790513834	chr7:75196613:-_vs_chr7:75185383:-	0.982213438735178	chr7:75185383:-;chr7:75196613:-;chr7:75201121:-;chr7:75210568:-	distal	TRUE
RUNX1T1	36.7318019675312	1.98606027933826e-06	0.000145157641004576	0.509389671361502	0.46011396011396	0.0492757112475423	chr8:91957221:-_vs_chr8:91954969:-	0.303238232815698	chr8:91954969:-;chr8:91957221:-;chr8:91958907:-;chr8:91959588:-;chr8:91959998:-;chr8:91985995:-;chr8:92079222:-	distal	TRUE
DNAJA2	22.4800017754281	2.12342807667473e-06	0.000148136135623167	0.448275862068966	0.956521739130435	-0.508245877061469	chr16:46956591:-_vs_chr16:46956385:-	-1.01649175412294	chr16:46956385:-;chr16:46956591:-	proximal	TRUE
ARMCX5-GPRASP2	29.0331001366064	2.20384919758991e-06	0.000148136135623167	0.632183908045977	0.272108843537415	0.360075064508562	chrX:102639488:+_vs_chrX:102901662:+	0.779732582688248	chrX:102639488:+;chrX:102640152:+;chrX:102641716:+;chrX:102901662:+	distal	TRUE
PARP1	31.6975326745973	2.20564869941938e-06	0.000148136135623167	0.420774647887324	0.283834586466165	0.136940061421158	chr1:226388689:-_vs_chr1:226361003:-	0.454675420946733	chr1:226360691:-;chr1:226361003:-;chr1:226379623:-;chr1:226388689:-;chr1:226390419:-	distal	TRUE
GPM6A	31.5599975922963	2.35301948613649e-06	0.000153875090080242	0.508340283569641	0.592301943198804	-0.0839616596291628	chr4:175634820:-_vs_chr4:175632943:-	-0.202170219078929	chr4:175632943:-;chr4:175633448:-;chr4:175634532:-;chr4:175634820:-;chr4:175640800:-	proximal	TRUE
SLC25A11	22.1835920177384	2.47782342458054e-06	0.000155625170106137	0.303030303030303	0.0569105691056911	0.246119733924612	chr17:4937312:-_vs_chr17:4937219:-	0.492239467849224	chr17:4937219:-;chr17:4937312:-	distal	TRUE
SSBP2	22.1225580623045	2.55786284325418e-06	0.000155625170106137	0.0412371134020619	0.194244604316547	-0.153007490914485	chr5:81419932:-_vs_chr5:81419869:-	-0.30601498182897	chr5:81419869:-;chr5:81419932:-	proximal	TRUE
SMARCC1	31.3743107048603	2.56765874219381e-06	0.000155625170106137	0.559375	0.377777777777778	0.181597222222222	chr3:47701280:-_vs_chr3:47689396:-	0.6625	chr3:47622316:-;chr3:47635294:-;chr3:47689396:-;chr3:47693276:-;chr3:47701280:-	distal	TRUE
UHRF1BP1L	25.6909090909091	2.63809222138206e-06	0.000156087123098439	0.35	0.625	-0.275	chr12:100088916:-_vs_chr12:100059229:-	-1.4	chr12:100047950:-;chr12:100059229:-;chr12:100088916:-	proximal	TRUE
TSFM	21.7188086228686	3.15680943609628e-06	0.000182434219737192	0	0.5	-0.5	chr12:57796738:+_vs_chr12:57797584:+	-1	chr12:57796738:+;chr12:57797584:+	proximal	TRUE
HDAC2	33.1540753730818	3.50738962283577e-06	0.000198087800289702	0.520470588235294	0.574468085106383	-0.0539974968710889	chr6:113943369:-_vs_chr6:113941015:-	-0.180354013946004	chr6:113940717:-;chr6:113940768:-;chr6:113941015:-;chr6:113943369:-;chr6:113945368:-;chr6:113958337:-	proximal	FALSE
SPTBN1	27.9383895162697	3.74180743151216e-06	0.000205763190005923	0.581196581196581	0.687074829931973	-0.105878248735392	chr2:54630951:+_vs_chr2:54632630:+	-0.60858189429618	chr2:54630951:+;chr2:54632630:+;chr2:54643121:+;chr2:54646013:+	proximal	TRUE
COPS6	24.9563423110976	3.80889607254425e-06	0.000205763190005923	0.65625	0.512578616352201	0.143671383647799	chr7:100091905:+_vs_chr7:100092185:+	0.329402515723271	chr7:100090198:+;chr7:100091905:+;chr7:100092185:+	distal	TRUE
PLXNA4	27.5520674939913	4.50966258517532e-06	0.000238436415407674	0.405405405405405	0.747126436781609	-0.341721031376204	chr7:132125604:-_vs_chr7:132123535:-	-0.77260018639329	chr7:132123344:-;chr7:132123535:-;chr7:132125604:-;chr7:132174151:-	proximal	TRUE
RMC1	20.9129846938776	4.8062559569216e-06	0.000248823876103129	1	0.333333333333333	0.666666666666667	chr18:23531732:+_vs_chr18:23531782:+	1.33333333333333	chr18:23531732:+;chr18:23531782:+	distal	TRUE
RAB6B	24.2712842712843	5.36485003017091e-06	0.000272074537244382	0.916666666666667	0.232142857142857	0.68452380952381	chr3:133828534:-_vs_chr3:133826709:-	1.36904761904762	chr3:133826709:-;chr3:133826764:-;chr3:133828534:-	distal	TRUE
IDI1	27.1168787174885	5.56436596041468e-06	0.00027654898823261	0.889328063241107	0.915458937198068	-0.0261308739569611	chr10:1045634:-_vs_chr10:1040195:-	-0.162714097496706	chr10:1040044:-;chr10:1040195:-;chr10:1041344:-;chr10:1045634:-	proximal	FALSE
ZRANB2	32.0197060132167	5.88811499976271e-06	0.00028690128969432	0.382608695652174	0.513432835820895	-0.130824140168722	chr1:71072501:-_vs_chr1:71069752:-	-0.427644386761843	chr1:71063291:-;chr1:71063965:-;chr1:71069752:-;chr1:71070919:-;chr1:71072187:-;chr1:71072501:-	proximal	TRUE
SACS	20.48	6.02576115176209e-06	0.000287961855040938	0.95	0.0833333333333333	0.866666666666667	chr13:23411299:-_vs_chr13:23340411:-	1.73333333333333	chr13:23340411:-;chr13:23411299:-	distal	TRUE
GTPBP4	29.4984162054311	6.19097471307657e-06	0.000288345604724354	0.486842105263158	0.392857142857143	0.093984962406015	chr10:1012622:+_vs_chr10:1017335:+	0.709273182957393	chr10:1010519:+;chr10:1012485:+;chr10:1012622:+;chr10:1017335:+;chr10:1017768:+	distal	TRUE
AZIN1	34.159808251982	6.26586022338636e-06	0.000288345604724354	0.525510204081633	0.647766323024055	-0.122256118942422	chr8:102828314:-_vs_chr8:102827659:-	-0.329160530191458	chr8:102826357:-;chr8:102826402:-;chr8:102827659:-;chr8:102828003:-;chr8:102828314:-;chr8:102833076:-;chr8:102838784:-	proximal	TRUE
PDIA3	26.8275628170898	6.39833016459323e-06	0.000289088190163894	0.412628487518355	0.465863453815261	-0.0532349662969057	chr15:43771182:+_vs_chr15:43771540:+	-0.338039382198397	chr15:43769565:+;chr15:43771182:+;chr15:43771540:+;chr15:43772463:+	proximal	TRUE
MICAL1	23.7450717703349	6.97948179627424e-06	0.00030971450470967	0.654545454545455	0.909090909090909	-0.254545454545455	chr6:109451321:-_vs_chr6:109444062:-	-0.509090909090909	chr6:109444062:-;chr6:109444932:-;chr6:109451321:-	proximal	TRUE
CCT5	23.4694604557342	8.01071747995702e-06	0.000349239174345495	0.698952879581152	0.773584905660377	-0.0746320260792255	chr5:10264926:+_vs_chr5:10265080:+	-0.365109157364418	chr5:10258499:+;chr5:10264926:+;chr5:10265080:+	proximal	TRUE
PRPF40A	31.2798306398622	8.2478093585369e-06	0.000353375969930417	0.390070921985816	0.488372093023256	-0.0983011710374403	chr2:152672551:-_vs_chr2:152662636:-	-0.355764473033152	chr2:152662636:-;chr2:152663888:-;chr2:152671274:-;chr2:152672551:-;chr2:152673660:-;chr2:152679395:-	proximal	TRUE
MATR3	47.0678010266345	9.41075183072176e-06	0.000396368106768535	0.407726419921542	0.394079107012861	0.0136473129086809	chr5:139322957:+_vs_chr5:139330395:+	0.0513871499483564	chr5:139307968:+;chr5:139317713:+;chr5:139319032:+;chr5:139319371:+;chr5:139319480:+;chr5:139322506:+;chr5:139322957:+;chr5:139325489:+;chr5:139325594:+;chr5:139329379:+;chr5:139329429:+;chr5:139329521:+;chr5:139329704:+;chr5:139330395:+	distal	FALSE
RAE1	19.5877302729276	9.60842788874717e-06	0.000397949055058945	0.246153846153846	0.635135135135135	-0.388981288981289	chr20:57378463:+_vs_chr20:57379185:+	-0.777962577962578	chr20:57378463:+;chr20:57379185:+	proximal	TRUE
ASPH	19.5555555555556	9.77161584503778e-06	0.000398073202867523	0.722222222222222	0.0666666666666667	0.655555555555556	chr8:61675259:-_vs_chr8:61624548:-	1.31111111111111	chr8:61624548:-;chr8:61675259:-	distal	TRUE
ATP6AP2	19.4268575099543	1.04526739128796e-05	0.00041430401628404	0.777777777777778	1	-0.222222222222222	chrX:40606395:+_vs_chrX:40606637:+	-0.444444444444444	chrX:40606395:+;chrX:40606637:+	proximal	TRUE
SELENOK	19.4114376851219	1.05374086130857e-05	0.00041430401628404	0.0151515151515152	0.342105263157895	-0.32695374800638	chr3:53885199:-_vs_chr3:53884423:-	-0.653907496012759	chr3:53884423:-;chr3:53885199:-	proximal	TRUE
ZC3H13	37.1785946528154	1.06702040411181e-05	0.00041430401628404	0.607421875	0.445796460176991	0.161625414823009	chr13:46011452:-_vs_chr13:45968826:-	0.33116703539823	chr13:45968826:-;chr13:45969540:-;chr13:45969660:-;chr13:45970362:-;chr13:45985390:-;chr13:46003234:-;chr13:46003306:-;chr13:46011452:-;chr13:46020488:-	distal	TRUE
EIF4A1	22.7302951283725	1.15925539805386e-05	0.000442514411553435	0.769158878504673	0.834097859327217	-0.0649389808225442	chr17:7578627:+_vs_chr17:7578978:+	-0.190425562319586	chr17:7576023:+;chr17:7578627:+;chr17:7578978:+	proximal	FALSE
DHX29	32.7423984070775	1.17528978521234e-05	0.000442514411553435	0.394345238095238	0.54320987654321	-0.148864638447972	chr5:55295405:-_vs_chr5:55272090:-	-0.456349206349206	chr5:55256502:-;chr5:55272090:-;chr5:55283742:-;chr5:55289365:-;chr5:55294075:-;chr5:55295405:-;chr5:55297340:-	proximal	TRUE
AKAP9	40.7471425601693	1.25084641345772e-05	0.000463933333946631	0.400578034682081	0.408496732026144	-0.00791869734406286	chr7:92001203:+_vs_chr7:92001737:+	-0.264422532018588	chr7:91995798:+;chr7:92000950:+;chr7:92001203:+;chr7:92001267:+;chr7:92001450:+;chr7:92001737:+;chr7:92002099:+;chr7:92012527:+;chr7:92042717:+;chr7:92084939:+;chr7:92097678:+	proximal	TRUE
GLRA2	22.3671334622297	1.39007643363214e-05	0.000507991167290569	0.604651162790698	0.839285714285714	-0.234634551495017	chrX:14730668:+_vs_chrX:14731725:+	-0.507475083056478	chrX:14730668:+;chrX:14731725:+;chrX:14731812:+	proximal	TRUE
TRAPPC11	22.272	1.45779564847969e-05	0.000525017708184353	0.75	0.3625	0.3875	chr4:183691374:+_vs_chr4:183694703:+	0.775	chr4:183691374:+;chr4:183691445:+;chr4:183694703:+	distal	TRUE
BAZ1B	29.9267042096665	1.52466778006081e-05	0.000541257061921588	0.4	0.454794520547945	-0.0547945205479451	chr7:73477038:-_vs_chr7:73459553:-	0.38145416227608	chr7:73441503:-;chr7:73459553:-;chr7:73477038:-;chr7:73477076:-;chr7:73477733:-;chr7:73478003:-	distal	TRUE
ASB6	18.6558704453441	1.56564465155373e-05	0.000546729691969906	0	0.8125	-0.8125	chr9:129636892:-_vs_chr9:129634605:-	-1.625	chr9:129634605:-;chr9:129636892:-	proximal	TRUE
ANK2	29.8423173129315	1.58408602904761e-05	0.000546729691969906	0.447058823529412	0.347967479674797	0.099091343854615	chr4:113336669:+_vs_chr4:113353763:+	0.42583862813418	chr4:113336669:+;chr4:113341882:+;chr4:113353496:+;chr4:113353763:+;chr4:113354684:+;chr4:113383732:+	distal	TRUE
SLC25A38	18.5414857609711	1.66246158794517e-05	0.000565920143293664	0.117647058823529	1	-0.882352941176471	chr3:39397188:+_vs_chr3:39397302:+	-1.76470588235294	chr3:39397188:+;chr3:39397302:+	proximal	TRUE
RAD21	27.3498801220575	1.68898319013258e-05	0.000567178814524251	0.647849462365591	0.4625	0.185349462365591	chr8:116848975:-_vs_chr8:116845934:-	0.460752688172043	chr8:116845934:-;chr8:116846444:-;chr8:116847067:-;chr8:116848975:-;chr8:116854455:-	distal	TRUE
BRD2	21.5981111111111	2.04187787096295e-05	0.000676542201245725	0.24	0.666666666666667	-0.426666666666667	chr6:32978227:+_vs_chr6:32980463:+	-1.05666666666667	chr6:32978227:+;chr6:32980463:+;chr6:32981310:+	proximal	TRUE
COA5	21.5546683046683	2.08671552902643e-05	0.000677189016048518	0.905405405405405	0.461538461538462	0.443866943866944	chr2:98600761:-_vs_chr2:98599402:-	0.887733887733888	chr2:98599402:-;chr2:98600483:-;chr2:98600761:-	distal	TRUE
PCDH9	21.5435652883411	2.09833216240386e-05	0.000677189016048518	0.444444444444444	0.560483870967742	-0.116039426523297	chr13:67228053:-_vs_chr13:67225821:-	-0.500448028673835	chr13:67225821:-;chr13:67228053:-;chr13:67228450:-	proximal	TRUE
GNG2	26.8361531403357	2.14541204929493e-05	0.000683506274679218	0.59825327510917	0.701388888888889	-0.103135613779719	chr14:51966931:+_vs_chr14:51967879:+	-0.252862688015526	chr14:51966931:+;chr14:51967414:+;chr14:51967879:+;chr14:51969543:+;chr14:51969795:+	proximal	TRUE
ANKRD17	21.2704423396153	2.4053713404749e-05	0.000756626301402548	0.673469387755102	0.355263157894737	0.318206229860365	chr4:73140025:-_vs_chr4:73102428:-	0.779806659505908	chr4:73102428:-;chr4:73140025:-;chr4:73140133:-	distal	TRUE
GIGYF2	28.8862612940134	2.44097821657051e-05	0.000758228858522214	0.367676767676768	0.459615384615385	-0.0919386169386169	chr2:232844559:+_vs_chr2:232845768:+	-0.372183372183372	chr2:232791139:+;chr2:232817024:+;chr2:232819928:+;chr2:232819982:+;chr2:232844559:+;chr2:232845768:+	proximal	TRUE
NOP56	26.4584256860579	2.55744756397744e-05	0.000784599653886904	0.557142857142857	0.488	0.0691428571428572	chr20:2657960:+_vs_chr20:2658039:+	-0.330285714285714	chr20:2657155:+;chr20:2657960:+;chr20:2658039:+;chr20:2658266:+;chr20:2658391:+	proximal	TRUE
PTPRN2	17.6458333333333	2.66097586846518e-05	0.000789802360246689	1	0.142857142857143	0.857142857142857	chr7:158434709:-_vs_chr7:157539056:-	1.71428571428571	chr7:157539056:-;chr7:158434709:-	distal	TRUE
HP1BP3	30.8762589212906	2.67660712935602e-05	0.000789802360246689	0.342948717948718	0.321782178217822	0.0211665397308962	chr1:20767585:-_vs_chr1:20742682:-	0.188943894389439	chr1:20742682:-;chr1:20744939:-;chr1:20756692:-;chr1:20767585:-;chr1:20770933:-;chr1:20773587:-;chr1:20776600:-	distal	FALSE
OTUB1	17.6131258921517	2.70713413242471e-05	0.000789802360246689	0.308333333333333	0.580152671755725	-0.271819338422392	chr11:63997702:+_vs_chr11:63998412:+	-0.543638676844784	chr11:63997702:+;chr11:63998412:+	proximal	TRUE
ATAD2B	21.0205469587621	2.72550024002662e-05	0.000789802360246689	0.684210526315789	0.134615384615385	0.549595141700405	chr2:23884818:-_vs_chr2:23751179:-	1.09919028340081	chr2:23751179:-;chr2:23880669:-;chr2:23884818:-	distal	TRUE
CDV3	17.5948189741293	2.73332003948552e-05	0.000789802360246689	0.714285714285714	0.0384615384615385	0.675824175824176	chr3:133587254:+_vs_chr3:133587940:+	1.35164835164835	chr3:133587254:+;chr3:133587940:+	distal	TRUE
TCERG1	26.2581244637131	2.80694600241682e-05	0.000798217759089292	0.375	0.265151515151515	0.109848484848485	chr5:146470747:+_vs_chr5:146480044:+	0.403030303030303	chr5:146469743:+;chr5:146470665:+;chr5:146470747:+;chr5:146480044:+;chr5:146492980:+	distal	TRUE
ZNF644	23.7427999854913	2.82668663178502e-05	0.000798217759089292	0.37037037037037	0.580952380952381	-0.210582010582011	chr1:90939787:-_vs_chr1:90915860:-	-0.646031746031746	chr1:90915860:-;chr1:90939787:-;chr1:90940396:-;chr1:91020428:-	proximal	TRUE
MAN1A2	17.5079665432607	2.86106332587692e-05	0.000798847456719566	0	0.882352941176471	-0.882352941176471	chr1:117402258:+_vs_chr1:117523452:+	-1.76470588235294	chr1:117402258:+;chr1:117523452:+	proximal	TRUE
CARS1	17.2187171145504	3.33137950904277e-05	0.000919830897774588	0.433333333333333	0	0.433333333333333	chr11:3005387:-_vs_chr11:3002553:-	0.866666666666667	chr11:3002553:-;chr11:3005387:-	distal	TRUE
EIF1	23.3660487048187	3.38748801733298e-05	0.000925044804733238	0.631313131313131	0.608732157850546	0.0225809734625857	chr17:41690999:+_vs_chr17:41691644:+	0.146601404472941	chr17:41689941:+;chr17:41690999:+;chr17:41691644:+;chr17:41692668:+	distal	FALSE
HSPH1	23.2311741762476	3.61413550467455e-05	0.000976209427077854	0.131578947368421	0.401709401709402	-0.270130454340981	chr13:31143809:-_vs_chr13:31137424:-	-0.531039136302294	chr13:31137424:-;chr13:31138412:-;chr13:31140273:-;chr13:31143809:-	proximal	TRUE
STAU1	25.6300094463307	3.75720767569958e-05	0.00100394205097994	0.331896551724138	0.496153846153846	-0.164257294429708	chr20:49124478:-_vs_chr20:49113339:-	-0.288726790450928	chr20:49113339:-;chr20:49113523:-;chr20:49114828:-;chr20:49124387:-;chr20:49124478:-	proximal	TRUE
SOX11	23.0763824327043	3.89293279071009e-05	0.0010291423388207	0.671957671957672	0.615384615384615	0.0565730565730566	chr2:5694241:+_vs_chr2:5695459:+	0.505494505494505	chr2:5694241:+;chr2:5695459:+;chr2:5700316:+;chr2:5701385:+	distal	TRUE
RBM4B	16.8581699077126	4.02795668199908e-05	0.00105362866892292	0.878048780487805	0.513513513513513	0.364535266974291	chr11:66667880:-_vs_chr11:66664998:-	0.729070533948583	chr11:66664998:-;chr11:66667880:-	distal	TRUE
SLC44A5	27.6885428991981	4.18730850525372e-05	0.0010839022537037	0.4	0.583673469387755	-0.183673469387755	chr1:75213300:-_vs_chr1:75205277:-	-0.551736484067311	chr1:75202132:-;chr1:75204652:-;chr1:75205277:-;chr1:75210822:-;chr1:75212184:-;chr1:75213300:-	proximal	TRUE
