gene_id	chisq	pvalue	adj_pvalue	ExN2	ExN3	dWARM	MPRO_comparsion	MPRO	feature_id	Note	sig
SRRM1	42.3025386476667	5.11574994877741e-08	1.64097517587706e-06	0.473873873873874	0.694736842105263	-0.220862968231389	chr1:24649024:+_vs_chr1:24671447:+	-0.547889995258416	chr1:24648968:+;chr1:24649024:+;chr1:24650025:+;chr1:24652514:+;chr1:24669594:+;chr1:24671447:+	proximal	TRUE
UBE2N	28.9290493008298	7.50784702622263e-08	2.34807915745113e-06	0.0256410256410256	0.666666666666667	-0.641025641025641	chr12:93409357:-_vs_chr12:93408365:-	-1.28205128205128	chr12:93408365:-;chr12:93409357:-	proximal	TRUE
SYT11	38.0090497737557	1.11575271335304e-07	3.37427556802392e-06	0.380434782608696	0.4625	-0.0820652173913043	chr1:155881618:+_vs_chr1:155885060:+	-0.765217391304348	chr1:155868153:+;chr1:155881254:+;chr1:155881618:+;chr1:155882327:+;chr1:155885060:+	proximal	TRUE
PLPP5	35.1493915472525	1.13285031060755e-07	3.37427556802392e-06	0.775757575757576	0.380952380952381	0.394805194805195	chr8:38264309:-_vs_chr8:38263130:-	0.926406926406926	chr8:38263130:-;chr8:38263509:-;chr8:38264309:-;chr8:38266401:-	distal	TRUE
SREK1	37.4677261396011	1.44277548519734e-07	4.18030216973389e-06	0.390625	0.518518518518518	-0.127893518518518	chr5:66164808:+_vs_chr5:66170689:+	-0.930555555555556	chr5:66164808:+;chr5:66170611:+;chr5:66170689:+;chr5:66170833:+;chr5:66180668:+	proximal	TRUE
STXBP1	34.613392526822	1.47029013164102e-07	4.18030216973389e-06	0.524305555555555	0.4375	0.0868055555555555	chr9:127690834:+_vs_chr9:127691038:+	-0.802083333333333	chr9:127690834:+;chr9:127691038:+;chr9:127691088:+;chr9:127692688:+	proximal	TRUE
SH3BP5	27.5839652543733	1.50420587530135e-07	4.18169233333775e-06	0.0806451612903226	0.62962962962963	-0.548984468339307	chr3:15255650:-_vs_chr3:15254853:-	-1.09796893667861	chr3:15254853:-;chr3:15255650:-	proximal	TRUE
FAM177A1	31.2431586444744	1.64298766056753e-07	4.38210525573904e-06	0.32051282051282	0.9375	-0.61698717948718	chr14:35081069:+_vs_chr14:35083378:+	-1.23397435897436	chr14:35081069:+;chr14:35081725:+;chr14:35083378:+	proximal	TRUE
CDC5L	27.4093249427918	1.64635449256383e-07	4.38210525573904e-06	0.105263157894737	0.956521739130435	-0.851258581235698	chr6:44403879:+_vs_chr6:44446647:+	-1.7025171624714	chr6:44403879:+;chr6:44446647:+	proximal	TRUE
SYNE2	37.0229517396184	1.78179731029768e-07	4.64380923996332e-06	0.34375	0.759259259259259	-0.415509259259259	chr14:63995157:+_vs_chr14:64177382:+	-0.90462962962963	chr14:63986481:+;chr14:63995157:+;chr14:64000658:+;chr14:64051620:+;chr14:64177382:+	proximal	TRUE
LMAN2	27.2140387933715	1.82131368314364e-07	4.64992534206672e-06	0.953488372093023	0.318181818181818	0.635306553911205	chr5:177331954:-_vs_chr5:177331562:-	1.27061310782241	chr5:177331562:-;chr5:177331954:-	distal	TRUE
DEGS1	30.8555230800242	1.99438176671815e-07	4.90846194006329e-06	0.536585365853659	0.568181818181818	-0.0315964523281596	chr1:224193091:+_vs_chr1:224193259:+	-0.917960088691796	chr1:224193091:+;chr1:224193259:+;chr1:224193441:+	proximal	TRUE
RBM27	27.0320951569033	2.00105163024163e-07	4.90846194006329e-06	0.117647058823529	1	-0.882352941176471	chr5:146258598:+_vs_chr5:146269451:+	-1.76470588235294	chr5:146258598:+;chr5:146269451:+	proximal	TRUE
MATR3	41.6997806476674	2.10758419825428e-07	5.07036121541558e-06	0.276758409785933	0.402777777777778	-0.126019367991845	chr5:139319032:+_vs_chr5:139330395:+	-0.266628440366972	chr5:139319032:+;chr5:139322506:+;chr5:139322957:+;chr5:139325489:+;chr5:139329429:+;chr5:139329704:+;chr5:139330395:+	proximal	TRUE
AGAP2	26.7856973140496	2.2731353880716e-07	5.36545730278787e-06	0	1	-1	chr12:57731432:-_vs_chr12:57723761:-	-2	chr12:57723761:-;chr12:57731432:-	proximal	TRUE
ENC1	35.9904005770098	2.90688393085303e-07	6.73428110647619e-06	0.586294416243655	0.583860759493671	0.00243365674998397	chr5:74635493:-_vs_chr5:74629891:-	0.185311315299107	chr5:74627409:-;chr5:74629136:-;chr5:74629891:-;chr5:74635493:-;chr5:74636139:-	distal	FALSE
SRSF4	35.9476692992012	2.96631934860568e-07	6.74702819110129e-06	0.440104166666667	0.703703703703704	-0.263599537037037	chr1:29147837:-_vs_chr1:29147743:-	-0.583333333333333	chr1:29147743:-;chr1:29147837:-;chr1:29149009:-;chr1:29149156:-;chr1:29177278:-	proximal	TRUE
NCOR1	35.7775831127493	3.21514610480577e-07	7.18240674484289e-06	0.255208333333333	0.586206896551724	-0.330998563218391	chr17:16146446:-_vs_chr17:16126082:-	-0.51867816091954	chr17:16126082:-;chr17:16126177:-;chr17:16137369:-;chr17:16146446:-;chr17:16149453:-	proximal	TRUE
IK	25.5750549853372	4.25504794656143e-07	9.33871049324271e-06	0.8	0.16	0.64	chr5:140654706:+_vs_chr5:140662480:+	1.28	chr5:140654706:+;chr5:140662480:+	distal	TRUE
FKBP3	28.6607923701094	5.97568936407873e-07	1.24890814652595e-05	0.561797752808989	0.3125	0.249297752808989	chr14:45116046:-_vs_chr14:45115902:-	0.558988764044944	chr14:45115599:-;chr14:45115902:-;chr14:45116046:-	distal	TRUE
BRWD1	28.6589550035701	5.98118165237261e-07	1.24890814652595e-05	0.57843137254902	0.178571428571429	0.399859943977591	chr21:39296437:-_vs_chr21:39250818:-	1.26330532212885	chr21:39236611:-;chr21:39250818:-;chr21:39296437:-	distal	TRUE
ANKHD1	24.9080514743394	6.01307666993058e-07	1.24890814652595e-05	1	0	1	chr5:140524215:+_vs_chr5:140526189:+	2	chr5:140524215:+;chr5:140526189:+	distal	TRUE
YWHAQ	34.4273036766853	6.08979991511453e-07	1.24890814652595e-05	0.831132075471698	0.745867768595041	0.0852643068766568	chr2:9584630:-_vs_chr2:9583977:-	0.227818493684703	chr2:9583977:-;chr2:9584267:-;chr2:9584498:-;chr2:9584630:-;chr2:9584936:-	distal	TRUE
PLEKHA1	28.0364985377333	8.16491553897621e-07	1.64746924826762e-05	0.655844155844156	0.302631578947368	0.353212576896787	chr10:122428537:+_vs_chr10:122430566:+	0.706425153793575	chr10:122428537:+;chr10:122430145:+;chr10:122430566:+	distal	TRUE
RPS6KA5	24.0655381944444	9.31118549322296e-07	1.84893540508284e-05	0	1	-1	chr14:90977568:-_vs_chr14:90875269:-	-2	chr14:90875269:-;chr14:90977568:-	proximal	TRUE
SPOUT1	24.0207792207792	9.53016259855059e-07	1.86284897043544e-05	0.952380952380952	0	0.952380952380952	chr9:128822070:-_vs_chr9:128819651:-	1.9047619047619	chr9:128819651:-;chr9:128822070:-	distal	TRUE
MLLT3	38.1968595501102	1.02807641603462e-06	1.97865168686048e-05	0.461610486891386	0.452380952380952	0.00922953451043335	chr9:20456708:-_vs_chr9:20354827:-	0.271589085072231	chr9:20346136:-;chr9:20346306:-;chr9:20354827:-;chr9:20413862:-;chr9:20414126:-;chr9:20414156:-;chr9:20456708:-	distal	TRUE
HSP90AB1	33.0762399711196	1.15230855489406e-06	2.18414848814011e-05	0.573656845753899	0.525406504065041	0.0482503416888588	chr6:44250447:+_vs_chr6:44253883:+	0.156740076932832	chr6:44250383:+;chr6:44250447:+;chr6:44251139:+;chr6:44252254:+;chr6:44253883:+	distal	FALSE
TPM3	29.9307457814994	1.42713181349312e-06	2.66468940101477e-05	0.5	0.53921568627451	-0.0392156862745098	chr1:154156838:-_vs_chr1:154156364:-	-0.679461615154536	chr1:154156364:-;chr1:154156838:-;chr1:154172030:-;chr1:154173157:-	proximal	TRUE
SMIM14	29.5446350275352	1.72052247198377e-06	3.16525531242896e-05	0.635658914728682	0.148148148148148	0.487510766580534	chr4:39551521:-_vs_chr4:39551076:-	0.950904392764858	chr4:39550907:-;chr4:39551076:-;chr4:39551449:-;chr4:39551521:-	distal	TRUE
SEPTIN7	29.26955473736	1.96556681321082e-06	3.56365809177787e-05	0.452941176470588	0.287878787878788	0.1650623885918	chr7:35882569:+_vs_chr7:35898297:+	0.470588235294118	chr7:35882569:+;chr7:35898297:+;chr7:35903104:+;chr7:35905307:+	distal	TRUE
UBQLN1	26.1413043478261	2.10614315039981e-06	3.76397868735738e-05	0.866666666666667	0.483333333333333	0.383333333333333	chr9:83667575:-_vs_chr9:83659970:-	0.766666666666667	chr9:83659970:-;chr9:83661432:-;chr9:83667575:-	distal	TRUE
LINC00461	25.9707933868075	2.29357988286188e-06	4.04122314571861e-05	0.133064516129032	0.387931034482759	-0.254866518353726	chr5:88667135:-_vs_chr5:88664445:-	-0.509733036707453	chr5:88664445:-;chr5:88667044:-;chr5:88667135:-	proximal	TRUE
DPYSL2	22.2841317134762	2.35141717695763e-06	4.08558734496388e-05	1	0.4	0.6	chr8:26657129:+_vs_chr8:26658175:+	1.2	chr8:26657129:+;chr8:26658175:+	distal	TRUE
MXD4	22.1538461538462	2.5165130527219e-06	4.26410937814982e-05	1	0	1	chr4:2249430:-_vs_chr4:2247432:-	2	chr4:2247432:-;chr4:2249430:-	distal	TRUE
GORASP2	22.1288165680473	2.54953753015893e-06	4.26410937814982e-05	0.0769230769230769	0.916666666666667	-0.83974358974359	chr2:170966916:+_vs_chr2:170967135:+	-1.67948717948718	chr2:170966916:+;chr2:170967135:+	proximal	TRUE
PRKX	25.7305781553748	2.58628240643092e-06	4.26410937814982e-05	0.25	0.348837209302326	-0.0988372093023256	chrX:3608191:-_vs_chrX:3607671:-	-0.69094247246022	chrX:3607671:-;chrX:3608191:-;chrX:3608297:-	proximal	TRUE
SLC4A7	22.0982142857143	2.59050609703746e-06	4.26410937814982e-05	0	0.727272727272727	-0.727272727272727	chr3:27448697:-_vs_chr3:27372723:-	-1.45454545454545	chr3:27372723:-;chr3:27448697:-	proximal	TRUE
UBR5	25.4671612470474	2.95036807702302e-06	4.79339021344909e-05	0.384615384615385	0.351351351351351	0.0332640332640333	chr8:102326601:-_vs_chr8:102305100:-	0.866943866943867	chr8:102253885:-;chr8:102305100:-;chr8:102326601:-	distal	TRUE
CWC15	25.3383724256293	3.14660579077337e-06	5.04667159520191e-05	0.644736842105263	0.1875	0.457236842105263	chr11:94963450:-_vs_chr11:94963345:-	1.09868421052632	chr11:94963115:-;chr11:94963345:-;chr11:94963450:-	distal	TRUE
AP4B1	21.4962245290273	3.54525972186596e-06	5.61407583804343e-05	0.117647058823529	1	-0.882352941176471	chr1:113902044:-_vs_chr1:113895147:-	-1.76470588235294	chr1:113895147:-;chr1:113902044:-	proximal	TRUE
ARL3	25.0657657768131	3.60610293393348e-06	5.63904346293848e-05	0.353658536585366	0.4	-0.0463414634146341	chr10:102676666:-_vs_chr10:102673731:-	-0.773983739837398	chr10:102673731:-;chr10:102676666:-;chr10:102676892:-	proximal	TRUE
GNPAT	21.395903045903	3.73568592345262e-06	5.76955937066571e-05	0.910714285714286	0.479166666666667	0.431547619047619	chr1:231276180:+_vs_chr1:231277797:+	0.863095238095238	chr1:231276180:+;chr1:231277797:+	distal	TRUE
CARHSP1	21.3192449353441	3.88808530329616e-06	5.93170087124817e-05	0.253164556962025	0.661016949152542	-0.407852392190517	chr16:8854913:-_vs_chr16:8852947:-	-0.815704784381034	chr16:8852947:-;chr16:8854913:-	proximal	TRUE
ARGLU1	32.7159157404942	4.28520517503703e-06	6.45878514936305e-05	0.49727626459144	0.447826086956522	0.049450177634918	chr13:106543964:-_vs_chr13:106543327:-	0.230967687362544	chr13:106543327:-;chr13:106543964:-;chr13:106544123:-;chr13:106557173:-;chr13:106559004:-;chr13:106559584:-	distal	TRUE
PPP1R12A	30.1337751296935	4.59690602649726e-06	6.84610647517628e-05	0.622448979591837	0.256756756756757	0.36569222283508	chr12:79820856:-_vs_chr12:79797300:-	0.63596249310535	chr12:79797300:-;chr12:79808486:-;chr12:79809864:-;chr12:79820856:-;chr12:79822120:-	distal	TRUE
GRIA1	20.8132287289916	5.06320265019803e-06	7.45184295929145e-05	0.19047619047619	1	-0.80952380952381	chr5:153770857:+_vs_chr5:153811311:+	-1.61904761904762	chr5:153770857:+;chr5:153811311:+	proximal	TRUE
TUBB2B	24.2371281998105	5.45725795769504e-06	7.9073280505853e-05	0.114838393731636	0.0674442190669371	0.0473941746646985	chr6:3224496:-_vs_chr6:3224264:-	0.0947883493293971	chr6:3224264:-;chr6:3224403:-;chr6:3224496:-	distal	FALSE
RPL7L1	24.2218518518519	5.49910104237347e-06	7.9073280505853e-05	0.822916666666667	0.325	0.497916666666667	chr6:42884671:+_vs_chr6:42889889:+	0.995833333333333	chr6:42884671:+;chr6:42887433:+;chr6:42889889:+	distal	TRUE
RBCK1	20.6081196581197	5.63565858868638e-06	8.01160101641666e-05	0.0625	1	-0.9375	chr20:410764:+_vs_chr20:430966:+	-1.875	chr20:410764:+;chr20:430966:+	proximal	TRUE
KHDRBS1	29.6279262134561	5.82664138116105e-06	8.19003187396907e-05	0.510294117647059	0.662698412698413	-0.152404295051354	chr1:32043301:+_vs_chr1:32060850:+	-0.352380952380952	chr1:32042631:+;chr1:32042972:+;chr1:32043301:+;chr1:32043877:+;chr1:32060850:+	proximal	TRUE
KIDINS220	20.475	6.04152307112032e-06	8.39771706885724e-05	0.1875	0.833333333333333	-0.645833333333333	chr2:8803035:-_vs_chr2:8730714:-	-1.29166666666667	chr2:8730714:-;chr2:8803035:-	proximal	TRUE
ZNF287	20.1410337913834	7.1936671307617e-06	9.82588730482142e-05	1	0	1	chr17:16553352:-_vs_chr17:16551356:-	2	chr17:16551356:-;chr17:16553352:-	distal	TRUE
DYNC1I2	23.6756298675745	7.22607219858969e-06	9.82588730482142e-05	0.505555555555556	0.845070422535211	-0.339514866979656	chr2:171725691:+_vs_chr2:171748411:+	-0.679029733959311	chr2:171725691:+;chr2:171725949:+;chr2:171748411:+	proximal	TRUE
SAFB	26.5000575182635	7.4937100182828e-06	0.000100802486374965	0.622448979591837	0.509803921568627	0.112645058023209	chr19:5641950:+_vs_chr19:5654100:+	0.50360144057623	chr19:5641950:+;chr19:5653396:+;chr19:5654100:+;chr19:5668478:+	distal	TRUE
TRA2B	29.0407159947429	7.6699119990946e-06	0.000102075105434759	0.62431693989071	0.403061224489796	0.221255715400914	chr3:185922057:-_vs_chr3:185916744:-	0.413516226162596	chr3:185916744:-;chr3:185917124:-;chr3:185917328:-;chr3:185922057:-;chr3:185931624:-	distal	TRUE
CAMK1	19.8988703007519	8.16485581353094e-06	0.000107518259186602	0.263157894736842	1	-0.736842105263158	chr3:9758800:-_vs_chr3:9757347:-	-1.47368421052632	chr3:9757347:-;chr3:9758800:-	proximal	TRUE
KHDC4	23.358041958042	8.46965333236049e-06	0.000110370169987323	0.725	0.333333333333333	0.391666666666667	chr1:155915288:-_vs_chr1:155913058:-	1.31666666666667	chr1:155913058:-;chr1:155915288:-;chr1:155915513:-	distal	TRUE
KIF5C	26.2217726295385	8.57018306957351e-06	0.000110528855876664	0.380208333333333	0.365079365079365	0.0151289682539683	chr2:148946951:+_vs_chr2:148962060:+	-0.677083333333333	chr2:148946951:+;chr2:148962060:+;chr2:148983686:+;chr2:149011683:+	proximal	TRUE
NDUFA2	19.7428371954843	8.85931067518023e-06	0.000113091812802556	0.075	0.636363636363636	-0.561363636363636	chr5:140645476:-_vs_chr5:140645367:-	-1.12272727272727	chr5:140645367:-;chr5:140645476:-	proximal	TRUE
BRD3	19.6611906767419	9.24602290801733e-06	0.000116836107655855	0.176470588235294	0.736842105263158	-0.560371517027864	chr9:134040211:-_vs_chr9:134034781:-	-1.12074303405573	chr9:134034781:-;chr9:134040211:-	proximal	TRUE
ITSN1	23.0858392564243	9.70451197820858e-06	0.000121403444847389	0.347457627118644	0	0.347457627118644	chr21:33774850:+_vs_chr21:33794454:+	0.779661016949153	chr21:33774850:+;chr21:33794454:+;chr21:33837369:+	distal	TRUE
ZSCAN26	19.5475113122172	9.81284872183082e-06	0.000121543304465449	0.133333333333333	1	-0.866666666666667	chr6:28277532:+_vs_chr6:28278020:+	-1.73333333333333	chr6:28277532:+;chr6:28278020:+	proximal	TRUE
NOL11	23.015507518797	1.00518510192504e-05	0.000122779913295452	0.684210526315789	0.270833333333333	0.413377192982456	chr17:67744090:+_vs_chr17:67744151:+	1.10087719298246	chr17:67743813:+;chr17:67744090:+;chr17:67744151:+	distal	TRUE
KPNB1	25.8792640039887	1.01089776734065e-05	0.000122779913295452	0.367647058823529	0.299319727891156	0.068327330932373	chr17:47682697:+_vs_chr17:47683446:+	-0.393157262905162	chr17:47680640:+;chr17:47682697:+;chr17:47683446:+;chr17:47683532:+	proximal	TRUE
RBM17	22.9385267620562	1.04462929822567e-05	0.000125656851161568	0.378378378378378	0.861111111111111	-0.482732732732733	chr10:6113014:+_vs_chr10:6116542:+	-0.965465465465466	chr10:6113014:+;chr10:6115628:+;chr10:6116542:+	proximal	TRUE
