gene_id	chisq	pvalue	adj_pvalue	ExN3	ExNExM	dWARM	MPRO_comparsion	MPRO	feature_id	Note	sig
STAU2	27.7560200658939	1.37619292161762e-07	4.8590196232499e-06	0.5	0	-0.5	chr8:73551980:-_vs_chr8:73551682:-	-1	chr8:73551682:-;chr8:73551980:-	proximal	TRUE
STX2	34.602002208318	1.47845721220609e-07	5.08958895301946e-06	0.653333333333333	0.184210526315789	-0.469122807017544	chr12:130798530:-_vs_chr12:130789600:-	-0.834736842105263	chr12:130789600:-;chr12:130791630:-;chr12:130798530:-;chr12:130812996:-	proximal	TRUE
HSBP1	30.8276628911294	2.02235809716204e-07	6.79216365802959e-06	0.349056603773585	0.736196319018405	0.38713971524482	chr16:83811666:+_vs_chr16:83812993:+	0.77427943048964	chr16:83811666:+;chr16:83811795:+;chr16:83812993:+	distal	TRUE
ARGLU1	36.5609212418096	2.21826910663034e-07	7.27275371388089e-06	0.404891304347826	0.41046511627907	0.00557381193124362	chr13:106544123:-_vs_chr13:106543964:-	-0.495197168857432	chr13:106543327:-;chr13:106543964:-;chr13:106544123:-;chr13:106557173:-;chr13:106559584:-	proximal	TRUE
MTMR6	26.1315797682709	3.18925047910606e-07	9.83475852002964e-06	0.882352941176471	0	-0.882352941176471	chr13:25251682:-_vs_chr13:25247958:-	-1.76470588235294	chr13:25247958:-;chr13:25251682:-	proximal	TRUE
ABI1	26.1166693239796	3.21397337255871e-07	9.83475852002964e-06	0	1	1	chr10:26748078:-_vs_chr10:26747831:-	2	chr10:26747831:-;chr10:26748078:-	distal	TRUE
RPS6KA5	26.1166693239796	3.21397337255871e-07	9.83475852002964e-06	1	0	-1	chr14:90940510:-_vs_chr14:90875269:-	-2	chr14:90875269:-;chr14:90940510:-	proximal	TRUE
PTN	32.7230091960507	3.68439681951026e-07	1.08205259472754e-05	0.343137254901961	0.741666666666667	0.398529411764706	chr7:137228041:-_vs_chr7:137227880:-	0.736764705882353	chr7:137227592:-;chr7:137227880:-;chr7:137228041:-;chr7:137254860:-	distal	TRUE
INPP5E	25.8483093335775	3.69328046130677e-07	1.08205259472754e-05	0	1	1	chr9:136435518:-_vs_chr9:136428619:-	2	chr9:136428619:-;chr9:136435518:-	distal	TRUE
SLC17A6	25.7146586052836	3.95809191559418e-07	1.13547761828608e-05	0.133333333333333	1	0.866666666666667	chr11:22345041:+_vs_chr11:22377879:+	1.73333333333333	chr11:22345041:+;chr11:22377879:+	distal	TRUE
PCM1	34.9922961999131	4.66230541753262e-07	1.31020297141682e-05	0.397058823529412	0.282178217821782	-0.11488060570763	chr8:17956702:+_vs_chr8:17960131:+	-0.511648223645894	chr8:17937189:+;chr8:17947255:+;chr8:17956702:+;chr8:17960131:+;chr8:17960387:+	proximal	TRUE
MAPK8	28.6935809250039	5.87852093414431e-07	1.61894466526334e-05	0.56	0.168181818181818	-0.391818181818182	chr10:48435762:+_vs_chr10:48436412:+	-0.783636363636364	chr10:48435762:+;chr10:48435878:+;chr10:48436412:+	proximal	TRUE
CCT4	24.9063803596236	6.01829126433365e-07	1.62493864137009e-05	0.327272727272727	0.721854304635762	0.394581577363034	chr2:61868503:-_vs_chr2:61868446:-	0.789163154726069	chr2:61868446:-;chr2:61868503:-	distal	TRUE
NUDT4	24.6810620300752	6.76456279128515e-07	1.7913082622307e-05	0.95	0.105263157894737	-0.844736842105263	chr12:93399558:+_vs_chr12:93399840:+	-1.68947368421053	chr12:93399558:+;chr12:93399840:+	proximal	TRUE
ZNF608	28.1443330035007	7.73634341683919e-07	1.97355293945081e-05	0.38	0.155172413793103	-0.224827586206897	chr5:124648255:-_vs_chr5:124646944:-	-0.526896551724138	chr5:124646944:-;chr5:124648255:-;chr5:124648879:-	proximal	TRUE
HNRNPU	31.1934458365441	7.73942329196396e-07	1.97355293945081e-05	0.855791962174941	0.695006747638327	-0.160785214536614	chr1:244856592:-_vs_chr1:244855993:-	-0.355098056105895	chr1:244855993:-;chr1:244856592:-;chr1:244858777:-;chr1:244862694:-	proximal	TRUE
FARSB	24.195861118938	8.70190865554005e-07	2.17864149430521e-05	0.923076923076923	0.0740740740740741	-0.849002849002849	chr2:222571745:-_vs_chr2:222571313:-	-1.6980056980057	chr2:222571313:-;chr2:222571745:-	proximal	TRUE
IP6K2	30.6697565072541	9.97624657977445e-07	2.43031863046452e-05	0.571428571428572	0.368217054263566	-0.203211517165006	chr3:48693448:-_vs_chr3:48691422:-	-0.775083056478405	chr3:48691422:-;chr3:48693005:-;chr3:48693448:-;chr3:48693764:-	proximal	TRUE
PPFIA2	27.6190286469198	1.0060142479047e-06	2.43031863046452e-05	0.775	0.414893617021277	-0.360106382978723	chr12:81375797:-_vs_chr12:81339199:-	-1.12446808510638	chr12:81339199:-;chr12:81375797:-;chr12:81384064:-	proximal	TRUE
RUFY2	33.0258138679314	1.18003225419021e-06	2.78330028401802e-05	0.553571428571428	0.444029850746269	-0.10954157782516	chr10:68377662:-_vs_chr10:68377206:-	0.595593461265103	chr10:68377206:-;chr10:68377662:-;chr10:68378535:-;chr10:68384084:-;chr10:68394076:-	distal	TRUE
RAC1	27.278826287349	1.19255422481528e-06	2.78330028401802e-05	0.636363636363636	0.916666666666667	0.28030303030303	chr7:6402689:+_vs_chr7:6403967:+	0.630681818181818	chr7:6401963:+;chr7:6402689:+;chr7:6403967:+	distal	TRUE
SOGA3	29.9332654019451	1.42539136692532e-06	3.24065605758283e-05	0.333333333333333	0.280839895013123	-0.0524934383202099	chr6:127512981:-_vs_chr6:127476377:-	-0.772689598010775	chr6:127447618:-;chr6:127450169:-;chr6:127476377:-;chr6:127512981:-	proximal	TRUE
AKAP9	29.9185520361991	1.43558474591541e-06	3.24065605758283e-05	0.19047619047619	0.424242424242424	0.233766233766234	chr7:92001203:+_vs_chr7:92097678:+	0.753246753246753	chr7:92000950:+;chr7:92001203:+;chr7:92002569:+;chr7:92097678:+	distal	TRUE
CDC5L	22.9513128479748	1.66156692556126e-06	3.69028654273848e-05	0.956521739130435	0.272727272727273	-0.683794466403162	chr6:44403879:+_vs_chr6:44446647:+	-1.36758893280632	chr6:44403879:+;chr6:44446647:+	proximal	TRUE
RPIA	26.3636363636364	1.8845562388816e-06	4.07889039381155e-05	1	0.375	-0.625	chr2:88750449:+_vs_chr2:88750929:+	-1.46875	chr2:88750266:+;chr2:88750449:+;chr2:88750929:+	proximal	TRUE
ST13	26.3517597824254	1.895780575192e-06	4.07889039381155e-05	0.557142857142857	0.647727272727273	0.0905844155844155	chr22:40826130:-_vs_chr22:40825150:-	0.958441558441558	chr22:40825150:-;chr22:40826130:-;chr22:40850830:-	distal	TRUE
CNN3	31.9452223573486	1.96305182719441e-06	4.15864979391799e-05	0.675	0.816770186335404	0.141770186335404	chr1:94897502:-_vs_chr1:94896957:-	0.321739130434783	chr1:94896957:-;chr1:94897208:-;chr1:94897502:-;chr1:94897617:-;chr1:94901708:-	distal	TRUE
GET4	22.4155919312169	2.19584146218861e-06	4.57808329022013e-05	0	0.777777777777778	0.777777777777778	chr7:895683:+_vs_chr7:896443:+	1.55555555555556	chr7:895683:+;chr7:896443:+	distal	TRUE
NOL11	26.0138286120098	2.24475470396969e-06	4.57808329022013e-05	0.270833333333333	0.620689655172414	0.34985632183908	chr17:67744090:+_vs_chr17:67744203:+	1.03735632183908	chr17:67743813:+;chr17:67744090:+;chr17:67744203:+	distal	TRUE
DEGS1	28.9803863029015	2.26078187171364e-06	4.57808329022013e-05	0.666666666666667	0.344827586206897	-0.32183908045977	chr1:224193091:+_vs_chr1:224193259:+	-0.799373040752351	chr1:224193091:+;chr1:224193160:+;chr1:224193259:+;chr1:224193441:+	proximal	TRUE
HDGFL3	22.2547846889952	2.38763081682769e-06	4.76488063010396e-05	0.916666666666667	0	-0.916666666666667	chr15:83157451:-_vs_chr15:83137800:-	-1.83333333333333	chr15:83137800:-;chr15:83157451:-	proximal	TRUE
SYNE2	28.6783353010626	2.61647480345921e-06	5.11333909589581e-05	0.863636363636364	0.428571428571429	-0.435064935064935	chr14:64163431:+_vs_chr14:64177382:+	-0.984415584415584	chr14:63954891:+;chr14:63986481:+;chr14:64163431:+;chr14:64177382:+	proximal	TRUE
GPN3	22.0644260789715	2.63650744959043e-06	5.11333909589581e-05	0	1	1	chr12:110452661:-_vs_chr12:110452566:-	2	chr12:110452566:-;chr12:110452661:-	distal	TRUE
ANKRD36C	25.3111917725348	3.18966109613516e-06	6.09517832047198e-05	0.666666666666667	0.552631578947368	-0.114035087719298	chr2:95958613:-_vs_chr2:95923518:-	-1.10087719298246	chr2:95923518:-;chr2:95958613:-;chr2:95982321:-	proximal	TRUE
DNMT1	21.6740770829102	3.23128552937149e-06	6.09517832047198e-05	0.909090909090909	0.0434782608695652	-0.865612648221344	chr19:10162721:-_vs_chr19:10151432:-	-1.73122529644269	chr19:10151432:-;chr19:10162721:-	proximal	TRUE
PKIA	28.1062246654451	3.45026858768112e-06	6.42029708815798e-05	0.462962962962963	0.358695652173913	-0.10426731078905	chr8:78601920:+_vs_chr8:78602248:+	-0.973429951690821	chr8:78601920:+;chr8:78602248:+;chr8:78602376:+;chr8:78603214:+	proximal	TRUE
AP4B1	21.5056508714597	3.52787548141519e-06	6.47717938387828e-05	1	0.15	-0.85	chr1:113902044:-_vs_chr1:113895147:-	-1.7	chr1:113895147:-;chr1:113902044:-	proximal	TRUE
PPP1R12A	30.5632058888156	3.75821244293103e-06	6.72526292964415e-05	0.256756756756757	0.597560975609756	0.340804218852999	chr12:79822120:-_vs_chr12:79797300:-	0.508899143045485	chr12:79797300:-;chr12:79809796:-;chr12:79809864:-;chr12:79820856:-;chr12:79822120:-	distal	TRUE
SFXN3	21.3831195175439	3.76067716472476e-06	6.72526292964415e-05	0.486486486486487	0.975	0.488513513513513	chr10:101040402:+_vs_chr10:101041241:+	0.977027027027027	chr10:101040402:+;chr10:101041241:+	distal	TRUE
GPR137C	21.3089923469388	3.90893541404868e-06	6.87112350111e-05	0.0833333333333333	0.952380952380952	0.869047619047619	chr14:52600721:+_vs_chr14:52636338:+	1.73809523809524	chr14:52600721:+;chr14:52636338:+	distal	TRUE
ACTR2	27.8305136878583	3.94203890041896e-06	6.87112350111e-05	0.654320987654321	0.328502415458937	-0.325818572195384	chr2:65270138:+_vs_chr2:65270654:+	-0.632850241545894	chr2:65255616:+;chr2:65270138:+;chr2:65270269:+;chr2:65270654:+	proximal	TRUE
CPSF3	21.1640211640212	4.21605394226711e-06	7.25688284812726e-05	0.142857142857143	1	0.857142857142857	chr2:9459617:+_vs_chr2:9473101:+	1.71428571428571	chr2:9459617:+;chr2:9473101:+	distal	TRUE
ROBO2	27.2378143735441	5.24876134790917e-06	8.9228942914456e-05	0.457364341085271	0.362068965517241	-0.0952953755680299	chr3:77607852:+_vs_chr3:77646297:+	-0.716118684843625	chr3:77522813:+;chr3:77607852:+;chr3:77646297:+;chr3:77647488:+	proximal	TRUE
RBMX	24.1655731956316	5.65603977061026e-06	9.49800824893942e-05	0.320652173913043	0.329090909090909	0.00843873517786564	chrX:136874047:-_vs_chrX:136873461:-	0.390671936758893	chrX:136869192:-;chrX:136873461:-;chrX:136874047:-	distal	TRUE
PDIA6	27.0085005952505	5.86324668764029e-06	9.72733817937432e-05	0.444444444444444	0.490813648293963	0.0463692038495189	chr2:10788704:-_vs_chr2:10783855:-	0.680395719765798	chr2:10783391:-;chr2:10783855:-;chr2:10788704:-;chr2:10790782:-	distal	TRUE
FNBP4	24.0485955140028	5.99672088678413e-06	9.83033888226398e-05	0.474358974358974	0.576470588235294	0.10211161387632	chr11:47746229:-_vs_chr11:47736658:-	0.800301659125188	chr11:47736658:-;chr11:47746229:-;chr11:47750917:-	distal	TRUE
METAP2	24.0136043293938	6.1025602318648e-06	9.88614757562098e-05	0.62962962962963	0.307692307692308	-0.321937321937322	chr12:95514343:+_vs_chr12:95515839:+	-1.01424501424501	chr12:95494993:+;chr12:95514343:+;chr12:95515839:+	proximal	TRUE
TIAM2	23.7417621594092	6.99104104239263e-06	0.000111937947853194	0.323529411764706	0.733766233766234	0.410236822001528	chr6:155144732:+_vs_chr6:155251981:+	0.820473644003056	chr6:155144732:+;chr6:155183486:+;chr6:155251981:+	distal	TRUE
ZNF346	20.1666666666667	7.09790833090828e-06	0.000112132633245651	1	0	-1	chr5:177065978:+_vs_chr5:177078637:+	-2	chr5:177065978:+;chr5:177078637:+	proximal	TRUE
RAB18	23.6923076923077	7.1660651602159e-06	0.000112132633245651	0.323529411764706	0.823529411764706	0.5	chr10:27539161:+_vs_chr10:27539828:+	1	chr10:27539161:+;chr10:27539757:+;chr10:27539828:+	distal	TRUE
RPS4X	19.2000556278727	1.17709960783416e-05	0.000182119793257038	0.0375	0.00344036697247706	-0.0340596330275229	chrX:72272603:-_vs_chrX:72272153:-	-0.0681192660550458	chrX:72272153:-;chrX:72272603:-	proximal	FALSE
MARCHF7	25.4764890282132	1.2274424240034e-05	0.00018779869087252	0.541666666666667	0.321969696969697	-0.21969696969697	chr2:159747856:+_vs_chr2:159767867:+	-0.553030303030303	chr2:159747856:+;chr2:159748898:+;chr2:159767867:+;chr2:159768573:+	proximal	TRUE
CCNG1	18.9834617741327	1.31856385183776e-05	0.00019952334329457	0	0.705882352941177	0.705882352941177	chr5:163444608:+_vs_chr5:163445016:+	1.41176470588235	chr5:163444608:+;chr5:163445016:+	distal	TRUE
RAN	22.4435326743938	1.33797747638762e-05	0.000200260324454973	0.112244897959184	0.13109756097561	0.0188526630164261	chr12:130877306:+_vs_chr12:130877678:+	0.266923842707815	chr12:130876281:+;chr12:130877306:+;chr12:130877678:+	distal	TRUE
OAZ1	22.3007025467833	1.43702383209783e-05	0.000212772238365453	0.835820895522388	0.64027149321267	-0.195549402309718	chr19:2273325:+_vs_chr19:2273488:+	-0.547173634091983	chr19:2273241:+;chr19:2273325:+;chr19:2273488:+	proximal	TRUE
SAFB	22.1963636363636	1.51398257664481e-05	0.000221782341280841	0.529411764705882	0.694117647058824	0.164705882352941	chr19:5641950:+_vs_chr19:5653396:+	0.588235294117647	chr19:5641950:+;chr19:5653396:+;chr19:5668478:+	distal	TRUE
AMER2	18.6560064935065	1.56553293728948e-05	0.000226919879436591	0.8125	0.05	-0.7625	chr13:25169091:-_vs_chr13:25161684:-	-1.525	chr13:25161684:-;chr13:25169091:-	proximal	TRUE
NT5C2	21.9165085388994	1.74136832092766e-05	0.000249777518533061	1	0.387096774193548	-0.612903225806452	chr10:103089444:-_vs_chr10:103088038:-	-1.2258064516129	chr10:103088038:-;chr10:103088155:-;chr10:103089444:-	proximal	TRUE
ANKZF1	18.3561158170533	1.83229877287723e-05	0.000260110867036283	1	0.142857142857143	-0.857142857142857	chr2:219234735:+_vs_chr2:219236647:+	-1.71428571428571	chr2:219234735:+;chr2:219236647:+	proximal	TRUE
CCNL2	21.740310966053	1.90174137947895e-05	0.0002659381102903	0.0789473684210526	0.443298969072165	0.364351600651112	chr1:1387335:-_vs_chr1:1386705:-	0.996744438415627	chr1:1386502:-;chr1:1386705:-;chr1:1387335:-	distal	TRUE
ODC1	18.2750267319776	1.91197334195641e-05	0.0002659381102903	0.244444444444444	0	-0.244444444444444	chr2:10440391:-_vs_chr2:10439975:-	-0.488888888888889	chr2:10439975:-;chr2:10440391:-	proximal	TRUE
FUBP1	24.4871861628394	1.97625427975871e-05	0.000272130214322774	0.547169811320755	0.308139534883721	-0.239030276437034	chr1:77964286:-_vs_chr1:77948419:-	-0.427380430013164	chr1:77948419:-;chr1:77962777:-;chr1:77962913:-;chr1:77964286:-	proximal	TRUE
RUNX1T1	18.1785612506616	2.01130231110547e-05	0.000274214186375469	1	0.121212121212121	-0.878787878787879	chr8:91959588:-_vs_chr8:91958907:-	-1.75757575757576	chr8:91958907:-;chr8:91959588:-	proximal	TRUE
SLC4A7	18.0662473116717	2.13350186261252e-05	0.00028802275145269	0.727272727272727	0	-0.727272727272727	chr3:27448697:-_vs_chr3:27372723:-	-1.45454545454545	chr3:27372723:-;chr3:27448697:-	proximal	TRUE
DISP3	17.9839781746032	2.22772093216553e-05	0.00029782249743611	0.285714285714286	1	0.714285714285714	chr1:11483617:+_vs_chr1:11537551:+	1.42857142857143	chr1:11483617:+;chr1:11537551:+	distal	TRUE
UBE2V1	21.3617117117117	2.29806992848653e-05	0.000304273297262111	0.35	0.371621621621622	0.0216216216216216	chr20:50082755:-_vs_chr20:50081365:-	0.852702702702703	chr20:50081124:-;chr20:50081365:-;chr20:50082755:-	distal	TRUE
PAFAH1B1	24.0093532644474	2.4867912137544e-05	0.000326124904889506	0.314285714285714	0.56989247311828	0.255606758832565	chr17:2667027:+_vs_chr17:2682463:+	0.647926267281106	chr17:2667027:+;chr17:2681910:+;chr17:2682463:+;chr17:2685615:+	distal	TRUE
CEP78	17.7507991053938	2.51811699844307e-05	0.000327117651590198	0.4	0.967741935483871	0.567741935483871	chr9:78250133:+_vs_chr9:78265476:+	1.13548387096774	chr9:78250133:+;chr9:78265476:+	distal	TRUE
