gene_id	chisq	pvalue	adj_pvalue	ExM	ExN1	dWARM	MPRO_comparsion	MPRO	feature_id	Note	sig
BZW2	33.4784329369261	5.37341837817724e-08	4.03526386593439e-06	0.608333333333333	0.878205128205128	-0.269871794871795	chr7:16704662:+_vs_chr7:16706517:+	-0.706410256410256	chr7:16697018:+;chr7:16704662:+;chr7:16706517:+	proximal	TRUE
MAP2	59.5493930309879	6.32357993439289e-08	4.60040440227083e-06	0.463811188811189	0.561732385261797	-0.0979211964506083	chr2:209692830:+_vs_chr2:209734112:+	-0.166965877259995	chr2:209580099:+;chr2:209681172:+;chr2:209692830:+;chr2:209692958:+;chr2:209693544:+;chr2:209693923:+;chr2:209695108:+;chr2:209696647:+;chr2:209725730:+;chr2:209729898:+;chr2:209730502:+;chr2:209730895:+;chr2:209733900:+;chr2:209734112:+	proximal	FALSE
EIF4E	31.293343158929	1.6022743224864e-07	1.13033170386313e-05	0.271186440677966	0.41304347826087	-0.141857037582903	chr4:98880061:-_vs_chr4:98879862:-	-0.938835666912306	chr4:98879272:-;chr4:98879862:-;chr4:98880061:-	proximal	TRUE
MSH2	30.892946772801	1.95741018349444e-07	1.3402502668162e-05	0.264705882352941	0.638888888888889	-0.374183006535948	chr2:47482839:+_vs_chr2:47483223:+	-0.996732026143791	chr2:47471005:+;chr2:47482839:+;chr2:47483223:+	proximal	TRUE
CCT4	33.7433553485398	2.24439583508893e-07	1.49284385831058e-05	0.866391184573003	0.734463276836158	0.131927907736845	chr2:61887951:-_vs_chr2:61868446:-	0.246323014427791	chr2:61868446:-;chr2:61868503:-;chr2:61873223:-;chr2:61887951:-	distal	TRUE
EWSR1	38.9864186742973	2.38983157588794e-07	1.52291461245735e-05	0.848464163822526	0.846689895470383	0.00177426835214223	chr22:29300218:+_vs_chr22:29300519:+	-0.110035556718317	chr22:29288048:+;chr22:29289879:+;chr22:29290845:+;chr22:29300218:+;chr22:29300336:+;chr22:29300519:+	proximal	FALSE
CERT1	33.5879662859135	2.42043989093308e-07	1.52291461245735e-05	0.559139784946237	0.409090909090909	0.150048875855327	chr5:75402983:-_vs_chr5:75389589:-	0.928885630498534	chr5:75386009:-;chr5:75389589:-;chr5:75402983:-;chr5:75411063:-	distal	TRUE
KRAS	33.4451612903226	2.59435628532389e-07	1.58938458743e-05	0.374149659863946	0.653061224489796	-0.27891156462585	chr12:25209856:-_vs_chr12:25208375:-	-0.673469387755102	chr12:25208375:-;chr12:25208852:-;chr12:25209826:-;chr12:25209856:-	proximal	TRUE
SC5D	33.0177699704429	3.19299531147035e-07	1.90597258592384e-05	0.494623655913978	0.395348837209302	0.0992748187046761	chr11:121308568:+_vs_chr11:121308633:+	0.623780945236309	chr11:121308169:+;chr11:121308568:+;chr11:121308633:+;chr11:121309013:+	distal	TRUE
SPCS2	29.6609164952962	3.62421387714018e-07	2.06724399564924e-05	0.36551724137931	0.546728971962617	-0.181211730583306	chr11:74977116:+_vs_chr11:74977720:+	-0.520850789558492	chr11:74977039:+;chr11:74977116:+;chr11:74977720:+	proximal	TRUE
PTX3	25.8759531429023	3.64076476896989e-07	2.06724399564924e-05	0.409090909090909	0.961538461538462	-0.552447552447553	chr3:157443015:+_vs_chr3:157443588:+	-1.10489510489511	chr3:157443015:+;chr3:157443588:+	proximal	TRUE
CPNE1	29.5895355290704	3.75589981032584e-07	2.08184160915204e-05	0.525974025974026	0.85	-0.324025974025974	chr20:35653785:-_vs_chr20:35626044:-	-0.648051948051948	chr20:35626044:-;chr20:35631309:-;chr20:35653785:-	proximal	TRUE
CDK11A	32.2825125898589	4.5629145927114e-07	2.37461249580208e-05	0.597883597883598	0.388888888888889	0.208994708994709	chr1:1716392:-_vs_chr1:1705645:-	0.76984126984127	chr1:1705645:-;chr1:1708200:-;chr1:1716392:-;chr1:1719359:-	distal	TRUE
GGPS1	25.437718636232	4.56897010895205e-07	2.37461249580208e-05	0.882352941176471	0.0740740740740741	0.808278867102396	chr1:235342765:+_vs_chr1:235343097:+	1.61655773420479	chr1:235342765:+;chr1:235343097:+	distal	TRUE
ZPR1	25.4288167490848	4.59010147384422e-07	2.37461249580208e-05	0.166666666666667	0.941176470588235	-0.774509803921569	chr11:116778560:-_vs_chr11:116777720:-	-1.54901960784314	chr11:116777720:-;chr11:116778560:-	proximal	TRUE
RBM6	25.0934913793103	5.46168935996703e-07	2.76408974565288e-05	1	0.3	0.7	chr3:50068750:+_vs_chr3:50077249:+	1.4	chr3:50068750:+;chr3:50077249:+	distal	TRUE
NARS1	31.847683699336	5.63492260117829e-07	2.79108506713682e-05	0.62962962962963	0.339285714285714	0.290343915343915	chr18:57601584:-_vs_chr18:57600659:-	0.610209235209235	chr18:57600659:-;chr18:57601123:-;chr18:57601584:-;chr18:57615846:-	distal	TRUE
RBM8A	28.7100935025935	5.83018597588037e-07	2.82764019830198e-05	0.48	0.679012345679012	-0.199012345679012	chr1:145925723:-_vs_chr1:145923648:-	-0.503086419753086	chr1:145923648:-;chr1:145925723:-;chr1:145926522:-	proximal	TRUE
ZC3H13	45.9028908871368	6.27726640759114e-07	2.98234208099432e-05	0.55470737913486	0.483091787439614	0.0716155916952465	chr13:45975288:-_vs_chr13:45969660:-	0.253982741453701	chr13:45956433:-;chr13:45968826:-;chr13:45969540:-;chr13:45969660:-;chr13:45970362:-;chr13:45975288:-;chr13:46003234:-;chr13:46003306:-;chr13:46011452:-;chr13:46020488:-	distal	TRUE
IRF2BPL	28.4589972956106	6.61008823939217e-07	3.02246870573003e-05	0.683333333333333	0.272727272727273	0.410606060606061	chr14:77025268:-_vs_chr14:77025000:-	1.07878787878788	chr14:77024543:-;chr14:77025000:-;chr14:77025268:-	distal	TRUE
SLC44A5	31.5151515151515	6.62138762853229e-07	3.02246870573003e-05	0.386363636363636	1	-0.613636363636364	chr1:75213300:-_vs_chr1:75210214:-	-1.25	chr1:75210214:-;chr1:75210822:-;chr1:75212184:-;chr1:75213300:-	proximal	TRUE
UBE2I	24.4190588698062	7.74982031606966e-07	3.38251873126784e-05	0.0913705583756345	0.300613496932515	-0.209242938556881	chr16:1325350:+_vs_chr16:1327015:+	-0.418485877113762	chr16:1325350:+;chr16:1327015:+	proximal	TRUE
BTBD8	41.0850323431771	7.79724075758273e-07	3.38251873126784e-05	0.463455149501661	0.717460317460317	-0.254005167958656	chr1:92180746:+_vs_chr1:92181657:+	-0.437984496124031	chr1:92102532:+;chr1:92177023:+;chr1:92177066:+;chr1:92177110:+;chr1:92177439:+;chr1:92180746:+;chr1:92181657:+;chr1:92182870:+	proximal	TRUE
ARID4B	38.7633015330029	7.96432432559807e-07	3.38251873126784e-05	0.306910569105691	0.283185840707965	0.0237247283977265	chr1:235246444:-_vs_chr1:235240334:-	-0.355816965249299	chr1:235194191:-;chr1:235220318:-;chr1:235220428:-;chr1:235224748:-;chr1:235229237:-;chr1:235240334:-;chr1:235246444:-	proximal	TRUE
PID1	28.0794729396847	7.99134579981662e-07	3.38251873126784e-05	0.619047619047619	0.727848101265823	-0.108800482218204	chr2:229024832:-_vs_chr2:229023989:-	-0.621659634317862	chr2:229023989:-;chr2:229024832:-;chr2:229025445:-	proximal	TRUE
MRPL42	27.901929008312	8.73319381685731e-07	3.58576009620743e-05	0.627659574468085	0.527027027027027	0.100632547441058	chr12:93501326:+_vs_chr12:93502650:+	0.852788959171938	chr12:93501326:+;chr12:93502650:+;chr12:93503756:+	distal	TRUE
RSU1	24.17875	8.77956724586872e-07	3.58576009620743e-05	1	0.230769230769231	0.769230769230769	chr10:16592963:-_vs_chr10:16592913:-	1.53846153846154	chr10:16592913:-;chr10:16592963:-	distal	TRUE
TCF12	33.5259463922764	9.32070796819466e-07	3.74113933619951e-05	0.530487804878049	0.322916666666667	0.207571138211382	chr15:57262200:+_vs_chr15:57286267:+	0.584349593495935	chr15:57262200:+;chr15:57263175:+;chr15:57282497:+;chr15:57286267:+;chr15:57288518:+	distal	TRUE
EIF3A	35.9679173264845	9.63949594675478e-07	3.80351636678731e-05	0.51588785046729	0.561797752808989	-0.0459099023416991	chr10:119056940:-_vs_chr10:119035048:-	-0.445342854142602	chr10:119035048:-;chr10:119038324:-;chr10:119056752:-;chr10:119056940:-;chr10:119058030:-;chr10:119059212:-	proximal	TRUE
SEMA3C	40.4976918817766	1.01071180589864e-06	3.92156180688674e-05	0.396449704142012	0.458898643256185	-0.0624489391141733	chr7:80744420:-_vs_chr7:80742538:-	-0.210406267561403	chr7:80742538:-;chr7:80742836:-;chr7:80743612:-;chr7:80743984:-;chr7:80744049:-;chr7:80744367:-;chr7:80744420:-;chr7:80761617:-	proximal	TRUE
SYNCRIP	38.0873267439831	1.08005520707609e-06	3.99512057743058e-05	0.459770114942529	0.512437810945274	-0.052667696002745	chr6:85618847:-_vs_chr6:85614218:-	0.303911477097272	chr6:85611576:-;chr6:85612587:-;chr6:85614218:-;chr6:85618847:-;chr6:85618899:-;chr6:85640226:-;chr6:85640447:-	distal	TRUE
SPIRE1	30.5050743141292	1.08050847894199e-06	3.99512057743058e-05	0.532679738562091	0.540540540540541	-0.00786080197844907	chr18:12479790:-_vs_chr18:12446544:-	-0.40990990990991	chr18:12446544:-;chr18:12479790:-;chr18:12493116:-;chr18:12546852:-	proximal	TRUE
ARL6IP5	30.4789199546172	1.09428999290837e-06	3.99512057743058e-05	0.635087719298246	0.770562770562771	-0.135475051264525	chr3:69105388:+_vs_chr3:69106053:+	-0.690362269309638	chr3:69104523:+;chr3:69104929:+;chr3:69105388:+;chr3:69106053:+	proximal	TRUE
CCSER2	27.4434668592277	1.09831493537611e-06	3.99512057743058e-05	0.0795454545454545	0.489130434782609	-0.409584980237154	chr10:84372426:+_vs_chr10:84518501:+	-0.819169960474308	chr10:84372426:+;chr10:84464015:+;chr10:84518501:+	proximal	TRUE
SYT1	37.8897952642628	1.18048235371327e-06	4.14424125444889e-05	0.461666666666667	0.325870646766169	0.135796019900498	chr12:79285886:+_vs_chr12:79450296:+	0.26365671641791	chr12:79047336:+;chr12:79285886:+;chr12:79292070:+;chr12:79296198:+;chr12:79444142:+;chr12:79450296:+;chr12:79452008:+	distal	TRUE
UBQLN1	30.3210852972267	1.18126164302765e-06	4.14424125444889e-05	0.720588235294118	0.62015503875969	0.100433196534428	chr9:83660872:-_vs_chr9:83660289:-	-0.548563611491108	chr9:83659970:-;chr9:83660289:-;chr9:83660872:-;chr9:83661432:-	proximal	TRUE
TMEM50B	27.2785558667912	1.19271548130617e-06	4.14424125444889e-05	0.308823529411765	0.777777777777778	-0.468954248366013	chr21:33450365:-_vs_chr21:33449023:-	-0.937908496732026	chr21:33449023:-;chr21:33449141:-;chr21:33450365:-	proximal	TRUE
BFAR	27.0077065791352	1.36568654886966e-06	4.67546806730672e-05	0.696969696969697	0.547619047619048	0.149350649350649	chr16:14668335:+_vs_chr16:14668696:+	1.07792207792208	chr16:14650589:+;chr16:14668335:+;chr16:14668696:+	distal	TRUE
NSD3	32.6636058156245	1.3996899983992e-06	4.72243234242513e-05	0.254545454545455	0.494047619047619	-0.239502164502164	chr8:38338548:-_vs_chr8:38275640:-	-0.541558441558442	chr8:38275640:-;chr8:38326841:-;chr8:38331485:-;chr8:38338548:-;chr8:38347703:-	proximal	TRUE
GNAI1	32.2350608573671	1.71272083730077e-06	5.69602015605171e-05	0.364130434782609	0.5078125	-0.143682065217391	chr7:80212834:+_vs_chr7:80218039:+	-0.361413043478261	chr7:80212834:+;chr7:80217369:+;chr7:80218039:+;chr7:80218186:+;chr7:80219408:+	proximal	TRUE
RPL13A	26.480233532713	1.77783048381101e-06	5.82928079762257e-05	0.521501457725948	0.554080629301868	-0.0325791715759206	chr19:49491841:+_vs_chr19:49492308:+	-0.136237891701139	chr19:49491768:+;chr19:49491841:+;chr19:49492308:+	proximal	FALSE
RAB14	29.414495194578	1.83240079514904e-06	5.92476257098191e-05	0.615023474178404	0.941176470588235	-0.326152996409832	chr9:121180677:-_vs_chr9:121179290:-	-0.735984534658934	chr9:121179290:-;chr9:121179706:-;chr9:121180677:-;chr9:121190655:-	proximal	TRUE
KLHL24	31.9037238065578	2.00175907056958e-06	6.38369194011778e-05	0.4375	0.723214285714286	-0.285714285714286	chr3:183672518:+_vs_chr3:183679147:+	-0.692307692307692	chr3:183637526:+;chr3:183672518:+;chr3:183679147:+;chr3:183679399:+;chr3:183680312:+	proximal	TRUE
HNRNPLL	26.105905982906	2.14375200350503e-06	6.69803272156899e-05	0.538461538461538	0.44	0.0984615384615384	chr2:38563508:-_vs_chr2:38563189:-	0.803076923076923	chr2:38563189:-;chr2:38563508:-;chr2:38564032:-	distal	TRUE
NCOA6	22.4490950226244	2.15787136648486e-06	6.69803272156899e-05	1	0.0555555555555556	0.944444444444444	chr20:34749421:-_vs_chr20:34714800:-	1.88888888888889	chr20:34714800:-;chr20:34749421:-	distal	TRUE
UBE2L3	31.462527603975	2.46335886072695e-06	7.5456571418057e-05	0.410714285714286	0.5	-0.0892857142857143	chr22:21623489:+_vs_chr22:21624031:+	-0.386970172684458	chr22:21621873:+;chr22:21622241:+;chr22:21622917:+;chr22:21623489:+;chr22:21624031:+	proximal	TRUE
KMT5B	40.4534188328937	2.63706432273523e-06	7.82334758834568e-05	0.568396226415094	0.443493150684932	0.124903075730163	chr11:68188021:-_vs_chr11:68171693:-	0.329025588007237	chr11:68158259:-;chr11:68158987:-;chr11:68165717:-;chr11:68166295:-;chr11:68171693:-;chr11:68173809:-;chr11:68175044:-;chr11:68175123:-;chr11:68188021:-	distal	TRUE
UBR5	31.2758732271679	2.68924200263163e-06	7.82334758834568e-05	0.253623188405797	0.387614678899083	-0.133991490493285	chr8:102326601:-_vs_chr8:102253360:-	-0.380268581305677	chr8:102253360:-;chr8:102293955:-;chr8:102305100:-;chr8:102311326:-;chr8:102326601:-	proximal	TRUE
HSPA5	31.2688097378707	2.69818364355806e-06	7.82334758834568e-05	0.566091954022989	0.729591836734694	-0.163499882711705	chr9:125236992:-_vs_chr9:125236247:-	-0.559934318555008	chr9:125236247:-;chr9:125236755:-;chr9:125236815:-;chr9:125236992:-;chr9:125240207:-	proximal	TRUE
CYP51A1	31.2677851025457	2.69948318177981e-06	7.82334758834568e-05	0.270833333333333	0.465725806451613	-0.19489247311828	chr7:92127543:-_vs_chr7:92113276:-	-0.355241935483871	chr7:92113276:-;chr7:92113587:-;chr7:92113661:-;chr7:92118576:-;chr7:92127543:-	proximal	TRUE
RUNX1T1	28.5965525554484	2.72204104233677e-06	7.82334758834568e-05	0.557377049180328	0.166666666666667	0.390710382513661	chr8:91986922:-_vs_chr8:91959588:-	0.811475409836066	chr8:91954969:-;chr8:91959588:-;chr8:91959998:-;chr8:91986922:-	distal	TRUE
VIRMA	25.5927272727273	2.77083002021325e-06	7.86645400860543e-05	0	0.68	-0.68	chr8:94526972:-_vs_chr8:94510993:-	-1.4	chr8:94488520:-;chr8:94510993:-;chr8:94526972:-	proximal	TRUE
MAP1B	48.1329286801149	2.96348033172879e-06	8.31202676176462e-05	0.271378902204468	0.268774703557312	0.00260419864715583	chr5:72195305:+_vs_chr5:72195449:+	0.0683076933872974	chr5:72194957:+;chr5:72195065:+;chr5:72195109:+;chr5:72195305:+;chr5:72195449:+;chr5:72195578:+;chr5:72195685:+;chr5:72197787:+;chr5:72205642:+;chr5:72205875:+;chr5:72207044:+;chr5:72209111:+;chr5:72209565:+	distal	FALSE
EEF2	21.562730779204	3.42441961326842e-06	9.49053435677247e-05	0.747967479674797	0.846497764530551	-0.0985302848557547	chr19:3981408:-_vs_chr19:3976056:-	-0.197060569711509	chr19:3976056:-;chr19:3981408:-	proximal	FALSE
TTC3	43.8627572972825	3.48384436361564e-06	9.54163491587906e-05	0.405039787798408	0.421192052980132	-0.016152265181724	chr21:37153179:+_vs_chr21:37165784:+	-0.130386284188522	chr21:37095368:+;chr21:37129034:+;chr21:37150845:+;chr21:37153179:+;chr21:37160839:+;chr21:37164198:+;chr21:37165784:+;chr21:37182916:+;chr21:37187097:+;chr21:37197695:+;chr21:37203104:+	proximal	FALSE
BAZ1B	30.4344780921505	3.99221544818775e-06	0.000107597040164303	0.47	0.544642857142857	-0.0746428571428572	chr7:73478003:-_vs_chr7:73477733:-	-0.555	chr7:73459553:-;chr7:73477038:-;chr7:73477076:-;chr7:73477733:-;chr7:73478003:-	proximal	TRUE
ACAP3	21.2547348484849	4.02115836895744e-06	0.000107597040164303	0	0.666666666666667	-0.666666666666667	chr1:1292870:-_vs_chr1:1292391:-	-1.33333333333333	chr1:1292391:-;chr1:1292870:-	proximal	TRUE
RPL7	24.8250908255095	4.06724206806644e-06	0.000107597040164303	0.961711711711712	0.992935635792779	-0.0312239240810669	chr8:73291123:-_vs_chr8:73290641:-	-0.0849703706846564	chr8:73290641:-;chr8:73291123:-;chr8:73291606:-	proximal	FALSE
CCDC14	24.6423893835972	4.45628681316729e-06	0.000116564446079252	0.857142857142857	0.258064516129032	0.599078341013825	chr3:123956831:-_vs_chr3:123931311:-	1.19815668202765	chr3:123931311:-;chr3:123955888:-;chr3:123956831:-	distal	TRUE
NFYC	20.9381566430985	4.74351350572162e-06	0.000122698882681333	0.920634920634921	0.511627906976744	0.409007013658176	chr1:40771107:+_vs_chr1:40771603:+	0.818014027316353	chr1:40771107:+;chr1:40771603:+	distal	TRUE
STAU1	27.3550297862343	4.95991796447872e-06	0.000126886692541829	0.348623853211009	0.448484848484848	-0.0998609952738393	chr20:49113523:-_vs_chr20:49113339:-	-0.383819849874896	chr20:49113339:-;chr20:49113523:-;chr20:49124387:-;chr20:49124478:-	proximal	TRUE
SGCB	29.6779315003891	5.69175079972499e-06	0.000143997964160183	0.484550561797753	0.606194690265487	-0.121644128467734	chr4:52023010:-_vs_chr4:52022924:-	-0.275628915183454	chr4:52020709:-;chr4:52022924:-;chr4:52023010:-;chr4:52023390:-;chr4:52023696:-	proximal	TRUE
TMEM30A	20.56883640553	5.75249599093514e-06	0.000143997964160183	0.962962962962963	0.277777777777778	0.685185185185185	chr6:75253626:-_vs_chr6:75252924:-	1.37037037037037	chr6:75252924:-;chr6:75253626:-	distal	TRUE
SUPT4H1	20.3952742112907	6.29851426765771e-06	0.000155988736330927	0.254901960784314	0.716981132075472	-0.462079171291158	chr17:58345911:-_vs_chr17:58345191:-	-0.924158342582316	chr17:58345191:-;chr17:58345911:-	proximal	TRUE
