gene_id	chisq	pvalue	adj_pvalue	ExMU	ExN2	dWARM	MPRO_comparsion	MPRO	feature_id	Note	sig
H3-3B	40.2638694272996	9.36742102986563e-09	5.31231376825275e-07	0.526504941599281	0.574438202247191	-0.0479332606479098	chr17:75777459:-_vs_chr17:75776434:-	-0.218177413004634	chr17:75776434:-;chr17:75777459:-;chr17:75778023:-;chr17:75778250:-	proximal	TRUE
LINC01551	48.0032261293291	1.17986462192728e-08	6.51950835962384e-07	0.383986928104575	0.54954954954955	-0.165562621444974	chr14:28793072:+_vs_chr14:28793966:+	-0.443561208267091	chr14:28778560:+;chr14:28792118:+;chr14:28792278:+;chr14:28793072:+;chr14:28793232:+;chr14:28793405:+;chr14:28793966:+	proximal	TRUE
RAB10	45.3145583429034	1.25217993330914e-08	6.74611939070298e-07	0.503370786516854	0.613559322033898	-0.110188535517044	chr2:26135473:+_vs_chr2:26137411:+	-0.677775661778709	chr2:26135228:+;chr2:26135383:+;chr2:26135473:+;chr2:26136917:+;chr2:26137411:+;chr2:26137454:+	proximal	TRUE
RPL7L1	42.1282717282717	1.56909396210657e-08	8.24731094716991e-07	0.467532467532467	0.777272727272727	-0.30974025974026	chr6:42887595:+_vs_chr6:42889889:+	-0.748051948051948	chr6:42887290:+;chr6:42887433:+;chr6:42887595:+;chr6:42887905:+;chr6:42889889:+	proximal	TRUE
PCMTD1	39.1157407407407	1.64038573375489e-08	8.32641481346539e-07	0.666666666666667	0.427083333333333	0.239583333333333	chr8:51843951:-_vs_chr8:51842849:-	-0.875	chr8:51820332:-;chr8:51842849:-;chr8:51843951:-;chr8:51851955:-	proximal	TRUE
EIF2AK1	35.8260171376243	1.66141919711839e-08	8.32641481346539e-07	0.556122448979592	0.607142857142857	-0.0510204081632654	chr7:6024756:-_vs_chr7:6023831:-	-0.793367346938776	chr7:6023831:-;chr7:6024756:-;chr7:6041141:-	proximal	TRUE
RPL22	38.842936758336	1.87386121326847e-08	9.17766116953082e-07	0.361904761904762	0.220797720797721	0.141107041107041	chr1:6186615:-_vs_chr1:6185119:-	0.316117216117216	chr1:6185020:-;chr1:6185119:-;chr1:6186218:-;chr1:6186615:-	distal	TRUE
CCT8	35.4805510523559	1.97467774465071e-08	9.45651231049395e-07	0.79595015576324	0.946428571428571	-0.150478415665331	chr21:29061272:-_vs_chr21:29056326:-	-0.520538495772141	chr21:29056326:-;chr21:29061272:-;chr21:29063484:-	proximal	TRUE
EPHA7	35.2873276351047	2.17497446969392e-08	9.99662319797812e-07	0.280487804878049	0.837209302325581	-0.556721497447533	chr6:93410897:-_vs_chr6:93243112:-	-1.11344299489507	chr6:93243112:-;chr6:93243247:-;chr6:93410897:-	proximal	TRUE
MPPED1	35.2824933920421	2.18023800605555e-08	9.99662319797812e-07	0.510695187165775	0.866666666666667	-0.355971479500891	chr22:43506920:+_vs_chr22:43507843:+	-0.711942959001783	chr22:43506920:+;chr22:43507714:+;chr22:43507843:+	proximal	TRUE
KIF1B	38.3060901522545	2.43464566199706e-08	1.09305445866743e-06	0.126984126984127	0.105691056910569	0.0212930700735579	chr1:10273030:+_vs_chr1:10274714:+	-0.431765389082462	chr1:10273030:+;chr1:10274714:+;chr1:10282534:+;chr1:10381600:+	proximal	TRUE
DOK6	35.0117647058824	2.49627193030984e-08	1.09785020608525e-06	0.0357142857142857	0.661764705882353	-0.626050420168067	chr18:69841893:+_vs_chr18:69842443:+	-1.35714285714286	chr18:69841893:+;chr18:69842443:+;chr18:69842634:+	proximal	TRUE
PPP4R3B	38.1591605778114	2.61545452636922e-08	1.12726090086513e-06	0.824074074074074	0.360544217687075	0.463529856386999	chr2:55613997:-_vs_chr2:55564416:-	0.778344671201814	chr2:55564416:-;chr2:55564928:-;chr2:55613997:-;chr2:55615122:-	distal	TRUE
CANX	43.5912219259255	2.80372948645524e-08	1.18471314574726e-06	0.490510948905109	0.686153846153846	-0.195642897248737	chr5:179709995:+_vs_chr5:179728862:+	-0.586187535092645	chr5:179709995:+;chr5:179710047:+;chr5:179724712:+;chr5:179728628:+;chr5:179728862:+;chr5:179729260:+	proximal	TRUE
CCDC112	54.9172588447552	3.27246131255284e-08	1.35618348625988e-06	0.468674698795181	0.373913043478261	0.0947616553169198	chr5:115271289:-_vs_chr5:115267190:-	0.355945521215296	chr5:115267190:-;chr5:115267355:-;chr5:115269704:-;chr5:115271289:-;chr5:115271449:-;chr5:115271504:-;chr5:115271601:-;chr5:115275542:-;chr5:115276011:-;chr5:115279659:-;chr5:115284798:-	distal	TRUE
IVNS1ABP	40.5002865289947	3.41064395529371e-08	1.38678070257697e-06	0.436507936507937	0.743506493506493	-0.306998556998557	chr1:185297765:-_vs_chr1:185296388:-	-0.471861471861472	chr1:185296388:-;chr1:185297532:-;chr1:185297765:-;chr1:185304994:-;chr1:185306578:-	proximal	TRUE
VIM	30.2899855707254	3.72041823524599e-08	1.4847224623991e-06	0.878260869565217	0.416666666666667	0.461594202898551	chr10:17237341:+_vs_chr10:17237590:+	0.923188405797101	chr10:17237341:+;chr10:17237590:+	distal	TRUE
STMN1	44.7709064255885	5.19728087635528e-08	2.03638914337193e-06	0.473256023013304	0.485554946059609	-0.0122989230463042	chr1:25900561:-_vs_chr1:25900120:-	-0.0597838597188862	chr1:25884179:-;chr1:25900120:-;chr1:25900262:-;chr1:25900561:-;chr1:25901046:-;chr1:25901556:-;chr1:25903649:-	proximal	FALSE
WDR82	33.5019782717992	5.31052981999251e-08	2.04360567180069e-06	0.391304347826087	0.895833333333333	-0.504528985507246	chr3:52255110:-_vs_chr3:52254437:-	-1.09963768115942	chr3:52254437:-;chr3:52255110:-;chr3:52257329:-	proximal	TRUE
PPP1CB	32.7523397228714	7.72537899573296e-08	2.90010352555231e-06	0.698717948717949	0.651785714285714	0.0469322344322344	chr2:28799875:+_vs_chr2:28801037:+	0.749542124542125	chr2:28799298:+;chr2:28799875:+;chr2:28801037:+	distal	TRUE
CSNK1A1	35.9148301623297	7.80538303860945e-08	2.90010352555231e-06	0.31638418079096	0.532338308457711	-0.215954127666751	chr5:149509933:-_vs_chr5:149495900:-	-0.667847204654693	chr5:149495900:-;chr5:149495984:-;chr5:149509933:-;chr5:149513127:-	proximal	TRUE
MAP1B	62.5295296577031	9.21833001300578e-08	3.36703409797076e-06	0.367546369899311	0.357859249894648	0.00968712000466299	chr5:72195305:+_vs_chr5:72195685:+	0.0801513047218409	chr5:72194337:+;chr5:72194540:+;chr5:72194957:+;chr5:72195065:+;chr5:72195109:+;chr5:72195305:+;chr5:72195449:+;chr5:72195578:+;chr5:72195685:+;chr5:72195941:+;chr5:72197787:+;chr5:72200095:+;chr5:72205642:+;chr5:72205875:+;chr5:72207044:+;chr5:72209565:+	distal	FALSE
STRBP	43.2139271914913	1.05807962303125e-07	3.80026931272059e-06	0.445987654320988	0.5	-0.0540123456790123	chr9:123136057:-_vs_chr9:123124710:-	-0.660968660968661	chr9:123121606:-;chr9:123124710:-;chr9:123125220:-;chr9:123136057:-;chr9:123147804:-;chr9:123179069:-;chr9:123184159:-	proximal	TRUE
SYNE1	31.839954916878	1.21910647457239e-07	4.30684336508772e-06	0.730769230769231	0.107142857142857	0.623626373626374	chr6:152308579:-_vs_chr6:152225844:-	1.32417582417582	chr6:152121689:-;chr6:152225844:-;chr6:152308579:-	distal	TRUE
HIKESHI	31.6878083228247	1.3154666762389e-07	4.55191259634957e-06	0.307692307692308	0.7	-0.392307692307692	chr11:86345663:+_vs_chr11:86345931:+	-0.784615384615385	chr11:86345663:+;chr11:86345795:+;chr11:86345931:+	proximal	TRUE
TMEM43	31.6647486772487	1.33072154788874e-07	4.55191259634957e-06	0.475	0.354166666666667	0.120833333333333	chr3:14142845:+_vs_chr3:14143579:+	0.945833333333333	chr3:14142845:+;chr3:14143579:+;chr3:14143678:+	distal	TRUE
PSMD11	27.6250033577534	1.47262834767982e-07	4.95861576445316e-06	0.285714285714286	0	0.285714285714286	chr17:32481013:+_vs_chr17:32482380:+	0.571428571428571	chr17:32481013:+;chr17:32482380:+	distal	TRUE
RPL37A	34.3588525029366	1.66402054290785e-07	5.51686810764064e-06	0.0275418275418275	0.010198604401503	0.0173432231403246	chr2:216502369:+_vs_chr2:216502781:+	0.0371501936719328	chr2:216501467:+;chr2:216502369:+;chr2:216502463:+;chr2:216502781:+	distal	FALSE
PAIP1	37.1151414220576	1.70554959183258e-07	5.56887783393818e-06	0.544270833333333	0.454545454545455	0.0897253787878787	chr5:43527300:-_vs_chr5:43526267:-	0.509469696969697	chr5:43526267:-;chr5:43527111:-;chr5:43527300:-;chr5:43529816:-;chr5:43535573:-	distal	TRUE
TBCD	27.2876470588235	1.75327941248803e-07	5.63927930434583e-06	0.107142857142857	1	-0.892857142857143	chr17:82937314:+_vs_chr17:82942704:+	-1.78571428571429	chr17:82937314:+;chr17:82942704:+	proximal	TRUE
RAB1A	34.0761949807261	1.90914913967585e-07	6.0503182294139e-06	0.62652705061082	0.677333333333333	-0.0508062827225131	chr2:65087878:-_vs_chr2:65086854:-	-0.51338219895288	chr2:65086854:-;chr2:65087878:-;chr2:65088428:-;chr2:65088590:-	proximal	TRUE
DICER1	34.0274299344067	1.95494664433643e-07	6.10566669354349e-06	0.612403100775194	0.0256410256410256	0.586762075134168	chr14:95132043:-_vs_chr14:95124291:-	1.20214669051878	chr14:95116494:-;chr14:95124291:-;chr14:95129531:-;chr14:95132043:-	distal	TRUE
MAP4	36.5938705285977	2.18388778346486e-07	6.72325453338111e-06	0.113013698630137	0.471311475409836	-0.358297776779699	chr3:47973079:-_vs_chr3:47851768:-	-0.679541881877386	chr3:47851768:-;chr3:47877418:-;chr3:47916622:-;chr3:47916689:-;chr3:47973079:-	proximal	TRUE
LMNB1	33.4504132730015	2.58774444372916e-07	7.85435109329062e-06	0.411764705882353	0.712	-0.300235294117647	chr5:126818978:+_vs_chr5:126837014:+	-0.521882352941176	chr5:126818978:+;chr5:126832738:+;chr5:126836955:+;chr5:126837014:+	proximal	TRUE
AFF4	30.2986666666667	2.63468154163495e-07	7.85781938274437e-06	0.52	0.5	0.02	chr5:132896336:-_vs_chr5:132893083:-	1.4	chr5:132893083:-;chr5:132896336:-;chr5:132896713:-	distal	TRUE
KLC1	33.3923289464252	2.66181352640528e-07	7.85781938274437e-06	0.305616338439096	0.401515151515152	-0.095898813076056	chr14:103675587:+_vs_chr14:103701544:+	-0.192723578390974	chr14:103675587:+;chr14:103685912:+;chr14:103686225:+;chr14:103701544:+	proximal	FALSE
NEUROD6	47.7304989700461	2.86795390725192e-07	8.35194685152418e-06	0.538986354775828	0.557624113475177	-0.0186377586993489	chr7:31338259:-_vs_chr7:31338080:-	-0.145699718348095	chr7:31337465:-;chr7:31337736:-;chr7:31337811:-;chr7:31337860:-;chr7:31337925:-;chr7:31338080:-;chr7:31338259:-;chr7:31338418:-;chr7:31338912:-;chr7:31339095:-	proximal	FALSE
NOP58	33.1628457965244	2.97573728415161e-07	8.55028512979562e-06	0.680851063829787	0.509259259259259	0.171591804570528	chr2:202302986:+_vs_chr2:202303442:+	0.687352245862884	chr2:202282410:+;chr2:202302986:+;chr2:202303442:+;chr2:202303661:+	distal	TRUE
ANKRD36	38.4238809238809	3.10119077658908e-07	8.79350805730193e-06	0.161904761904762	0.632432432432432	-0.470527670527671	chr2:97144690:+_vs_chr2:97246035:+	-0.882882882882883	chr2:97144690:+;chr2:97213591:+;chr2:97241313:+;chr2:97241426:+;chr2:97243881:+;chr2:97246035:+	proximal	TRUE
EIF3H	35.7883478457891	3.19879873674484e-07	8.95248217881186e-06	0.65916149068323	0.660130718954248	-0.000969228271018641	chr8:116644985:-_vs_chr8:116644832:-	-0.342487719725571	chr8:116644084:-;chr8:116644832:-;chr8:116644985:-;chr8:116648812:-;chr8:116657233:-	proximal	TRUE
RPL15	43.051621044709	3.2599361197874e-07	8.95662682152619e-06	0.576516634050881	0.556666666666667	0.0198499673842141	chr3:23919552:+_vs_chr3:23919783:+	0.126377473363775	chr3:23919320:+;chr3:23919552:+;chr3:23919656:+;chr3:23919783:+;chr3:23919961:+;chr3:23920585:+;chr3:23920772:+;chr3:23920847:+	distal	FALSE
ATP6V1H	32.9602820830891	3.28340380000264e-07	8.95662682152619e-06	0.568888888888889	0.693333333333333	-0.124444444444444	chr8:53715670:-_vs_chr8:53715555:-	-0.82	chr8:53715555:-;chr8:53715670:-;chr8:53715756:-;chr8:53715812:-	proximal	TRUE
INSIG1	29.7522364888504	3.46245337781944e-07	9.28933329725894e-06	0.588495575221239	0.407407407407407	0.181088167813832	chr7:155303734:+_vs_chr7:155308762:+	0.473615208128482	chr7:155303734:+;chr7:155308762:+;chr7:155310235:+	distal	TRUE
LYRM4	25.9567181492162	3.49158235303004e-07	9.28933329725894e-06	0.0869565217391304	1	-0.91304347826087	chr6:5109072:-_vs_chr6:5108419:-	-1.82608695652174	chr6:5108419:-;chr6:5109072:-	proximal	TRUE
AP2M1	25.9163828296538	3.56530434173251e-07	9.36979372735799e-06	1	0.928571428571429	0.0714285714285714	chr3:184183301:+_vs_chr3:184184091:+	0.142857142857143	chr3:184183301:+;chr3:184184091:+	distal	FALSE
UBE2K	29.4272448979592	4.07338032725754e-07	1.05644671363349e-05	0.73469387755102	0.732142857142857	0.00255102040816324	chr4:39748057:+_vs_chr4:39778633:+	0.698979591836735	chr4:39745778:+;chr4:39748057:+;chr4:39778633:+	distal	TRUE
PSIP1	48.9557092711781	4.15007683567452e-07	1.05644671363349e-05	0.422641509433962	0.509923664122137	-0.0872821546881751	chr9:15474208:-_vs_chr9:15464613:-	-0.255149071006769	chr9:15464066:-;chr9:15464613:-;chr9:15466748:-;chr9:15468650:-;chr9:15469954:-;chr9:15470842:-;chr9:15474079:-;chr9:15474208:-;chr9:15486839:-;chr9:15486882:-;chr9:15490049:-	proximal	TRUE
HSDL1	29.3818181818182	4.16695919530612e-07	1.05644671363349e-05	0.533333333333333	0.666666666666667	-0.133333333333333	chr16:84124018:-_vs_chr16:84122714:-	-1.13333333333333	chr16:84122281:-;chr16:84122714:-;chr16:84124018:-	proximal	TRUE
GRB2	35.1185614854033	4.39200077988473e-07	1.0949851071622e-05	0.224926253687316	0.368965517241379	-0.144039263554064	chr17:75320341:-_vs_chr17:75318076:-	-0.208829213711728	chr17:75318076:-;chr17:75319610:-;chr17:75320015:-;chr17:75320166:-;chr17:75320341:-	proximal	TRUE
SRRM1	44.5795601372356	4.42058952775461e-07	1.0949851071622e-05	0.417944785276074	0.384297520661157	0.0336472646149166	chr1:24652514:+_vs_chr1:24669594:+	-0.271561121533235	chr1:24648968:+;chr1:24649024:+;chr1:24650025:+;chr1:24652514:+;chr1:24655090:+;chr1:24660745:+;chr1:24669594:+;chr1:24671447:+;chr1:24673267:+	proximal	TRUE
ZNF644	29.2143762515844	4.53084078110648e-07	1.10954112310051e-05	0.483870967741935	0.431818181818182	0.0520527859237537	chr1:90939787:-_vs_chr1:90915860:-	1.15395894428153	chr1:90915860:-;chr1:90939787:-;chr1:90940396:-	distal	TRUE
LDB1	25.3968038302277	4.66690698358767e-07	1.13002073591364e-05	0	0.857142857142857	-0.857142857142857	chr10:102107593:-_vs_chr10:102106489:-	-1.71428571428571	chr10:102106489:-;chr10:102107593:-	proximal	TRUE
RRAGB	29.0639053254438	4.8848715395822e-07	1.16965535197774e-05	0.826923076923077	0.133333333333333	0.693589743589744	chrX:55751322:+_vs_chrX:55758774:+	1.38717948717949	chrX:55751322:+;chrX:55758731:+;chrX:55758774:+	distal	TRUE
MARCHF5	29.0103953090932	5.01733038489154e-07	1.1881699977408e-05	0.489583333333333	0.826315789473684	-0.336732456140351	chr10:92351711:+_vs_chr10:92352068:+	-0.673464912280702	chr10:92351711:+;chr10:92351856:+;chr10:92352068:+	proximal	TRUE
STMP1	28.9716722783389	5.11542002209487e-07	1.19823153778418e-05	0.26	0.944444444444444	-0.684444444444444	chr7:135674448:+_vs_chr7:135676416:+	-1.36888888888889	chr7:135674448:+;chr7:135675170:+;chr7:135676416:+	proximal	TRUE
RAB7A	32.0087733663898	5.21123247103978e-07	1.20754902957965e-05	0.747645951035782	0.673684210526316	0.0739617405094658	chr3:128814099:+_vs_chr3:128814390:+	0.404162949747249	chr3:128813513:+;chr3:128814099:+;chr3:128814390:+;chr3:128814797:+	distal	TRUE
ACIN1	28.8477048786349	5.44252556628152e-07	1.24772793567412e-05	0.433333333333333	0.68125	-0.247916666666667	chr14:23080360:-_vs_chr14:23061315:-	-0.554166666666667	chr14:23058564:-;chr14:23061315:-;chr14:23080360:-	proximal	TRUE
