gene_id	chisq	pvalue	adj_pvalue	ExN2	ExNExM	dWARM	MPRO_comparsion	MPRO	feature_id	Note	sig
CCT8	44.9402078449834	9.5274267817586e-10	1.39219685321341e-07	0.930952380952381	0.723684210526316	-0.207268170426065	chr21:29061272:-_vs_chr21:29056326:-	-0.548370927318296	chr21:29056326:-;chr21:29056482:-;chr21:29061272:-;chr21:29063484:-	proximal	TRUE
SPIRE1	44.6704967642392	1.08715199020236e-09	1.39219685321341e-07	0.634920634920635	0.614492753623188	-0.0204278812974464	chr18:12479790:-_vs_chr18:12449084:-	-0.673429951690821	chr18:12449084:-;chr18:12479790:-;chr18:12493116:-;chr18:12546852:-	proximal	TRUE
ACIN1	41.213588465115	1.12352560681808e-09	1.39219685321341e-07	0.68125	0.37	-0.31125	chr14:23080360:-_vs_chr14:23058564:-	-0.6225	chr14:23058564:-;chr14:23061315:-;chr14:23080360:-	proximal	TRUE
EPHA7	44.5714285714286	1.14114496165034e-09	1.39219685321341e-07	0.852713178294573	0.333333333333333	-0.51937984496124	chr6:93258183:-_vs_chr6:93243112:-	-1.04784053156146	chr6:93243112:-;chr6:93243247:-;chr6:93258183:-;chr6:93410897:-	proximal	TRUE
SRSF4	47.2298546259748	1.36573341431677e-09	1.56818330867432e-07	0.440104166666667	0.7	0.259895833333333	chr1:29149156:-_vs_chr1:29147837:-	0.527083333333333	chr1:29147743:-;chr1:29147837:-;chr1:29149009:-;chr1:29149156:-;chr1:29177278:-	distal	TRUE
PGGT1B	35.0799792139078	3.16437530253313e-09	3.41362056573861e-07	1	0	-1	chr5:115211429:-_vs_chr5:115210837:-	-2	chr5:115210837:-;chr5:115211429:-	proximal	TRUE
PAIP1	48.0355378497491	3.4930840149568e-09	3.41362056573861e-07	0.435294117647059	0.653333333333333	0.218039215686274	chr5:43527300:-_vs_chr5:43526267:-	0.581652661064426	chr5:43526267:-;chr5:43527111:-;chr5:43527190:-;chr5:43527300:-;chr5:43529816:-;chr5:43535573:-	distal	TRUE
LINC01551	48.0328122491452	3.49756205506005e-09	3.41362056573861e-07	0.497142857142857	0.466666666666667	-0.0304761904761905	chr14:28793232:+_vs_chr14:28793966:+	-0.437480798771121	chr14:28792118:+;chr14:28792278:+;chr14:28793072:+;chr14:28793232:+;chr14:28793405:+;chr14:28793966:+	proximal	TRUE
UBE2I	38.5257093993613	4.30773023274859e-09	4.00413781634536e-07	0.136792452830189	0.0546448087431694	-0.0821476440870193	chr16:1326766:+_vs_chr16:1327015:+	-0.213295185070626	chr16:1325350:+;chr16:1326766:+;chr16:1327015:+	proximal	TRUE
CDK16	34.2504280610988	4.8456884621891e-09	4.29944721736051e-07	0.0487804878048781	0.769230769230769	0.720450281425891	chrX:47228991:+_vs_chrX:47229997:+	1.44090056285178	chrX:47228991:+;chrX:47229997:+	distal	TRUE
CDC42	40.854515000792	7.02068967414605e-09	5.95842880171004e-07	0.672690763052209	0.477053140096618	-0.19563762295559	chr1:22090807:+_vs_chr1:22092943:+	-0.412912519643793	chr1:22090127:+;chr1:22090807:+;chr1:22091599:+;chr1:22092943:+	proximal	TRUE
ARGLU1	48.8544338798728	7.97321241579786e-09	6.48487943151559e-07	0.515384615384615	0.494152046783626	-0.0212325686009897	chr13:106544123:-_vs_chr13:106543964:-	-0.264642375168691	chr13:106543327:-;chr13:106543964:-;chr13:106544123:-;chr13:106557173:-;chr13:106557515:-;chr13:106559004:-;chr13:106559584:-	proximal	TRUE
EIF2AK1	37.0282701863354	9.10779594280315e-09	7.1113670721407e-07	0.607142857142857	0.3625	-0.244642857142857	chr7:6024756:-_vs_chr7:6023831:-	-0.833928571428571	chr7:6023831:-;chr7:6024756:-;chr7:6041141:-	proximal	TRUE
SRSF2	36.8710819337144	9.85249645312207e-09	7.39695118326703e-07	0.879194630872483	0.956632653061224	0.0774380221887413	chr17:76734297:-_vs_chr17:76734128:-	0.351664155595124	chr17:76734128:-;chr17:76734297:-;chr17:76734837:-	distal	TRUE
FBXO11	32.2699750161833	1.34170651290134e-08	9.70004115993854e-07	0.761904761904762	0.0465116279069767	-0.715393133997785	chr2:47813282:-_vs_chr2:47806965:-	-1.43078626799557	chr2:47806965:-;chr2:47813282:-	proximal	TRUE
ANKRD36C	47.498264603044	1.48826854114849e-08	1.00354739749578e-06	0.497222222222222	0.288888888888889	-0.208333333333333	chr2:95958613:-_vs_chr2:95887948:-	-0.444444444444445	chr2:95859914:-;chr2:95887948:-;chr2:95921630:-;chr2:95923518:-;chr2:95927237:-;chr2:95958613:-;chr2:95982321:-	proximal	TRUE
SNX6	42.2353194953195	1.49092594914844e-08	1.00354739749578e-06	0.335714285714286	0.673611111111111	0.337896825396825	chr14:34562484:-_vs_chr14:34561409:-	0.788888888888889	chr14:34561409:-;chr14:34562403:-;chr14:34562484:-;chr14:34563019:-;chr14:34581566:-	distal	TRUE
TRAPPC12	31.7110192397117	1.7890423778894e-08	1.1640702405467e-06	0.352941176470588	1	0.647058823529412	chr2:3389006:+_vs_chr2:3479565:+	1.29411764705882	chr2:3389006:+;chr2:3479565:+	distal	TRUE
SMARCA5	49.4195394893776	1.87757978974219e-08	1.18226959663766e-06	0.492418196328811	0.346764346764347	-0.145653849564464	chr4:143528017:+_vs_chr4:143550064:+	-0.348421907081125	chr4:143528017:+;chr4:143534951:+;chr4:143543538:+;chr4:143543971:+;chr4:143544781:+;chr4:143548058:+;chr4:143550064:+;chr4:143553414:+	proximal	TRUE
ZEB1	38.756995151586	1.95407616365378e-08	1.19198645982881e-06	0.39622641509434	0.192982456140351	-0.203243958953989	chr10:31527051:+_vs_chr10:31527413:+	-0.610228401191658	chr10:31520822:+;chr10:31524017:+;chr10:31527051:+;chr10:31527413:+	proximal	TRUE
CEP170	51.5253002695049	2.07835481136912e-08	1.22937836114925e-06	0.629347826086957	0.481721698113208	-0.147626127973749	chr1:243172730:-_vs_chr1:243165893:-	-0.252707136997539	chr1:243125211:-;chr1:243164980:-;chr1:243165527:-;chr1:243165893:-;chr1:243172730:-;chr1:243172775:-;chr1:243185790:-;chr1:243191027:-;chr1:243191331:-	proximal	TRUE
KIF5B	38.1961490541298	2.56871174160767e-08	1.43652131962876e-06	0.642424242424242	0.428571428571429	-0.213852813852814	chr10:32035545:-_vs_chr10:32022200:-	-0.88051948051948	chr10:32022200:-;chr10:32033846:-;chr10:32035545:-;chr10:32037300:-	proximal	TRUE
RAB18	41.089353164895	2.57572982515403e-08	1.43652131962876e-06	0.53125	0.657894736842105	0.126644736842105	chr10:27539828:+_vs_chr10:27540159:+	-0.68640350877193	chr10:27533845:+;chr10:27538513:+;chr10:27539757:+;chr10:27539828:+;chr10:27540159:+	proximal	TRUE
TLE5	34.7912506476066	2.78724992609192e-08	1.51130884881429e-06	0.847826086956522	0.375	-0.472826086956522	chr19:3053159:-_vs_chr19:3052910:-	-0.945652173913043	chr19:3052910:-;chr19:3053062:-;chr19:3053159:-	proximal	TRUE
PTPRZ1	40.5504032258064	3.3301631006959e-08	1.7568860466374e-06	0.265625	0.546875	0.28125	chr7:121968006:+_vs_chr7:122062036:+	0.552083333333333	chr7:121968006:+;chr7:121968063:+;chr7:122010588:+;chr7:122058898:+;chr7:122062036:+	distal	TRUE
SUPT20H	33.2630870484529	5.98428711354523e-08	3.04400494170549e-06	0.357142857142857	0.256410256410256	-0.100732600732601	chr13:37031781:-_vs_chr13:37009494:-	-1.0007326007326	chr13:37009312:-;chr13:37009494:-;chr13:37031781:-	proximal	TRUE
RAB5A	33.2307692307692	6.0817721683665e-08	3.04400494170549e-06	0.377777777777778	0.911111111111111	0.533333333333333	chr3:19984346:+_vs_chr3:19985171:+	1.06666666666667	chr3:19984346:+;chr3:19984538:+;chr3:19985171:+	distal	TRUE
AFF4	32.9112103174603	7.13545190449384e-08	3.42363887186851e-06	0.90625	0.203703703703704	-0.702546296296296	chr5:132896713:-_vs_chr5:132896336:-	-1.40509259259259	chr5:132896336:-;chr5:132896402:-;chr5:132896713:-	proximal	TRUE
MRPS33	29.0125625209051	7.19104476160905e-08	3.42363887186851e-06	0.153846153846154	1	0.846153846153846	chr7:141009971:-_vs_chr7:141006173:-	1.69230769230769	chr7:141006173:-;chr7:141009971:-	distal	TRUE
TTC3	50.779296894066	7.68446806479246e-08	3.57144801487497e-06	0.452495974235105	0.340602284527518	-0.111893689707586	chr21:37182916:+_vs_chr21:37187097:+	-0.170752629915572	chr21:37095368:+;chr21:37129034:+;chr21:37153179:+;chr21:37160839:+;chr21:37165784:+;chr21:37172740:+;chr21:37182916:+;chr21:37187097:+;chr21:37197695:+;chr21:37203104:+	proximal	FALSE
CANT1	28.7212749927557	8.3580470918326e-08	3.79416463331564e-06	0	0.862068965517241	0.862068965517241	chr17:78993065:-_vs_chr17:78992670:-	1.72413793103448	chr17:78992670:-;chr17:78993065:-	distal	TRUE
RER1	28.6304723502304	8.75928634314657e-08	3.8859379413232e-06	0.935483870967742	0.0714285714285714	-0.86405529953917	chr1:2403217:+_vs_chr1:2405436:+	-1.72811059907834	chr1:2403217:+;chr1:2405436:+	proximal	TRUE
SYT11	40.7324214277084	1.06260918639044e-07	4.60936251518698e-06	0.319148936170213	0.482666666666667	0.163517730496454	chr1:155882327:+_vs_chr1:155885191:+	0.340992907801418	chr1:155868153:+;chr1:155881254:+;chr1:155881618:+;chr1:155882327:+;chr1:155885060:+;chr1:155885191:+	distal	TRUE
UBE2N	28.1600765110256	1.11684689767831e-07	4.73931553101753e-06	0.0256410256410256	0.558823529411765	0.533182503770739	chr12:93409357:-_vs_chr12:93408365:-	1.06636500754148	chr12:93408365:-;chr12:93409357:-	distal	TRUE
RRAGB	31.8427718040621	1.21739064048165e-07	5.05605644727696e-06	0.133333333333333	0.774193548387097	0.640860215053763	chrX:55751322:+_vs_chrX:55758774:+	1.28172043010753	chrX:55751322:+;chrX:55758731:+;chrX:55758774:+	distal	TRUE
LMBR1L	27.884205501136	1.28796855791836e-07	5.1538353254604e-06	0.956989247311828	0.581395348837209	-0.375593898474619	chr12:49101031:-_vs_chr12:49097139:-	-0.751187796949237	chr12:49097139:-;chr12:49101031:-	proximal	TRUE
PGBD1	27.8755555555556	1.2937394003461e-07	5.1538353254604e-06	1	0	-1	chr6:28297954:+_vs_chr6:28301449:+	-2	chr6:28297954:+;chr6:28301449:+	proximal	TRUE
LAMTOR3	27.7337514072615	1.39212563262904e-07	5.43485846978379e-06	0.136363636363636	0.711111111111111	0.574747474747475	chr4:99881224:-_vs_chr4:99880956:-	1.14949494949495	chr4:99880956:-;chr4:99881224:-	distal	TRUE
SEMA3C	42.3227454652525	1.58773967370463e-07	6.02001427758939e-06	0.496376811594203	0.452965235173824	-0.0434115764203788	chr7:80761116:-_vs_chr7:80744420:-	0.375433448919712	chr7:80742538:-;chr7:80743984:-;chr7:80744049:-;chr7:80744367:-;chr7:80744420:-;chr7:80761116:-;chr7:80761617:-	distal	TRUE
ZEB2	37.2449238015041	1.60369232804635e-07	6.02001427758939e-06	0.580508474576271	0.319852941176471	-0.260655533399801	chr2:144399519:-_vs_chr2:144398673:-	-0.602442671984048	chr2:144388016:-;chr2:144396413:-;chr2:144398673:-;chr2:144399519:-;chr2:144516297:-	proximal	TRUE
CAPZA2	37.0691122773843	1.74320351173279e-07	6.42025142434416e-06	0.652777777777778	0.551801801801802	-0.100975975975976	chr7:116918649:+_vs_chr7:116918735:+	-0.461861861861862	chr7:116916112:+;chr7:116918649:+;chr7:116918735:+;chr7:116919157:+;chr7:116919259:+	proximal	TRUE
COX20	31.0733323726394	1.78859333516772e-07	6.46543368564333e-06	0.6375	0.297101449275362	-0.340398550724638	chr1:244843109:+_vs_chr1:244845057:+	-0.680797101449275	chr1:244843109:+;chr1:244843284:+;chr1:244845057:+	proximal	TRUE
MXD4	30.9910547118785	1.86370845360318e-07	6.61447072987894e-06	0.684210526315789	0.391304347826087	-0.292906178489703	chr4:2249430:-_vs_chr4:2247432:-	-1.46681922196796	chr4:2247432:-;chr4:2249430:-;chr4:2250226:-	proximal	TRUE
PHYKPL	27.0936683496928	1.93831761231581e-07	6.75642139150081e-06	1	0	-1	chr5:178208626:-_vs_chr5:178208589:-	-2	chr5:178208589:-;chr5:178208626:-	proximal	TRUE
ACTR2	33.9196510247101	2.0600951454051e-07	7.05492232251011e-06	0.555555555555555	0.318627450980392	-0.236928104575163	chr2:65270138:+_vs_chr2:65271253:+	-0.782212885154062	chr2:65255616:+;chr2:65270138:+;chr2:65270269:+;chr2:65271253:+	proximal	TRUE
DNAJC8	30.6927105056069	2.16352837983693e-07	7.28139206455463e-06	0.848214285714286	0.546153846153846	-0.302060439560439	chr1:28201265:-_vs_chr1:28200557:-	-0.84478021978022	chr1:28200557:-;chr1:28201265:-;chr1:28205298:-	proximal	TRUE
TPR	30.6125664960353	2.25198579592234e-07	7.45063775193289e-06	0.851851851851852	0.408333333333333	-0.443518518518519	chr1:186363420:-_vs_chr1:186355500:-	-0.887037037037037	chr1:186355500:-;chr1:186359936:-;chr1:186363420:-	proximal	TRUE
KMT5B	40.9319956710894	2.98637073230763e-07	9.71565944910749e-06	0.312121212121212	0.592307692307692	0.28018648018648	chr11:68175044:-_vs_chr11:68166295:-	0.509090909090909	chr11:68158259:-;chr11:68158987:-;chr11:68166295:-;chr11:68171693:-;chr11:68173809:-;chr11:68175044:-;chr11:68175123:-	distal	TRUE
CCND2	38.3880533236172	3.15305402374368e-07	1.00897728759798e-05	0.511666666666667	0.576923076923077	0.0652564102564102	chr12:4300193:+_vs_chr12:4300462:+	0.375	chr12:4290937:+;chr12:4291101:+;chr12:4300193:+;chr12:4300462:+;chr12:4301290:+;chr12:4301558:+	distal	TRUE
ZNF510	26.0658053684405	3.299765079526e-07	1.03889377987657e-05	0	1	1	chr9:96760436:-_vs_chr9:96760229:-	2	chr9:96760229:-;chr9:96760436:-	distal	TRUE
HSP90AA1	40.6282317792651	3.42729230281919e-07	1.06191659922271e-05	0.449057714958775	0.371707538601272	-0.0773501763575035	chr14:102083061:-_vs_chr14:102081050:-	-0.178700378390349	chr14:102081050:-;chr14:102081614:-;chr14:102083061:-;chr14:102084473:-;chr14:102084781:-;chr14:102084841:-;chr14:102084921:-	proximal	FALSE
SCD	29.310642163903	4.31792329967667e-07	1.31696660640139e-05	0.304347826086957	0.759259259259259	0.454911433172303	chr10:100360901:+_vs_chr10:100364826:+	0.909822866344606	chr10:100360901:+;chr10:100362011:+;chr10:100364826:+	distal	TRUE
UPF3A	32.255203889167	4.62379990374497e-07	1.38856267878618e-05	0.575342465753425	0.884615384615385	0.30927291886196	chr13:114284212:+_vs_chr13:114305805:+	0.60396909027046	chr13:114284212:+;chr13:114291532:+;chr13:114291766:+;chr13:114305805:+	distal	TRUE
IWS1	28.9034264346764	5.29298539527947e-07	1.56544052902811e-05	0.5	0.541666666666667	0.0416666666666666	chr2:127498187:-_vs_chr2:127480812:-	1.31089743589744	chr2:127480812:-;chr2:127498187:-;chr2:127503438:-	distal	TRUE
CSNK1E	25.1232246767241	5.37812181362512e-07	1.56687966868601e-05	0.09375	0.758620689655172	0.664870689655172	chr22:38291883:-_vs_chr22:38290691:-	1.32974137931034	chr22:38290691:-;chr22:38291883:-	distal	TRUE
DBN1	28.6143266268024	6.11614708845145e-07	1.75569398774371e-05	0.498338870431894	0.63036303630363	0.132024165871737	chr5:177456925:-_vs_chr5:177456622:-	0.316360207449316	chr5:177456622:-;chr5:177456925:-;chr5:177457223:-	distal	TRUE
SRRM1	36.8529250915604	6.41014557137963e-07	1.81342089207725e-05	0.504587155963303	0.561061946902655	0.056474790939352	chr1:24660745:+_vs_chr1:24669594:+	-0.316879110172932	chr1:24648968:+;chr1:24649024:+;chr1:24650025:+;chr1:24652514:+;chr1:24660745:+;chr1:24669594:+	proximal	TRUE
MARCHF5	28.4348402199795	6.69041256380271e-07	1.86566933207755e-05	0.826315789473684	0.46078431372549	-0.365531475748194	chr10:92351711:+_vs_chr10:92352068:+	-0.731062951496388	chr10:92351711:+;chr10:92351856:+;chr10:92352068:+	proximal	TRUE
RPS15A	24.6554531286128	6.85505077832372e-07	1.88465621398421e-05	0.102292768959436	0.0294599018003273	-0.0728328671591083	chr16:18782969:-_vs_chr16:18781311:-	-0.145665734318217	chr16:18781311:-;chr16:18782969:-	proximal	FALSE
PPP2CA	34.1225568981523	7.03281840342802e-07	1.90667521159604e-05	0.386503067484663	0.274539877300614	-0.111963190184049	chr5:134197097:-_vs_chr5:134196964:-	-0.398773006134969	chr5:134196266:-;chr5:134196719:-;chr5:134196964:-;chr5:134197097:-;chr5:134197624:-	proximal	TRUE
MLLT3	38.9400576407312	7.35387166099059e-07	1.96640513455529e-05	0.461610486891386	0.426997245179063	-0.0346132417123224	chr9:20414126:-_vs_chr9:20413862:-	-0.246680286006129	chr9:20346136:-;chr9:20346306:-;chr9:20354827:-;chr9:20413862:-;chr9:20414126:-;chr9:20414156:-;chr9:20456708:-	proximal	TRUE
THNSL1	24.4323629586787	7.69648722762685e-07	2.02690399855316e-05	0	0.928571428571429	0.928571428571429	chr10:25025524:+_vs_chr10:25026664:+	1.85714285714286	chr10:25025524:+;chr10:25026664:+	distal	TRUE
SEC31A	24.4096412898163	7.78779712558846e-07	2.02690399855316e-05	0.954545454545455	0.117647058823529	-0.836898395721925	chr4:82824636:-_vs_chr4:82818661:-	-1.67379679144385	chr4:82818661:-;chr4:82824636:-	proximal	TRUE
EZR	36.3209988551974	8.19229584908474e-07	2.10412651281755e-05	0.299636363636364	0.208777429467085	-0.090858934169279	chr6:158783582:-_vs_chr6:158765748:-	-0.195987460815047	chr6:158765748:-;chr6:158766130:-;chr6:158766193:-;chr6:158766556:-;chr6:158770869:-;chr6:158783582:-	proximal	FALSE
STIP1	30.9709274082296	8.62114208295216e-07	2.18492801848553e-05	0.78030303030303	0.651399491094148	-0.128903539208883	chr11:64197895:+_vs_chr11:64197975:+	-0.441360166551006	chr11:64197315:+;chr11:64197895:+;chr11:64197975:+;chr11:64204541:+	proximal	TRUE
WTAP	27.9024870414673	8.73075745091555e-07	2.18492801848553e-05	0.71875	0.636363636363636	-0.0823863636363636	chr6:159749419:+_vs_chr6:159756319:+	-0.782954545454545	chr6:159748805:+;chr6:159749419:+;chr6:159756319:+	proximal	TRUE
THRAP3	33.2655230839252	1.05391061280799e-06	2.58296709400237e-05	0.311151079136691	0.333333333333333	0.0221822541966427	chr1:36292693:+_vs_chr1:36296765:+	0.219024780175859	chr1:36289081:+;chr1:36289138:+;chr1:36291436:+;chr1:36292693:+;chr1:36296765:+	distal	TRUE
SNX4	30.5473586125528	1.05859307131245e-06	2.58296709400237e-05	0.555555555555556	0.698245614035088	0.142690058479532	chr3:125451369:-_vs_chr3:125446666:-	0.544706594071385	chr3:125446666:-;chr3:125447713:-;chr3:125451369:-;chr3:125453852:-	distal	TRUE
PLAA	23.75	1.09695375495154e-06	2.64352312304371e-05	0.1	0.944444444444444	0.844444444444444	chr9:26907812:-_vs_chr9:26905341:-	1.68888888888889	chr9:26905341:-;chr9:26907812:-	distal	TRUE
SAP18	30.431636081441	1.11965203617044e-06	2.66531801781061e-05	0.379310344827586	0.359375	-0.0199353448275862	chr13:21147602:+_vs_chr13:21148355:+	-0.345905172413793	chr13:21147416:+;chr13:21147602:+;chr13:21148321:+;chr13:21148355:+	proximal	TRUE
ATF7IP	35.5861001178028	1.14918411588836e-06	2.7026595111013e-05	0.381132075471698	0.482352941176471	0.101220865704772	chr12:14425028:+_vs_chr12:14425192:+	-0.438401775804661	chr12:14424935:+;chr12:14425028:+;chr12:14425192:+;chr12:14434368:+;chr12:14438156:+;chr12:14447045:+	proximal	TRUE
RBCK1	23.6214887152778	1.17270594502225e-06	2.72514524367074e-05	0.0625	1	0.9375	chr20:410764:+_vs_chr20:430966:+	1.875	chr20:410764:+;chr20:430966:+	distal	TRUE
SCN3B	23.3171869193608	1.37367028768564e-06	3.13132106914073e-05	0	0.8	0.8	chr11:123632269:-_vs_chr11:123629188:-	1.6	chr11:123629188:-;chr11:123632269:-	distal	TRUE
CAPRIN1	35.188815059033	1.37957793005176e-06	3.13132106914073e-05	0.572881355932203	0.469387755102041	-0.103493600830163	chr11:34099516:+_vs_chr11:34101141:+	-0.502248356969907	chr11:34071761:+;chr11:34091967:+;chr11:34099056:+;chr11:34099516:+;chr11:34100493:+;chr11:34101141:+	proximal	TRUE
RBM27	26.9240879777597	1.42399538068625e-06	3.19166194031735e-05	0.431818181818182	0.739130434782609	0.307312252964427	chr5:146258598:+_vs_chr5:146269451:+	1.3300395256917	chr5:146223516:+;chr5:146258598:+;chr5:146269451:+	distal	TRUE
MRPS5	26.9033133038161	1.43886398948733e-06	3.19166194031735e-05	0.441176470588235	0.883333333333333	0.442156862745098	chr2:95109948:-_vs_chr2:95087207:-	0.884313725490196	chr2:95087207:-;chr2:95104701:-;chr2:95109948:-	distal	TRUE
LEMD2	23.116766274661	1.52455514035202e-06	3.30660517437702e-05	0.133333333333333	1	0.866666666666667	chr6:33771398:-_vs_chr6:33771217:-	1.73333333333333	chr6:33771217:-;chr6:33771398:-	distal	TRUE
ZNF682	23.101875	1.53640802968715e-06	3.30660517437702e-05	0	1	1	chr19:20006076:-_vs_chr19:20005666:-	2	chr19:20005666:-;chr19:20006076:-	distal	TRUE
GNB1	29.7715584908265	1.54150138764503e-06	3.30660517437702e-05	0.610328638497653	0.82010582010582	0.209777181608167	chr1:1786847:-_vs_chr1:1785791:-	0.43706684551755	chr1:1785290:-;chr1:1785791:-;chr1:1786749:-;chr1:1786847:-	distal	TRUE
CASC3	23.0383324889952	1.58803305059112e-06	3.34078388524236e-05	0.5	0.119402985074627	-0.380597014925373	chr17:40161839:+_vs_chr17:40172167:+	-0.761194029850746	chr17:40161839:+;chr17:40172167:+	proximal	TRUE
FNBP4	26.7014605263158	1.59166445352223e-06	3.34078388524236e-05	0.419117647058824	0.576470588235294	0.157352941176471	chr11:47746229:-_vs_chr11:47736658:-	0.7	chr11:47736658:-;chr11:47746229:-;chr11:47750917:-	distal	TRUE
RBM10	26.2781701444623	1.96683467337191e-06	4.08432051321486e-05	0.445454545454545	0.168831168831169	-0.276623376623377	chrX:47185107:+_vs_chrX:47186105:+	-0.576623376623377	chrX:47185107:+;chrX:47186105:+;chrX:47186813:+	proximal	TRUE
ATRX	41.0991154418002	1.99750160127522e-06	4.10434013230445e-05	0.394578313253012	0.450431034482759	0.0558527212297465	chrX:77683759:-_vs_chrX:77682921:-	-0.249065226422933	chrX:77682296:-;chrX:77682921:-;chrX:77683759:-;chrX:77683930:-;chrX:77683973:-;chrX:77684266:-;chrX:77684359:-;chrX:77693854:-;chrX:77696615:-	proximal	TRUE
XRN2	26.2060149206635	2.03908891465453e-06	4.14614745979754e-05	0.775	0.372881355932203	-0.402118644067797	chr20:21330513:+_vs_chr20:21389822:+	-0.804237288135593	chr20:21330513:+;chr20:21334169:+;chr20:21389822:+	proximal	TRUE
PSMD9	22.2133867276888	2.439668447345e-06	4.90951836001797e-05	0.736842105263158	0	-0.736842105263158	chr12:121916644:+_vs_chr12:121917863:+	-1.47368421052632	chr12:121916644:+;chr12:121917863:+	proximal	TRUE
PRKRIP1	25.7901698691172	2.5103586299757e-06	5.00022453644139e-05	0.694444444444444	0.107142857142857	-0.587301587301587	chr7:102407466:+_vs_chr7:102426666:+	-1.17460317460317	chr7:102407466:+;chr7:102425448:+;chr7:102426666:+	proximal	TRUE
RPS6KA5	22.1318735827664	2.54548085554231e-06	5.01896831315009e-05	0	1	1	chr14:90977568:-_vs_chr14:90940510:-	2	chr14:90940510:-;chr14:90977568:-	distal	TRUE
HSBP1	25.5751071014912	2.79534911901158e-06	5.4565214803106e-05	0.563829787234043	0.736196319018405	0.172366531784362	chr16:83811795:+_vs_chr16:83812993:+	0.407257538180394	chr16:83811666:+;chr16:83811795:+;chr16:83812993:+	distal	TRUE
PPP1R21	25.4359510703904	2.99676994243066e-06	5.791777156064e-05	0.706521739130435	0.432432432432432	-0.274089306698002	chr2:48454737:+_vs_chr2:48498590:+	-0.812573443008226	chr2:48454737:+;chr2:48498590:+;chr2:48515386:+	proximal	TRUE
