gene_id	chisq	pvalue	adj_pvalue	Ex	In	dWARM	MPRO_comparsion	MPRO	feature_id	Note	sig
ELOVL6	69.4661762991819	1.89389008070682e-12	1.89829447624334e-10	0.310650887573964	0.465714285714286	-0.155063398140321	chr4:110051275:-_vs_chr4:110050454:-	-0.556686390532544	chr4:110045871:-;chr4:110049403:-;chr4:110049584:-;chr4:110050454:-;chr4:110050867:-;chr4:110051057:-;chr4:110051232:-;chr4:110051275:-	proximal	TRUE
MRPL30	56.8792688792689	2.72699451998378e-12	2.67121508662047e-10	0.351851851851852	0.857142857142857	-0.505291005291005	chr2:99197435:+_vs_chr2:99199542:+	-1.28306878306878	chr2:99194867:+;chr2:99195795:+;chr2:99197435:+;chr2:99199542:+	proximal	TRUE
SS18L1	65.6613078343802	3.16080896012887e-12	2.95624904930914e-10	0.677667766776678	0.612903225806452	0.0647645409702261	chr20:62179919:+_vs_chr20:62180524:+	0.370275737251144	chr20:62179919:+;chr20:62180367:+;chr20:62180524:+;chr20:62180602:+;chr20:62180745:+;chr20:62180922:+;chr20:62182482:+	distal	TRUE
CCDC138	56.5740877119485	3.1682865318189e-12	2.95624904930914e-10	0.489247311827957	0.87719298245614	-0.387945670628183	chr2:108812903:+_vs_chr2:108876848:+	-1.30560271646859	chr2:108791801:+;chr2:108804946:+;chr2:108812903:+;chr2:108876848:+	proximal	TRUE
LINC00888	52.9209505193138	3.22375186351576e-12	2.95624904930914e-10	0.689024390243902	0.590909090909091	0.0981152993348116	chr3:183455666:+_vs_chr3:183456013:+	1.27050997782705	chr3:183453583:+;chr3:183455666:+;chr3:183456013:+	distal	TRUE
PTPN12	59.3266733785058	4.01787084968524e-12	3.60771320044654e-10	0.358433734939759	0.390625	-0.0321912650602409	chr7:77571151:+_vs_chr7:77626935:+	-0.884789156626506	chr7:77571115:+;chr7:77571151:+;chr7:77626935:+;chr7:77637037:+;chr7:77640069:+	proximal	TRUE
GIGYF2	70.3135897519557	4.2562811963509e-12	3.74379019515763e-10	0.492913832199546	0.303571428571429	0.189342403628118	chr2:232736936:+_vs_chr2:232844559:+	0.469387755102041	chr2:232736936:+;chr2:232787252:+;chr2:232791139:+;chr2:232817024:+;chr2:232819928:+;chr2:232819982:+;chr2:232844559:+;chr2:232845768:+;chr2:232850374:+	distal	TRUE
CLIC4	58.6051447068107	5.6955283535751e-12	4.90954544078174e-10	0.403523489932886	0.185185185185185	0.218338304747701	chr1:24840953:+_vs_chr1:24844321:+	0.434004474272931	chr1:24840953:+;chr1:24842021:+;chr1:24842296:+;chr1:24844272:+;chr1:24844321:+	distal	TRUE
HSPD1	69.0068751403809	7.7456734727066e-12	6.5458534641893e-10	0.59762443438914	0.566455696202532	0.0311687381866086	chr2:197493442:-_vs_chr2:197486584:-	0.319365370296122	chr2:197486584:-;chr2:197486939:-;chr2:197488019:-;chr2:197488310:-;chr2:197488453:-;chr2:197489065:-;chr2:197493442:-;chr2:197494658:-;chr2:197497292:-	distal	TRUE
MTMR14	46.7888186326328	7.906322205388e-12	6.55312475100429e-10	0.984496124031008	0.5	0.484496124031008	chr3:9674961:+_vs_chr3:9702393:+	0.968992248062015	chr3:9674961:+;chr3:9702393:+	distal	TRUE
SYNE2	105.012618947072	8.86289772122418e-12	7.20737531669363e-10	0.506083650190114	0.642307692307692	-0.136224042117578	chr14:63995157:+_vs_chr14:64078505:+	-0.251243053524422	chr14:63954891:+;chr14:63982762:+;chr14:63986481:+;chr14:63995086:+;chr14:63995157:+;chr14:64000658:+;chr14:64016566:+;chr14:64022847:+;chr14:64027527:+;chr14:64027571:+;chr14:64031156:+;chr14:64049782:+;chr14:64051620:+;chr14:64052009:+;chr14:64078505:+;chr14:64089603:+;chr14:64089628:+;chr14:64093392:+;chr14:64098059:+;chr14:64132398:+;chr14:64163431:+;chr14:64165394:+;chr14:64177382:+;chr14:64188688:+;chr14:64219274:+;chr14:64226433:+	proximal	TRUE
RAD23B	62.6732168369052	1.28664268515291e-11	1.02693147648315e-09	0.404261529480444	0.547169811320755	-0.142908281840311	chr9:107330882:+_vs_chr9:107332189:+	-0.481148597297029	chr9:107302076:+;chr9:107329889:+;chr9:107330444:+;chr9:107330742:+;chr9:107330882:+;chr9:107331044:+;chr9:107332189:+	proximal	TRUE
TP53I11	50.0740317717996	1.33832674647982e-11	1.04876150496874e-09	0.926020408163265	0.2	0.726020408163265	chr11:44936228:-_vs_chr11:44932351:-	1.45204081632653	chr11:44932351:-;chr11:44934571:-;chr11:44936228:-	distal	TRUE
NSA2	56.1237303186003	1.88890576815531e-11	1.45378283227668e-09	0.579479768786127	0.5625	0.0169797687861272	chr5:74769355:+_vs_chr5:74776822:+	0.861753371868979	chr5:74769249:+;chr5:74769355:+;chr5:74770702:+;chr5:74776822:+;chr5:74777809:+	distal	TRUE
KLHL7	71.3552125096339	2.42554942375076e-11	1.83405579234487e-09	0.742479674796748	0.605882352941176	0.136597321855571	chr7:23156513:+_vs_chr7:23175304:+	0.323051171688187	chr7:23126050:+;chr7:23126468:+;chr7:23126928:+;chr7:23144500:+;chr7:23145117:+;chr7:23152143:+;chr7:23156513:+;chr7:23174518:+;chr7:23175077:+;chr7:23175304:+;chr7:23175421:+	distal	TRUE
SET	58.4402723168778	2.5517666644408e-11	1.89622660754135e-09	0.451987767584098	0.971428571428571	-0.519440803844473	chr9:128691894:+_vs_chr9:128696396:+	-1.06815203145478	chr9:128691894:+;chr9:128694053:+;chr9:128694667:+;chr9:128694964:+;chr9:128695533:+;chr9:128696396:+	proximal	TRUE
MARCHF5	61.0456262510062	2.75910011979915e-11	1.9923597174777e-09	0.453349282296651	0.401360544217687	0.0519887380789636	chr10:92352068:+_vs_chr10:92352962:+	-0.2839566448589	chr10:92351535:+;chr10:92351711:+;chr10:92351856:+;chr10:92352068:+;chr10:92352962:+;chr10:92353872:+;chr10:92353964:+	proximal	TRUE
KLF7	55.327868852459	2.77358661365806e-11	1.9923597174777e-09	0.493852459016393	0.230769230769231	0.263083228247163	chr2:207121415:-_vs_chr2:207080855:-	1.12673392181589	chr2:207079302:-;chr2:207079453:-;chr2:207080356:-;chr2:207080855:-;chr2:207121415:-	distal	TRUE
RAD50	77.5947504625385	3.11950624610175e-11	2.18081527126027e-09	0.452654956591964	0.441471571906354	0.0111833846856099	chr5:132592000:+_vs_chr5:132594928:+	0.554376355129522	chr5:132575928:+;chr5:132579955:+;chr5:132587598:+;chr5:132587984:+;chr5:132588031:+;chr5:132589666:+;chr5:132591909:+;chr5:132592000:+;chr5:132594928:+;chr5:132603386:+;chr5:132616049:+;chr5:132618114:+;chr5:132618207:+;chr5:132637143:+	distal	TRUE
ANKRD36	79.7583281086729	3.13713565703333e-11	2.18081527126027e-09	0.451724137931034	0.5	-0.0482758620689655	chr2:97213591:+_vs_chr2:97215474:+	-0.44294670846395	chr2:97122928:+;chr2:97144690:+;chr2:97181770:+;chr2:97187378:+;chr2:97189267:+;chr2:97213591:+;chr2:97215474:+;chr2:97241313:+;chr2:97241426:+;chr2:97243881:+;chr2:97245292:+;chr2:97245903:+;chr2:97246035:+;chr2:97247502:+;chr2:97247623:+	proximal	TRUE
ARG2	43.4732367693962	4.29797539747872e-11	2.9403609465291e-09	0.0288461538461538	0.428571428571429	-0.399725274725275	chr14:67651185:+_vs_chr14:67651694:+	-0.799450549450549	chr14:67651185:+;chr14:67651694:+	proximal	TRUE
PHF20L1	59.9522320789666	4.60271967554469e-11	3.09964403149963e-09	0.355521155830753	0.392857142857143	-0.0373359870263895	chr8:132803908:+_vs_chr8:132813190:+	-0.668841220698806	chr8:132794551:+;chr8:132798819:+;chr8:132803908:+;chr8:132813190:+;chr8:132825358:+;chr8:132842638:+;chr8:132842854:+	proximal	TRUE
AKAP11	50.8903164477799	5.16251542969685e-11	3.42314484646053e-09	0.269333333333333	0.222222222222222	0.0471111111111112	chr13:42300372:+_vs_chr13:42300402:+	-0.917333333333333	chr13:42300372:+;chr13:42300402:+;chr13:42301233:+;chr13:42303017:+	proximal	TRUE
IFRD1	50.8461026555144	5.27570546470191e-11	3.44519553831291e-09	0.641025641025641	0.433333333333333	0.207692307692308	chr7:112476001:+_vs_chr7:112476192:+	0.856410256410256	chr7:112475729:+;chr7:112476001:+;chr7:112476192:+;chr7:112477187:+	distal	TRUE
LSM14A	53.8148846641626	5.75395298560123e-11	3.70142348775243e-09	0.297858942065491	0.298076923076923	-0.000217981011431889	chr19:34227552:+_vs_chr19:34228096:+	0.348963379190079	chr19:34219566:+;chr19:34219778:+;chr19:34227552:+;chr19:34228096:+;chr19:34229104:+	distal	TRUE
NPEPPS	53.6643096032198	6.18714171245033e-11	3.92155599715602e-09	0.664655172413793	0.514705882352941	0.149949290060852	chr17:47618384:+_vs_chr17:47622140:+	0.592697768762678	chr17:47592531:+;chr17:47618384:+;chr17:47622098:+;chr17:47622140:+;chr17:47622577:+	distal	TRUE
KCTD13	46.96213638184	6.34310142133867e-11	3.96214016318401e-09	0.944214876033058	0.545454545454545	0.398760330578512	chr16:29922119:-_vs_chr16:29906339:-	0.797520661157025	chr16:29906339:-;chr16:29919800:-;chr16:29922119:-	distal	TRUE
TMEM9B	46.5315959004272	7.8666953749975e-11	4.84363672374846e-09	0.928571428571429	0.770833333333333	0.157738095238095	chr11:8947507:-_vs_chr11:8947310:-	0.758611955420466	chr11:8947310:-;chr11:8947507:-;chr11:8948067:-	distal	TRUE
XRCC6	52.9385254523991	8.77793298883152e-11	5.32857622279773e-09	0.934404636459431	0.745967741935484	0.188436894523947	chr22:41647000:+_vs_chr22:41664039:+	0.373551106427819	chr22:41647000:+;chr22:41656941:+;chr22:41661357:+;chr22:41663645:+;chr22:41664039:+	distal	TRUE
NSG1	63.6222229913522	9.03138689466037e-11	5.40628854388697e-09	0.764788732394366	0.756880733944954	0.00790799844941203	chr4:4417613:+_vs_chr4:4418690:+	0.176779945729422	chr4:4417520:+;chr4:4417613:+;chr4:4417738:+;chr4:4418332:+;chr4:4418468:+;chr4:4418546:+;chr4:4418587:+;chr4:4418690:+;chr4:4419058:+	distal	FALSE
DCLK1	59.963335009132	1.53521598534132e-10	9.06408342030287e-09	0.473409801876955	0.386100386100386	0.0873094157765691	chr13:35850114:-_vs_chr13:35828267:-	0.699546261590057	chr13:35769515:-;chr13:35771168:-;chr13:35771340:-;chr13:35793433:-;chr13:35828267:-;chr13:35850114:-;chr13:35868781:-;chr13:35947084:-	distal	TRUE
CHD7	51.7347278093829	1.56737044210474e-10	9.12887379117762e-09	0.354508196721311	0.596153846153846	-0.241645649432535	chr8:60781142:+_vs_chr8:60781393:+	-0.898907103825137	chr8:60741311:+;chr8:60781142:+;chr8:60781270:+;chr8:60781393:+;chr8:60795027:+	proximal	TRUE
ARL6IP1	57.1381882612229	1.71294154375082e-10	9.84370407142138e-09	0.61911231884058	0.643429487179487	-0.0243171683389074	chr16:18793259:-_vs_chr16:18792525:-	-0.117642140468227	chr16:18791667:-;chr16:18792525:-;chr16:18792616:-;chr16:18793171:-;chr16:18793259:-;chr16:18795473:-;chr16:18795529:-	proximal	FALSE
HSPA5	51.4843036829264	1.76816118786756e-10	1.00273351575121e-08	0.606022584692597	0.454545454545455	0.151477130147143	chr9:125236815:-_vs_chr9:125236755:-	0.44836318010722	chr9:125236247:-;chr9:125236755:-;chr9:125236815:-;chr9:125236992:-;chr9:125240207:-	distal	TRUE
AZI2	40.6068852588384	1.86149575863741e-10	1.0419541194451e-08	0.909090909090909	0	0.909090909090909	chr3:28326860:-_vs_chr3:28323664:-	1.81818181818182	chr3:28323664:-;chr3:28326860:-	distal	TRUE
GOLGA8B	61.6211515805796	2.23878729462762e-10	1.23707349228782e-08	0.275245098039216	0.403846153846154	-0.128601055806938	chr15:34551191:-_vs_chr15:34531672:-	-0.557315233785822	chr15:34527590:-;chr15:34530015:-;chr15:34531672:-;chr15:34531964:-;chr15:34533260:-;chr15:34533659:-;chr15:34535866:-;chr15:34537193:-;chr15:34551191:-	proximal	TRUE
PRR14L	44.3831219254075	2.30317813564399e-10	1.25654402083869e-08	0.126016260162602	0.260869565217391	-0.13485330505479	chr22:31717029:-_vs_chr22:31716415:-	-0.856486390950866	chr22:31713609:-;chr22:31716415:-;chr22:31717029:-	proximal	TRUE
CCDC47	50.753558435183	2.51319728275521e-10	1.35181138543997e-08	0.413636363636364	0.426470588235294	-0.0128342245989305	chr17:63746592:-_vs_chr17:63746366:-	0.892513368983957	chr17:63746279:-;chr17:63746366:-;chr17:63746592:-;chr17:63746901:-;chr17:63752325:-	distal	TRUE
TAX1BP1	61.3419410800571	2.54052719769461e-10	1.35181138543997e-08	0.468264248704663	0.631493506493506	-0.163229257788843	chr7:27785298:+_vs_chr7:27796191:+	-0.389408518942198	chr7:27769705:+;chr7:27769759:+;chr7:27771054:+;chr7:27785298:+;chr7:27785416:+;chr7:27787522:+;chr7:27793158:+;chr7:27796191:+;chr7:27800010:+	proximal	TRUE
BORCS7	44.1344935852325	2.6080534469692e-10	1.37081833615089e-08	0.357142857142857	0.875	-0.517857142857143	chr10:102864208:+_vs_chr10:102864407:+	-1.04945054945055	chr10:102863364:+;chr10:102864208:+;chr10:102864407:+	proximal	TRUE
UHRF2	39.5923186344239	3.12911658676964e-10	1.62487861312978e-08	0	0.842105263157895	-0.842105263157895	chr9:6481718:+_vs_chr9:6496902:+	-1.68421052631579	chr9:6481718:+;chr9:6496902:+	proximal	TRUE
FBXL5	46.2337041126975	5.0582956405673e-10	2.59538740605298e-08	0.536649214659686	0.58974358974359	-0.0530943750839039	chr4:15605006:-_vs_chr4:15604530:-	-0.525372533225936	chr4:15604530:-;chr4:15605006:-;chr4:15638632:-;chr4:15640854:-	proximal	TRUE
HADHA	48.4750416246502	7.51320339863896e-10	3.80963607625105e-08	0.581424936386769	0.640625	-0.0592000636132315	chr2:26190869:-_vs_chr2:26190642:-	-0.92573155216285	chr2:26190642:-;chr2:26190869:-;chr2:26214451:-;chr2:26214494:-;chr2:26232234:-	proximal	TRUE
COPB1	53.8649855159892	7.85439388701766e-10	3.93632995965652e-08	0.608949416342413	0.5	0.108949416342413	chr11:14474502:-_vs_chr11:14457550:-	0.428141081963098	chr11:14457550:-;chr11:14457811:-;chr11:14464934:-;chr11:14474502:-;chr11:14475916:-;chr11:14480868:-;chr11:14481037:-	distal	TRUE
TMEM167A	51.1404989750813	8.09406891975404e-10	4.00982034990114e-08	0.543	0.505555555555556	0.0374444444444445	chr5:83056311:-_vs_chr5:83053816:-	-0.547222222222222	chr5:83052846:-;chr5:83053816:-;chr5:83055838:-;chr5:83056311:-;chr5:83056659:-;chr5:83056771:-	proximal	TRUE
