gene_name	p_value	pas_list	count1_list	count2_list	group1_PAU	group2_PAU	gDPAU1	gDPAU2	dgDPAU	Note	adj_pvalue	sig
NUCKS1	7.08899505245048e-10	chr1:205716728:-,chr1:205718354:-,chr1:205719554:-,chr1:205719595:-	10,7,15,7	0,22,57,72	0.233,0.163,0.349,0.163	0,0.129,0.333,0.421	0.458	0.197	0.261	distal	4.83985025853664e-08	TRUE
SYNE2	7.63491603504659e-10	chr14:63986481:+,chr14:64027527:+,chr14:64163431:+,chr14:64177382:+,chr14:64226433:+	4,0,1,17,4	20,10,14,0,12	0.063,0,0.016,0.27,0.063	0.123,0.061,0.086,0,0.074	0.2735	0.13225	0.14125	distal	4.98593212375651e-08	TRUE
SLC39A6	1.02177857474916e-09	chr18:36108531:-,chr18:36109164:-,chr18:36116760:-,chr18:36122053:-	0,7,11,21	12,37,2,133	0,0.171,0.268,0.512	0.061,0.187,0.01,0.672	0.203333333333333	0.189	0.0143333333333334	distal	6.22455023219038e-08	FALSE
SLC17A6	1.03604364716884e-09	chr11:22345041:+,chr11:22377592:+,chr11:22377879:+,chr11:22378509:+	13,1,2,6	0,15,28,16	0.394,0.03,0.061,0.182	0,0.221,0.412,0.235	0.232666666666667	0.583333333333333	-0.350666666666667	proximal	6.22455023219038e-08	TRUE
CBWD2	1.24154147890423e-09	chr2:113465151:+,chr2:113495801:+,chr2:113496168:+	0,1,18	10,22,2	0,0.045,0.818	0.179,0.393,0.036	0.8405	0.2325	0.608	distal	7.17228962043902e-08	TRUE
GDAP1	1.65439395019647e-09	chr8:74361945:+,chr8:74365822:+,chr8:74366091:+,chr8:74366876:+	5,14,0,19	17,4,18,2	0.132,0.368,0,0.5	0.386,0.091,0.409,0.045	0.622666666666667	0.348	0.274666666666667	distal	9.20333227109294e-08	TRUE
NT5C2	1.81760299430279e-09	chr10:103088038:-,chr10:103088390:-,chr10:103089348:-,chr10:103089444:-	11,0,5,0	1,17,10,23	0.688,0,0.312,0	0.014,0.236,0.139,0.319	0.792	0.217666666666667	0.574333333333333	distal	9.75014177658142e-08	TRUE
MARCHF5	2.50409637725861e-09	chr10:92351711:+,chr10:92351856:+,chr10:92352068:+,chr10:92353872:+,chr10:92353964:+	4,24,25,10,0	17,2,36,1,10	0.063,0.381,0.397,0.159,0	0.25,0.029,0.529,0.015,0.147	0.413	0.43	-0.017	proximal	1.29694922711808e-07	FALSE
PANTR1	2.71380047437112e-09	chr2:104807576:-,chr2:104840598:-	119,14	361,0	0.869,0.102	0.96,0	0.869	0.96	-0.091	proximal	1.32002398122917e-07	FALSE
UTP11	2.72441700520002e-09	chr1:38019350:+,chr1:38023803:+,chr1:38024825:+	1,6,10	20,37,0	0.056,0.333,0.556	0.263,0.487,0	0.7225	0.2435	0.479	distal	1.32002398122917e-07	TRUE
SRRM1	2.94695036076419e-09	chr1:24649024:+,chr1:24650025:+,chr1:24652514:+,chr1:24669594:+,chr1:24671447:+	0,11,5,5,15	19,50,47,20,5	0,0.244,0.111,0.111,0.333	0.113,0.298,0.28,0.119,0.03	0.53275	0.33375	0.199	distal	1.38322482558369e-07	TRUE
HSPE1-MOB4	3.29888028770072e-09	chr2:197550913:+,chr2:197551650:+,chr2:197552617:+	12,15,27	11,0,92	0.222,0.278,0.5	0.092,0,0.767	0.639	0.767	-0.128	proximal	1.50149036125045e-07	TRUE
BRD3	4.59468769209953e-09	chr9:134034781:-,chr9:134040211:-	14,5	2,49	0.667,0.238	0.028,0.69	0.667	0.028	0.639	distal	2.02977085692162e-07	TRUE
DEGS1	5.89267381148296e-09	chr1:224193091:+,chr1:224193160:+,chr1:224193259:+,chr1:224193441:+	3,0,13,6	22,15,0,16	0.13,0,0.565,0.261	0.349,0.238,0,0.254	0.637666666666667	0.333333333333333	0.304333333333333	distal	2.52879887567069e-07	TRUE
PPP2R5E	6.52928915116918e-09	chr14:63374685:-,chr14:63374734:-,chr14:63375842:-,chr14:63376003:-,chr14:63376081:-	0,14,9,0,9	14,1,22,10,39	0,0.333,0.214,0,0.214	0.119,0.008,0.186,0.085,0.331	0.35675	0.23925	0.1175	distal	2.68954874776341e-07	TRUE
KIAA1841	6.62538639595514e-09	chr2:61088392:+,chr2:61109296:+,chr2:61115771:+	2,1,12	23,13,0	0.08,0.04,0.48	0.451,0.255,0	0.5	0.1275	0.3725	distal	2.68954874776341e-07	TRUE
SH3BP5	1.74329730718078e-08	chr3:15254853:-,chr3:15255650:-	17,10	17,119	0.5,0.294	0.113,0.793	0.5	0.113	0.387	distal	6.77845676014034e-07	TRUE
UBQLN1	1.76005202160768e-08	chr9:83659970:-,chr9:83660872:-,chr9:83667575:-	13,0,14	39,18,1	0.406,0,0.438	0.549,0.254,0.014	0.406	0.676	-0.27	proximal	6.77845676014034e-07	TRUE
EZH2	1.87052025919192e-08	chr7:148807374:-,chr7:148828769:-	34,3	17,39	0.872,0.077	0.2,0.459	0.872	0.2	0.672	distal	7.02380357326567e-07	TRUE
PTN	1.99736898915279e-08	chr7:137227592:-,chr7:137227880:-,chr7:137228041:-,chr7:137254860:-	6,1,15,12	50,22,7,12	0.176,0.029,0.441,0.353	0.51,0.224,0.071,0.122	0.342333333333333	0.683	-0.340666666666667	proximal	7.16310314434809e-07	TRUE
SETD2	2.00299821612929e-08	chr3:47016448:-,chr3:47062233:-,chr3:47122924:-,chr3:47123490:-	10,0,0,0	3,11,16,14	0.625,0,0,0	0.038,0.139,0.203,0.177	0.625	0.198333333333333	0.426666666666667	distal	7.16310314434809e-07	TRUE
NDFIP1	2.14421397836409e-08	chr5:142138870:+,chr5:142152775:+,chr5:142153198:+	12,23,4	5,157,11	0.286,0.548,0.095	0.026,0.813,0.057	0.369	0.4635	-0.0945	proximal	7.39217528274946e-07	FALSE
ZC3H13	2.16548410413433e-08	chr13:45968826:-,chr13:45969660:-,chr13:45970362:-,chr13:46003306:-,chr13:46011452:-,chr13:46020488:-	1,8,7,0,23,2	34,29,14,14,12,10	0.023,0.186,0.163,0,0.535,0.047	0.239,0.204,0.099,0.099,0.085,0.07	0.3766	0.5182	-0.1416	proximal	7.39217528274946e-07	TRUE
RB1CC1	2.31999916141283e-08	chr8:52642537:-,chr8:52642766:-,chr8:52656995:-,chr8:52657181:-,chr8:52657243:-,chr8:52657292:-,chr8:52661118:-	1,8,0,0,14,0,1	11,12,12,12,8,23,18	0.034,0.276,0,0,0.483,0,0.034	0.092,0.101,0.101,0.101,0.067,0.193,0.151	0.425	0.3485	0.0765	distal	7.74364164542682e-07	FALSE
ZNF711	3.17960782033802e-08	chrX:85245961:+,chrX:85246838:+,chrX:85264345:+,chrX:85270103:+,chrX:85270875:+	5,10,1,21,4	12,0,14,108,11	0.116,0.233,0.023,0.488,0.093	0.065,0,0.075,0.581,0.059	0.52875	0.53225	-0.00350000000000006	proximal	1.0382110752495e-06	FALSE
OGA	3.27435829353587e-08	chr10:101799218:-,chr10:101799277:-,chr10:101800363:-,chr10:101811899:-,chr10:101812207:-	11,48,19,1,11	50,95,76,15,0	0.101,0.44,0.174,0.009,0.101	0.176,0.335,0.268,0.053,0	0.52025	0.5745	-0.05425	proximal	1.04640130997678e-06	FALSE
ITM2B	4.07349736279929e-08	chr13:48256283:+,chr13:48261388:+,chr13:48261870:+,chr13:48262047:+,chr13:48262091:+	3,18,63,21,1	14,34,159,4,17	0.028,0.17,0.594,0.198,0.009	0.058,0.141,0.66,0.017,0.071	0.497	0.449	0.048	distal	1.25916675578214e-06	FALSE
CCDC82	4.15389800215279e-08	chr11:96352769:-,chr11:96353448:-,chr11:96383321:-,chr11:96384249:-	1,10,1,1	10,0,18,11	0.059,0.588,0.059,0.059	0.127,0,0.228,0.139	0.470666666666667	0.203	0.267666666666667	distal	1.25916675578214e-06	TRUE
RAB18	4.19163367437465e-08	chr10:27533845:+,chr10:27539161:+,chr10:27539828:+	1,10,4	10,0,32	0.033,0.333,0.133	0.167,0,0.533	0.2995	0.533	-0.2335	proximal	1.25916675578214e-06	TRUE
NOL11	5.98149901564079e-08	chr17:67743813:+,chr17:67744090:+,chr17:67744151:+,chr17:67744203:+	12,11,1,1	10,0,12,21	0.375,0.344,0.031,0.031	0.189,0,0.226,0.396	0.166333333333333	0.546666666666667	-0.380333333333333	proximal	1.7340081305046e-06	TRUE
PDCD6IP	6.06302251181729e-08	chr3:33827018:+,chr3:33842050:+,chr3:33866775:+,chr3:33867006:+	1,10,0,1	11,1,13,15	0.071,0.714,0,0.071	0.18,0.016,0.213,0.246	0.309	0.393333333333333	-0.0843333333333333	proximal	1.7340081305046e-06	FALSE
SRSF2	6.11867050044899e-08	chr17:76734128:-,chr17:76735548:-	47,21	183,10	0.671,0.3	0.832,0.045	0.671	0.832	-0.161	proximal	1.7340081305046e-06	TRUE
GNPAT	6.27214797976979e-08	chr1:231276180:+,chr1:231277797:+,chr1:231277891:+	25,23,0	8,28,25	0.481,0.442,0	0.113,0.394,0.352	0.221	0.549	-0.328	proximal	1.74458634548412e-06	TRUE
PLEKHA1	6.4009492148706e-08	chr10:122428537:+,chr10:122430145:+,chr10:122430566:+	15,23,0	0,39,16	0.366,0.561,0	0,0.506,0.208	0.2805	0.461	-0.1805	proximal	1.74804104013375e-06	TRUE
CSPP1	9.9657599299534e-08	chr8:67137500:+,chr8:67137921:+,chr8:67159077:+	0,12,2	11,0,15	0,0.6,0.1	0.244,0,0.333	0.4	0.333	0.067	distal	2.6729591812125e-06	FALSE
MLLT3	1.07662450602643e-07	chr9:20346136:-,chr9:20346306:-,chr9:20354827:-,chr9:20413862:-,chr9:20414126:-,chr9:20414156:-,chr9:20456708:-	3,13,1,16,27,1,9	27,5,22,9,48,12,19	0.039,0.169,0.013,0.208,0.351,0.013,0.117	0.158,0.029,0.129,0.053,0.281,0.07,0.111	0.411666666666667	0.4	0.0116666666666667	distal	2.83700001412578e-06	FALSE
SRSF3	1.20681276693521e-07	chr6:36602293:+,chr6:36602784:+,chr6:36602935:+,chr6:36603429:+	5,23,34,14	21,203,54,38	0.063,0.291,0.43,0.177	0.062,0.597,0.159,0.112	0.560666666666667	0.417	0.143666666666667	distal	3.12522892402878e-06	TRUE
TOP2B	1.44377703129493e-07	chr3:25597994:-,chr3:25627274:-,chr3:25630094:-,chr3:25632689:-,chr3:25632720:-	0,30,0,4,0	16,33,28,10,16	0,0.789,0,0.105,0	0.126,0.26,0.22,0.079,0.126	0.618	0.45075	0.16725	distal	3.61802913898138e-06	TRUE
SEZ6L2	1.44528460944662e-07	chr16:29871159:-,chr16:29871507:-	27,0	7,19	1,0	0.269,0.731	1	0.269	0.731	distal	3.61802913898138e-06	TRUE
WNK1	1.93831761231581e-07	chr12:859377:+,chr12:911294:+	0,14	17,0	0,0.933	0.586,0	0.933	0	0.933	distal	4.70562730660545e-06	TRUE
DPYSL2	1.94240274973061e-07	chr8:26657129:+,chr8:26658175:+	12,8	2,53	0.6,0.4	0.032,0.855	0.4	0.855	-0.455	proximal	4.70562730660545e-06	TRUE
STX2	2.05858163629007e-07	chr12:130789600:-,chr12:130798530:-,chr12:130812996:-	11,0,6	0,14,21	0.423,0,0.231	0,0.298,0.447	0.423	0.149	0.274	distal	4.90792002810743e-06	TRUE
MAPK8	2.27267428586502e-07	chr10:48435762:+,chr10:48435878:+,chr10:48436412:+	10,2,13	103,29,13	0.303,0.061,0.394	0.682,0.192,0.086	0.4245	0.182	0.2425	distal	5.33368246463946e-06	TRUE
BRD2	2.80867419402591e-07	chr6:32978227:+,chr6:32981310:+	0,23	18,5	0,0.958	0.621,0.172	0.958	0.172	0.786	distal	6.49019790681064e-06	TRUE
SMIM8	3.05902320501826e-07	chr6:87340582:+,chr6:87341759:+,chr6:87342309:+	0,10,0	10,0,10	0,0.909,0	0.303,0,0.303	0.4545	0.303	0.1515	distal	6.96159523323853e-06	TRUE
RAB39B	3.18635546284691e-07	chrX:155258708:-,chrX:155260421:-	15,0	0,15	1,0	0,0.75	1	0	1	distal	7.14314314208368e-06	TRUE
NEUROD6	3.69228372970778e-07	chr7:31337465:-,chr7:31337860:-,chr7:31337925:-,chr7:31338080:-,chr7:31338259:-,chr7:31338418:-,chr7:31339095:-	56,23,45,40,18,14,42	203,37,136,103,199,34,110	0.225,0.092,0.181,0.161,0.072,0.056,0.169	0.236,0.043,0.158,0.12,0.232,0.04,0.128	0.536166666666667	0.521166666666667	0.015	distal	8.13907197518272e-06	FALSE
PKIA	3.73898779152868e-07	chr8:78601920:+,chr8:78602248:+,chr8:78602376:+,chr8:78602760:+,chr8:78603214:+	0,14,1,0,3	58,37,66,13,13	0,0.636,0.045,0,0.136	0.271,0.173,0.308,0.061,0.061	0.3175	0.304	0.0135	distal	8.13907197518272e-06	FALSE
MTMR6	3.79343083771488e-07	chr13:25247958:-,chr13:25251001:-,chr13:25251682:-	15,0,2	4,15,16	0.75,0,0.1	0.075,0.283,0.302	0.75	0.2165	0.5335	distal	8.13961874035392e-06	TRUE
KPNB1	4.15581646185254e-07	chr17:47680640:+,chr17:47682697:+,chr17:47683446:+,chr17:47683635:+	16,22,11,1	31,101,2,14	0.314,0.431,0.216,0.02	0.194,0.631,0.013,0.088	0.307666666666667	0.307	0.000666666666666704	distal	8.74459610338086e-06	FALSE
MAP4	4.19181704023583e-07	chr3:47850695:-,chr3:47916689:-,chr3:47973079:-	3,12,1	11,10,52	0.136,0.545,0.045	0.105,0.095,0.495	0.4085	0.1525	0.256	distal	8.74459610338086e-06	TRUE
HSBP1	4.58599596917694e-07	chr16:83811666:+,chr16:83811795:+,chr16:83812993:+	31,7,15	40,22,123	0.585,0.132,0.283	0.211,0.116,0.647	0.349	0.705	-0.356	proximal	9.43584376123803e-06	TRUE
ARPC5	4.88573760916779e-07	chr1:183626197:-,chr1:183626735:-,chr1:183627339:-	57,0,6	173,17,129	0.877,0,0.092	0.518,0.051,0.386	0.877	0.5435	0.3335	distal	9.79524326132716e-06	TRUE
EZR	4.89110016377854e-07	chr6:158765748:-,chr6:158770869:-,chr6:158783582:-	56,129,76	16,126,112	0.204,0.469,0.276	0.06,0.47,0.418	0.4385	0.295	0.1435	distal	9.79524326132716e-06	TRUE
CCDC93	5.12142757994352e-07	chr2:117931123:-,chr2:117946855:-	0,12	28,4	0,0.5	0.459,0.066	0	0.459	-0.459	proximal	1.01215581908884e-05	TRUE
C9orf78	5.7640776079928e-07	chr9:129827290:-,chr9:129827582:-,chr9:129827772:-,chr9:129828178:-	10,11,13,11	51,0,35,20	0.222,0.244,0.289,0.244	0.436,0,0.299,0.171	0.481	0.535666666666667	-0.0546666666666666	proximal	1.12436942431236e-05	FALSE
NUDT4	6.27963946308048e-07	chr12:93399558:+,chr12:93399840:+,chr12:93402302:+	1,19,8	14,2,18	0.023,0.432,0.182	0.255,0.036,0.327	0.398	0.345	0.053	distal	1.20923313763421e-05	FALSE
PSIP1	6.85287486081303e-07	chr9:15464066:-,chr9:15466748:-,chr9:15468650:-,chr9:15471191:-,chr9:15474079:-,chr9:15474208:-,chr9:15486882:-	0,15,2,0,20,4,2	12,13,19,14,42,45,22	0,0.306,0.041,0,0.408,0.082,0.041	0.055,0.059,0.086,0.064,0.191,0.205,0.1	0.432	0.291333333333333	0.140666666666667	distal	1.3029136760685e-05	TRUE
ABI1	9.31118549322296e-07	chr10:26747831:-,chr10:26748078:-	0,16	12,0	0,1	0.48,0	0	0.48	-0.48	proximal	1.73477961763243e-05	TRUE
ANKRD36B	9.35533615367687e-07	chr2:97540057:-,chr2:97553191:-	14,4	5,40	0.538,0.154	0.064,0.513	0.538	0.064	0.474	distal	1.73477961763243e-05	TRUE
CNOT2	1.00417494412884e-06	chr12:70331700:+,chr12:70354257:+,chr12:70354993:+	13,7,4	0,17,22	0.5,0.269,0.154	0,0.293,0.379	0.2885	0.5255	-0.237	proximal	1.82391575769447e-05	TRUE
ANKRD12	1.00788953321332e-06	chr18:9211657:+,chr18:9254470:+,chr18:9254517:+,chr18:9254716:+	8,13,2,5	10,5,19,41	0.138,0.224,0.034,0.086	0.074,0.037,0.141,0.304	0.183333333333333	0.410333333333333	-0.227	proximal	1.82391575769447e-05	TRUE
SNX12	1.12676966002448e-06	chrX:71059247:-,chrX:71059406:-	1,10	21,0	0.091,0.909	1,0	0.091	1	-0.909	proximal	2.01477146351997e-05	TRUE
MDH1	1.23369679847421e-06	chr2:63606958:+,chr2:63607197:+	11,13	13,150	0.458,0.542	0.08,0.92	0.542	0.92	-0.378	proximal	2.18001481330383e-05	TRUE
CBWD1	1.35127386068537e-06	chr9:121042:-,chr9:121409:-,chr9:170781:-	0,1,10	10,10,0	0,0.062,0.625	0.222,0.222,0	0.031	0.333	-0.302	proximal	2.36001551017376e-05	TRUE
KHDRBS1	1.38915321776154e-06	chr1:32042817:+,chr1:32042972:+,chr1:32043301:+,chr1:32043699:+,chr1:32043877:+,chr1:32060850:+	0,5,19,1,20,16	19,46,109,32,42,22	0,0.069,0.264,0.014,0.278,0.222	0.065,0.157,0.372,0.109,0.143,0.075	0.5722	0.435	0.1372	distal	2.39135285341355e-05	TRUE
NFIX	1.40105892876427e-06	chr19:13042340:+,chr19:13094675:+,chr19:13096969:+,chr19:13098791:+	10,66,2,11	0,147,20,41	0.11,0.725,0.022,0.121	0,0.671,0.091,0.187	0.377333333333333	0.471333333333333	-0.094	proximal	2.39135285341355e-05	FALSE
BZW1	1.53685529032709e-06	chr2:200818026:+,chr2:200818771:+,chr2:200821273:+,chr2:200822560:+,chr2:200823655:+,chr2:200823837:+	7,11,0,3,0,1	11,14,18,17,17,42	0.28,0.44,0,0.12,0,0.04	0.081,0.103,0.132,0.125,0.125,0.309	0.2	0.5574	-0.3574	proximal	2.59365915288908e-05	TRUE
CEP170	1.62646002588686e-06	chr1:243164980:-,chr1:243165527:-,chr1:243165893:-,chr1:243172730:-,chr1:243185790:-,chr1:243191027:-,chr1:243191331:-	7,6,8,28,1,6,11	48,14,79,41,38,17,27	0.084,0.072,0.096,0.337,0.012,0.072,0.133	0.155,0.045,0.255,0.132,0.123,0.055,0.087	0.3925	0.478666666666667	-0.0861666666666666	proximal	2.71438106542451e-05	FALSE
PTGES3	1.76682578295466e-06	chr12:56663349:-,chr12:56663601:-,chr12:56664442:-	14,57,18	111,92,59	0.151,0.613,0.194	0.411,0.341,0.219	0.4575	0.5815	-0.124	proximal	2.91623332527242e-05	TRUE
CCT4	2.21557460602955e-06	chr2:61868446:-,chr2:61868503:-	18,37	158,73	0.321,0.661	0.64,0.296	0.321	0.64	-0.319	proximal	3.61716636766998e-05	TRUE
ATXN10	2.3037959533826e-06	chr22:45843966:+,chr22:45844802:+,chr22:45844869:+	0,12,0	19,6,10	0,1,0	0.396,0.125,0.208	0.5	0.2705	0.2295	distal	3.72075432471039e-05	TRUE
ANKHD1	2.38763081682769e-06	chr5:140496774:+,chr5:140524215:+	1,11	18,0	0.05,0.55	0.36,0	0.55	0	0.55	distal	3.81512924135659e-05	TRUE
TAF1D	2.51926531813602e-06	chr11:93730202:-,chr11:93734285:-,chr11:93738281:-	0,10,3	12,0,11	0,0.435,0.13	0.324,0,0.297	0.2175	0.324	-0.1065	proximal	3.98309106088453e-05	TRUE
HDAC3	2.69185017455399e-06	chr5:141620881:-,chr5:141624862:-,chr5:141634565:-	13,10,0	35,0,10	0.52,0.4,0	0.648,0,0.185	0.72	0.648	0.072	distal	4.2116239189376e-05	FALSE
FOS	2.94499686702867e-06	chr14:75281900:+,chr14:75282230:+	1,80	88,258	0.012,0.988	0.254,0.746	0.988	0.746	0.242	distal	4.5601910250279e-05	TRUE
RAMAC	3.08404165302906e-06	chr15:82990120:+,chr15:82990374:+	14,14	1,45	0.412,0.412	0.021,0.938	0.412	0.938	-0.526	proximal	4.72676588045882e-05	TRUE
RBMX	3.13509825388246e-06	chrX:136869192:-,chrX:136873461:-,chrX:136874047:-	26,7,59	50,113,228	0.26,0.07,0.59	0.115,0.26,0.525	0.295	0.245	0.05	distal	4.7564824013449e-05	FALSE
SOX11	3.19963782266492e-06	chr2:5695459:+,chr2:5701385:+	0,34	27,28	0,0.85	0.329,0.341	0.85	0.341	0.509	distal	4.80585600964272e-05	TRUE
USP8	3.2321825360032e-06	chr15:50462303:+,chr15:50481702:+,chr15:50481835:+	0,1,17	12,16,8	0,0.042,0.708	0.231,0.308,0.154	0.729	0.308	0.421	distal	4.80667145453148e-05	TRUE
KIF2A	3.39846799125051e-06	chr5:62348159:+,chr5:62353324:+,chr5:62358213:+,chr5:62363207:+	13,4,11,11	2,30,32,21	0.25,0.077,0.212,0.212	0.017,0.256,0.274,0.179	0.379	0.447	-0.068	proximal	5.00441070868457e-05	FALSE
SMARCC2	3.72733170172621e-06	chr12:56162365:-,chr12:56181494:-,chr12:56181753:-	18,7,2	23,84,13	0.581,0.226,0.065	0.183,0.667,0.103	0.694	0.5165	0.1775	distal	5.43539050096385e-05	TRUE
HSPD1	5.52464258727405e-06	chr2:197486584:-,chr2:197488453:-,chr2:197489065:-,chr2:197493442:-,chr2:197494658:-	34,2,6,9,2	68,68,34,36,29	0.607,0.036,0.107,0.161,0.036	0.255,0.255,0.127,0.135,0.109	0.72775	0.5435	0.18425	distal	7.97885881354387e-05	TRUE
MEGF9	5.86695104297446e-06	chr9:120604339:-,chr9:120604499:-	0,14	15,2	0,1	0.714,0.095	0	0.714	-0.714	proximal	8.39253377766442e-05	TRUE
