gene_name	p_value	pas_list	count1_list	count2_list	group1_PAU	group2_PAU	gDPAU1	gDPAU2	dgDPAU	Note	adj_pvalue	sig
SLA	5.03282257791659e-07	chr8:133036728:-,chr8:133037562:-,chr8:133038598:-,chr8:133060160:-	143,134,112,30	17,38,65,11	0.34,0.319,0.267,0.071	0.125,0.279,0.478,0.081	0.641666666666667	0.470333333333333	0.171333333333333	distal	1.02070102912497e-05	TRUE
STK17A	5.10350514562487e-07	chr7:43595985:+,chr7:43625183:+	14,5	0,27	0.636,0.227	0,0.964	0.227	0.964	-0.737	proximal	1.02070102912497e-05	TRUE
SCARB2	5.42749698968699e-07	chr4:76158737:-,chr4:76160012:-,chr4:76161452:-	23,24,0	10,6,15	0.383,0.4,0	0.27,0.162,0.405	0.583	0.351	0.232	distal	1.06853846984463e-05	TRUE
ITM2B	5.68834230547122e-07	chr13:48256283:+,chr13:48261388:+,chr13:48261870:+,chr13:48262047:+	19,32,121,3	3,18,63,21	0.096,0.162,0.611,0.015	0.028,0.17,0.594,0.198	0.476333333333333	0.650666666666667	-0.174333333333333	proximal	1.10266327767596e-05	TRUE
ODC1	6.039370502954e-07	chr2:10439975:-,chr2:10440391:-	0,108	11,34	0,0.991	0.244,0.756	0	0.244	-0.244	proximal	1.15297073238213e-05	TRUE
SLC4A7	6.25060682412944e-07	chr3:27372723:-,chr3:27424102:-,chr3:27448697:-	0,10,13	16,0,6	0,0.286,0.371	0.727,0,0.273	0.143	0.727	-0.584	proximal	1.175487253493e-05	TRUE
PTN	6.37995644809427e-07	chr7:137227592:-,chr7:137227880:-,chr7:137228041:-,chr7:137254860:-	19,16,7,1	6,1,15,12	0.432,0.364,0.159,0.023	0.176,0.029,0.441,0.353	0.727666666666667	0.342333333333333	0.385333333333333	distal	1.18216840067629e-05	TRUE
ANKHD1	8.58349937319427e-07	chr5:140496721:+,chr5:140496774:+,chr5:140524215:+	10,20,0	6,1,11	0.192,0.385,0	0.3,0.05,0.55	0.1925	0.575	-0.3825	proximal	1.56742162467026e-05	TRUE
FAM177A1	8.76281295261704e-07	chr14:35081725:+,chr14:35083378:+	19,0	2,14	0.704,0	0.111,0.778	0	0.778	-0.778	proximal	1.57730633147107e-05	TRUE
WNK1	8.94473182490033e-07	chr12:859377:+,chr12:911294:+	14,0	0,14	1,0	0,0.933	0	0.933	-0.933	proximal	1.58737494357386e-05	TRUE
CHD3	9.63337273840014e-07	chr17:7893896:+,chr17:7894250:+,chr17:7912755:+	18,28,32	25,15,0	0.198,0.308,0.352	0.61,0.366,0	0.506	0.183	0.323	distal	1.68584022922003e-05	TRUE
YWHAB	1.02054479364248e-06	chr20:44908131:+,chr20:44908400:+,chr20:44908520:+	0,11,16	17,0,17	0,0.25,0.364	0.486,0,0.486	0.489	0.486	0.003	distal	1.76148827395825e-05	FALSE
IK	1.14541283328498e-06	chr5:140654706:+,chr5:140662480:+	8,33	21,4	0.19,0.786	0.724,0.138	0.786	0.138	0.648	distal	1.9502975269447e-05	TRUE
SMARCC2	1.17854635568422e-06	chr12:56162365:-,chr12:56181494:-,chr12:56181753:-	8,43,13	18,7,2	0.125,0.672,0.203	0.581,0.226,0.065	0.461	0.694	-0.233	proximal	1.97995787754949e-05	TRUE
SFXN3	1.2557106218867e-06	chr10:101040402:+,chr10:101041241:+	0,38	19,18	0,0.844	0.514,0.486	0.844	0.486	0.358	distal	2.08183603102269e-05	TRUE
GNAI1	1.34203214146577e-06	chr7:80212834:+,chr7:80217369:+,chr7:80218039:+,chr7:80218186:+,chr7:80219408:+	13,53,43,18,33	19,35,3,4,8	0.08,0.325,0.264,0.11,0.202	0.271,0.5,0.043,0.057,0.114	0.49775	0.30325	0.1945	distal	2.18107679731637e-05	TRUE
SRSF3	1.35340752990847e-06	chr6:36602293:+,chr6:36602784:+,chr6:36602935:+,chr6:36603429:+	32,157,47,43	5,23,34,14	0.105,0.515,0.154,0.141	0.063,0.291,0.43,0.177	0.415333333333333	0.560666666666667	-0.145333333333333	proximal	2.18107679731637e-05	TRUE
CD200	1.36750053165074e-06	chr3:112361961:+,chr3:112361994:+,chr3:112362812:+	13,0,66	2,10,21	0.16,0,0.815	0.061,0.303,0.636	0.815	0.7875	0.0275	distal	2.18107679731637e-05	FALSE
BCLAF1	1.44696785177769e-06	chr6:136261275:-,chr6:136268217:-,chr6:136269472:-,chr6:136272002:-,chr6:136276045:-,chr6:136276347:-,chr6:136276439:-	16,40,18,19,16,12,19	2,2,3,12,7,2,25	0.104,0.26,0.117,0.123,0.104,0.078,0.123	0.035,0.035,0.053,0.211,0.123,0.035,0.439	0.507833333333333	0.251833333333333	0.256	distal	2.27897436654987e-05	TRUE
MARCHF5	2.20350455962467e-06	chr10:92351856:+,chr10:92352068:+,chr10:92353872:+,chr10:92353964:+	4,20,3,13	24,25,10,0	0.075,0.377,0.057,0.245	0.381,0.397,0.159,0	0.408666666666667	0.238333333333333	0.170333333333333	distal	3.42767375941615e-05	TRUE
KMT5B	2.25127136283968e-06	chr11:68165717:-,chr11:68166295:-,chr11:68173809:-,chr11:68175123:-,chr11:68188021:-	11,12,16,6,14	0,0,3,11,0	0.12,0.13,0.174,0.065,0.152	0,0,0.077,0.282,0	0.32075	0.109	0.21175	distal	3.45927063070487e-05	TRUE
NFIX	2.53652052697593e-06	chr19:13042340:+,chr19:13094675:+,chr19:13096969:+,chr19:13098791:+	0,145,18,40	10,66,2,11	0,0.687,0.085,0.19	0.11,0.725,0.022,0.121	0.475666666666667	0.377333333333333	0.0983333333333334	distal	3.85062152287912e-05	FALSE
SEZ6L2	2.7583074833204e-06	chr16:29871159:-,chr16:29871507:-	10,17	27,0	0.37,0.63	1,0	0.37	1	-0.63	proximal	4.1374612249806e-05	TRUE
FNBP1L	2.93492082176409e-06	chr1:93523489:+,chr1:93530804:+,chr1:93530882:+,chr1:93550970:+,chr1:93552649:+,chr1:93553107:+,chr1:93554661:+	61,100,27,28,24,39,46	15,30,15,1,25,4,12	0.156,0.256,0.069,0.072,0.061,0.1,0.118	0.138,0.275,0.138,0.009,0.229,0.037,0.11	0.343666666666667	0.389833333333333	-0.0461666666666667	proximal	4.31017680536373e-05	FALSE
CNN3	2.94186670842286e-06	chr1:94896957:-,chr1:94897208:-,chr1:94897406:-,chr1:94897502:-,chr1:94897617:-,chr1:94901708:-	47,24,11,8,14,31	38,0,0,14,9,9	0.348,0.178,0.081,0.059,0.104,0.23	0.543,0,0,0.2,0.129,0.129	0.5834	0.6488	-0.0654000000000001	proximal	4.31017680536373e-05	FALSE
SMARCE1	3.23167104328401e-06	chr17:40628722:-,chr17:40636428:-	3,38	17,10	0.057,0.717	0.5,0.294	0.057	0.5	-0.443	proximal	4.68035116613547e-05	TRUE
CYFIP1	3.3484849266081e-06	chr15:22869465:-,chr15:22937132:-	21,8	0,19	0.568,0.216	0,1	0.568	0	0.568	distal	4.79442159946159e-05	TRUE
SEC63	3.52081457484421e-06	chr6:107881215:-,chr6:107883000:-,chr6:107929415:-	12,1,9	0,15,15	0.222,0.019,0.167	0,0.375,0.375	0.2315	0.1875	0.044	distal	4.98374555015864e-05	FALSE
POMP	3.58219653818169e-06	chr13:28678199:+,chr13:28678496:+,chr13:28678860:+	71,12,0	29,6,13	0.78,0.132,0	0.604,0.125,0.271	0.066	0.3335	-0.2675	proximal	4.98374555015864e-05	TRUE
SPHK2	3.60770236706066e-06	chr19:48627156:+,chr19:48630405:+	0,27	11,5	0,1	0.478,0.217	1	0.217	0.783	distal	4.98374555015864e-05	TRUE
FNBP4	3.63892532233806e-06	chr11:47731460:-,chr11:47736658:-,chr11:47746229:-,chr11:47750917:-	11,22,25,27	0,3,31,5	0.12,0.239,0.272,0.293	0,0.07,0.721,0.116	0.37	0.287	0.083	distal	4.98374555015864e-05	FALSE
CDC5L	3.73374382167956e-06	chr6:44403879:+,chr6:44406436:+,chr6:44446647:+	16,10,11	1,0,22	0.372,0.233,0.256	0.04,0,0.88	0.3725	0.88	-0.5075	proximal	5.05862066163037e-05	TRUE
PTTG1IP	4.05261388281509e-06	chr21:44849585:-,chr21:44850621:-,chr21:44851588:-	65,11,13	0,6,1	0.691,0.117,0.138	0,0.5,0.083	0.7495	0.25	0.4995	distal	5.4322271195181e-05	TRUE
C1GALT1	4.23792968363675e-06	chr7:7243693:+,chr7:7244121:+	13,0	0,12	0.765,0	0,1	0	1	-1	proximal	5.62083305408663e-05	TRUE
GPN3	4.57621657391625e-06	chr12:110452661:-,chr12:110452906:-	0,10	15,0	0,0.435	0.938,0	0	0.938	-0.938	proximal	6.00628425326508e-05	TRUE
SREK1	5.13982042555625e-06	chr5:66164808:+,chr5:66170611:+,chr5:66170689:+,chr5:66177566:+	13,11,1,10	0,5,15,8	0.176,0.149,0.014,0.135	0,0.132,0.395,0.211	0.194	0.518333333333333	-0.324333333333333	proximal	6.67646776927925e-05	TRUE
PEA15	5.25625345723184e-06	chr1:160211963:+,chr1:160214639:+,chr1:160215372:+	11,20,38	0,27,7	0.159,0.29,0.551	0,0.794,0.206	0.696	0.603	0.0930000000000001	distal	6.75804015929808e-05	FALSE
RAMAC	5.33647109598197e-06	chr15:82990120:+,chr15:82990374:+	0,37	14,14	0,0.771	0.412,0.412	0.771	0.412	0.359	distal	6.79187230397705e-05	TRUE
ARL3	5.39201899480593e-06	chr10:102673731:-,chr10:102676527:-,chr10:102676666:-,chr10:102676892:-	0,13,34,18	13,7,10,22	0,0.197,0.515,0.273	0.245,0.132,0.189,0.415	0.303	0.396	-0.093	proximal	6.79394393345547e-05	FALSE
USP10	5.50876855921596e-06	chr16:84744942:+,chr16:84779431:+,chr16:84779922:+	41,0,8	15,10,16	0.695,0,0.136	0.306,0.204,0.327	0.136	0.429	-0.293	proximal	6.87232513327932e-05	TRUE
ARGLU1	5.58622556445091e-06	chr13:106543327:-,chr13:106543964:-,chr13:106544123:-,chr13:106557173:-,chr13:106559584:-	14,38,46,20,60	3,40,3,11,35	0.075,0.203,0.246,0.107,0.321	0.033,0.435,0.033,0.12,0.38	0.377	0.40575	-0.02875	proximal	6.90063157961583e-05	FALSE
HSBP1	5.65016713950734e-06	chr16:83811666:+,chr16:83811795:+,chr16:83812993:+	46,16,118	31,7,15	0.231,0.08,0.593	0.585,0.132,0.283	0.633	0.349	0.284	distal	6.91185494735849e-05	TRUE
UFM1	6.10549972450556e-06	chr13:38361891:+,chr13:38362405:+	2,13	16,0	0.061,0.394	0.615,0	0.394	0	0.394	distal	7.3776712511045e-05	TRUE
PLPPR5	6.14805937592041e-06	chr1:98891374:-,chr1:98891782:-,chr1:98892368:-	0,18,16	10,2,7	0,0.409,0.364	0.417,0.083,0.292	0.2045	0.4585	-0.254	proximal	7.3776712511045e-05	TRUE
PCM1	6.32797609219346e-06	chr8:17937189:+,chr8:17947255:+,chr8:17956702:+,chr8:17960131:+,chr8:17960387:+	41,26,15,6,16	17,0,1,12,4	0.318,0.202,0.116,0.047,0.124	0.405,0,0.024,0.286,0.095	0.26775	0.3215	-0.05375	proximal	7.52193384543751e-05	FALSE
MAP1B	6.68531578711344e-06	chr5:72194957:+,chr5:72195109:+,chr5:72195305:+,chr5:72195449:+	20,336,221,28	26,157,91,34	0.026,0.435,0.286,0.036	0.071,0.427,0.247,0.092	0.371666666666667	0.399	-0.0273333333333334	proximal	7.87242793622704e-05	FALSE
APBA2	6.77876767257111e-06	chr15:29117709:+,chr15:29118315:+	22,10	0,19	0.611,0.278	0,1	0.278	1	-0.722	proximal	7.90377387812457e-05	TRUE
CPSF3	6.83739168821888e-06	chr2:9459617:+,chr2:9473101:+	1,20	12,2	0.042,0.833	0.857,0.143	0.833	0.143	0.69	distal	7.90377387812457e-05	TRUE
CLIP1	7.19513637868291e-06	chr12:122328260:-,chr12:122340982:-,chr12:122341223:-	17,13,8	0,0,12	0.298,0.228,0.14	0,0,0.8	0.412	0	0.412	distal	8.24170167012769e-05	TRUE
BBS7	7.49700161288062e-06	chr4:121854025:-,chr4:121859258:-	10,0	0,14	0.4,0	0,0.778	0.4	0	0.4	distal	8.51010993894557e-05	TRUE
