gene_name	p_value	pas_list	count1_list	count2_list	group1_PAU	group2_PAU	gDPAU1	gDPAU2	dgDPAU	Note	adj_pvalue	sig
ITFG1	1.40531402730654e-10	chr16:47154598:-,chr16:47155394:-,chr16:47218142:-	0,31,11	14,2,1	0,0.633,0.224	0.737,0.105,0.053	0.3165	0.7895	-0.473	proximal	1.35960352572106e-08	TRUE
ERP44	1.42080754295609e-10	chr9:99981711:-,chr9:99981977:-,chr9:99982143:-,chr9:99982393:-,chr9:99982494:-	0,14,0,13,6	13,3,10,0,23	0,0.359,0,0.333,0.154	0.255,0.059,0.196,0,0.451	0.3525	0.39725	-0.04475	proximal	1.35960352572106e-08	FALSE
FNBP1L	2.29236804750163e-10	chr1:93523489:+,chr1:93530804:+,chr1:93530882:+,chr1:93552649:+,chr1:93553107:+,chr1:93554661:+	12,58,16,32,27,13	27,7,6,2,8,4	0.061,0.296,0.082,0.163,0.138,0.066	0.429,0.111,0.095,0.032,0.127,0.063	0.3662	0.244	0.1222	distal	2.03693275078002e-08	TRUE
ZNF711	2.4984803206494e-10	chrX:85264345:+,chrX:85270103:+,chrX:85270740:+	0,50,11	10,4,2	0,0.562,0.124	0.25,0.1,0.05	0.405	0.1	0.305	distal	2.07207301259191e-08	TRUE
SLC25A3	3.57757114141783e-10	chr12:98601238:+,chr12:98601708:+	2,140	21,45	0.014,0.946	0.318,0.682	0.946	0.682	0.264	distal	2.64138135353888e-08	TRUE
CSNK1A1	3.60960474358206e-10	chr5:149493238:-,chr5:149495984:-,chr5:149509933:-,chr5:149513127:-	0,15,39,17	15,0,7,17	0,0.197,0.513,0.224	0.357,0,0.167,0.405	0.302333333333333	0.412666666666667	-0.110333333333333	proximal	2.64138135353888e-08	TRUE
TFDP2	5.67148595991244e-10	chr3:141944428:-,chr3:141944529:-,chr3:141951641:-,chr3:142025137:-	10,0,11,14	0,11,0,0	0.227,0,0.25,0.318	0,0.55,0,0	0.310333333333333	0.366666666666667	-0.0563333333333333	proximal	3.91962696340615e-08	FALSE
CPE	6.40891865826977e-10	chr4:165495647:+,chr4:165497756:+,chr4:165498003:+,chr4:165498177:+,chr4:165498330:+	5,3,0,26,11	20,14,11,7,0	0.098,0.059,0,0.51,0.216	0.385,0.269,0.212,0.135,0	0.61325	0.2745	0.33875	distal	4.19615516362505e-08	TRUE
EWSR1	6.9599698950891e-10	chr22:29290845:+,chr22:29300218:+,chr22:29300336:+,chr22:29300519:+	23,1,118,98	0,18,87,42	0.092,0.004,0.472,0.392	0,0.119,0.576,0.278	0.708	0.701666666666667	0.00633333333333341	distal	4.32203735174035e-08	FALSE
NFIB	7.29604376097648e-10	chr9:14086670:-,chr9:14087450:-,chr9:14087479:-,chr9:14088083:-,chr9:14088165:-	0,11,17,18,11	18,7,0,7,0	0,0.131,0.202,0.214,0.131	0.474,0.184,0,0.184,0	0.25275	0.658	-0.40525	proximal	4.32203735174035e-08	TRUE
NREP	1.00798329842922e-09	chr5:111729303:-,chr5:111730035:-	262,179	27,78	0.537,0.367	0.248,0.716	0.537	0.248	0.289	distal	5.69968737839068e-08	TRUE
MSMO1	1.37580295511484e-09	chr4:165341915:+,chr4:165342063:+,chr4:165343006:+,chr4:165343070:+,chr4:165343164:+	18,28,1,15,59	7,1,14,21,21	0.142,0.22,0.008,0.118,0.465	0.109,0.016,0.219,0.328,0.328	0.6125	0.6875	-0.075	proximal	7.42785575234179e-08	FALSE
GPM6B	1.43302683324922e-09	chrX:13770943:-,chrX:13771029:-,chrX:13773456:-,chrX:13780611:-	18,23,0,10	0,19,17,0	0.346,0.442,0,0.192	0,0.514,0.459,0	0.640666666666667	0.495666666666667	0.145	distal	7.42785575234179e-08	TRUE
IVNS1ABP	2.01225239590872e-09	chr1:185296388:-,chr1:185296909:-,chr1:185297532:-,chr1:185297765:-,chr1:185306578:-	37,20,0,153,15	18,5,19,77,0	0.148,0.08,0,0.612,0.06	0.122,0.034,0.129,0.524,0	0.361	0.343	0.018	distal	1.00129679220418e-07	FALSE
HMGCS1	3.09526972104308e-09	chr5:43289395:-,chr5:43290235:-,chr5:43290574:-,chr5:43294751:-	39,67,7,11	3,28,21,0	0.31,0.532,0.056,0.087	0.05,0.467,0.35,0	0.683333333333333	0.478	0.205333333333333	distal	1.48096751268369e-07	TRUE
CYP51A1	3.98130260516104e-09	chr7:92113661:-,chr7:92118576:-,chr7:92127543:-	23,14,16	0,1,34	0.333,0.203,0.232	0,0.029,0.971	0.4345	0.0145	0.42	distal	1.83434831141494e-07	TRUE
ZNF83	4.67367195591312e-09	chr19:52612377:-,chr19:52650253:-	1,13	29,0	0.038,0.5	0.592,0	0.038	0.592	-0.554	proximal	2.07644568326997e-07	TRUE
KDM5B	5.26146073299609e-09	chr1:202729892:-,chr1:202745858:-,chr1:202762767:-	17,0,3	0,16,12	0.548,0,0.097	0,0.5,0.375	0.548	0.25	0.298	distal	2.25698522477487e-07	TRUE
CELF2	5.53140024219188e-09	chr10:11329790:+,chr10:11331041:+,chr10:11332756:+	42,21,2	2,17,13	0.583,0.292,0.028	0.056,0.472,0.361	0.174	0.597	-0.423	proximal	2.2936873004289e-07	TRUE
EMC10	7.4277913708681e-09	chr19:50482968:+,chr19:50483135:+,chr19:50483351:+	4,19,19	15,1,0	0.083,0.396,0.396	0.6,0.04,0	0.594	0.02	0.574	distal	2.98070079527739e-07	TRUE
NSD3	8.33271305054105e-09	chr8:38331432:-,chr8:38338548:-,chr8:38347703:-	24,12,1	0,3,13	0.348,0.174,0.014	0,0.12,0.52	0.435	0.06	0.375	distal	3.23934219839783e-07	TRUE
QSER1	8.96029949377244e-09	chr11:32932489:+,chr11:32934868:+,chr11:32973511:+	26,13,0	2,4,14	0.65,0.325,0	0.095,0.19,0.667	0.1625	0.762	-0.5995	proximal	3.37776138492513e-07	TRUE
TMED4	1.12726647202221e-08	chr7:44577894:-,chr7:44578310:-,chr7:44579380:-	14,3,63	10,12,6	0.161,0.034,0.724	0.286,0.343,0.171	0.178	0.4575	-0.2795	proximal	4.12446909175183e-07	TRUE
SRPK2	1.35508107826248e-08	chr7:105117426:-,chr7:105142445:-,chr7:105143286:-	0,21,13	10,1,1	0,0.525,0.325	0.667,0.067,0.067	0.2625	0.7005	-0.438	proximal	4.73280308012417e-07	TRUE
RAB18	1.3696214701324e-08	chr10:27538513:+,chr10:27539626:+,chr10:27539828:+	22,0,23	0,14,27	0.386,0,0.404	0,0.292,0.562	0.404	0.708	-0.304	proximal	4.73280308012417e-07	TRUE
UBXN4	1.49606080019082e-08	chr2:135748886:+,chr2:135769811:+,chr2:135770658:+,chr2:135782799:+	0,13,25,29	11,13,3,4	0,0.157,0.301,0.349	0.355,0.419,0.097,0.129	0.602	0.333333333333333	0.268666666666667	distal	5.00937829815564e-07	TRUE
TUBB2B	1.53434172550581e-08	chr6:3224264:-,chr6:3224403:-,chr6:3224496:-	104,26,1137	91,39,536	0.082,0.02,0.893	0.137,0.059,0.805	0.092	0.1665	-0.0745	proximal	5.00937829815564e-07	FALSE
CISD2	1.57046425746037e-08	chr4:102888044:+,chr4:102888221:+,chr4:102888572:+	0,22,4	12,1,13	0,0.733,0.133	0.267,0.022,0.289	0.4995	0.3	0.1995	distal	5.00937829815564e-07	TRUE
SRRT	1.93951404422972e-08	chr7:100882651:+,chr7:100884837:+,chr7:100888661:+	27,34,26	1,47,55	0.31,0.391,0.299	0.01,0.456,0.534	0.4945	0.762	-0.2675	proximal	6.03188867755443e-07	TRUE
JAM3	2.05539646715213e-08	chr11:134149971:+,chr11:134151754:+	0,11	25,0	0,1	1,0	1	0	1	distal	6.1014633366086e-07	TRUE
ARFGAP3	2.05997958309937e-08	chr22:42796529:-,chr22:42796693:-	25,11	0,31	0.625,0.275	0,1	0.625	0	0.625	distal	6.1014633366086e-07	TRUE
PDIA6	2.59607249325656e-08	chr2:10783391:-,chr2:10783855:-,chr2:10784081:-,chr2:10788704:-,chr2:10790782:-,chr2:10791907:-	19,36,12,16,3,0	30,29,0,34,27,10	0.207,0.391,0.13,0.174,0.033,0	0.231,0.223,0,0.262,0.208,0.077	0.674	0.5558	0.1182	distal	7.43000448397364e-07	TRUE
RNF20	2.62797586249871e-08	chr9:101552562:+,chr9:101552714:+,chr9:101554757:+,chr9:101563344:+	16,17,6,10	1,0,18,1	0.327,0.347,0.122,0.204	0.045,0,0.818,0.045	0.401	0.590333333333333	-0.189333333333333	proximal	7.43000448397364e-07	TRUE
SFPQ	2.91381960520472e-08	chr1:35176380:-,chr1:35183600:-,chr1:35183944:-,chr1:35184129:-,chr1:35188011:-,chr1:35189013:-	27,18,0,31,57,40	4,26,16,31,33,18	0.148,0.099,0,0.17,0.313,0.22	0.031,0.203,0.125,0.242,0.258,0.141	0.3578	0.4168	-0.059	proximal	8.05509241972148e-07	FALSE
MYEF2	3.09584089937545e-08	chr15:48141797:-,chr15:48142016:-,chr15:48142197:-,chr15:48142421:-,chr15:48143045:-,chr15:48157127:-	13,14,26,11,13,0	0,6,24,0,7,17	0.141,0.152,0.283,0.12,0.141,0	0,0.086,0.343,0,0.1,0.243	0.5086	0.2946	0.214	distal	8.37223060613708e-07	TRUE
RPL15	3.18825565090467e-08	chr3:23919552:+,chr3:23919783:+,chr3:23920772:+,chr3:23920847:+	422,112,117,205	222,16,37,52	0.492,0.131,0.136,0.239	0.661,0.048,0.11,0.155	0.373333333333333	0.244333333333333	0.129	distal	8.43870219090514e-07	TRUE
TPR	3.58541319150587e-08	chr1:186350298:-,chr1:186355500:-,chr1:186359936:-,chr1:186360828:-	2,3,22,12	11,10,0,2	0.035,0.053,0.386,0.211	0.344,0.312,0,0.062	0.199	0.552	-0.353	proximal	9.2921958546527e-07	TRUE
ATRX	4.01127994897556e-08	chrX:77683855:-,chrX:77683973:-,chrX:77684359:-,chrX:77693854:-,chrX:77696615:-	0,14,18,28,12	10,17,1,9,0	0,0.121,0.155,0.241,0.103	0.141,0.239,0.014,0.127,0	0.2285	0.359	-0.1305	proximal	9.98172314952722e-07	TRUE
SGCB	4.01194660350773e-08	chr4:52022924:-,chr4:52023010:-,chr4:52023390:-,chr4:52023696:-	43,2,4,30	57,16,10,3	0.489,0.023,0.045,0.341	0.626,0.176,0.11,0.033	0.519333333333333	0.78	-0.260666666666667	proximal	9.98172314952722e-07	TRUE
CCND2	4.139138076305e-08	chr12:4276581:+,chr12:4300193:+,chr12:4300462:+,chr12:4300989:+,chr12:4301558:+,chr12:4302693:+,chr12:4305353:+	1,152,28,20,55,2,56	16,95,7,16,31,11,19	0.003,0.474,0.087,0.062,0.171,0.006,0.174	0.079,0.47,0.035,0.079,0.153,0.054,0.094	0.432	0.3705	0.0615	distal	1.00962505233792e-06	FALSE
CNR1	4.22883878760334e-08	chr6:88139864:-,chr6:88142772:-,chr6:88162286:-	15,20,0	1,4,13	0.3,0.4,0	0.028,0.111,0.361	0.5	0.0835	0.4165	distal	1.01166835611126e-06	TRUE
FBXL5	4.9267429086106e-08	chr4:15604469:-,chr4:15605006:-,chr4:15640854:-	0,22,12	10,1,2	0,0.489,0.267	0.4,0.04,0.08	0.2445	0.42	-0.1755	proximal	1.15639022232294e-06	TRUE
RBM34	5.32198955285856e-08	chr1:235131647:-,chr1:235131731:-,chr1:235131905:-,chr1:235154950:-	11,3,16,31	1,15,7,2	0.167,0.045,0.242,0.47	0.037,0.556,0.259,0.074	0.277666666666667	0.494	-0.216333333333333	proximal	1.22602870439927e-06	TRUE
NASP	6.40966880755141e-08	chr1:45606846:+,chr1:45607443:+,chr1:45608306:+,chr1:45613202:+,chr1:45614180:+,chr1:45615364:+,chr1:45618247:+,chr1:45618891:+	12,10,16,14,23,25,31,19	0,6,8,18,10,27,79,8	0.074,0.062,0.099,0.086,0.142,0.154,0.191,0.117	0,0.034,0.045,0.102,0.056,0.153,0.446,0.045	0.545857142857143	0.63	-0.0841428571428572	proximal	1.44975054483526e-06	FALSE
TMPO	6.62315072406474e-08	chr12:98527918:+,chr12:98535629:+,chr12:98545063:+,chr12:98547951:+,chr12:98550312:+,chr12:98550351:+	3,17,19,24,54,0	19,26,11,17,20,10	0.021,0.119,0.133,0.168,0.378,0	0.134,0.183,0.077,0.12,0.141,0.07	0.4802	0.3222	0.158	distal	1.47128562513152e-06	TRUE
ACTR3	7.64693955931029e-08	chr2:113957876:+,chr2:113958146:+,chr2:113958184:+,chr2:113958561:+	23,9,0,32	32,13,25,11	0.271,0.106,0,0.376	0.33,0.134,0.258,0.113	0.411333333333333	0.329666666666667	0.0816666666666667	distal	1.66891101961088e-06	FALSE
PNN	1.02543775291001e-07	chr14:39179354:+,chr14:39180577:+,chr14:39181417:+,chr14:39182111:+	13,28,16,0	3,5,1,10	0.173,0.373,0.213,0	0.075,0.125,0.025,0.25	0.266333333333333	0.308333333333333	-0.042	proximal	2.17447587846921e-06	FALSE
GOLM1	1.03130286840582e-07	chr9:86026141:-,chr9:86026915:-,chr9:86027699:-	42,15,0	38,0,17	0.646,0.231,0	0.594,0,0.266	0.7615	0.594	0.1675	distal	2.17447587846921e-06	TRUE
TAOK3	1.13727256569797e-07	chr12:118162014:-,chr12:118177204:-	0,16	16,0	0,0.64	0.64,0	0	0.64	-0.64	proximal	2.35794511954712e-06	TRUE
PCNT	1.16860600391138e-07	chr21:46349811:+,chr21:46357133:+,chr21:46402386:+,chr21:46412993:+	18,13,13,11	0,29,2,2	0.281,0.203,0.203,0.172	0,0.617,0.043,0.043	0.375	0.277333333333333	0.0976666666666667	distal	2.38318994896025e-06	FALSE
SUPT16H	1.19854870667145e-07	chr14:21351476:-,chr14:21352683:-,chr14:21362857:-,chr14:21363439:-,chr14:21370437:-	4,0,0,12,7	10,12,12,0,18	0.121,0,0,0.364,0.212	0.135,0.162,0.162,0,0.243	0.212	0.3375	-0.1255	proximal	2.404829985644e-06	TRUE
ITCH	1.41345466876051e-07	chr20:34471489:+,chr20:34481192:+,chr20:34509431:+	0,15,0	11,2,11	0,1,0	0.458,0.083,0.458	0.5	0.4995	5e-04	distal	2.79101207609219e-06	FALSE
NUP107	1.54342439255817e-07	chr12:68714370:+,chr12:68734827:+,chr12:68742665:+	11,21,2	0,9,21	0.244,0.467,0.044	0,0.281,0.656	0.2775	0.7965	-0.519	proximal	3.00003116303495e-06	TRUE
ZNF138	1.67109746046824e-07	chr7:64833335:+,chr7:64834313:+	33,0	4,11	0.892,0	0.125,0.344	0	0.344	-0.344	proximal	3.19822344741922e-06	TRUE
ARL6IP1	1.70211905497009e-07	chr16:18791667:-,chr16:18793259:-,chr16:18795529:-	34,68,16	79,138,0	0.26,0.519,0.122	0.356,0.622,0	0.5195	0.667	-0.1475	proximal	3.20823652179211e-06	TRUE
LAS1L	1.93178374927337e-07	chrX:65512582:-,chrX:65518150:-	25,0	1,10	0.806,0	0.091,0.909	0.806	0.091	0.715	distal	3.58677460312847e-06	TRUE
USP1	1.9824280449994e-07	chr1:62439959:+,chr1:62440011:+,chr1:62445095:+,chr1:62451733:+	13,0,3,27	16,16,11,6	0.224,0,0.052,0.466	0.208,0.208,0.143,0.078	0.500666666666667	0.242666666666667	0.258	distal	3.6131389721495e-06	TRUE
KRIT1	2.00407225947199e-07	chr7:92200743:-,chr7:92214611:-	18,0	0,13	0.72,0	0,0.812	0.72	0	0.72	distal	3.6131389721495e-06	TRUE
LMNB1	2.12749094364312e-07	chr5:126818978:+,chr5:126832738:+,chr5:126837014:+	48,6,105	129,13,85	0.274,0.034,0.6	0.556,0.056,0.366	0.617	0.394	0.223	distal	3.78085533413149e-06	TRUE
NDUFA5	2.31163390458004e-07	chr7:123541052:-,chr7:123541559:-,chr7:123541855:-	65,0,2	32,10,15	0.765,0,0.024	0.508,0.159,0.238	0.765	0.5875	0.1775	distal	4.0353395219442e-06	TRUE
RDH11	2.33556628279729e-07	chr14:67676792:-,chr14:67676860:-,chr14:67677556:-	18,19,5	0,0,10	0.391,0.413,0.109	0,0,1	0.5975	0	0.5975	distal	4.0353395219442e-06	TRUE
PHLDA1	2.5232241013609e-07	chr12:76027073:-,chr12:76028536:-,chr12:76029236:-,chr12:76029568:-,chr12:76029656:-	0,26,13,75,23	16,14,0,36,18	0,0.164,0.082,0.472,0.145	0.182,0.159,0,0.409,0.205	0.282	0.4035	-0.1215	proximal	4.29985038642872e-06	TRUE
PSMD5	2.71311019692271e-07	chr9:120816053:-,chr9:120816353:-,chr9:120817438:-	13,3,14	0,12,0	0.394,0.091,0.424	0,1,0	0.4395	0.5	-0.0605	proximal	4.56095822293493e-06	FALSE
HNRNPDL	2.78950746167747e-07	chr4:82423207:-,chr4:82424628:-,chr4:82427245:-	7,276,34	34,210,13	0.019,0.752,0.093	0.118,0.727,0.045	0.395	0.4815	-0.0865	proximal	4.62686304310236e-06	FALSE
NCAM1	2.96108400518593e-07	chr11:113275423:+,chr11:113275627:+,chr11:113275701:+	36,20,22	8,33,2	0.414,0.23,0.253	0.163,0.673,0.041	0.368	0.3775	-0.00950000000000001	proximal	4.8468269769096e-06	FALSE
RGS12	3.299765079526e-07	chr4:3419851:+,chr4:3428602:+	13,0	0,17	0.812,0	0,0.708	0	0.708	-0.708	proximal	5.33104903757187e-06	TRUE
UBA2	3.63116973792011e-07	chr19:34458923:+,chr19:34469891:+	1,51	17,17	0.016,0.823	0.425,0.425	0.823	0.425	0.398	distal	5.79125019740079e-06	TRUE
PDCL	3.82376107200079e-07	chr9:122819213:-,chr9:122819953:-	31,4	1,13	0.795,0.103	0.043,0.565	0.795	0.043	0.752	distal	5.89772896489999e-06	TRUE
CEP170	3.82936218643763e-07	chr1:243164980:-,chr1:243165893:-,chr1:243172730:-,chr1:243185790:-,chr1:243191027:-	22,16,22,22,16	3,21,3,0,2	0.162,0.118,0.162,0.162,0.118	0.097,0.677,0.097,0,0.065	0.372	0.65325	-0.28125	proximal	5.89772896489999e-06	TRUE
HSPH1	3.84016114274035e-07	chr13:31138412:-,chr13:31143809:-	0,77	11,21	0,0.875	0.262,0.5	0	0.262	-0.262	proximal	5.89772896489999e-06	TRUE
FDFT1	3.92908596984432e-07	chr8:11838667:+,chr8:11838962:+,chr8:11839298:+	38,162,60	43,47,46	0.146,0.623,0.231	0.316,0.346,0.338	0.5425	0.511	0.0315	distal	5.96071091034918e-06	FALSE
PPP2CA	4.19827570750106e-07	chr5:134196964:-,chr5:134197097:-,chr5:134197624:-	30,75,0	4,79,10	0.256,0.641,0	0.038,0.745,0.094	0.5765	0.4105	0.166	distal	6.29235539774857e-06	TRUE
HDAC2	4.54384538127125e-07	chr6:113940717:-,chr6:113941015:-,chr6:113943369:-,chr6:113958337:-	56,22,98,1	46,4,59,19	0.295,0.116,0.516,0.005	0.343,0.03,0.44,0.142	0.544333333333333	0.509666666666667	0.0346666666666666	distal	6.72921863607314e-06	FALSE
MAP2	5.11843831739949e-07	chr2:209580099:+,chr2:209692830:+,chr2:209725730:+,chr2:209729898:+,chr2:209730502:+,chr2:209734112:+	34,24,24,13,18,29	11,1,25,22,31,18	0.125,0.088,0.088,0.048,0.066,0.106	0.079,0.007,0.18,0.158,0.223,0.129	0.2404	0.4756	-0.2352	proximal	7.49098501981761e-06	TRUE
IGFBPL1	5.2337920536201e-07	chr9:38406528:-,chr9:38407239:-,chr9:38407304:-,chr9:38409102:-	87,23,4,21	21,12,16,5	0.554,0.146,0.025,0.134	0.375,0.214,0.286,0.089	0.659666666666667	0.613	0.0466666666666667	distal	7.57074106360862e-06	FALSE
PHIP	5.29965655547556e-07	chr6:78983035:-,chr6:78990885:-	0,64	16,27	0,0.8	0.246,0.415	0	0.246	-0.246	proximal	7.57789971840413e-06	TRUE
RAB4A	5.79625857740062e-07	chr1:229304392:+,chr1:229305504:+	62,1	22,16	0.861,0.014	0.564,0.41	0.014	0.41	-0.396	proximal	8.19380189805269e-06	TRUE
GPN1	6.07314499705167e-07	chr2:27650846:+,chr2:27651511:+	3,12	25,0	0.2,0.8	1,0	0.8	0	0.8	distal	8.48875547902502e-06	TRUE
TPM2	7.30854861566784e-07	chr9:35682008:-,chr9:35682926:-	13,20	35,1	0.394,0.606	0.972,0.028	0.394	0.972	-0.578	proximal	1.01020383087676e-05	TRUE
PGRMC2	7.47958048413766e-07	chr4:128269250:-,chr4:128269298:-,chr4:128270140:-	7,0,41	14,13,14	0.121,0,0.707	0.233,0.217,0.233	0.121	0.3415	-0.2205	proximal	1.02248331013926e-05	TRUE
CCNL2	7.63878634519833e-07	chr1:1386502:-,chr1:1386705:-,chr1:1387335:-	14,28,26	1,2,34	0.203,0.406,0.377	0.027,0.054,0.919	0.406	0.054	0.352	distal	1.03289676232899e-05	TRUE
MATR3	7.86233109880048e-07	chr5:139319032:+,chr5:139322957:+,chr5:139325489:+,chr5:139330395:+	219,71,95,35	100,17,93,30	0.45,0.146,0.195,0.072	0.375,0.064,0.348,0.112	0.250666666666667	0.365333333333333	-0.114666666666667	proximal	1.05169246095783e-05	TRUE
REV1	9.03362553870657e-07	chr2:99412773:-,chr2:99460917:-	15,0	0,13	0.75,0	0,0.619	0.75	0	0.75	distal	1.1955138478884e-05	TRUE
TMEM161B-AS1	9.38244157286639e-07	chr5:88284220:+,chr5:88436672:+	0,63	15,26	0,0.759	0.254,0.441	0.759	0.441	0.318	distal	1.22860603333114e-05	TRUE
BAZ1A	9.82648286170614e-07	chr14:34752734:-,chr14:34785776:-,chr14:34795740:-,chr14:34800251:-,chr14:34800309:-,chr14:34801133:-,chr14:34807452:-	12,7,2,10,11,11,11	0,11,13,10,3,19,0	0.122,0.071,0.02,0.102,0.112,0.112,0.112	0,0.159,0.188,0.145,0.043,0.275,0	0.3015	0.3905	-0.089	proximal	1.27334840416275e-05	FALSE
PSMD2	1.03389783353242e-06	chr3:184306461:+,chr3:184309050:+	6,61	18,14	0.09,0.91	0.562,0.438	0.91	0.438	0.472	distal	1.32594732465395e-05	TRUE
ZC4H2	1.06292307905582e-06	chrX:64916485:-,chrX:64917778:-	23,2	2,15	0.821,0.071	0.111,0.833	0.821	0.111	0.71	distal	1.34926154116881e-05	TRUE
CFAP298	1.17170593594226e-06	chr21:32601667:-,chr21:32609867:-	33,2	3,11	0.767,0.047	0.15,0.55	0.767	0.15	0.617	distal	1.47232543869916e-05	TRUE
SRRM4	1.19020786367856e-06	chr12:119116983:+,chr12:119157074:+	13,44	22,5	0.171,0.579	0.733,0.167	0.579	0.167	0.412	distal	1.48061858241612e-05	TRUE
CNOT3	1.22760617366149e-06	chr19:54143494:+,chr19:54155681:+	16,5	0,22	0.762,0.238	0,1	0.238	1	-0.762	proximal	1.51202186142069e-05	TRUE
NUP50	1.26264159611279e-06	chr22:45184830:+,chr22:45185493:+,chr22:45188011:+	0,14,0	12,4,11	0,0.778,0	0.267,0.089,0.244	0.389	0.2885	0.1005	distal	1.5399275936905e-05	TRUE
C5orf24	1.33190258328343e-06	chr5:134855142:+,chr5:134856491:+,chr5:134856684:+,chr5:134859735:+	43,24,7,14	9,3,14,0	0.489,0.273,0.08,0.159	0.346,0.115,0.538,0	0.303333333333333	0.397	-0.0936666666666667	proximal	1.60862797437339e-05	FALSE
TERF2IP	1.45433336670738e-06	chr16:75654357:+,chr16:75656326:+,chr16:75656801:+,chr16:75657432:+	14,44,27,73	28,69,7,42	0.085,0.267,0.164,0.442	0.185,0.457,0.046,0.278	0.640333333333333	0.461	0.179333333333333	distal	1.73801575230644e-05	TRUE
RTN4	1.48454160160595e-06	chr2:54972189:-,chr2:54972291:-,chr2:54981278:-,chr2:55026600:-,chr2:55027115:-	49,31,12,51,30	43,0,5,9,14	0.251,0.159,0.062,0.262,0.154	0.573,0,0.067,0.12,0.187	0.46675	0.6365	-0.16975	proximal	1.73801575230644e-05	TRUE
LSM5	1.49121855121795e-06	chr7:32486805:-,chr7:32487035:-	5,57	24,23	0.069,0.792	0.393,0.377	0.069	0.393	-0.324	proximal	1.73801575230644e-05	TRUE
