gene_name	p_value	pas_list	count1_list	count2_list	group1_PAU	group2_PAU	gDPAU1	gDPAU2	dgDPAU	Note	adj_pvalue	sig
CPNE1	6.89757905311203e-11	chr20:35626044:-,chr20:35631309:-,chr20:35653785:-	58,20,2	20,20,34	0.644,0.222,0.022	0.27,0.27,0.459	0.755	0.405	0.35	distal	1.09190611625657e-08	TRUE
PDIA6	7.07880788496964e-11	chr2:10783391:-,chr2:10783855:-,chr2:10784008:-,chr2:10784081:-,chr2:10788704:-,chr2:10790782:-	37,5,15,0,32,14	25,30,1,16,80,20	0.316,0.043,0.128,0,0.274,0.12	0.145,0.174,0.006,0.093,0.465,0.116	0.482	0.418	0.0640000000000001	distal	1.09190611625657e-08	FALSE
NEUROD6	8.0369042465578e-11	chr7:31337465:-,chr7:31337860:-,chr7:31337925:-,chr7:31338080:-,chr7:31338259:-,chr7:31339095:-	123,60,138,90,59,78	311,52,270,135,241,139	0.212,0.104,0.238,0.155,0.102,0.135	0.246,0.041,0.214,0.107,0.191,0.11	0.5204	0.4882	0.0322	distal	1.14433152002911e-08	FALSE
CYP51A1	9.20378987749241e-11	chr7:92113276:-,chr7:92113587:-,chr7:92113661:-,chr7:92118576:-,chr7:92127543:-,chr7:92128965:-	48,2,11,11,52,2	18,18,39,42,73,11	0.372,0.016,0.085,0.085,0.403,0.016	0.088,0.088,0.19,0.205,0.356,0.054	0.5504	0.4256	0.1248	distal	1.21687250451703e-08	TRUE
CARHSP1	1.79877170448798e-10	chr16:8852947:-,chr16:8854913:-	110,57	48,112	0.647,0.335	0.298,0.696	0.647	0.298	0.349	distal	2.21968428333816e-08	TRUE
OS9	3.55119512771514e-10	chr12:57719089:+,chr12:57719138:+,chr12:57721557:+	4,9,103	37,26,64	0.034,0.078,0.888	0.287,0.202,0.496	0.927	0.597	0.33	distal	4.10828886337545e-08	TRUE
HNRNPU	6.35002845928424e-10	chr1:244853658:-,chr1:244854133:-,chr1:244855993:-,chr1:244856592:-,chr1:244856840:-,chr1:244858777:-,chr1:244862694:-	5,19,164,27,21,50,52	29,6,145,11,0,68,52	0.013,0.051,0.439,0.072,0.056,0.134,0.139	0.084,0.017,0.418,0.032,0,0.196,0.15	0.425166666666667	0.4255	-0.000333333333333297	proximal	6.91406039890301e-08	FALSE
PPFIA2	7.63303170630962e-10	chr12:81339199:-,chr12:81347724:-,chr12:81353110:-,chr12:81368726:-,chr12:81375797:-,chr12:81384064:-,chr12:81405861:-,chr12:81457811:-	5,3,27,13,3,10,5,6	10,10,3,14,25,27,18,26	0.057,0.034,0.31,0.149,0.034,0.115,0.057,0.069	0.06,0.06,0.018,0.084,0.15,0.162,0.108,0.156	0.448285714285714	0.298285714285714	0.15	distal	7.84930093798839e-08	TRUE
HSPA5	8.34509688890731e-10	chr9:125236247:-,chr9:125236755:-,chr9:125236815:-,chr9:125236992:-,chr9:125240207:-	30,5,3,2,9	25,56,29,32,27	0.612,0.102,0.061,0.041,0.184	0.148,0.331,0.172,0.189,0.16	0.72925	0.5295	0.19975	distal	8.12988123229865e-08	TRUE
TRIM13	1.60363330623348e-09	chr13:50013166:+,chr13:50013325:+,chr13:50013428:+	43,0,1	9,10,12	0.896,0,0.021	0.225,0.25,0.3	0.021	0.425	-0.404	proximal	1.48416262491908e-07	TRUE
PARP1	2.34531107677196e-09	chr1:226360691:-,chr1:226361200:-,chr1:226379623:-,chr1:226388689:-,chr1:226390419:-	24,12,32,68,4	2,0,15,101,11	0.16,0.08,0.213,0.453,0.027	0.014,0,0.107,0.721,0.079	0.43975	0.24775	0.192	distal	2.06722419195471e-07	TRUE
VTA1	2.8990888950212e-09	chr6:142219074:+,chr6:142219603:+,chr6:142220777:+	34,18,31	0,36,34	0.33,0.175,0.301	0,0.367,0.347	0.3885	0.5305	-0.142	proximal	2.43918797485647e-07	TRUE
EIF3A	3.89783861421481e-09	chr10:119035048:-,chr10:119038324:-,chr10:119056752:-,chr10:119056940:-,chr10:119058030:-,chr10:119059212:-	36,2,3,13,27,8	7,21,13,28,40,17	0.346,0.019,0.029,0.125,0.26,0.077	0.046,0.138,0.086,0.184,0.263,0.112	0.4806	0.3342	0.1464	distal	3.13691272822244e-07	TRUE
PPP4R3B	6.33829759047427e-09	chr2:55564416:-,chr2:55564928:-,chr2:55613997:-	14,3,42	20,13,3	0.187,0.04,0.56	0.357,0.232,0.054	0.207	0.473	-0.266	proximal	4.79761406911669e-07	TRUE
COPS6	6.4797596827616e-09	chr7:100090198:+,chr7:100091905:+,chr7:100092185:+	0,33,29	13,129,17	0,0.508,0.446	0.08,0.791,0.104	0.7	0.4995	0.2005	distal	4.79761406911669e-07	TRUE
ASPH	8.33821800027688e-09	chr8:61624548:-,chr8:61675259:-	15,0	2,28	0.536,0	0.059,0.824	0.536	0.059	0.477	distal	5.76550031559849e-07	TRUE
UBR5	8.4099680454435e-09	chr8:102253360:-,chr8:102305100:-,chr8:102311326:-,chr8:102326601:-,chr8:102342546:-	17,35,19,34,10	0,4,2,39,0	0.137,0.282,0.153,0.274,0.081	0,0.067,0.033,0.65,0	0.4935	0.22925	0.26425	distal	5.76550031559849e-07	TRUE
CCT4	1.07497115823485e-08	chr2:61868446:-,chr2:61868503:-,chr2:61887951:-	66,29,19	215,70,4	0.52,0.228,0.15	0.698,0.227,0.013	0.634	0.8115	-0.1775	proximal	7.10632719247397e-07	TRUE
RASSF2	1.73809081163195e-08	chr20:4780027:-,chr20:4783395:-,chr20:4783644:-,chr20:4783687:-,chr20:4820557:-	26,13,57,13,10	11,1,109,13,0	0.211,0.106,0.463,0.106,0.081	0.073,0.007,0.727,0.087,0	0.5485	0.4635	0.085	distal	1.08139023392166e-06	FALSE
PHIP	1.75265840181793e-08	chr6:78945395:-,chr6:78946763:-,chr6:78982887:-,chr6:78990885:-,chr6:79015746:-	13,14,19,44,1	0,6,9,89,12	0.12,0.13,0.176,0.407,0.009	0,0.05,0.074,0.736,0.099	0.40725	0.2585	0.14875	distal	1.08139023392166e-06	TRUE
NREP	1.86995259862786e-08	chr5:111729303:-,chr5:111729731:-,chr5:111730035:-	476,35,222	526,71,441	0.591,0.043,0.275	0.465,0.063,0.39	0.6125	0.4965	0.116	distal	1.11654266453554e-06	TRUE
CACYBP	1.94510115746765e-08	chr1:175008704:+,chr1:175009984:+,chr1:175010264:+,chr1:175010368:+,chr1:175010801:+	2,5,11,24,29	23,28,16,11,15	0.025,0.062,0.138,0.3,0.362	0.211,0.257,0.147,0.101,0.138	0.6715	0.3515	0.32	distal	1.12511945077269e-06	TRUE
SLA	2.75330073910587e-08	chr8:133036728:-,chr8:133037562:-,chr8:133038598:-,chr8:133060160:-	143,134,112,30	64,111,79,65	0.34,0.319,0.267,0.071	0.193,0.334,0.238,0.196	0.641666666666667	0.495	0.146666666666667	distal	1.5443514145712e-06	TRUE
TRAPPC11	3.1025932176829e-08	chr4:183691374:+,chr4:183691445:+,chr4:183713589:+	1,0,11	20,11,1	0.038,0,0.423	0.465,0.256,0.023	0.423	0.151	0.272	distal	1.66595173832752e-06	TRUE
PRKACB	3.15009783044101e-08	chr1:84205297:+,chr1:84236239:+,chr1:84237163:+,chr1:84237239:+	0,6,29,14	12,28,21,1	0,0.086,0.414,0.2	0.126,0.295,0.221,0.011	0.504666666666667	0.256666666666667	0.248	distal	1.66595173832752e-06	TRUE
ZNF397	3.31527136648349e-08	chr18:35244100:+,chr18:35249808:+	0,24	11,0	0,0.828	0.367,0	0.828	0	0.828	distal	1.70460202760026e-06	TRUE
IL17RD	4.93023042464286e-08	chr3:57094419:-,chr3:57096081:-,chr3:57096388:-	12,2,17	0,16,2	0.293,0.049,0.415	0,0.667,0.083	0.3175	0.3335	-0.016	proximal	2.46644770703079e-06	FALSE
STX7	5.19726613875466e-08	chr6:132457915:-,chr6:132459513:-,chr6:132459738:-	23,8,25	38,28,2	0.348,0.121,0.379	0.5,0.368,0.026	0.4085	0.684	-0.2755	proximal	2.5316156902197e-06	TRUE
KLC1	6.24021616753182e-08	chr14:103675587:+,chr14:103686225:+,chr14:103701544:+	113,148,30	242,184,10	0.372,0.487,0.099	0.513,0.39,0.021	0.3425	0.216	0.1265	distal	2.96170259643626e-06	TRUE
ACTR3	6.77866561466133e-08	chr2:113942221:+,chr2:113957688:+,chr2:113957876:+,chr2:113958184:+,chr2:113958257:+,chr2:113958561:+	6,25,71,4,8,14	14,29,80,54,18,59	0.044,0.185,0.526,0.03,0.059,0.104	0.05,0.103,0.284,0.191,0.064,0.209	0.4166	0.509	-0.0924	proximal	3.13682751318453e-06	FALSE
USP34	7.85325887359956e-08	chr2:61188916:-,chr2:61222470:-,chr2:61350261:-	3,14,12	21,0,3	0.073,0.341,0.293	0.677,0,0.097	0.2435	0.677	-0.4335	proximal	3.54545906708117e-06	TRUE
KHDRBS1	8.084476458421e-08	chr1:32040031:+,chr1:32042972:+,chr1:32043301:+,chr1:32043699:+,chr1:32043877:+,chr1:32060850:+	14,26,87,1,49,5	0,50,96,20,50,19	0.073,0.135,0.453,0.005,0.255,0.026	0,0.192,0.369,0.077,0.192,0.073	0.4412	0.4588	-0.0176	proximal	3.56294426774697e-06	FALSE
PRPF39	8.88235253064595e-08	chr14:45109687:+,chr14:45112379:+	24,0	6,21	0.632,0	0.113,0.396	0	0.396	-0.396	proximal	3.8235429149362e-06	TRUE
CLIP1	9.33830945020282e-08	chr12:122328260:-,chr12:122340982:-,chr12:122341223:-	17,13,8	3,14,46	0.298,0.228,0.14	0.031,0.146,0.479	0.412	0.104	0.308	distal	3.92845699825578e-06	TRUE
CNOT2	9.98993143932532e-08	chr12:70338522:+,chr12:70354257:+,chr12:70354993:+	5,26,6	28,5,13	0.088,0.456,0.105	0.424,0.076,0.197	0.333	0.235	0.098	distal	4.05440106831062e-06	FALSE
IFRD1	1.00757671065526e-07	chr7:112476192:+,chr7:112477187:+	63,1	17,15	0.75,0.012	0.362,0.319	0.012	0.319	-0.307	proximal	4.05440106831062e-06	TRUE
DTNB	1.11106317070279e-07	chr2:25377250:-,chr2:25386621:-,chr2:25576217:-	19,0,13	52,10,0	0.594,0,0.406	0.732,0.141,0	0.594	0.8025	-0.2085	proximal	4.37569772121459e-06	TRUE
ACTR2	1.13933425338231e-07	chr2:65255616:+,chr2:65270138:+,chr2:65270269:+,chr2:65270654:+,chr2:65271253:+	8,17,1,3,31	10,34,23,17,12	0.104,0.221,0.013,0.039,0.403	0.079,0.27,0.183,0.135,0.095	0.494	0.35525	0.13875	distal	4.39355771460555e-06	TRUE
TMEM150C	1.31691601795049e-07	chr4:82484570:-,chr4:82484622:-	13,14	62,2	0.382,0.412	0.705,0.023	0.382	0.705	-0.323	proximal	4.97471744740072e-06	TRUE
NOL11	1.38932056064614e-07	chr17:67738278:+,chr17:67744151:+,chr17:67744203:+	27,4,12	0,10,22	0.628,0.093,0.279	0,0.244,0.537	0.3255	0.659	-0.3335	proximal	5.14326471551203e-06	TRUE
SRP72	1.47238689452255e-07	chr4:56478498:+,chr4:56495389:+,chr4:56501840:+,chr4:56502393:+	6,69,5,7	25,55,41,12	0.06,0.69,0.05,0.07	0.17,0.374,0.279,0.082	0.333333333333333	0.392666666666667	-0.0593333333333333	proximal	5.34389831717891e-06	FALSE
HSP90B1	1.62217662249401e-07	chr12:103932320:+,chr12:103932415:+,chr12:103942764:+,chr12:103947422:+,chr12:103947926:+	1,24,0,5,23	10,15,12,14,5	0.014,0.343,0,0.071,0.329	0.122,0.183,0.146,0.171,0.061	0.468	0.308	0.16	distal	5.77432486199309e-06	TRUE
ACTR5	1.68437725338642e-07	chr20:38771652:+,chr20:38772191:+	0,23	19,5	0,1	0.76,0.2	1	0.2	0.8	distal	5.85277720356925e-06	TRUE
DNM1L	1.7074552619813e-07	chr12:32702262:+,chr12:32708204:+,chr12:32733797:+,chr12:32740174:+,chr12:32743632:+,chr12:32744563:+,chr12:32744730:+,chr12:32745304:+	18,9,18,13,16,15,10,0	0,14,7,18,2,14,6,11	0.158,0.079,0.158,0.114,0.14,0.132,0.088,0	0,0.136,0.068,0.175,0.019,0.136,0.058,0.107	0.355	0.378571428571429	-0.0235714285714285	proximal	5.85277720356925e-06	FALSE
PA2G4	1.77543260952347e-07	chr12:56112872:+,chr12:56113152:+,chr12:56113907:+	0,10,29	17,27,11	0,0.244,0.707	0.293,0.466,0.19	0.829	0.423	0.406	distal	5.97513774586899e-06	TRUE
MYT1L	2.06202415099218e-07	chr2:1801758:-,chr2:1840789:-,chr2:1923223:-,chr2:1943300:-,chr2:2054028:-,chr2:2302941:-	13,32,9,85,11,19	6,79,17,124,2,4	0.073,0.179,0.05,0.475,0.061,0.106	0.02,0.267,0.057,0.419,0.007,0.014	0.4484	0.4368	0.0116	distal	6.81572625622594e-06	FALSE
INSIG1	2.29394221765553e-07	chr7:155301831:+,chr7:155303734:+,chr7:155308762:+,chr7:155310235:+	12,14,50,32	0,2,89,22	0.102,0.119,0.424,0.271	0,0.016,0.724,0.179	0.593333333333333	0.667	-0.0736666666666665	proximal	7.449275517334e-06	FALSE
GIGYF2	2.53877336696797e-07	chr2:232791139:+,chr2:232817024:+,chr2:232819928:+,chr2:232844559:+,chr2:232845768:+	14,1,19,18,7	32,16,11,6,30	0.189,0.014,0.257,0.243,0.095	0.271,0.136,0.093,0.051,0.254	0.40925	0.37275	0.0365	distal	8.10218879699606e-06	FALSE
PKIA	2.69049371190523e-07	chr8:78601920:+,chr8:78602248:+,chr8:78602376:+,chr8:78602760:+,chr8:78603214:+	18,1,48,3,5	75,80,88,17,13	0.209,0.012,0.558,0.035,0.058	0.259,0.276,0.303,0.059,0.045	0.36625	0.30975	0.0565000000000001	distal	8.44085400124843e-06	FALSE
PTPRN2	3.03115392678e-07	chr7:157539056:-,chr7:158434709:-	24,0	2,12	0.828,0	0.05,0.3	0.828	0.05	0.778	distal	9.35110986411631e-06	TRUE
JMJD1C	3.1090727242201e-07	chr10:63167225:-,chr10:63191079:-,chr10:63214938:-,chr10:63215113:-	0,3,64,24	17,16,37,24	0,0.024,0.512,0.192	0.132,0.124,0.287,0.186	0.186666666666667	0.310333333333333	-0.123666666666667	proximal	9.43425182382199e-06	TRUE
POLR2C	3.72888312359949e-07	chr16:57471679:+,chr16:57472005:+	3,43	17,9	0.065,0.935	0.607,0.321	0.935	0.321	0.614	distal	1.10754740752245e-05	TRUE
ERCC6L2	3.76961030112991e-07	chr9:95908510:+,chr9:95972330:+,chr9:95972405:+	0,12,19	10,0,4	0,0.316,0.5	0.278,0,0.111	0.658	0.111	0.547	distal	1.10754740752245e-05	TRUE
CTNNA1	4.03536888815034e-07	chr5:138934327:+,chr5:138934712:+,chr5:138935032:+	9,32,41	32,10,20	0.11,0.39,0.5	0.485,0.152,0.303	0.695	0.379	0.316	distal	1.16710434561973e-05	TRUE
FKBP3	4.27494153811272e-07	chr14:45115599:-,chr14:45115902:-,chr14:45116046:-,chr14:45121586:-,chr14:45129836:-	18,35,10,8,1	2,93,22,18,12	0.243,0.473,0.135,0.108,0.014	0.013,0.596,0.141,0.115,0.077	0.69225	0.55925	0.133	distal	1.21737181339179e-05	TRUE
LMNB1	4.74710813641643e-07	chr5:126818978:+,chr5:126832738:+,chr5:126837014:+	29,6,84	38,18,29	0.23,0.048,0.667	0.404,0.191,0.309	0.691	0.4045	0.2865	distal	1.33134805462225e-05	TRUE
MRPL37	5.28980516770041e-07	chr1:54218378:+,chr1:54218952:+	13,16	39,0	0.371,0.457	0.83,0	0.457	0	0.457	distal	1.45329826400442e-05	TRUE
QDPR	5.33896715031338e-07	chr4:17486398:-,chr4:17486525:-,chr4:17486666:-	12,17,33	12,36,4	0.194,0.274,0.532	0.214,0.643,0.071	0.331	0.5355	-0.2045	proximal	1.45329826400442e-05	TRUE
RSU1	5.55459079458217e-07	chr10:16592913:-,chr10:16592963:-	6,20	21,0	0.182,0.606	0.6,0	0.182	0.6	-0.418	proximal	1.49007935663356e-05	TRUE
FDFT1	5.74901353632443e-07	chr8:11838667:+,chr8:11838962:+,chr8:11839298:+	103,129,50	85,252,113	0.361,0.453,0.175	0.188,0.556,0.249	0.4015	0.527	-0.1255	proximal	1.52020343653379e-05	TRUE
PAPOLA	6.04224379133847e-07	chr14:96532696:+,chr14:96544202:+,chr14:96547917:+,chr14:96556333:+,chr14:96556405:+,chr14:96567111:+	14,14,54,12,1,14	13,4,38,6,21,1	0.109,0.109,0.422,0.094,0.008,0.109	0.113,0.035,0.33,0.052,0.183,0.009	0.3624	0.3256	0.0368	distal	1.57523848700951e-05	FALSE
ATCAY	6.7802515547359e-07	chr19:3925857:+,chr19:3926156:+,chr19:3926326:+,chr19:3928082:+	12,24,12,13	30,2,24,8	0.179,0.358,0.179,0.194	0.462,0.031,0.369,0.123	0.432666666666667	0.379333333333333	0.0533333333333334	distal	1.74308967053002e-05	FALSE
SEPTIN2	7.88323241278576e-07	chr2:241336944:+,chr2:241337788:+,chr2:241351994:+,chr2:241353736:+,chr2:241354027:+	4,5,0,3,44	12,15,10,17,22	0.049,0.061,0,0.037,0.537	0.141,0.176,0.118,0.2,0.259	0.58	0.512	0.0680000000000001	distal	1.99888536932417e-05	FALSE
KMT2E	8.26413426639479e-07	chr7:105073662:+,chr7:105077344:+,chr7:105090156:+,chr7:105090236:+,chr7:105107924:+	15,0,20,16,2	11,15,29,3,15	0.183,0,0.244,0.195,0.024	0.106,0.144,0.279,0.029,0.144	0.29225	0.34125	-0.049	proximal	2.06715034149956e-05	FALSE
RNF145	8.57084358109667e-07	chr5:159157409:-,chr5:159158131:-,chr5:159158356:-	20,2,14	73,13,3	0.4,0.04,0.28	0.745,0.133,0.031	0.42	0.8115	-0.3915	proximal	2.11528419581466e-05	TRUE
CALM1	8.85994469773585e-07	chr14:90403939:+,chr14:90405107:+,chr14:90405213:+,chr14:90405610:+,chr14:90408268:+	25,25,32,139,30	70,61,115,165,36	0.098,0.098,0.125,0.545,0.118	0.14,0.122,0.23,0.329,0.072	0.61375	0.46425	0.1495	distal	2.15786284677751e-05	TRUE
NEDD4L	9.52308122233914e-07	chr18:58045470:+,chr18:58245507:+,chr18:58323309:+,chr18:58341097:+,chr18:58383306:+,chr18:58396578:+	13,16,13,14,50,20	0,23,4,21,31,0	0.081,0.099,0.081,0.087,0.311,0.124	0,0.232,0.04,0.212,0.313,0	0.4772	0.44	0.0372	distal	2.2623785166548e-05	FALSE
CIR1	9.53352373306724e-07	chr2:174348157:-,chr2:174348729:-,chr2:174348960:-	13,0,13	3,12,1	0.271,0,0.271	0.086,0.343,0.029	0.271	0.2575	0.0135	distal	2.2623785166548e-05	FALSE
EHBP1	1.06117416569262e-06	chr2:62827381:+,chr2:62874473:+	10,0	0,18	0.357,0	0,0.333	0	0.333	-0.333	proximal	2.45939234070827e-05	TRUE
H3-3B	1.06294644655139e-06	chr17:75776434:-,chr17:75777459:-,chr17:75778023:-,chr17:75778250:-	92,352,170,112	25,231,49,66	0.125,0.478,0.231,0.152	0.066,0.613,0.13,0.175	0.520666666666667	0.518	0.00266666666666671	distal	2.45939234070827e-05	FALSE
TAOK1	1.55731803693751e-06	chr17:29498521:+,chr17:29510957:+,chr17:29517491:+	5,11,10	17,1,46	0.172,0.379,0.345	0.185,0.011,0.5	0.5345	0.5055	0.029	distal	3.55876010663127e-05	FALSE
BLZF1	1.60590939703282e-06	chr1:169387399:+,chr1:169387457:+	11,0	0,16	0.786,0	0,0.571	0	0.571	-0.571	proximal	3.6250466998875e-05	TRUE
PTBP2	1.68247482478458e-06	chr1:96813408:+,chr1:96814793:+,chr1:96814881:+	2,33,0	12,31,29	0.037,0.611,0	0.126,0.326,0.305	0.3055	0.468	-0.1625	proximal	3.75212156707982e-05	TRUE
NCOA4	1.81221162405626e-06	chr10:46005088:-,chr10:46006408:-,chr10:46010526:-	35,4,6	13,11,27	0.778,0.089,0.133	0.255,0.216,0.529	0.8225	0.363	0.4595	distal	3.9933377572954e-05	TRUE
CDK11A	1.84544788573229e-06	chr1:1705645:-,chr1:1708200:-,chr1:1716392:-	3,10,20	18,15,2	0.056,0.185,0.37	0.391,0.326,0.043	0.1485	0.554	-0.4055	proximal	4.01873416057703e-05	TRUE
CCNL2	2.0958612150806e-06	chr1:1386502:-,chr1:1386705:-,chr1:1387335:-	8,20,10	16,1,25	0.2,0.5,0.25	0.267,0.017,0.417	0.45	0.2755	0.1745	distal	4.51097570827232e-05	TRUE
HMGN1	2.16013504160554e-06	chr21:39342317:-,chr21:39345242:-	242,44	145,74	0.807,0.147	0.614,0.314	0.807	0.614	0.193	distal	4.59587351955387e-05	TRUE
C12orf43	2.21456621153662e-06	chr12:121003015:-,chr12:121004223:-,chr12:121004371:-	0,23,1	13,13,16	0,0.561,0.024	0.241,0.241,0.296	0.2805	0.3615	-0.081	proximal	4.65813870176623e-05	FALSE
POLE4	2.34499111726889e-06	chr2:74960641:+,chr2:74969732:+	10,17	0,62	0.37,0.63	0,1	0.63	1	-0.37	proximal	4.87705455962328e-05	TRUE
APP	2.74917939749651e-06	chr21:25880550:-,chr21:25880809:-,chr21:25880980:-	77,377,6	50,350,34	0.166,0.812,0.013	0.114,0.799,0.078	0.572	0.5135	0.0585	distal	5.65414562751782e-05	FALSE
ZMYND8	2.87684135633992e-06	chr20:47210435:-,chr20:47210687:-,chr20:47310089:-	17,4,3	2,17,13	0.607,0.143,0.107	0.038,0.321,0.245	0.6785	0.1985	0.48	distal	5.85168500064306e-05	TRUE
GPS2	3.12117339155227e-06	chr17:7312675:-,chr17:7314311:-,chr17:7314531:-	28,16,16	72,11,3	0.467,0.267,0.267	0.828,0.126,0.034	0.6005	0.891	-0.2905	proximal	6.27966516061223e-05	TRUE
LIG1	3.30511526433005e-06	chr19:48115445:-,chr19:48151293:-	19,1	1,12	0.864,0.045	0.077,0.923	0.864	0.077	0.787	distal	6.5661334068286e-05	TRUE
GTF2I	3.33450318877303e-06	chr7:74698999:+,chr7:74716932:+,chr7:74735492:+,chr7:74749451:+,chr7:74760692:+	7,13,10,19,32	16,2,22,9,8	0.056,0.104,0.08,0.152,0.256	0.213,0.027,0.293,0.12,0.107	0.436	0.35025	0.08575	distal	6.5661334068286e-05	FALSE
PGD	3.88735785376456e-06	chr1:10420144:+,chr1:10420249:+,chr1:10420511:+	95,4,39	168,29,24	0.669,0.028,0.275	0.757,0.131,0.108	0.289	0.1735	0.1155	distal	7.55030745992503e-05	TRUE
CMAS	3.91588069234362e-06	chr12:22061441:+,chr12:22065668:+	0,46	21,31	0,0.958	0.396,0.585	0.958	0.585	0.373	distal	7.55030745992503e-05	TRUE
SUMO1	3.97065027615227e-06	chr2:202206182:-,chr2:202206486:-,chr2:202206592:-,chr2:202206776:-	23,51,27,32	19,118,11,30	0.165,0.367,0.194,0.23	0.099,0.618,0.058,0.157	0.474333333333333	0.530333333333333	-0.056	proximal	7.57698315583283e-05	FALSE
MRPL57	4.1513637798673e-06	chr13:21177356:+,chr13:21177512:+,chr13:21177603:+,chr13:21177991:+	24,4,16,3	23,15,0,12	0.48,0.08,0.32,0.06	0.377,0.246,0,0.197	0.3	0.279	0.021	distal	7.8409942413616e-05	FALSE
SPCS2	4.53409218732938e-06	chr11:74977039:+,chr11:74977116:+,chr11:74977636:+,chr11:74977720:+	37,23,3,47	76,37,10,20	0.336,0.209,0.027,0.427	0.531,0.259,0.07,0.14	0.514666666666667	0.273	0.241666666666667	distal	8.41387354248116e-05	TRUE
BZW2	4.54558268097307e-06	chr7:16704662:+,chr7:16706517:+	15,61	84,77	0.181,0.735	0.48,0.44	0.735	0.44	0.295	distal	8.41387354248116e-05	TRUE
SEC11A	4.67706208438879e-06	chr15:84669544:-,chr15:84669729:-	32,6	16,33	0.821,0.154	0.327,0.673	0.821	0.327	0.494	distal	8.57152665168678e-05	TRUE
KMT5B	4.91939281605303e-06	chr11:68158987:-,chr11:68165717:-,chr11:68166295:-,chr11:68173809:-,chr11:68175044:-,chr11:68188021:-	5,11,12,16,4,14	20,0,13,22,10,2	0.054,0.12,0.13,0.174,0.043,0.152	0.198,0,0.129,0.218,0.099,0.02	0.3062	0.3824	-0.0762	proximal	8.92725108089623e-05	FALSE
UBFD1	5.13023268038108e-06	chr16:23559524:+,chr16:23570860:+,chr16:23574389:+	1,11,19	11,3,2	0.032,0.355,0.613	0.478,0.13,0.087	0.7905	0.152	0.6385	distal	9.17004236148723e-05	TRUE
