gene_name	p_value	pas_list	count1_list	count2_list	group1_PAU	group2_PAU	gDPAU1	gDPAU2	dgDPAU	Note	adj_pvalue	sig
ABHD3	1.37339230147867e-10	chr18:21650901:-,chr18:21666005:-	0,20	28,1	0,1	0.875,0.031	0	0.875	-0.875	proximal	9.03941842064144e-09	TRUE
PPP1CC	4.46247579428975e-10	chr12:110719811:-,chr12:110719905:-,chr12:110721805:-	4,20,0	53,9,10	0.138,0.69,0	0.697,0.118,0.132	0.483	0.756	-0.273	proximal	2.69236039588815e-08	TRUE
SCRN1	5.97518844255284e-10	chr7:29920259:-,chr7:29923016:-,chr7:29923891:-	15,0,0	10,36,22	0.789,0,0	0.133,0.48,0.293	0.789	0.373	0.416	distal	3.32772033262173e-08	TRUE
MAP2	2.61125535913821e-09	chr2:209729898:+,chr2:209730502:+,chr2:209734112:+	17,1,2	0,11,20	0.405,0.024,0.048	0,0.149,0.27	0.06	0.3445	-0.2845	proximal	1.35039205715433e-07	TRUE
SNX3	3.71288684781096e-09	chr6:108211222:-,chr6:108211536:-	11,15	1,95	0.407,0.556	0.01,0.979	0.407	0.01	0.397	distal	1.79208671854342e-07	TRUE
UBXN4	3.97257002903165e-09	chr2:135769811:+,chr2:135770658:+,chr2:135782799:+	16,3,0	9,39,23	0.842,0.158,0	0.111,0.481,0.284	0.079	0.5245	-0.4455	proximal	1.79758793813682e-07	TRUE
SEPTIN7	6.85710813663048e-09	chr7:35882569:+,chr7:35898297:+,chr7:35903104:+,chr7:35905307:+	31,58,21,14	75,17,24,17	0.226,0.423,0.153,0.102	0.543,0.123,0.174,0.123	0.345	0.28	0.065	distal	2.92032134760028e-07	FALSE
CENPV	9.05381976766148e-09	chr17:16342537:-,chr17:16348061:-,chr17:16348150:-,chr17:16348324:-	25,5,11,0	118,10,1,14	0.61,0.122,0.268,0	0.825,0.07,0.007,0.098	0.780666666666667	0.874	-0.093333333333333	proximal	3.64164750654828e-07	FALSE
SF3B2	9.66237407918249e-09	chr11:66054327:+,chr11:66058867:+,chr11:66068892:+	13,15,0	0,12,24	0.464,0.536,0	0,0.333,0.667	0.268	0.8335	-0.5655	proximal	3.6818730701727e-07	TRUE
CANX	1.73782672168073e-08	chr5:179709995:+,chr5:179724712:+,chr5:179724793:+,chr5:179728862:+,chr5:179729260:+,chr5:179729983:+	2,11,21,7,4,0	23,33,12,48,33,10	0.038,0.212,0.404,0.135,0.077,0	0.125,0.179,0.065,0.261,0.179,0.054	0.3466	0.4156	-0.069	proximal	6.29093273248423e-07	FALSE
CTNNA1	2.25663570731071e-08	chr5:138812227:+,chr5:138934327:+,chr5:138934712:+,chr5:138935032:+	12,0,13,6	0,25,12,16	0.387,0,0.419,0.194	0,0.391,0.188,0.25	0.473333333333333	0.505666666666667	-0.0323333333333333	proximal	7.78002024806169e-07	FALSE
CD46	4.13993771878517e-08	chr1:207769108:+,chr1:207769737:+,chr1:207795504:+	0,10,0	10,0,14	0,1,0	0.417,0,0.583	0.5	0.583	-0.083	proximal	1.36228080840281e-06	FALSE
EMC8	4.3276876510034e-08	chr16:85779314:-,chr16:85779403:-	0,20	14,0	0,1	0.737,0	0	0.737	-0.737	proximal	1.36228080840281e-06	TRUE
AKAP11	5.35357281362037e-08	chr13:42300372:+,chr13:42301233:+	0,11	23,0	0,0.647	0.885,0	0.647	0	0.647	distal	1.61499446544214e-06	TRUE
RBM25	6.55140975175925e-08	chr14:73101179:+,chr14:73106259:+,chr14:73110926:+,chr14:73111711:+	0,8,8,20	12,12,23,1	0,0.17,0.17,0.426	0.148,0.148,0.284,0.012	0.596	0.250666666666667	0.345333333333333	distal	1.8268606016097e-06	TRUE
MCL1	6.56054912180279e-08	chr1:150574558:-,chr1:150575962:-	3,28	60,28	0.097,0.903	0.588,0.275	0.097	0.588	-0.491	proximal	1.8268606016097e-06	TRUE
PAPOLA	9.29692946819981e-08	chr14:96534618:+,chr14:96542884:+,chr14:96547917:+,chr14:96556405:+	0,0,16,0	14,13,8,13	0,0,0.667,0	0.171,0.159,0.098,0.159	0.444666666666667	0.277333333333333	0.167333333333333	distal	2.49295442036173e-06	TRUE
SQLE	1.10333053281255e-07	chr8:125003203:+,chr8:125022164:+,chr8:125022272:+	12,1,12	2,15,56	0.414,0.034,0.414	0.026,0.197,0.737	0.431	0.8355	-0.4045	proximal	2.8094988447153e-06	TRUE
PTPN4	1.12535174719259e-07	chr2:119897814:+,chr2:119902171:+,chr2:119921542:+	10,0,0	0,11,11	1,0,0	0,0.379,0.379	0	0.5685	-0.5685	proximal	2.8094988447153e-06	TRUE
SAP30BP	1.2213015157842e-07	chr17:75702546:+,chr17:75706757:+	22,0	3,17	0.88,0	0.125,0.708	0	0.708	-0.708	proximal	2.94740765809254e-06	TRUE
RAB7A	1.50402731090374e-07	chr3:128814099:+,chr3:128814797:+	22,0	16,37	1,0	0.258,0.597	0	0.597	-0.597	proximal	3.51263152611068e-06	TRUE
GMPS	1.83447735095603e-07	chr3:155914547:+,chr3:155916043:+,chr3:155937713:+	3,10,0	16,0,14	0.231,0.769,0	0.533,0,0.467	0.3845	0.467	-0.0825	proximal	4.03849892792241e-06	FALSE
TMED10	1.84075227377679e-07	chr14:75131469:-,chr14:75133060:-,chr14:75134244:-	1,10,5	14,1,33	0.062,0.625,0.312	0.292,0.021,0.688	0.3745	0.3025	0.072	distal	4.03849892792241e-06	FALSE
AZIN2	2.2731353880716e-07	chr1:33120394:+,chr1:33120526:+	20,0	0,11	1,0	0,0.846	0	0.846	-0.846	proximal	4.84044123812893e-06	TRUE
HNRNPU	3.80634961438204e-07	chr1:244855993:-,chr1:244856592:-,chr1:244858777:-,chr1:244862694:-	31,10,24,18	128,3,24,54	0.32,0.103,0.247,0.186	0.52,0.012,0.098,0.22	0.471	0.560666666666667	-0.0896666666666667	proximal	7.87370605946457e-06	FALSE
PRPF6	4.37041520839826e-07	chr20:63984997:+,chr20:64033097:+	1,23	23,7	0.042,0.958	0.605,0.184	0.958	0.184	0.774	distal	8.78939058577872e-06	TRUE
PLPP5	4.64893028052448e-07	chr8:38263509:-,chr8:38266982:-	10,0	1,23	0.833,0	0.022,0.5	0.833	0.022	0.811	distal	9.09682573810736e-06	TRUE
PABPC1	5.09192000586304e-07	chr8:100702930:-,chr8:100703118:-,chr8:100703295:-	24,13,58	104,83,81	0.235,0.127,0.569	0.367,0.293,0.286	0.2985	0.5135	-0.215	proximal	9.70144759011801e-06	TRUE
GUSBP3	5.34954762954729e-07	chr5:70480373:-,chr5:70480997:-	15,0	0,14	0.833,0	0,0.538	0.833	0	0.833	distal	9.93095508664677e-06	TRUE
MFAP4	7.69648722762685e-07	chr17:19383459:-,chr17:19383662:-	1,18	13,0	0.053,0.947	1,0	0.053	1	-0.947	proximal	1.39306418820046e-05	TRUE
IQCC	9.03362553870657e-07	chr1:32208454:+,chr1:32208680:+	13,0	0,15	1,0	0,1	0	1	-1	proximal	1.59520607073745e-05	TRUE
TOPORS	9.6465602215884e-07	chr9:32541861:-,chr9:32542658:-,chr9:32542849:-	0,12,6	10,0,19	0,0.667,0.333	0.294,0,0.559	0.3335	0.294	0.0395	distal	1.66288323819762e-05	FALSE
CCDC50	1.32743644598639e-06	chr3:191369975:+,chr3:191380863:+,chr3:191392150:+	4,13,7	24,0,11	0.167,0.542,0.292	0.558,0,0.256	0.563	0.256	0.307	distal	2.21260407044458e-05	TRUE
TTC14	1.34467650690002e-06	chr3:180608761:+,chr3:180609065:+	1,12	18,0	0.067,0.8	0.429,0	0.8	0	0.8	distal	2.21260407044458e-05	TRUE
ZNF48	1.50384910670794e-06	chr16:30399237:+,chr16:30399396:+	0,13	14,0	0,1	1,0	1	0	1	distal	2.41952611834789e-05	TRUE
CCNL2	1.78430038671033e-06	chr1:1385711:-,chr1:1386705:-,chr1:1387335:-	10,0,1	1,10,13	0.909,0,0.091	0.037,0.37,0.481	0.909	0.222	0.687	distal	2.8083336521267e-05	TRUE
ACTR3	2.05381153760995e-06	chr2:113957876:+,chr2:113958184:+,chr2:113958257:+	16,10,0	7,8,24	0.533,0.333,0	0.137,0.157,0.471	0.1665	0.5495	-0.383	proximal	3.16374373027576e-05	TRUE
RPL15	2.20159842647984e-06	chr3:23919552:+,chr3:23919783:+,chr3:23920772:+,chr3:23920847:+	94,18,16,13	244,126,99,116	0.662,0.127,0.113,0.092	0.409,0.211,0.166,0.194	0.209666666666667	0.375	-0.165333333333333	proximal	3.25511715338133e-05	TRUE
CCT5	2.20304890215035e-06	chr5:10258499:+,chr5:10264926:+,chr5:10265080:+	14,9,46	0,25,91	0.203,0.13,0.667	0,0.214,0.778	0.732	0.885	-0.153	proximal	3.25511715338133e-05	TRUE
ZC3H14	2.54548085554231e-06	chr14:88574767:+,chr14:88613509:+	0,14	12,0	0,0.933	0.429,0	0.933	0	0.933	distal	3.68585627882527e-05	TRUE
FTSJ1	2.63650744959043e-06	chrX:48486299:+,chrX:48486345:+	0,11	15,0	0,1	1,0	1	0	1	distal	3.74280665392838e-05	TRUE
SUMO3	2.7239691263552e-06	chr21:44805624:-,chr21:44805862:-	5,10	30,0	0.333,0.667	1,0	0.333	1	-0.667	proximal	3.79260316823301e-05	TRUE
ARL6IP1	3.3452709388994e-06	chr16:18791667:-,chr16:18792616:-,chr16:18793259:-	223,10,327	72,8,45	0.38,0.017,0.557	0.533,0.059,0.333	0.3885	0.5625	-0.174	proximal	4.56976633917579e-05	TRUE
ILF3	3.41831220380658e-06	chr19:10681104:+,chr19:10683493:+,chr19:10689844:+	10,6,0	4,36,15	0.4,0.24,0	0.066,0.59,0.246	0.12	0.541	-0.421	proximal	4.58307043621475e-05	TRUE
ADD1	4.10664109807605e-06	chr4:2926047:+,chr4:2930062:+	3,28	24,11	0.097,0.903	0.632,0.289	0.903	0.289	0.614	distal	5.40583300910375e-05	TRUE
PIAS2	4.34504575004365e-06	chr18:46812091:-,chr18:46818351:-	11,0	0,14	1,0	0,0.7	1	0	1	distal	5.617523433985e-05	TRUE
ARID4B	4.55327187544059e-06	chr1:235220428:-,chr1:235229237:-,chr1:235246444:-	0,2,15	24,11,9	0,0.1,0.75	0.414,0.19,0.155	0.05	0.509	-0.459	proximal	5.78345410143682e-05	TRUE
KIF5B	5.06320265019803e-06	chr10:32022200:-,chr10:32033846:-	0,16	17,4	0,0.8	0.567,0.133	0	0.567	-0.567	proximal	6.32027365300581e-05	TRUE
SURF6	7.1936671307617e-06	chr9:133331010:-,chr9:133331167:-	0,13	11,0	0,1	0.647,0	0	0.647	-0.647	proximal	8.82748305537537e-05	TRUE
H3-3B	9.66976778137417e-06	chr17:75776434:-,chr17:75777459:-,chr17:75778023:-,chr17:75778250:-	0,74,27,31	33,241,112,42	0,0.561,0.205,0.235	0.076,0.553,0.257,0.096	0.442333333333333	0.530333333333333	-0.088	proximal	0.000116681864561915	FALSE
TSN	1.08578157266122e-05	chr2:121765791:+,chr2:121767293:+	12,0	9,30	0.8,0	0.191,0.638	0	0.638	-0.638	proximal	0.000128869812886348	TRUE
MAP1B	1.14665150554783e-05	chr5:72195109:+,chr5:72195305:+,chr5:72195449:+,chr5:72195578:+,chr5:72195685:+,chr5:72207044:+	46,47,6,19,6,13	142,114,45,34,33,5	0.322,0.329,0.042,0.133,0.042,0.091	0.296,0.238,0.094,0.071,0.069,0.01	0.287	0.193	0.094	distal	0.000133899304841392	FALSE
TAOK3	1.19766280851597e-05	chr12:118150591:-,chr12:118172628:-	12,0	0,11	0.706,0	0,0.478	0.706	0	0.706	distal	0.000137636170375486	TRUE
SPOP	1.48822368894619e-05	chr17:49599284:-,chr17:49599482:-,chr17:49599986:-	3,9,0	14,13,50	0.25,0.75,0	0.175,0.162,0.625	0.625	0.256	0.369	distal	0.000168074547230038	TRUE
SPECC1L	1.50895657043543e-05	chr22:24330405:+,chr22:24334540:+	1,12	13,0	0.03,0.364	0.867,0	0.364	0	0.364	distal	0.000168074547230038	TRUE
KLHDC2	1.59022574536783e-05	chr14:49783138:+,chr14:49785980:+	6,10	27,0	0.375,0.625	0.964,0	0.625	0	0.625	distal	0.000174442945400955	TRUE
TRIM59-IFT80	1.71280822725329e-05	chr3:160438253:-,chr3:160438520:-	1,15	10,0	0.056,0.833	0.833,0	0.056	0.833	-0.777	proximal	0.000185085545750952	TRUE
FAM13B	1.82282005969675e-05	chr5:137948988:-,chr5:137958808:-	16,0	2,11	0.727,0	0.08,0.44	0.727	0.08	0.647	distal	0.000194076724003007	TRUE
CBX5	1.95273436653031e-05	chr12:54230946:-,chr12:54240386:-,chr12:54241769:-	11,16,2	0,31,13	0.275,0.4,0.05	0,0.608,0.255	0.475	0.304	0.171	distal	0.000202328936901121	TRUE
TRA2B	2.02683112763712e-05	chr3:185916744:-,chr3:185917124:-,chr3:185917328:-,chr3:185922057:-,chr3:185931624:-	22,0,17,9,6	26,12,12,33,34	0.386,0,0.298,0.158,0.105	0.213,0.098,0.098,0.27,0.279	0.5745	0.403	0.1715	distal	0.000202328936901121	TRUE
KIF1B	2.04005696046711e-05	chr1:10273030:+,chr1:10303736:+	10,0	0,12	1,0	0,0.414	0	0.414	-0.414	proximal	0.000202328936901121	TRUE
PACSIN2	2.04005696046711e-05	chr22:42869773:-,chr22:42888665:-	0,10	12,0	0,1	1,0	0	1	-1	proximal	0.000202328936901121	TRUE
FEM1C	2.04005696046711e-05	chr5:115520908:-,chr5:115524450:-	0,12	10,0	0,0.923	0.909,0	0	0.909	-0.909	proximal	0.000202328936901121	TRUE
CCNG1	2.08633433363779e-05	chr5:163444279:+,chr5:163445016:+	0,26	12,8	0,0.65	0.429,0.286	0.65	0.286	0.364	distal	0.000204122440209967	TRUE
NAP1L1	2.40541338057231e-05	chr12:76046174:-,chr12:76047596:-,chr12:76049566:-,chr12:76056132:-	14,6,8,7	1,24,16,15	0.368,0.158,0.211,0.184	0.014,0.348,0.232,0.217	0.543666666666667	0.323333333333333	0.220333333333333	distal	0.000232202571671247	TRUE
NOA1	2.86106332587692e-05	chr4:56963350:-,chr4:56968492:-	15,0	2,11	1,0	0.154,0.846	1	0.154	0.846	distal	0.000272553927359854	TRUE
TAX1BP1	3.39594277977843e-05	chr7:27785416:+,chr7:27796191:+	0,10	11,0	0,0.625	0.268,0	0.625	0	0.625	distal	0.000319306827605141	TRUE
CLIC4	3.56524544615822e-05	chr1:24842021:+,chr1:24844321:+	1,15	11,1	0.059,0.882	0.733,0.067	0.882	0.067	0.815	distal	0.000330927910643404	TRUE
WDR82	5.02085237392663e-05	chr3:52255110:-,chr3:52256364:-	2,10	15,0	0.125,0.625	0.714,0	0.125	0.714	-0.589	proximal	0.000460138875787707	TRUE
BNIP3	5.21165027951719e-05	chr10:131967686:-,chr10:131968375:-	17,0	10,19	0.895,0	0.303,0.576	0.895	0.303	0.592	distal	0.000471654350296306	TRUE
RTF1	5.35895036736806e-05	chr15:41452949:+,chr15:41475761:+,chr15:41476475:+	3,30,3	20,16,10	0.079,0.789,0.079	0.357,0.286,0.179	0.4735	0.322	0.1515	distal	0.000475116152591063	TRUE
HNRNPH3	5.43503505911979e-05	chr10:68341301:+,chr10:68341788:+,chr10:68342271:+,chr10:68343193:+	20,3,19,21	8,11,39,8	0.317,0.048,0.302,0.333	0.114,0.157,0.557,0.114	0.550333333333333	0.537666666666667	0.0126666666666666	distal	0.000475116152591063	FALSE
OSER1	5.44677357252185e-05	chr20:44195939:-,chr20:44196912:-	20,9	0,15	0.645,0.29	0,0.789	0.645	0	0.645	distal	0.000475116152591063	TRUE
SERF2	5.65190732609341e-05	chr15:43794043:+,chr15:43794562:+,chr15:43796001:+	70,0,10	208,13,4	0.875,0,0.125	0.924,0.058,0.018	0.125	0.047	0.078	distal	0.000487140583820432	FALSE
TPR	6.75764450088868e-05	chr1:186313826:-,chr1:186355500:-,chr1:186360828:-	0,11,10	12,12,1	0,0.314,0.286	0.343,0.343,0.029	0.157	0.5145	-0.3575	proximal	0.000575592308075695	TRUE
UGDH	7.40375216398084e-05	chr4:39498755:-,chr4:39499414:-	3,11	21,2	0.158,0.579	0.724,0.069	0.158	0.724	-0.566	proximal	0.000623292624037457	TRUE
LBR	7.5368219323524e-05	chr1:225401502:-,chr1:225419345:-	1,43	13,19	0.018,0.754	0.302,0.442	0.018	0.302	-0.284	proximal	0.000627202192991165	TRUE
LEMD2	8.5567658280653e-05	chr6:33771217:-,chr6:33771398:-	0,14	13,4	0,1	0.765,0.235	0	0.765	-0.765	proximal	0.000703988461309009	TRUE
EZR	9.98688408354054e-05	chr6:158765748:-,chr6:158770869:-,chr6:158783582:-	8,24,36	48,117,56	0.113,0.338,0.507	0.184,0.448,0.215	0.282	0.408	-0.126	proximal	0.000812416188368916	TRUE
SMARCA5	0.00010749114769688	chr4:143528017:+,chr4:143543538:+,chr4:143543971:+,chr4:143550064:+,chr4:143553414:+	12,0,16,11,0	13,12,31,6,15	0.19,0,0.254,0.175,0	0.143,0.132,0.341,0.066,0.165	0.25825	0.418	-0.15975	proximal	0.000864706565917124	TRUE
ADD3	0.000114316825126853	chr10:110125935:+,chr10:110133561:+,chr10:110133771:+	15,0,10	10,10,1	0.556,0,0.37	0.435,0.435,0.043	0.37	0.2605	0.1095	distal	0.000909509685624636	TRUE
DHX15	0.000135419685129609	chr4:24527475:-,chr4:24539851:-	6,10	33,3	0.375,0.625	0.786,0.071	0.375	0.786	-0.411	proximal	0.00106569404384606	TRUE
AKIRIN2	0.000144473676510953	chr6:87674860:-,chr6:87674926:-,chr6:87675298:-	10,39,0	10,20,12	0.196,0.765,0	0.227,0.455,0.273	0.5785	0.4545	0.124	distal	0.00112471980423581	TRUE
HEY1	0.000151075615394801	chr8:79764013:-,chr8:79765086:-	11,0	7,20	1,0	0.259,0.741	1	0.259	0.741	distal	0.00116360367601953	TRUE
CUL1	0.000162270234041268	chr7:148797999:+,chr7:148801017:+	0,14	17,8	0,0.583	0.486,0.229	0.583	0.229	0.354	distal	0.00123666999416714	TRUE
NAE1	0.000166200230185554	chr16:66802878:-,chr16:66816644:-,chr16:66816993:-	19,0,1	25,19,16	0.95,0,0.05	0.417,0.317,0.267	0.95	0.5755	0.3745	distal	0.00125342673598272	TRUE
FBXO5	0.000187198351039828	chr6:152970535:-,chr6:152971182:-	31,6	8,16	0.721,0.14	0.286,0.571	0.721	0.286	0.435	distal	0.00139723305312202	TRUE
SRSF10	0.000193074540859908	chr1:23966445:-,chr1:23970820:-,chr1:23978115:-	3,10,13	14,0,13	0.075,0.25,0.325	0.269,0,0.25	0.2	0.269	-0.069	proximal	0.00142071835557303	FALSE
PCNX4	0.000194269498897417	chr14:60124691:+,chr14:60134812:+	2,12	10,0	0.143,0.857	0.909,0	0.857	0	0.857	distal	0.00142071835557303	TRUE
ERP44	0.000216273770188554	chr9:99982143:-,chr9:99982494:-	0,13	12,4	0,1	0.6,0.2	0	0.6	-0.6	proximal	0.00156582209616513	TRUE
CAPRIN1	0.000246481744198563	chr11:34100493:+,chr11:34101141:+	0,11	17,6	0,0.917	0.5,0.176	0.917	0.176	0.741	distal	0.00176685923564118	TRUE
KPNB1	0.00026228157503839	chr17:47680640:+,chr17:47682697:+	0,47	20,54	0,0.87	0.233,0.628	0.87	0.628	0.242	distal	0.00185249669163818	TRUE
HSP90AB1	0.000263545800053498	chr6:44250447:+,chr6:44251139:+,chr6:44253883:+	43,38,73	140,94,96	0.279,0.247,0.474	0.405,0.272,0.277	0.5975	0.413	0.1845	distal	0.00185249669163818	TRUE
KCTD3	0.000267920283682492	chr1:215620322:+,chr1:215620421:+	12,0	3,11	0.857,0	0.143,0.524	0	0.524	-0.524	proximal	0.00186513735948197	TRUE
CSNK1D	0.000285607579858702	chr17:82242672:-,chr17:82252473:-	10,0	3,13	0.556,0	0.15,0.65	0.556	0.15	0.406	distal	0.00196933226493048	TRUE
LMNB1	0.000288919993018971	chr5:126818978:+,chr5:126832738:+,chr5:126836770:+,chr5:126837014:+	30,17,12,55	22,0,0,40	0.248,0.14,0.099,0.455	0.349,0,0,0.635	0.567666666666667	0.635	-0.0673333333333334	proximal	0.00197235129917868	FALSE
PAFAH1B1	0.000291493907475302	chr17:2667027:+,chr17:2672918:+,chr17:2681910:+	2,11,15	10,0,11	0.057,0.314,0.429	0.303,0,0.333	0.586	0.333	0.253	distal	0.00197235129917868	TRUE
ITM2B	0.000299929077880087	chr13:48261388:+,chr13:48261870:+,chr13:48262047:+,chr13:48262091:+	4,48,0,0	11,82,14,22	0.073,0.873,0,0	0.078,0.582,0.099,0.156	0.291	0.416	-0.125	proximal	0.00199424266875308	TRUE
RAB14	0.00030023819184266	chr9:121179290:-,chr9:121180677:-	13,1	4,14	0.812,0.062	0.2,0.7	0.812	0.2	0.612	distal	0.00199424266875308	TRUE
FDFT1	0.000308941020401441	chr8:11824416:+,chr8:11838667:+,chr8:11838962:+,chr8:11839298:+	0,18,30,7	12,16,66,39	0,0.327,0.545,0.127	0.09,0.12,0.496,0.293	0.599333333333333	0.663666666666667	-0.0643333333333334	proximal	0.00203339362518767	FALSE
NEDD4L	0.000312594868299692	chr18:58045470:+,chr18:58245507:+,chr18:58341097:+	0,12,0	13,19,21	0,0.632,0	0.178,0.26,0.288	0.316	0.418	-0.102	proximal	0.0020389070689097	TRUE
EWSR1	0.000339863577677438	chr22:29300336:+,chr22:29300519:+	33,13	40,64	0.635,0.25	0.303,0.485	0.25	0.485	-0.235	proximal	0.00217806230756629	TRUE
PIK3R2	0.000339946188888109	chr19:18168509:+,chr19:18170229:+	12,0	4,12	0.857,0	0.182,0.545	0	0.545	-0.545	proximal	0.00217806230756629	TRUE
VCAN	0.000378794138015747	chr5:83519909:+,chr5:83520452:+,chr5:83537169:+,chr5:83580635:+	0,0,12,0	12,17,24,18	0,0,0.8,0	0.114,0.162,0.229,0.171	0.533333333333333	0.377666666666667	0.155666666666667	distal	0.00240567505195966	TRUE
TP53BP2	0.00038310031818751	chr1:223802738:-,chr1:223810474:-	1,11	14,3	0.059,0.647	0.609,0.13	0.059	0.609	-0.55	proximal	0.00241186635102398	TRUE
MRPS30	0.000428323145417156	chr5:44815181:+,chr5:44815311:+	2,13	10,1	0.111,0.722	0.526,0.053	0.722	0.053	0.669	distal	0.00266086846374635	TRUE
NRG1	0.000430002224113706	chr8:32595981:+,chr8:32743055:+,chr8:32743222:+,chr8:32764469:+	0,4,8,0	21,21,10,14	0,0.25,0.5,0	0.256,0.256,0.122,0.171	0.416666666666667	0.337666666666667	0.0790000000000001	distal	0.00266086846374635	FALSE
ARPC5	0.000439470242616504	chr1:183626197:-,chr1:183627339:-	9,16	30,6	0.346,0.615	0.769,0.154	0.346	0.769	-0.423	proximal	0.00269641064113855	TRUE
TUFM	0.000459056553687894	chr16:28842414:-,chr16:28842787:-	0,32	24,47	0,1	0.338,0.662	0	0.338	-0.338	proximal	0.00279291550310954	TRUE
TRIM24	0.000499302306450924	chr7:138525322:+,chr7:138580656:+	9,0	10,25	0.75,0	0.175,0.439	0	0.439	-0.439	proximal	0.00301245724892058	TRUE
GOLIM4	0.000514188841906129	chr3:168010038:-,chr3:168024962:-	0,10	21,9	0,0.714	0.568,0.243	0	0.568	-0.568	proximal	0.00305608762038718	TRUE
UBE2D1	0.000514976090728226	chr10:58369596:+,chr10:58369625:+	6,15	11,0	0.24,0.6	0.688,0	0.6	0	0.6	distal	0.00305608762038718	TRUE
PHIP	0.00052216624409536	chr6:78946763:-,chr6:78982887:-,chr6:78990885:-,chr6:79015746:-	5,1,1,0	12,12,59,15	0.417,0.083,0.083,0	0.102,0.102,0.5,0.127	0.5	0.336666666666667	0.163333333333333	distal	0.00307356390833366	TRUE
YWHAZ	0.000547801125097228	chr8:100918576:-,chr8:100918727:-,chr8:100919541:-,chr8:100919700:-,chr8:100919924:-,chr8:100919980:-	4,29,10,30,3,11	11,28,7,67,30,15	0.046,0.333,0.115,0.345,0.034,0.126	0.064,0.164,0.041,0.392,0.175,0.088	0.5262	0.4116	0.1146	distal	0.0031984517304064	TRUE
CCND2	0.00055796278630165	chr12:4300193:+,chr12:4300989:+,chr12:4301558:+,chr12:4305353:+	35,14,9,1	69,5,10,13	0.547,0.219,0.141,0.016	0.657,0.048,0.095,0.124	0.183	0.203333333333333	-0.0203333333333334	proximal	0.00322499250015368	FALSE
TCP1	0.000563798252253529	chr6:159778498:-,chr6:159778952:-	25,21	7,35	0.521,0.438	0.156,0.778	0.521	0.156	0.365	distal	0.00322499250015368	TRUE
ZEB1	0.000565710010386075	chr10:31520822:+,chr10:31524017:+,chr10:31527051:+	16,4,21	59,13,16	0.356,0.089,0.467	0.567,0.125,0.154	0.5115	0.2165	0.295	distal	0.00322499250015368	TRUE
HSPA5	0.000593649141058765	chr9:125236247:-,chr9:125236755:-,chr9:125236815:-,chr9:125236992:-,chr9:125240207:-	21,6,10,4,0	145,55,19,65,20	0.512,0.146,0.244,0.098,0	0.477,0.181,0.062,0.214,0.066	0.768	0.69725	0.0707500000000001	distal	0.00335782795411364	FALSE
