gene_name	p_value	pas_list	count1_list	count2_list	group1_PAU	group2_PAU	gDPAU1	gDPAU2	dgDPAU	Note	adj_pvalue	sig
CENPF	3.43397568718962e-08	chr1:214615008:+,chr1:214619185:+,chr1:214622119:+,chr1:214629158:+,chr1:214641535:+	17,11,0,1,10	37,17,10,31,0	0.347,0.224,0,0.02,0.204	0.27,0.124,0.073,0.226,0	0.275	0.237	0.038	distal	9.72623113754003e-07	FALSE
TMPO	6.86082016203088e-08	chr12:98527918:+,chr12:98535629:+,chr12:98545063:+,chr12:98547951:+,chr12:98550312:+	3,17,19,24,54	12,0,12,30,13	0.021,0.119,0.133,0.168,0.378	0.143,0,0.143,0.357,0.155	0.60025	0.49425	0.106	distal	1.8877056617245e-06	TRUE
SUMO3	8.24840709342518e-08	chr21:44805624:-,chr21:44805862:-	47,1	5,10	0.979,0.021	0.333,0.667	0.979	0.333	0.646	distal	2.20644889749124e-06	TRUE
FXR1	1.1221729278414e-07	chr3:180957913:+,chr3:180975402:+,chr3:180976255:+	18,14,7	0,1,19	0.34,0.264,0.132	0,0.036,0.679	0.264	0.697	-0.433	proximal	2.92068251219263e-06	TRUE
SERF2	1.44740442644584e-07	chr15:43794043:+,chr15:43796001:+	246,0	70,10	1,0	0.875,0.125	0	0.125	-0.125	proximal	3.62106830734429e-06	TRUE
ZEB1	1.4833129008971e-07	chr10:31520822:+,chr10:31524017:+,chr10:31527051:+,chr10:31527413:+	56,27,11,31	16,4,21,3	0.389,0.188,0.076,0.215	0.356,0.089,0.467,0.067	0.328333333333333	0.408	-0.0796666666666667	proximal	3.62106830734429e-06	FALSE
GPM6B	1.50775722118105e-07	chrX:13770943:-,chrX:13771029:-,chrX:13773456:-,chrX:13780611:-	18,23,0,10	7,5,13,0	0.346,0.442,0,0.192	0.226,0.161,0.419,0	0.640666666666667	0.473	0.167666666666667	distal	3.62106830734429e-06	TRUE
RAD23B	1.5452475572204e-07	chr9:107302076:+,chr9:107330444:+,chr9:107330882:+,chr9:107331044:+	29,27,4,13	0,7,11,1	0.337,0.314,0.047,0.151	0,0.368,0.579,0.053	0.287	0.561666666666667	-0.274666666666667	proximal	3.62106830734429e-06	TRUE
DHX15	1.57928212781371e-07	chr4:24527475:-,chr4:24539851:-	42,0	6,10	0.933,0	0.375,0.625	0.933	0.375	0.558	distal	3.62106830734429e-06	TRUE
MAP2	1.75017561690788e-07	chr2:209580099:+,chr2:209692830:+,chr2:209725730:+,chr2:209729898:+,chr2:209730502:+,chr2:209734112:+	34,24,24,13,18,29	5,3,2,17,1,2	0.125,0.088,0.088,0.048,0.066,0.106	0.119,0.071,0.048,0.405,0.024,0.048	0.2404	0.3436	-0.1032	proximal	3.87611367960257e-06	TRUE
STIP1	1.77101767292329e-07	chr11:64197315:+,chr11:64197895:+,chr11:64204541:+	1,10,52	15,3,14	0.016,0.159,0.825	0.395,0.079,0.368	0.9045	0.4075	0.497	distal	3.87611367960257e-06	TRUE
DBN1	1.82659167624297e-07	chr5:177456622:-,chr5:177456925:-	84,171	2,76	0.315,0.64	0.025,0.95	0.315	0.025	0.29	distal	3.90890618715995e-06	TRUE
WDR77	2.04118406538455e-07	chr1:111440257:-,chr1:111440952:-	33,11	0,19	0.75,0.25	0,1	0.75	0	0.75	distal	4.27317446731591e-06	TRUE
CTNNA1	2.19975622414014e-07	chr5:138812227:+,chr5:138934712:+,chr5:138935032:+	0,28,35	12,13,6	0,0.378,0.473	0.387,0.419,0.194	0.662	0.4035	0.2585	distal	4.50716009329139e-06	TRUE
PABPC1	2.39267245852104e-07	chr8:100702930:-,chr8:100703118:-,chr8:100703295:-	164,94,113	24,13,58	0.408,0.234,0.281	0.235,0.127,0.569	0.525	0.2985	0.2265	distal	4.80029911990783e-06	TRUE
HSPA5	2.87210015553393e-07	chr9:125236247:-,chr9:125236815:-,chr9:125236992:-,chr9:125240207:-	93,3,24,23	21,10,4,0	0.612,0.02,0.158,0.151	0.512,0.244,0.098,0	0.678	0.707333333333333	-0.0293333333333333	proximal	5.64455601995751e-06	FALSE
SNX3	3.02345619340742e-07	chr6:108211222:-,chr6:108211536:-	0,62	11,15	0,0.816	0.407,0.556	0	0.407	-0.407	proximal	5.82317662850269e-06	TRUE
UBXN4	5.66725415156881e-07	chr2:135769811:+,chr2:135770658:+,chr2:135782799:+	13,25,29	16,3,0	0.157,0.301,0.349	0.842,0.158,0	0.4995	0.079	0.4205	distal	1.0465405833214e-05	TRUE
ADD1	5.67261513972428e-07	chr4:2926047:+,chr4:2930062:+	30,12	3,28	0.714,0.286	0.097,0.903	0.286	0.903	-0.617	proximal	1.0465405833214e-05	TRUE
EIF4E2	5.75977683447913e-07	chr2:232569210:+,chr2:232583641:+	24,0	2,11	0.889,0	0.111,0.611	0	0.611	-0.611	proximal	1.0465405833214e-05	TRUE
CEP70	7.22642736579154e-07	chr3:138494344:-,chr3:138497232:-,chr3:138529424:-	0,0,14	14,17,7	0,0,0.389	0.275,0.333,0.137	0	0.4415	-0.4415	proximal	1.28871288023282e-05	TRUE
ACTR3	7.85777976873142e-07	chr2:113957876:+,chr2:113958184:+,chr2:113958561:+	23,0,32	16,10,4	0.271,0,0.376	0.533,0.333,0.133	0.376	0.2995	0.0765	distal	1.36405590221304e-05	FALSE
SENP7	7.93220462346109e-07	chr3:101370351:-,chr3:101372060:-	0,26	11,3	0,0.619	0.579,0.158	0	0.579	-0.579	proximal	1.36405590221304e-05	TRUE
PLEKHA1	8.22587636693998e-07	chr10:122430145:+,chr10:122430566:+,chr10:122432345:+	13,17,10	24,0,0	0.265,0.347,0.204	1,0,0	0.3775	0	0.3775	distal	1.38974016515144e-05	TRUE
PRPF40A	9.36652528224543e-07	chr2:152657973:-,chr2:152671274:-,chr2:152672551:-,chr2:152673660:-	1,11,37,15	11,2,6,4	0.012,0.131,0.44,0.179	0.379,0.069,0.207,0.138	0.246	0.494	-0.248	proximal	1.55516618048316e-05	TRUE
PPP4R3B	1.30572706652396e-06	chr2:55564416:-,chr2:55613997:-	2,16	16,0	0.077,0.615	0.615,0	0.077	0.615	-0.538	proximal	2.12576605915473e-05	TRUE
EIF2AK1	1.32446483436432e-06	chr7:6023831:-,chr7:6024756:-,chr7:6041141:-	12,53,14	10,1,11	0.141,0.624,0.165	0.455,0.045,0.5	0.453	0.4775	-0.0245000000000001	proximal	2.12576605915473e-05	FALSE
YWHAZ	1.3976536685479e-06	chr8:100918576:-,chr8:100918727:-,chr8:100918853:-,chr8:100919541:-,chr8:100919700:-,chr8:100919924:-,chr8:100919980:-	56,73,25,15,90,53,18	4,29,0,10,30,3,11	0.164,0.214,0.073,0.044,0.264,0.155,0.053	0.046,0.333,0,0.115,0.345,0.034,0.126	0.526833333333333	0.501666666666667	0.0251666666666667	distal	2.20645980788792e-05	FALSE
XRCC6	1.57156902895525e-06	chr22:41647000:+,chr22:41664039:+	0,147	10,48	0,0.974	0.167,0.8	0.974	0.8	0.174	distal	2.44100157239339e-05	TRUE
SAP30BP	1.6145083307555e-06	chr17:75702546:+,chr17:75708008:+	9,21	22,0	0.214,0.5	0.88,0	0.5	0	0.5	distal	2.46789130558341e-05	TRUE
ZC3H14	1.90495262782517e-06	chr14:88611888:+,chr14:88613509:+	25,4	1,14	0.625,0.1	0.067,0.933	0.1	0.933	-0.833	proximal	2.86635840718069e-05	TRUE
RBM22	2.17644477064486e-06	chr5:150690792:-,chr5:150691134:-,chr5:150693280:-	25,15,42	0,15,5	0.305,0.183,0.512	0,0.75,0.25	0.3965	0.375	0.0215	distal	3.22448663712461e-05	FALSE
RPL3	2.2273523152141e-06	chr22:39312884:-,chr22:39312956:-	2105,62	332,29	0.97,0.029	0.915,0.08	0.97	0.915	0.0549999999999999	distal	3.24990951447149e-05	FALSE
EIF1	2.34753509058832e-06	chr17:41690999:+,chr17:41691644:+,chr17:41692668:+	68,315,64	34,65,2	0.149,0.689,0.14	0.337,0.644,0.02	0.4845	0.342	0.1425	distal	3.37414371975605e-05	TRUE
ERP44	2.55975735767172e-06	chr9:99981977:-,chr9:99982393:-,chr9:99982494:-	14,13,6	0,0,13	0.359,0.333,0.154	0,0,1	0.5255	0	0.5255	distal	3.6250681403498e-05	TRUE
CCND2	2.7025078091252e-06	chr12:4300193:+,chr12:4300462:+,chr12:4300989:+,chr12:4301558:+,chr12:4305353:+	152,28,20,55,56	35,0,14,9,1	0.474,0.087,0.062,0.171,0.174	0.547,0,0.219,0.141,0.016	0.355	0.23125	0.12375	distal	3.77176089882256e-05	TRUE
NUP107	2.82871458460925e-06	chr12:68714370:+,chr12:68734827:+,chr12:68742665:+	11,21,2	0,3,10	0.244,0.467,0.044	0,0.188,0.625	0.2775	0.719	-0.4415	proximal	3.89150306425529e-05	TRUE
SCRN1	3.62262819721697e-06	chr7:29920109:-,chr7:29920259:-,chr7:29923016:-,chr7:29923891:-	12,24,37,13	0,15,0,0	0.122,0.245,0.378,0.133	0,0.789,0,0	0.411333333333333	0.526	-0.114666666666667	proximal	4.91350838580274e-05	TRUE
EIF4E	3.67894633098298e-06	chr4:98879862:-,chr4:98880061:-,chr4:98880376:-	27,13,10	8,29,0	0.474,0.228,0.175	0.216,0.784,0	0.588	0.608	-0.02	proximal	4.92059071768974e-05	FALSE
IVD	4.57621657391625e-06	chr15:40419527:+,chr15:40420123:+	10,0	0,15	0.435,0	0,0.882	0	0.882	-0.882	proximal	6.03684460367308e-05	TRUE
DNAJC7	4.88143139683992e-06	chr17:41976452:-,chr17:41983564:-,chr17:41988852:-	7,17,17	15,0,3	0.14,0.34,0.34	0.833,0,0.167	0.31	0.833	-0.523	proximal	6.35245734480655e-05	TRUE
H3-3B	5.06419005054757e-06	chr17:75776434:-,chr17:75777459:-,chr17:75778023:-,chr17:75778250:-	79,337,193,89	0,74,27,31	0.111,0.474,0.271,0.125	0,0.561,0.205,0.235	0.517333333333333	0.442333333333333	0.0749999999999999	distal	6.46991592252914e-05	FALSE
SRRM4	5.10606033346018e-06	chr12:119116983:+,chr12:119157074:+	13,44	11,0	0.171,0.579	1,0	0.579	0	0.579	distal	6.46991592252914e-05	TRUE
KCTD3	6.62385012510473e-06	chr1:215620322:+,chr1:215620421:+	2,17	12,0	0.087,0.739	0.857,0	0.739	0	0.739	distal	8.27235022004907e-05	TRUE
TPM4	6.76319290331716e-06	chr19:16102197:+,chr19:16102357:+,chr19:16103005:+	17,60,44	12,3,27	0.12,0.423,0.31	0.279,0.07,0.628	0.5215	0.663	-0.1415	proximal	8.27235022004907e-05	TRUE
TSPAN6	6.78624784406933e-06	chrX:100629025:-,chrX:100629692:-	25,1	4,12	0.962,0.038	0.25,0.75	0.962	0.25	0.712	distal	8.27235022004907e-05	TRUE
FNBP1L	7.36735131582065e-06	chr1:93523489:+,chr1:93530804:+,chr1:93530882:+,chr1:93552649:+,chr1:93553107:+,chr1:93554661:+	12,58,16,32,27,13	9,3,0,8,0,6	0.061,0.296,0.082,0.163,0.138,0.066	0.265,0.088,0,0.235,0,0.176	0.3662	0.3346	0.0316	distal	8.80440555268785e-05	FALSE
PSAP	7.41745349847459e-06	chr10:71816298:-,chr10:71816549:-	64,91	44,13	0.413,0.587	0.772,0.228	0.413	0.772	-0.359	proximal	8.80440555268785e-05	TRUE
RFC3	7.49700161288062e-06	chr13:33832785:+,chr13:33837496:+	0,14	10,0	0,0.636	0.833,0	0.636	0	0.636	distal	8.80440555268785e-05	TRUE
TLE5	7.79832970075144e-06	chr19:3052910:-,chr19:3053062:-,chr19:3053159:-	14,25,25	23,1,28	0.219,0.391,0.391	0.442,0.019,0.538	0.4145	0.4515	-0.037	proximal	8.99421220718223e-05	FALSE
SQLE	7.8454187476979e-06	chr8:125003203:+,chr8:125022272:+	0,37	12,12	0,0.925	0.414,0.414	0.925	0.414	0.511	distal	8.99421220718223e-05	TRUE
BCLAF1	8.37682200991058e-06	chr6:136261275:-,chr6:136272002:-,chr6:136276045:-,chr6:136276439:-	12,31,6,18	5,0,12,7	0.122,0.316,0.061,0.184	0.147,0,0.353,0.206	0.353	0.264666666666667	0.0883333333333333	distal	9.49044658299282e-05	FALSE
SEPTIN11	8.63418528342091e-06	chr4:77028696:+,chr4:77030836:+,chr4:77030970:+,chr4:77035654:+	96,91,24,15	9,35,0,10	0.395,0.374,0.099,0.062	0.158,0.614,0,0.175	0.252666666666667	0.379666666666667	-0.127	proximal	9.66827956736551e-05	TRUE
SLA	8.88834908179039e-06	chr8:133036728:-,chr8:133038598:-,chr8:133060160:-	37,11,17	0,7,0	0.521,0.155,0.239	0,1,0	0.5985	0.5	0.0985	distal	9.75322955181864e-05	FALSE
ZNF48	9.01388816315534e-06	chr16:30399237:+,chr16:30399396:+	13,1	0,13	0.765,0.059	0,1	0.059	1	-0.941	proximal	9.75322955181864e-05	TRUE
ZNF83	9.01388816315534e-06	chr19:52612377:-,chr19:52650253:-	1,13	13,0	0.038,0.5	0.65,0	0.038	0.65	-0.612	proximal	9.75322955181864e-05	TRUE
ZNF382	9.7408667426146e-06	chr19:36627974:+,chr19:36628272:+	15,1	0,11	0.938,0.062	0,0.917	0.062	0.917	-0.855	proximal	0.000104227274145976	TRUE
PRMT2	1.01978194473217e-05	chr21:46659140:+,chr21:46659537:+,chr21:46660144:+,chr21:46664941:+	24,25,15,48	0,0,12,9	0.192,0.2,0.12,0.384	0,0,0.522,0.391	0.530666666666667	0.739	-0.208333333333333	proximal	0.000107917583821657	TRUE
ING5	1.2334787453654e-05	chr2:241698603:+,chr2:241712056:+	0,10	13,0	0,0.385	1,0	0.385	0	0.385	distal	0.000129113046933356	TRUE
NSA2	1.28906330462124e-05	chr5:74769355:+,chr5:74776822:+	1,16	12,1	0.04,0.64	0.706,0.059	0.64	0.059	0.581	distal	0.000133480426059167	TRUE
IST1	1.47707235550665e-05	chr16:71927808:+,chr16:71928996:+	4,35	10,3	0.093,0.814	0.714,0.214	0.814	0.214	0.6	distal	0.000151321348760947	TRUE
SERBP1	1.84451392042648e-05	chr1:67411053:-,chr1:67412863:-	4,22	10,0	0.118,0.647	0.769,0	0.118	0.769	-0.651	proximal	0.000186975463723232	TRUE
CCDC50	1.88541164331751e-05	chr3:191369975:+,chr3:191380863:+,chr3:191392150:+	17,0,11	4,13,7	0.425,0,0.275	0.167,0.542,0.292	0.275	0.563	-0.288	proximal	0.000189130355470288	TRUE
AKAP11	2.00786561242648e-05	chr13:42301233:+,chr13:42303017:+	0,11	11,0	0,0.688	0.647,0	0.688	0	0.688	distal	0.000199337586058423	TRUE
MSL1	2.04005696046711e-05	chr17:40133603:+,chr17:40135703:+	0,10	12,0	0,0.286	0.545,0	0.286	0	0.286	distal	0.000200466821727533	TRUE
NCAM1	2.37109723270689e-05	chr11:113275423:+,chr11:113275627:+,chr11:113275701:+	36,20,22	0,0,11	0.414,0.23,0.253	0,0,1	0.368	1	-0.632	proximal	0.000230643094454215	TRUE
CENPU	2.4206664126874e-05	chr4:184695002:-,chr4:184717150:-	20,2	1,10	0.513,0.051	0.053,0.526	0.513	0.053	0.46	distal	0.000233110175541797	TRUE
SMOC1	2.48013215492466e-05	chr14:70030465:+,chr14:70030640:+,chr14:70031177:+,chr14:70032366:+	40,89,35,22	5,9,5,16	0.209,0.466,0.183,0.115	0.143,0.257,0.143,0.457	0.392333333333333	0.638	-0.245666666666667	proximal	0.000236472006454698	TRUE
SEPTIN7	2.63342468655851e-05	chr7:35882569:+,chr7:35898297:+,chr7:35903104:+,chr7:35905307:+	78,39,41,29	31,58,21,14	0.413,0.206,0.217,0.153	0.226,0.423,0.153,0.102	0.366333333333333	0.345	0.0213333333333334	distal	0.000248626271878024	FALSE
DAAM1	2.77676089585585e-05	chr14:59291305:+,chr14:59326966:+,chr14:59330596:+	5,11,17	13,0,3	0.091,0.2,0.309	0.684,0,0.158	0.409	0.158	0.251	distal	0.000259613664340698	TRUE
ANAPC7	4.09659467363449e-05	chr12:110373478:-,chr12:110375474:-	11,42	8,0	0.193,0.737	1,0	0.193	1	-0.807	proximal	0.000379328910645193	TRUE
CDC27	4.52475099891784e-05	chr17:47142376:-,chr17:47142415:-	4,11	18,0	0.167,0.458	1,0	0.167	1	-0.833	proximal	0.000414639241387295	TRUE
HSP90B1	4.56404564766909e-05	chr12:103932415:+,chr12:103937748:+,chr12:103947926:+	17,3,3	4,12,14	0.5,0.088,0.088	0.108,0.324,0.378	0.132	0.54	-0.408	proximal	0.000414639241387295	TRUE
FLOT1	5.31360083919906e-05	chr6:30727713:-,chr6:30727830:-	6,75	16,25	0.074,0.926	0.39,0.61	0.074	0.39	-0.316	proximal	0.000478224075527915	TRUE
NAP1L1	5.51608462827385e-05	chr12:76046174:-,chr12:76047596:-,chr12:76049566:-,chr12:76056132:-	12,55,42,22	14,6,8,7	0.087,0.399,0.304,0.159	0.368,0.158,0.211,0.184	0.454333333333333	0.543666666666667	-0.0893333333333333	proximal	0.000491850879354418	FALSE
TAOK3	5.90357804958801e-05	chr12:118150591:-,chr12:118177204:-	0,16	12,4	0,0.64	0.706,0.235	0	0.706	-0.706	proximal	0.000521572996491124	TRUE
PCNA	7.06464225025316e-05	chr20:5114958:-,chr20:5115256:-	77,14	8,12	0.802,0.146	0.4,0.6	0.802	0.4	0.402	distal	0.000618477316999436	TRUE
SMARCA5	7.92998137638009e-05	chr4:143526458:+,chr4:143528017:+,chr4:143543538:+,chr4:143543971:+,chr4:143548058:+,chr4:143550064:+	13,56,10,18,24,10	4,12,0,16,2,11	0.09,0.386,0.069,0.124,0.166,0.069	0.063,0.19,0,0.254,0.032,0.175	0.381	0.391	-0.01	proximal	0.000687979465356219	FALSE
SF3B2	8.78300523011031e-05	chr11:66054327:+,chr11:66058867:+	0,30	13,15	0,0.714	0.464,0.536	0.714	0.536	0.178	distal	0.000755181610410378	TRUE
TRIM24	8.88628712363409e-05	chr7:138525322:+,chr7:138580656:+,chr7:138585168:+	37,77,12	9,0,0	0.252,0.524,0.082	0.75,0,0	0.344	0	0.344	distal	0.000757300398235365	TRUE
RTN4	9.49412036390338e-05	chr2:54972189:-,chr2:54972291:-,chr2:54981278:-,chr2:55026600:-,chr2:55027115:-	49,31,12,51,30	23,0,0,7,3	0.251,0.159,0.062,0.262,0.154	0.639,0,0,0.194,0.083	0.46675	0.6875	-0.22075	proximal	0.000802003325477102	TRUE
IGFBPL1	0.000107191268495386	chr9:38406528:-,chr9:38407239:-,chr9:38409102:-	87,23,21	2,7,0	0.554,0.146,0.134	0.154,0.538,0	0.627	0.423	0.204	distal	0.000897610361400495	TRUE
ARGLU1	0.000127909595167117	chr13:106543327:-,chr13:106543964:-,chr13:106544123:-,chr13:106557173:-,chr13:106559584:-	37,93,34,12,27	3,10,16,2,15	0.167,0.421,0.154,0.054,0.122	0.065,0.217,0.348,0.043,0.326	0.57325	0.4125	0.16075	distal	0.00106187017367184	TRUE
TBC1D15	0.000139084208052787	chr12:71923643:+,chr12:71924313:+	4,12	14,0	0.235,0.706	1,0	0.706	0	0.706	distal	0.00114477002012679	TRUE
SRRM2	0.000146795892133686	chr16:2757819:+,chr16:2758536:+,chr16:2759032:+,chr16:2771408:+	19,88,63,6	5,23,11,11	0.098,0.456,0.326,0.031	0.094,0.434,0.208,0.208	0.400333333333333	0.491333333333333	-0.091	proximal	0.00119800376376898	FALSE
SRP72	0.00015526042434176	chr4:56478498:+,chr4:56495389:+,chr4:56501840:+	1,23,16	10,6,7	0.019,0.442,0.308	0.417,0.25,0.292	0.529	0.417	0.112	distal	0.00125643519866483	TRUE
H2AZ2	0.000162103042400072	chr7:44831571:-,chr7:44834232:-,chr7:44834309:-	0,98,16	13,66,12	0,0.852,0.139	0.141,0.717,0.13	0.426	0.4995	-0.0735	proximal	0.00130087691526058	FALSE
