gene_id	p_value	FDR	sig	tss_id	pas_id
SPAG9	1.26754944020681e-41	5.93046902024629e-40	TRUE	chr17:50982672:-;chr17:51046837:-;chr17:51120865:-	chr17:50965643:-;chr17:50996659:-;chr17:50998508:-;chr17:51047431:-;chr17:51056423:-
DST	4.56609939806948e-41	2.10187865840166e-39	TRUE	chr6:56506743:-;chr6:56843647:-;chr6:56851858:-;chr6:56954628:-;chr6:56954830:-	chr6:56494020:-;chr6:56610529:-;chr6:56614428:-;chr6:56639522:-;chr6:56646133:-;chr6:56735263:-
DMXL2	4.10614837548816e-40	1.86015039105448e-38	TRUE	chr15:51456318:-;chr15:51471350:-;chr15:51622635:-;chr15:51622770:-	chr15:51447793:-;chr15:51448778:-;chr15:51481457:-;chr15:51514474:-;chr15:51536798:-;chr15:51563340:-
RACGAP1	8.2872225551735e-40	3.69558330819768e-38	TRUE	chr12:50016720:-;chr12:50025400:-	chr12:49994288:-;chr12:49989166:-
OXR1	3.46055548447e-39	1.51945005425806e-37	TRUE	chr8:106270178:+;chr8:106657808:+;chr8:106726107:+	chr8:106272774:+;chr8:106706973:+;chr8:106751696:+;chr8:106752694:+
MSL1	5.54584329826593e-39	2.39815708685621e-37	TRUE	chr17:40121971:+;chr17:40122573:+;chr17:40123097:+;chr17:40131780:+	chr17:40126281:+;chr17:40129324:+;chr17:40130307:+;chr17:40133603:+;chr17:40136789:+
BPTF	1.51521689661094e-38	6.45437167601136e-37	TRUE	chr17:67825503:+;chr17:67826033:+;chr17:67826142:+;chr17:67920100:+	chr17:67866498:+;chr17:67874890:+;chr17:67909656:+;chr17:67948141:+
PIK3R1	1.94617851127518e-38	8.16822569291081e-37	TRUE	chr5:68215756:+;chr5:68226437:+;chr5:68290637:+	chr5:68226722:+;chr5:68293198:+;chr5:68293835:+;chr5:68294587:+;chr5:68294660:+;chr5:68298245:+;chr5:68298753:+;chr5:68298594:+
DMD	2.38429942884125e-38	9.8620153187144e-37	TRUE	chrX:31266954:-;chrX:32155469:-	chrX:31121459:-;chrX:31121525:-;chrX:31679389:-;chrX:31932190:-
HP1BP3	3.04532011031849e-37	1.24162051354985e-35	TRUE	chr1:20776604:-;chr1:20780541:-;chr1:20786640:-;chr1:20787307:-	chr1:20767585:-;chr1:20742682:-;chr1:20773587:-;chr1:20776600:-;chr1:20770933:-
DDHD1	4.06509973919652e-37	1.63405558530519e-35	TRUE	chr14:53153098:-;chr14:53153204:-;chr14:53153282:-	chr14:53053750:-;chr14:53073825:-;chr14:53046026:-
TRIM36	6.60165350321786e-37	2.61682209696997e-35	TRUE	chr5:115169866:-;chr5:115180294:-;chr5:115180546:-	chr5:115125625:-;chr5:115126001:-;chr5:115141293:-;chr5:115143732:-;chr5:115171102:-
YTHDC1	9.15865227542733e-37	3.58065665672186e-35	TRUE	chr4:68330073:-;chr4:68338412:-;chr4:68349753:-;chr4:68350045:-	chr4:68313319:-;chr4:68337741:-;chr4:68338294:-;chr4:68322643:-
ARHGAP21	1.3849007605159e-36	5.34122536555728e-35	TRUE	chr10:24595960:-;chr10:24602103:-;chr10:24607871:-;chr10:24621369:-;chr10:24721866:-;chr10:24722034:-;chr10:24723221:-	chr10:24585828:-;chr10:24585859:-;chr10:24585952:-;chr10:24597965:-;chr10:24619542:-;chr10:24666984:-
PIK3R2	1.55380513416675e-36	5.91274647054922e-35	TRUE	chr19:18153158:+;chr19:18162046:+;chr19:18166276:+;chr19:18168498:+	chr19:18168509:+;chr19:18170058:+;chr19:18170229:+;chr19:18170540:+
COX20	2.22474336795486e-36	8.35449680545154e-35	TRUE	chr1:244835306:+;chr1:244835476:+;chr1:244835616:+	chr1:244843109:+;chr1:244843284:+;chr1:244845057:+
PAX6	3.23761018892152e-36	1.20001811417948e-34	TRUE	chr11:31802946:-;chr11:31803673:-;chr11:31806001:-;chr11:31806884:-;chr11:31807619:-;chr11:31810991:-;chr11:31811057:-;chr11:31811231:-;chr11:31812342:-;chr11:31817910:-	chr11:31789837:-;chr11:31789194:-;chr11:31789026:-;chr11:31793758:-
SCP2	4.7324924159073e-36	1.73160684038454e-34	TRUE	chr1:52927229:+;chr1:52927380:+;chr1:53014928:+	chr1:52974795:+;chr1:53050998:+;chr1:53051262:+;chr1:53051304:+;chr1:53051411:+;chr1:53051590:+
TRA2B	8.36222264347369e-36	3.02098524360429e-34	TRUE	chr3:185922107:-;chr3:185926770:-;chr3:185937420:-;chr3:185937987:-;chr3:185938103:-	chr3:185916744:-;chr3:185922057:-;chr3:185931624:-;chr3:185917124:-;chr3:185917328:-
CLASP2	2.86184992691573e-35	1.02096496142719e-33	TRUE	chr3:33535366:-;chr3:33535448:-;chr3:33645274:-;chr3:33645458:-;chr3:33659105:-	chr3:33496991:-;chr3:33607429:-;chr3:33517091:-;chr3:33593840:-
CYP51A1	3.27783254300582e-35	1.15493013305415e-33	TRUE	chr7:92123844:-;chr7:92134477:-;chr7:92134745:-;chr7:92134803:-	chr7:92113276:-;chr7:92113661:-;chr7:92118576:-;chr7:92127543:-
CLK4	4.84578474863724e-35	1.68656947226959e-33	TRUE	chr5:178623339:-;chr5:178627029:-	chr5:178602993:-;chr5:178602664:-;chr5:178603270:-;chr5:178603399:-;chr5:178603503:-;chr5:178621904:-
SLC43A3	8.08878273849129e-35	2.7813717994764e-33	TRUE	chr11:57427043:-;chr11:57427100:-	chr11:57423594:-;chr11:57406954:-;chr11:57407006:-
GPM6A	8.53811873012575e-35	2.90092748283082e-33	TRUE	chr4:175787387:-;chr4:175787676:-;chr4:175788055:-;chr4:175812264:-;chr4:175813114:-	chr4:175632943:-;chr4:175633448:-;chr4:175634532:-;chr4:175634820:-
ING5	1.45984773374812e-34	4.90165344954959e-33	TRUE	chr2:241687020:+;chr2:241687085:+;chr2:241702035:+	chr2:241694558:+;chr2:241712056:+;chr2:241724034:+;chr2:241726410:+
PIK3R3	1.54488121243357e-33	5.12684997707606e-32	TRUE	chr1:46132616:-;chr1:46133036:-	chr1:46040140:-;chr1:46041964:-;chr1:46042925:-;chr1:46061947:-;chr1:46062029:-;chr1:46066075:-;chr1:46076913:-;chr1:46042770:-
UBE3A	3.52502631156413e-33	1.15637070036828e-31	TRUE	chr15:25356765:-;chr15:25438925:-	chr15:25354554:-;chr15:25355905:-;chr15:25337773:-;chr15:25370920:-;chr15:25375498:-
TCF4	1.17274182673465e-32	3.80341496988716e-31	TRUE	chr18:55320881:-;chr18:55321694:-;chr18:55321810:-;chr18:55321986:-;chr18:55322222:-;chr18:55352023:-;chr18:55401688:-;chr18:55402206:-;chr18:55403660:-;chr18:55403714:-;chr18:55422241:-;chr18:55422355:-;chr18:55422492:-;chr18:55585852:-;chr18:55585966:-;chr18:55588150:-;chr18:55589746:-	chr18:55232545:-;chr18:55227607:-;chr18:55259217:-
KMT2C	2.15036842566826e-32	6.89567582792944e-31	TRUE	chr7:152435936:-;chr7:152436567:-;chr7:152436641:-	chr7:152202968:-;chr7:152248248:-;chr7:152315138:-;chr7:152220641:-
CUL1	2.31001541189202e-32	7.32531553948868e-31	TRUE	chr7:148698072:+;chr7:148698363:+;chr7:148698517:+;chr7:148698645:+;chr7:148698857:+	chr7:148731567:+;chr7:148801017:+;chr7:148759579:+;chr7:148798029:+;chr7:148798646:+;chr7:148801110:+
NDUFAF6	2.63491392848808e-32	8.26378500209339e-31	TRUE	chr8:94949560:+;chr8:95024975:+	chr8:94982082:+;chr8:95041624:+;chr8:95057952:+;chr8:95058710:+
FBXW7	3.22168967237041e-32	9.99424165754906e-31	TRUE	chr4:152352696:-;chr4:152352826:-;chr4:152536063:-	chr4:152322414:-;chr4:152330834:-;chr4:152411303:-
CCP110	5.3487866850601e-32	1.64144486012489e-30	TRUE	chr16:19523811:+;chr16:19523939:+;chr16:19527921:+	chr16:19536390:+;chr16:19532453:+;chr16:19537465:+;chr16:19537566:+;chr16:19540701:+;chr16:19540786:+;chr16:19542914:+
AZIN1	8.74580170995719e-32	2.65537426385296e-30	TRUE	chr8:102858102:-;chr8:102864035:-;chr8:102864128:-	chr8:102833076:-;chr8:102838784:-;chr8:102827659:-;chr8:102826357:-;chr8:102826402:-;chr8:102828003:-
ZNF638	1.38123372240273e-31	4.14951688814462e-30	TRUE	chr2:71331728:+;chr2:71365429:+	chr2:71363977:+;chr2:71369967:+
ACTL6A	3.67011018336464e-31	1.09109317326278e-29	TRUE	chr3:179562880:+;chr3:179569815:+;chr3:179581164:+	chr3:179576865:+;chr3:179588001:+;chr3:179588407:+
GNAS	5.76266645409656e-31	1.69553093401975e-29	TRUE	chr20:58888849:+;chr20:58889100:+;chr20:58891302:+;chr20:58891364:+;chr20:58891421:+;chr20:58891691:+;chr20:58891981:+;chr20:58892037:+;chr20:58892163:+;chr20:58892333:+;chr20:58903531:+;chr20:58903741:+	chr20:58911174:+;chr20:58910868:+;chr20:58911126:+
DNMT1	9.8473601423552e-31	2.86779243329406e-29	TRUE	chr19:10140195:-;chr19:10142074:-;chr19:10194904:-	chr19:10133346:-;chr19:10151432:-;chr19:10162721:-;chr19:10168335:-;chr19:10173090:-
SEPTIN11	2.02961348341132e-30	5.85102715318778e-29	TRUE	chr4:76949751:+;chr4:77020532:+;chr4:77028717:+;chr4:77030783:+;chr4:77030897:+	chr4:77028696:+;chr4:77030836:+;chr4:77030970:+;chr4:77035654:+
USP48	5.22463143350209e-30	1.4911098111215e-28	TRUE	chr1:21721146:-;chr1:21782943:-;chr1:21783149:-	chr1:21678910:-;chr1:21715435:-;chr1:21721037:-;chr1:21747129:-;chr1:21756547:-
MAP4K4	8.5669230043875e-30	2.42079190638831e-28	TRUE	chr2:101697703:+;chr2:101698007:+;chr2:101698081:+;chr2:101825319:+;chr2:101839828:+;chr2:101855977:+	chr2:101856116:+;chr2:101856047:+;chr2:101867281:+;chr2:101882601:+;chr2:101882685:+
RPL14	1.09199178452248e-29	3.05543583630114e-28	TRUE	chr3:40457292:+;chr3:40457877:+;chr3:40458631:+	chr3:40461659:+;chr3:40462280:+
KIF15	1.28393414846251e-29	3.55761947544854e-28	TRUE	chr3:44761721:+;chr3:44761794:+;chr3:44761862:+;chr3:44843123:+	chr3:44840383:+;chr3:44784941:+;chr3:44801837:+;chr3:44802942:+;chr3:44826164:+;chr3:44843225:+;chr3:44852721:+;chr3:44853253:+
NUB1	4.25417955702069e-29	1.16744504382087e-27	TRUE	chr7:151341761:+;chr7:151368830:+	chr7:151352852:+;chr7:151355908:+;chr7:151360197:+;chr7:151361249:+;chr7:151367085:+;chr7:151377221:+;chr7:151378449:+
SNX27	8.30241635326046e-29	2.25667583544813e-27	TRUE	chr1:151612006:+;chr1:151612189:+;chr1:151638856:+;chr1:151658235:+	chr1:151683437:+;chr1:151694516:+;chr1:151694992:+;chr1:151699080:+
GABRA2	1.828551896987e-28	4.92328973018952e-27	TRUE	chr4:46389788:-;chr4:46390039:-;chr4:46390128:-	chr4:46303568:-;chr4:46249549:-;chr4:46261927:-
RFX5	4.90384667772059e-28	1.30799798301071e-26	TRUE	chr1:151346606:-;chr1:151346818:-;chr1:151347206:-	chr1:151342365:-;chr1:151340640:-;chr1:151341960:-;chr1:151342246:-;chr1:151341837:-
KRI1	5.40845750613914e-28	1.42923497430751e-26	TRUE	chr19:10558221:-;chr19:10565971:-	chr19:10553090:-;chr19:10553549:-;chr19:10557855:-;chr19:10560357:-
CTR9	5.57800513460701e-28	1.46051620680444e-26	TRUE	chr11:10751246:+;chr11:10775521:+	chr11:10755115:+;chr11:10771579:+;chr11:10772649:+;chr11:10773253:+;chr11:10774160:+;chr11:10779742:+
PAPOLA	6.67494665892534e-28	1.73184525132481e-26	TRUE	chr14:96502376:+;chr14:96502542:+;chr14:96542729:+	chr14:96532696:+;chr14:96547917:+;chr14:96556333:+;chr14:96556405:+;chr14:96567111:+
FRMD4B	1.12076967108545e-27	2.88169066781791e-26	TRUE	chr3:69250212:-;chr3:69542583:-	chr3:69170806:-;chr3:69193764:-;chr3:69195279:-;chr3:69311296:-
ZNF568	1.34335094853187e-27	3.42314607777674e-26	TRUE	chr19:36916329:+;chr19:36973213:+;chr19:36973538:+	chr19:36949606:+;chr19:36950356:+;chr19:36950532:+;chr19:36951246:+;chr19:36979907:+;chr19:36981517:+
SAFB	5.25549557192735e-27	1.32736144798944e-25	TRUE	chr19:5623035:+;chr19:5657325:+;chr19:5664129:+	chr19:5626468:+;chr19:5641950:+;chr19:5649051:+;chr19:5653396:+;chr19:5654100:+;chr19:5668478:+
RPL23AP82	6.37158112761695e-27	1.59513092440516e-25	TRUE	chr22:50756948:+;chr22:50783729:+	chr22:50768479:+;chr22:50789179:+;chr22:50799193:+;chr22:50799434:+;chr22:50799489:+
SEPTIN2	1.34051957699771e-26	3.3268198893491e-25	TRUE	chr2:241315355:+;chr2:241315447:+;chr2:241315861:+;chr2:241324216:+;chr2:241337476:+;chr2:241350087:+	chr2:241351994:+;chr2:241353497:+;chr2:241353736:+;chr2:241354027:+;chr2:241336944:+;chr2:241352555:+
NFIB	1.36511157502582e-26	3.35864520269283e-25	TRUE	chr9:14306845:-;chr9:14308013:-;chr9:14313648:-;chr9:14313843:-;chr9:14314046:-;chr9:14314141:-;chr9:14314519:-;chr9:14314582:-	chr9:14087249:-;chr9:14088083:-;chr9:14087479:-;chr9:14088165:-;chr9:14307399:-;chr9:14081850:-
ELP4	1.70553294848112e-26	4.1603342179189e-25	TRUE	chr11:31509755:+;chr11:31509852:+	chr11:31594807:+;chr11:31783737:+;chr11:31783781:+;chr11:31785252:+;chr11:31783998:+
