gene_id	lr	df	pvalue	adj_pvalue	N1_C.HQ.bam	N1_T.HQ.bam	N28_C.HQ.bam	N28_T.HQ.bam	R2_C.HQ.bam	R2_T.HQ.bam	R8_C.HQ.bam	R8_T.HQ.bam	WARM1	WARM2	dWARM	MPRO_comparsion	MPRO	feature_id	Note	sig
NDUFA10:chr2:239957372:239961122:u2	32.188158907371	2	1.02430690873473e-07	3.53572121133252e-05	0.406083923111156	0.14330268650254	0.484291010323887	0.269451468865571	0.573827865982223	0.334850889215648	0.574447499334822	0.377600403868361	0.509662574688022	0.28130136211303	0.228361212574992	chr2_239960721_239960754_-_3UTR_vs_chr2_239957323_239957381_-_3UTR	0.476735178817236	chr2_239957323_239957381_-_3UTR;chr2_239959565_239959589_-_3UTR;chr2_239960721_239960754_-_3UTR	distal	TRUE
SNAPC3:chr9:15459867:15466733:u1	36.4126214315106	4	2.37981759346386e-07	7.53013950198524e-05	0.727162754940533	0.458216299780086	0.661317700441331	0.52402970713416	0.716143337655261	0.448651688265215	0.647101144984743	0.406889995908839	0.687931234505467	0.459446922772075	0.228484311733392	chr9_15461618_15461642_+_3UTR_vs_chr9_15466721_15466768_+_3UTR	0.355263157894737	chr9_15461618_15461642_+_3UTR;chr9_15462195_15462220_+_3UTR;chr9_15462453_15462477_+_3UTR;chr9_15462794_15462841_+_3UTR;chr9_15466721_15466768_+_3UTR	distal	TRUE
FAM162A:chr3:122409832:122412334:u1	26.121655749223	1	3.2056841119244e-07	8.62457560922884e-05	0.878787878787879	0.904255319148936	0.630434782608696	0.931818181818182	0.595238095238095	0.931506849315068	0.5	0.9375	0.651115189158667	0.926270087570547	-0.275154898411879	chr3_122409989_122410002_+_3UTR_vs_chr3_122412323_122412340_+_3UTR	-0.572879928409749	chr3_122409989_122410002_+_3UTR;chr3_122412323_122412340_+_3UTR	proximal	TRUE
CPD:chr17:30464815:30469989:u1	35.657607598971	4	3.40307578664095e-07	8.62457560922884e-05	0.457473942752779	0.480121617980988	0.619548446011903	0.513425701420159	0.697928645652927	0.507579775718739	0.708207513690523	0.507230850254248	0.620789637027033	0.502089486343534	0.118700150683499	chr17_30467679_30467700_+_3UTR_vs_chr17_30468666_30468691_+_3UTR	0.46217284061687	chr17_30466410_30466423_+_3UTR;chr17_30467331_30467358_+_3UTR;chr17_30467679_30467700_+_3UTR;chr17_30468666_30468691_+_3UTR;chr17_30469297_30469318_+_3UTR	distal	TRUE
CTDSPL2:chr15:44524175:44529038:u1	32.8841199377589	3	3.40712757804668e-07	8.62457560922884e-05	0.589852637846344	0.532854917001259	0.666430175524843	0.508396898640801	0.802185590336546	0.450418294558687	0.876936896245839	0.390634896015097	0.733851324988393	0.470576251553961	0.263275073434432	chr15_44526170_44526192_+_3UTR_vs_chr15_44529023_44529042_+_3UTR	0.748882780715566	chr15_44525989_44526007_+_3UTR;chr15_44526170_44526192_+_3UTR;chr15_44527215_44527257_+_3UTR;chr15_44529023_44529042_+_3UTR	distal	TRUE
LGALS8:chr1:236548162:236552979:u1	25.5484974129286	1	4.31401877182779e-07	9.64493989871164e-05	0.811594202898551	0.495726495726496	0.826771653543307	0.554838709677419	0.899497487437186	0.625377643504532	0.945841392649903	0.72752808988764	0.870926184132237	0.600867734699022	0.270058449433215	chr1_236549253_236549277_+_3UTR_vs_chr1_236550847_236550868_+_3UTR	0.54582395770448	chr1_236549253_236549277_+_3UTR;chr1_236550847_236550868_+_3UTR	distal	TRUE
MAP3K7:chr6:90513580:90516648:u1	29.310490532298	2	4.31825067890698e-07	9.64493989871164e-05	0.318258426966292	0.153312823256643	0.293910762373479	0.224909660662865	0.344558207565986	0.245626384477835	0.352604772052176	0.20575417092271	0.327333042239484	0.207400759830013	0.11993228240947	chr6_90515676_90515715_-_3UTR_vs_chr6_90513540_90513588_-_3UTR	0.277977624119682	chr6_90513540_90513588_-_3UTR;chr6_90515601_90515612_-_3UTR;chr6_90515676_90515715_-_3UTR	distal	TRUE
IPO7:chr11:9445195:9448127:u1	30.8104255183284	3	9.31871181377729e-07	0.000196573048649513	0.536813259376651	0.203863203105262	0.567324059400129	0.249010366284534	0.510560606481868	0.30562959227777	0.460290303990779	0.246299303773557	0.518747057312357	0.251200616360281	0.267546440952076	chr11_9446216_9446237_+_3UTR_vs_chr11_9447238_9447257_+_3UTR	0.537843185753154	chr11_9446216_9446237_+_3UTR;chr11_9446733_9446754_+_3UTR;chr11_9447238_9447257_+_3UTR;chr11_9448109_9448158_+_3UTR	distal	TRUE
OGT:chrX:71573795:71575892:u1	26.1746078414144	2	2.07136257031507e-06	0.00039848009529284	0.919555817014076	0.790148148299785	0.91561059844477	0.69232450529733	0.948052074677783	0.808104667373974	0.93139100599739	0.866529885941982	0.928652374033505	0.789276801728268	0.139375572305237	chrX_71574341_71574366_+_3UTR_vs_chrX_71575882_71575903_+_3UTR	0.262714080217557	chrX_71574341_71574366_+_3UTR;chrX_71575821_71575854_+_3UTR;chrX_71575882_71575903_+_3UTR	distal	TRUE
CAMK2D:chr4:113451032:113454515:u4	26.1481745934725	2	2.09892070209555e-06	0.00039848009529284	0.294237157839826	0.232992543863759	0.340702426118146	0.275698707917018	0.352335903979096	0.261002061753235	0.383262587122648	0.250705417691333	0.342634518764929	0.255099682806336	0.087534835958593	chr4_113452941_113452973_-_3UTR_vs_chr4_113451024_113451042_-_3UTR	0.189637858183839	chr4_113451024_113451042_-_3UTR;chr4_113452409_113452423_-_3UTR;chr4_113452941_113452973_-_3UTR	distal	FALSE
TRIP12:chr2:229758919:229767553:u2	25.7463566034285	2	2.56595891881408e-06	0.000432112121359399	0.172125053476269	0.0860253212641639	0.403311747857948	0.0962683082669812	0.439228356727878	0.188743847461024	0.393141725079207	0.147965981334748	0.351951720785325	0.129750864581729	0.222200856203596	chr2_229767197_229767242_-_3UTR_vs_chr2_229763806_229763842_-_3UTR	0.458414631569308	chr2_229763806_229763842_-_3UTR;chr2_229766369_229766392_-_3UTR;chr2_229767197_229767242_-_3UTR	distal	TRUE
AAK1:chr2:69457997:69475868:u1	33.7979337903262	5	2.61202336252638e-06	0.000432112121359399	0.544102688302252	0.0582944821183499	0.5590802392086	0.270270116856382	0.41722269314604	0.130704232932375	0.338125718999758	0.106793755631884	0.464632834914163	0.141515646884748	0.323117188029415	chr2_69474459_69474473_-_3UTR_vs_chr2_69457992_69458004_-_3UTR	0.441439138289532	chr2_69457992_69458004_-_3UTR;chr2_69467782_69467792_-_3UTR;chr2_69470918_69470930_-_3UTR;chr2_69474229_69474258_-_3UTR;chr2_69474459_69474473_-_3UTR;chr2_69474508_69474531_-_3UTR	distal	TRUE
PDS5B:chr13:32775053:32778019:u1	25.5323946016265	2	2.85568932029537e-06	0.000432112121359399	0.783883552896307	0.496457250826641	0.796410014170997	0.365774332685443	0.76209186813816	0.575697179673136	0.754700703301317	0.472181593639556	0.774271534626695	0.477527589206194	0.296743945420501	chr13_32775895_32775919_+_3UTR_vs_chr13_32778012_32778032_+_3UTR	0.435876138433516	chr13_32775895_32775919_+_3UTR;chr13_32777804_32777826_+_3UTR;chr13_32778012_32778032_+_3UTR	distal	TRUE
KPNA5:chr6:116732324:116741867:u2	25.5191772009907	2	2.87462421381766e-06	0.000432112121359399	0.840238345601122	0.628428279829282	0.834338315147127	0.594306378395014	0.917186587218133	0.785687246507436	0.904333834395444	0.778297698329244	0.874024270590456	0.696679900765244	0.177344369825212	chr6_116732454_116732466_+_3UTR_vs_chr6_116735624_116735650_+_3UTR	0.285310734463277	chr6_116732454_116732466_+_3UTR;chr6_116734738_116734775_+_3UTR;chr6_116735624_116735650_+_3UTR	distal	TRUE
ICA1L:chr2:202773150:202779532:u2	25.5152483837771	2	2.88027670044357e-06	0.000432112121359399	0.848282290279627	0.554039059032401	0.893422406488319	0.631312096691591	0.936784287616511	0.660111914273033	0.934782608695652	0.656470385165458	0.903317898270027	0.625483363790621	0.277834534479407	chr2_202778645_202778660_-_3UTR_vs_chr2_202775952_202775977_-_3UTR	0.431174656574152	chr2_202775952_202775977_-_3UTR;chr2_202778645_202778660_-_3UTR;chr2_202778956_202778975_-_3UTR	distal	TRUE
PPP1CB:chr2:28799304:28802940:u1	25.4306496177724	2	3.00472409684498e-06	0.000432112121359399	0.315457185959066	0.109754335741894	0.299828827368646	0.186252746791328	0.481532087798271	0.208497116973417	0.513328943022464	0.252281589661367	0.402536761037112	0.189196447292001	0.213340313745111	chr2_28800994_28801049_+_3UTR_vs_chr2_28802925_28802948_+_3UTR	0.475309697919094	chr2_28800994_28801049_+_3UTR;chr2_28801632_28801664_+_3UTR;chr2_28802925_28802948_+_3UTR	distal	TRUE
DIS3:chr13:72752170:72759794:u1	28.3459656403038	3	3.07269614872367e-06	0.000432112121359399	0.125213815789474	0.0978961074561403	0.171478822512486	0.0739409228307255	0.197057935016112	0.0767294657097289	0.237574416047323	0.0488666017347839	0.182831247341348	0.0743582744328446	0.108472972908504	chr13_72759039_72759059_-_3UTR_vs_chr13_72757413_72757419_-_3UTR	0.237382787501043	chr13_72755391_72755406_-_3UTR;chr13_72757413_72757419_-_3UTR;chr13_72758922_72758982_-_3UTR;chr13_72759039_72759059_-_3UTR	distal	TRUE
FEM1A:chr19:4793865:4801273:u1	26.710659939763	3	6.76966926686591e-06	0.000918015507367495	0.675413192190543	0.516427822439706	0.606715309332401	0.567524466969591	0.871155190492835	0.385048933939182	0.551842512607979	0.340032622626121	0.676281551155939	0.45225846149365	0.224023089662289	chr19_4795543_4795560_+_3UTR_vs_chr19_4801159_4801185_+_3UTR	0.593375616631431	chr19_4795543_4795560_+_3UTR;chr19_4798634_4798635_+_3UTR;chr19_4799460_4799461_+_3UTR;chr19_4801159_4801185_+_3UTR;chr19_4801265_4801278_+_3UTR	distal	TRUE
GPHN:chr14:67180938:67181808:u1	19.0906200483732	1	1.24656045607167e-05	0.00163213450058763	0.89171974522293	0.803680981595092	0.892241379310345	0.707509881422925	0.88135593220339	0.762345679012346	0.908823529411765	0.729211087420043	0.893535146537107	0.750686907362601	0.142848239174506	chr14_67181645_67181666_+_3UTR_vs_chr14_67181786_67181808_+_3UTR	0.305314994056716	chr14_67181645_67181666_+_3UTR;chr14_67181786_67181808_+_3UTR	distal	TRUE
ZNF569:chr19:37411158:37412596:u1	18.9640058490061	1	1.33207815041865e-05	0.00168596691237987	0.842105263157895	0.625	0.75	0.589285714285714	0.909090909090909	0.558823529411765	0.811965811965812	0.544776119402985	0.828290496053654	0.579471340775116	0.248819155278538	chr19_37411655_37411689_-_3UTR_vs_chr19_37411138_37411170_-_3UTR	0.53030303030303	chr19_37411138_37411170_-_3UTR;chr19_37411655_37411689_-_3UTR	distal	TRUE
GABRB2:chr5:161288429:161294080:u1	18.7534228689556	1	1.48756120337846e-05	0.00182202254491227	1	0.818181818181818	0.983606557377049	0.875	0.968127490039841	0.838582677165354	0.982625482625483	0.874157303370787	0.983589882510593	0.85148044967949	0.132109432831103	chr5_161290684_161290707_-_3UTR_vs_chr5_161290275_161290312_-_3UTR	0.235379771743408	chr5_161290275_161290312_-_3UTR;chr5_161290684_161290707_-_3UTR	distal	TRUE
TMEM218:chr11:125094389:125097605:u1	18.5607413501751	1	1.64575219647977e-05	0.00195278784063553	0.536378365866831	0.125	0.594583751253761	0.108106929484104	0.545454545454545	0	0.324306252089602	0	0.500180728666185	0.0582767323710261	0.441903996295159	chr11_125097011_125097048_-_3UTR_vs_chr11_125095017_125095036_-_3UTR	0.943826179120297	chr11_125095017_125095036_-_3UTR;chr11_125096041_125096057_-_3UTR;chr11_125097011_125097048_-_3UTR	distal	TRUE
VCPIP1:chr8:66628487:66634500:u1	21.4755505594426	2	2.17091814258314e-05	0.00243650642763275	0.870665582694143	0.67564520771371	0.83100834692507	0.5554600402955	0.854509647323616	0.73834152622188	0.863432614365814	0.727829079919409	0.854904047827161	0.674318963537625	0.180585084289536	chr8_66633226_66633250_-_3UTR_vs_chr8_66630558_66630598_-_3UTR	0.292408373096184	chr8_66630248_66630267_-_3UTR;chr8_66630558_66630598_-_3UTR;chr8_66633226_66633250_-_3UTR	distal	TRUE
ARPP19:chr15:52547045:52551933:u1	26.7203564398878	4	2.26416541181767e-05	0.00243650642763275	0.815942308649968	0.609028496979659	0.801382303456714	0.616704718956658	0.85074894492838	0.550522445758867	0.806702918967655	0.633337699411866	0.818694119000679	0.602398340276763	0.216295778723917	chr15_52549486_52549549_-_3UTR_vs_chr15_52547221_52547250_-_3UTR	0.448787079388351	chr15_52547041_52547053_-_3UTR;chr15_52547221_52547250_-_3UTR;chr15_52549104_52549187_-_3UTR;chr15_52549486_52549549_-_3UTR;chr15_52550777_52550798_-_3UTR	distal	TRUE
DPYSL3:chr5:147390808:147394034:u1	17.9253135038293	1	2.29745001038148e-05	0.00243650642763275	0.784431137724551	0.898148148148148	0.679012345679012	0.95253164556962	0.739130434782609	0.953307392996109	0.928571428571429	0.94578313253012	0.7827863366894	0.937442579810999	-0.154656243121599	chr5_147393355_147393385_-_3UTR_vs_chr5_147390800_147390860_-_3UTR	-0.361487004347213	chr5_147390800_147390860_-_3UTR;chr5_147393355_147393385_-_3UTR	proximal	TRUE
CNOT6L:chr4:77713387:77720430:u1	21.3198470512595	2	2.34668088243773e-05	0.00243650642763275	0.0901236991949735	0.0700962104849794	0.496201422767298	0.337213542397128	0.734619412265201	0.291306695464363	0.737460379792993	0.185292686466506	0.514601228505116	0.220977283703244	0.293623944801872	chr4_77718018_77718031_-_3UTR_vs_chr4_77713384_77713395_-_3UTR	0.696623376623377	chr4_77713384_77713395_-_3UTR;chr4_77718018_77718031_-_3UTR;chr4_77718477_77718482_-_3UTR	distal	TRUE
PABPC1:chr8:100702916:100703359:u2	21.2964774104239	2	2.37426225500162e-05	0.00243650642763275	0.257270294380018	0.285420447670901	0.240376488666923	0.265400717703349	0.384979302188054	0.384500241429261	0.310677652597949	0.429139372035238	0.298325934458236	0.341115194709688	-0.0427892602514516	chr8_100703288_100703314_-_3UTR_vs_chr8_100703116_100703130_-_3UTR	-0.248125368358599	chr8_100702908_100702931_-_3UTR;chr8_100703116_100703130_-_3UTR;chr8_100703288_100703314_-_3UTR	proximal	TRUE
PREX1:chr20:48624253:48625884:u1	17.74322393073	1	2.52816375331758e-05	0.00252616783456496	0.719676549865229	0.457482993197279	0.790697674418605	0.532608695652174	0.666666666666667	0.503311258278146	0.578947368421053	0.5	0.688997064842888	0.4983507367819	0.190646328060989	chr20_48624995_48625051_-_3UTR_vs_chr20_48624247_48624264_-_3UTR	0.464475165415421	chr20_48624247_48624264_-_3UTR;chr20_48624995_48625051_-_3UTR	distal	TRUE
ZFP30:chr19:37631006:37634980:u1	17.3167572982142	1	3.16384513366408e-05	0.00308028717244167	0.841535433070866	0.504101049868766	0.582601453664446	0.448818897637795	0.772235146743021	0.484734444959086	0.81483063437825	0.556042101880122	0.752800666964146	0.498424123586442	0.254376543377703	chr19_37634193_37634203_-_3UTR_vs_chr19_37632483_37632498_-_3UTR	0.601778944298629	chr19_37632161_37632169_-_3UTR;chr19_37632483_37632498_-_3UTR;chr19_37634193_37634203_-_3UTR	distal	TRUE
PUM2:chr2:20248691:20251584:u1	25.81358093159	4	3.4504761732206e-05	0.00327536450742966	0.807047661832028	0.720412092445758	0.869088201318263	0.748118964870423	0.887747940099205	0.806016902316829	0.879105445554587	0.721621810452926	0.860747312201021	0.749042442521484	0.111704869679537	chr2_20251275_20251300_-_3UTR_vs_chr2_20248678_20248771_-_3UTR	0.216868475694993	chr2_20248678_20248771_-_3UTR;chr2_20249687_20249706_-_3UTR;chr2_20249741_20249800_-_3UTR;chr2_20249849_20249872_-_3UTR;chr2_20251275_20251300_-_3UTR	distal	TRUE
SLC2A13:chr12:39755025:39760025:u1	16.9852427926858	1	3.76714833987882e-05	0.0034887468893951	1	0.333333333333333	1	0.6	1	0.585106382978723	0.911764705882353	0.525210084033613	0.977941176470588	0.510912450086418	0.467028726384171	chr12_39758220_39758222_-_3UTR_vs_chr12_39755019_39755046_-_3UTR	0.774789915966387	chr12_39755019_39755046_-_3UTR;chr12_39758220_39758222_-_3UTR	distal	TRUE
SPRYD7:chr13:49912702:49915062:u1	22.9360053634575	3	4.16425061163118e-05	0.00373112071750166	0.672632175940513	0.709832225484082	0.60213571533598	0.6929338122545	0.417732686369652	0.735513822702062	0.359447140126452	0.743469851718639	0.512986929443149	0.720437428039821	-0.207450498596672	chr13_49914658_49914670_-_3UTR_vs_chr13_49912693_49912711_-_3UTR	-0.448620510150963	chr13_49912693_49912711_-_3UTR;chr13_49914221_49914282_-_3UTR;chr13_49914658_49914670_-_3UTR;chr13_49914960_49914989_-_3UTR	proximal	TRUE
HAUS3:chr4:2228367:2231926:u1	16.7673584122704	1	4.2253934909816e-05	0.00373112071750166	0.0555555555555556	0.305555555555556	0.024390243902439	0.168316831683168	0.037037037037037	0.183333333333333	0.0181818181818182	0.169491525423729	0.0337911636692124	0.206674311498946	-0.172883147829734	chr4_2231807_2231850_-_3UTR_vs_chr4_2231180_2231200_-_3UTR	-0.315015889830508	chr4_2231180_2231200_-_3UTR;chr4_2231807_2231850_-_3UTR	proximal	TRUE
CELF4:chr18:37243045:37245197:u4	19.7893763396041	2	5.04419105553662e-05	0.00435290759951648	0.793103448275862	0.727653607972091	0.872647589584945	0.751494058918653	0.960063188033766	0.812223159670955	0.833333333333333	0.849452259978267	0.864786889806977	0.785205771634992	0.0795811181719851	chr18_37244924_37244943_-_3UTR_vs_chr18_37244546_37244550_-_3UTR	0.266904134409488	chr18_37244546_37244550_-_3UTR;chr18_37244924_37244943_-_3UTR;chr18_37244977_37244991_-_3UTR	distal	TRUE
ZNF43:chr19:21804946:21807606:u1	22.4227558574989	3	5.32669722628976e-05	0.00444509389738557	0.709822598295341	0.773616312942156	0.855124787709057	0.506706360638945	0.888087045664464	0.53522506588986	0.847993039004275	0.526449780911116	0.825256867668284	0.585499380095519	0.239757487572765	chr19_21807325_21807335_-_3UTR_vs_chr19_21804922_21804974_-_3UTR	0.525	chr19_21804922_21804974_-_3UTR;chr19_21806610_21806619_-_3UTR;chr19_21807051_21807092_-_3UTR;chr19_21807325_21807335_-_3UTR	distal	TRUE
EIF5:chr14:103341053:103345024:u1	22.3977851340387	3	5.3908534652751e-05	0.00444509389738557	0.564220000909753	0.41060440651052	0.496721679938351	0.490162745142062	0.647556177219796	0.513091409953613	0.670646043735563	0.498479682491879	0.594785975450866	0.478084561024519	0.116701414426347	chr14_103343148_103343173_+_3UTR_vs_chr14_103345011_103345030_+_3UTR	0.359946179981358	chr14_103341347_103341362_+_3UTR;chr14_103343148_103343173_+_3UTR;chr14_103343206_103343229_+_3UTR;chr14_103345011_103345030_+_3UTR	distal	TRUE
FAM200B:chr4:15688952:15690447:u1	19.6155464889798	2	5.50222315451993e-05	0.00444509389738557	0.325658210179749	0.559105879949958	0.384149530537868	0.518438001434519	0.340059509164719	0.488720846931465	0.220278368451576	0.461448593383641	0.317536404583478	0.506928330424896	-0.189391925841418	chr4_15689091_15689109_+_3UTR_vs_chr4_15690442_15690458_+_3UTR	-0.286489013742193	chr4_15688964_15688992_+_3UTR;chr4_15689091_15689109_+_3UTR;chr4_15690442_15690458_+_3UTR	proximal	TRUE
RPAP2:chr1:92387012:92402056:u1	22.2252118537535	3	5.85578609239652e-05	0.00463217079017283	0.503141365567669	0.414033199055424	0.446419062832801	0.502403561708674	0.535639405522592	0.432305494307699	0.545339701375758	0.438728664767003	0.507634883824705	0.4468677299597	0.060767153865005	chr1_92387298_92387350_+_3UTR_vs_chr1_92388394_92388399_+_3UTR	0.234425225776825	chr1_92387298_92387350_+_3UTR;chr1_92388133_92388215_+_3UTR;chr1_92388394_92388399_+_3UTR;chr1_92389802_92389837_+_3UTR	distal	TRUE
ABHD2:chr15:89195424:89202355:u1	19.1393782399912	2	6.98130837144754e-05	0.00540980160946659	0.8	0.375	0.953202646679296	0.761313289775372	0.906686622064164	0.749248414463389	0.939054346720156	0.704376575240919	0.899735903865904	0.64748456986992	0.252251333995984	chr15_89196948_89196973_+_3UTR_vs_chr15_89202344_89202375_+_3UTR	0.437366623986342	chr15_89196948_89196973_+_3UTR;chr15_89200922_89200932_+_3UTR;chr15_89202344_89202375_+_3UTR	distal	TRUE
TNKS:chr8:9776737:9782346:u1	18.8243927709027	2	8.17212587071829e-05	0.00620591238622347	0.818181818181818	0.534508036490009	0.75566067080692	0.525809910692621	0.813362242400478	0.713759504850256	0.825610014982051	0.583622190176777	0.803203686592817	0.589424910552416	0.213778776040401	chr8_9778878_9778899_+_3UTR_vs_chr8_9782331_9782363_+_3UTR	0.393490484429066	chr8_9778878_9778899_+_3UTR;chr8_9780089_9780124_+_3UTR;chr8_9782331_9782363_+_3UTR	distal	TRUE
MED13L:chr12:115958576:115961265:u1	15.3904949655316	1	8.74269613085563e-05	0.00637785144392056	0.514705882352941	0.232876712328767	0.509677419354839	0.216867469879518	0.467889908256881	0.290598290598291	0.377358490566038	0.306818181818182	0.467407925132675	0.261790163656189	0.205617761476485	chr12_115959823_115959829_-_3UTR_vs_chr12_115958575_115958585_-_3UTR	0.395900698313725	chr12_115958575_115958585_-_3UTR;chr12_115959823_115959829_-_3UTR	distal	TRUE
PTPN4:chr2:119977071:119984898:u1	21.3543595401964	3	8.88613994972676e-05	0.00637785144392056	0.168107201257194	0.100230414746544	0.222483582402784	0.179292916348426	0.379909892396885	0.177120106514306	0.360097368812249	0.164888962939092	0.282649511217278	0.155383100137092	0.127266411080186	chr2_119977447_119977471_+_3UTR_vs_chr2_119983800_119983819_+_3UTR	0.345727466776837	chr2_119977073_119977104_+_3UTR;chr2_119977447_119977471_+_3UTR;chr2_119980597_119980611_+_3UTR;chr2_119983800_119983819_+_3UTR	distal	TRUE
GALK2:chr15:49328160:49331881:u1	18.6531972985974	2	8.90245263439003e-05	0.00637785144392056	0.853791291291291	0.369390617032126	0.629459459459459	0.535328185328185	0.912274774774775	0.490359261700725	0.814629847238543	0.621809309309309	0.802538843191017	0.504221843342587	0.298316999848431	chr15_49328505_49328542_+_3UTR_vs_chr15_49329689_49329703_+_3UTR	0.597465215594434	chr15_49328505_49328542_+_3UTR;chr15_49328941_49328989_+_3UTR;chr15_49329689_49329703_+_3UTR	distal	TRUE
