gene_id	N1_C.HQ.bam	N1_H.HQ.bam	N1_T.HQ.bam	N28_C.HQ.bam	N28_H.HQ.bam	N28_T.HQ.bam	R2_C.HQ.bam	R2_H.HQ.bam	R2_T.HQ.bam	R8_C.HQ.bam	R8_H.HQ.bam	R8_T.HQ.bam
ABCD2:chr12:39550033:39553911:u1	0.389760837070254	0.458274089467352	0.438500960922486	0.626723135691746	0.387458411688124	0.513503872808805	0.605515207642815	0.535933443474156	0.536463287584364	0.711289897124769	0.615562368445136	0.584542337114218
ABCD3:chr1:94517130:94518663:u2	0.703703703703704	0.607843137254902	0.238095238095238	0.411764705882353	0.558139534883721	0.63265306122449	0.62962962962963	0.882352941176471	0.458333333333333	0.352941176470588	0.543478260869565	0.380952380952381
ABCE1:chr4:145127574:145129524:u1	0.681998641801181	0.692914992326867	0.614724964739069	0.717144846547999	0.685276106479084	0.679766636748301	0.728909721412134	0.642924306535026	0.779337601850818	0.722644342326766	0.748345448627536	0.775682638274016
ABCF1:chr6:30590702:30591522:u1	0.14	0.218390804597701	0.154761904761905	0.119047619047619	0.206896551724138	0.131147540983607	0.138888888888889	0.183673469387755	0.0833333333333333	0.111111111111111	0.148148148148148	0.10655737704918
ABCF2:chr7:151211484:151214053:u1	0.148286140089419	0.186451818637372	0.156596895902229	0.243854340724683	0.252033717594529	0.223391095136515	0.246899616776666	0.124383812908403	0.30762817019768	0.310987431254369	0.332660234075777	0.255069601768074
ABCG2:chr4:88090264:88092355:u1	0.103283619389331	0.199913267044575	0.19623293389332	0.227959313766248	0.220055858846428	0.249224738166286	0.256450763559768	0.172227807298897	0.252321166264793	0.0310689836756187	0.107359136387572	0.251908899420748
ABHD10:chr3:111991377:111993368:u2	0.888888888888889	0.888888888888889	0.75	0.6	0.833333333333333	0.5	1	0.9	0.875	0.869565217391304	0.8	0.939393939393939
ABHD11:chr7:73736095:73737513:u1	0.833333333333333	0.9	0.897959183673469	1	0.742857142857143	0.916666666666667	1	0.875	0.9375	1	0.857142857142857	0.666666666666667
ABHD13:chr13:108230233:108234243:u1	0.628898128898129	0.795619369369369	0.40045045045045	0.685803303303303	0.432432432432432	0.623847760804283	0.858726726726727	0.45541613041613	0.796589714714715	0.810298691548691	0.784740385546837	0.743716793716794
ABHD15:chr17:29560547:29562560:u1	NA	0.6	0.166666666666667	1	0.222222222222222	0.333333333333333	1	1	0.666666666666667	NA	0.5	NA
ABHD17B:chr9:71865152:71866786:u1	0.853900709219858	0.817375886524823	0.66016548463357	0.800630417651694	0.779290780141844	0.797718162195498	0.752786220871327	0.676660219213411	0.737846550612508	0.779226721574011	0.724116572207253	0.788000766724171
ABHD2:chr15:89195424:89202355:u1	0.8	0.780042094673303	0.375	0.953202646679296	0.651916592936225	0.761313289775372	0.906686622064164	0	0.749248414463389	0.939054346720156	0.785560454137568	0.704376575240919
ABHD5:chr3:43718507:43722725:u1	0.327766463000679	0.289721153604385	0.159495926680244	0.301117077084491	0.155274100475221	0.295298710115411	0.512800297834133	0.133288074224938	0.407105680018104	0.350907530517875	0.25673229237384	0.458905459562447
ABI1:chr10:26746596:26748569:u1	0.547761533514251	0.524427934250113	0.434055775331717	0.538289562499756	0.511072813320054	0.511485395849347	0.624943745942738	0.430899308224443	0.624580282373882	0.629234467758026	0.628602636491305	0.623437831969397
ABI2:chr2:203427291:203432169:u1	0.5	0.345454545454545	0.1	0.4	0.303571428571429	0.340425531914894	0.458333333333333	0.294117647058824	0.392307692307692	0.317460317460317	0.197802197802198	0.293706293706294
ABL2:chr1:179099331:179107717:u2	1	0.2	1	1	1	0	0.75	1	0.5	1	0.125	0.25
ABLIM1:chr10:114431110:114436259:u1	0.641129032258065	0.58974358974359	0.6125	0.572755417956656	0.572052401746725	0.622950819672131	0.950990615224192	0.818181818181818	0.932038834951456	0.742857142857143	0.707964601769911	0.739884393063584
ABLIM2:chr4:7965327:7966989:u2	1	0.904761904761905	0.932584269662921	0.941176470588235	0.91304347826087	0.901639344262295	0.928571428571429	0.930232558139535	0.943262411347518	0.888888888888889	0.923076923076923	0.940860215053763
ABLIM3:chr5:149258405:149260438:u1	0.956204379562044	0.985815602836879	0.901639344262295	0.947368421052632	0.887892376681614	0.976190476190476	0.965909090909091	0.8984375	0.948051948051948	0.927444794952681	0.925373134328358	0.992957746478873
ABRAXAS2:chr10:124834972:124836667:u1	0.91304347826087	0.942307692307692	0.76	0.958333333333333	0.94	0.938461538461538	1	0.909090909090909	0.94017094017094	0.916666666666667	0.954545454545455	0.961832061068702
ABT1:chr6:26598646:26600739:u1	0.297797954498017	0.357545397620538	0.186277300240982	0.504327967880953	0.384384514067325	0.5	0.592450129707487	0.214621164683782	0.476309747443122	0.333333333333333	0.551480454423473	0.755255389569729
ACAA2:chr18:49782164:49783846:u1	0.0588235294117647	0.0894308943089431	0.0746268656716418	0.173913043478261	0.0730593607305936	0.123287671232877	0.0833333333333333	0.0191082802547771	0.170731707317073	0.0909090909090909	0.148648648648649	0.0952380952380952
ACACB:chr12:109266363:109268225:u1	0.967213114754098	0.976744186046512	0.893805309734513	0.864864864864865	0.84070796460177	0.827586206896552	0.866666666666667	0.8	0.875	1	1	0.833333333333333
ACAD9:chr3:128912608:128913114:u1	0.791666666666667	0.828125	0.892405063291139	0.853932584269663	0.825471698113208	0.858333333333333	0.885245901639344	0.680851063829787	0.91044776119403	0.875	0.845454545454545	0.909836065573771
ACADL:chr2:210187923:210188960:u1	0.765548098434005	0.475276773934492	0.913870246085011	0	0.574872673616069	0.748322147651007	1	0.592701342281879	0.731096196868009	0.913870246085011	0	0.749067859806115
ACADM:chr1:75762764:75763678:u1	0.127272727272727	0.121621621621622	0.12719298245614	0.0909090909090909	0.0916905444126074	0.095959595959596	0.113095238095238	0.0858895705521472	0.109170305676856	0.0909090909090909	0.104166666666667	0.0837988826815642
ACADSB:chr10:123053766:123058315:u1	0.580645161290323	0.747663551401869	0.48936170212766	0.84	0.634146341463415	0.464788732394366	0.962962962962963	0.454545454545455	0.778625954198473	0.972067039106145	0.859223300970874	0.936619718309859
ACAP2:chr3:195274745:195279327:u1	0.5	0.85	0.6	1	0.787878787878788	0.772727272727273	0.952380952380952	0.4	0.928571428571429	0.913793103448276	0.940740740740741	0.842105263157895
ACAP3:chr1:1292391:1293563:u1	0.429594272076372	0.417142857142857	0.353562005277045	0.291666666666667	0.422480620155039	0.362924281984334	0.487903225806452	0.387096774193548	0.438297872340426	0.43796992481203	0.507352941176471	0.435779816513761
ACAT2:chr6:159778830:159779112:u1	0.692307692307692	0.884615384615385	0.883720930232558	0.9	0.861111111111111	0.789473684210526	0.857142857142857	0.941176470588235	1	0.909090909090909	0.80952380952381	0.875
ACBD3:chr1:226144679:226146609:u1	0.833333333333333	0.780487804878049	0.875	0.909090909090909	0.787878787878788	0.823529411764706	0.705882352941177	0.6875	0.853658536585366	0.695652173913043	0.848484848484849	0.673913043478261
ACCS:chr11:44083793:44084236:u1	0.375	0.660714285714286	0.470588235294118	0.714285714285714	0.465909090909091	0.692307692307692	1	0.434782608695652	0.6	0.75	0.533333333333333	0.7
ACE:chr17:63497367:63498373:u1	1	0.8	0.5	1	0.666666666666667	0.590909090909091	0.5	0.444444444444444	0.576923076923077	1	0	0.666666666666667
ACER3:chr11:77020328:77026797:u1	0.0909090909090909	0.0851063829787234	0.181818181818182	0.142857142857143	0.2	0.122448979591837	0.36	0.419354838709677	0.171717171717172	0.181102362204724	0.147540983606557	0.0521739130434783
ACO1:chr9:32450112:32454768:u1	0.748062015503876	0.806794055201699	0.726315789473684	0.764285714285714	0.757925072046109	0.790540540540541	0.824675324675325	0.744	0.791666666666667	0.803532008830022	0.815730337078652	0.764705882352941
ACOT11:chr1:54609113:54610329:u1	0.6	0.464285714285714	0.6	0.555555555555556	0.64	0.666666666666667	0	0.181818181818182	0.363636363636364	0	0.166666666666667	NA
ACOT11:chr1:54634730:54639192:u2	0.333333333333333	0.204545454545455	0.157894736842105	0.266666666666667	0.229166666666667	0.366666666666667	0.454545454545455	0.454545454545455	0.333333333333333	0.125	0.2	0.3
ACOT13:chr6:24701616:24705067:u1	0.728022802280228	0.557201874033557	0.496284922609908	0.553555355535554	0.557055705570557	0.698715326078062	0.831533153315332	0	0.689133619244277	0.887688768876888	0.726780678067807	0.739161416141614
ACOT9:chrX:23701056:23703893:u1	0.166666666666667	0.32	0.571428571428571	0.444444444444444	0.272727272727273	0.125	0.666666666666667	0.2	0.722222222222222	0.466666666666667	0.466666666666667	0.851851851851852
ACOX1:chr17:75941511:75946747:u1	0.530677081815267	0.650975089563266	0.776245947775284	0.766872394998397	0.57575588608389	0.67418524648406	0.837808592497595	0.626995831997435	0.770246873998076	0.528924105711538	0.70267484999771	0.671141925830929
ACOX3:chr4:8366282:8367080:u2	0.598814229249012	0.633022774327122	0.815579710144928	1	0.699275362318841	0.644021739130435	0.5	0.729347826086956	0.699275362318841	0.666666666666667	0.431159420289855	0.730364656381487
ACP1:chr2:277305:278282:u2	0.837837837837838	0.88	1	0.984615384615385	0.961748633879781	0.913978494623656	0.91044776119403	0.99236641221374	0.977443609022556	0.917525773195876	0.960526315789474	0.965811965811966
ACP7:chr19:39110069:39111492:u1	0.857142857142857	0.916666666666667	0.85	1	0.714285714285714	0.75	1	0.9	1	0.935483870967742	0.967741935483871	1
ACSBG1:chr15:78167468:78171443:u1	0.333333333333333	0.272875816993464	0.141483516483516	0.327044025157233	0.300423131170663	0.282105263157895	0.333333333333333	0.225409836065574	0.431578947368421	0.473684210526316	0.340163934426229	0.4375
ACSL3:chr2:222941655:222944638:u1	0.196294786198461	0.2112852144632	0.137553208646313	0.144767671703098	0.16540785279419	0.126505274960502	0.257895112379593	0.140293294778151	0.172317224883036	0.141409336557392	0.1663344477573	0.17551714691334
ACSL5:chr10:112427359:112428380:u1	0.867871059156925	0.870826474408396	0.899395170051634	0.818900006015279	0.782153598244115	0.764996450668492	0.96	0.739445464206357	0.81807917109458	0.73710001180777	0.807073003403328	0.726975916418063
ACSL6:chr5:131949974:131954233:u1	0.331467819893157	0.551913362648545	0.525660026766062	0.484821504282201	0.425424640624544	0.362296035178253	0.805102300396119	0.199064820535184	0.734333926905792	0.89801711095342	0.766636239843177	0.892009030780972
ACSM5:chr16:20440428:20441336:u2	1	0.714285714285714	0.4	1	0.428571428571429	0.2	NA	0.363636363636364	1	1	0	NA
ACSS3:chr12:81254923:81261210:u1	0.122448979591837	0.0964912280701754	0.0266666666666667	0	0.170068027210884	0.150375939849624	0.5	0.04	0.0875	NA	0.108108108108108	0.136363636363636
ACTN1:chr14:68874123:68874858:u1	0.592592592592593	0.464454976303318	0.484126984126984	0.421052631578947	0.398190045248869	0.545454545454545	0.464285714285714	0.6	0.682119205298013	0.488372093023256	0.494623655913978	0.628755364806867
ACTN2:chr1:236762620:236764627:u1	0.184106436533621	0.253608671084399	0.147398379581813	0.182308522114347	0.227022047683115	0.278708462888931	0	0.173510727556035	0.306740181389588	0.125	0.244818256811404	0.303982380438691
ACTN4:chr19:38729433:38731589:u1	0.341463414634146	0.317269076305221	0.340425531914894	0.408163265306122	0.279661016949153	0.319018404907975	0.333333333333333	0.435643564356436	0.398692810457516	0.294117647058824	0.316326530612245	0.441860465116279
ACTR2:chr2:65268735:65271256:u1	0.876595744680851	0.901200369344414	0.893258426966292	0.903765690376569	0.955533596837945	0.937150837988827	0.879492600422833	0.887719298245614	0.92145702902675	0.861985472154964	0.886309523809524	0.919493257049448
ACTR3:chr2:113957456:113962596:u1	0.362737114832979	0.364705539471895	0.280633208448269	0.267138676484471	0.363673132804524	0.360001044222837	0.275892265803223	0.308312838170192	0.311104817646874	0.2333115066373	0.358449103308916	0.350857794743539
ACTR3C:chr7:149881359:149888960:u3	0.333333333333333	0.166666666666667	0.5	0.555555555555556	0.4	0.6	0.666666666666667	1	0.4	0.285714285714286	0.5	1
ACTR5:chr20:38771817:38772519:u1	0.232558139534884	0.214285714285714	0.28	0.113636363636364	0.180722891566265	0.135802469135802	0.326923076923077	0.166666666666667	0.166666666666667	0.222222222222222	0.155172413793103	0.306451612903226
ACTR8:chr3:53867066:53868718:u1	0.747339994598974	0.780912565695174	0.569254658385093	0.692147293700089	0.693414556458035	0.75575983436853	0.769015766841854	0.539586766383572	0.686936485674214	0.779132823698041	0.732440922395945	0.760331262939959
ACVR2A:chr2:147927275:147930827:u1	1	0.769230769230769	0.252723311546841	0.775484462790964	0.45445858655353	0.75125558995528	0.845347536070286	0.0644333306872007	0.704842773022522	0.888623971467998	0.73173506919637	0.690241228070175
ADAL:chr15:43351946:43354569:u2	NA	0.666666666666667	0.5	1	0.6	0.6	0.6	0.875	0.454545454545455	0.25	0.75	0.777777777777778
ADAM17:chr2:9488486:9490176:u1	0.866032620389895	0.816319684676185	0.652682558651487	0.939901880621423	0.7545482420278	0.85570221547327	0.826426819296811	0.704102736761099	0.849885737048452	0.66522602499708	0.892931770691378	0.653222097301717
ADAM22:chr7:88196492:88202889:u2	0.376695270837281	0.486661817318112	0.370992483509741	0.787454917111698	0.533199037935556	0.522507635024892	0.874142488682456	0.255407271053843	0.695483531654724	0.899632028718994	0.718693479168227	0.756283253001348
ADAM23:chr2:206617628:206621127:u1	0.476190476190476	0.497708816705336	0.302753959447191	0.656483629801495	0.597538585695551	0.321334106728538	0.567981438515081	0.140238647663242	0.570038669760247	0.648230858468678	0.745858155138898	0.608232362292687
ADAM28:chr8:24354405:24359014:u2	1	0.55	NA	0.666666666666667	0.810344827586207	0.909090909090909	NA	0.4	NA	1	0.801980198019802	0.764705882352941
ADAMTS1:chr21:26835755:26837578:u1	0.97972972972973	0.937954164337619	0.979274611398964	0.922848664688427	0.935368043087971	0.928571428571429	0.908045977011494	0.983606557377049	0.951456310679612	0.875	0.894594594594595	0.912400455062571
ADAMTS3:chr4:72280969:72283135:u1	1	1	0.666666666666667	NA	0.857142857142857	0.846153846153846	NA	NA	0.8125	NA	0.703703703703704	0.75
ADARB1:chr21:45222198:45226563:u2	0.833333333333333	0.833333333333333	0.909090909090909	1	0.923076923076923	0.875	0.91304347826087	0.6	1	0.963636363636364	0.925925925925926	0.875
ADARB2:chr10:1177313:1183192:u1	0.295671295931397	0.325136945604311	0.263252323215345	0.280797292638481	0.270331644908373	0.375327465980165	0.506750479353219	0.18295800470458	0.434278712891174	0.206465338314653	0.306747706052552	0.62852266961856
ADAT1:chr16:75596868:75600215:u1	0.333333333333333	0.5	0	1	0.75	0.5	0.666666666666667	0.333333333333333	0.5	0.6	0.642857142857143	1
ADAT2:chr6:143422832:143428462:u1	0.0842179050670939	0.177587083455299	0.168435810134188	0.304316952824864	0.244342078910475	0.0842179050670939	0.272481474063689	0.118278089325055	0.342316743440817	0.367945123172441	0.23936844916216	0.359837105280726
ADCY1:chr7:45713996:45723115:u2	NA	1	1	1	0	0.4	0.2	0	0.12	0.0714285714285714	0.4	0.128205128205128
ADCY5:chr3:123282296:123284607:u1	0.785714285714286	0.484210526315789	0.422413793103448	0.428571428571429	0.462686567164179	0.547619047619048	0.666666666666667	0.445454545454545	0.704081632653061	0.8	0.44	0.727272727272727
ADCY7:chr16:50315506:50318134:u2	1	0.63768115942029	0.523809523809524	0.714285714285714	0.580645161290323	0.777777777777778	0.5	0.48	0.75	0.555555555555556	0.530612244897959	0.843137254901961
ADCY9:chr16:3962654:3965774:u1	1	0.8	0.75	NA	0.25	0.333333333333333	NA	NA	NA	NA	0	NA
ADD3:chr10:110133619:110135565:u1	0.806451612903226	0.909803921568627	0.594594594594595	0.755555555555556	0.830882352941177	0.711229946524064	0.941176470588235	0.728813559322034	0.814285714285714	0.927710843373494	0.903703703703704	0.818181818181818
ADGRE2:chr19:14732392:14736235:u1	NA	0.425079988169817	0.0701386461610159	NA	0.24208318769661	0.201735989747175	0.105207969241524	0.105207969241524	NA	0.276301992310381	0.34418734708144	0.187946272532082
ADGRF5:chr6:46852524:46853991:u1	0.754512555717375	0.621120446699077	0.545841259775946	0.758067986230637	0.471177392496817	0.746558815908796	0.72017700431355	0.735489126316587	0.563758301178571	0.658016682113068	0.569996653279786	0.552310692043536
ADGRL2:chr1:81990391:81993932:u3	1	0.816326530612245	0.721428571428571	0.571428571428571	0.645833333333333	0.782258064516129	0.666666666666667	0.634615384615385	0.782152230971129	0.285714285714286	0.672619047619048	0.782608695652174
ADGRL3:chr4:62070170:62078335:u1	0.760683760683761	0.842767295597484	0.743243243243243	0.814814814814815	0.819875776397516	0.73953488372093	0.807692307692308	0.710144927536232	0.772845953002611	0.670588235294118	0.803108808290155	0.692111959287532
ADGRL4:chr1:78889764:78891153:u1	0	0.0540540540540541	0.0769230769230769	0	0.176470588235294	0.125	1	0	0.142857142857143	0	0.03125	0
ADH1B:chr4:99304971:99307839:u1	1	0.818653846153846	0.662343470483005	0.831171735241503	0.798192585281599	0.851967799642218	NA	0.84731663685152	1	NA	0.89610568322554	0.8
ADH5:chr4:99070979:99072416:u1	0.819693094629156	0.844945619881681	0.750292803021249	0.882352941176471	0.80721467679836	0.877197890025575	0.911764705882353	0.832282388217656	0.907270734380709	0.804737017680418	0.842109865127768	0.951285684661644
ADHFE1:chr8:66468353:66468906:u1	0.266666666666667	0.129032258064516	0.209302325581395	0.0735294117647059	0.0777385159010601	0.0359712230215827	0.0434782608695652	0.125	0.125	0	0.258620689655172	0.3125
ADI1:chr2:3497366:3498962:u1	0.397979797979798	0.454082998661312	0.592318244170096	0.291291291291291	0.478451178451178	0.422222222222222	0.373856209150327	0.499588477366255	0.556666666666667	0.368518518518519	0.476344086021505	0.582716049382716
ADK:chr10:74708357:74709303:u1	0.577740176724948	0.619316631188254	0.558773763312432	0.831218274111675	0.683620646328592	0.64138264442833	0.909983079526227	0.511385061638869	0.704215718040105	0.699943598420756	0.688198798978136	0.713976311336717
ADPRHL1:chr13:113421945:113422821:u1	0.5	0.727272727272727	0.622222222222222	0.5	0.5	0.25	0.5	0.714285714285714	0.761904761904762	0	0.545454545454545	0.75
ADRA1A:chr8:26753815:26756758:u4	0.375	0.214285714285714	0	0	0.111111111111111	0	0.333333333333333	NA	0.2	NA	0.125	0.5
ADSL:chr22:40366523:40369367:u1	0.0833333333333333	0.0869565217391304	0.2	0.0555555555555556	0.0588235294117647	0.157894736842105	0	0.0333333333333333	0.0909090909090909	0.0666666666666667	0	0.125
ADSS2:chr1:244408492:244409585:u1	0.777777777777778	0.759259259259259	0.737226277372263	0.896551724137931	0.755952380952381	0.794117647058823	0.849056603773585	0.736	0.815286624203822	0.790322580645161	0.723684210526316	0.764285714285714
AEBP2:chr12:19518118:19522227:u1	0.260606060606061	0.33982683982684	0.36013986013986	0.0378787878787879	0.0757575757575758	0.114478114478114	0.63030303030303	0.272727272727273	0.243801652892562	0.0303030303030303	0.0662878787878788	0.143308080808081
AFAP1:chr4:7758713:7763764:u1	0.6875	0.551724137931034	0.4	0.538461538461538	0.666666666666667	0.6	0.727272727272727	0.727272727272727	0.6875	0.433962264150943	0.727272727272727	0.556962025316456
AFAP1L1:chr5:149340031:149343635:u2	0.682479338842975	0.337636363636364	0.443343108504399	0.703636363636364	0.545167464114833	0.346688311688312	0.511363636363636	0.444895104895105	0.367972027972028	0.611919191919192	0.420909090909091	0.527636363636364
AFAP1L2:chr10:114294824:114296041:u1	0.805	0.876068376068376	0.892086330935252	0.711764705882353	0.856	0.787096774193548	0.820809248554913	0.833333333333333	0.8	0.70694087403599	0.765957446808511	0.804347826086957
AFDN:chr6:167962583:167965109:u1	0.444444444444444	0.576923076923077	0.206896551724138	0.585365853658537	0.607142857142857	0.52	0.688311688311688	0.71875	0.655172413793103	0.763157894736842	0.621621621621622	0.6
AFDN:chr6:167969936:167972022:u2	0.850533807829182	0.809941520467836	0.818897637795276	0.852760736196319	0.786476868327402	0.835164835164835	0.833333333333333	0.815789473684211	0.855421686746988	0.8	0.732057416267943	0.688888888888889
AFG1L:chr6:108522426:108526001:u1	NA	0.565778853914447	0.875	0.360169491525424	0.485169491525424	0.750977835723598	0.614157527417747	0.813559322033898	0.577401129943503	0.487103905674282	0.549152542372881	0.505982053838484
AFG3L2:chr18:12328944:12329564:u1	0.876543209876543	0.816425120772947	0.86697247706422	0.854014598540146	0.82	0.808988764044944	0.904	0.787878787878788	0.880102040816326	0.833333333333333	0.831509846827133	0.875925925925926
AGA:chr4:177430775:177431707:u1	1	0.935483870967742	0.9	1	0.795454545454545	0.842105263157895	1	0.941176470588235	1	0.75	0.739130434782609	1
AGAP11:chr10:87009906:87010203:u1	NA	0.6	NA	0	0.444444444444444	0.333333333333333	NA	NA	0.75	0.5	NA	1
AGAP1:chr2:236124123:236131793:u2	0.35824995095154	0.0761624484991171	0.114581467359316	0.0940749460466941	0.104899941141848	0.2157854049353	0.422424955856386	0.16795827611013	0.106909947027663	0.176846108570652	0.193140572886011	0.475913433241273
AGAP2:chr12:57723761:57726551:u1	0.137254901960784	0.428571428571429	0.179487179487179	0.408163265306122	0.197183098591549	0.193181818181818	0.290322580645161	0.205128205128205	0.237704918032787	0.225	0.181818181818182	0.17741935483871
AGAP4:chr10:45825592:45825914:u1	0.939393939393939	0.964912280701754	0.870967741935484	0.854166666666667	0.882352941176471	0.925	1	0.942307692307692	0.953488372093023	0.958904109589041	0.925925925925926	0.92
AGAP5:chr10:73674275:73674598:u1	1	0.285714285714286	0.666666666666667	0.5	0.636363636363636	0.777777777777778	1	0.6	0.75	0.5	0.714285714285714	0.857142857142857
AGAP6:chr10:50010187:50010516:u1	0.953488372093023	0.888059701492537	0.952380952380952	0.9375	0.908163265306122	0.894736842105263	0.962264150943396	0.921739130434783	0.882978723404255	0.894117647058824	0.852941176470588	0.931623931623932
AGFG1:chr2:227554496:227561222:u1	0.179802147311173	0.190712688710207	0.187050494631722	0.235219653992217	0.176818728804288	0.172307606365522	0.554484788813637	0.111377044193809	0.310448365675342	0.619633675590354	0.487191574424919	0.386846078109616
AGFG2:chr7:100564992:100568220:u1	0.8	0.666666666666667	0.818181818181818	1	0.785714285714286	0.833333333333333	1	0.5	0.916666666666667	1	1	1
AGGF1:chr5:77063253:77065233:u1	0.67079488824197	0.447557680719964	0.438700021381227	0.595266458090613	0.404520941724277	0.468330629236942	0.526157793457344	0.361843672683955	0.497464405738941	0.610123666259734	0.441651116683189	0.551361128928801
AGK:chr7:141652925:141655243:u2	0.208110119047619	0.214741743471582	0.112000066880685	0.234492481203008	0.176713620230701	0.208874886980109	0.199943816812439	0.125899398220827	0.259960195734736	0.211858974358974	0.253380102040816	0.254723305704534
AGL:chr1:99921652:99924023:u1	0.893939393939394	0.819444444444444	0.780487804878049	0.886363636363636	0.724137931034483	0.615384615384615	0.714285714285714	0.863636363636364	0.814159292035398	0.75	0.7421875	0.608247422680412
AGO1:chr1:35919608:35930531:u1	0.251509951956074	0.229278832710542	0.132123887786208	0.188022455695757	0.29111729220099	0.120039779810346	0.324272235047801	0.319161646203513	0.241871313702842	0.258505255224945	0.370550553783627	0.21758865248227
AGO2:chr8:140520156:140532043:u1	NA	0	0.2	NA	0	0.4	1	0.333333333333333	1	1	0.4	0.75
AGO4:chr1:35853606:35857889:u1	0.622358677984468	0.623764509826457	0.510008428150021	0.62307206068268	0.524002668914173	0.456601611883692	0.540048762867979	0.281352718078382	0.559863276677436	0.448553167579716	0.53264591234724	0.471487267473361
AGPAT3:chr21:43982393:43987590:u1	0.20850678398462	0.167977045772898	0.153109120415943	0.290956298683017	0.0846838648891323	0.212290452306719	0.637483297507698	0.187489371141262	0.612862371463429	0.704783448556324	0.270475005781084	0.696410013103791
AGPAT4:chr6:161129970:161136539:u1	0.415274365274365	0.532552425575681	0.295942625672355	0.664279864279864	0.228128765708384	0.243214673447232	0.90998946998947	0.048117619085361	0.527898146079964	0.898466968889504	0.740213921052244	0.8266195241805
AGPAT5:chr8:6757389:6761500:u1	0.0277777777777778	0.137096774193548	0	0.2	0.11304347826087	0.0655737704918033	0.27027027027027	0.0212765957446809	0.0916666666666667	0.166666666666667	0.0869565217391304	0.0236220472440945
AGPS:chr2:177538196:177543834:u1	0.311375300461249	0.287361171666596	0.188050845622469	0.358981355161437	0.247954603871325	0.203885521734917	0.523201105397558	0.197453387903593	0.287915680890623	0.567563512936996	0.442813219034432	0.363675408013744
AGT:chr1:230702523:230703140:u1	0.508571428571429	0.603896103896104	0.561363636363636	0.571428571428571	0.584890965732087	0.634660421545667	0.503597122302158	0.56020942408377	0.680851063829787	0.524390243902439	0.635135135135135	0.695652173913043
