gene_id	lr	df	pvalue	adj_pvalue	N1_H.HQ.bam	N1_T.HQ.bam	N28_H.HQ.bam	N28_T.HQ.bam	R2_H.HQ.bam	R2_T.HQ.bam	R8_H.HQ.bam	R8_T.HQ.bam	WARM1	WARM2	dWARM	MPRO_comparsion	MPRO	feature_id	Note	sig
ATP2A2:chr12:110346471:110351092:u1	26.9499754635453	2	1.4056823260145e-06	0.000554477782961538	0.715505303128728	0.899161717208177	0.67967398616183	0.866824534727502	0.542023832404382	0.936985055810607	0.816812609270847	0.90426548249843	0.688503932741447	0.901809197561179	-0.213305264819732	chr12_110347299_110347327_+_3UTR_vs_chr12_110351083_110351100_+_3UTR	-0.361799423319517	chr12_110347299_110347327_+_3UTR;chr12_110350964_110350990_+_3UTR;chr12_110351083_110351100_+_3UTR	proximal	TRUE
PDE1A:chr2:182136453:182143038:u3	20.2023031457063	1	6.96690052660909e-06	0.00251911511541307	0.344827586206897	0.533333333333333	0.478260869565217	0.636363636363636	0.157894736842105	0.789473684210526	0.125	0.89051094890511	0.276495798153555	0.712420400703151	-0.435924602549597	chr2_182142599_182142617_-_3UTR_vs_chr2_182140470_182140492_-_3UTR	-0.992088607594937	chr2_182140470_182140492_-_3UTR;chr2_182142599_182142617_-_3UTR	proximal	TRUE
RAB6B:chr3:133824236:133828787:u1	19.5152613049931	1	9.97991620193785e-06	0.00333098895386218	0.571428571428571	0.709251101321586	0.547826086956522	0.745454545454545	0.43956043956044	0.785472972972973	0.605015673981191	0.793152639087018	0.540957692981681	0.758332814709031	-0.21737512172735	chr3_133826700_133826734_-_3UTR_vs_chr3_133824233_133824251_-_3UTR	-0.419393318020052	chr3_133824233_133824251_-_3UTR;chr3_133826700_133826734_-_3UTR	proximal	TRUE
AK5:chr1:77558671:77559966:u1	19.1076971804032	1	1.23545619267304e-05	0.00382903172857738	0.819672131147541	0.911684782608696	0.777227722772277	0.944186046511628	0.687179487179487	0.980322003577818	0.883259911894273	0.984903695991671	0.791834813248395	0.955274132172453	-0.163439318924058	chr1_77558718_77558737_+_3UTR_vs_chr1_77559953_77559980_+_3UTR	-0.308653113493372	chr1_77558718_77558737_+_3UTR;chr1_77559953_77559980_+_3UTR	proximal	TRUE
SREK1:chr5:66178756:66183616:u1	22.1319546475052	2	1.5635332142553e-05	0.00452278041110249	0.192528735632184	0.269476372924649	0.19896004378763	0.315181573450398	0.140715356607411	0.50727621827786	0.146306559022076	0.419173392027391	0.169627673762325	0.377776889170074	-0.208149215407749	chr5_66180641_66180673_+_3UTR_vs_chr5_66182468_66182491_+_3UTR	-0.378112856439166	chr5_66180641_66180673_+_3UTR;chr5_66180876_66180889_+_3UTR;chr5_66182468_66182491_+_3UTR	proximal	TRUE
COA7:chr1:52684449:52687719:u1	18.3878941073929	1	1.8019921715828e-05	0.00488677752031111	0.941176470588235	0.529411764705882	0.961538461538462	0.769230769230769	1	0.73134328358209	1	0.814432989690722	0.975678733031674	0.711104701802366	0.264574031229308	chr1_52685866_52685867_-_3UTR_vs_chr1_52684428_52684466_-_3UTR	0.487993680884676	chr1_52684428_52684466_-_3UTR;chr1_52685866_52685867_-_3UTR	distal	TRUE
CUL4B:chrX:120523860:120526760:u1	23.6436627331861	3	2.96459159634803e-05	0.00751748624884265	0.297666783913706	0.282096377066479	0.1342068237777	0.408861363750565	0.226579903857428	0.323012425017349	0.398089775156254	0.315650173275748	0.264135821676272	0.332405084777535	-0.0682692631012635	chrX_120526017_120526034_-_3UTR_vs_chrX_120525918_120525954_-_3UTR	0.81984126984127	chrX_120523848_120523876_-_3UTR;chrX_120525918_120525954_-_3UTR;chrX_120526017_120526034_-_3UTR;chrX_120526691_120526697_-_3UTR	distal	TRUE
GCOM1:chr15:57714570:57717557:u1	17.3441484819759	1	3.11857000412924e-05	0.00751748624884265	0.851963746223565	0.684014869888476	0.802325581395349	0.641666666666667	0.760233918128655	0.542307692307692	0.77843137254902	0.453488372093023	0.798238654574147	0.580369400238965	0.217869254335183	chr15_57716246_57716261_+_3UTR_vs_chr15_57717540_57717564_+_3UTR	0.439632862563298	chr15_57716246_57716261_+_3UTR;chr15_57717540_57717564_+_3UTR	distal	TRUE
PABPC1:chr8:100702916:100703359:u2	20.3631829377409	2	3.78609065046686e-05	0.00830845206636614	0.30090595340811	0.285420447670901	0.299919028340081	0.265400717703349	0.304894890286942	0.384500241429261	0.392030360531309	0.429139372035238	0.324437558141611	0.341115194709688	-0.0166776365680769	chr8_100703288_100703314_-_3UTR_vs_chr8_100703116_100703130_-_3UTR	-0.210306438789567	chr8_100702908_100702931_-_3UTR;chr8_100703116_100703130_-_3UTR;chr8_100703288_100703314_-_3UTR	proximal	TRUE
LETM1:chr4:1811479:1814423:u1	20.3402977466247	2	3.82966216472281e-05	0.00830845206636614	0.387759660486933	0.536171176270803	0.363000635727908	0.707644628099174	0.184769775678867	0.644784032434118	0.461649992750471	0.73955773955774	0.349295016161045	0.657039394090458	-0.307744377929414	chr4_1813153_1813175_-_3UTR_vs_chr4_1811474_1811494_-_3UTR	-0.489421064868635	chr4_1811474_1811494_-_3UTR;chr4_1813153_1813175_-_3UTR;chr4_1814257_1814298_-_3UTR	proximal	TRUE
DDX54:chr12:113157173:113158876:u1	16.663898014242	1	4.46221712905323e-05	0.00921979053474379	0.0384615384615385	0.325	0.0563380281690141	0.181818181818182	0.09375	0.380952380952381	0.0952380952380952	0.285714285714286	0.0709469154671619	0.293371212121212	-0.22242429665405	chr12_113158484_113158499_-_3UTR_vs_chr12_113157169_113157185_-_3UTR	-0.443500054484036	chr12_113157169_113157185_-_3UTR;chr12_113158484_113158499_-_3UTR	proximal	TRUE
CRTC1:chr19:18777383:18782333:u1	16.3915373105319	1	5.15147160761184e-05	0.00989002892040768	0.025	0.175572519083969	0.154929577464789	0.481132075471698	0.115942028985507	0.63768115942029	0.0555555555555556	0.581395348837209	0.0878567905014629	0.468945275703292	-0.381088485201829	chr19_18777944_18777963_+_3UTR_vs_chr19_18782326_18782338_+_3UTR	-0.581566025074296	chr19_18777944_18777963_+_3UTR;chr19_18782326_18782338_+_3UTR	proximal	TRUE
MAPKAPK5:chr12:111893062:111902222:u1	24.9110456386354	4	5.24246750793677e-05	0.00989002892040768	0.0618488968621156	0.0823781197872407	0.0820847889717685	0.073998622347531	0.0798151352448567	0.179324992366353	0.112887470018747	0.112607942494028	0.084159072774372	0.112077419248788	-0.0279183464744161	chr12_111893133_111893202_+_3UTR_vs_chr12_111893406_111893436_+_3UTR	-0.222646942868407	chr12_111893133_111893202_+_3UTR;chr12_111893344_111893376_+_3UTR;chr12_111893406_111893436_+_3UTR;chr12_111897772_111897803_+_3UTR;chr12_111902211_111902235_+_3UTR	proximal	TRUE
UTRN:chr6:144850998:144853034:u1	19.0794333883669	2	7.19372250049542e-05	0.0125558784134028	0.756100217864924	0.611692789305582	0.80011606777597	0.569664902998236	0.802225079467124	0.68666892044174	0.733396141239278	0.658380243555354	0.772959376586824	0.631601714075228	0.141357662511596	chr6_144852559_144852576_+_3UTR_vs_chr6_144852894_144852928_+_3UTR	0.249167730839355	chr6_144852559_144852576_+_3UTR;chr6_144852894_144852928_+_3UTR;chr6_144853018_144853039_+_3UTR	distal	TRUE
ZNF138:chr7:64831451:64833680:u3	15.7485554974178	1	7.23431574867643e-05	0.0125558784134028	0.85	0.43859649122807	0.721649484536082	0.303030303030303	0.738095238095238	0.590163934426229	0.855670103092783	0.640625	0.791353706431026	0.493103932171151	0.298249774259875	chr7_64833300_64833335_+_3UTR_vs_chr7_64833658_64833686_+_3UTR	0.578536754507628	chr7_64833300_64833335_+_3UTR;chr7_64833658_64833686_+_3UTR	distal	TRUE
SEPTIN3:chr22:41994757:41998221:u1	15.5553990263484	1	8.01225099392013e-05	0.0128999885789485	0.954545454545455	0.868131868131868	0.988636363636364	0.794871794871795	1	0.869333333333333	0.947368421052632	0.862542955326461	0.972637559808612	0.848719987915864	0.123917571892748	chr22_41997648_41997649_+_3UTR_vs_chr22_41998202_41998222_+_3UTR	0.23092307969513	chr22_41997648_41997649_+_3UTR;chr22_41998202_41998222_+_3UTR	distal	TRUE
ST8SIA3:chr18:57360278:57368930:u1	21.5667597478492	3	8.02718809936872e-05	0.0128999885789485	0.233975346687211	0.632177709296353	0.348634822804314	0.249876733436055	0.316240369799692	0.468182703717479	0.358366089116694	0.466820041443069	0.314304157101978	0.454264296973239	-0.139960139871261	chr18_57363374_57363397_+_3UTR_vs_chr18_57368921_57368934_+_3UTR	-0.505932517612162	chr18_57362431_57362441_+_3UTR;chr18_57363374_57363397_+_3UTR;chr18_57363994_57364014_+_3UTR;chr18_57365692_57365710_+_3UTR;chr18_57368921_57368934_+_3UTR	proximal	TRUE
EIF4G3:chr1:20806292:20807318:u2	21.167390850459	3	9.71765868283975e-05	0.0147128360214849	0.665344912029537	0.444417862838915	0.672508350636454	0.474848053795422	0.638083845978583	0.471787517513019	0.519959487304858	0.458069660955909	0.623974148987358	0.462280773775816	0.161693375211542	chr1_20807283_20807317_-_3UTR_vs_chr1_20806447_20806501_-_3UTR	0.320911728139246	chr1_20806447_20806501_-_3UTR;chr1_20806527_20806556_-_3UTR;chr1_20806874_20806888_-_3UTR;chr1_20807283_20807317_-_3UTR	distal	TRUE
MPDZ:chr9:13105708:13106964:u1	15.1684212605069	1	9.8334234759867e-05	0.0147128360214849	0.6113074204947	0.344444444444444	0.584615384615385	0.461077844311377	0.604519774011299	0.48780487804878	0.637055837563452	0.400651465798046	0.609374604171209	0.423494658150662	0.185879946020547	chr9_13106559_13106586_-_3UTR_vs_chr9_13105699_13105731_-_3UTR	0.362212141165675	chr9_13105699_13105731_-_3UTR;chr9_13106559_13106586_-_3UTR	distal	TRUE
NIPAL3:chr1:24469186:24472983:u3	17.822230810928	2	0.000134881302710611	0.0192575728336564	0.702354085603113	0.630081132544085	0.698181682131098	0.606136291933957	0.721270086434788	0.699740596627756	0.645001585815844	0.715549519124881	0.691701859996211	0.66287688505767	0.0288249749385411	chr1_24471426_24471431_+_3UTR_vs_chr1_24471810_24471843_+_3UTR	-0.219332011558499	chr1_24471426_24471431_+_3UTR;chr1_24471810_24471843_+_3UTR;chr1_24472968_24472983_+_3UTR	proximal	TRUE
PALM2AKAP2:chr9:110168498:110172511:u2	20.4399412119164	3	0.000137585793464704	0.0192575728336564	0.547546091924175	0.470272271752407	0.46416309101326	0.456891067255258	0.332405544014542	0.691671351240294	0.554651603527233	0.577050457407273	0.474691582619802	0.548971286913808	-0.0742797042940058	chr9_110168634_110168662_+_3UTR_vs_chr9_110169685_110169689_+_3UTR	-0.319831584471369	chr9_110168634_110168662_+_3UTR;chr9_110169567_110169622_+_3UTR;chr9_110169685_110169689_+_3UTR;chr9_110172485_110172517_+_3UTR	proximal	TRUE
PIK3R1:chr5:68297602:68301821:u1	14.3019657635305	1	0.000155702196712541	0.0205909681929859	0.739231664726426	0.419684308263695	0.766331658291457	0.415485278080698	0.910979228486647	0.674302788844621	0.72741935483871	0.617910447761194	0.78599047658581	0.531845705737552	0.254144770848258	chr5_68298587_68298621_+_3UTR_vs_chr5_68298746_68298777_+_3UTR	0.392972095624983	chr5_68298587_68298621_+_3UTR;chr5_68298746_68298777_+_3UTR	distal	TRUE
BMERB1:chr16:15586830:15588259:u1	17.5235887217877	2	0.000156603353392149	0.0205909681929859	0.237574750830565	0.107595573440644	0.285999240121581	0.193576661433804	0.257273405445729	0.159742010011552	0.204285714285714	0.108537539103233	0.246283277670897	0.142362945997308	0.103920331673589	chr16_15587943_15587975_+_3UTR_vs_chr16_15588223_15588282_+_3UTR	0.24249622885263	chr16_15587943_15587975_+_3UTR;chr16_15588030_15588042_+_3UTR;chr16_15588223_15588282_+_3UTR	distal	TRUE
FAM162A:chr3:122409832:122412334:u1	13.5366750807107	1	0.000233946485790401	0.0298557000542515	0.824561403508772	0.904255319148936	0.713656387665198	0.931818181818182	0.728395061728395	0.931506849315068	0.863354037267081	0.9375	0.782491722542362	0.926270087570547	-0.143778365028185	chr3_122409989_122410002_+_3UTR_vs_chr3_122412323_122412340_+_3UTR	-0.302042725713395	chr3_122409989_122410002_+_3UTR;chr3_122412323_122412340_+_3UTR	proximal	TRUE
APP:chr21:25880550:25881669:u1	13.2632304384169	1	0.000270662828355276	0.0334880716306425	0.335664335664336	0.512876473155827	0.382075471698113	0.497921862011638	0.363235294117647	0.581678411274824	0.428738773916439	0.501634268019955	0.377428468849134	0.523527753615561	-0.146099284766427	chr21_25880775_25880821_-_3UTR_vs_chr21_25880534_25880581_-_3UTR	-0.277271545403899	chr21_25880534_25880581_-_3UTR;chr21_25880775_25880821_-_3UTR	proximal	TRUE
MPPED1:chr22:43505617:43507848:u1	16.3768924432574	2	0.000277845258977444	0.0334880716306425	0.888888888888889	0.857142857142857	0.692307692307692	0.827697262479871	0.25	0.952245862884161	0.8125	0.934640522875817	0.660924145299145	0.892931626345677	-0.232007481046531	chr22_43506909_43506920_+_3UTR_vs_chr22_43507836_43507860_+_3UTR	-0.339660119178989	chr22_43506909_43506920_+_3UTR;chr22_43507733_43507745_+_3UTR;chr22_43507836_43507860_+_3UTR	proximal	TRUE
GPATCH2L:chr14:76201852:76214343:u7	13.1241665459671	1	0.000291511010651012	0.0341855750058038	0.894736842105263	0.666666666666667	0.727272727272727	0.428571428571429	1	0.55	0.936170212765957	0.608695652173913	0.889544945535987	0.563483436853002	0.326061508682985	chr14_76204878_76204896_+_3UTR_vs_chr14_76207338_76207361_+_3UTR	0.702469135802469	chr14_76204878_76204896_+_3UTR;chr14_76207338_76207361_+_3UTR	distal	TRUE
KPNA5:chr6:116732324:116741867:u2	16.1103221626972	2	0.000317459254119579	0.0362488343059172	0.915529517800811	0.628428279829282	0.794751935761399	0.594306378395014	0.872956696300545	0.785687246507436	0.90054769599969	0.778297698329244	0.870946461465611	0.696679900765244	0.174266560700368	chr6_116732454_116732466_+_3UTR_vs_chr6_116735624_116735650_+_3UTR	0.295138888888889	chr6_116732454_116732466_+_3UTR;chr6_116734738_116734775_+_3UTR;chr6_116735624_116735650_+_3UTR	distal	TRUE
HIPK2:chr7:139561570:139572926:u1	12.5035705721173	1	0.000406174994679029	0.0445574432963725	0.985507246376812	0.855263157894737	0.926829268292683	0.770833333333333	1	0.857142857142857	0.967741935483871	0.6	0.970019612538341	0.770809837092732	0.199209775445609	chr7_139569656_139569657_-_3UTR_vs_chr7_139561569_139561578_-_3UTR	0.314455569461827	chr7_139561569_139561578_-_3UTR;chr7_139569656_139569657_-_3UTR	distal	TRUE
ODR4:chr1:186419077:186421375:u1	18.1438938990207	3	0.000410791733610335	0.0445574432963725	0.828553546370711	0.618777561058345	0.748367537313433	0.750715897257897	0.746381727725011	0.694709714141159	0.830163208348501	0.822450248756219	0.788366504939414	0.721663355303405	0.0667031496360094	chr1_186420793_186420808_+_3UTR_vs_chr1_186421365_186421375_+_3UTR	0.340264762754723	chr1_186419221_186419238_+_3UTR;chr1_186420480_186420500_+_3UTR;chr1_186420793_186420808_+_3UTR;chr1_186421365_186421375_+_3UTR	distal	TRUE
ABCA5:chr17:69244311:69247536:u1	18.0575885420335	3	0.000427982682688508	0.0445574432963725	0.253227931488801	0.353269537480064	0.28946344175702	0.362433862433862	0.267975757575758	0.375757575757576	0.214231601731602	0.393731838937318	0.256224683138295	0.371298203652205	-0.11507352051391	chr17_69247326_69247353_-_3UTR_vs_chr17_69247096_69247149_-_3UTR	-0.239796026210104	chr17_69246501_69246520_-_3UTR;chr17_69246631_69246657_-_3UTR;chr17_69247096_69247149_-_3UTR;chr17_69247326_69247353_-_3UTR	proximal	TRUE
TBC1D30:chr12:64875789:64881033:u1	12.3914662592506	1	0.000431300442140503	0.0445574432963725	0.473031316509577	0.674507617985879	0.583681716833891	0.743334925943621	0.528010033444816	0.805627171477741	0.601958910654563	0.773947404590644	0.546670494360712	0.749354279999471	-0.20268378563876	chr12_64876024_64876040_+_3UTR_vs_chr12_64878617_64878644_+_3UTR	-0.415184144818976	chr12_64876024_64876040_+_3UTR;chr12_64878617_64878644_+_3UTR;chr12_64879014_64879026_+_3UTR	proximal	TRUE
HUWE1:chrX:53532096:53533308:u1	15.4316532074508	2	0.000445716880889098	0.0445912610911788	0.309514347031238	0.274713265858466	0.288527289727452	0.26144430245853	0.324397226725536	0.268030435505199	0.252320013928789	0.260270230515455	0.293689719353253	0.266114558584413	0.0275751607688408	chrX_53533188_53533217_-_3UTR_vs_chrX_53532782_53532800_-_3UTR	0.328456001949177	chrX_53532094_53532120_-_3UTR;chrX_53532782_53532800_-_3UTR;chrX_53533188_53533217_-_3UTR	distal	TRUE
ARHGAP26:chr5:143222447:143229011:u1	17.9417699038474	3	0.000452181490668787	0.0445912610911788	0.412973396124069	0.611226172669045	0.470019695831387	0.56614933220042	0.146818547923139	0.767246476865123	0.734874635202561	0.740462835116788	0.441171568770289	0.671271204212844	-0.230099635442555	chr5_143224143_143224160_+_3UTR_vs_chr5_143228992_143229016_+_3UTR	-0.415150713907985	chr5_143223198_143223222_+_3UTR;chr5_143224143_143224160_+_3UTR;chr5_143228681_143228688_+_3UTR;chr5_143228992_143229016_+_3UTR	proximal	TRUE
TRIM4:chr7:99890403:99892162:u1	12.0534275528389	1	0.00051697237299253	0.0498476250314353	0.297297297297297	0.02	0.155737704918033	0.0689655172413793	0.171428571428571	0.0476190476190476	0.136363636363636	0.0363636363636364	0.190206802501884	0.0432370503060158	0.146969752195869	chr7_99890893_99890958_-_3UTR_vs_chr7_99890398_99890416_-_3UTR	0.283087283087283	chr7_99890398_99890416_-_3UTR;chr7_99890893_99890958_-_3UTR	distal	TRUE
SLC19A1:chr21:45512565:45515657:u1	11.8095117126837	1	0.00058928885378432	0.0555706832873381	0.0967741935483871	0.363636363636364	0.0930232558139535	0.371428571428571	0.117647058823529	0.714285714285714	0.4	0.375	0.176861127046468	0.456087662337662	-0.279226535291195	chr21_45514709_45514723_-_3UTR_vs_chr21_45513767_45513782_-_3UTR	-0.5660140562249	chr21_45513767_45513782_-_3UTR;chr21_45514709_45514723_-_3UTR	proximal	FALSE
LRP12:chr8:104489231:104490672:u1	11.7699652276842	1	0.000601941026620164	0.0555706832873381	0.827586206896552	0.611111111111111	0.939393939393939	0.777777777777778	0.666666666666667	0.626262626262626	0.926829268292683	0.641025641025641	0.84011902031246	0.664044289044289	0.176074731268171	chr8_104489551_104489552_-_3UTR_vs_chr8_104489230_104489260_-_3UTR	0.47884563997506	chr8_104489230_104489260_-_3UTR;chr8_104489551_104489552_-_3UTR	distal	FALSE
SLC2A3:chr12:7919230:7921412:u1	17.2812859085207	3	0.000618567857381601	0.0559159569412243	0.715304856433889	0.785106246799795	0.623010603913517	0.778065357826736	0.730186731950845	0.842037890424987	0.721614446916036	0.807659393904914	0.697529159803572	0.803217222239108	-0.105688062435536	chr12_7920526_7920560_-_3UTR_vs_chr12_7919224_7919247_-_3UTR	-0.243580636674559	chr12_7919224_7919247_-_3UTR;chr12_7919587_7919598_-_3UTR;chr12_7919975_7919991_-_3UTR;chr12_7920526_7920560_-_3UTR	proximal	FALSE
SATB1:chr3:18345379:18349169:u1	17.1266209950248	3	0.000665602758945996	0.0589398034911567	0.683024431339511	0.573319808125441	0.746377422072452	0.616214665973579	0.686021644741106	0.643310466562362	0.76763421919277	0.667094001440729	0.72076442933646	0.624984735525528	0.0957796938109321	chr3_18348566_18348577_-_3UTR_vs_chr3_18348519_18348529_-_3UTR	-0.249237472766885	chr3_18347931_18347945_-_3UTR;chr3_18348519_18348529_-_3UTR;chr3_18348566_18348577_-_3UTR;chr3_18349118_18349119_-_3UTR	proximal	FALSE
PELO:chr5:52801841:52804044:u1	14.5428519925555	2	0.00069512004807143	0.0591403783249657	0.522550411814825	0.576447564612326	0.30122712003839	0.662027833001988	0.265644229858942	0.862752059074127	0.7	0.841346288466385	0.447355440428039	0.735643436288706	-0.288287995860667	chr5_52802017_52802048_+_3UTR_vs_chr5_52804029_52804047_+_3UTR	-0.688550026752274	chr5_52802017_52802048_+_3UTR;chr5_52802599_52802617_+_3UTR;chr5_52804029_52804047_+_3UTR	proximal	FALSE
CELF4:chr18:37243045:37245197:u4	14.5428298410886	2	0.000695127747078417	0.0591403783249657	0.960134992617591	0.727653607972091	0.861938868152931	0.751494058918653	0.866382735276356	0.812223159670955	0.75614849187935	0.849452259978267	0.861151271981557	0.785205771634992	0.0759455003465657	chr18_37244924_37244943_-_3UTR_vs_chr18_37244546_37244550_-_3UTR	0.250265338422866	chr18_37244546_37244550_-_3UTR;chr18_37244924_37244943_-_3UTR;chr18_37244977_37244991_-_3UTR	distal	FALSE
FILIP1L:chr3:99847724:99848273:u1	11.2958121412153	1	0.000776821135032561	0.0648197481712746	0.0859375	0.647058823529412	0.0422535211267606	0.259259259259259	0.2	0.27710843373494	0.0379746835443038	0.170833333333333	0.0915414261677661	0.338564962464236	-0.24702353629647	chr3_99847912_99847941_-_3UTR_vs_chr3_99847711_99847744_-_3UTR	-0.319545530106462	chr3_99847711_99847744_-_3UTR;chr3_99847912_99847941_-_3UTR	proximal	FALSE
GPHN:chr14:67180938:67181808:u1	11.2399043433534	1	0.000800572819772449	0.0650637417567386	0.833333333333333	0.803680981595092	0.925170068027211	0.707509881422925	0.84251968503937	0.762345679012346	0.894067796610169	0.729211087420043	0.873772720752521	0.750686907362601	0.12308581338992	chr14_67181645_67181666_+_3UTR_vs_chr14_67181786_67181808_+_3UTR	0.271550671550671	chr14_67181645_67181666_+_3UTR;chr14_67181786_67181808_+_3UTR	distal	FALSE
ARMCX5-GPRASP2:chrX:102750640:102753540:u2	11.2187837915471	1	0.000809735435552866	0.0650637417567386	0.134831460674157	0.227272727272727	0.257142857142857	0.381818181818182	0.157894736842105	0.386503067484663	0.137697516930023	0.331597222222222	0.171891642897286	0.331797799699448	-0.159906156802163	chrX_102752432_102752457_+_3UTR_vs_chrX_102753531_102753549_+_3UTR	-0.381280305060793	chrX_102752432_102752457_+_3UTR;chrX_102753531_102753549_+_3UTR	proximal	FALSE
