gene_id	lr	df	pvalue	adj_pvalue	N1_C.HQ.bam	N1_T.HQ.bam	N28_C.HQ.bam	N28_T.HQ.bam	R2_C.HQ.bam	R2_T.HQ.bam	R8_C.HQ.bam	R8_T.HQ.bam	WARM1	WARM2	dWARM	MPRO_comparsion	MPRO	feature_id	Note	sig
PRPF4B	50.4355714722678	1	1.23141836722064e-12	5.8066973370668e-10	0.703225806451613	0.348214285714286	0.83695652173913	0.517509727626459	0.854794520547945	0.451713395638629	0.887378640776699	0.425806451612903	0.820588872378847	0.435810965148069	0.384777907230778	chr6_4061893_4061926_+_3UTR_vs_chr6_4064971_4064988_+_3UTR	0.801416248504025	chr6_4061893_4061926_+_3UTR;chr6_4064971_4064988_+_3UTR	distal	TRUE
BMS1P20	56.4696320095529	3	3.33517722422838e-12	1.44163035517272e-09	0.733333333333333	0.344086021505376	0.567901234567901	0.245098039215686	0.615384615384615	0.212121212121212	0.634259259259259	0.147902869757174	0.637719610636277	0.237302035649862	0.400417574986415	chr22_22309684_22309694_+_intron_vs_chr22_22313929_22313940_+_intron	1.04669235709698	chr22_22309684_22309694_+_intron;chr22_22310532_22310541_+_intron;chr22_22313929_22313940_+_intron;chr22_22321310_22321322_+_intron	distal	TRUE
FAHD2A	55.5261088864156	3	5.3023412399043e-12	2.11563415472182e-09	0.363636363636364	0.222222222222222	0.418079096045198	0.261261261261261	0.490909090909091	0.202898550724638	0.594871794871795	0.133333333333333	0.466874086365612	0.204928841885364	0.261945244480248	chr2_95413119_95413142_+_3UTR_vs_chr2_95414926_95414929_+_3UTR	0.661375181422351	chr2_95413119_95413142_+_3UTR;chr2_95414926_95414929_+_3UTR;chr2_95415536_95415568_+_3UTR;chr2_95416592_95416617_+_3UTR	distal	TRUE
DGCR5	51.5810650507738	2	6.29961544174573e-12	2.33400752116679e-09	0.393939393939394	0.0409836065573771	0.314814814814815	0.0545454545454545	0.28125	0.0985915492957747	0.354545454545454	0.106666666666667	0.336137415824916	0.0751968192663182	0.260940596558598	chr22_18994622_18994638_+_exon_vs_chr22_18998483_18998492_+_intron	0.777538266819602	chr22_18994622_18994638_+_exon;chr22_18998483_18998492_+_intron;chr22_19005878_19005906_+_intron	distal	TRUE
CPE	56.6368218331224	5	6.00803192594911e-11	2.0775774399932e-08	0.507317073170732	0.871794871794872	0.58	0.814285714285714	0.581818181818182	0.775609756097561	0.36	0.6	0.507283813747228	0.765422585544537	-0.258138771797308	chr4_165444523_165444530_+_intron_vs_chr4_165498319_165498330_+_3UTR	-0.517582417582418	chr4_165398075_165398076_+_intron;chr4_165414946_165414947_+_intron;chr4_165444523_165444530_+_intron;chr4_165461194_165461219_+_intron;chr4_165498152_165498209_+_3UTR;chr4_165498319_165498330_+_3UTR	proximal	TRUE
WDR36	49.6897325295322	3	9.30198088494729e-11	3.01558592813885e-08	0.797979797979798	0.598639455782313	0.740112994350282	0.642276422764228	0.713333333333333	0.572327044025157	0.737179487179487	0.535135135135135	0.747151403210725	0.587094514426708	0.160056888784017	chr5_111128351_111128380_+_3UTR_vs_chr5_111129697_111129715_+_3UTR	0.573165366000509	chr5_111126977_111127025_+_3UTR;chr5_111128351_111128380_+_3UTR;chr5_111129697_111129715_+_3UTR;chr5_111130494_111130507_+_3UTR	distal	TRUE
KBTBD12	57.6468119736533	6	1.35122080199246e-10	4.12281311760875e-08	0.371794871794872	0.888888888888889	0.373015873015873	0.746031746031746	0.439068100358423	0.529761904761905	0.448275862068966	0.632183908045977	0.408038676809533	0.699216611932129	-0.291177935122596	chr3_127933938_127933960_+_intron_vs_chr3_127987662_127987689_+_3UTR	-0.548251406211788	chr3_127930465_127930478_+_intron;chr3_127933110_127933112_+_intron;chr3_127933910_127933911_+_intron;chr3_127933938_127933960_+_intron;chr3_127934048_127934049_+_intron;chr3_127935600_127935616_+_intron;chr3_127987662_127987689_+_3UTR	proximal	TRUE
MRPS25	48.007237482077	3	2.12194251472985e-10	6.11473101327986e-08	0.644808743169399	0.428571428571429	0.639566395663957	0.555555555555556	0.653679653679654	0.501811594202899	0.706410256410256	0.487745098039216	0.661116262230816	0.493420919092275	0.167695343138542	chr3_15048490_15048547_-_3UTR_vs_chr3_15042396_15042429_-_exon	0.593474310694441	chr3_15042234_15042257_-_exon;chr3_15042396_15042429_-_exon;chr3_15048490_15048547_-_3UTR;chr3_15050835_15050843_-_3UTR	distal	TRUE
BSDC1	39.5886971111586	1	3.1349247166425e-10	8.55834447643403e-08	0.771186440677966	0.954198473282443	0.607594936708861	0.895061728395062	0.586206896551724	0.982456140350877	0.537313432835821	0.975609756097561	0.625575426693593	0.951831524531486	-0.326256097837893	chr1_32368019_32368020_-_3UTR_vs_chr1_32365100_32365117_-_3UTR	-0.604370317825568	chr1_32365100_32365117_-_3UTR;chr1_32368019_32368020_-_3UTR	proximal	TRUE
ZFC3H1	53.0212291804642	5	3.32976270946777e-10	8.63573958700465e-08	0.667105263157895	0.622222222222222	0.66031746031746	0.622119815668203	0.752112676056338	0.653731343283582	0.703174603174603	0.705426356589147	0.695677500676574	0.650874934440789	0.0448025662357855	chr12_71632344_71632362_-_exon_vs_chr12_71609676_71609699_-_3UTR	0.306115453174277	chr12_71609595_71609606_-_3UTR;chr12_71609676_71609699_-_3UTR;chr12_71632344_71632362_-_exon;chr12_71634742_71634752_-_exon;chr12_71634781_71634782_-_exon;chr12_71644238_71644275_-_exon	distal	TRUE
TOX4	46.573087203739	3	4.28382660014608e-10	1.05810517023608e-07	0.261904761904762	0.590909090909091	0.186991869918699	0.511904761904762	0.333333333333333	0.731958762886598	0.333333333333333	0.662698412698413	0.278890824622532	0.624367757099716	-0.345476932477184	chr14_21496235_21496236_+_intron_vs_chr14_21499150_21499183_+_3UTR	-0.726645768025078	chr14_21496235_21496236_+_intron;chr14_21496938_21496979_+_3UTR;chr14_21498888_21498910_+_3UTR;chr14_21499150_21499183_+_3UTR	proximal	TRUE
DST	44.9584191094837	3	9.44290011796185e-10	2.22637831417582e-07	0.435392829900839	0.613699389905713	0.454696591853699	0.549592936589841	0.434206564287865	0.611819469742967	0.328042328042328	0.569588905398712	0.413084578521183	0.586175175409308	-0.173090596888125	chr6_56572095_56572144_-_exon_vs_chr6_56457965_56458010_-_3UTR	-0.333675874175466	chr6_56457965_56458010_-_3UTR;chr6_56458222_56458255_-_3UTR;chr6_56517197_56517228_-_exon;chr6_56572095_56572144_-_exon	proximal	TRUE
AOPEP	37.1211826806821	1	1.11011222370506e-09	2.50354439319918e-07	0.821428571428571	0.434782608695652	0.862068965517241	0.513513513513513	0.746031746031746	0.4	0.806451612903226	0.285714285714286	0.808995223970196	0.408502601980863	0.400492621989333	chr9_95084323_95084352_+_intron_vs_chr9_95087148_95087163_+_3UTR	0.828993109764983	chr9_95084323_95084352_+_intron;chr9_95087148_95087163_+_3UTR	distal	TRUE
FBXO22	46.6307798153456	4	1.82027103200497e-09	3.89413990024273e-07	0.666666666666667	0.223214285714286	0.680232558139535	0.395833333333333	0.661111111111111	0.380434782608696	0.660377358490566	0.298387096774194	0.66709692360197	0.324467374607627	0.342629548994343	chr15_75934561_75934614_+_3UTR_vs_chr15_75938517_75938565_+_3UTR	0.595615731785945	chr15_75934104_75934110_+_3UTR;chr15_75934561_75934614_+_3UTR;chr15_75935261_75935273_+_3UTR;chr15_75938517_75938565_+_3UTR;chr15_75938825_75938826_+_3UTR	distal	TRUE
NRG1	40.1873155340145	2	1.87687483142603e-09	3.89413990024273e-07	0.224137931034483	1	0.166666666666667	0.666666666666667	0.34375	0.875	0.125	0.875	0.214888649425287	0.854166666666667	-0.639278017241379	chr8_31968165_31968166_+_intron_vs_chr8_32743216_32743253_+_3UTR	-1.4441384736428	chr8_31968165_31968166_+_intron;chr8_32003727_32003737_+_intron;chr8_32743216_32743253_+_3UTR	proximal	TRUE
ANK3	39.6548670385855	2	2.44937359817875e-09	4.88650032836661e-07	0.561176470588235	0.51419878296146	0.593629343629344	0.376278118609407	0.584364454443195	0.434579439252336	0.545631067961165	0.364241803278688	0.571200334155485	0.422324536025473	0.148875798130012	chr10_60082614_60082617_-_exon_vs_chr10_60029676_60029690_-_3UTR	0.518120745314328	chr10_60028387_60028413_-_3UTR;chr10_60029676_60029690_-_3UTR;chr10_60082614_60082617_-_exon	distal	TRUE
RIMKLB	39.1750523613919	2	3.11347559312043e-09	5.98133255611691e-07	0.706818181818182	0.432539682539683	0.780821917808219	0.583333333333333	0.788359788359788	0.516587677725118	0.854347826086956	0.396464646464646	0.782586928518286	0.482231335015695	0.300355593502591	chr12_8775671_8775754_+_3UTR_vs_chr12_8783081_8783098_+_exon	0.57831481316618	chr12_8775671_8775754_+_3UTR;chr12_8777175_8777206_+_3UTR;chr12_8783081_8783098_+_exon	distal	TRUE
MEG8	48.0905650231505	5	3.40388993693077e-09	6.30570610816424e-07	0.878787878787879	0.166666666666667	0.715686274509804	0.277777777777778	0.823529411764706	0.323529411764706	0.84	0.314393939393939	0.814500891265597	0.270591948900772	0.543908942364825	chr14_100942925_100942949_+_intron_vs_chr14_100990638_100990639_+_intron	0.731868131868132	chr14_100942925_100942949_+_intron;chr14_100945154_100945164_+_intron;chr14_100945721_100945728_+_intron;chr14_100947948_100947969_+_intron;chr14_100967019_100967025_+_intron;chr14_100990055_100990068_+_intron;chr14_100990638_100990639_+_intron	distal	TRUE
CFAP298-TCP10L	45.1743887972966	4	3.65748368365296e-09	6.54185098865789e-07	0.818548387096774	0.522058823529412	0.737704918032787	0.580357142857143	0.848484848484849	0.713541666666667	0.75381679389313	0.634146341463415	0.789638736876885	0.612525993629159	0.177112743247726	chr21_32574120_32574135_-_3UTR_vs_chr21_32567197_32567221_-_intron	0.518679178470255	chr21_32566398_32566400_-_exon;chr21_32567197_32567221_-_intron;chr21_32574120_32574135_-_3UTR;chr21_32574837_32574851_-_3UTR;chr21_32576656_32576681_-_3UTR	distal	TRUE
MRTFB	41.7584111960937	3	4.51479714454278e-09	7.80608426291447e-07	0.541666666666667	0.638095238095238	0.573333333333333	0.63716814159292	0.568181818181818	0.82687338501292	0.580712788259958	0.762670565302144	0.565973651610444	0.716201832500806	-0.150228180890361	chr16_14153215_14153240_+_intron_vs_chr16_14260927_14260928_+_exon	-0.411580160964903	chr16_14153215_14153240_+_intron;chr16_14260927_14260928_+_exon;chr16_14261721_14261746_+_3UTR;chr16_14266758_14266780_+_3UTR	proximal	TRUE
KCNK1	40.9639904914161	3	6.65521447595898e-09	1.11356766086449e-06	0.458333333333333	0.60968660968661	0.435087719298246	0.576923076923077	0.440972222222222	0.569288389513109	0.476793248945148	0.571428571428571	0.452796630949737	0.581831661887842	-0.129035030938104	chr1_233657611_233657653_+_intron_vs_chr1_233672202_233672242_+_3UTR	-0.263897862488559	chr1_233657611_233657653_+_intron;chr1_233672202_233672242_+_3UTR;chr1_233672271_233672278_+_3UTR;chr1_233672497_233672529_+_3UTR	proximal	TRUE
RGN	37.1772586469375	2	8.45397304305268e-09	1.37033619294732e-06	0.702702702702703	0.91304347826087	0.730769230769231	0.928571428571429	0.578947368421053	0.947368421052632	0.625	0.958333333333333	0.659354825473247	0.936829165304566	-0.277474339831319	chrX_47090885_47090985_+_intron_vs_chrX_47093290_47093316_+_3UTR	-0.85544942862016	chrX_47090643_47090659_+_intron;chrX_47090885_47090985_+_intron;chrX_47093290_47093316_+_3UTR	proximal	TRUE
MSRA	40.0271985779621	3	1.05145760212471e-08	1.65270017643057e-06	0.629283489096573	0.988888888888889	0.53494623655914	0.607142857142857	0.612903225806452	0.763157894736842	0.61993769470405	0.942528735632184	0.599267661541554	0.825429594100193	-0.226161932558639	chr8_10413603_10413648_+_intron_vs_chr8_10428878_10428899_+_3UTR	-0.798255220417633	chr8_10343795_10343796_+_intron;chr8_10385023_10385025_+_intron;chr8_10413603_10413648_+_intron;chr8_10428878_10428899_+_3UTR	proximal	TRUE
ZEB1	42.7004676377928	4	1.19396978356882e-08	1.82150625510925e-06	0.631111111111111	0.765463917525773	0.666666666666667	0.705703883495146	0.70846394984326	0.788685524126456	0.684606481481482	0.794150110375276	0.67271205227563	0.763500858880663	-0.0907888066050329	chr10_31464373_31464385_+_intron_vs_chr10_31524016_31524033_+_exon	-0.234048871542508	chr10_31464373_31464385_+_intron;chr10_31520821_31520837_+_exon;chr10_31524016_31524033_+_exon;chr10_31527405_31527417_+_3UTR;chr10_31529183_31529209_+_3UTR	proximal	TRUE
MYRIP	36.2937052236484	2	1.3149887784933e-08	1.94881336972708e-06	0.76	0.97191011235955	0.736559139784946	0.929166666666667	0.858208955223881	0.9375	0.810096153846154	0.923913043478261	0.791216062213745	0.940622455626119	-0.149406393412374	chr3_39920125_39920131_+_intron_vs_chr3_40260302_40260321_+_3UTR	-0.263622974963181	chr3_39920125_39920131_+_intron;chr3_40259821_40259822_+_3UTR;chr3_40260302_40260321_+_3UTR	proximal	TRUE
DIXDC1	32.243467881276	1	1.36013577991613e-08	1.95972896956249e-06	0.39622641509434	0.692307692307692	0.23728813559322	0.934782608695652	0.532258064516129	0.836363636363636	0.483443708609272	0.909090909090909	0.41230408095324	0.843136211614472	-0.430832130661232	chr11_111975952_111976003_+_3UTR_vs_chr11_112022575_112022602_+_3UTR	-0.892244790292799	chr11_111975952_111976003_+_3UTR;chr11_112022575_112022602_+_3UTR	proximal	TRUE
CTNND2	35.7356959259662	2	1.73816990497544e-08	2.43672629651556e-06	0.45	0.611801242236025	0.433962264150943	0.605769230769231	0.298076923076923	0.58695652173913	0.347222222222222	0.508196721311475	0.382315352362522	0.578180929013965	-0.195865576651443	chr5_11730096_11730112_-_intron_vs_chr5_10972516_10972548_-_3UTR	-0.56925136308727	chr5_10971830_10971854_-_3UTR;chr5_10972516_10972548_-_3UTR;chr5_11730096_11730112_-_intron	proximal	TRUE
SMG6	31.6204809184383	1	1.8744225226829e-08	2.55858674346215e-06	0.55	0.855172413793103	0.378640776699029	0.670454545454545	0.453333333333333	0.838983050847458	0.370786516853933	0.873563218390805	0.438190156721574	0.809543307121478	-0.371353150399904	chr17_2171718_2171726_-_intron_vs_chr17_2059837_2059853_-_3UTR	-0.68628843153558	chr17_2059837_2059853_-_3UTR;chr17_2171718_2171726_-_intron	proximal	TRUE
MEIS1	37.9150294599444	3	2.94600811016929e-08	3.91819078652516e-06	0.552188552188552	0.8	0.583333333333333	0.816993464052288	0.566666666666667	0.761904761904762	0.515337423312883	0.846153846153846	0.554381493875359	0.806263018027724	-0.251881524152365	chr2_66466963_66466982_+_intron_vs_chr2_66572741_66572768_+_3UTR	-0.45701272479692	chr2_66466963_66466982_+_intron;chr2_66467308_66467310_+_intron;chr2_66572441_66572463_+_3UTR;chr2_66572741_66572768_+_3UTR	proximal	TRUE
XPA	30.1888414672958	1	3.91958103874748e-08	5.0827167119958e-06	0.233333333333333	1	0.388888888888889	0.727272727272727	0.314285714285714	0.722222222222222	0.24	0.8	0.294126984126984	0.812373737373737	-0.518246753246753	chr9_97677740_97677747_-_intron_vs_chr9_97674908_97674924_-_3UTR	-1.01322751322751	chr9_97674908_97674924_-_3UTR;chr9_97677740_97677747_-_intron	proximal	TRUE
TRAF7	33.9173231079421	2	4.31466286257029e-08	5.4585746995493e-06	0.529032258064516	0.41324200913242	0.559375	0.477611940298508	0.602272727272727	0.486111111111111	0.571428571428571	0.480769230769231	0.565527139191454	0.464433572827817	0.101093566363636	chr16_2176928_2176945_+_3UTR_vs_chr16_2178041_2178075_+_3UTR	0.427937388547652	chr16_2176928_2176945_+_3UTR;chr16_2178041_2178075_+_3UTR;chr16_2178117_2178130_+_3UTR	distal	TRUE
RIC3	36.1591788020419	3	6.92996979114844e-08	8.55851269206833e-06	0.803921568627451	0.301587301587302	0.779166666666667	0.541666666666667	0.690476190476191	0.310606060606061	0.768115942028985	0.356164383561644	0.760420091949823	0.377506103105418	0.382913988844405	chr11_8106093_8106117_-_3UTR_vs_chr11_8092960_8092973_-_exon	0.759592176446109	chr11_8092960_8092973_-_exon;chr11_8106040_8106062_-_3UTR;chr11_8106093_8106117_-_3UTR;chr11_8109435_8109444_-_3UTR	distal	TRUE
AK2	32.8792184642589	2	7.25050782921819e-08	8.74613583957087e-06	0.202970297029703	0.255952380952381	0.0947368421052631	0.292056074766355	0.128755364806867	0.244360902255639	0.153392330383481	0.252941176470588	0.144963708581328	0.261327633611241	-0.116363925029912	chr1_33009914_33009936_-_3UTR_vs_chr1_33008874_33008888_-_3UTR	-0.502177257364003	chr1_33007974_33007996_-_3UTR;chr1_33008874_33008888_-_3UTR;chr1_33009914_33009936_-_3UTR	proximal	TRUE
TMEM50B	28.5973702372935	1	8.91031117216087e-08	1.04408285344543e-05	0.239130434782609	0.0355029585798817	0.192307692307692	0.0344827586206897	0.268292682926829	0.0381679389312977	0.191489361702128	0.0173410404624277	0.222805042929814	0.0313736741485742	0.19143136878124	chr21_33449132_33449149_-_3UTR_vs_chr21_33432493_33432529_-_exon	0.379739671760045	chr21_33432493_33432529_-_exon;chr21_33449132_33449149_-_3UTR	distal	TRUE
HACD2	32.4340698034041	2	9.05797732890776e-08	1.04408285344543e-05	0.321428571428571	0.897727272727273	0.546511627906977	0.833333333333333	0.82	0.929347826086957	0.617647058823529	0.942424242424242	0.576396814539769	0.900708168642951	-0.324311354103182	chr3_123526516_123526517_-_intron_vs_chr3_123491546_123491582_-_3UTR	-0.628560606060606	chr3_123491546_123491582_-_3UTR;chr3_123493600_123493601_-_3UTR;chr3_123526516_123526517_-_intron	proximal	TRUE
NUP98	31.700738276566	2	1.30698964603047e-07	1.47377288999131e-05	0.936507936507937	0.715277777777778	0.9	0.793814432989691	0.927083333333333	0.655555555555556	0.929078014184397	0.641025641025641	0.923167321006417	0.701418351837166	0.22174896916925	chr11_3711823_3711842_-_3UTR_vs_chr11_3675005_3675030_-_3UTR	0.465233025123751	chr11_3675005_3675030_-_3UTR;chr11_3675865_3675884_-_3UTR;chr11_3711823_3711842_-_3UTR	distal	TRUE
KRIT1	31.5157626939035	2	1.43363661571264e-07	1.58218577142584e-05	0.232484076433121	0.517699115044248	0.275316455696203	0.438931297709924	0.338709677419355	0.556872037914692	0.384831460674157	0.557788944723618	0.307835417555709	0.51782284884812	-0.209987431292411	chr7_92212276_92212279_-_intron_vs_chr7_92199946_92200051_-_3UTR	-0.543577981651376	chr7_92199407_92199423_-_3UTR;chr7_92199946_92200051_-_3UTR;chr7_92212276_92212279_-_intron	proximal	TRUE
MIR99AHG	31.2251093934588	2	1.65788211627223e-07	1.79154886189667e-05	0.626582278481013	0.5625	0.657303370786517	0.585185185185185	0.739669421487603	0.627450980392157	0.766891891891892	0.660714285714286	0.697611740661756	0.608962612822907	0.0886491278388493	chr21_16610759_16610788_+_exon_vs_chr21_16610994_16611010_+_intron	0.588870431893688	chr21_16492097_16492101_+_intron;chr21_16610759_16610788_+_exon;chr21_16610994_16611010_+_intron	distal	TRUE
APBA1	34.1670342773609	3	1.82667472319566e-07	1.90293117926308e-05	0.604938271604938	0.888888888888889	0.653846153846154	0.855072463768116	0.581196581196581	0.914728682170543	0.534883720930233	0.972222222222222	0.593716181894477	0.907728064262442	-0.314011882367966	chr9_69658224_69658269_-_intron_vs_chr9_69427527_69427540_-_3UTR	-0.757080610021787	chr9_69427527_69427540_-_3UTR;chr9_69633114_69633135_-_intron;chr9_69658224_69658269_-_intron;chr9_69658300_69658339_-_intron	proximal	TRUE
LUC7L3	31.0228356211446	2	1.83432733686435e-07	1.90293117926308e-05	0.606280193236715	0.487534626038781	0.626373626373626	0.532509752925878	0.631857555341675	0.527756939234809	0.622222222222222	0.496954314720812	0.62168339929356	0.51118890823007	0.11049449106349	chr17_50752534_50752559_+_3UTR_vs_chr17_50752703_50752753_+_3UTR	0.207314798694747	chr17_50752534_50752559_+_3UTR;chr17_50752619_50752649_+_3UTR;chr17_50752703_50752753_+_3UTR	distal	TRUE
GRAMD1B	30.7337314033815	2	2.11960542116186e-07	2.118995928002e-05	0.6	0.833333333333333	0.425925925925926	1	0.5625	1	0.50609756097561	0.863636363636364	0.523630871725384	0.924242424242424	-0.40061155251704	chr11_123368285_123368286_+_intron_vs_chr11_123627763_123627775_+_3UTR	-0.827485380116959	chr11_123368285_123368286_+_intron;chr11_123368709_123368746_+_intron;chr11_123627763_123627775_+_3UTR	proximal	TRUE
NDUFA10	30.7174847424412	2	2.13689380100617e-07	2.118995928002e-05	0.434146341463415	0.149425287356322	0.504739336492891	0.273615635179153	0.598101265822785	0.342756183745583	0.589041095890411	0.381763527054108	0.531507009917375	0.286890158333792	0.244616851583584	chr2_239960721_239960754_-_3UTR_vs_chr2_239957323_239957381_-_3UTR	0.476735178817236	chr2_239957323_239957381_-_3UTR;chr2_239959565_239959589_-_3UTR;chr2_239960721_239960754_-_3UTR	distal	TRUE
MYT1L	33.8173106537997	3	2.16515874656075e-07	2.118995928002e-05	0.568306010928962	0.828282828282828	0.589531680440771	0.716666666666667	0.720634920634921	0.87510766580534	0.646129541864139	0.88	0.631150538467198	0.825014290188709	-0.193863751721511	chr2_2171598_2171599_-_intron_vs_chr2_1789115_1789143_-_3UTR	-0.363375235738567	chr2_1789115_1789143_-_3UTR;chr2_1840776_1840815_-_exon;chr2_1993929_1993939_-_intron;chr2_2171598_2171599_-_intron	proximal	TRUE
THBS4	29.7135271386218	2	3.5301207658446e-07	3.39087711341406e-05	0.516129032258065	0.880952380952381	0.720588235294118	0.826530612244898	0.416666666666667	0.821428571428571	0.535714285714286	0.75	0.547274554983284	0.819727891156463	-0.272453336173179	chr5_80002941_80002944_+_intron_vs_chr5_80083248_80083299_+_3UTR	-0.756094969989908	chr5_80002785_80002796_+_intron;chr5_80002941_80002944_+_intron;chr5_80083248_80083299_+_3UTR	proximal	TRUE
ADCYAP1R1	25.7664359025639	1	3.85331518005222e-07	3.63402651616925e-05	0.764705882352941	0.932432432432432	0.525423728813559	0.885869565217391	0.462264150943396	0.847457627118644	0.627118644067797	0.925	0.594878101544423	0.897689906192117	-0.302811804647694	chr7_31082460_31082483_+_intron_vs_chr7_31111463_31111485_+_3UTR	-0.602787402787403	chr7_31082460_31082483_+_intron;chr7_31111463_31111485_+_3UTR	proximal	TRUE
SNAPC3	35.1956360500958	4	4.2347398145175e-07	3.85473359044871e-05	0.831730769230769	0.592592592592593	0.767605633802817	0.646067415730337	0.797945205479452	0.584782608695652	0.764285714285714	0.578947368421053	0.790391830699688	0.600597496359909	0.189794334339779	chr9_15461618_15461642_+_3UTR_vs_chr9_15466721_15466768_+_3UTR	0.355263157894737	chr9_15461618_15461642_+_3UTR;chr9_15462195_15462220_+_3UTR;chr9_15462453_15462477_+_3UTR;chr9_15462794_15462841_+_3UTR;chr9_15466721_15466768_+_3UTR	distal	TRUE
