gene_id	N1_C.HQ.bam	N1_H.HQ.bam	N1_T.HQ.bam	N28_C.HQ.bam	N28_H.HQ.bam	N28_T.HQ.bam	R2_C.HQ.bam	R2_H.HQ.bam	R2_T.HQ.bam	R8_C.HQ.bam	R8_H.HQ.bam	R8_T.HQ.bam
ACACB:chr12:109266363:109268225:u1	0.967213114754098	0.976744186046512	0.893805309734513	0.864864864864865	0.84070796460177	0.827586206896552	0.866666666666667	0.8	0.875	1	1	0.833333333333333
ACAD9:chr3:128912608:128913114:u1	0.791666666666667	0.828125	0.892405063291139	0.853932584269663	0.825471698113208	0.858333333333333	0.885245901639344	0.680851063829787	0.91044776119403	0.875	0.845454545454545	0.909836065573771
ACADL:chr2:210187923:210188960:u1	0.6	0.294871794871795	0.5	0	0.372340425531915	0.5	1	0.4375	0.4	0.5	0	0.611111111111111
ACADM:chr1:75762764:75763678:u1	0.127272727272727	0.121621621621622	0.12719298245614	0.0909090909090909	0.0916905444126074	0.095959595959596	0.113095238095238	0.0858895705521472	0.109170305676856	0.0909090909090909	0.104166666666667	0.0837988826815642
ACADSB:chr10:123053766:123058315:u1	0.580645161290323	0.747663551401869	0.48936170212766	0.84	0.634146341463415	0.464788732394366	0.962962962962963	0.454545454545455	0.778625954198473	0.972067039106145	0.859223300970874	0.936619718309859
ACAP2:chr3:195274745:195279327:u1	0.5	0.85	0.6	1	0.787878787878788	0.772727272727273	0.952380952380952	0.4	0.928571428571429	0.913793103448276	0.940740740740741	0.842105263157895
ACAP3:chr1:1292391:1293563:u1	0.429594272076372	0.417142857142857	0.353562005277045	0.291666666666667	0.422480620155039	0.362924281984334	0.487903225806452	0.387096774193548	0.438297872340426	0.43796992481203	0.507352941176471	0.435779816513761
ACAT2:chr6:159778830:159779112:u1	0.692307692307692	0.884615384615385	0.883720930232558	0.9	0.861111111111111	0.789473684210526	0.857142857142857	0.941176470588235	1	0.909090909090909	0.80952380952381	0.875
ACBD3:chr1:226144679:226146609:u1	0.833333333333333	0.780487804878049	0.875	0.909090909090909	0.787878787878788	0.823529411764706	0.705882352941177	0.6875	0.853658536585366	0.695652173913043	0.848484848484849	0.673913043478261
ACCS:chr11:44083793:44084236:u1	0.375	0.660714285714286	0.470588235294118	0.714285714285714	0.465909090909091	0.692307692307692	1	0.434782608695652	0.6	0.75	0.533333333333333	0.7
ACE:chr17:63497367:63498373:u1	1	0.8	0.5	1	0.666666666666667	0.590909090909091	0.5	0.444444444444444	0.576923076923077	1	0	0.666666666666667
ACER3:chr11:77020328:77026797:u1	0.0909090909090909	0.0851063829787234	0.181818181818182	0.142857142857143	0.2	0.122448979591837	0.36	0.419354838709677	0.171717171717172	0.181102362204724	0.147540983606557	0.0521739130434783
ACO1:chr9:32450112:32454768:u1	0.748062015503876	0.806794055201699	0.726315789473684	0.764285714285714	0.757925072046109	0.790540540540541	0.824675324675325	0.744	0.791666666666667	0.803532008830022	0.815730337078652	0.764705882352941
ACOT11:chr1:54609113:54610329:u1	0.6	0.464285714285714	0.6	0.555555555555556	0.64	0.666666666666667	0	0.181818181818182	0.363636363636364	0	0.166666666666667	NA
ACOT11:chr1:54634730:54639192:u2	0.333333333333333	0.204545454545455	0.157894736842105	0.266666666666667	0.229166666666667	0.366666666666667	0.454545454545455	0.454545454545455	0.333333333333333	0.125	0.2	0.3
ACOT13:chr6:24701616:24705067:u1	0.708333333333333	0.5	0.397058823529412	0.375	0.416666666666667	0.659090909090909	0.6875	0	0.661764705882353	0.791666666666667	0.68	0.697916666666667
ACOT9:chrX:23701056:23703893:u1	0.166666666666667	0.32	0.571428571428571	0.444444444444444	0.272727272727273	0.125	0.666666666666667	0.2	0.722222222222222	0.466666666666667	0.466666666666667	0.851851851851852
ACOX1:chr17:75941511:75946747:u1	0.5	0.630434782608696	0.75	0.75	0.543478260869565	0.648648648648649	0.8125	0.6	0.75	0.5	0.678571428571429	0.645833333333333
ACOX3:chr4:8366282:8367080:u2	0.636363636363636	0.642857142857143	0.85	1	0.722222222222222	0.675	0.5	0.75	0.722222222222222	0.666666666666667	0.5	0.790322580645161
ACP1:chr2:277305:278282:u2	0.837837837837838	0.88	1	0.984615384615385	0.961748633879781	0.913978494623656	0.91044776119403	0.99236641221374	0.977443609022556	0.917525773195876	0.960526315789474	0.965811965811966
ACP7:chr19:39110069:39111492:u1	0.857142857142857	0.916666666666667	0.85	1	0.714285714285714	0.75	1	0.9	1	0.935483870967742	0.967741935483871	1
ACSBG1:chr15:78167468:78171443:u1	0.333333333333333	0.272875816993464	0.141483516483516	0.327044025157233	0.300423131170663	0.282105263157895	0.333333333333333	0.225409836065574	0.431578947368421	0.473684210526316	0.340163934426229	0.4375
ACSL3:chr2:222941655:222944638:u1	0.517857142857143	0.495614035087719	0.421232876712329	0.378378378378378	0.455284552845528	0.422857142857143	0.51	0.447368421052632	0.455958549222798	0.314814814814815	0.38781163434903	0.480127186009539
ACSL5:chr10:112427359:112428380:u1	0.890350877192982	0.883986928104575	0.908921933085502	0.839622641509434	0.794117647058824	0.792490118577075	0.96	0.772727272727273	0.833333333333333	0.777777777777778	0.833333333333333	0.771084337349398
ACSL6:chr5:131949974:131954233:u1	0.329268292682927	0.547619047619048	0.521739130434783	0.481481481481482	0.418032786885246	0.357142857142857	0.793650793650794	0.19047619047619	0.730496453900709	0.889473684210526	0.757352941176471	0.8875
ACSM5:chr16:20440428:20441336:u2	1	0.714285714285714	0.4	1	0.428571428571429	0.2	NA	0.363636363636364	1	1	0	NA
ACSS3:chr12:81254923:81261210:u1	0.122448979591837	0.0964912280701754	0.0266666666666667	0	0.170068027210884	0.150375939849624	0.5	0.04	0.0875	NA	0.108108108108108	0.136363636363636
ACTN1:chr14:68874123:68874858:u1	0.592592592592593	0.464454976303318	0.484126984126984	0.421052631578947	0.398190045248869	0.545454545454545	0.464285714285714	0.6	0.682119205298013	0.488372093023256	0.494623655913978	0.628755364806867
ACTN2:chr1:236762620:236764627:u1	0.222222222222222	0.26984126984127	0.163120567375887	0.19047619047619	0.243445692883895	0.310457516339869	0	0.188888888888889	0.328395061728395	0.125	0.269162210338681	0.331349206349206
ACTN4:chr19:38729433:38731589:u1	0.341463414634146	0.317269076305221	0.340425531914894	0.408163265306122	0.279661016949153	0.319018404907975	0.333333333333333	0.435643564356436	0.398692810457516	0.294117647058824	0.316326530612245	0.441860465116279
ACTR2:chr2:65268735:65271256:u1	0.876595744680851	0.901200369344414	0.893258426966292	0.903765690376569	0.955533596837945	0.937150837988827	0.879492600422833	0.887719298245614	0.92145702902675	0.861985472154964	0.886309523809524	0.919493257049448
ACTR3:chr2:113957456:113962596:u1	0.51980198019802	0.535343035343035	0.429515418502203	0.434343434343434	0.510504201680672	0.5	0.437007874015748	0.473684210526316	0.461279461279461	0.388535031847134	0.532432432432432	0.497652582159624
ACTR3C:chr7:149881359:149888960:u3	0.333333333333333	0.166666666666667	0.5	0.555555555555556	0.4	0.6	0.666666666666667	1	0.4	0.285714285714286	0.5	1
ACTR5:chr20:38771817:38772519:u1	0.232558139534884	0.214285714285714	0.28	0.113636363636364	0.180722891566265	0.135802469135802	0.326923076923077	0.166666666666667	0.166666666666667	0.222222222222222	0.155172413793103	0.306451612903226
ACTR8:chr3:53867066:53868718:u1	0.804347826086957	0.833333333333333	0.639423076923077	0.758928571428572	0.759615384615385	0.81	0.807692307692308	0.683673469387755	0.754032258064516	0.831730769230769	0.781609195402299	0.825
ACVR2A:chr2:147927275:147930827:u1	1	0.769230769230769	0.333333333333333	0.809523809523809	0.5	0.766666666666667	0.85823754789272	0.115384615384615	0.735294117647059	0.900383141762452	0.743589743589744	0.715277777777778
ADAL:chr15:43351946:43354569:u2	NA	0.666666666666667	0.5	1	0.6	0.6	0.6	0.875	0.454545454545455	0.25	0.75	0.777777777777778
ADAM17:chr2:9488486:9490176:u1	0.552631578947368	0.602564102564103	0.5	0.708333333333333	0.53125	0.666666666666667	0.62	0.470588235294118	0.666666666666667	0.476190476190476	0.694444444444444	0.4609375
ADAM22:chr7:88196492:88202889:u2	0.441176470588235	0.516129032258065	0.416666666666667	0.802325581395349	0.584905660377358	0.568181818181818	0.887596899224806	0.3125	0.723214285714286	0.908366533864542	0.744186046511628	0.776315789473684
ADAM23:chr2:206617628:206621127:u1	0.476190476190476	0.46875	0.282608695652174	0.527777777777778	0.456521739130435	0.275	0.46969696969697	0.107142857142857	0.472222222222222	0.546875	0.608108108108108	0.493827160493827
ADAM28:chr8:24354405:24359014:u2	1	0.55	NA	0.666666666666667	0.810344827586207	0.909090909090909	NA	0.4	NA	1	0.801980198019802	0.764705882352941
ADAMTS1:chr21:26835755:26837578:u1	0.97972972972973	0.937954164337619	0.979274611398964	0.922848664688427	0.935368043087971	0.928571428571429	0.908045977011494	0.983606557377049	0.951456310679612	0.875	0.894594594594595	0.912400455062571
ADAMTS3:chr4:72280969:72283135:u1	1	1	0.666666666666667	NA	0.857142857142857	0.846153846153846	NA	NA	0.8125	NA	0.703703703703704	0.75
ADARB1:chr21:45222198:45226563:u2	0.833333333333333	0.833333333333333	0.909090909090909	1	0.923076923076923	0.875	0.91304347826087	0.6	1	0.963636363636364	0.925925925925926	0.875
ADARB2:chr10:1177313:1183192:u1	0.537974683544304	0.549019607843137	0.475460122699387	0.508474576271186	0.495786516853933	0.567226890756303	0.666666666666667	0.420833333333333	0.596774193548387	0.458333333333333	0.537313432835821	0.777777777777778
ADAT1:chr16:75596868:75600215:u1	0.333333333333333	0.5	0	1	0.75	0.5	0.666666666666667	0.333333333333333	0.5	0.6	0.642857142857143	1
ADAT2:chr6:143422832:143428462:u1	0.25	0.442307692307692	0.5	0.545454545454545	0.4375	0.25	0.625	0.328125	0.541666666666667	0.607142857142857	0.4125	0.569444444444444
ADCY1:chr7:45713996:45723115:u2	NA	1	1	1	0	0.4	0.2	0	0.12	0.0714285714285714	0.4	0.128205128205128
ADCY5:chr3:123282296:123284607:u1	0.785714285714286	0.484210526315789	0.422413793103448	0.428571428571429	0.462686567164179	0.547619047619048	0.666666666666667	0.445454545454545	0.704081632653061	0.8	0.44	0.727272727272727
ADCY7:chr16:50315506:50318134:u2	1	0.63768115942029	0.523809523809524	0.714285714285714	0.580645161290323	0.777777777777778	0.5	0.48	0.75	0.555555555555556	0.530612244897959	0.843137254901961
ADCY9:chr16:3962654:3965774:u1	1	0.8	0.75	NA	0.25	0.333333333333333	NA	NA	NA	NA	0	NA
ADD3:chr10:110133619:110135565:u1	0.806451612903226	0.909803921568627	0.594594594594595	0.755555555555556	0.830882352941177	0.711229946524064	0.941176470588235	0.728813559322034	0.814285714285714	0.927710843373494	0.903703703703704	0.818181818181818
ADGRE2:chr19:14732392:14736235:u1	NA	0.512820512820513	0.222222222222222	NA	0.333333333333333	0.277777777777778	0.444444444444444	0.333333333333333	NA	0.333333333333333	0.467836257309941	0.333333333333333
ADGRF5:chr6:46852524:46853991:u1	0.542124542124542	0.483918128654971	0.421052631578947	0.55952380952381	0.373983739837398	0.575268817204301	0.506172839506173	0.572327044025157	0.450980392156863	0.538461538461538	0.422222222222222	0.434782608695652
ADGRL2:chr1:81990391:81993932:u3	1	0.816326530612245	0.721428571428571	0.571428571428571	0.645833333333333	0.782258064516129	0.666666666666667	0.634615384615385	0.782152230971129	0.285714285714286	0.672619047619048	0.782608695652174
ADGRL3:chr4:62070170:62078335:u1	0.760683760683761	0.842767295597484	0.743243243243243	0.814814814814815	0.819875776397516	0.73953488372093	0.807692307692308	0.710144927536232	0.772845953002611	0.670588235294118	0.803108808290155	0.692111959287532
ADGRL4:chr1:78889764:78891153:u1	0	0.0540540540540541	0.0769230769230769	0	0.176470588235294	0.125	1	0	0.142857142857143	0	0.03125	0
ADH1B:chr4:99304971:99307839:u1	1	0.826666666666667	0.666666666666667	0.833333333333333	0.804597701149425	0.861111111111111	NA	0.866666666666667	1	NA	0.897435897435897	0.8
ADH5:chr4:99070979:99072416:u1	0.805555555555556	0.830808080808081	0.733644859813084	0.882352941176471	0.787003610108303	0.86328125	0.911764705882353	0.810344827586207	0.9	0.782608695652174	0.829059829059829	0.935810810810811
ADHFE1:chr8:66468353:66468906:u1	0.266666666666667	0.129032258064516	0.209302325581395	0.0735294117647059	0.0777385159010601	0.0359712230215827	0.0434782608695652	0.125	0.125	0	0.258620689655172	0.3125
ADI1:chr2:3497366:3498962:u1	0.424242424242424	0.481927710843373	0.617283950617284	0.310810810810811	0.502525252525252	0.451807228915663	0.382352941176471	0.537037037037037	0.6	0.416666666666667	0.532258064516129	0.638888888888889
ADK:chr10:74708357:74709303:u1	0.555555555555556	0.596774193548387	0.529411764705882	0.8125	0.658415841584158	0.614285714285714	0.9	0.485714285714286	0.680851063829787	0.666666666666667	0.666666666666667	0.7
ADPRHL1:chr13:113421945:113422821:u1	0.5	0.727272727272727	0.622222222222222	0.5	0.5	0.25	0.5	0.714285714285714	0.761904761904762	0	0.545454545454545	0.75
ADRA1A:chr8:26753815:26756758:u4	0.375	0.214285714285714	0	0	0.111111111111111	0	0.333333333333333	NA	0.2	NA	0.125	0.5
ADSL:chr22:40366523:40369367:u1	0.0833333333333333	0.0869565217391304	0.2	0.0555555555555556	0.0588235294117647	0.157894736842105	0	0.0333333333333333	0.0909090909090909	0.0666666666666667	0	0.125
ADSS2:chr1:244408492:244409585:u1	0.777777777777778	0.759259259259259	0.737226277372263	0.896551724137931	0.755952380952381	0.794117647058823	0.849056603773585	0.736	0.815286624203822	0.790322580645161	0.723684210526316	0.764285714285714
AEBP2:chr12:19518118:19522227:u1	0.6	0.642857142857143	0.653846153846154	0.25	0.5	0.444444444444444	0.8	0.555555555555556	0.590909090909091	0.2	0.4375	0.479166666666667
AFAP1:chr4:7758713:7763764:u1	0.6875	0.551724137931034	0.4	0.538461538461538	0.666666666666667	0.6	0.727272727272727	0.727272727272727	0.6875	0.433962264150943	0.727272727272727	0.556962025316456
AFAP1L1:chr5:149340031:149343635:u2	0.757575757575757	0.466666666666667	0.548387096774194	0.833333333333333	0.684210526315789	0.416666666666667	0.666666666666667	0.564102564102564	0.487179487179487	0.703703703703704	0.523809523809524	0.6
AFAP1L2:chr10:114294824:114296041:u1	0.805	0.876068376068376	0.892086330935252	0.711764705882353	0.856	0.787096774193548	0.820809248554913	0.833333333333333	0.8	0.70694087403599	0.765957446808511	0.804347826086957
AFDN:chr6:167962583:167965109:u1	0.444444444444444	0.576923076923077	0.206896551724138	0.585365853658537	0.607142857142857	0.52	0.688311688311688	0.71875	0.655172413793103	0.763157894736842	0.621621621621622	0.6
AFDN:chr6:167969936:167972022:u2	0.850533807829182	0.809941520467836	0.818897637795276	0.852760736196319	0.786476868327402	0.835164835164835	0.833333333333333	0.815789473684211	0.855421686746988	0.8	0.732057416267943	0.688888888888889
AFG1L:chr6:108522426:108526001:u1	NA	0.571428571428571	0.875	0.375	0.5	0.769230769230769	0.617647058823529	0.833333333333333	0.583333333333333	0.5	0.554545454545454	0.514705882352941
AFG3L2:chr18:12328944:12329564:u1	0.876543209876543	0.816425120772947	0.86697247706422	0.854014598540146	0.82	0.808988764044944	0.904	0.787878787878788	0.880102040816326	0.833333333333333	0.831509846827133	0.875925925925926
AGA:chr4:177430775:177431707:u1	1	0.935483870967742	0.9	1	0.795454545454545	0.842105263157895	1	0.941176470588235	1	0.75	0.739130434782609	1
AGAP11:chr10:87009906:87010203:u1	NA	0.6	NA	0	0.444444444444444	0.333333333333333	NA	NA	0.75	0.5	NA	1
AGAP1:chr2:236124123:236131793:u2	0.666666666666667	0.4	0.456521739130435	0.433333333333333	0.475	0.485074626865672	0.7	0.527777777777778	0.44	0.461538461538462	0.520833333333333	0.653846153846154
AGAP2:chr12:57723761:57726551:u1	0.137254901960784	0.428571428571429	0.179487179487179	0.408163265306122	0.197183098591549	0.193181818181818	0.290322580645161	0.205128205128205	0.237704918032787	0.225	0.181818181818182	0.17741935483871
AGAP4:chr10:45825592:45825914:u1	0.939393939393939	0.964912280701754	0.870967741935484	0.854166666666667	0.882352941176471	0.925	1	0.942307692307692	0.953488372093023	0.958904109589041	0.925925925925926	0.92
AGAP5:chr10:73674275:73674598:u1	1	0.285714285714286	0.666666666666667	0.5	0.636363636363636	0.777777777777778	1	0.6	0.75	0.5	0.714285714285714	0.857142857142857
AGAP6:chr10:50010187:50010516:u1	0.953488372093023	0.888059701492537	0.952380952380952	0.9375	0.908163265306122	0.894736842105263	0.962264150943396	0.921739130434783	0.882978723404255	0.894117647058824	0.852941176470588	0.931623931623932
AGFG1:chr2:227554496:227561222:u1	0.317460317460317	0.322916666666667	0.304761904761905	0.5	0.318518518518519	0.312056737588652	0.717171717171717	0.211382113821138	0.50354609929078	0.658730158730159	0.539393939393939	0.526666666666667
AGFG2:chr7:100564992:100568220:u1	0.8	0.666666666666667	0.818181818181818	1	0.785714285714286	0.833333333333333	1	0.5	0.916666666666667	1	1	1
AGGF1:chr5:77063253:77065233:u1	0.769230769230769	0.571969696969697	0.566666666666667	0.704081632653061	0.540123456790123	0.583333333333333	0.62	0.492857142857143	0.606837606837607	0.672043010752688	0.575757575757576	0.658
AGK:chr7:141652925:141655243:u2	0.357142857142857	0.361290322580645	0.232584269662921	0.380451127819549	0.335403726708075	0.349367088607595	0.33469387755102	0.254945054945055	0.41840490797546	0.363076923076923	0.418285714285714	0.407508532423208
AGL:chr1:99921652:99924023:u1	0.893939393939394	0.819444444444444	0.780487804878049	0.886363636363636	0.724137931034483	0.615384615384615	0.714285714285714	0.863636363636364	0.814159292035398	0.75	0.7421875	0.608247422680412
AGO1:chr1:35919608:35930531:u1	0.383333333333333	0.311111111111111	0.198198198198198	0.282051282051282	0.43859649122807	0.204081632653061	0.484848484848485	0.425925925925926	0.357723577235772	0.426470588235294	0.480392156862745	0.346666666666667
AGO2:chr8:140520156:140532043:u1	NA	0	0.2	NA	0	0.4	1	0.333333333333333	1	1	0.4	0.75
AGO4:chr1:35853606:35857889:u1	0.657142857142857	0.636363636363636	0.56	0.68	0.555555555555556	0.5	0.6	0.36	0.585185185185185	0.5	0.558333333333333	0.5
AGPAT3:chr21:43982393:43987590:u1	0.159090909090909	0.12962962962963	0.116822429906542	0.217948717948718	0.0693069306930693	0.177777777777778	0.585714285714286	0.154545454545455	0.55	0.65625	0.245098039215686	0.638888888888889
AGPAT4:chr6:161129970:161136539:u1	0.333333333333333	0.395348837209302	0.216216216216216	0.523809523809524	0.159235668789809	0.186046511627907	0.657142857142857	0.032258064516129	0.386363636363636	0.725352112676056	0.604790419161677	0.670731707317073
AGPAT5:chr8:6757389:6761500:u1	0.0277777777777778	0.137096774193548	0	0.2	0.11304347826087	0.0655737704918033	0.27027027027027	0.0212765957446809	0.0916666666666667	0.166666666666667	0.0869565217391304	0.0236220472440945
AGPS:chr2:177538196:177543834:u1	0.285714285714286	0.257731958762887	0.166666666666667	0.35	0.226086956521739	0.180327868852459	0.490384615384615	0.175	0.259493670886076	0.536082474226804	0.407960199004975	0.337301587301587
AGT:chr1:230702523:230703140:u1	0.508571428571429	0.603896103896104	0.561363636363636	0.571428571428571	0.584890965732087	0.634660421545667	0.503597122302158	0.56020942408377	0.680851063829787	0.524390243902439	0.635135135135135	0.695652173913043
AGTPBP1:chr9:85546539:85547108:u1	0.948051948051948	0.927536231884058	0.937984496124031	0.951612903225806	0.901554404145078	0.884615384615385	0.948051948051948	0.924657534246575	0.96	0.93006993006993	0.935817805383023	0.952380952380952
AHCTF1:chr1:246839098:246840957:u1	0.482078853046595	0.39272030651341	0.46031746031746	0.503086419753086	0.48062015503876	0.428070175438596	0.428904428904429	0.368627450980392	0.490842490842491	0.300170068027211	0.203333333333333	0.402985074626866
AHCYL1:chr1:110021681:110023742:u1	0.0531914893617021	0.0466200466200466	0.0911528150134048	0.0842911877394636	0.033990767939572	0.106779661016949	0.0720720720720721	0.0477430555555556	0.188356164383562	0.0714285714285714	0.0586907449209932	0.109243697478992
AHCYL2:chr7:129427046:129430211:u1	0.8	0.870967741935484	0.941176470588235	1	0.957446808510638	0.982758620689655	1	0.666666666666667	0.954545454545455	0.916666666666667	0.924528301886792	0.928571428571429
