gene_id	lr	df	pvalue	adj_pvalue	N1_C.HQ.bam	N1_T.HQ.bam	N28_C.HQ.bam	N28_T.HQ.bam	R2_C.HQ.bam	R2_T.HQ.bam	R8_C.HQ.bam	R8_T.HQ.bam	gDPAU1	gDPAU2	dgDPAU	Note	feature_id	sig
IPO7:chr11:9445195:9448127:u1	30.8104255183284	3	9.31871181377729e-07	0.000196573048649513	0.604166666666667	0.246376811594203	0.648148148148148	0.294372294372294	0.584795321637427	0.340909090909091	0.511363636363636	0.281733746130031	0.58711844320397	0.290847985751405	0.296270457452565	lengthen	chr11_9446216_9446237_+_3UTR;chr11_9446733_9446754_+_3UTR;chr11_9447238_9447257_+_3UTR;chr11_9448109_9448158_+_3UTR	Yes
OGT:chrX:71573795:71575892:u1	26.1746078414144	2	2.07136257031507e-06	0.00039848009529284	0.831775700934579	0.660883280757098	0.821186440677966	0.575718015665796	0.868113522537563	0.680964308077646	0.806417674907943	0.751944330740892	0.831873334764513	0.667377483810358	0.164495850954155	lengthen	chrX_71574341_71574366_+_3UTR;chrX_71575821_71575854_+_3UTR;chrX_71575882_71575903_+_3UTR	Yes
CAMK2D:chr4:113451032:113454515:u4	26.1481745934725	2	2.09892070209555e-06	0.00039848009529284	0.471052631578947	0.410179640718563	0.522332506203474	0.454326923076923	0.526463963963964	0.444285714285714	0.54629021667761	0.434285714285714	0.516534829605999	0.435769498091729	0.0807653315142702	lengthen	chr4_113451024_113451042_-_3UTR;chr4_113452409_113452423_-_3UTR;chr4_113452941_113452973_-_3UTR	No
TRIP12:chr2:229758919:229767553:u2	25.7463566034285	2	2.56595891881408e-06	0.000432112121359399	0.190140845070423	0.122881355932203	0.438356164383562	0.122916666666667	0.463503649635036	0.209944751381215	0.412820512820513	0.1723044397463	0.376205292977383	0.157011803431596	0.219193489545787	lengthen	chr2_229763806_229763842_-_3UTR;chr2_229766369_229766392_-_3UTR;chr2_229767197_229767242_-_3UTR	Yes
AAK1:chr2:69457997:69475868:u1	33.7979337903262	5	2.61202336252638e-06	0.000432112121359399	0.66	0.3	0.676923076923077	0.5	0.635	0.425185185185185	0.56875	0.359514170040486	0.635168269230769	0.396174838806418	0.238993430424351	lengthen	chr2_69457992_69458004_-_3UTR;chr2_69467782_69467792_-_3UTR;chr2_69470918_69470930_-_3UTR;chr2_69474229_69474258_-_3UTR;chr2_69474459_69474473_-_3UTR;chr2_69474508_69474531_-_3UTR	Yes
PDS5B:chr13:32775053:32778019:u1	25.5323946016265	2	2.85568932029537e-06	0.000432112121359399	0.657407407407407	0.443396226415094	0.6	0.319672131147541	0.59469696969697	0.436802973977695	0.631944444444444	0.358433734939759	0.621012205387205	0.389576266620022	0.231435938767183	lengthen	chr13_32775895_32775919_+_3UTR;chr13_32777804_32777826_+_3UTR;chr13_32778012_32778032_+_3UTR	Yes
KPNA5:chr6:116732324:116741867:u2	25.5191772009907	2	2.87462421381766e-06	0.000432112121359399	0.736111111111111	0.544117647058824	0.729508196721312	0.524390243902439	0.851851851851852	0.714285714285714	0.828859060402685	0.712962962962963	0.78658255502174	0.623939142052485	0.162643412969255	lengthen	chr6_116732454_116732466_+_3UTR;chr6_116734738_116734775_+_3UTR;chr6_116735624_116735650_+_3UTR	Yes
ICA1L:chr2:202773150:202779532:u2	25.5152483837771	2	2.88027670044357e-06	0.000432112121359399	0.88	0.633333333333333	0.920454545454545	0.692307692307692	0.95	0.726190476190476	0.934782608695652	0.759259259259259	0.921309288537549	0.70277269027269	0.218536598264859	lengthen	chr2_202775952_202775977_-_3UTR;chr2_202778645_202778660_-_3UTR;chr2_202778956_202778975_-_3UTR	Yes
PPP1CB:chr2:28799304:28802940:u1	25.4306496177724	2	3.00472409684498e-06	0.000432112121359399	0.343478260869565	0.133047210300429	0.324427480916031	0.217117117117117	0.511538461538461	0.237604881769642	0.539370078740158	0.281659388646288	0.429703570516054	0.217357149458369	0.212346421057685	lengthen	chr2_28800994_28801049_+_3UTR;chr2_28801632_28801664_+_3UTR;chr2_28802925_28802948_+_3UTR	Yes
DIS3:chr13:72752170:72759794:u1	28.3459656403038	3	3.07269614872367e-06	0.000432112121359399	0.291111111111111	0.284722222222222	0.357664233576642	0.22972972972973	0.370748299319728	0.242424242424242	0.398655139289145	0.221601489757914	0.354544695824157	0.244619421033527	0.109925274790629	lengthen	chr13_72755391_72755406_-_3UTR;chr13_72757413_72757419_-_3UTR;chr13_72758922_72758982_-_3UTR;chr13_72759039_72759059_-_3UTR	Yes
FEM1A:chr19:4793865:4801273:u1	26.710659939763	3	6.76966926686591e-06	0.000918015507367495	0.5	0.45	0.4375	0.53125	0.625	0.3125	0.357142857142857	0.291666666666667	0.479910714285714	0.396354166666667	0.0835565476190476	lengthen	chr19_4795543_4795560_+_3UTR;chr19_4798634_4798635_+_3UTR;chr19_4799460_4799461_+_3UTR;chr19_4801159_4801185_+_3UTR;chr19_4801265_4801278_+_3UTR	No
GPHN:chr14:67180938:67181808:u1	19.0906200483732	1	1.24656045607167e-05	0.00163213450058763	0.89171974522293	0.803680981595092	0.892241379310345	0.707509881422925	0.88135593220339	0.762345679012346	0.908823529411765	0.729211087420043	0.893535146537107	0.750686907362601	0.142848239174506	lengthen	chr14_67181645_67181666_+_3UTR;chr14_67181786_67181808_+_3UTR	Yes
ZNF569:chr19:37411158:37412596:u1	18.9640058490061	1	1.33207815041865e-05	0.00168596691237987	0.842105263157895	0.625	0.75	0.589285714285714	0.909090909090909	0.558823529411765	0.811965811965812	0.544776119402985	0.828290496053654	0.579471340775116	0.248819155278538	lengthen	chr19_37411138_37411170_-_3UTR;chr19_37411655_37411689_-_3UTR	Yes
GABRB2:chr5:161288429:161294080:u1	18.7534228689556	1	1.48756120337846e-05	0.00182202254491227	1	0.818181818181818	0.983606557377049	0.875	0.968127490039841	0.838582677165354	0.982625482625483	0.874157303370787	0.983589882510593	0.85148044967949	0.132109432831103	lengthen	chr5_161290275_161290312_-_3UTR;chr5_161290684_161290707_-_3UTR	Yes
TMEM218:chr11:125094389:125097605:u1	18.5607413501751	1	1.64575219647977e-05	0.00195278784063553	0.538461538461539	0.125	0.6	0.108695652173913	0.545454545454545	0	0.333333333333333	0	0.504312354312354	0.0584239130434783	0.445888441268876	lengthen	chr11_125095017_125095036_-_3UTR;chr11_125096041_125096057_-_3UTR;chr11_125097011_125097048_-_3UTR	Yes
VCPIP1:chr8:66628487:66634500:u1	21.4755505594426	2	2.17091814258314e-05	0.00243650642763275	0.578947368421053	0.392857142857143	0.514285714285714	0.31	0.506756756756757	0.440828402366864	0.52093023255814	0.4375	0.530230018005416	0.395296386306002	0.134933631699414	lengthen	chr8_66630248_66630267_-_3UTR;chr8_66630558_66630598_-_3UTR;chr8_66633226_66633250_-_3UTR	Yes
ARPP19:chr15:52547045:52551933:u1	26.7203564398878	4	2.26416541181767e-05	0.00243650642763275	0.662790697674419	0.507745266781411	0.68452380952381	0.516556291390728	0.70873786407767	0.464338781575037	0.7	0.542463134898962	0.689013092818974	0.507775868661535	0.18123722415744	lengthen	chr15_52547041_52547053_-_3UTR;chr15_52547221_52547250_-_3UTR;chr15_52549104_52549187_-_3UTR;chr15_52549486_52549549_-_3UTR;chr15_52550777_52550798_-_3UTR	Yes
DPYSL3:chr5:147390808:147394034:u1	17.9253135038293	1	2.29745001038148e-05	0.00243650642763275	0.784431137724551	0.898148148148148	0.679012345679012	0.95253164556962	0.739130434782609	0.953307392996109	0.928571428571429	0.94578313253012	0.7827863366894	0.937442579810999	-0.154656243121599	shorten	chr5_147390800_147390860_-_3UTR;chr5_147393355_147393385_-_3UTR	Yes
CNOT6L:chr4:77713387:77720430:u1	21.3198470512595	2	2.34668088243773e-05	0.00243650642763275	0.5	0.388888888888889	0.653846153846154	0.571428571428571	0.854166666666667	0.479166666666667	0.842857142857143	0.434782608695652	0.712717490842491	0.468566683919945	0.244150806922546	lengthen	chr4_77713384_77713395_-_3UTR;chr4_77718018_77718031_-_3UTR;chr4_77718477_77718482_-_3UTR	Yes
PABPC1:chr8:100702916:100703359:u2	21.2964774104239	2	2.37426225500162e-05	0.00243650642763275	0.258474576271186	0.294540229885057	0.244525547445255	0.274147727272727	0.387640449438202	0.394495412844037	0.313099041533546	0.439914163090129	0.300934903672048	0.350774383272988	-0.0498394796009399	shorten	chr8_100702908_100702931_-_3UTR;chr8_100703116_100703130_-_3UTR;chr8_100703288_100703314_-_3UTR	No
PREX1:chr20:48624253:48625884:u1	17.74322393073	1	2.52816375331758e-05	0.00252616783456496	0.719676549865229	0.457482993197279	0.790697674418605	0.532608695652174	0.666666666666667	0.503311258278146	0.578947368421053	0.5	0.688997064842888	0.4983507367819	0.190646328060989	lengthen	chr20_48624247_48624264_-_3UTR;chr20_48624995_48625051_-_3UTR	Yes
ZFP30:chr19:37631006:37634980:u1	17.3167572982142	1	3.16384513366408e-05	0.00308028717244167	0.5	0.333333333333333	0.346153846153846	0.266666666666667	0.477272727272727	0.303921568627451	0.537735849056604	0.346938775510204	0.465290605620794	0.312715086034414	0.15257551958638	lengthen	chr19_37632161_37632169_-_3UTR;chr19_37632483_37632498_-_3UTR;chr19_37634193_37634203_-_3UTR	Yes
PUM2:chr2:20248691:20251584:u1	25.81358093159	4	3.4504761732206e-05	0.00327536450742966	0.747395833333333	0.693877551020408	0.844669117647059	0.711414790996785	0.861050328227571	0.789944903581267	0.858552631578947	0.699863574351978	0.827916977696728	0.72377520498761	0.104141772709118	lengthen	chr2_20248678_20248771_-_3UTR;chr2_20249687_20249706_-_3UTR;chr2_20249741_20249800_-_3UTR;chr2_20249849_20249872_-_3UTR;chr2_20251275_20251300_-_3UTR	Yes
SLC2A13:chr12:39755025:39760025:u1	16.9852427926858	1	3.76714833987882e-05	0.0034887468893951	1	0.333333333333333	1	0.6	1	0.585106382978723	0.911764705882353	0.525210084033613	0.977941176470588	0.510912450086418	0.467028726384171	lengthen	chr12_39755019_39755046_-_3UTR;chr12_39758220_39758222_-_3UTR	Yes
SPRYD7:chr13:49912702:49915062:u1	22.9360053634575	3	4.16425061163118e-05	0.00373112071750166	0.746031746031746	0.810344827586207	0.680555555555555	0.753968253968254	0.546666666666667	0.808743169398907	0.488888888888889	0.820512820512821	0.615535714285714	0.798392267866547	-0.182856553580833	shorten	chr13_49912693_49912711_-_3UTR;chr13_49914221_49914282_-_3UTR;chr13_49914658_49914670_-_3UTR;chr13_49914960_49914989_-_3UTR	Yes
HAUS3:chr4:2228367:2231926:u1	16.7673584122704	1	4.2253934909816e-05	0.00373112071750166	0.0555555555555556	0.305555555555556	0.024390243902439	0.168316831683168	0.037037037037037	0.183333333333333	0.0181818181818182	0.169491525423729	0.0337911636692124	0.206674311498946	-0.172883147829734	shorten	chr4_2231180_2231200_-_3UTR;chr4_2231807_2231850_-_3UTR	Yes
CELF4:chr18:37243045:37245197:u4	19.7893763396041	2	5.04419105553662e-05	0.00435290759951648	0.793103448275862	0.785971223021583	0.87962962962963	0.825757575757576	0.968085106382979	0.863636363636364	0.833333333333333	0.892405063291139	0.868537879405451	0.841942556426665	0.0265953229787856	lengthen	chr18_37244546_37244550_-_3UTR;chr18_37244924_37244943_-_3UTR;chr18_37244977_37244991_-_3UTR	No
ZNF43:chr19:21804946:21807606:u1	22.4227558574989	3	5.32669722628976e-05	0.00444509389738557	0.777777777777778	0.782051282051282	0.882882882882883	0.544871794871795	0.902439024390244	0.590277777777778	0.866666666666667	0.598039215686274	0.857441587929393	0.628810017596782	0.228631570332611	lengthen	chr19_21804922_21804974_-_3UTR;chr19_21806610_21806619_-_3UTR;chr19_21807051_21807092_-_3UTR;chr19_21807325_21807335_-_3UTR	Yes
EIF5:chr14:103341053:103345024:u1	22.3977851340387	3	5.3908534652751e-05	0.00444509389738557	0.503472222222222	0.342245989304813	0.43921568627451	0.406169665809769	0.585069444444445	0.453307392996109	0.615186615186615	0.428571428571429	0.535735992031948	0.40757361917053	0.128162372861418	lengthen	chr14_103341347_103341362_+_3UTR;chr14_103343148_103343173_+_3UTR;chr14_103343206_103343229_+_3UTR;chr14_103345011_103345030_+_3UTR	Yes
FAM200B:chr4:15688952:15690447:u1	19.6155464889798	2	5.50222315451993e-05	0.00444509389738557	0.566929133858268	0.707547169811321	0.579754601226994	0.699453551912568	0.582386363636364	0.670588235294118	0.464285714285714	0.659159159159159	0.548338953251835	0.684187029044292	-0.135848075792457	shorten	chr4_15688964_15688992_+_3UTR;chr4_15689091_15689109_+_3UTR;chr4_15690442_15690458_+_3UTR	Yes
RPAP2:chr1:92387012:92402056:u1	22.2252118537535	3	5.85578609239652e-05	0.00463217079017283	0.611683848797251	0.463768115942029	0.529411764705882	0.561728395061728	0.607142857142857	0.474178403755869	0.601360544217687	0.498498498498499	0.587399753715919	0.499543353314531	0.0878564004013883	lengthen	chr1_92387298_92387350_+_3UTR;chr1_92388133_92388215_+_3UTR;chr1_92388394_92388399_+_3UTR;chr1_92389802_92389837_+_3UTR	No
ABHD2:chr15:89195424:89202355:u1	19.1393782399912	2	6.98130837144754e-05	0.00540980160946659	0.8	0.375	0.944444444444444	0.755813953488372	0.879746835443038	0.736111111111111	0.901960784313725	0.676	0.881538016050302	0.635731266149871	0.245806749900431	lengthen	chr15_89196948_89196973_+_3UTR;chr15_89200922_89200932_+_3UTR;chr15_89202344_89202375_+_3UTR	Yes
TNKS:chr8:9776737:9782346:u1	18.8243927709027	2	8.17212587071829e-05	0.00620591238622347	0.818181818181818	0.5625	0.777777777777778	0.554054054054054	0.831858407079646	0.739669421487603	0.843091334894614	0.608247422680412	0.817727334483464	0.616117724555517	0.201609609927946	lengthen	chr8_9778878_9778899_+_3UTR;chr8_9780089_9780124_+_3UTR;chr8_9782331_9782363_+_3UTR	Yes
MED13L:chr12:115958576:115961265:u1	15.3904949655316	1	8.74269613085563e-05	0.00637785144392056	0.514705882352941	0.232876712328767	0.509677419354839	0.216867469879518	0.467889908256881	0.290598290598291	0.377358490566038	0.306818181818182	0.467407925132675	0.261790163656189	0.205617761476485	lengthen	chr12_115958575_115958585_-_3UTR;chr12_115959823_115959829_-_3UTR	Yes
PTPN4:chr2:119977071:119984898:u1	21.3543595401964	3	8.88613994972676e-05	0.00637785144392056	0.297619047619048	0.291666666666667	0.382352941176471	0.390804597701149	0.506410256410256	0.350724637681159	0.498015873015873	0.355704697986577	0.421099529555412	0.347225150008888	0.0738743795465237	lengthen	chr2_119977073_119977104_+_3UTR;chr2_119977447_119977471_+_3UTR;chr2_119980597_119980611_+_3UTR;chr2_119983800_119983819_+_3UTR	No
GALK2:chr15:49328160:49331881:u1	18.6531972985974	2	8.90245263439003e-05	0.00637785144392056	0.861111111111111	0.386792452830189	0.64	0.542857142857143	0.916666666666667	0.5	0.826086956521739	0.638888888888889	0.810966183574879	0.517134621144055	0.293831562430824	lengthen	chr15_49328505_49328542_+_3UTR;chr15_49328941_49328989_+_3UTR;chr15_49329689_49329703_+_3UTR	Yes
DZIP1:chr13:95578202:95582233:u1	15.2937011975246	1	9.20228474941436e-05	0.00647056948028265	0.693069306930693	0.9375	0.736363636363636	0.842105263157895	0.732558139534884	0.83921568627451	0.622448979591837	0.874172185430464	0.696110015605262	0.873248283715717	-0.177138268110455	shorten	chr13_95581108_95581124_-_3UTR;chr13_95581950_95581972_-_3UTR	Yes
WAC:chr10:28619607:28623112:u1	15.2186199528251	1	9.5754617770653e-05	0.0066105506122758	0.823529411764706	0.547619047619048	0.825	0.669291338582677	0.817307692307692	0.586538461538462	0.797101449275362	0.684210526315789	0.81573463833694	0.621914843513994	0.193819794822946	lengthen	chr10_28620536_28620544_+_3UTR;chr10_28620979_28620999_+_3UTR	Yes
CADM3:chr1:159200923:159203313:u1	18.4258075427861	2	9.97439883285879e-05	0.00676299863720801	0.331597222222222	0.442170818505338	0.332835820895522	0.459459459459459	0.396656534954407	0.542839657282742	0.372791519434629	0.573306370070779	0.358470274376695	0.504444076329579	-0.145973801952884	shorten	chr1_159201988_159202032_+_3UTR;chr1_159203126_159203153_+_3UTR;chr1_159203303_159203332_+_3UTR	Yes
ARL5A:chr2:151798797:151803275:u1	18.3259226705663	2	0.000104851936108059	0.00698461055091752	0.201923076923077	0.283132530120482	0.159420289855072	0.284722222222222	0.112244897959184	0.380530973451327	0.164102564102564	0.378787878787879	0.159422707209974	0.331793401145478	-0.172370693935503	shorten	chr2_151800976_151800991_-_3UTR;chr2_151801030_151801039_-_3UTR;chr2_151802585_151802592_-_3UTR	Yes
ALG12:chr22:49900229:49903837:u1	18.163278721458	2	0.000113735001846082	0.00744572072430301	0.323529411764706	0.338709677419355	0.15625	0.371212121212121	0.228571428571429	0.451612903225806	0.180851063829787	0.605263157894737	0.22230047604148	0.441699464938005	-0.219398988896524	shorten	chr22_49900211_49900233_-_3UTR;chr22_49903171_49903224_-_3UTR;chr22_49903250_49903274_-_3UTR	Yes
DNM1L:chr12:32743411:32745650:u1	22.6870558000501	4	0.00014622032023739	0.00941014501595544	0.544964028776978	0.66627358490566	0.646135265700483	0.794982698961938	0.626315789473684	0.7940625	0.599045346062053	0.807029177718833	0.6041151075033	0.765586990396608	-0.161471882893308	shorten	chr12_32743606_32743663_+_3UTR;chr12_32744076_32744097_+_3UTR;chr12_32744555_32744564_+_3UTR;chr12_32744729_32744733_+_3UTR;chr12_32745527_32745553_+_3UTR	Yes
THNSL1:chr10:25025456:25026664:u1	14.3426316804548	1	0.000152374871469172	0.00964278978280744	0	0.310344827586207	0.1875	0.403846153846154	0.0555555555555556	0.490740740740741	0.222222222222222	0.462962962962963	0.116319444444444	0.416973671284016	-0.300654226839572	shorten	chr10_25025511_25025533_+_3UTR;chr10_25026656_25026675_+_3UTR	Yes
ENY2:chr8:109343482:109345954:u1	17.4630532850488	2	0.000161415843737687	0.00990870410151767	0.91025641025641	0.844444444444444	0.958333333333333	0.811475409836066	0.90625	0.853741496598639	0.957547169811321	0.825892857142857	0.933096728350266	0.833888552005502	0.0992081763447644	lengthen	chr8_109343656_109343685_+_3UTR;chr8_109345738_109345766_+_3UTR;chr8_109345942_109345966_+_3UTR	No
CAMSAP1:chr9:135808487:135811308:u1	17.4275468304786	2	0.000164307084387842	0.00990870410151767	0.796296296296296	0.5	0.733333333333333	0.542056074766355	0.718181818181818	0.695754716981132	0.8	0.634057971014493	0.761952861952862	0.592967190690495	0.168985671262367	lengthen	chr9_135808471_135808494_-_3UTR;chr9_135809568_135809594_-_3UTR;chr9_135810419_135810436_-_3UTR	Yes
AKTIP:chr16:53491040:53492411:u1	17.4263470795604	2	0.000164405677744433	0.00990870410151767	0.465753424657534	0.375478927203065	0.366071428571429	0.403669724770642	0.560344827586207	0.384955752212389	0.482558139534884	0.405660377358491	0.468681955087513	0.392441195386147	0.0762407597013665	lengthen	chr16_53490959_53491066_-_3UTR;chr16_53491275_53491391_-_3UTR;chr16_53491679_53491718_-_3UTR	No
TARDBP:chr1:11022655:11025492:u1	17.3778010996539	2	0.000168445121469716	0.00999353322219547	0.737414965986395	0.334038054968288	0.72739916550765	0.56346623270952	0.837026777469991	0.62531328320802	0.681069958847737	0.576359832635983	0.745727716952943	0.524794350880453	0.22093336607249	lengthen	chr1_11024029_11024070_+_3UTR;chr1_11024149_11024196_+_3UTR;chr1_11025473_11025494_+_3UTR	Yes
CFAP44:chr3:113286930:113291556:u2	16.963696560539	2	0.000207195393437725	0.0119897596349252	0.410714285714286	0.5	0.65	0.685185185185185	0.636363636363636	0.952830188679245	0.657894736842105	0.974358974358974	0.588743164730007	0.778093587055851	-0.189350422325844	shorten	chr3_113286924_113286947_-_3UTR;chr3_113290114_113290129_-_3UTR;chr3_113290828_113290862_-_3UTR	Yes
AMER2:chr13:25161679:25169603:u1	19.5490591218326	3	0.000210473186922995	0.0119897596349252	0.776470588235294	0.36	0.746666666666667	0.530769230769231	0.83	0.694736842105263	0.786206896551724	0.666666666666667	0.784836037863421	0.56304318488529	0.221792852978131	lengthen	chr13_25161678_25161692_-_3UTR;chr13_25164883_25164897_-_3UTR;chr13_25164941_25164952_-_3UTR;chr13_25166904_25166914_-_3UTR;chr13_25168909_25168924_-_3UTR;chr13_25169090_25169096_-_3UTR	Yes
