gene_id	lr	df	pvalue	adj_pvalue	N1_C.HQ.bam	N1_H.HQ.bam	N28_C.HQ.bam	N28_H.HQ.bam	R2_C.HQ.bam	R2_H.HQ.bam	R8_C.HQ.bam	R8_H.HQ.bam	WARM1	WARM2	dWARM	MPRO_comparsion	MPRO	feature_id	Note	sig
PDE1A:chr2:182136453:182143038:u3	34.9899509895781	1	3.31411286034885e-09	1.15421512436331e-06	0.666666666666667	0.344827586206897	0.892857142857143	0.478260869565217	0.875	0.157894736842105	0.783132530120482	0.125	0.804414084911073	0.276495798153555	0.527918286757518	chr2_182142599_182142617_-_3UTR_vs_chr2_182140470_182140492_-_3UTR	1.03719170037844	chr2_182140470_182140492_-_3UTR;chr2_182142599_182142617_-_3UTR	distal	TRUE
WDR26:chr1:224385143:224389834:u1	42.0393578999149	4	1.63711958208534e-08	5.00442451908574e-06	0.750877853022323	0.674610963893523	0.8543934453641	0.568796505308921	0.9074901593444	0.404040404040404	0.895066107707191	0.618460578274742	0.851956891359503	0.566477112879398	0.285479778480106	chr1_224389128_224389155_-_3UTR_vs_chr1_224385141_224385153_-_3UTR	0.544795783926219	chr1_224385141_224385153_-_3UTR;chr1_224385381_224385396_-_3UTR;chr1_224386989_224387015_-_3UTR;chr1_224387837_224387852_-_3UTR;chr1_224389128_224389155_-_3UTR	distal	TRUE
DPH1:chr17:2042605:2044965:u2	31.8122463042637	1	1.69818634163703e-08	5.00442451908574e-06	0.41304347826087	0.162790697674419	0.440860215053763	0.252941176470588	0.458715596330275	0.146067415730337	0.504587155963303	0.217948717948718	0.454301611402053	0.194937001956015	0.259364609446037	chr17_2043418_2043446_+_3UTR_vs_chr17_2043883_2043904_+_3UTR	0.522186358315894	chr17_2043418_2043446_+_3UTR;chr17_2043883_2043904_+_3UTR	distal	TRUE
FAHD2A:chr2:95412958:95416616:u1	38.0928558976818	3	2.70138085433601e-08	6.97563285459468e-06	0.431624043486986	0.305825060403861	0.498294348167705	0.236153901526058	0.559961259586943	0.152664303196084	0.657077676139006	0.37461824944655	0.53673933184516	0.267315378643138	0.269423953202022	chr2_95413119_95413142_+_3UTR_vs_chr2_95416592_95416617_+_3UTR	0.589415921220777	chr2_95413119_95413142_+_3UTR;chr2_95414926_95414929_+_3UTR;chr2_95415536_95415568_+_3UTR;chr2_95416592_95416617_+_3UTR	distal	TRUE
ING5:chr2:241725032:241729477:u3	34.8318368922593	2	2.73125796969251e-08	6.97563285459468e-06	0.674650583955581	0.399913842619184	0.884790350373349	0.486966584451127	0.855987937966686	0.316012302903411	0.868548453269878	0.563247893930691	0.820994331391373	0.441535155976103	0.37945917541527	chr2_241726404_241726410_+_3UTR_vs_chr2_241729469_241729487_+_3UTR	0.74342928660826	chr2_241725987_241726000_+_3UTR;chr2_241726404_241726410_+_3UTR;chr2_241729469_241729487_+_3UTR	distal	TRUE
GPI:chr19:34400037:34402413:u1	30.5557789093182	1	3.24404140669277e-08	7.76745164314999e-06	0.148760330578512	0.0567010309278351	0.175824175824176	0.0240700218818381	0.267441860465116	0.0416666666666667	0.192090395480226	0.0493827160493827	0.196029190587008	0.0429551088814306	0.153074081705577	chr19_34400318_34400349_+_3UTR_vs_chr19_34402405_34402419_+_3UTR	0.299844611445667	chr19_34400318_34400349_+_3UTR;chr19_34402405_34402419_+_3UTR	distal	TRUE
SPAG9:chr17:50962174:50966271:u1	33.7022645002171	2	4.80447845238774e-08	1.06204739673669e-05	0.184735742976358	0.124347631556454	0.20819532999052	0.0936553132736112	0.287573214804968	0.0662370740502654	0.390622791118385	0.162664020353453	0.267781769722558	0.111726009808446	0.156055759914112	chr17_50965607_50965667_-_3UTR_vs_chr17_50964918_50964920_-_3UTR	0.449706220568205	chr17_50962168_50962184_-_3UTR;chr17_50964918_50964920_-_3UTR;chr17_50965607_50965667_-_3UTR	distal	TRUE
HEXA:chr15:72340924:72344076:u1	33.5766349929295	2	5.1159507012901e-08	1.06204739673669e-05	0.365735789265201	0.21654453027002	0.479763148728666	0.141638608305275	0.558534058534059	0.141308922558923	0.482924482924483	0.165337586390218	0.471739369863102	0.166207411881109	0.305531957981993	chr15_72343884_72343902_-_3UTR_vs_chr15_72340914_72340939_-_3UTR	0.634182355112588	chr15_72340914_72340939_-_3UTR;chr15_72343432_72343443_-_3UTR;chr15_72343884_72343902_-_3UTR	distal	TRUE
EPS15:chr1:51354263:51356699:u1	33.51833815797	2	5.26726717253907e-08	1.06204739673669e-05	0.449582579925365	0.328383938216839	0.605495931123953	0.348900989705473	0.718772632900391	0.250835552030816	0.684899699288189	0.423073904512753	0.614687710809474	0.33779859611647	0.276889114693004	chr1_51355222_51355249_-_3UTR_vs_chr1_51354249_51354275_-_3UTR	0.491073771170935	chr1_51354249_51354275_-_3UTR;chr1_51354396_51354429_-_3UTR;chr1_51355222_51355249_-_3UTR	distal	TRUE
FBXO22:chr15:75933103:75942511:u2	38.7154300802506	4	7.975909302709e-08	1.52778542693391e-05	0.730883287439102	0.390328730244412	0.757082407649148	0.18746028383817	0.695332909694274	0.356986514156605	0.716813275089624	0.323181529337005	0.725027969968037	0.314489264394048	0.410538705573989	chr15_75934561_75934614_+_3UTR_vs_chr15_75938517_75938565_+_3UTR	0.561471861471861	chr15_75934104_75934110_+_3UTR;chr15_75934561_75934614_+_3UTR;chr15_75935261_75935273_+_3UTR;chr15_75938517_75938565_+_3UTR;chr15_75938825_75938826_+_3UTR	distal	TRUE
AP2A2:chr11:1010626:1012245:u1	28.2910016285496	1	1.04380075086413e-07	1.90419079836213e-05	0.553072625698324	0.356481481481481	0.534722222222222	0.311320754716981	0.65	0.408839779005525	0.576859504132231	0.318042813455657	0.578663588013194	0.348671207164911	0.229992380848283	chr11_1010873_1010933_+_3UTR_vs_chr11_1012221_1012247_+_3UTR	0.4803007416325	chr11_1010873_1010933_+_3UTR;chr11_1012221_1012247_+_3UTR	distal	TRUE
GALK2:chr15:49328160:49331881:u1	31.4329696954564	2	1.49422967013168e-07	2.60199721194294e-05	0.853791291291291	0.510830683624801	0.629459459459459	0.302393495190105	0.912274774774775	0.317277992277992	0.814629847238543	0.503272804054054	0.802538843191017	0.408443743786738	0.394095099404279	chr15_49328505_49328542_+_3UTR_vs_chr15_49329689_49329703_+_3UTR	0.791710434173669	chr15_49328505_49328542_+_3UTR;chr15_49328941_49328989_+_3UTR;chr15_49329689_49329703_+_3UTR	distal	TRUE
LUC7L3:chr17:50750662:50756215:u1	30.5694934933199	2	2.30101171958692e-07	3.83268517292934e-05	0.608059628962639	0.547342523815519	0.628099710939948	0.539246736169813	0.633534748364096	0.516059403109062	0.623907716215409	0.480917159763314	0.623400451120523	0.520891455714427	0.102508995406096	chr17_50752534_50752559_+_3UTR_vs_chr17_50752703_50752753_+_3UTR	0.201812105281055	chr17_50752534_50752559_+_3UTR;chr17_50752619_50752649_+_3UTR;chr17_50752703_50752753_+_3UTR	distal	TRUE
HDLBP:chr2:241227264:241229600:u1	26.1691543654542	1	3.12779050828735e-07	4.99273559885368e-05	0.484848484848485	0.291519434628975	0.502958579881657	0.287856071964018	0.409836065573771	0.282122905027933	0.492163009404389	0.254814814814815	0.472451534927075	0.279078306608935	0.19337322831814	chr2_241229210_241229228_-_3UTR_vs_chr2_241227268_241227303_-_3UTR	0.394471940742065	chr2_241227268_241227303_-_3UTR;chr2_241229210_241229228_-_3UTR	distal	TRUE
EIF5:chr14:103341053:103345024:u1	32.6798447993524	3	3.76243414035585e-07	5.71267284646015e-05	0.564220000909753	0.479552534881244	0.496721679938351	0.46758834124194	0.647556177219796	0.448157205240175	0.670646043735563	0.498357162980702	0.594785975450866	0.473413811086015	0.121372164364851	chr14_103343148_103343173_+_3UTR_vs_chr14_103345011_103345030_+_3UTR	0.366154673489	chr14_103341347_103341362_+_3UTR;chr14_103343148_103343173_+_3UTR;chr14_103343206_103343229_+_3UTR;chr14_103345011_103345030_+_3UTR	distal	TRUE
PAIP1:chr5:43526268:43527375:u1	25.7545881139768	1	3.8770423912285e-07	5.71267284646015e-05	0.538461538461538	0.166666666666667	0.648648648648649	0.243093922651934	0.73469387755102	0.333333333333333	0.644067796610169	0.418803418803419	0.641467965317844	0.290474335363838	0.350993629954006	chr5_43527088_43527127_-_3UTR_vs_chr5_43526255_43526295_-_3UTR	0.719010350921484	chr5_43526255_43526295_-_3UTR;chr5_43527088_43527127_-_3UTR	distal	TRUE
PDS5B:chr13:32775053:32778019:u1	29.4455049130847	2	4.03635959102574e-07	5.72714577526652e-05	0.783883552896307	0.552186122804923	0.796410014170997	0.387531532980231	0.76209186813816	0.146288288942989	0.754700703301317	0.545002755471579	0.774271534626695	0.407752175049931	0.366519359576765	chr13_32775895_32775919_+_3UTR_vs_chr13_32778012_32778032_+_3UTR	0.493671361502347	chr13_32775895_32775919_+_3UTR;chr13_32777804_32777826_+_3UTR;chr13_32778012_32778032_+_3UTR	distal	TRUE
MED28:chr4:17623799:17634103:u1	29.313252204824	2	4.31229199670573e-07	5.90013951406416e-05	0.472316952793853	0.403630036774882	0.58511358771099	0.357312573789846	0.787259946058945	0.237136417301707	0.564690504300894	0.324847441714912	0.602345247716171	0.330731617395337	0.271613630320834	chr4_17625617_17625639_+_3UTR_vs_chr4_17634087_17634110_+_3UTR	0.594047246369832	chr4_17625617_17625639_+_3UTR;chr4_17632489_17632510_+_3UTR;chr4_17634087_17634110_+_3UTR	distal	TRUE
PHF3:chr6:63713709:63726011:u2	32.1994133938097	3	4.75071823146262e-07	6.07935186303969e-05	0.644813436396603	0.443579049991876	0.565014086143301	0.346762970385215	0.70099732539008	0.403070291526449	0.51992079396889	0.452790827556753	0.607686410474718	0.411550784865073	0.196135625609645	chr6_63714439_63714455_+_3UTR_vs_chr6_63714991_63715079_+_3UTR	0.357827476038339	chr6_63713993_63714014_+_3UTR;chr6_63714439_63714455_+_3UTR;chr6_63714495_63714516_+_3UTR;chr6_63714991_63715079_+_3UTR	distal	TRUE
OGT:chrX:71573795:71575892:u1	29.1154222783734	2	4.76065141976483e-07	6.07935186303969e-05	0.919555817014076	0.848690233505289	0.91561059844477	0.741774739193022	0.948052074677783	0.759746272451624	0.93139100599739	0.853746437133848	0.928652374033505	0.800989420570946	0.127662953462559	chrX_71574341_71574366_+_3UTR_vs_chrX_71575882_71575903_+_3UTR	0.300885308591778	chrX_71574341_71574366_+_3UTR;chrX_71575821_71575854_+_3UTR;chrX_71575882_71575903_+_3UTR	distal	TRUE
AKT2:chr19:40230317:40233871:u1	25.2675957682522	1	4.99022341032574e-07	6.16695028547029e-05	0.318681318681319	0.180555555555556	0.352112676056338	0.159574468085106	0.393617021276596	0.160583941605839	0.459770114942529	0.0898876404494382	0.381045282739195	0.147650401423985	0.23339488131521	chr19_40232316_40232341_-_3UTR_vs_chr19_40231079_40231106_-_3UTR	0.453211665772052	chr19_40231079_40231106_-_3UTR;chr19_40232316_40232341_-_3UTR	distal	TRUE
SLAIN2:chr4:48422078:48426198:u1	34.769215970384	4	5.18101745960798e-07	6.20264933992443e-05	0.648076399505749	0.566590042818603	0.677522608369328	0.44760946507416	0.693162766704401	0.451486393631779	0.654929364431134	0.458500973066723	0.668422784752653	0.481046718647816	0.187376066104837	chr4_48422521_48422534_+_3UTR_vs_chr4_48426194_48426205_+_3UTR	0.266220735785953	chr4_48422521_48422534_+_3UTR;chr4_48424557_48424601_+_3UTR;chr4_48424995_48425043_+_3UTR;chr4_48426031_48426041_+_3UTR;chr4_48426194_48426205_+_3UTR	distal	TRUE
PIK3C3:chr18:42081138:42087829:u1	28.7586386602429	2	5.69037596607555e-07	6.60600918970771e-05	0.75088826796371	0.515853621896626	0.822032495084342	0.537924786620589	0.910689242241876	0.399296844189735	0.927389272251304	0.754372850498699	0.852749819385308	0.551862025801412	0.300887793583896	chr18_42081391_42081420_+_3UTR_vs_chr18_42084612_42084618_+_3UTR	0.625255623721881	chr18_42081391_42081420_+_3UTR;chr18_42084248_42084261_+_3UTR;chr18_42084612_42084618_+_3UTR	distal	TRUE
AP2B1:chr17:35723700:35726411:u1	24.6408199073412	1	6.90730052302417e-07	7.78290244226635e-05	0.867469879518072	0.698879551820728	0.892116182572614	0.807304785894207	0.914746543778802	0.690298507462687	0.903394255874674	0.628262826282628	0.89443171543604	0.706186417865062	0.188245297570978	chr17_35724066_35724096_+_3UTR_vs_chr17_35726401_35726418_+_3UTR	0.395025692303493	chr17_35724066_35724096_+_3UTR;chr17_35726401_35726418_+_3UTR	distal	TRUE
ST8SIA3:chr18:57360278:57368930:u1	34.00639975325	4	7.42940137879295e-07	8.13201048061594e-05	0.413610683102208	0.233975346687211	0.452435699893327	0.348634822804314	0.564294340565527	0.316240369799692	0.585986230032572	0.358366089116694	0.504081738398409	0.314304157101978	0.189777581296431	chr18_57363374_57363397_+_3UTR_vs_chr18_57368921_57368934_+_3UTR	0.671664167916042	chr18_57362431_57362441_+_3UTR;chr18_57363374_57363397_+_3UTR;chr18_57363994_57364014_+_3UTR;chr18_57365692_57365710_+_3UTR;chr18_57368921_57368934_+_3UTR	distal	TRUE
CCDC93:chr2:117915481:117920342:u1	30.8030258696431	3	9.35219668876719e-07	9.85671276753696e-05	0.856611299014587	0.735687067960319	0.899061625588094	0.726770146036948	0.945825982323919	0.671407046310658	0.877639460502083	0.696744526030803	0.894784591857171	0.707652196584682	0.187132395272489	chr2_117919588_117919610_-_3UTR_vs_chr2_117915567_117915581_-_3UTR	0.365401985631801	chr2_117915477_117915488_-_3UTR;chr2_117915567_117915581_-_3UTR;chr2_117919588_117919610_-_3UTR;chr2_117919990_117920004_-_3UTR	distal	TRUE
ATM:chr11:108365509:108369102:u2	24.0229012560189	1	9.51966516311322e-07	9.85671276753696e-05	1	0.888888888888889	1	0.793103448275862	1	0.611111111111111	0.988372093023256	0.723404255319149	0.997093023255814	0.754126925898753	0.242966097357061	chr11_108366484_108366489_+_3UTR_vs_chr11_108369095_108369104_+_3UTR	0.461142231665701	chr11_108366484_108366489_+_3UTR;chr11_108369095_108369104_+_3UTR	distal	TRUE
FPGT:chr1:74205375:74208702:u1	30.6750438399247	3	9.95071406275463e-07	0.00010031890940635	0.146433655687006	0.160022798462565	0.0972133588598171	0.115370589844106	0.262487671868655	0.0721487829337223	0.285751967666454	0.188375180629213	0.197971663520483	0.133979337967402	0.0639923255530812	chr1_74207213_74207241_+_3UTR_vs_chr1_74207336_74207358_+_3UTR	0.602594706798132	chr1_74207129_74207146_+_3UTR;chr1_74207213_74207241_+_3UTR;chr1_74207336_74207358_+_3UTR;chr1_74208696_74208716_+_3UTR	distal	TRUE
GATAD2A:chr19:19505475:19508932:u1	27.225380283823	2	1.22485248465138e-06	0.000120318201761524	0.343509492047204	0.0422127897756425	0.296434068753207	0.081299323218256	0.481638935717951	0.0293267802651832	0.304771677783479	0.0419404491964448	0.35658854357546	0.0486948356138816	0.307893707961578	chr19_19506973_19506982_+_3UTR_vs_chr19_19508922_19508932_+_3UTR	0.576842105263158	chr19_19506973_19506982_+_3UTR;chr19_19507335_19507347_+_3UTR;chr19_19508922_19508932_+_3UTR	distal	TRUE
PPP2R5E:chr14:63371356:63376008:u2	23.4156754145597	1	1.30510706956579e-06	0.000123681593578459	0.897058823529412	0.773809523809524	0.893805309734513	0.746753246753247	0.935483870967742	0.741379310344828	0.939102564102564	0.787018255578093	0.916362642083558	0.762240084121423	0.154122557962135	chr14_63374729_63374749_-_3UTR_vs_chr14_63374683_63374685_-_3UTR	0.302208706726744	chr14_63374683_63374685_-_3UTR;chr14_63374729_63374749_-_3UTR	distal	TRUE
SLC19A1:chr21:45512565:45515657:u1	23.3885203473994	1	1.32366101193339e-06	0.000123681593578459	0.5	0.0967741935483871	0.6	0.0930232558139535	0.625	0.117647058823529	0.714285714285714	0.4	0.609821428571429	0.176861127046468	0.432960301524961	chr21_45514709_45514723_-_3UTR_vs_chr21_45513767_45513782_-_3UTR	0.919769503546099	chr21_45513767_45513782_-_3UTR;chr21_45514709_45514723_-_3UTR	distal	TRUE
VPS13C:chr15:61864306:61867923:u1	23.203588281768	1	1.45725164988353e-06	0.000130464835554425	0.416666666666667	0.684210526315789	0.333333333333333	0.714285714285714	0.395348837209302	1	0.482142857142857	0.827586206896552	0.40687292358804	0.806520611874514	-0.399647688286474	chr15_61865257_61865304_-_3UTR_vs_chr15_61864293_61864316_-_3UTR	-0.766299212598425	chr15_61864293_61864316_-_3UTR;chr15_61865257_61865304_-_3UTR	proximal	TRUE
SRSF5:chr14:69771462:69772005:u1	23.1942220448982	1	1.46436646537203e-06	0.000130464835554425	0.886142983230362	0.808581249259215	0.91824985607369	0.817436076446461	0.934051367025683	0.771225428690924	0.938097216452015	0.802720207253886	0.919135355695438	0.799990740412622	0.119144615282816	chr14_69771660_69771686_+_3UTR_vs_chr14_69771991_69772030_+_3UTR	0.239788771970186	chr14_69771660_69771686_+_3UTR;chr14_69771991_69772030_+_3UTR	distal	TRUE
ELOVL6:chr4:110045846:110051337:u1	29.495762895744	3	1.76171432158249e-06	0.000153389262863239	0.6	0.0741785714285714	0.140142857142857	0.0660168067226891	0.42396992481203	0.0773214285714286	0.185794871794872	0.0634473409801877	0.33747691343744	0.0702410369257192	0.267235876511721	chr4_110049345_110049394_-_3UTR_vs_chr4_110048691_110048692_-_3UTR	0.876391850272447	chr4_110045845_110045871_-_3UTR;chr4_110048691_110048692_-_3UTR;chr4_110049030_110049038_-_3UTR;chr4_110049345_110049394_-_3UTR	distal	TRUE
TDRD6:chr6:46701888:46704319:u1	26.2607812460631	2	1.98400977334708e-06	0.000168905365370948	0.150895425148178	0.0594004172756585	0.195048477613272	0	0.217897876245412	0	0.144191636773694	0	0.177008353945139	0.0148501043189146	0.162158249626224	chr6_46702405_46702430_+_3UTR_vs_chr6_46703915_46703923_+_3UTR	0.269418927955513	chr6_46702405_46702430_+_3UTR;chr6_46703915_46703923_+_3UTR;chr6_46704312_46704319_+_3UTR	distal	TRUE
ETAA1:chr2:67410039:67412089:u1	28.6852693814935	3	2.60771431910862e-06	0.000213913982635574	0.489173268332318	0.306034357679696	0.606785675879127	0.393962801795539	0.701801777219933	0.297063669397612	0.597719160790459	0.393895998374975	0.598869970555459	0.347739206811955	0.251130763743504	chr2_67410397_67410416_+_3UTR_vs_chr2_67411815_67411844_+_3UTR	0.598537825810553	chr2_67410174_67410200_+_3UTR;chr2_67410397_67410416_+_3UTR;chr2_67410534_67410545_+_3UTR;chr2_67411815_67411844_+_3UTR	distal	TRUE
PPP6R2:chr22:50444234:50445089:u1	22.0732841245863	1	2.62436888119863e-06	0.000213913982635574	0.802469135802469	0.547413793103448	0.685314685314685	0.544736842105263	0.752380952380952	0.501618122977346	0.718579234972678	0.580508474576271	0.739686002117696	0.543569308190582	0.196116693927114	chr22_50444358_50444394_+_3UTR_vs_chr22_50445070_50445095_+_3UTR	0.387574355584931	chr22_50444358_50444394_+_3UTR;chr22_50445070_50445095_+_3UTR	distal	TRUE
MXD1:chr2:69938285:69942944:u1	21.9784025119416	1	2.75735901406518e-06	0.000220071716310077	0.885714285714286	0.863636363636364	0.945205479452055	0.765217391304348	0.989949748743719	0.666666666666667	0.955713020372011	0.643790849673203	0.944145633570517	0.734827817820145	0.209317815750372	chr2_69940635_69940649_+_3UTR_vs_chr2_69942924_69942962_+_3UTR	0.488383538568478	chr2_69940635_69940649_+_3UTR;chr2_69942924_69942962_+_3UTR	distal	TRUE
TRAF7:chr16:2176575:2178129:u1	25.5393254891706	2	2.8458102171505e-06	0.000222495896773542	0.827255215822459	0.690142505679005	0.87280803195963	0.735553792864289	0.929333282361037	0.624695511322929	0.914063438663943	0.798342731872768	0.885864992201767	0.712183635434748	0.173681356767019	chr16_2176928_2176945_+_3UTR_vs_chr16_2178041_2178075_+_3UTR	0.335306561897926	chr16_2176928_2176945_+_3UTR;chr16_2178041_2178075_+_3UTR;chr16_2178117_2178130_+_3UTR	distal	TRUE
SEC14L1:chr17:77214024:77217099:u1	21.798219405111	1	3.02881090989554e-06	0.000228895432587879	0.88622754491018	0.737463126843658	0.931989924433249	0.848739495798319	0.954545454545455	0.738853503184713	0.931034482758621	0.75	0.925949351661876	0.768764031456673	0.157185320205203	chr17_77214291_77214336_+_3UTR_vs_chr17_77217080_77217105_+_3UTR	0.286786432137531	chr17_77214291_77214336_+_3UTR;chr17_77217080_77217105_+_3UTR	distal	TRUE
SPDL1:chr5:169601825:169604777:u1	21.7866315316394	1	3.04715924353481e-06	0.000228895432587879	0.5	0.333333333333333	0.733333333333333	0.376	0.727272727272727	0.24	0.537037037037037	0.154471544715447	0.624410774410774	0.275951219512195	0.348459554898579	chr5_169603090_169603109_+_3UTR_vs_chr5_169604756_169604778_+_3UTR	0.659684004970708	chr5_169603090_169603109_+_3UTR;chr5_169604756_169604778_+_3UTR	distal	TRUE
HLCS:chr21:36748625:36754245:u1	30.8004401608753	4	3.36216540377481e-06	0.0002432400968859	0.224981923355025	0.331965533863582	0.32659978308026	0.317416555874326	0.455854860974167	0.232774600670479	0.44468546637744	0.359615823724169	0.363030508446723	0.310443128533139	0.052587379913584	chr21_36751188_36751209_-_3UTR_vs_chr21_36748602_36748634_-_3UTR	0.382307848071972	chr21_36748602_36748634_-_3UTR;chr21_36751188_36751209_-_3UTR;chr21_36752049_36752054_-_3UTR;chr21_36752691_36752723_-_3UTR;chr21_36753212_36753229_-_3UTR	distal	TRUE
PPP1CB:chr2:28799304:28802940:u1	25.2041015610939	2	3.36510705689186e-06	0.0002432400968859	0.315457185959066	0.243542700866897	0.299828827368646	0.232339186792838	0.481532087798271	0.123076246328447	0.513328943022464	0.210890298636285	0.402536761037112	0.202462108156117	0.200074652880995	chr2_28800994_28801049_+_3UTR_vs_chr2_28802925_28802948_+_3UTR	0.4666450127805	chr2_28800994_28801049_+_3UTR;chr2_28801632_28801664_+_3UTR;chr2_28802925_28802948_+_3UTR	distal	TRUE
ESS2:chr22:19130279:19134195:u1	21.3524537273602	1	3.82131353924006e-06	0.00027110096608942	0.684210526315789	0.344827586206897	0.642857142857143	0.235294117647059	0.941176470588235	0.384615384615385	0.875	0.5	0.785811034940292	0.366184272117335	0.419626762822957	chr22_19133931_19133942_-_3UTR_vs_chr22_19130274_19130284_-_3UTR	0.930144447075539	chr22_19130274_19130284_-_3UTR;chr22_19133931_19133942_-_3UTR	distal	TRUE
