gene_id	lr	df	pvalue	adj_pvalue	N1_H.HQ.bam	N1_T.HQ.bam	N28_H.HQ.bam	N28_T.HQ.bam	R2_H.HQ.bam	R2_T.HQ.bam	R8_H.HQ.bam	R8_T.HQ.bam	gDPAU1	gDPAU2	dgDPAU	Note	feature_id	sig
ZC2HC1C:chr14:75077537:75079988:u1	10.6801968945934	1	0.00108288534539416	0.0811702755431432	0.117647058823529	0.3	0	0	0.0833333333333333	0.8	0.157894736842105	0.705882352941177	0.089718782249742	0.451470588235294	-0.361751805985552	shorten	chr14_75078084_75078096_+_3UTR;chr14_75078416_75078428_+_3UTR	No
FAM161B:chr14:73932276:73934255:u1	18.249046944793	4	0.00110317496483588	0.0811702755431432	0.413793103448276	0.471014492753623	0.4375	0.451612903225806	0.393939393939394	0.494845360824742	0.397540983606557	0.491176470588235	0.410693370248557	0.477162306848102	-0.066468936599545	shorten	chr14_73932275_73932306_-_3UTR;chr14_73932509_73932517_-_3UTR;chr14_73932987_73932998_-_3UTR;chr14_73933054_73933092_-_3UTR;chr14_73933988_73933989_-_3UTR	No
CSNK1D:chr17:82242667:82244831:u2	10.6449457515409	1	0.00110372119314253	0.0811702755431432	0.887905604719764	0.923937360178971	0.859611231101512	0.938375350140056	0.807174887892377	0.942558746736292	0.851219512195122	0.943349753694581	0.851477808977194	0.937055302687475	-0.0855774937102816	shorten	chr17_82242653_82242684_-_3UTR;chr17_82244344_82244362_-_3UTR	No
MMUT:chr6:49430360:49431727:u1	13.4930715197679	2	0.00117494286290418	0.0847981317904789	0.490825688073395	0.679245283018868	0.609523809523809	0.651785714285714	0.457142857142857	0.661904761904762	0.547413793103448	0.614173228346457	0.526226536960877	0.65177724688895	-0.125550709928073	shorten	chr6_49430344_49430373_-_3UTR;chr6_49430864_49430883_-_3UTR;chr6_49431277_49431313_-_3UTR	No
TRIM24:chr7:138584952:138589996:u1	13.3930712640866	2	0.00123518362957111	0.0847981317904789	0.95	0.566666666666667	0.85	0.625	0.931818181818182	0.815789473684211	0.90625	0.66	0.909517045454545	0.666864035087719	0.242653010366826	lengthen	chr7_138585136_138585137_+_3UTR;chr7_138585167_138585168_+_3UTR;chr7_138585574_138585588_+_3UTR	No
WDR36:chr5:111126884:111130502:u1	15.7962682619609	3	0.00124842202793788	0.0847981317904789	0.687134502923977	0.598639455782313	0.656410256410256	0.642276422764228	0.491228070175439	0.572327044025157	0.656357388316151	0.535135135135135	0.622782554456456	0.587094514426708	0.0356880400297475	lengthen	chr5_111126977_111127025_+_3UTR;chr5_111128351_111128380_+_3UTR;chr5_111129697_111129715_+_3UTR;chr5_111130494_111130507_+_3UTR	No
RTCA:chr1:100291505:100292769:u1	10.4154307292174	1	0.00124966705075072	0.0847981317904789	0.538461538461538	0.811594202898551	0.538461538461538	0.571428571428571	0.264705882352941	0.782051282051282	0.583333333333333	0.792207792207792	0.481240573152338	0.739320462146549	-0.258079888994211	shorten	chr1_100291763_100291781_+_3UTR;chr1_100292758_100292772_+_3UTR	No
NADK2:chr5:36192589:36195143:u1	13.3558552112927	2	0.00125838313827511	0.0847981317904789	0.579113924050633	0.757425742574257	0.60062893081761	0.770588235294118	0.448717948717949	0.833333333333333	0.792134831460674	0.836065573770492	0.605148908761716	0.79935322124305	-0.194204312481334	shorten	chr5_36192868_36192891_-_3UTR;chr5_36193698_36193725_-_3UTR;chr5_36194214_36194234_-_3UTR	No
TMEM163:chr2:134455759:134456715:u1	10.3851759726067	1	0.00127031080119408	0.0847981317904789	1	0.666666666666667	0.92	0.571428571428571	0.857142857142857	0.6	1	0.363636363636364	0.944285714285714	0.5504329004329	0.393852813852814	lengthen	chr2_134455758_134455771_-_3UTR;chr2_134455968_134455991_-_3UTR	No
MLXIP:chr12:122141813:122147342:u1	13.1772910522756	2	0.00137590232581327	0.0904551544197544	0.541666666666667	0.863636363636364	0.6	0.90625	0.666666666666667	0.666666666666667	0.692307692307692	0.416666666666667	0.625160256410256	0.713304924242424	-0.0881446678321678	shorten	chr12_122143795_122143823_+_3UTR;chr12_122144914_122144929_+_3UTR;chr12_122147337_122147348_+_3UTR	No
CADM3:chr1:159200923:159203313:u1	13.0973967622849	2	0.00143197827572414	0.0927366229607022	0.30625	0.442170818505338	0.298076923076923	0.459459459459459	0.309644670050761	0.542839657282742	0.477941176470588	0.573306370070779	0.347978192399568	0.504444076329579	-0.156465883930011	shorten	chr1_159201988_159202032_+_3UTR;chr1_159203126_159203153_+_3UTR;chr1_159203303_159203332_+_3UTR	No
LCA5:chr6:79484991:79487003:u1	9.75092572914468	1	0.0017923243440927	0.11436610777968	0.953703703703704	0.833333333333333	0.964285714285714	0.851063829787234	0.888888888888889	0.785714285714286	0.979166666666667	0.857142857142857	0.946511243386243	0.831813576494428	0.114697666891816	lengthen	chr6_79484977_79484998_-_3UTR;chr6_79486768_79486783_-_3UTR	No
KANSL1L:chr2:210021421:210022948:u1	12.5672422161248	2	0.00186662907582575	0.117381211014608	0.765625	0.75	0.9	0.642857142857143	0.708333333333333	0.5625	0.785714285714286	0.5	0.789918154761905	0.613839285714286	0.176078869047619	lengthen	chr2_210021420_210021429_-_3UTR;chr2_210021524_210021525_-_3UTR;chr2_210022340_210022348_-_3UTR	No
