gene_id	lr	df	pvalue	adj_pvalue	N1_C.HQ.bam	N1_H.HQ.bam	N28_C.HQ.bam	N28_H.HQ.bam	R2_C.HQ.bam	R2_H.HQ.bam	R8_C.HQ.bam	R8_H.HQ.bam	gDPAU1	gDPAU2	dgDPAU	Note	feature_id	sig
PDE1A:chr2:182136453:182143038:u3	34.9899509895781	1	3.31411286034885e-09	1.15421512436331e-06	0.666666666666667	0.344827586206897	0.892857142857143	0.478260869565217	0.875	0.157894736842105	0.783132530120482	0.125	0.804414084911073	0.276495798153555	0.527918286757518	lengthen	chr2_182140470_182140492_-_3UTR;chr2_182142599_182142617_-_3UTR	Yes
WDR26:chr1:224385143:224389834:u1	42.0393578999149	4	1.63711958208534e-08	5.00442451908574e-06	0.73125	0.641304347826087	0.844444444444444	0.53125	0.892857142857143	0.386363636363636	0.871428571428571	0.584302325581395	0.83499503968254	0.53580507744278	0.29918996223976	lengthen	chr1_224385141_224385153_-_3UTR;chr1_224385381_224385396_-_3UTR;chr1_224386989_224387015_-_3UTR;chr1_224387837_224387852_-_3UTR;chr1_224389128_224389155_-_3UTR	Yes
DPH1:chr17:2042605:2044965:u2	31.8122463042637	1	1.69818634163703e-08	5.00442451908574e-06	0.41304347826087	0.162790697674419	0.440860215053763	0.252941176470588	0.458715596330275	0.146067415730337	0.504587155963303	0.217948717948718	0.454301611402053	0.194937001956015	0.259364609446037	lengthen	chr17_2043418_2043446_+_3UTR;chr17_2043883_2043904_+_3UTR	Yes
FAHD2A:chr2:95412958:95416616:u1	38.0928558976818	3	2.70138085433601e-08	6.97563285459468e-06	0.363636363636364	0.246376811594203	0.418079096045198	0.195833333333333	0.490909090909091	0.125	0.594871794871795	0.333333333333333	0.466874086365612	0.225135869565217	0.241738216800394	lengthen	chr2_95413119_95413142_+_3UTR;chr2_95414926_95414929_+_3UTR;chr2_95415536_95415568_+_3UTR;chr2_95416592_95416617_+_3UTR	Yes
ING5:chr2:241725032:241729477:u3	34.8318368922593	2	2.73125796969251e-08	6.97563285459468e-06	0.7	0.535714285714286	0.9	0.632352941176471	0.875	0.5	0.904761904761905	0.697916666666667	0.844940476190476	0.591495973389356	0.25344450280112	lengthen	chr2_241725987_241726000_+_3UTR;chr2_241726404_241726410_+_3UTR;chr2_241729469_241729487_+_3UTR	Yes
GPI:chr19:34400037:34402413:u1	30.5557789093182	1	3.24404140669277e-08	7.76745164314999e-06	0.148760330578512	0.0567010309278351	0.175824175824176	0.0240700218818381	0.267441860465116	0.0416666666666667	0.192090395480226	0.0493827160493827	0.196029190587008	0.0429551088814306	0.153074081705577	lengthen	chr19_34400318_34400349_+_3UTR;chr19_34402405_34402419_+_3UTR	Yes
SPAG9:chr17:50962174:50966271:u1	33.7022645002171	2	4.80447845238774e-08	1.06204739673669e-05	0.22488038277512	0.137834036568214	0.264227642276423	0.111032531824611	0.350446428571429	0.0802675585284281	0.484189723320158	0.1834451901566	0.330936044235782	0.128144829269463	0.202791214966319	lengthen	chr17_50962168_50962184_-_3UTR;chr17_50964918_50964920_-_3UTR;chr17_50965607_50965667_-_3UTR	Yes
HEXA:chr15:72340924:72344076:u1	33.5766349929295	2	5.1159507012901e-08	1.06204739673669e-05	0.529411764705882	0.352941176470588	0.551724137931034	0.257575757575758	0.692307692307692	0.25	0.607142857142857	0.302631578947368	0.595146613021867	0.290787128248429	0.304359484773438	lengthen	chr15_72340914_72340939_-_3UTR;chr15_72343432_72343443_-_3UTR;chr15_72343884_72343902_-_3UTR	Yes
EPS15:chr1:51354263:51356699:u1	33.51833815797	2	5.26726717253907e-08	1.06204739673669e-05	0.401069518716578	0.26038338658147	0.527322404371585	0.283839779005525	0.604026845637584	0.202755905511811	0.592592592592593	0.344090909090909	0.531252840329585	0.272767495047429	0.258485345282156	lengthen	chr1_51354249_51354275_-_3UTR;chr1_51354396_51354429_-_3UTR;chr1_51355222_51355249_-_3UTR	Yes
FBXO22:chr15:75933103:75942511:u2	38.7154300802506	4	7.975909302709e-08	1.52778542693391e-05	0.666666666666667	0.395161290322581	0.680232558139535	0.292372881355932	0.661111111111111	0.365384615384615	0.660377358490566	0.385	0.66709692360197	0.359479696765782	0.307617226836188	lengthen	chr15_75934104_75934110_+_3UTR;chr15_75934561_75934614_+_3UTR;chr15_75935261_75935273_+_3UTR;chr15_75938517_75938565_+_3UTR;chr15_75938825_75938826_+_3UTR	Yes
AP2A2:chr11:1010626:1012245:u1	28.2910016285496	1	1.04380075086413e-07	1.90419079836213e-05	0.553072625698324	0.356481481481481	0.534722222222222	0.311320754716981	0.65	0.408839779005525	0.576859504132231	0.318042813455657	0.578663588013194	0.348671207164911	0.229992380848283	lengthen	chr11_1010873_1010933_+_3UTR;chr11_1012221_1012247_+_3UTR	Yes
GALK2:chr15:49328160:49331881:u1	31.4329696954564	2	1.49422967013168e-07	2.60199721194294e-05	0.861111111111111	0.514705882352941	0.64	0.313559322033898	0.916666666666667	0.328571428571429	0.826086956521739	0.515625	0.810966183574879	0.418115408239567	0.392850775335312	lengthen	chr15_49328505_49328542_+_3UTR;chr15_49328941_49328989_+_3UTR;chr15_49329689_49329703_+_3UTR	Yes
LUC7L3:chr17:50750662:50756215:u1	30.5694934933199	2	2.30101171958692e-07	3.83268517292934e-05	0.606280193236715	0.545656028368794	0.626373626373626	0.537460317460317	0.631857555341675	0.514384349827388	0.622222222222222	0.479166666666667	0.62168339929356	0.519166840580792	0.102516558712768	lengthen	chr17_50752534_50752559_+_3UTR;chr17_50752619_50752649_+_3UTR;chr17_50752703_50752753_+_3UTR	Yes
HDLBP:chr2:241227264:241229600:u1	26.1691543654542	1	3.12779050828735e-07	4.99273559885368e-05	0.484848484848485	0.291519434628975	0.502958579881657	0.287856071964018	0.409836065573771	0.282122905027933	0.492163009404389	0.254814814814815	0.472451534927075	0.279078306608935	0.19337322831814	lengthen	chr2_241227268_241227303_-_3UTR;chr2_241229210_241229228_-_3UTR	Yes
EIF5:chr14:103341053:103345024:u1	32.6798447993524	3	3.76243414035585e-07	5.71267284646015e-05	0.503472222222222	0.396747967479675	0.43921568627451	0.388688327316486	0.585069444444445	0.38	0.615186615186615	0.422795698924731	0.535735992031948	0.397057998430223	0.138677993601725	lengthen	chr14_103341347_103341362_+_3UTR;chr14_103343148_103343173_+_3UTR;chr14_103343206_103343229_+_3UTR;chr14_103345011_103345030_+_3UTR	Yes
PAIP1:chr5:43526268:43527375:u1	25.7545881139768	1	3.8770423912285e-07	5.71267284646015e-05	0.538461538461538	0.166666666666667	0.648648648648649	0.243093922651934	0.73469387755102	0.333333333333333	0.644067796610169	0.418803418803419	0.641467965317844	0.290474335363838	0.350993629954006	lengthen	chr5_43526255_43526295_-_3UTR;chr5_43527088_43527127_-_3UTR	Yes
PDS5B:chr13:32775053:32778019:u1	29.4455049130847	2	4.03635959102574e-07	5.72714577526652e-05	0.657407407407407	0.428571428571429	0.6	0.319148936170213	0.59469696969697	0.115384615384615	0.631944444444444	0.416666666666667	0.621012205387205	0.319942911698231	0.301069293688975	lengthen	chr13_32775895_32775919_+_3UTR;chr13_32777804_32777826_+_3UTR;chr13_32778012_32778032_+_3UTR	Yes
MED28:chr4:17623799:17634103:u1	29.313252204824	2	4.31229199670573e-07	5.90013951406416e-05	0.467213114754098	0.382775119617225	0.571428571428572	0.328125	0.784403669724771	0.215909090909091	0.553571428571429	0.30421686746988	0.594154196119717	0.307756519499049	0.286397676620669	lengthen	chr4_17625617_17625639_+_3UTR;chr4_17632489_17632510_+_3UTR;chr4_17634087_17634110_+_3UTR	Yes
PHF3:chr6:63713709:63726011:u2	32.1994133938097	3	4.75071823146262e-07	6.07935186303969e-05	0.634920634920635	0.401801801801802	0.533816425120773	0.310185185185185	0.669260700389105	0.345911949685535	0.488095238095238	0.409836065573771	0.581523249631438	0.366933750561573	0.214589499069865	lengthen	chr6_63713993_63714014_+_3UTR;chr6_63714439_63714455_+_3UTR;chr6_63714495_63714516_+_3UTR;chr6_63714991_63715079_+_3UTR	Yes
OGT:chrX:71573795:71575892:u1	29.1154222783734	2	4.76065141976483e-07	6.07935186303969e-05	0.831775700934579	0.720538720538721	0.821186440677966	0.631345177664975	0.868113522537563	0.652046783625731	0.806417674907943	0.686322686322686	0.831873334764513	0.672563342038028	0.159309992726485	lengthen	chrX_71574341_71574366_+_3UTR;chrX_71575821_71575854_+_3UTR;chrX_71575882_71575903_+_3UTR	Yes
AKT2:chr19:40230317:40233871:u1	25.2675957682522	1	4.99022341032574e-07	6.16695028547029e-05	0.318681318681319	0.180555555555556	0.352112676056338	0.159574468085106	0.393617021276596	0.160583941605839	0.459770114942529	0.0898876404494382	0.381045282739195	0.147650401423985	0.23339488131521	lengthen	chr19_40231079_40231106_-_3UTR;chr19_40232316_40232341_-_3UTR	Yes
SLAIN2:chr4:48422078:48426198:u1	34.769215970384	4	5.18101745960798e-07	6.20264933992443e-05	0.480769230769231	0.397727272727273	0.554054054054054	0.291304347826087	0.559210526315789	0.303571428571429	0.5	0.311728395061728	0.523508452784769	0.326082861046629	0.197425591738139	lengthen	chr4_48422521_48422534_+_3UTR;chr4_48424557_48424601_+_3UTR;chr4_48424995_48425043_+_3UTR;chr4_48426031_48426041_+_3UTR;chr4_48426194_48426205_+_3UTR	Yes
PIK3C3:chr18:42081138:42087829:u1	28.7586386602429	2	5.69037596607555e-07	6.60600918970771e-05	0.722222222222222	0.459677419354839	0.783333333333333	0.471311475409836	0.891625615763547	0.378378378378378	0.906344410876133	0.711165048543689	0.825881395548809	0.505133080421686	0.320748315127123	lengthen	chr18_42081391_42081420_+_3UTR;chr18_42084248_42084261_+_3UTR;chr18_42084612_42084618_+_3UTR	Yes
AP2B1:chr17:35723700:35726411:u1	24.6408199073412	1	6.90730052302417e-07	7.78290244226635e-05	0.867469879518072	0.698879551820728	0.892116182572614	0.807304785894207	0.914746543778802	0.690298507462687	0.903394255874674	0.628262826282628	0.89443171543604	0.706186417865062	0.188245297570978	lengthen	chr17_35724066_35724096_+_3UTR;chr17_35726401_35726418_+_3UTR	Yes
ST8SIA3:chr18:57360278:57368930:u1	34.00639975325	4	7.42940137879295e-07	8.13201048061594e-05	0.5	0.3125	0.576923076923077	0.45	0.655405405405405	0.4	0.664556962025316	0.448979591836735	0.59922136108845	0.402869897959184	0.196351463129266	lengthen	chr18_57362431_57362441_+_3UTR;chr18_57363374_57363397_+_3UTR;chr18_57363994_57364014_+_3UTR;chr18_57365692_57365710_+_3UTR;chr18_57368921_57368934_+_3UTR	Yes
CCDC93:chr2:117915481:117920342:u1	30.8030258696431	3	9.35219668876719e-07	9.85671276753696e-05	0.635220125786163	0.633879781420765	0.720930232558139	0.642685851318945	0.746835443037975	0.573333333333333	0.677595628415301	0.599616858237548	0.695145357449395	0.612378956077648	0.0827664013717467	lengthen	chr2_117915477_117915488_-_3UTR;chr2_117915567_117915581_-_3UTR;chr2_117919588_117919610_-_3UTR;chr2_117919990_117920004_-_3UTR	No
ATM:chr11:108365509:108369102:u2	24.0229012560189	1	9.51966516311322e-07	9.85671276753696e-05	1	0.888888888888889	1	0.793103448275862	1	0.611111111111111	0.988372093023256	0.723404255319149	0.997093023255814	0.754126925898753	0.242966097357061	lengthen	chr11_108366484_108366489_+_3UTR;chr11_108369095_108369104_+_3UTR	Yes
FPGT:chr1:74205375:74208702:u1	30.6750438399247	3	9.95071406275463e-07	0.00010031890940635	0.461538461538462	0.417302798982188	0.518518518518518	0.39047619047619	0.606060606060606	0.4	0.595555555555556	0.454022988505747	0.545418285418285	0.415450494491031	0.129967790927254	lengthen	chr1_74207129_74207146_+_3UTR;chr1_74207213_74207241_+_3UTR;chr1_74207336_74207358_+_3UTR;chr1_74208696_74208716_+_3UTR	Yes
GATAD2A:chr19:19505475:19508932:u1	27.225380283823	2	1.22485248465138e-06	0.000120318201761524	0.386363636363636	0.113636363636364	0.375	0.178571428571429	0.571428571428571	0.0789473684210526	0.444444444444444	0.112903225806452	0.444309163059163	0.121014596608824	0.323294566450339	lengthen	chr19_19506973_19506982_+_3UTR;chr19_19507335_19507347_+_3UTR;chr19_19508922_19508932_+_3UTR	Yes
PPP2R5E:chr14:63371356:63376008:u2	23.4156754145597	1	1.30510706956579e-06	0.000123681593578459	0.897058823529412	0.773809523809524	0.893805309734513	0.746753246753247	0.935483870967742	0.741379310344828	0.939102564102564	0.787018255578093	0.916362642083558	0.762240084121423	0.154122557962135	lengthen	chr14_63374683_63374685_-_3UTR;chr14_63374729_63374749_-_3UTR	Yes
SLC19A1:chr21:45512565:45515657:u1	23.3885203473994	1	1.32366101193339e-06	0.000123681593578459	0.5	0.0967741935483871	0.6	0.0930232558139535	0.625	0.117647058823529	0.714285714285714	0.4	0.609821428571429	0.176861127046468	0.432960301524961	lengthen	chr21_45513767_45513782_-_3UTR;chr21_45514709_45514723_-_3UTR	Yes
VPS13C:chr15:61864306:61867923:u1	23.203588281768	1	1.45725164988353e-06	0.000130464835554425	0.416666666666667	0.684210526315789	0.333333333333333	0.714285714285714	0.395348837209302	1	0.482142857142857	0.827586206896552	0.40687292358804	0.806520611874514	-0.399647688286474	shorten	chr15_61864293_61864316_-_3UTR;chr15_61865257_61865304_-_3UTR	Yes
SRSF5:chr14:69771462:69772005:u1	23.1942220448982	1	1.46436646537203e-06	0.000130464835554425	0.886142983230362	0.808581249259215	0.91824985607369	0.817436076446461	0.934051367025683	0.771225428690924	0.938097216452015	0.802720207253886	0.919135355695438	0.799990740412622	0.119144615282816	lengthen	chr14_69771660_69771686_+_3UTR;chr14_69771991_69772030_+_3UTR	Yes
ELOVL6:chr4:110045846:110051337:u1	29.495762895744	3	1.76171432158249e-06	0.000153389262863239	0.6	0.104166666666667	0.5	0.0849673202614379	0.701754385964912	0.197916666666667	0.401709401709402	0.114355231143552	0.550865946918578	0.125351471184581	0.425514475733998	lengthen	chr4_110045845_110045871_-_3UTR;chr4_110048691_110048692_-_3UTR;chr4_110049030_110049038_-_3UTR;chr4_110049345_110049394_-_3UTR	Yes
TDRD6:chr6:46701888:46704319:u1	26.2607812460631	2	1.98400977334708e-06	0.000168905365370948	0.128787878787879	0.0531914893617021	0.170212765957447	0	0.1875	0	0.110619469026549	0	0.149280028442969	0.0132978723404255	0.135982156102543	lengthen	chr6_46702405_46702430_+_3UTR;chr6_46703915_46703923_+_3UTR;chr6_46704312_46704319_+_3UTR	Yes
ETAA1:chr2:67410039:67412089:u1	28.6852693814935	3	2.60771431910862e-06	0.000213913982635574	0.644444444444444	0.464285714285714	0.676470588235294	0.549295774647887	0.771144278606965	0.469135802469136	0.675324675324675	0.538888888888889	0.691845996652845	0.505401545072907	0.186444451579938	lengthen	chr2_67410174_67410200_+_3UTR;chr2_67410397_67410416_+_3UTR;chr2_67410534_67410545_+_3UTR;chr2_67411815_67411844_+_3UTR	Yes
PPP6R2:chr22:50444234:50445089:u1	22.0732841245863	1	2.62436888119863e-06	0.000213913982635574	0.802469135802469	0.547413793103448	0.685314685314685	0.544736842105263	0.752380952380952	0.501618122977346	0.718579234972678	0.580508474576271	0.739686002117696	0.543569308190582	0.196116693927114	lengthen	chr22_50444358_50444394_+_3UTR;chr22_50445070_50445095_+_3UTR	Yes
MXD1:chr2:69938285:69942944:u1	21.9784025119416	1	2.75735901406518e-06	0.000220071716310077	0.885714285714286	0.863636363636364	0.945205479452055	0.765217391304348	0.989949748743719	0.666666666666667	0.955713020372011	0.643790849673203	0.944145633570517	0.734827817820145	0.209317815750372	lengthen	chr2_69940635_69940649_+_3UTR;chr2_69942924_69942962_+_3UTR	Yes
TRAF7:chr16:2176575:2178129:u1	25.5393254891706	2	2.8458102171505e-06	0.000222495896773542	0.529032258064516	0.425233644859813	0.559375	0.483412322274882	0.602272727272727	0.388888888888889	0.571428571428571	0.540983606557377	0.565527139191454	0.45962961564524	0.105897523546214	lengthen	chr16_2176928_2176945_+_3UTR;chr16_2178041_2178075_+_3UTR;chr16_2178117_2178130_+_3UTR	Yes
SEC14L1:chr17:77214024:77217099:u1	21.798219405111	1	3.02881090989554e-06	0.000228895432587879	0.88622754491018	0.737463126843658	0.931989924433249	0.848739495798319	0.954545454545455	0.738853503184713	0.931034482758621	0.75	0.925949351661876	0.768764031456673	0.157185320205203	lengthen	chr17_77214291_77214336_+_3UTR;chr17_77217080_77217105_+_3UTR	Yes
SPDL1:chr5:169601825:169604777:u1	21.7866315316394	1	3.04715924353481e-06	0.000228895432587879	0.5	0.333333333333333	0.733333333333333	0.376	0.727272727272727	0.24	0.537037037037037	0.154471544715447	0.624410774410774	0.275951219512195	0.348459554898579	lengthen	chr5_169603090_169603109_+_3UTR;chr5_169604756_169604778_+_3UTR	Yes
HLCS:chr21:36748625:36754245:u1	30.8004401608753	4	3.36216540377481e-06	0.0002432400968859	0.395833333333333	0.583333333333333	0.484375	0.556451612903226	0.618181818181818	0.409090909090909	0.598214285714286	0.595394736842105	0.524151109307359	0.536067648042393	-0.0119165387350341	shorten	chr21_36748602_36748634_-_3UTR;chr21_36751188_36751209_-_3UTR;chr21_36752049_36752054_-_3UTR;chr21_36752691_36752723_-_3UTR;chr21_36753212_36753229_-_3UTR	No
PPP1CB:chr2:28799304:28802940:u1	25.2041015610939	2	3.36510705689186e-06	0.0002432400968859	0.343478260869565	0.274670018856065	0.324427480916031	0.260606060606061	0.511538461538461	0.150579150579151	0.539370078740158	0.235119047619048	0.429703570516054	0.230243569415081	0.199460001100973	lengthen	chr2_28800994_28801049_+_3UTR;chr2_28801632_28801664_+_3UTR;chr2_28802925_28802948_+_3UTR	Yes
ESS2:chr22:19130279:19134195:u1	21.3524537273602	1	3.82131353924006e-06	0.00027110096608942	0.684210526315789	0.344827586206897	0.642857142857143	0.235294117647059	0.941176470588235	0.384615384615385	0.875	0.5	0.785811034940292	0.366184272117335	0.419626762822957	lengthen	chr22_19130274_19130284_-_3UTR;chr22_19133931_19133942_-_3UTR	Yes
ATP2A2:chr12:110346471:110351092:u1	24.4642943628423	2	4.87131234690579e-06	0.000339309047290838	0.810679611650485	0.680167597765363	0.867886178861789	0.647727272727273	0.890718562874251	0.490909090909091	0.876	0.755533199195171	0.861321088346631	0.643584290149224	0.217736798197407	lengthen	chr12_110347299_110347327_+_3UTR;chr12_110350964_110350990_+_3UTR;chr12_110351083_110351100_+_3UTR	Yes
VMP1:chr17:59839912:59842255:u1	27.3543654826133	3	4.961509423749e-06	0.000339420403613972	0.349206349206349	0.174074074074074	0.333333333333333	0.10077519379845	0.504065040650406	0.102836879432624	0.320987654320988	0.253012048192771	0.376898094377769	0.15767454887448	0.219223545503289	lengthen	chr17_59840570_59840595_+_3UTR;chr17_59841082_59841100_+_3UTR;chr17_59841969_59842008_+_3UTR;chr17_59842231_59842255_+_3UTR	Yes
SRSF11:chr1:70250806:70253049:u1	20.8046621672729	1	5.08590061160018e-06	0.000341826056895444	0.423357664233577	0.234527687296417	0.407407407407407	0.192073170731707	0.456375838926175	0.253246753246753	0.352	0.0927152317880795	0.40978522764179	0.193140710765739	0.21664451687605	lengthen	chr1_70251991_70252020_+_3UTR;chr1_70253039_70253054_+_3UTR	Yes
GAS7:chr17:9910606:9917227:u1	29.4255816398672	4	6.40574228805709e-06	0.000423110322509426	0.270833333333333	0.392857142857143	0.292929292929293	0.541095890410959	0.446192052980132	0.452127659574468	0.381034482758621	0.439490445859873	0.347747290500345	0.456392784675611	-0.108645494175266	shorten	chr17_9910600_9910616_-_3UTR;chr17_9910649_9910680_-_3UTR;chr17_9910953_9910981_-_3UTR;chr17_9914033_9914063_-_3UTR;chr17_9915533_9915556_-_3UTR	Yes
FREM1:chr9:14733486:14737546:u2	23.8388515303689	2	6.65976895680314e-06	0.000432433472432421	0.555555555555556	0.519480519480519	0.625	0.5	0.601449275362319	0.470588235294118	0.558823529411765	0.571428571428571	0.58520709008241	0.515374331550802	0.0698327585316076	lengthen	chr9_14734660_14734680_-_3UTR;chr9_14737148_14737162_-_3UTR;chr9_14737199_14737216_-_3UTR	No
GPRC5B:chr16:19856691:19860499:u1	23.6110461101125	2	7.46322407813862e-06	0.000476526857389151	0.288125727590221	0.284459907223327	0.367383512544803	0.241496598639456	0.415294117647059	0.119331742243437	0.430379746835443	0.195594479830149	0.375295776154381	0.210220681984092	0.16507509417029	lengthen	chr16_19856742_19856762_-_3UTR;chr16_19857291_19857312_-_3UTR;chr16_19858963_19858984_-_3UTR	Yes
RALGAPB:chr20:38574968:38578858:u1	28.9431327485213	4	8.02810167209347e-06	0.000504191106652296	0.815972222222222	0.598557692307692	0.708333333333333	0.594444444444444	0.800925925925926	0.535714285714286	0.706349206349206	0.545045045045045	0.757895171957672	0.568440366877867	0.189454805079805	lengthen	chr20_38575059_38575116_+_3UTR;chr20_38575501_38575502_+_3UTR;chr20_38575803_38575842_+_3UTR;chr20_38578683_38578709_+_3UTR;chr20_38578846_38578862_+_3UTR	Yes
NUDT16:chr3:131383342:131388830:u2	25.9576270694565	3	9.73423546229946e-06	0.000601481549291439	0.350649350649351	0.267045454545455	0.471264367816092	0.216666666666667	0.603603603603604	0.217864923747277	0.908045977011494	0.28735632183908	0.583390824770135	0.24723334169962	0.336157483070516	lengthen	chr3_131386077_131386096_+_3UTR;chr3_131386202_131386209_+_3UTR;chr3_131386740_131386761_+_3UTR;chr3_131388800_131388833_+_3UTR	Yes
BMERB1:chr16:15586830:15588259:u1	22.9188239440018	2	1.05497122636595e-05	0.000634508214749292	0.142857142857143	0.26046511627907	0.14968152866242	0.311170212765957	0.102272727272727	0.281984334203655	0.0879120879120879	0.225641025641026	0.120680871676095	0.269815172222427	-0.149134300546332	shorten	chr16_15587943_15587975_+_3UTR;chr16_15588030_15588042_+_3UTR;chr16_15588223_15588282_+_3UTR	Yes
DZIP3:chr3:108693360:108694840:u2	19.4001306836542	1	1.05999806170594e-05	0.000634508214749292	0.775510204081633	0.43859649122807	0.75	0.308510638297872	0.608695652173913	0.472527472527473	0.63265306122449	0.419161676646707	0.691714729370009	0.40969906967503	0.282015659694978	lengthen	chr3_108694019_108694061_+_3UTR;chr3_108694833_108694847_+_3UTR	Yes
CDK16:chrX:47228769:47229995:u1	19.2798067095082	1	1.12894044618347e-05	0.00066538013066598	0.817543859649123	0.693467336683417	0.802013422818792	0.622073578595318	0.84304932735426	0.517123287671233	0.826388888888889	0.699530516431925	0.822248874677766	0.633048679845473	0.189200194832293	lengthen	chrX_47228984_47228996_+_3UTR;chrX_47229981_47230010_+_3UTR	Yes
GCA:chr2:162360244:162363122:u1	25.528366227898	3	1.19714492659416e-05	0.000694888214209427	0.647058823529412	0.455823293172691	0.527777777777778	0.378930817610063	0.636752136752137	0.3515625	0.430555555555556	0.412073490813648	0.56053607340372	0.399597525399101	0.16093854800462	lengthen	chr2_162360925_162360946_+_3UTR;chr2_162361101_162361134_+_3UTR;chr2_162361413_162361428_+_3UTR;chr2_162363113_162363127_+_3UTR	Yes
CAMSAP1:chr9:135808487:135811308:u1	22.3671718028095	2	1.39004978571938e-05	0.000794818019267306	0.796296296296296	0.5625	0.733333333333333	0.691358024691358	0.718181818181818	0.609375	0.8	0.604838709677419	0.761952861952862	0.617017933592194	0.144934928360668	lengthen	chr9_135808471_135808494_-_3UTR;chr9_135809568_135809594_-_3UTR;chr9_135810419_135810436_-_3UTR	Yes
