gene_id	lr	df	pvalue	adj_pvalue	N1_C.HQ.bam	N1_T.HQ.bam	N28_C.HQ.bam	N28_T.HQ.bam	R2_C.HQ.bam	R2_T.HQ.bam	R8_C.HQ.bam	R8_T.HQ.bam	gDPAU1	gDPAU2	dgDPAU	Note	feature_id	sig
WDR36	49.4421365960316	3	1.05026000829818e-10	3.45141695226989e-08	0.797979797979798	0.598639455782313	0.740112994350282	0.642276422764228	0.713333333333333	0.572327044025157	0.737179487179487	0.535135135135135	0.747151403210725	0.587094514426708	0.160056888784017	lengthen	chr5_111126977_111127025_+_3UTR;chr5_111128351_111128380_+_3UTR;chr5_111129697_111129715_+_3UTR;chr5_111130494_111130507_+_3UTR	Yes
KBTBD12	57.6511446143854	6	1.3484924561623e-10	4.17080784382435e-08	0.371794871794872	0.888888888888889	0.373015873015873	0.746031746031746	0.439068100358423	0.529761904761905	0.448275862068966	0.632183908045977	0.408038676809533	0.699216611932129	-0.291177935122596	shorten	chr3_127930465_127930478_+_intron;chr3_127933110_127933112_+_intron;chr3_127933910_127933911_+_intron;chr3_127933938_127933960_+_intron;chr3_127934048_127934049_+_intron;chr3_127935600_127935616_+_intron;chr3_127987662_127987689_+_3UTR	Yes
MRPS25	48.1611208104382	3	1.96782268358327e-10	5.74822870571158e-08	0.644808743169399	0.428571428571429	0.639566395663957	0.555555555555556	0.653679653679654	0.501811594202899	0.706410256410256	0.487745098039216	0.661116262230816	0.493420919092275	0.167695343138542	lengthen	chr3_15042234_15042257_-_exon;chr3_15042396_15042429_-_exon;chr3_15048490_15048547_-_3UTR;chr3_15050835_15050843_-_3UTR	Yes
BSDC1	39.5835345886039	1	3.14322293526296e-10	8.69845589137509e-08	0.771186440677966	0.954198473282443	0.607594936708861	0.895061728395062	0.586206896551724	0.982456140350877	0.537313432835821	0.975609756097561	0.625575426693593	0.951831524531486	-0.326256097837893	shorten	chr1_32365100_32365117_-_3UTR;chr1_32368019_32368020_-_3UTR	Yes
ZFC3H1	52.9751384331489	5	3.40311153849873e-10	8.94678023471316e-08	0.667105263157895	0.622222222222222	0.66031746031746	0.622119815668203	0.752112676056338	0.653731343283582	0.703174603174603	0.705426356589147	0.695677500676574	0.650874934440789	0.0448025662357855	lengthen	chr12_71609595_71609606_-_3UTR;chr12_71609676_71609699_-_3UTR;chr12_71632344_71632362_-_exon;chr12_71634742_71634752_-_exon;chr12_71634781_71634782_-_exon;chr12_71644238_71644275_-_exon	No
TOX4	46.5592380530205	3	4.31297773901422e-10	1.07988747389223e-07	0.261904761904762	0.590909090909091	0.186991869918699	0.511904761904762	0.333333333333333	0.731958762886598	0.333333333333333	0.662698412698413	0.278890824622532	0.624367757099716	-0.345476932477184	shorten	chr14_21496235_21496236_+_intron;chr14_21496938_21496979_+_3UTR;chr14_21498888_21498910_+_3UTR;chr14_21499150_21499183_+_3UTR	Yes
AOPEP	37.1861195027329	1	1.07375358067966e-09	2.56627105782439e-07	0.821428571428571	0.434782608695652	0.862068965517241	0.513513513513513	0.746031746031746	0.4	0.806451612903226	0.285714285714286	0.808995223970196	0.408502601980863	0.400492621989333	lengthen	chr9_95084323_95084352_+_intron;chr9_95087148_95087163_+_3UTR	Yes
NRG1	40.2151941973211	2	1.85089394942768e-09	4.07736264529736e-07	0.224137931034483	1	0.166666666666667	0.666666666666667	0.34375	0.875	0.125	0.875	0.214888649425287	0.854166666666667	-0.639278017241379	shorten	chr8_31968165_31968166_+_intron;chr8_32003727_32003737_+_intron;chr8_32743216_32743253_+_3UTR	Yes
FBXO22	46.5845100672213	4	1.86110124547616e-09	4.07736264529736e-07	0.666666666666667	0.223214285714286	0.680232558139535	0.395833333333333	0.661111111111111	0.380434782608696	0.660377358490566	0.298387096774194	0.66709692360197	0.324467374607627	0.342629548994343	lengthen	chr15_75934104_75934110_+_3UTR;chr15_75934561_75934614_+_3UTR;chr15_75935261_75935273_+_3UTR;chr15_75938517_75938565_+_3UTR;chr15_75938825_75938826_+_3UTR	Yes
DST	43.3508269701852	3	2.07309286392566e-09	4.36012891140845e-07	0.435392829900839	0.613699389905713	0.454696591853699	0.549592936589841	0.434206564287865	0.611819469742967	0.328042328042328	0.569588905398712	0.413084578521183	0.586175175409308	-0.173090596888125	shorten	chr6_56457965_56458010_-_3UTR;chr6_56458222_56458255_-_3UTR;chr6_56517197_56517228_-_exon;chr6_56572095_56572144_-_exon	Yes
ANK3	39.7654285993922	2	2.31764489183068e-09	4.68699109278682e-07	0.561176470588235	0.51419878296146	0.593629343629344	0.376278118609407	0.584364454443195	0.434579439252336	0.545631067961165	0.364241803278688	0.571200334155485	0.422324536025473	0.148875798130012	lengthen	chr10_60028387_60028413_-_3UTR;chr10_60029676_60029690_-_3UTR;chr10_60082614_60082617_-_exon	Yes
MEG8	48.1516495848836	5	3.30753525850863e-09	6.27056909732962e-07	0.878787878787879	0.166666666666667	0.715686274509804	0.277777777777778	0.823529411764706	0.323529411764706	0.84	0.314393939393939	0.814500891265597	0.270591948900772	0.543908942364825	lengthen	chr14_100942925_100942949_+_intron;chr14_100945154_100945164_+_intron;chr14_100945721_100945728_+_intron;chr14_100947948_100947969_+_intron;chr14_100967019_100967025_+_intron;chr14_100990055_100990068_+_intron;chr14_100990638_100990639_+_intron	Yes
RIMKLB	39.0350600608454	2	3.33921519066621e-09	6.27056909732962e-07	0.706818181818182	0.432539682539683	0.780821917808219	0.583333333333333	0.788359788359788	0.516587677725118	0.854347826086956	0.396464646464646	0.782586928518286	0.482231335015695	0.300355593502591	lengthen	chr12_8775671_8775754_+_3UTR;chr12_8777175_8777206_+_3UTR;chr12_8783081_8783098_+_exon	Yes
CFAP298-TCP10L	45.1994701703293	4	3.61382308593106e-09	6.55223509856051e-07	0.818548387096774	0.522058823529412	0.737704918032787	0.580357142857143	0.848484848484849	0.713541666666667	0.75381679389313	0.634146341463415	0.789638736876885	0.612525993629159	0.177112743247726	lengthen	chr21_32566398_32566400_-_exon;chr21_32567197_32567221_-_intron;chr21_32574120_32574135_-_3UTR;chr21_32574837_32574851_-_3UTR;chr21_32576656_32576681_-_3UTR	Yes
MRTFB	41.7942932903843	3	4.43633882122487e-09	7.77542317400012e-07	0.541666666666667	0.638095238095238	0.573333333333333	0.63716814159292	0.568181818181818	0.82687338501292	0.580712788259958	0.762670565302144	0.565973651610444	0.716201832500806	-0.150228180890361	shorten	chr16_14153215_14153240_+_intron;chr16_14260927_14260928_+_exon;chr16_14261721_14261746_+_3UTR;chr16_14266758_14266780_+_3UTR	Yes
KCNK1	40.9446672320241	3	6.71831347131954e-09	1.13951265265155e-06	0.458333333333333	0.60968660968661	0.435087719298246	0.576923076923077	0.440972222222222	0.569288389513109	0.476793248945148	0.571428571428571	0.452796630949737	0.581831661887842	-0.129035030938104	shorten	chr1_233657611_233657653_+_intron;chr1_233672202_233672242_+_3UTR;chr1_233672271_233672278_+_3UTR;chr1_233672497_233672529_+_3UTR	Yes
RGN	37.154388084677	2	8.55120145909425e-09	1.40506928974742e-06	0.702702702702703	0.91304347826087	0.730769230769231	0.928571428571429	0.578947368421053	0.947368421052632	0.625	0.958333333333333	0.659354825473247	0.936829165304566	-0.277474339831319	shorten	chrX_47090643_47090659_+_intron;chrX_47090885_47090985_+_intron;chrX_47093290_47093316_+_3UTR	Yes
MSRA	40.0842397046326	3	1.02258702225628e-08	1.629321988795e-06	0.629283489096573	0.988888888888889	0.53494623655914	0.607142857142857	0.612903225806452	0.763157894736842	0.61993769470405	0.942528735632184	0.599267661541554	0.825429594100193	-0.226161932558639	shorten	chr8_10343795_10343796_+_intron;chr8_10385023_10385025_+_intron;chr8_10413603_10413648_+_intron;chr8_10428878_10428899_+_3UTR	Yes
MYRIP	36.3827991982125	2	1.25769558394023e-08	1.90351311462742e-06	0.76	0.97191011235955	0.736559139784946	0.929166666666667	0.858208955223881	0.9375	0.810096153846154	0.923913043478261	0.791216062213745	0.940622455626119	-0.149406393412374	shorten	chr3_39920125_39920131_+_intron;chr3_40259821_40259822_+_3UTR;chr3_40260302_40260321_+_3UTR	Yes
ZEB1	42.5760329425211	4	1.26707795762571e-08	1.90351311462742e-06	0.631111111111111	0.765463917525773	0.666666666666667	0.705703883495146	0.70846394984326	0.788685524126456	0.684606481481482	0.794150110375276	0.67271205227563	0.763500858880663	-0.0907888066050329	shorten	chr10_31464373_31464385_+_intron;chr10_31520821_31520837_+_exon;chr10_31524016_31524033_+_exon;chr10_31527405_31527417_+_3UTR;chr10_31529183_31529209_+_3UTR	No
DIXDC1	32.2897297329689	1	1.32813475505678e-08	1.9398145950246e-06	0.39622641509434	0.692307692307692	0.23728813559322	0.934782608695652	0.532258064516129	0.836363636363636	0.483443708609272	0.909090909090909	0.41230408095324	0.843136211614472	-0.430832130661232	shorten	chr11_111975952_111976003_+_3UTR;chr11_112022575_112022602_+_3UTR	Yes
CTNND2	35.6436316300383	2	1.82005173941245e-08	2.58644109346775e-06	0.45	0.611801242236025	0.433962264150943	0.605769230769231	0.298076923076923	0.58695652173913	0.347222222222222	0.508196721311475	0.382315352362522	0.578180929013965	-0.195865576651443	shorten	chr5_10971830_10971854_-_3UTR;chr5_10972516_10972548_-_3UTR;chr5_11730096_11730112_-_intron	Yes
SMG6	31.5239753505298	1	1.96992893205317e-08	2.72575955914094e-06	0.55	0.855172413793103	0.378640776699029	0.670454545454545	0.453333333333333	0.838983050847458	0.370786516853933	0.873563218390805	0.438190156721574	0.809543307121478	-0.371353150399904	shorten	chr17_2059837_2059853_-_3UTR;chr17_2171718_2171726_-_intron	Yes
MEIS1	37.9570562355125	3	2.88626845977894e-08	3.89128193885069e-06	0.552188552188552	0.8	0.583333333333333	0.816993464052288	0.566666666666667	0.761904761904762	0.515337423312883	0.846153846153846	0.554381493875359	0.806263018027724	-0.251881524152365	shorten	chr2_66466963_66466982_+_intron;chr2_66467308_66467310_+_intron;chr2_66572441_66572463_+_3UTR;chr2_66572741_66572768_+_3UTR	Yes
XPA	30.1831339856192	1	3.93113279731581e-08	5.16747406207163e-06	0.233333333333333	1	0.388888888888889	0.727272727272727	0.314285714285714	0.722222222222222	0.24	0.8	0.294126984126984	0.812373737373737	-0.518246753246753	shorten	chr9_97674908_97674924_-_3UTR;chr9_97677740_97677747_-_intron	Yes
TRAF7	33.8734310904792	2	4.41039916387383e-08	5.6560680008899e-06	0.529032258064516	0.41324200913242	0.559375	0.477611940298508	0.602272727272727	0.486111111111111	0.571428571428571	0.480769230769231	0.565527139191454	0.464433572827817	0.101093566363636	lengthen	chr16_2176928_2176945_+_3UTR;chr16_2178041_2178075_+_3UTR;chr16_2178117_2178130_+_3UTR	Yes
RIC3	36.214859226774	3	6.74462050751174e-08	8.44362253059446e-06	0.803921568627451	0.301587301587302	0.779166666666667	0.541666666666667	0.690476190476191	0.310606060606061	0.768115942028985	0.356164383561644	0.760420091949823	0.377506103105418	0.382913988844405	lengthen	chr11_8092960_8092973_-_exon;chr11_8106040_8106062_-_3UTR;chr11_8106093_8106117_-_3UTR;chr11_8109435_8109444_-_3UTR	Yes
AK2	32.5682327037784	2	8.47028699725323e-08	1.03573881468738e-05	0.202970297029703	0.255952380952381	0.0947368421052631	0.292056074766355	0.128755364806867	0.244360902255639	0.153392330383481	0.252941176470588	0.144963708581328	0.261327633611241	-0.116363925029912	shorten	chr1_33007974_33007996_-_3UTR;chr1_33008874_33008888_-_3UTR;chr1_33009914_33009936_-_3UTR	Yes
TMEM50B	28.5941423347126	1	8.92517703637409e-08	1.05327142722862e-05	0.239130434782609	0.0355029585798817	0.192307692307692	0.0344827586206897	0.268292682926829	0.0381679389312977	0.191489361702128	0.0173410404624277	0.222805042929814	0.0313736741485742	0.19143136878124	lengthen	chr21_33432493_33432529_-_exon;chr21_33449132_33449149_-_3UTR	Yes
HACD2	32.4437360298091	2	9.01430472143169e-08	1.05327142722862e-05	0.321428571428571	0.897727272727273	0.546511627906977	0.833333333333333	0.82	0.929347826086957	0.617647058823529	0.942424242424242	0.576396814539769	0.900708168642951	-0.324311354103182	shorten	chr3_123491546_123491582_-_3UTR;chr3_123493600_123493601_-_3UTR;chr3_123526516_123526517_-_intron	Yes
NUP98	31.756648219357	2	1.27095875554038e-07	1.45276111665898e-05	0.936507936507937	0.715277777777778	0.9	0.793814432989691	0.927083333333333	0.655555555555556	0.929078014184397	0.641025641025641	0.923167321006417	0.701418351837166	0.22174896916925	lengthen	chr11_3675005_3675030_-_3UTR;chr11_3675865_3675884_-_3UTR;chr11_3711823_3711842_-_3UTR	Yes
KRIT1	31.4615422179922	2	1.47303447520498e-07	1.64791814268677e-05	0.232484076433121	0.517699115044248	0.275316455696203	0.438931297709924	0.338709677419355	0.556872037914692	0.384831460674157	0.557788944723618	0.307835417555709	0.51782284884812	-0.209987431292411	shorten	chr7_92199407_92199423_-_3UTR;chr7_92199946_92200051_-_3UTR;chr7_92212276_92212279_-_intron	Yes
MIR99AHG	31.2309262799754	2	1.65306726546234e-07	1.81079743370854e-05	0.626582278481013	0.5625	0.657303370786517	0.585185185185185	0.739669421487603	0.627450980392157	0.766891891891892	0.660714285714286	0.697611740661756	0.608962612822907	0.0886491278388493	lengthen	chr21_16492097_16492101_+_intron;chr21_16610759_16610788_+_exon;chr21_16610994_16611010_+_intron	No
APBA1	34.1920139377925	3	1.80462551997525e-07	1.93647367021018e-05	0.604938271604938	0.888888888888889	0.653846153846154	0.855072463768116	0.581196581196581	0.914728682170543	0.534883720930233	0.972222222222222	0.593716181894477	0.907728064262442	-0.314011882367966	shorten	chr9_69427527_69427540_-_3UTR;chr9_69633114_69633135_-_intron;chr9_69658224_69658269_-_intron;chr9_69658300_69658339_-_intron	Yes
GRAMD1B	30.7645312584207	2	2.08721370649455e-07	2.16360169371336e-05	0.6	0.833333333333333	0.425925925925926	1	0.5625	1	0.50609756097561	0.863636363636364	0.523630871725384	0.924242424242424	-0.40061155251704	shorten	chr11_123368285_123368286_+_intron;chr11_123368709_123368746_+_intron;chr11_123627763_123627775_+_3UTR	Yes
NDUFA10	30.7536631073981	2	2.09858665613125e-07	2.16360169371336e-05	0.434146341463415	0.149425287356322	0.504739336492891	0.273615635179153	0.598101265822785	0.342756183745583	0.589041095890411	0.381763527054108	0.531507009917375	0.286890158333792	0.244616851583584	lengthen	chr2_239957323_239957381_-_3UTR;chr2_239959565_239959589_-_3UTR;chr2_239960721_239960754_-_3UTR	Yes
MYT1L	33.8321883832768	3	2.1495591299285e-07	2.17353498176232e-05	0.568306010928962	0.828282828282828	0.589531680440771	0.716666666666667	0.720634920634921	0.87510766580534	0.646129541864139	0.88	0.631150538467198	0.825014290188709	-0.193863751721511	shorten	chr2_1789115_1789143_-_3UTR;chr2_1840776_1840815_-_exon;chr2_1993929_1993939_-_intron;chr2_2171598_2171599_-_intron	Yes
THBS4	29.7208171761077	2	3.51727683189862e-07	3.48940407209867e-05	0.516129032258065	0.880952380952381	0.720588235294118	0.826530612244898	0.416666666666667	0.821428571428571	0.535714285714286	0.75	0.547274554983284	0.819727891156463	-0.272453336173179	shorten	chr5_80002785_80002796_+_intron;chr5_80002941_80002944_+_intron;chr5_80083248_80083299_+_3UTR	Yes
LUC7L3	29.6127345549103	2	3.71258490352317e-07	3.61495767087497e-05	0.606280193236715	0.487534626038781	0.626373626373626	0.532509752925878	0.631857555341675	0.527756939234809	0.622222222222222	0.496954314720812	0.62168339929356	0.51118890823007	0.11049449106349	lengthen	chr17_50752534_50752559_+_3UTR;chr17_50752619_50752649_+_3UTR;chr17_50752703_50752753_+_3UTR	Yes
ADCYAP1R1	25.7543386253947	1	3.87754360595805e-07	3.7069316872959e-05	0.764705882352941	0.932432432432432	0.525423728813559	0.885869565217391	0.462264150943396	0.847457627118644	0.627118644067797	0.925	0.594878101544423	0.897689906192117	-0.302811804647694	shorten	chr7_31082460_31082483_+_intron;chr7_31111463_31111485_+_3UTR	Yes
SNAPC3	35.219339834634	4	4.18751327499128e-07	3.93177585712574e-05	0.831730769230769	0.592592592592593	0.767605633802817	0.646067415730337	0.797945205479452	0.584782608695652	0.764285714285714	0.578947368421053	0.790391830699688	0.600597496359909	0.189794334339779	lengthen	chr9_15461618_15461642_+_3UTR;chr9_15462195_15462220_+_3UTR;chr9_15462453_15462477_+_3UTR;chr9_15462794_15462841_+_3UTR;chr9_15466721_15466768_+_3UTR	Yes
CATSPER2	32.3694968080486	3	4.37426499095664e-07	4.03506760042982e-05	0.633333333333333	0.644444444444444	0.590330788804071	0.552380952380952	0.617886178861789	0.454106280193237	0.584722222222222	0.410852713178295	0.606568130805354	0.515446097549232	0.0911220332561218	lengthen	chr15_43630549_43630639_-_3UTR;chr15_43634188_43634213_-_intron;chr15_43640212_43640229_-_intron;chr15_43646706_43646707_-_intron	No
LSM14A	29.0234311638492	2	4.98473413520527e-07	4.51891932463953e-05	0.36	0.481308411214953	0.292553191489362	0.444444444444444	0.3125	0.436274509803922	0.309782608695652	0.472972972972973	0.318708950046253	0.458750084609073	-0.14004113456282	shorten	chr19_34226080_34226085_+_intron;chr19_34228083_34228100_+_3UTR;chr19_34229260_34229315_+_3UTR	Yes
PIBF1	32.0362102207843	3	5.14230705536173e-07	4.55060480125775e-05	0.495495495495496	0.6	0.494623655913978	0.635416666666667	0.481481481481481	0.634408602150538	0.620512820512821	0.557575757575758	0.523028363350944	0.60685025659824	-0.0838218932472964	shorten	chr13_72998896_72998922_+_exon;chr13_72999284_72999322_+_intron;chr13_73016136_73016182_+_3UTR;chr13_73016421_73016455_+_3UTR	No
EEF2K	28.9416535211105	2	5.19277839626218e-07	4.55060480125775e-05	0.481818181818182	0.68	0.396	0.588709677419355	0.444444444444444	0.693181818181818	0.621212121212121	0.6	0.485868686868687	0.640472873900293	-0.154604187031606	shorten	chr16_22258973_22258974_+_intron;chr16_22286623_22286637_+_3UTR;chr16_22288725_22288751_+_3UTR	Yes
NSD2	34.6387633277097	4	5.51060046095321e-07	4.74995692191671e-05	0.826271186440678	0.416666666666667	0.825757575757576	0.582446808510638	0.862244897959184	0.552469135802469	0.701086956521739	0.580128205128205	0.803840154169794	0.532927704026995	0.270912450142799	lengthen	chr4_1941824_1941848_+_3UTR;chr4_1943424_1943452_+_3UTR;chr4_1943537_1943551_+_3UTR;chr4_1979781_1979797_+_3UTR;chr4_1982179_1982212_+_3UTR	Yes
TAOK2	24.7892905972367	1	6.39517995486273e-07	5.42352519397875e-05	0.841121495327103	0.651515151515151	0.854368932038835	0.62200956937799	0.919191919191919	0.608695652173913	0.876106194690266	0.720930232558139	0.872697135312031	0.650787651406299	0.221909483905732	lengthen	chr16_29988362_29988412_+_3UTR;chr16_29992250_29992271_+_3UTR	Yes
CHST8	28.4802826595553	2	6.540112199316e-07	5.45839840381008e-05	0.695652173913043	1	0.445945945945946	1	0.526315789473684	0.9	0.234375	1	0.475572227333168	0.975	-0.499427772666832	shorten	chr19_33670189_33670211_+_intron;chr19_33692551_33692552_+_intron;chr19_33773501_33773509_+_3UTR	Yes
HAUS3	28.2729882637268	2	7.25435166963504e-07	5.95990329358454e-05	0.279411764705882	0.451923076923077	0.212121212121212	0.38562091503268	0.222222222222222	0.328703703703704	0.220472440944882	0.401162790697674	0.23355690999855	0.391852621589284	-0.158295711590734	shorten	chr4_2231180_2231200_-_3UTR;chr4_2231807_2231850_-_3UTR;chr4_2232002_2232064_-_exon	Yes
CTDSPL2	31.2136860944424	3	7.66383375286873e-07	6.19945198039751e-05	0.67741935483871	0.666666666666667	0.76271186440678	0.642857142857143	0.842342342342342	0.582655826558266	0.896090534979424	0.542483660130719	0.794641024141814	0.608665824053199	0.185975200088615	lengthen	chr15_44525989_44526007_+_3UTR;chr15_44526170_44526192_+_3UTR;chr15_44527215_44527257_+_3UTR;chr15_44529023_44529042_+_3UTR	Yes
OSBPL8	31.157884375652	3	7.87403821550895e-07	6.27298377835547e-05	0.808333333333333	0.666666666666667	0.833333333333333	0.518518518518518	0.886574074074074	0.739417989417989	0.849420849420849	0.624426078971533	0.844415397540398	0.637257313393677	0.207158084146721	lengthen	chr12_76351790_76351814_-_3UTR;chr12_76355314_76355335_-_3UTR;chr12_76356626_76356648_-_exon;chr12_76356693_76356715_-_exon	Yes
CPD	33.8204167111276	4	8.11129994860454e-07	6.3655544969795e-05	0.454545454545455	0.482638888888889	0.602272727272727	0.51	0.68	0.51171875	0.693251533742331	0.513940520446097	0.607517428890128	0.504574539833746	0.102942889056382	lengthen	chr17_30466410_30466423_+_3UTR;chr17_30467331_30467358_+_3UTR;chr17_30467679_30467700_+_3UTR;chr17_30468666_30468691_+_3UTR;chr17_30469297_30469318_+_3UTR	Yes
DMD	30.9473883805174	3	8.72008843304809e-07	6.706709218076e-05	0.506666666666667	0.489795918367347	0.73015873015873	0.459259259259259	0.844444444444445	0.579710144927536	0.987179487179487	0.625304136253041	0.767112332112332	0.538517364701796	0.228594967410536	lengthen	chrX_31120267_31120283_-_3UTR;chrX_32345952_32346012_-_exon;chrX_32448607_32448612_-_exon;chrX_32614364_32614387_-_exon	Yes
LGALS8	24.1740278229772	1	8.80112088336333e-07	6.706709218076e-05	0.811594202898551	0.495726495726496	0.826771653543307	0.554838709677419	0.899497487437186	0.625377643504532	0.945841392649903	0.72752808988764	0.870926184132237	0.600867734699022	0.270058449433215	lengthen	chr1_236549253_236549277_+_3UTR;chr1_236550847_236550868_+_3UTR	Yes
