gene_symbol	RED	pvalue	p_adj	APAreg
ACAP2	0.146549565642721	0.310364378891235	0.825964755388059	NC
ACAP3	0.229776758377013	0.083748367599872	0.754146392308588	NC
ACAT1	-0.272898178196469	0.415843435601619	0.873921682897814	NC
ACAT2	-0.300871433514953	0.172252569082666	0.772203288277211	NC
ACBD4	-0.129937695699589	0.650764851592008	0.949713767452889	NC
ACBD6	-0.202446254850867	0.18451125254763	0.780695555004032	NC
ACBD7	0.230661254546665	0.0187869366989803	0.754146392308588	UP
ACCS	1.2407790578009	0.226225767414366	0.800612850851932	NC
ACER3	0.069893572976255	0.651912864260359	0.949713767452889	NC
ACIN1	0.0223783462884657	0.891403758116276	0.988458402659883	NC
ACLY	0.134377501686644	0.181537312598312	0.77843575134977	NC
ACO1	0.106025827690428	0.425136549012057	0.87785372857595	NC
ACO2	0.242240417695579	0.252880053336066	0.811056069207759	NC
ACOT13	0.00904341265042596	0.936442925661763	0.988458402659883	NC
ACOT8	-0.140063559579339	0.544112982891095	0.930231889482247	NC
ACOT9	-0.076025419235962	0.699034072580897	0.949713767452889	NC
ACOX1	-0.323052164079202	0.475184092324246	0.902471644838621	NC
ACOX3	-0.396684847004565	0.36718702085966	0.858681158845474	NC
ACP1	0.190591985788552	0.284252870646437	0.813749216105959	NC
ACSBG1	-0.461712586999893	0.455691498955121	0.891705693500592	NC
ACSF2	-0.463352410157566	0.206214133486895	0.798650228615497	NC
ACSF3	1.24554706053347	0.0843071469584068	0.754146392308588	NC
ACSL1	0.0219781328218308	0.719832910393325	0.9545545520532	NC
ACSL3	0.0619654996970036	0.712369748022184	0.951066081640656	NC
ACSM3	-0.222939608971449	0.118827462914616	0.761924111229778	NC
ACSS3	0.280167949917546	0.597611350164774	0.949713767452889	NC
ACTB	0.130886232795355	0.28143518254848	0.813749216105959	NC
ACTL6A	-0.350940309174434	0.2154516449538	0.800612850851932	NC
ACTN1	-0.0957111236581576	0.825331447585097	0.967480871759871	NC
ACTN2	0.326300474524943	0.284472639262026	0.813749216105959	NC
ACTN4	0.171847874250773	0.375718502832496	0.859629849252925	NC
ACTR10	0.00159360317216173	0.989983054509217	0.996664604933351	NC
ACTR2	0.167965461274797	0.0501253146333238	0.754146392308588	NC
ACTR3	0.0793787867162212	0.456259341538092	0.892085441128548	NC
ACTR3B	0.0350328767016574	0.856560207048775	0.981130890360578	NC
ACTR3C	-0.837162437443489	0.333823334904824	0.83718916914835	NC
ACTR8	-0.0154596734121912	0.821226778458119	0.964828580000795	NC
ACVR1	-0.122752914258892	0.26312124556122	0.813749216105959	NC
ACVR1B	0.312019837699452	0.0889447786202713	0.758269844941804	NC
ACVR2A	-0.189790520053511	0.40052851058004	0.871580613127233	NC
ACVR2B	0.340938375460103	0.446848022310266	0.887436068923647	NC
ADAL	0.0126006095060442	0.947257404605605	0.988458402659883	NC
ADAM10	0.189855680609637	0.276730526470594	0.813749216105959	NC
ADAM11	0.115610027517777	0.463758545963056	0.897653028743157	NC
ADAM17	0.125226709263027	0.369296572660645	0.858681158845474	NC
ADAM21	-0.550948564574944	0.366396624175407	0.857880912065373	NC
ADAM22	0.0892854604963085	0.717021789290672	0.953438942156952	NC
ADAM23	0.367685806307029	0.148199771253981	0.762659635329603	NC
ADAM8	0.159392771793244	0.765808448187492	0.955139876783748	NC
ADAM9	-0.0881553464669498	0.891124046168513	0.988458402659883	NC
ADAMTS1	-0.199991071291374	0.200607732112501	0.798650228615497	NC
ADAMTS10	0.287157628260824	0.598615037373628	0.949713767452889	NC
ADAMTS6	0.320817474929023	0.387750416021956	0.865697841820145	NC
ADAMTS9	0.176204669297642	0.744963480611846	0.955139876783748	NC
ADAMTSL5	0.344875477872687	0.137471009227239	0.761924111229778	NC
ADAP1	0.695545584423274	0.230277578620733	0.800612850851932	NC
ADAP2	0.00549243104893327	0.928788551267274	0.988458402659883	NC
ADAR	0.197932462210298	0.0079414509340753	0.754146392308588	UP
ADARB1	0.147448635609834	0.363909401203818	0.856177845552314	NC
ADCK1	-0.160070912346138	0.319692836664626	0.832194423468969	NC
ADCY3	0.342165865142465	0.107488541043807	0.761924111229778	NC
ADCY5	0.309446984588932	0.639364690014865	0.949713767452889	NC
ADCY7	0.121054071803447	0.323609161897409	0.832569744586937	NC
ADD1	0.256723391557982	0.00059285458306165	0.647426393078954	UP
ADD3	0.184654085499591	0.049077383910515	0.754146392308588	UP
ADGRB1	0.0810219978114322	0.610931293961038	0.949713767452889	NC
ADGRB2	-0.0380097505010126	0.788340743127074	0.955139876783748	NC
ADGRE5	-0.00184166526115548	0.974174981104161	0.989451402709899	NC
ADGRG2	0.14583412953649	0.223626534029829	0.800612850851932	NC
ADGRG6	0.488421076400917	0.0360038028024209	0.754146392308588	UP
ADGRL2	0.043820380046053	0.595073741040655	0.949713767452889	NC
ADGRL3	-0.28230103678118	0.541798561094995	0.929036420678546	NC
ADGRV1	-0.0432348996738328	0.793264523819346	0.955139876783748	NC
ADH5	0.171275519857286	0.333394382386508	0.837011732705074	NC
ADI1	0.0288932094718115	0.829810239668113	0.969081930520908	NC
ADIPOR1	0.0590925371437402	0.318595566439383	0.832194423468969	NC
ADK	-0.00639389833716786	0.9288239200535	0.988458402659883	NC
ADM	0.0365016718797596	0.760984434626122	0.955139876783748	NC
ADORA1	0.71910949176539	0.157372445160552	0.7641127380631	NC
ADPRM	-0.0428649370129426	0.969092615523499	0.988458402659883	NC
ADSS1	-0.142283783691717	0.684017030830051	0.949713767452889	NC
AFAP1	0.457956964875257	0.0422705655628873	0.754146392308588	UP
AFAP1L1	0.553011579427866	0.430552853389471	0.881273956382885	NC
AFDN	0.245950724570122	0.139939217857947	0.762659635329603	NC
AFF2	-0.345993793293037	0.570130445272312	0.942323267684767	NC
AFG1L	0.390343485797762	0.181987486156585	0.778675046074503	NC
AFG2A	0.197683391346508	0.514735629818842	0.917477498009189	NC
AFMID	0.177064915880932	0.263529220165492	0.813749216105959	NC
AFTPH	0.138719654513448	0.589962169056316	0.949575044338916	NC
AGAP1	0.0387388401792572	0.831387520303611	0.970140605159805	NC
AGAP2	0.594230247008342	0.0847226833697875	0.754146392308588	NC
AGBL5	-0.146738909690189	0.45027904882951	0.890115402987104	NC
AGFG1	-0.145356246999416	0.321818905311712	0.832194423468969	NC
AGFG2	0.159854445328269	0.0131472794502476	0.754146392308588	UP
AGK	0.212736869634243	0.338004077937554	0.838030855738208	NC
AGO1	0.357755408837584	0.044358176242668	0.754146392308588	UP
AGO2	0.362518481622125	0.221419632633183	0.800612850851932	NC
AGO3	-0.410884257094237	0.140754161362422	0.762659635329603	NC
AGO4	0.156624609367889	0.232965342555986	0.800612850851932	NC
AGPAT2	0.191516874079023	0.0577476978035295	0.754146392308588	NC
AGPAT3	0.111790263633528	0.230744351161854	0.800612850851932	NC
AGPAT5	0.00237696746220162	0.986438469609871	0.995259712393416	NC
AGT	-0.135665136744365	0.20735904678718	0.798650228615497	NC
AGTPBP1	-0.693128092689288	0.353402139164745	0.848754352914774	NC
AHCYL1	0.123465409354514	0.133540790977965	0.761924111229778	NC
AHCYL2	0.136124958520715	0.444678276090025	0.886472638853584	NC
AHDC1	0.667875503219747	0.161503447147955	0.767554563243845	NC
AHI1	0.125532112928571	0.335435834150138	0.838030855738208	NC
AHSA1	0.00506897638068304	0.971513856294931	0.988916578201834	NC
AIDA	0.170100854687707	0.0268134855966026	0.754146392308588	UP
AIF1L	0.00577093261907427	0.921722091742432	0.988458402659883	NC
AIFM1	-0.0599356281714813	0.844771980573779	0.975890187303687	NC
AIG1	1.81538258597431	0.0100907801450562	0.754146392308588	UP
AIMP1	0.136999866368399	0.56208414646777	0.939211782662598	NC
AIMP2	-0.0605768802361164	0.839665864301585	0.973289232378071	NC
AIRIM	0.0660568695829282	0.800504781490153	0.955139876783748	NC
AK1	-0.388326440823746	0.181161870621738	0.77843575134977	NC
AK2	-0.320121353354054	0.285224447023538	0.813749216105959	NC
AK3	0.191073999116951	0.172092414472341	0.772203288277211	NC
AK4	0.260012825007888	0.184976176901882	0.780695555004032	NC
AK6	0.100643869883852	0.31594207166284	0.830449791889109	NC
AKAP10	0.0339413467049184	0.897912075049446	0.988458402659883	NC
AKAP12	0.249830320704431	0.0586008037182525	0.754146392308588	NC
AKAP13	0.215028476185362	0.136510180941208	0.761924111229778	NC
AKAP5	0.519510618111997	0.319550909598644	0.832194423468969	NC
AKAP6	-0.566201404244589	0.218205077834845	0.800612850851932	NC
AKAP7	0.297802948614163	0.361369171299131	0.854210388412605	NC
AKAP9	0.156744222172536	0.671082483475008	0.949713767452889	NC
AKIP1	0.198711246005745	0.127317396493474	0.761924111229778	NC
AKIRIN1	0.151463475520095	0.212725640717819	0.800612850851932	NC
AKR7A2	-0.444220867612133	0.252074638059954	0.810078280300391	NC
AKR7L	0.635845521713383	0.231191988878043	0.800612850851932	NC
AKT1	0.564744894667573	0.452717240488975	0.890122098920049	NC
AKT2	0.153879744960251	0.189062420082073	0.787943496966033	NC
AKTIP	-0.278207965378252	0.00221842564235942	0.677174733449793	DN
ALCAM	0.284735400010361	0.284457911745984	0.813749216105959	NC
ALDH1A2	0.0963742624951361	0.0118110125971445	0.754146392308588	UP
ALDH2	-0.0267215654018464	0.753015698677697	0.955139876783748	NC
ALDH3B1	-0.140471285335774	0.53845964778919	0.928333994262124	NC
ALDH5A1	-0.0621126429562434	0.615945629691298	0.949713767452889	NC
ALDH6A1	0.25018819447526	0.18461331227779	0.780695555004032	NC
ALDH8A1	0.0471133810829245	0.819007695526062	0.963546591183398	NC
ALDH9A1	0.156256460009647	0.27475400755553	0.813749216105959	NC
ALG1	-0.00445898005325018	0.964376089198703	0.988458402659883	NC
ALG10B	0.644390591336085	0.0971617735161141	0.761924111229778	NC
ALG12	0.024312672309649	0.883468421380903	0.988458402659883	NC
ALG2	0.0598224592859635	0.182151494505306	0.778675046074503	NC
ALG3	0.0859462580229309	0.531171922943016	0.923104603949513	NC
ALG6	-0.0967422233651258	0.586218624437907	0.946822096715141	NC
ALKBH1	-0.232341994886855	0.623887622737304	0.949713767452889	NC
ALKBH4	0.189074776051366	0.131425765298645	0.761924111229778	NC
ALKBH5	0.16875786667476	0.0158610110067234	0.754146392308588	UP
ALKBH7	-0.91641961154573	0.231885714811666	0.800612850851932	NC
ALKBH8	-0.180852543885272	0.641246526198288	0.949713767452889	NC
ALOXE3	-0.203562611400287	0.826250957547409	0.967766539512424	NC
ALPK1	0.159612565906802	0.655157156235304	0.949713767452889	NC
ALPL	-0.20389509792462	0.42865930988967	0.880183727791808	NC
ALPP	0.404746918794077	0.328138562881028	0.833127348779094	NC
ALS2	0.281393086073721	0.000766254780692945	0.647426393078954	UP
ALS2CL	0.0898219820347012	0.894134792723508	0.988458402659883	NC
ALX3	-0.299198439987854	0.246535049426771	0.807705198582123	NC
AMACR	0.334000347709024	0.194495351013934	0.795467932012388	NC
AMBN	-1.17891146495131	0.237741461494414	0.800612850851932	NC
AMBRA1	0.151112462667834	0.196844661839615	0.796724772846352	NC
AMD1	0.222755870297598	0.153132282157589	0.763257977709708	NC
AMDHD2	0.0301807762454805	0.904380187049139	0.988458402659883	NC
AMFR	0.187992092534399	0.299209009228128	0.818935973269646	NC
AMIGO1	0.219390825903055	0.522695560990277	0.921362975740861	NC
AMMECR1	0.329169373827634	0.0663831061732841	0.754146392308588	NC
AMN1	-0.0834232771781656	0.768368864873411	0.955139876783748	NC
AMOT	0.116215107740612	0.284318180306051	0.813749216105959	NC
AMPD2	-0.0212764683382328	0.930150131538724	0.988458402659883	NC
AMT	0.00598632083303796	0.992840988647966	0.997158294111297	NC
AMZ2	0.495335197466661	0.118450774881769	0.761924111229778	NC
ANAPC11	-0.0347208402229073	0.874085291477582	0.987137332331149	NC
ANAPC13	0.10735617800052	0.191704142536617	0.79297469674439	NC
ANAPC16	-0.168247104808246	0.214877683780786	0.800612850851932	NC
ANAPC7	-0.0661199381895825	0.607624216394209	0.949713767452889	NC
ANGEL1	0.41798965853569	0.156452646709625	0.7641127380631	NC
ANGEL2	-0.0630774630216114	0.630647313327748	0.949713767452889	NC
ANGPT2	0.436673619549853	0.0963323177938927	0.761924111229778	NC
ANK1	-0.452132951941322	0.640443492522618	0.949713767452889	NC
ANK2	0.42650568736682	0.210086163355786	0.800612850851932	NC
ANK3	-0.292447466349888	0.277115233128067	0.813749216105959	NC
ANKDD1A	0.470850600813363	0.592772430032933	0.949713767452889	NC
ANKEF1	0.24807618722335	0.192278383495015	0.79297469674439	NC
ANKFY1	0.229420641732619	0.146348454411997	0.762659635329603	NC
ANKH	-0.101484771317422	0.515897733330205	0.918634113564852	NC
ANKIB1	0.0947783053722744	0.286143183466577	0.813749216105959	NC
ANKLE1	-0.764060415209613	0.116036215573276	0.761924111229778	NC
ANKLE2	0.0430386743370988	0.355531879417294	0.849952673331493	NC
ANKRA2	-0.0272394446391977	0.819081143870159	0.963546591183398	NC
ANKRD11	0.166679355809256	0.347672231178772	0.847000059625725	NC
ANKRD13A	0.219524079380882	0.411726931283378	0.873921682897814	NC
ANKRD13C	0.109539046897715	0.607046436174087	0.949713767452889	NC
ANKRD16	-0.0955947171682792	0.719153014438873	0.9545545520532	NC
ANKRD17	-0.47975095399677	0.104456278129151	0.761924111229778	NC
ANKRD28	0.195501853711758	0.35799477240478	0.85314184791802	NC
ANKRD29	0.293835487182324	0.347630784960023	0.847000059625725	NC
ANKRD50	-0.0305134013344985	0.916983278927793	0.988458402659883	NC
ANKRD54	-0.00812654051054756	0.943362388369655	0.988458402659883	NC
ANKRD6	-0.125376102251461	0.489616292456518	0.908324246971529	NC
ANKRD9	0.171473903657284	0.178565728099275	0.77843575134977	NC
ANKS1A	0.105763672355837	0.549201578931825	0.932523021506452	NC
ANKS3	0.145246056991385	0.463060902849839	0.897653028743157	NC
ANKS6	0.125909638251961	0.824692927780475	0.967207430451793	NC
ANKZF1	-0.963687165272622	0.0621359156647697	0.754146392308588	NC
ANO10	0.209062661321704	0.75251342152145	0.955139876783748	NC
ANO7	-0.0914851347283689	0.857136767619007	0.981150960216162	NC
ANP32A	-0.249167791610884	0.136344679500185	0.761924111229778	NC
ANP32E	0.112803499191575	0.17308416696205	0.773991609084264	NC
ANTXR2	-0.128512009644765	0.469086147520559	0.899714512298053	NC
ANXA11	-0.636424859315769	0.0306801923654747	0.754146392308588	DN
ANXA4	0.362156642518228	0.0514430156109048	0.754146392308588	NC
ANXA5	0.203912914668301	0.454964675678649	0.891013970968032	NC
ANXA7	0.162501472000914	0.0373473042049891	0.754146392308588	UP
AP1AR	0.166554150985027	0.292386743521868	0.816265980396022	NC
AP1B1	0.060369060063219	0.921736302198278	0.988458402659883	NC
AP1G1	0.0188108131372258	0.889285154918939	0.988458402659883	NC
AP1G2	-0.548472822337967	0.289360543681896	0.815005820081518	NC
AP1M1	1.6247049778267	0.0253983495177914	0.754146392308588	UP
AP1S2	0.150106901602275	0.0943620001654418	0.761924111229778	NC
AP2A1	-0.273050387031505	0.524891133098426	0.921362975740861	NC
AP2B1	0.150501418730549	0.26121533919774	0.813749216105959	NC
AP2M1	0.105205103153944	0.131482270152805	0.761924111229778	NC
AP2S1	0.0799740429174773	0.694182844598944	0.949713767452889	NC
AP3B1	-0.615016198603619	0.0295338651609478	0.754146392308588	DN
AP3D1	0.062388808335289	0.140638666315661	0.762659635329603	NC
AP3M1	0.0853471083855141	0.136964263527405	0.761924111229778	NC
AP3M2	0.163723392395364	0.0200369483385485	0.754146392308588	UP
AP3S1	-0.144283733580758	0.0791318940781911	0.754146392308588	NC
AP3S2	-0.0597350502850589	0.372221311652823	0.858681158845474	NC
AP4B1	0.25166949552091	0.571821580330724	0.942490374018891	NC
AP4E1	0.133467954380051	0.452381119609309	0.890122098920049	NC
AP5M1	-0.357926226445818	0.253780896934423	0.811617096662352	NC
AP5S1	-0.449836020078414	0.149124932906899	0.762771956284358	NC
AP5Z1	-0.490531971619465	0.229085958962302	0.800612850851932	NC
APAF1	0.178163086569421	0.564335540682678	0.940068216303364	NC
APBA2	-0.0570761629647238	0.685945176604048	0.949713767452889	NC
APBB2	0.222455502943587	0.36080359504253	0.854210388412605	NC
APBB3	0.819309322883072	0.0178424320829634	0.754146392308588	UP
APEH	-0.354694283719711	0.488855097320756	0.907964331210536	NC
APH1B	0.183640602046443	0.290544392459728	0.815005820081518	NC
API5	0.169485174987972	0.147119418255518	0.762659635329603	NC
APLP1	-0.11297185606287	0.460094976271638	0.895915156406018	NC
APLP2	0.257154176566906	0.0673342060823241	0.754146392308588	NC
APOBEC3B	0.909371438283295	0.0328592394798322	0.754146392308588	UP
APOL2	0.33742564539021	0.0576785169477095	0.754146392308588	NC
APP	0.144785546257342	0.455138674411106	0.891110995018737	NC
APPL2	0.349109611491481	0.133594003036992	0.761924111229778	NC
AQP11	-0.758449112888001	0.178168838893362	0.77843575134977	NC
AQP3	0.455647226427623	0.415486713457269	0.873921682897814	NC
AQR	0.360437907297323	0.370179170971375	0.858681158845474	NC
ARAP1	0.320505977809444	0.243056720610517	0.805278434796386	NC
ARAP3	0.101361643352283	0.596483262880913	0.949713767452889	NC
ARB2A	0.337579716728007	0.43505808214471	0.883461185904167	NC
ARF1	0.0328257808469024	0.464261868049047	0.897924088393078	NC
ARFGAP1	0.0785772586994282	0.281132833135659	0.813749216105959	NC
ARFGAP2	0.00673417271882637	0.913434128015379	0.988458402659883	NC
ARFGAP3	0.179984050419625	0.253059675529656	0.811056069207759	NC
ARFGEF2	0.108347759025762	0.402806769587042	0.87195246973841	NC
ARFIP1	0.0265826445989011	0.935254881093218	0.988458402659883	NC
ARFIP2	0.0946567139757555	0.183051106740485	0.779218742129533	NC
ARFRP1	0.106191024115149	0.632410098762439	0.949713767452889	NC
ARGLU1	-0.0901108560355874	0.40622351762804	0.87195246973841	NC
ARHGAP1	0.0526069179602943	0.845809206319295	0.97604985920667	NC
ARHGAP10	-0.0359423681022473	0.693003039908448	0.949713767452889	NC
ARHGAP12	-0.250573284880026	0.229538909157584	0.800612850851932	NC
ARHGAP17	0.0398951576197142	0.388631706434752	0.866077810904714	NC
ARHGAP18	0.0278162698286277	0.648591179536423	0.949713767452889	NC
ARHGAP22	-0.23974365491966	0.297044262318696	0.818784807482156	NC
ARHGAP24	-0.0664840318764111	0.924159783675166	0.988458402659883	NC
ARHGAP26	0.206004096110889	0.04266954776756	0.754146392308588	UP
ARHGAP27	-0.158714299918524	0.444066268317877	0.886207761244657	NC
ARHGAP28	0.202506813344411	0.729724897739862	0.955139876783748	NC
ARHGAP32	0.307084337714335	0.476382961265493	0.903509472472946	NC
ARHGAP35	0.00401759507748047	0.961173654202861	0.988458402659883	NC
ARHGAP44	0.0823467737295055	0.293309173949141	0.816807972046293	NC
ARHGAP45	-0.650140383813482	0.259971143169522	0.813749216105959	NC
ARHGAP5	0.438523121203341	0.147068230600394	0.762659635329603	NC
ARHGDIA	0.0081947201980781	0.884729326298223	0.988458402659883	NC
ARHGDIG	-0.22989933410294	0.427613688018609	0.878876121399823	NC
ARHGEF10L	-0.499651626225972	0.179781810158126	0.77843575134977	NC
ARHGEF11	0.0829322830356375	0.18668497315475	0.782483382476247	NC
ARHGEF12	0.186565815106208	0.0652514184516543	0.754146392308588	NC
ARHGEF17	0.118835610615146	0.668601749818494	0.949713767452889	NC
ARHGEF28	-0.0639374112760791	0.809921824331575	0.960550613691178	NC
ARHGEF3	0.0796655263396931	0.738242673679684	0.955139876783748	NC
ARHGEF39	0.393080095243616	0.318096848664526	0.832194423468969	NC
ARHGEF40	-0.0535779122615514	0.709351171699168	0.949713767452889	NC
ARHGEF9	-0.0666847932545509	0.690523736511051	0.949713767452889	NC
ARID1A	0.229310665943696	0.22459856601109	0.800612850851932	NC
ARID1B	0.425805525823809	0.0606854881065006	0.754146392308588	NC
ARID3B	0.209903470172597	0.644612774496252	0.949713767452889	NC
ARID4A	0.0872370918228724	0.346740020606252	0.847000059625725	NC
ARID5B	0.592898218869182	0.0456635716505004	0.754146392308588	UP
ARIH1	-0.27772050014977	0.0711052490854176	0.754146392308588	NC
ARIH2	0.113686077275375	0.180922322854743	0.77843575134977	NC
ARK2C	-0.150763219739281	0.736649107472805	0.955139876783748	NC
ARL1	0.266628802551012	0.0367775948726419	0.754146392308588	UP
ARL13B	0.160214695366822	0.503373101758003	0.912905625275406	NC
ARL14EP	-0.11375183594746	0.208729583854188	0.800055578370443	NC
ARL15	0.0842853797979149	0.794268320410633	0.955139876783748	NC
ARL16	0.1654949166165	0.411553805977021	0.873921682897814	NC
ARL17B	0.0964439936761519	0.785366363609217	0.955139876783748	NC
ARL2BP	0.0211969905529523	0.757346665785132	0.955139876783748	NC
ARL4A	0.184664810231788	0.521933067299871	0.921361134582612	NC
ARL5A	0.108889195306498	0.243990965478919	0.805278434796386	NC
ARL6	0.0352725607545324	0.898186153272851	0.988458402659883	NC
ARL6IP4	0.0234902482587902	0.788545692002992	0.955139876783748	NC
ARL6IP6	-0.117032076008942	0.724533454231789	0.955139876783748	NC
ARL8A	0.0509823072375269	0.649005416076632	0.949713767452889	NC
ARL8B	0.117826886457703	0.426165416474777	0.878178397429319	NC
ARMC1	0.184858686241688	0.412779977582764	0.873921682897814	NC
ARMC10	0.218534857592542	0.250953058233457	0.809744883709576	NC
ARMC6	-0.771258466860662	0.240989887644096	0.803919218786838	NC
ARMC7	0.194143296969498	0.130879894313238	0.761924111229778	NC
ARMC8	0.00588356586584471	0.984971390591901	0.994999364692036	NC
ARMC9	0.0463764065659719	0.874006231603943	0.987137332331149	NC
ARMCX4	0.159293439766373	0.456869072704232	0.892661915358562	NC
ARMCX6	0.153981021018135	0.122462829063209	0.761924111229778	NC
ARNT	-0.0537793053536327	0.888879438065722	0.988458402659883	NC
ARNT2	0.631066781228053	0.0652885151632904	0.754146392308588	NC
ARPC1B	-0.710179385753588	0.157342035753533	0.7641127380631	NC
ARPC2	-0.0531405633756192	0.804356573744641	0.956358862173967	NC
ARPC5	-0.882801814085811	0.382574701795814	0.861724585116545	NC
ARPC5L	0.0279667943333974	0.680202023277823	0.949713767452889	NC
ARPP19	-0.365858872499273	0.131783231371077	0.761924111229778	NC
ARRB1	0.354240343058918	0.260687340093694	0.813749216105959	NC
ARRB2	-0.035509661542841	0.731404029836326	0.955139876783748	NC
ARRDC3	0.269829764270546	0.206141147564239	0.798650228615497	NC
ARSB	0.303771163455175	0.0699058477383031	0.754146392308588	NC
ARSK	-0.0287288375973433	0.919942577995589	0.988458402659883	NC
ARTN	-0.19695164309475	0.41933189208283	0.876008201403867	NC
ARV1	0.0255193296388958	0.63061606709872	0.949713767452889	NC
ASAH1	0.250316302964579	0.0572167090731837	0.754146392308588	NC
ASAH2	-0.32662765908185	0.0455790561232461	0.754146392308588	DN
ASAP1	0.284827185540238	0.0405093566805756	0.754146392308588	UP
ASAP3	-0.283815551776736	0.568846114780176	0.942018937375343	NC
ASB1	0.0572388865790134	0.721076685581992	0.955139876783748	NC
ASB16	-0.110337225200395	0.856397913240031	0.981130890360578	NC
ASB6	-0.0154758339730793	0.765126888823428	0.955139876783748	NC
ASB7	0.152768618855805	0.27958009087875	0.813749216105959	NC
ASCC1	0.391725926801383	0.0183264682446786	0.754146392308588	UP
ASCC3	-0.0208947510199931	0.883688210053503	0.988458402659883	NC
ASF1B	0.119182169149091	0.0353251335266624	0.754146392308588	UP
ASIC1	-0.268323676482699	0.00284652205474338	0.677174733449793	DN
ASNSD1	-0.782455697455449	0.106298945105147	0.761924111229778	NC
ASPH	0.128998290127397	0.251507349128008	0.810062418518586	NC
ASPHD1	1.57673356830591	0.0984443722733861	0.761924111229778	NC
ASRGL1	0.0742604365953796	0.220598428478676	0.800612850851932	NC
ASXL2	-0.482309490053118	0.435687131227947	0.883461185904167	NC
ATAD1	0.0484167840768692	0.450573468866452	0.890122098920049	NC
ATAD2	0.0211179511595599	0.909423833999788	0.988458402659883	NC
ATAD2B	0.0464378892056475	0.526575282989041	0.921362975740861	NC
ATAD3A	-0.0178893736318259	0.695087206231835	0.949713767452889	NC
ATAD3B	0.0124873295998462	0.973912706194574	0.989447860732884	NC
ATF1	-0.0367787679992402	0.623818675128126	0.949713767452889	NC
ATF2	0.391249828190671	0.0382555540851445	0.754146392308588	UP
ATF3	0.0207053789834173	0.90935305488306	0.988458402659883	NC
ATF5	0.0865009835779106	0.611615006418013	0.949713767452889	NC
ATF7IP	-0.238461189333027	0.165078783210432	0.768113309927901	NC
ATF7IP2	0.202478954505529	0.325351914054854	0.833127348779094	NC
ATG12	0.0438238551175831	0.567942646587435	0.941530296264421	NC
