gene_symbol	PASid	RED	pvalue	p_adj	APAreg
ABCD4	14:74299061:-	-3.55864349693962	0.458008300355503	0.833421586515257	NC
ABCD4	14:74299178:-	1.03491237233912	0.830706219066964	0.945084200264474	NC
ABCE1	4:145110984:+	-0.184694552632521	0.109343027336475	0.833421586515257	NC
ABCE1	4:145117415:+	-0.246089313018002	0.0585325029230128	0.469172587773792	NC
ABCE1	4:145123690:+	-0.238112369894422	0.110932654301668	0.833421586515257	NC
ABCF1	6:30591313:+	0.0646009892763946	0.691081975580712	0.91940029952517	NC
ABCF1	6:30591522:+	0.0721807523883307	0.678054621724895	0.902596875426788	NC
ABCF3	3:184187046:+	6.24306272513704	0.387799913392291	0.833421586515257	NC
ABCF3	3:184187283:+	0	NA	NA	NC
ABCF3	3:184187613:+	0	NA	NA	NC
ABCF3	3:184187658:+	0	NA	NA	NC
ABCF3	3:184189959:+	-0.209421175759774	0.143278109629772	0.833421586515257	NC
ABHD1	2:27126961:+	-0.574113701369559	0.779997542820989	0.945084200264474	NC
ABHD10	3:111982321:+	-5.03211439130263	0.5	0.833421586515257	NC
ABHD11	7:73736857:-	-0.0296828766296455	0.862622339520357	0.945084200264474	NC
ABHD12	20:25300213:-	-0.524635956494999	0.0540946433376914	0.434794935897825	NC
ABHD12	20:25300214:-	-0.523520517842148	0.0542804172384118	0.436262957853143	NC
ABHD12	20:25300217:-	-0.52046514577926	0.0550473762205096	0.442181656618689	NC
ABHD12	20:25300255:-	-0.482989772992369	0.0498235875338164	0.40205729863525	DN
ABHD12	20:25300429:-	-0.419565355102907	0.00243204297482192	0.0931677826592691	DN
ABHD12	20:25300703:-	-0.460454842325431	0.0598926311052908	0.479571302724105	NC
ABHD12	20:25300833:-	-1.61795812367943	0.402136244243015	0.833421586515257	NC
ABHD12	20:25303263:-	-0.514627028488081	0.904391263787986	0.945084200264474	NC
ABHD12	20:25303578:-	0	NA	NA	NC
ABHD12	20:25306299:-	-0.152163891953057	0.789744135864415	0.945084200264474	NC
ABHD12	20:25306833:-	0	NA	NA	NC
ABHD12	20:25309499:-	-0.196177066861508	0.468049758310681	0.833421586515257	NC
ABHD14A	3:51979007:+	2.59773153117238	0.5	0.833421586515257	NC
ABHD14A	3:51980468:+	0	NA	NA	NC
ABHD14A	3:51980474:+	0	NA	NA	NC
ABHD14A-ACY1	3:51984697:+	2.90581681233439	0.429097465369105	0.833421586515257	NC
ABHD14A-ACY1	3:51986436:+	-1.93378374727061	0.209265414413545	0.833421586515257	NC
ABHD14A-ACY1	3:51986889:+	0	NA	NA	NC
ABHD14A-ACY1	3:51987123:+	0.0961038635172322	0.609267391949111	0.833421586515257	NC
ABHD14A-ACY1	3:51987176:+	3.32987460103856	0.362503095068974	0.833421586515257	NC
ABHD14A-ACY1	3:51987188:+	1.87301977205886	0.267450621328455	0.833421586515257	NC
ABHD14A-ACY1	3:51987196:+	2.3781046671512	0.362850700115478	0.833421586515257	NC
ABHD14A-ACY1	3:51987428:+	0.0285992501298611	0.875472358965016	0.945084200264474	NC
ABHD14B	3:51971337:-	1.0574939007785	0.865936378590653	0.945084200264474	NC
ABHD16A	6:31687575:-	-0.0405368166879468	0.634301207780827	0.846282618854187	NC
ABHD16A	6:31687773:-	0.0152335009260785	0.795482064534285	0.945084200264474	NC
ABHD16A	6:31691446:-	5.94206301379386	0.0561695095233725	0.45086729451019	NC
ABHD16A	6:31692752:-	5.19540691609419	0.5	0.833421586515257	NC
ABHD16A	6:31692894:-	0.450418039081274	0.935675021775688	0.945084200264474	NC
ABHD18	4:128031313:+	-0.974549996125833	0.232233422556952	0.833421586515257	NC
ABHD2	15:89183373:+	-3.2249059146478	0.672629226579948	0.895547017761478	NC
ABHD3	18:21654889:-	-1.50559366632596	0.0561763595888707	0.450919032063382	NC
ABHD4	14:22603410:+	0	NA	NA	NC
ABHD4	14:22603620:+	-0.319982763072566	0.513950059197475	0.833421586515257	NC
ABHD4	14:22604076:+	-0.0099011717573918	0.915876578622249	0.945084200264474	NC
ABHD5	3:43702584:+	-0.700256414978631	0.198594371403648	0.833421586515257	NC
ABHD5	3:43714956:+	0	NA	NA	NC
ABHD5	3:43718606:+	-0.514595477577054	0.0703704751625567	0.5605418459772	NC
ABHD5	3:43718762:+	-0.447862700852917	0.238946957888827	0.833421586515257	NC
ABHD5	3:43718797:+	-0.419012905135792	0.289657837182166	0.833421586515257	NC
ABHD5	3:43719013:+	-0.49603772814166	0.27177529811816	0.833421586515257	NC
ABHD5	3:43719541:+	-0.254182275940791	0.446260110402072	0.833421586515257	NC
ABHD5	3:43719826:+	-0.298214988566005	0.413897547386818	0.833421586515257	NC
ABHD5	3:43719837:+	-0.300378398266598	0.413006019551135	0.833421586515257	NC
ABHD5	3:43719905:+	-0.293071535582939	0.416637692518543	0.833421586515257	NC
ABHD5	3:43720811:+	-0.269499866543502	0.425549992028499	0.833421586515257	NC
ABHD5	3:43722725:+	-0.113368443611586	0.72027558981452	0.945084200264474	NC
ABI2	2:203367419:+	0.445347522237637	0.42546773719696	0.833421586515257	NC
ABI2	2:203376132:+	-1.15110375522097	0.0370971743164731	0.302948207380207	DN
ABI2	2:203380273:+	0	NA	NA	NC
ABI2	2:203380277:+	0	NA	NA	NC
ABI2	2:203380306:+	0	NA	NA	NC
ABI2	2:203427411:+	-0.328935921788562	0.0110485984777879	0.124712001075842	DN
ABI2	2:203427528:+	-0.386211800512252	0.0847974075517223	0.671253741610367	NC
ABI2	2:203427569:+	-0.400720373938542	0.0606293864965662	0.485373008125695	NC
ABI2	2:203427948:+	-0.61404260131783	0.0113290741469383	0.124712001075842	DN
ABI2	2:203428596:+	-0.528128365478031	0.109665094897238	0.833421586515257	NC
ABI2	2:203432130:+	-0.0547188767032154	0.44587050809087	0.833421586515257	NC
ABI2	2:203432169:+	-0.0501680817594825	0.476015732260153	0.833421586515257	NC
ABI2	2:203432173:+	-0.0504513156924373	0.475364005881198	0.833421586515257	NC
ABITRAM	9:108936075:+	2.41429998587762	0.5	0.833421586515257	NC
ABITRAM	9:108939634:+	-0.275080141315145	0.757191112286097	0.945084200264474	NC
ABITRAM	9:108940954:+	-0.0360838056042057	0.970558853630572	0.972871840231087	NC
ABL2	1:179131212:-	0.0974824442805915	0.849832755722951	0.945084200264474	NC
ABLIM1	10:114439617:-	0	NA	NA	NC
ABLIM1	10:114450079:-	-3.89717396993691	0.5	0.833421586515257	NC
ABLIM2	4:8007025:-	0.525265487334673	0.470829990414524	0.833421586515257	NC
ABLIM2	4:8007385:-	0.503803066485434	0.382865699905154	0.833421586515257	NC
ABLIM2	4:8020213:-	1.82905395663341	0.5	0.833421586515257	NC
ABLIM3	5:149258574:+	-1.29759446865834	0.633164430924431	0.844815485510407	NC
ABR	17:1005735:-	0	NA	NA	NC
ABR	17:1005791:-	0.405754921658714	0.927704956955442	0.945084200264474	NC
ABR	17:1005908:-	0.12402362219867	0.714205668799558	0.945084200264474	NC
ABR	17:1006061:-	0.316442779982496	0.127795537021082	0.833421586515257	NC
ABR	17:1006080:-	0	NA	NA	NC
ABR	17:1006118:-	0	NA	NA	NC
ABR	17:1007238:-	0	NA	NA	NC
ABR	17:1007269:-	0	NA	NA	NC
ABR	17:1009709:-	-0.15766145019657	0.49206481617497	0.833421586515257	NC
ABR	17:1009716:-	-0.142413636915329	0.49574068053297	0.833421586515257	NC
ABR	17:1009738:-	-0.249018937511831	0.361596819488401	0.833421586515257	NC
ABR	17:1010785:-	-0.0229648458947185	0.790863618421293	0.945084200264474	NC
ABR	17:1011576:-	-0.86085904652015	0.466784887286522	0.833421586515257	NC
ABR	17:1012262:-	1.28425816976513	0.842657320412499	0.945084200264474	NC
ABR	17:1012396:-	0.149559044530667	0.79304216447793	0.945084200264474	NC
ABR	17:1049980:-	-0.149853896819558	0.235146570032571	0.833421586515257	NC
ABR	17:1050554:-	0	NA	NA	NC
ABR	17:1055283:-	0.596948803204194	0.691030985112194	0.919333560210371	NC
ABR	17:1067117:-	-0.23298940727878	0.187972260717855	0.833421586515257	NC
ABR	17:1153810:-	0.231487963117429	0.394709647902396	0.833421586515257	NC
ABR	17:1153813:-	0.264801124444333	0.348423670348202	0.833421586515257	NC
ABR	17:1228144:-	0.771702171884932	0.355988111233815	0.833421586515257	NC
ABTB1	3:127674601:+	-0.148909809481543	0.610999024920794	0.833421586515257	NC
ABTB1	3:127676435:+	-0.186818657318476	0.40420420352876	0.833421586515257	NC
ABTB1	3:127676809:+	-2.44729664525345	0.481063305178273	0.833421586515257	NC
ABTB1	3:127677193:+	-0.0316121165332793	0.934899586613445	0.945084200264474	NC
ABTB3	12:107610356:+	-0.425556112958078	0.124362875191745	0.833421586515257	NC
ABTB3	12:107650897:+	4.87622178528962	0.5	0.833421586515257	NC
ACACA	17:37328645:-	0.0130678375916879	0.967321916485213	0.969866172385009	NC
ACACA	17:37328962:-	-0.161724748018112	0.339118922483834	0.833421586515257	NC
ACACB	12:109242667:+	0.00866003187375586	0.958264720125001	0.961303117722519	NC
ACACB	12:109252578:+	0.256516406946991	0.660165424756674	0.879533535978636	NC
ACACB	12:109260147:+	0	NA	NA	NC
ACAD10	12:111692749:+	-0.212196132709418	0.237061357724931	0.833421586515257	NC
ACAD10	12:111702262:+	-0.256503087364157	0.528630094676538	0.833421586515257	NC
ACAD10	12:111721989:+	0.985351656580708	0.464534626299376	0.833421586515257	NC
ACAD10	12:111721990:+	0.987173907620646	0.464569653110152	0.833421586515257	NC
ACAD10	12:111728118:+	-0.111104170528223	0.594468557388123	0.833421586515257	NC
ACAD10	12:111729941:+	-0.230857812940504	0.47322634428074	0.833421586515257	NC
ACAD10	12:111734047:+	-0.0456941110171856	0.851414817964174	0.945084200264474	NC
ACAD10	12:111745049:+	-0.184987770156626	0.370710293454041	0.833421586515257	NC
ACAD10	12:111745634:+	0.331629699446865	0.557995256465436	0.833421586515257	NC
ACAD10	12:111746287:+	-0.166118501386761	0.558976790967598	0.833421586515257	NC
ACAD10	12:111747208:+	-0.128075053431012	0.680742653078197	0.906072267466692	NC
ACAD10	12:111749132:+	-0.734791255299503	0.0441368627052902	0.357682483448727	DN
ACAD10	12:111749203:+	-0.37264425659446	0.0286101278314776	0.243474313230818	DN
ACAD10	12:111749769:+	2.29994441822504	0.516425978853783	0.833421586515257	NC
ACAD10	12:111756520:+	0.587450911315761	0.752424443562615	0.945084200264474	NC
ACAD11	3:132579179:-	0	NA	NA	NC
ACAD8	11:134256910:+	0	NA	NA	NC
ACAD8	11:134259845:+	0.546956763922097	0.109406399741551	0.833421586515257	NC
ACAD8	11:134259925:+	0	NA	NA	NC
ACAD8	11:134260140:+	-0.489506554653292	0.41072903858533	0.833421586515257	NC
ACAD8	11:134260282:+	2.1494533853532	0.492852928023795	0.833421586515257	NC
ACAD8	11:134260552:+	0	NA	NA	NC
ACAD8	11:134260614:+	0	NA	NA	NC
ACAD8	11:134262958:+	-0.013429946285228	0.947023276952631	0.951005194840925	NC
ACAD8	11:134264061:+	0.225985942392271	0.263799272737747	0.833421586515257	NC
ACAD9	3:128899339:+	-0.46350754913085	0.122241005080579	0.833421586515257	NC
ACAD9	3:128899400:+	-0.464473366332249	0.0837308919064634	0.663117347063065	NC
ACAD9	3:128905200:+	-3.15121156347743	0.445395096054304	0.833421586515257	NC
ACAD9	3:128908624:+	1.25695777308387	0.5	0.833421586515257	NC
ACAD9	3:128912991:+	-0.366109425385918	0.0590446356662782	0.473114323603678	NC
ACAD9	3:128913014:+	-0.362340467457264	0.0554301138139794	0.445140603330016	NC
ACAD9	3:128913083:+	-0.372354509264043	0.0392006554392986	0.31921151488061	DN
ACAD9	3:128913084:+	-0.374880335997244	0.0394699595230172	0.32125425655105	DN
ACAD9	3:128913092:+	-0.387801453702295	0.0363212562425178	0.296827092095961	DN
ACAD9	3:128913099:+	-0.393652010507123	0.0363919174722614	0.297326076367595	DN
ACAD9	3:128913100:+	-0.393552092904286	0.0362795926881191	0.296495301754581	DN
ACAD9	3:128913102:+	-0.393351611740933	0.0360569717945242	0.294727793679369	DN
ACAD9	3:128913104:+	-0.392719847123821	0.0352867899269369	0.288690650652315	DN
ACAD9	3:128913107:+	-0.383563401302844	0.0353657952958843	0.28933064366783	DN
ACAD9	3:128913109:+	-0.383329049765206	0.035143735581969	0.287560387670983	DN
ACAD9	3:128913114:+	-0.389150541823666	0.0375389656229702	0.306392156137003	DN
ACAD9	3:128916067:+	0.650170284427668	0.430620607220972	0.833421586515257	NC
ACAD9-DT	3:128871783:-	-0.0742386845361618	0.846183411746052	0.945084200264474	NC
ACAD9-DT	3:128872975:-	-1.88085550794289	0.5	0.833421586515257	NC
ACAD9-DT	3:128879014:-	-1.30182067150523	0.5	0.833421586515257	NC
ACADL	2:210217475:-	2.66150762988227	0.292354988181852	0.833421586515257	NC
ACADM	1:75740672:+	-3.36969201773313	0.650273797735462	0.866659550064858	NC
ACADM	1:75749518:+	0	NA	NA	NC
ACADM	1:75749541:+	0.440369216896301	0.0758364796628762	0.602673041344402	NC
ACADM	1:75749554:+	0.432462924878288	0.0615377519980671	0.492249020640387	NC
ACADM	1:75761248:+	0.490398161366089	0.0318561902071961	0.261493461524625	UP
ACADM	1:75761615:+	-4.27039586707485	0.439981853917126	0.833421586515257	NC
ACADM	1:75762624:+	0	NA	NA	NC
ACADM	1:75762719:+	0	NA	NA	NC
ACADM	1:75762809:+	0.461215823878834	0.0876921587932395	0.693479001346292	NC
ACADM	1:75762945:+	0.361213632541319	0.154193308453175	0.833421586515257	NC
ACADM	1:75762954:+	0.334617838528447	0.211662351773674	0.833421586515257	NC
ACADM	1:75763168:+	0	NA	NA	NC
ACADM	1:75763361:+	0.505922261601459	0.0717190906205683	0.570978319801866	NC
ACADM	1:75763401:+	0.576356557863951	0.11748113922908	0.833421586515257	NC
ACADM	1:75763475:+	0.581684969776533	0.100608766848819	0.79026480159051	NC
ACADM	1:75763483:+	0.562010955325384	0.105974346127134	0.829694451117421	NC
ACADM	1:75763486:+	0.562694022652808	0.107244696581395	0.833421586515257	NC
ACADM	1:75763491:+	0.56255580049642	0.107102144391102	0.833421586515257	NC
ACADM	1:75763596:+	0.562159089597028	0.110480713654006	0.833421586515257	NC
ACADM	1:75763630:+	0.562149631222194	0.110557467981956	0.833421586515257	NC
ACADM	1:75763640:+	0.562205659078147	0.110621775114637	0.833421586515257	NC
ACADM	1:75763679:+	0.562301756275842	0.110639289980723	0.833421586515257	NC
ACADM	1:75763720:+	0.562183187425505	0.110814520874247	0.833421586515257	NC
ACADS	12:120737805:+	0	NA	NA	NC
ACADVL	17:7220676:+	0.00203731324163869	0.993333227099304	0.993806670468564	NC
ACADVL	17:7220739:+	0	NA	NA	NC
ACADVL	17:7220780:+	0	NA	NA	NC
ACADVL	17:7220922:+	-0.164476554552236	0.289120252822215	0.833421586515257	NC
ACADVL	17:7221021:+	-0.169259724292958	0.0770064669723617	0.611631141501419	NC
ACADVL	17:7221136:+	-0.162614579513125	0.153322736241638	0.833421586515257	NC
ACADVL	17:7221629:+	-0.197370611648146	0.0121782073635468	0.13001908223471	DN
ACADVL	17:7221655:+	-0.193324848107401	0.018737185367782	0.166389812643435	DN
ACADVL	17:7222092:+	-0.247166979869214	0.352152187505877	0.833421586515257	NC
ACADVL	17:7222146:+	-0.254987119288709	0.297714448096139	0.833421586515257	NC
ACADVL	17:7222464:+	0	NA	NA	NC
ACADVL	17:7224611:+	0	NA	NA	NC
ACADVL	17:7224660:+	0	NA	NA	NC
ACAP2	3:195285328:-	-2.09554602026518	0.679169300141532	0.904046137477301	NC
ACAP3	1:1298744:-	0	NA	NA	NC
ACAP3	1:1301448:-	0	NA	NA	NC
ACAP3	1:1301856:-	0.36376314300264	0.691271358570506	0.919646762201511	NC
ACAT1	11:108134448:+	-0.145599519537471	0.396546346140129	0.833421586515257	NC
ACAT1	11:108135241:+	-0.012675634589725	0.922595909419827	0.945084200264474	NC
ACAT1	11:108136939:+	-1.92076704787071	0.297753197729547	0.833421586515257	NC
ACAT1	11:108139164:+	-0.187038142746912	0.392825052942103	0.833421586515257	NC
ACAT1	11:108140171:+	-0.119818578808867	0.234508365533488	0.833421586515257	NC
ACAT1	11:108143946:+	0	NA	NA	NC
ACAT1	11:108144147:+	-0.00751978758775618	0.858458920240071	0.945084200264474	NC
ACAT1	11:108144221:+	0.152397619065816	0.779011240983316	0.945084200264474	NC
ACBD3	1:226154642:-	-0.235766344200617	0.168727119173446	0.833421586515257	NC
ACBD4	17:45137835:+	-0.308124537980708	0.080826322323239	0.640924836325218	NC
ACBD4	17:45138544:+	-0.715426891249203	0.369811380805722	0.833421586515257	NC
ACBD4	17:45142610:+	0	NA	NA	NC
ACBD4	17:45142959:+	0	NA	NA	NC
ACBD5	10:27181682:-	0	NA	NA	NC
ACBD5	10:27182838:-	1.58099914115455	0.5	0.833421586515257	NC
ACBD5	10:27195214:-	0.146408281385338	0.329778001255633	0.833421586515257	NC
ACBD5	10:27195215:-	0.146410864179787	0.329761787738376	0.833421586515257	NC
ACBD5	10:27195217:-	0.146490168205384	0.329300643342085	0.833421586515257	NC
ACBD5	10:27195220:-	0.14667084615466	0.329052332846281	0.833421586515257	NC
ACBD5	10:27195230:-	0.146522453724467	0.328697298647127	0.833421586515257	NC
ACBD5	10:27195388:-	0.143699293160815	0.332593548375987	0.833421586515257	NC
ACBD5	10:27195992:-	0.0862894725027032	0.453115117247159	0.833421586515257	NC
ACBD5	10:27197353:-	0	NA	NA	NC
ACBD5	10:27201958:-	1.43251280536701	0.660752716502799	0.880305458295492	NC
ACBD5	10:27204447:-	-0.0496072475243965	0.202836829797434	0.833421586515257	NC
ACBD5	10:27217980:-	-0.0443510003689713	0.840259529165429	0.945084200264474	NC
ACBD5	10:27217983:-	-0.045212334727097	0.83748739687462	0.945084200264474	NC
ACBD6	1:180272602:-	0	NA	NA	NC
ACBD6	1:180273614:-	1.51460497293496	0.630098120617478	0.840846982955088	NC
ACBD6	1:180286983:-	-2.11806857822676	0.337281687956031	0.833421586515257	NC
ACBD6	1:180288230:-	0.217539236725036	0.339565230568439	0.833421586515257	NC
ACCS	11:44067859:+	0.145794863973912	0.776496185224912	0.945084200264474	NC
ACCS	11:44075856:+	-1.4188468461887	0.5	0.833421586515257	NC
ACCS	11:44077445:+	-1.67743644197974	0.00660910425459946	0.104463566140738	DN
ACCS	11:44077699:+	3.00782923839961	0.273221658743048	0.833421586515257	NC
ACCS	11:44082120:+	0	NA	NA	NC
ACD	16:67657986:-	-0.0394544131335304	0.789899276772216	0.945084200264474	NC
ACD	16:67658062:-	-0.0365026846865777	0.793596478516368	0.945084200264474	NC
ACD	16:67658140:-	0	NA	NA	NC
ACD	16:67658173:-	0	NA	NA	NC
ACD	16:67658226:-	-0.979092567477802	0.551177500695139	0.833421586515257	NC
ACD	16:67658235:-	-0.548650773959823	0.56396929911915	0.833421586515257	NC
ACD	16:67658283:-	0	NA	NA	NC
ACD	16:67658288:-	0	NA	NA	NC
ACD	16:67658294:-	0	NA	NA	NC
ACD	16:67658555:-	-0.0131351807646873	0.5326023954029	0.833421586515257	NC
ACD	16:67658720:-	0.0693643516718634	0.0713271896293528	0.567939403603441	NC
ACD	16:67658736:-	0.0180532734561885	0.82436272976876	0.945084200264474	NC
ACD	16:67658743:-	0	NA	NA	NC
