gene_id	p_value	FDR	sig	tss_id	pas_id
SMG5	4.12304665982718e-97	6.29176920289627e-95	TRUE	chr1:156282825:-;chr1:156282890:-;chr1:156291498:-	chr1:156249224:-;chr1:156290091:-
CYB561D2	6.30207082177108e-94	9.01590006939625e-92	TRUE	chr3:50350845:+;chr3:50351197:+;chr3:50365334:+	chr3:50354079:+;chr3:50368192:+
ARPP21	8.78084163501437e-84	1.18231450014988e-81	TRUE	chr3:35638945:+;chr3:35639525:+;chr3:35639589:+;chr3:35642290:+;chr3:35643621:+;chr3:35679620:+;chr3:35679745:+;chr3:35680937:+;chr3:35721636:+	chr3:35794480:+;chr3:35685887:+;chr3:35684108:+
PPP4R3B	2.32410798582498e-83	2.95549065530743e-81	TRUE	chr2:55617608:-;chr2:55618880:-	chr2:55548378:-;chr2:55613997:-;chr2:55616155:-
TPM2	1.82499824937473e-81	2.19864262779935e-79	TRUE	chr9:35685543:-;chr9:35689900:-;chr9:35690056:-	chr9:35682008:-;chr9:35682926:-
OBSL1	1.83027684981702e-73	2.09475185461558e-71	TRUE	chr2:219552389:-;chr2:219552714:-;chr2:219565379:-;chr2:219571241:-;chr2:219571464:-	chr2:219550728:-;chr2:219561722:-;chr2:219555149:-;chr2:219555759:-
SEPTIN8	6.35472158724749e-73	6.92664653009977e-71	TRUE	chr5:132760871:-;chr5:132765474:-;chr5:132777220:-;chr5:132777344:-;chr5:132777869:-;chr5:132778009:-	chr5:132750824:-;chr5:132758143:-
AIG1	2.05037771401144e-69	2.1333248124419e-67	TRUE	chr6:143060463:+;chr6:143060842:+	chr6:143061595:+;chr6:143340304:+;chr6:143340018:+
SRRM2	2.87477955270935e-69	2.86103060702248e-67	TRUE	chr16:2752626:+;chr16:2767856:+;chr16:2768081:+;chr16:2769374:+;chr16:2769895:+;chr16:2770355:+;chr16:2771278:+	chr16:2758536:+;chr16:2760846:+;chr16:2771408:+
TMBIM6	4.96871569448776e-67	4.7389125936177e-65	TRUE	chr12:49707725:+;chr12:49741544:+;chr12:49741809:+;chr12:49752456:+;chr12:49752964:+;chr12:49753038:+;chr12:49758207:+	chr12:49764929:+;chr12:49763005:+
SLC12A5	2.71353217174442e-64	2.4845100564492e-62	TRUE	chr20:46021686:+;chr20:46029182:+;chr20:46057233:+	chr20:46023589:+;chr20:46060145:+
KCNQ2	1.16778124852371e-60	1.02809664533491e-58	TRUE	chr20:63408455:-;chr20:63472505:-;chr20:63472655:-	chr20:63400214:-;chr20:63433681:-
AGAP3	1.09112144925039e-57	9.25028517531165e-56	TRUE	chr7:151085831:+;chr7:151086475:+;chr7:151086742:+;chr7:151087067:+;chr7:151117392:+;chr7:151117754:+;chr7:151118209:+;chr7:151118268:+;chr7:151120016:+;chr7:151120071:+;chr7:151128577:+;chr7:151134482:+	chr7:151123636:+;chr7:151144434:+
ELOB	9.30725356246556e-53	7.6086797873156e-51	TRUE	chr16:2777127:-;chr16:2777195:-;chr16:2777272:-	chr16:2771414:-;chr16:2771946:-
KIAA0930	5.07112782411807e-51	4.0026936515194e-49	TRUE	chr22:45205849:-;chr22:45212081:-;chr22:45212417:-;chr22:45240742:-;chr22:45240894:-	chr22:45195828:-;chr22:45196038:-;chr22:45211337:-
PDE4DIP	5.7395426551532e-51	4.37927104588189e-49	TRUE	chr1:148808434:+;chr1:148844382:+;chr1:148844519:+;chr1:148844592:+;chr1:148952124:+;chr1:148952341:+;chr1:148952457:+;chr1:149017760:+;chr1:149027427:+	chr1:148932725:+;chr1:148981776:+;chr1:148986477:+;chr1:148993882:+;chr1:149033016:+
KHDC1	3.74337206150769e-48	2.76405762864229e-46	TRUE	chr6:73263172:-;chr6:73310143:-;chr6:73310215:-;chr6:73310365:-	chr6:73241314:-;chr6:73274134:-;chr6:73274777:-
ING5	8.5385462783044e-48	6.10772888469962e-46	TRUE	chr2:241687020:+;chr2:241687085:+;chr2:241702035:+	chr2:241694560:+;chr2:241724034:+;chr2:241726000:+;chr2:241726410:+;chr2:241729478:+
TPM1	1.42899302569908e-47	9.91201526007638e-46	TRUE	chr15:63042632:+;chr15:63042747:+;chr15:63042830:+;chr15:63048439:+;chr15:63057006:+	chr15:63066093:+;chr15:63070637:+;chr15:63071915:+
PDXK	1.51214765445022e-44	1.01803117089311e-42	TRUE	chr21:43719094:+;chr21:43728730:+;chr21:43733671:+;chr21:43734062:+;chr21:43741016:+;chr21:43753583:+	chr21:43738861:+;chr21:43756259:+;chr21:43762297:+
EIF2B5	1.0434502793579e-40	6.82416482700067e-39	TRUE	chr3:184135038:+;chr3:184135337:+;chr3:184135494:+;chr3:184136649:+	chr3:184136973:+;chr3:184145311:+
SMARCA4	2.34406488862577e-40	1.49043459168455e-38	TRUE	chr19:10960932:+;chr19:10984124:+;chr19:10984279:+;chr19:10986420:+;chr19:10996264:+;chr19:11007902:+;chr19:11030799:+;chr19:11035022:+;chr19:11041439:+	chr19:10996376:+;chr19:11062273:+
PNKD	1.18029255368579e-33	7.30186393347778e-32	TRUE	chr2:218269651:+;chr2:218270392:+;chr2:218270511:+;chr2:218323173:+;chr2:218323268:+	chr2:218272947:+;chr2:218346787:+
NFIA	2.82760991693198e-32	1.70326292101508e-30	TRUE	chr1:61077227:+;chr1:61082398:+;chr1:61082561:+;chr1:61082621:+;chr1:61082723:+	chr1:61079250:+;chr1:61458035:+
CIRBP	6.07506901808441e-32	3.56559820061416e-30	TRUE	chr19:1261156:+;chr19:1261342:+;chr19:1266653:+;chr19:1267154:+;chr19:1269266:+;chr19:1269327:+;chr19:1270943:+;chr19:1271030:+;chr19:1271982:+;chr19:1272917:+;chr19:1273504:+	chr19:1273172:+;chr19:1274810:+
ARMCX4	1.46248622725123e-31	8.36907743544517e-30	TRUE	chrX:101418278:+;chrX:101485433:+	chrX:101419183:+;chrX:101505384:+;chrX:101533457:+
FGFR2	1.08824059549101e-30	6.07556761726564e-29	TRUE	chr10:121485532:-;chr10:121594258:-;chr10:121596645:-;chr10:121598298:-;chr10:121598366:-	chr10:121478332:-;chr10:121479218:-;chr10:121564324:-
MALAT1	9.42433506584379e-29	5.13626261088487e-27	TRUE	chr11:65499042:+;chr11:65501848:+;chr11:65502729:+;chr11:65504496:+;chr11:65504838:+;chr11:65505204:+	chr11:65502999:+;chr11:65503048:+;chr11:65503630:+;chr11:65506469:+
DTNA	4.11130915744677e-28	2.18855503753387e-26	TRUE	chr18:34493290:+;chr18:34493903:+;chr18:34593318:+;chr18:34710261:+;chr18:34755976:+;chr18:34817962:+;chr18:34818283:+;chr18:34818381:+;chr18:34818448:+;chr18:34820800:+;chr18:34875237:+;chr18:34882089:+	chr18:34829324:+;chr18:34867338:+;chr18:34891402:+
DHX30	1.80523383831569e-27	9.39131876341958e-26	TRUE	chr3:47802909:+;chr3:47803107:+;chr3:47825028:+	chr3:47850193:+;chr3:47816180:+
RABGEF1	6.84674335869957e-27	3.48271012179185e-25	TRUE	chr7:66682164:+;chr7:66740733:+	chr7:66685692:+;chr7:66716639:+;chr7:66811193:+;chr7:66811464:+
SSR1	7.76901779558127e-27	3.86593081175772e-25	TRUE	chr6:7301363:-;chr6:7313174:-	chr6:7287570:-;chr6:7289146:-;chr6:7289540:-;chr6:7289629:-;chr6:7288335:-
PACSIN1	3.65112659786347e-26	1.77817633670414e-24	TRUE	chr6:34466061:+;chr6:34466139:+;chr6:34514872:+	chr6:34535223:+;chr6:34527011:+
CREM	4.84530111713956e-25	2.31060297023593e-23	TRUE	chr10:35126791:+;chr10:35127227:+;chr10:35195127:+;chr10:35195850:+;chr10:35196009:+	chr10:35179847:+;chr10:35211876:+;chr10:35212125:+;chr10:35212465:+;chr10:35212953:+
GRIA4	9.80305938424646e-25	4.57942916949799e-23	TRUE	chr11:105609994:+;chr11:105610266:+;chr11:105610672:+;chr11:105610907:+;chr11:105610998:+	chr11:105614419:+;chr11:105913110:+;chr11:105913506:+
ZNF875	1.29085153083637e-24	5.9095183081689e-23	TRUE	chr19:37317882:+;chr19:37334624:+	chr19:37329712:+;chr19:37364447:+
DMWD	1.75072295156574e-24	7.85765654143917e-23	TRUE	chr19:45785659:-;chr19:45785910:-;chr19:45791045:-;chr19:45792437:-;chr19:45792773:-	chr19:45782947:-;chr19:45783730:-;chr19:45789395:-
PTP4A2	3.49812721739487e-24	1.53984869242632e-22	TRUE	chr1:31919109:-;chr1:31919359:-;chr1:31919464:-;chr1:31937775:-;chr1:31938042:-;chr1:31938186:-;chr1:31938358:-	chr1:31906426:-;chr1:31908641:-
KLC1	1.29247780446856e-23	5.58204093288404e-22	TRUE	chr14:103629177:+;chr14:103629297:+;chr14:103673355:+;chr14:103675552:+;chr14:103679398:+;chr14:103699922:+	chr14:103686225:+;chr14:103701544:+
CCDC25	2.31367573665437e-22	9.807414372596e-21	TRUE	chr8:27752589:-;chr8:27772607:-	chr8:27735894:-;chr8:27733316:-;chr8:27735052:-;chr8:27748108:-
PIK3R1	3.68151825707287e-22	1.53218096189815e-20	TRUE	chr5:68215756:+;chr5:68288519:+;chr5:68288695:+;chr5:68290637:+;chr5:68292486:+;chr5:68292568:+	chr5:68298617:+;chr5:68298753:+;chr5:68301821:+
ZNF638	7.12437679032325e-22	2.91208901304463e-20	TRUE	chr2:71276561:+;chr2:71331728:+;chr2:71427283:+;chr2:71427350:+	chr2:71395688:+;chr2:71435058:+
CREB1	7.78907405045379e-22	3.12792815815592e-20	TRUE	chr2:207529892:+;chr2:207530072:+	chr2:207578065:+;chr2:207578315:+;chr2:207597792:+;chr2:207597957:+;chr2:207598411:+;chr2:207599675:+;chr2:207603431:+;chr2:207530822:+
WDFY3-AS2	8.47019643095403e-22	3.34280683283686e-20	TRUE	chr4:84965616:+;chr4:84966226:+;chr4:84966732:+;chr4:84966935:+;chr4:84967478:+	chr4:85008743:+;chr4:84970727:+
MXD4	1.0733400414711e-20	4.164195516826e-19	TRUE	chr4:2261799:-;chr4:2262022:-;chr4:2262109:-	chr4:2250226:-;chr4:2247432:-;chr4:2254413:-
ABAT	4.96689378490096e-20	1.89486997893972e-18	TRUE	chr16:8674596:+;chr16:8712837:+;chr16:8712955:+;chr16:8713601:+	chr16:8784570:+;chr16:8715788:+
TLN1	1.03219024310929e-19	3.87325158438879e-18	TRUE	chr9:35704193:-;chr9:35732104:-;chr9:35732195:-	chr9:35697337:-;chr9:35729052:-
SLCO1A2	3.79428554920213e-19	1.40082574550382e-17	TRUE	chr12:21324681:-;chr12:21324736:-;chr12:21334895:-	chr12:21264600:-;chr12:21268890:-;chr12:21269394:-;chr12:21273942:-
ZFYVE21	4.79446167203304e-19	1.74198774083867e-17	TRUE	chr14:103715730:+;chr14:103715808:+;chr14:103727898:+	chr14:103730038:+;chr14:103733664:+
ZNF529	4.24835425529159e-18	1.51945045161913e-16	TRUE	chr19:36573288:-;chr19:36605243:-	chr19:36543615:-;chr19:36544388:-;chr19:36580251:-
WARS1	1.11714714460221e-17	3.93407663691456e-16	TRUE	chr14:100346829:-;chr14:100375333:-;chr14:100375467:-;chr14:100375547:-;chr14:100376251:-	chr14:100333790:-;chr14:100334477:-
MKLN1	1.15482241730157e-17	4.00513411091408e-16	TRUE	chr7:131110094:+;chr7:131327846:+	chr7:131123422:+;chr7:131487965:+;chr7:131488877:+
ASB1	5.41634765995542e-17	1.85045071546835e-15	TRUE	chr2:238426927:+;chr2:238427004:+;chr2:238450145:+	chr2:238446732:+;chr2:238446920:+;chr2:238452250:+
TRIM36	1.74182524466956e-16	5.86329115448328e-15	TRUE	chr5:115169866:-;chr5:115180294:-	chr5:115125919:-;chr5:115171102:-;chr5:115177084:-;chr5:115177166:-;chr5:115177246:-
PINK1	2.31835591229127e-16	7.69089374381843e-15	TRUE	chr1:20633458:+;chr1:20638129:+	chr1:20650733:+;chr1:20651317:+;chr1:20651511:+
GPM6A	4.54529789096659e-16	1.48631241034608e-14	TRUE	chr4:175812264:-;chr4:175813114:-;chr4:175891754:-;chr4:175907168:-;chr4:176002332:-	chr4:175632937:-;chr4:175633448:-
SRSF12	2.24133059322699e-15	7.22592356041771e-14	TRUE	chr6:89117975:-;chr6:89118071:-	chr6:89095959:-;chr6:89096923:-;chr6:89098420:-;chr6:89098488:-
OXR1	2.62256630922122e-15	8.33757539139913e-14	TRUE	chr8:106270178:+;chr8:106447924:+;chr8:106657808:+;chr8:106726107:+	chr8:106272774:+;chr8:106272899:+;chr8:106752694:+
TCEA2	4.1102882072906e-15	1.28882872691619e-13	TRUE	chr20:64057293:+;chr20:64063158:+;chr20:64063481:+;chr20:64069464:+;chr20:64069765:+;chr20:64070291:+	chr20:64064123:+;chr20:64072347:+
CHRM3	1.26641655490942e-14	3.91733445160494e-13	TRUE	chr1:239386565:+;chr1:239386920:+;chr1:239632251:+	chr1:239909465:+;chr1:239634453:+
DIXDC1	2.08796791164593e-14	6.37247806634339e-13	TRUE	chr11:111937343:+;chr11:111977309:+;chr11:111988947:+	chr11:111975995:+;chr11:112022584:+
LINC01140	2.7407897161251e-14	8.25482586869784e-13	TRUE	chr1:87129854:+;chr1:87131926:+	chr1:87136669:+;chr1:87136912:+;chr1:87169204:+
UBE3B	3.65167521532294e-14	1.08554345037328e-12	TRUE	chr12:109477623:+;chr12:109501425:+;chr12:109529930:+	chr12:109490639:+;chr12:109490722:+;chr12:109536702:+
TSGA10	3.75677752888492e-14	1.1024697132843e-12	TRUE	chr2:99141149:-;chr2:99141419:-;chr2:99141572:-;chr2:99141703:-;chr2:99154861:-;chr2:99154942:-	chr2:99105337:-;chr2:99104382:-;chr2:99148264:-
LUC7L	5.23729922847336e-14	1.51749087771842e-12	TRUE	chr16:190549:-;chr16:206087:-;chr16:229142:-;chr16:229340:-	chr16:188990:-;chr16:189523:-
STAU2	5.58363408738831e-14	1.59761730325398e-12	TRUE	chr8:73582830:-;chr8:73746818:-;chr8:73747466:-	chr8:73420369:-;chr8:73526835:-;chr8:73549601:-;chr8:73549780:-;chr8:73550547:-
ANKRD17	6.16512690960009e-14	1.74221919704625e-12	TRUE	chr4:73080810:-;chr4:73223039:-;chr4:73223114:-;chr4:73258798:-	chr4:73074785:-;chr4:73075686:-;chr4:73102494:-
MEF2C	1.10006749386731e-13	3.07079816275888e-12	TRUE	chr5:88785511:-;chr5:88883147:-;chr5:88883466:-;chr5:88889375:-	chr5:88720825:-;chr5:88718241:-;chr5:88823843:-
SEPTIN2	1.65423596816262e-13	4.56210377243885e-12	TRUE	chr2:241315270:+;chr2:241315355:+;chr2:241315447:+;chr2:241315861:+;chr2:241316165:+;chr2:241324216:+;chr2:241335946:+;chr2:241337476:+;chr2:241337720:+;chr2:241350087:+	chr2:241354027:+;chr2:241352555:+
CADM2	8.59154676978267e-13	2.34119649476578e-11	TRUE	chr3:84958989:+;chr3:85726482:+	chr3:85042548:+;chr3:86068801:+
AP2A2	1.53972173076409e-12	4.14638004908117e-11	TRUE	chr11:925809:+;chr11:925870:+;chr11:1008081:+	chr11:1010921:+;chr11:1012240:+
ZEB2	2.40444587438324e-12	6.39974024007354e-11	TRUE	chr2:144516164:-;chr2:144517419:-;chr2:144517506:-;chr2:144517632:-;chr2:144518406:-;chr2:144520102:-;chr2:144520332:-	chr2:144511389:-;chr2:144388016:-
ACTR3C	3.09881913872183e-12	8.15310000980949e-11	TRUE	chr7:150047715:-;chr7:150323545:-;chr7:150323669:-	chr7:149887178:-;chr7:150247212:-
TMSB15B	4.11014191881185e-12	1.06910396047277e-10	TRUE	chrX:103962627:+;chrX:104076194:-	chrX:103965976:+;chrX:103930785:+;chrX:104072887:-
LGI4	7.38522339009924e-12	1.89941307190305e-10	TRUE	chr19:35133741:-;chr19:35134628:-;chr19:35134863:-;chr19:35135059:-;chr19:35142451:-	chr19:35124513:-;chr19:35131200:-
ZBTB8OS	7.70627670157232e-12	1.95996304109989e-10	TRUE	chr1:32634061:-;chr1:32650525:-;chr1:32650903:-	chr1:32621830:-;chr1:32620820:-
ATG13	7.96555190474162e-12	2.00364267142347e-10	TRUE	chr11:46617276:+;chr11:46617527:+;chr11:46617791:+;chr11:46648727:+;chr11:46667872:+;chr11:46672795:+	chr11:46673036:+;chr11:46674513:+
TLL2	8.42346375446862e-12	2.09579440586725e-10	TRUE	chr10:96375361:-;chr10:96513918:-	chr10:96364607:-;chr10:96395198:-;chr10:96428126:-
PCBP2	1.51220886429029e-11	3.72198504339835e-10	TRUE	chr12:53452102:+;chr12:53452368:+;chr12:53454734:+;chr12:53455909:+;chr12:53459385:+;chr12:53461015:+;chr12:53461136:+;chr12:53462514:+	chr12:53479795:+;chr12:53479612:+
EIF4A1	2.48661120157564e-11	6.05516280894325e-10	TRUE	chr17:7572824:+;chr17:7573316:+;chr17:7574259:+;chr17:7575188:+;chr17:7576532:+	chr17:7578627:+;chr17:7579001:+
CSNK1D	3.35637347069624e-11	8.08709355202493e-10	TRUE	chr17:82248980:-;chr17:82252527:-;chr17:82255516:-;chr17:82273369:-;chr17:82273697:-	chr17:82242672:-;chr17:82244362:-
CSNK1E	3.54179837599702e-11	8.4449755027679e-10	TRUE	chr22:38294459:-;chr22:38294527:-;chr22:38300025:-;chr22:38300763:-;chr22:38302990:-;chr22:38316973:-;chr22:38317411:-	chr22:38290691:-;chr22:38291883:-
CREB5	3.74841687816012e-11	8.84549096299847e-10	TRUE	chr7:28409335:+;chr7:28686133:+	chr7:28410758:+;chr7:28725674:+
SNORC	4.87989493397718e-11	1.13980403100753e-09	TRUE	chr2:232870086:+;chr2:232870264:+;chr2:232875428:+;chr2:232875610:+;chr2:232875799:+;chr2:232876521:+	chr2:232876401:+;chr2:232877803:+;chr2:232878695:+
POLR1D	8.34125106587535e-11	1.92859835250391e-09	TRUE	chr13:27620742:+;chr13:27620919:+;chr13:27621779:+;chr13:27621870:+	chr13:27623449:+;chr13:27666253:+;chr13:27666327:+;chr13:27667411:+
CFAP46	8.86145468569366e-11	2.02838697755528e-09	TRUE	chr10:132837077:-;chr10:132942543:-	chr10:132808392:-;chr10:132937115:-
MIR100HG	2.4137136662168e-10	5.47028770492104e-09	TRUE	chr11:122100438:-;chr11:122100793:-;chr11:122101686:-;chr11:122102121:-;chr11:122203003:-;chr11:122203087:-	chr11:122028325:-;chr11:122089103:-
PCGF5	2.71876720482769e-10	6.10123346259861e-09	TRUE	chr10:91163012:+;chr10:91220602:+;chr10:91220663:+;chr10:91220783:+	chr10:91227942:+;chr10:91280984:+;chr10:91284264:+
ST13	2.9170480263538e-10	6.48264362361539e-09	TRUE	chr22:40844890:-;chr22:40856616:-	chr22:40826130:-;chr22:40826501:-;chr22:40824595:-;chr22:40824779:-;chr22:40825143:-
TAF1D	3.26345593167174e-10	7.18274098807367e-09	TRUE	chr11:93736239:-;chr11:93738292:-;chr11:93741476:-	chr11:93735929:-;chr11:93730202:-;chr11:93730281:-;chr11:93736084:-;chr11:93738281:-
MAPKAP1	4.12277865632487e-10	8.98765747078822e-09	TRUE	chr9:125506366:-;chr9:125585627:-;chr9:125707177:-	chr9:125437396:-;chr9:125438472:-
INPP5F	4.66040374789914e-10	1.00638341310765e-08	TRUE	chr10:119726042:+;chr10:119818686:+;chr10:119819257:+	chr10:119792202:+;chr10:119829151:+
COQ4	7.15732280009713e-10	1.53113195228246e-08	TRUE	chr9:128322544:+;chr9:128322839:+	chr9:128323584:+;chr9:128334072:+
NISCH	7.27965657725708e-10	1.5428827690131e-08	TRUE	chr3:52455604:+;chr3:52485785:+;chr3:52489573:+	chr3:52481906:+;chr3:52493063:+
CTNNA1	1.06244598012079e-09	2.2289782919486e-08	TRUE	chr5:138753386:+;chr5:138781923:+;chr5:138824677:+;chr5:138827627:+;chr5:138875230:+;chr5:138875399:+;chr5:138875653:+;chr5:138886229:+;chr5:138904399:+;chr5:138924589:+;chr5:138930638:+	chr5:138934712:+;chr5:138935032:+
LARP6	1.07115601622694e-09	2.2289782919486e-08	TRUE	chr15:70853458:-;chr15:70854008:-;chr15:70854121:-	chr15:70851446:-;chr15:70831550:-
DDX59	2.89252820806795e-09	5.96486222366445e-08	TRUE	chr1:200669907:-;chr1:200669998:-	chr1:200644037:-;chr1:200644123:-
MACF1	3.39826781949507e-09	6.94520985609305e-08	TRUE	chr1:39081316:+;chr1:39081417:+;chr1:39468593:+	chr1:39104378:+;chr1:39486985:+
TBXAS1	4.89600627391711e-09	9.89304388075296e-08	TRUE	chr7:139778242:+;chr7:139829247:+	chr7:139797486:+;chr7:140020293:+
ANKHD1	4.92707296813385e-09	9.89304388075296e-08	TRUE	chr5:140401814:+;chr5:140529630:+	chr5:140472474:+;chr5:140539853:+
PRKACB	8.082966648687e-09	1.60886179642126e-07	TRUE	chr1:84077975:+;chr1:84078062:+;chr1:84078144:+;chr1:84144322:+;chr1:84164184:+;chr1:84164305:+;chr1:84164382:+;chr1:84164640:+;chr1:84164904:+;chr1:84164966:+;chr1:84181632:+	chr1:84238498:+;chr1:84205297:+
ACOX3	9.54371995825854e-09	1.88323922279774e-07	TRUE	chr4:8428448:-;chr4:8440723:-	chr4:8366351:-;chr4:8366606:-;chr4:8366712:-;chr4:8429221:-
SLC25A35	1.52299797447126e-08	2.97960885774762e-07	TRUE	chr17:8289035:-;chr17:8295343:-;chr17:8295400:-	chr17:8287763:-;chr17:8290061:-
ANKRD10	1.99949059604391e-08	3.878672859614e-07	TRUE	chr13:110893082:-;chr13:110914617:-;chr13:110914803:-;chr13:110915006:-	chr13:110892710:-;chr13:110878540:-
PNPO	4.22683545992711e-08	8.1304423258598e-07	TRUE	chr17:47941506:+;chr17:47941706:+;chr17:47941761:+;chr17:47941996:+	chr17:47948275:+;chr17:47949308:+
LINC01128	4.43464442775092e-08	8.45908424593488e-07	TRUE	chr1:827591:+;chr1:827771:+	chr1:854096:+;chr1:854387:+;chr1:859446:+;chr1:842001:+;chr1:843592:+
SMAD2	4.51238531193782e-08	8.53623965208734e-07	TRUE	chr18:47930362:-;chr18:47930599:-;chr18:47930659:-;chr18:47930837:-;chr18:47931141:-	chr18:47840255:-;chr18:47841243:-;chr18:47841392:-;chr18:47841595:-
GAS7	4.67197586446859e-08	8.7136636234302e-07	TRUE	chr17:9959462:-;chr17:10026285:-;chr17:10036657:-	chr17:9914042:-;chr17:9915546:-;chr17:9910670:-;chr17:9916948:-
MAPRE2	4.68230941757062e-08	8.7136636234302e-07	TRUE	chr18:34977051:+;chr18:34978426:+;chr18:35041404:+;chr18:35041490:+	chr18:35141860:+;chr18:35143099:+;chr18:35143470:+
SEMA4D	5.05320374031457e-08	9.32805109804842e-07	TRUE	chr9:89388726:-;chr9:89436463:-;chr9:89436578:-;chr9:89479890:-;chr9:89498038:-;chr9:89498113:-	chr9:89361599:-;chr9:89361533:-;chr9:89377235:-;chr9:89377391:-
CLASP2	6.8976723297236e-08	1.26310175701899e-06	TRUE	chr3:33645274:-;chr3:33645458:-;chr3:33659105:-;chr3:33659602:-;chr3:33718213:-	chr3:33602443:-;chr3:33496245:-;chr3:33496991:-
PTPN18	7.49162285139248e-08	1.3609781513363e-06	TRUE	chr2:130356045:+;chr2:130370310:+;chr2:130372608:+	chr2:130370420:+;chr2:130375405:+
CBLN2	7.93369551363214e-08	1.42993929375622e-06	TRUE	chr18:72543229:-;chr18:72543554:-;chr18:72544342:-;chr18:72638455:-;chr18:72638517:-	chr18:72536697:-;chr18:72544044:-
ADARB2	8.21957567724974e-08	1.46989130665818e-06	TRUE	chr10:1188246:-;chr10:1200360:-;chr10:1240530:-	chr10:1181343:-;chr10:1182133:-;chr10:1198759:-
ZNF548	1.12535174719259e-07	1.99684507699523e-06	TRUE	chr19:57389850:+;chr19:57389965:+	chr19:57401137:+;chr19:57401415:+;chr19:57399938:+
GNAI1	1.1502629968223e-07	2.02534769209711e-06	TRUE	chr7:80133830:+;chr7:80134377:+;chr7:80134802:+;chr7:80135015:+;chr7:80135079:+;chr7:80135289:+	chr7:80218039:+;chr7:80218199:+;chr7:80219408:+
FAM184A	1.2937394003461e-07	2.2605873949559e-06	TRUE	chr6:119078647:-;chr6:119149141:-	chr6:118959830:-;chr6:119095550:-
WWP2	1.41668783946167e-07	2.45666550343012e-06	TRUE	chr16:69762328:+;chr16:69924990:+;chr16:69930166:+	chr16:69910254:+;chr16:69941739:+
PTP4A3	1.53706958466983e-07	2.64537765361598e-06	TRUE	chr8:141391995:+;chr8:141416142:+;chr8:141417909:+;chr8:141421388:+;chr8:141422018:+	chr8:141431520:+;chr8:141432454:+
