gene_id	p_value	FDR	sig	tss_id	pas_id
SYNE2	0	0	TRUE	chr14:63852965:+;chr14:63909098:+;chr14:64158707:+;chr14:64162114:+;chr14:64196754:+;chr14:64209608:+;chr14:64212811:+;chr14:64214144:+	chr14:63986481:+;chr14:63995157:+;chr14:64226431:+
TTC32	0	0	TRUE	chr2:19901641:-;chr2:19901956:-	chr2:19896754:-;chr2:19897006:-
VCAN	0	0	TRUE	chr5:83471618:+;chr5:83471674:+;chr5:83471744:+;chr5:83471925:+;chr5:83512102:+;chr5:83541948:+;chr5:83553362:+	chr5:83537169:+;chr5:83539490:+;chr5:83581446:+;chr5:83580635:+;chr5:83582297:+
KMT2E	9.79828815600423e-269	1.63631412205271e-266	TRUE	chr7:105014164:+;chr7:105014432:+;chr7:105101471:+;chr7:105107900:+;chr7:105109040:+	chr7:105090156:+;chr7:105091300:+;chr7:105114085:+
UBR5	2.58833580793246e-261	4.10639475928485e-259	TRUE	chr8:102261986:-;chr8:102293709:-;chr8:102412689:-;chr8:102412759:-	chr8:102252273:-;chr8:102253338:-;chr8:102253885:-;chr8:102293955:-;chr8:102305100:-;chr8:102311326:-;chr8:102326601:-
ARID4B	3.12084797254502e-236	4.7154526747073e-234	TRUE	chr1:235181865:-;chr1:235194077:-;chr1:235213916:-;chr1:235327863:-;chr1:235328134:-	chr1:235166902:-;chr1:235194191:-;chr1:235196032:-;chr1:235220318:-;chr1:235220428:-
MYO10	1.35799575501895e-231	1.95860024121597e-229	TRUE	chr5:16713468:-;chr5:16738414:-;chr5:16741880:-;chr5:16742228:-;chr5:16935938:-;chr5:16936259:-	chr5:16665302:-;chr5:16702966:-
ROCK1	2.17096261565768e-225	2.99498451281818e-223	TRUE	chr18:20954870:-;chr18:20982783:-;chr18:21111020:-;chr18:21111813:-	chr18:20949929:-;chr18:20967849:-;chr18:20992832:-;chr18:20979916:-;chr18:20984426:-;chr18:21008102:-
ATP2B1	1.2157010805533e-218	1.60725813691484e-216	TRUE	chr12:89603152:-;chr12:89603254:-;chr12:89603766:-;chr12:89656019:-;chr12:89708838:-;chr12:89709300:-;chr12:89709366:-	chr12:89588049:-;chr12:89589804:-;chr12:89630505:-
HECTD1	2.27558306639033e-209	2.88817002786261e-207	TRUE	chr14:31112443:-;chr14:31128701:-;chr14:31207474:-;chr14:31207679:-;chr14:31207793:-	chr14:31100117:-;chr14:31168426:-;chr14:31114302:-
SFPQ	5.20968595069919e-207	6.35782058521867e-205	TRUE	chr1:35179105:-;chr1:35179246:-;chr1:35180645:-;chr1:35181344:-;chr1:35181606:-;chr1:35188042:-;chr1:35190574:-;chr1:35193145:-	chr1:35176380:-;chr1:35183600:-;chr1:35184120:-
PDE4DIP	8.28702781071903e-205	9.73879231237462e-203	TRUE	chr1:148808434:+;chr1:148844382:+;chr1:148844519:+;chr1:148952124:+;chr1:148952341:+;chr1:148952457:+;chr1:148962410:+;chr1:148962572:+;chr1:148979760:+;chr1:149003014:+;chr1:149016491:+;chr1:149017760:+;chr1:149027427:+;chr1:149027559:+	chr1:148993879:+;chr1:149033016:+;chr1:148981776:+
ANKHD1	6.1463981837364e-196	6.96518622749843e-194	TRUE	chr5:140401814:+;chr5:140510110:+;chr5:140524183:+;chr5:140526033:+;chr5:140526153:+;chr5:140529630:+	chr5:140472477:+;chr5:140496774:+;chr5:140510048:+;chr5:140524153:+;chr5:140539853:+
NRXN1	7.61878942173154e-176	8.33600649488075e-174	TRUE	chr2:49974107:-;chr2:50236840:-;chr2:50347754:-;chr2:50552610:-;chr2:51032101:-;chr2:51032536:-	chr2:49918863:-;chr2:49921969:-;chr2:50529405:-;chr2:50916822:-;chr2:50917861:-
JMJD1C	1.46002524642882e-164	1.54422003563955e-162	TRUE	chr10:63193337:-;chr10:63207725:-;chr10:63268875:-;chr10:63269066:-;chr10:63269187:-;chr10:63465977:-;chr10:63521850:-	chr10:63167225:-;chr10:63191079:-;chr10:63206714:-;chr10:63206978:-;chr10:63214938:-
HNRNPA1	1.06714462959272e-162	1.09227416441862e-160	TRUE	chr12:54280663:+;chr12:54281795:+;chr12:54282394:+;chr12:54282573:+;chr12:54282800:+;chr12:54283079:+;chr12:54283812:+;chr12:54284258:+;chr12:54284709:+;chr12:54285907:+;chr12:54286247:+	chr12:54284881:+;chr12:54285246:+;chr12:54287087:+
CHD2	1.21558453340396e-160	1.20532803890337e-158	TRUE	chr15:92900189:+;chr15:92900321:+;chr15:92942940:+;chr15:92971883:+;chr15:92997302:+;chr15:93012428:+	chr15:92902303:+;chr15:92902788:+;chr15:92949234:+;chr15:93002272:+;chr15:93027942:+;chr15:93027993:+
SON	1.467794713459e-145	1.41130685630467e-143	TRUE	chr21:33543038:+;chr21:33555049:+	chr21:33554648:+;chr21:33554953:+;chr21:33559062:+;chr21:33577343:+
BCLAF1	4.18294722730868e-143	3.90367398595602e-141	TRUE	chr6:136268322:-;chr6:136269520:-;chr6:136273144:-;chr6:136279866:-;chr6:136289781:-	chr6:136258589:-;chr6:136271996:-;chr6:136261275:-
ARPP21	5.28193855896383e-141	4.78845458502635e-139	TRUE	chr3:35638945:+;chr3:35639525:+;chr3:35639589:+;chr3:35640255:+;chr3:35642165:+;chr3:35642290:+;chr3:35643621:+;chr3:35679620:+;chr3:35679745:+;chr3:35680937:+;chr3:35689314:+;chr3:35690072:+;chr3:35690925:+;chr3:35721636:+;chr3:35738232:+	chr3:35685887:+;chr3:35687840:+;chr3:35794480:+
KIF21A	1.04935955238443e-140	9.24893849921053e-139	TRUE	chr12:39332327:-;chr12:39332408:-;chr12:39340247:-;chr12:39341058:-;chr12:39357287:-;chr12:39442943:-;chr12:39443059:-;chr12:39443120:-;chr12:39443390:-	chr12:39293231:-;chr12:39342071:-
CHD9	3.66861550610759e-140	3.14608567591335e-138	TRUE	chr16:53054991:+;chr16:53099160:+;chr16:53130921:+;chr16:53131012:+;chr16:53131134:+;chr16:53155926:+;chr16:53156003:+;chr16:53207965:+;chr16:53208451:+	chr16:53209779:+;chr16:53222755:+;chr16:53242979:+
RUFY3	4.41311747161929e-134	3.68495308880211e-132	TRUE	chr4:70704204:+;chr4:70704801:+;chr4:70721964:+;chr4:70784866:+;chr4:70788939:+	chr4:70791547:+;chr4:70791930:+;chr4:70793557:+
PCNT	4.87767730872901e-131	3.96842823092235e-129	TRUE	chr21:46324124:+;chr21:46324667:+;chr21:46324888:+;chr21:46411729:+;chr21:46411900:+;chr21:46425833:+	chr21:46357133:+;chr21:46363573:+;chr21:46381735:+;chr21:46445767:+
HDLBP	1.10044699366944e-129	8.7292957772828e-128	TRUE	chr2:241229983:-;chr2:241230824:-;chr2:241236664:-;chr2:241236771:-;chr2:241239736:-;chr2:241242540:-;chr2:241246864:-;chr2:241248043:-;chr2:241255400:-;chr2:241255548:-;chr2:241256708:-;chr2:241262792:-;chr2:241262862:-;chr2:241271965:-;chr2:241272812:-;chr2:241273117:-;chr2:241315203:-;chr2:241315292:-;chr2:241315672:-	chr2:241227293:-;chr2:241229218:-
MAP3K13	4.14806090847658e-125	3.18270359606251e-123	TRUE	chr3:185282941:+;chr3:185363136:+;chr3:185363242:+;chr3:185428497:+;chr3:185437447:+;chr3:185437545:+	chr3:185293015:+;chr3:185293079:+;chr3:185482835:+
TPR	4.21284434398441e-125	3.18270359606251e-123	TRUE	chr1:186326220:-;chr1:186344090:-;chr1:186375253:-;chr1:186375325:-;chr1:186375693:-	chr1:186313826:-;chr1:186355500:-
CADM2	2.02392961029341e-118	1.49347177987465e-116	TRUE	chr3:84958989:+;chr3:85726482:+	chr3:85042549:+;chr3:86068692:+;chr3:86068801:+
MYT1L	1.20842354558278e-110	8.71438161394127e-109	TRUE	chr2:1840860:-;chr2:1892287:-;chr2:1910347:-;chr2:1912075:-;chr2:1917339:-;chr2:1923263:-;chr2:2172949:-;chr2:2324345:-;chr2:2324938:-;chr2:2326138:-;chr2:2326311:-;chr2:2326371:-;chr2:2326554:-;chr2:2331189:-;chr2:2331344:-	chr2:1789136:-;chr2:1840789:-;chr2:2171599:-
ZNF875	8.47398905082375e-105	5.97510383516972e-103	TRUE	chr19:37317882:+;chr19:37334624:+;chr19:37346772:+;chr19:37347190:+	chr19:37329712:+;chr19:37364447:+
KIAA1109	1.99757837294201e-103	1.37789482116195e-101	TRUE	chr4:122152331:+;chr4:122152565:+;chr4:122170603:+;chr4:122196749:+;chr4:122209174:+;chr4:122219469:+;chr4:122281673:+;chr4:122309266:+;chr4:122309365:+;chr4:122324464:+;chr4:122339221:+;chr4:122348565:+;chr4:122355931:+	chr4:122239944:+;chr4:122362752:+
ZNF529	2.46954865968269e-99	1.66720806322833e-97	TRUE	chr19:36573288:-;chr19:36605243:-	chr19:36544388:-;chr19:36580251:-
HNRNPDL	8.86826794804383e-95	5.86229462482148e-93	TRUE	chr4:82429397:-;chr4:82430225:-;chr4:82430399:-;chr4:82430462:-	chr4:82423207:-;chr4:82424628:-
THOC2	1.03366842598604e-90	6.69353044010963e-89	TRUE	chrX:123613554:-;chrX:123614153:-;chrX:123621579:-;chrX:123622845:-;chrX:123624609:-;chrX:123626636:-;chrX:123733037:-	chrX:123600569:-;chrX:123621383:-;chrX:123621522:-;chrX:123623822:-;chrX:123668180:-
DST	2.21274739065847e-84	1.40420949411186e-82	TRUE	chr6:56466113:-;chr6:56469956:-;chr6:56472099:-;chr6:56473990:-;chr6:56482089:-;chr6:56492243:-;chr6:56506743:-;chr6:56598513:-;chr6:56628018:-;chr6:56843647:-;chr6:56851858:-;chr6:56954628:-	chr6:56457996:-;chr6:56458238:-;chr6:56572100:-;chr6:56625211:-
TRIO	1.86502387880496e-83	1.16033740538199e-81	TRUE	chr5:14441043:+;chr5:14474012:+;chr5:14488448:+;chr5:14492370:+;chr5:14498139:+;chr5:14498516:+	chr5:14478812:+;chr5:14509349:+;chr5:14510204:+
PRR14L	5.83790712821392e-82	3.56224602265823e-80	TRUE	chr22:31703718:-;chr22:31713845:-;chr22:31750072:-;chr22:31750132:-	chr22:31681347:-;chr22:31713609:-;chr22:31714340:-;chr22:31715370:-;chr22:31715697:-;chr22:31717029:-
PCLO	1.6642798918944e-81	9.96369829619045e-80	TRUE	chr7:82879462:-;chr7:83162884:-	chr7:82820477:-;chr7:82965834:-;chr7:82966312:-
REV3L	3.74042974766946e-80	2.19784881284355e-78	TRUE	chr6:111351733:-;chr6:111358901:-;chr6:111367358:-;chr6:111482919:-;chr6:111483218:-	chr6:111299038:-;chr6:111375222:-;chr6:111375456:-;chr6:111376531:-
ABCC5	1.8829581427894e-79	1.0862956703765e-77	TRUE	chr3:183942780:-;chr3:183971831:-;chr3:184017444:-;chr3:184017836:-	chr3:183919934:-;chr3:183983753:-
HERC1	2.68084873695447e-79	1.51898804327795e-77	TRUE	chr15:63630551:-;chr15:63633876:-;chr15:63634941:-;chr15:63637550:-;chr15:63723257:-;chr15:63833885:-	chr15:63608618:-;chr15:63689595:-
NBEA	2.075845225273e-78	1.15555384206864e-76	TRUE	chr13:34942270:+;chr13:35048656:+;chr13:35056010:+;chr13:35069946:+;chr13:35098297:+;chr13:35118377:+;chr13:35159882:+;chr13:35171272:+;chr13:35195991:+;chr13:35196227:+;chr13:35208718:+;chr13:35349123:+;chr13:35472375:+;chr13:35550477:+;chr13:35646224:+;chr13:35665085:+	chr13:35195905:+;chr13:35672736:+
BAZ1B	6.58577895972445e-78	3.60287528262167e-76	TRUE	chr7:73466387:-;chr7:73522278:-	chr7:73440406:-;chr7:73477038:-
GNPTAB	3.28891129543935e-76	1.76876534583544e-74	TRUE	chr12:101757657:-;chr12:101760090:-;chr12:101760144:-;chr12:101768103:-;chr12:101786216:-;chr12:101790054:-;chr12:101830663:-;chr12:101830818:-;chr12:101830959:-	chr12:101745499:-;chr12:101764363:-
DICER1	2.67968338343839e-74	1.41710589594167e-72	TRUE	chr14:95091322:-;chr14:95157292:-;chr14:95157420:-	chr14:95086228:-;chr14:95099798:-;chr14:95116494:-
PRRC2B	2.34689134105928e-73	1.22076823363624e-71	TRUE	chr9:131373636:+;chr9:131394053:+;chr9:131430090:+;chr9:131475930:+;chr9:131476190:+;chr9:131487292:+	chr9:131473602:+;chr9:131474636:+;chr9:131496344:+;chr9:131498152:+
SMC4	5.24324805312627e-73	2.68335904396285e-71	TRUE	chr3:160399638:+;chr3:160412335:+;chr3:160414438:+;chr3:160428796:+	chr3:160413613:+;chr3:160414516:+;chr3:160430650:+;chr3:160434953:+
CDC42BPA	3.26121619242894e-71	1.64251412358366e-69	TRUE	chr1:227034717:-;chr1:227317047:-;chr1:227317182:-;chr1:227317714:-;chr1:227318474:-	chr1:226989865:-;chr1:227129136:-;chr1:227119821:-
CYFIP2	3.89090631110034e-71	1.92903839455022e-69	TRUE	chr5:157266079:+;chr5:157300818:+;chr5:157323921:+;chr5:157383232:+	chr5:157393229:+;chr5:157395591:+
BTBD8	3.61543057267138e-69	1.76488633955174e-67	TRUE	chr1:92080305:+;chr1:92168923:+	chr1:92177066:+;chr1:92177439:+;chr1:92181635:+;chr1:92182192:+;chr1:92183640:+;chr1:92184723:+
CADM1	2.56233002178932e-68	1.23185956956629e-66	TRUE	chr11:115240421:-;chr11:115504389:-	chr11:115173629:-;chr11:115176403:-;chr11:115176489:-;chr11:115195406:-;chr11:115211647:-;chr11:115396514:-
FUBP1	4.20369614476931e-66	1.99079520408254e-64	TRUE	chr1:77948333:-;chr1:77949267:-;chr1:77955282:-;chr1:77979072:-;chr1:77979205:-	chr1:77944051:-;chr1:77948393:-
ILF3	6.60476096385427e-66	3.08189802033965e-64	TRUE	chr19:10654261:+;chr19:10654938:+;chr19:10655024:+;chr19:10670512:+;chr19:10671037:+;chr19:10671170:+;chr19:10671481:+;chr19:10677205:+;chr19:10679185:+;chr19:10683518:+;chr19:10683756:+;chr19:10687605:+	chr19:10689844:+;chr19:10692394:+
LRRC7	2.31249090889316e-64	1.06341067448087e-62	TRUE	chr1:69567334:+;chr1:69567922:+;chr1:69568398:+;chr1:69568450:+;chr1:69568753:+;chr1:69569341:+;chr1:69760175:+;chr1:70107750:+	chr1:69874293:+;chr1:69875004:+;chr1:70023044:+;chr1:70123488:+
MKI67	2.37606545998333e-64	1.07703652921816e-62	TRUE	chr10:128103128:-;chr10:128126423:-	chr10:128096659:-;chr10:128097892:-;chr10:128109018:-
GIGYF2	1.07344828552284e-63	4.79725550699151e-62	TRUE	chr2:232697299:+;chr2:232806614:+;chr2:232832871:+;chr2:232839853:+	chr2:232791139:+;chr2:232819904:+;chr2:232844559:+;chr2:232845768:+;chr2:232857832:+;chr2:232858612:+
KDM5B	1.64603678582812e-62	7.25399266865641e-61	TRUE	chr1:202729715:-;chr1:202733427:-;chr1:202736240:-;chr1:202745912:-;chr1:202750702:-;chr1:202755370:-;chr1:202760523:-;chr1:202808049:-;chr1:202808114:-;chr1:202808216:-;chr1:202808416:-	chr1:202727404:-;chr1:202728202:-;chr1:202728430:-;chr1:202729892:-
MYO6	6.24571972364053e-61	2.71474913467279e-59	TRUE	chr6:75749201:+;chr6:75749315:+;chr6:75817516:+;chr6:75890210:+	chr6:75890213:+;chr6:75891280:+;chr6:75916231:+
CCNI	1.56529033589606e-59	6.71171112945703e-58	TRUE	chr4:77056049:-;chr4:77075620:-;chr4:77075693:-;chr4:77075972:-;chr4:77076309:-	chr4:77047155:-;chr4:77048082:-
GNAS	3.27529855332576e-59	1.38566964129368e-57	TRUE	chr20:58889100:+;chr20:58891302:+;chr20:58891364:+;chr20:58891421:+;chr20:58891691:+;chr20:58892037:+;chr20:58892163:+;chr20:58892333:+;chr20:58894975:+;chr20:58903531:+;chr20:58903741:+	chr20:58911126:+;chr20:58911189:+
PCM1	3.85521080191386e-59	1.60955050979904e-57	TRUE	chr8:17922968:+;chr8:17937176:+;chr8:17957658:+;chr8:17960094:+;chr8:17972583:+;chr8:17972673:+	chr8:17953606:+;chr8:17960387:+;chr8:17972639:+;chr8:18027758:+;chr8:18027972:+
BAZ1A	3.12936734091319e-58	1.28954319126202e-56	TRUE	chr14:34771659:-;chr14:34773726:-;chr14:34785974:-;chr14:34874932:-;chr14:34875360:-	chr14:34752734:-;chr14:34783166:-;chr14:34800251:-;chr14:34800309:-;chr14:34801106:-
DIXDC1	1.08462465659105e-57	4.41219748123512e-56	TRUE	chr11:111927144:+;chr11:111937343:+;chr11:111937420:+;chr11:111977309:+	chr11:111975995:+;chr11:112022584:+
WASHC4	7.02331236844453e-57	2.82088229684487e-55	TRUE	chr12:105107714:+;chr12:105152346:+;chr12:105162749:+	chr12:105162809:+;chr12:105164730:+;chr12:105169130:+
CLIP1	9.44429288194524e-57	3.74584266430153e-55	TRUE	chr12:122279145:-;chr12:122328162:-;chr12:122341256:-;chr12:122380559:-;chr12:122422569:-	chr12:122271470:-;chr12:122328288:-;chr12:122341217:-;chr12:122341087:-
SEPTIN11	5.42323355300924e-55	2.12443457576523e-53	TRUE	chr4:76949751:+;chr4:77014871:+;chr4:77020532:+;chr4:77028717:+;chr4:77030897:+	chr4:77028696:+;chr4:77030836:+;chr4:77032160:+;chr4:77032802:+;chr4:77035654:+;chr4:77038615:+
ARID4A	2.37115891573822e-54	9.17522834102117e-53	TRUE	chr14:58298504:+;chr14:58298555:+;chr14:58331287:+	chr14:58351113:+;chr14:58351212:+;chr14:58364441:+;chr14:58372932:+;chr14:58373633:+;chr14:58373731:+
TMEM161B-AS1	4.19266018535057e-54	1.6028085262792e-52	TRUE	chr5:88268868:+;chr5:88392181:+	chr5:88271225:+;chr5:88273010:+;chr5:88283128:+;chr5:88287657:+;chr5:88436669:+;chr5:88428760:+
ZNF568	2.1589394449374e-51	8.15513673665043e-50	TRUE	chr19:36916329:+;chr19:36916449:+;chr19:36973213:+;chr19:36973538:+	chr19:36950356:+;chr19:36950935:+;chr19:36952731:+;chr19:36953048:+;chr19:36979907:+;chr19:36981515:+;chr19:36980312:+
SEMA3C	1.09019038883001e-49	4.06961659265601e-48	TRUE	chr7:80798238:-;chr7:80818409:-;chr7:80918429:-;chr7:80919051:-;chr7:80919182:-;chr7:80919351:-	chr7:80742538:-;chr7:80744049:-
MYO5A	2.96901305205966e-49	1.09542772257969e-47	TRUE	chr15:52346461:-;chr15:52396385:-;chr15:52410476:-;chr15:52425967:-;chr15:52433285:-;chr15:52528806:-	chr15:52312525:-;chr15:52313171:-;chr15:52367077:-
MYH10	4.16959313440914e-49	1.52070333511267e-47	TRUE	chr17:8481445:-;chr17:8493898:-;chr17:8545533:-;chr17:8630721:-;chr17:8631322:-	chr17:8474227:-;chr17:8474296:-;chr17:8512497:-
MTDH	6.1853209766278e-49	2.23022993850455e-47	TRUE	chr8:97644184:+;chr8:97644546:+;chr8:97644793:+;chr8:97691019:+;chr8:97691131:+	chr8:97661166:+;chr8:97713735:+;chr8:97726314:+
HNRNPU	3.68116153641996e-47	1.31239612978208e-45	TRUE	chr1:244855597:-;chr1:244856057:-;chr1:244856850:-;chr1:244858080:-;chr1:244859374:-;chr1:244860461:-;chr1:244860536:-;chr1:244861034:-;chr1:244861665:-;chr1:244862375:-;chr1:244862950:-;chr1:244863106:-;chr1:244863653:-;chr1:244864007:-;chr1:244864091:-;chr1:244864488:-	chr1:244853388:-;chr1:244853658:-;chr1:244854133:-;chr1:244855993:-
AHCYL1	5.43310912092443e-47	1.91547280452147e-45	TRUE	chr1:109984765:+;chr1:109985015:+;chr1:110017495:+;chr1:110018432:+	chr1:110022400:+;chr1:110023742:+
RBBP4	8.46836485775138e-47	2.95276062567529e-45	TRUE	chr1:32651142:+;chr1:32651356:+;chr1:32651485:+;chr1:32668319:+;chr1:32669093:+;chr1:32669256:+	chr1:32680502:+;chr1:32680650:+;chr1:32682452:+
RALGAPA2	1.39015886095063e-46	4.7945370280395e-45	TRUE	chr20:20512600:-;chr20:20712644:-	chr20:20389552:-;chr20:20392980:-;chr20:20605198:-
EMC3	4.40990469535026e-46	1.50458361272542e-44	TRUE	chr3:9986838:-;chr3:10011095:-;chr3:10011176:-	chr3:9963960:-;chr3:10006421:-
PLCB1	1.89860299769476e-45	6.40879501243136e-44	TRUE	chr20:8628288:+;chr20:8649391:+;chr20:8737028:+;chr20:8765169:+;chr20:8765260:+;chr20:8789546:+;chr20:8790196:+	chr20:8765203:+;chr20:8788525:+;chr20:8883408:+;chr20:8884900:+
MPDZ	4.0818974316877e-45	1.36335374218369e-43	TRUE	chr9:13136181:-;chr9:13140045:-;chr9:13165458:-;chr9:13279407:-;chr9:13279564:-;chr9:13279692:-	chr9:13106561:-;chr9:13105707:-;chr9:13196181:-
TCF4	4.95149225088087e-45	1.63657134500469e-43	TRUE	chr18:55321810:-;chr18:55585852:-;chr18:55586104:-;chr18:55588150:-;chr18:55588617:-;chr18:55589746:-	chr18:55229471:-;chr18:55582194:-;chr18:55459448:-
CYHR1	8.72991020157958e-45	2.8556706257332e-43	TRUE	chr8:144462851:-;chr8:144465428:-;chr8:144465489:-;chr8:144465648:-	chr8:144449587:-;chr8:144449931:-;chr8:144451125:-;chr8:144463829:-
TCERG1	1.133376351739e-42	3.66959506537536e-41	TRUE	chr5:146447311:+;chr5:146459215:+;chr5:146478525:+;chr5:146492869:+;chr5:146503419:+;chr5:146503471:+;chr5:146503828:+	chr5:146469743:+;chr5:146492980:+;chr5:146503846:+;chr5:146503935:+;chr5:146511506:+;chr5:146511961:+
IPO5	5.28223991336948e-42	1.69298457021428e-40	TRUE	chr13:97975631:+;chr13:97976465:+;chr13:97976632:+;chr13:97993150:+;chr13:98002476:+;chr13:98003009:+;chr13:98018586:+;chr13:98019579:+	chr13:98022484:+;chr13:98021882:+;chr13:98023078:+;chr13:98024283:+
AFDN	7.77885478556975e-42	2.46823062346128e-40	TRUE	chr6:167915401:+;chr6:167922954:+;chr6:167932602:+;chr6:167951904:+;chr6:167962439:+;chr6:167968449:+;chr6:167968803:+	chr6:167964297:+;chr6:167965036:+;chr6:167972023:+;chr6:167971910:+
UBE3A	8.20167693989356e-42	2.57662583468141e-40	TRUE	chr15:25355982:-;chr15:25356765:-;chr15:25438925:-	chr15:25337247:-;chr15:25337773:-;chr15:25337488:-;chr15:25354033:-;chr15:25354554:-;chr15:25373846:-
APBB2	1.25189205645238e-41	3.89436617168961e-40	TRUE	chr4:40857155:-;chr4:41214458:-;chr4:41216714:-	chr4:40812303:-;chr4:40812779:-;chr4:40813254:-;chr4:40815313:-;chr4:40815392:-
RGS5	4.96991988252254e-40	1.53102483371301e-38	TRUE	chr1:163202898:-;chr1:163321704:-	chr1:163144890:-;chr1:163145892:-;chr1:163316707:-
CBX5	6.20370860383537e-40	1.89272763461246e-38	TRUE	chr12:54259545:-;chr12:54280122:-	chr12:54230946:-;chr12:54237265:-;chr12:54271854:-
CIRBP	1.76289034649356e-39	5.32728673278481e-38	TRUE	chr19:1261156:+;chr19:1261342:+;chr19:1266653:+;chr19:1266798:+;chr19:1269266:+;chr19:1269327:+;chr19:1270943:+;chr19:1271030:+;chr19:1271982:+;chr19:1272917:+;chr19:1273504:+	chr19:1273172:+;chr19:1274810:+
