SE_id	p_value	dominant1_pas_id	dominant1_contrib_value	dominant2_pas_id	dominant2_contrib_value	annotation	FDR	exon	pas_id	sig	gene_id
GLYR1:SE04	1.72080761147189e-37	chr16:4844369:-	154.157290895633	chr16:4803203:-	0.870782959124926	ALE	7.92275468027218e-35	chr16:4845074-4845153:-	chr16:4803203:-;chr16:4844369:-	TRUE	GLYR1
TPM1:SE04	5.89302622530253e-36	chr15:63071915:+	39.9083489746264	chr15:63070637:+	23.2871189911117	TUTR	2.59523750591693e-33	chr15:63061198-63061273:+	chr15:63066093:+;chr15:63070637:+;chr15:63071915:+	TRUE	TPM1
MAP4K4:SE18	5.97082316032195e-34	chr2:101891494:+	47.1398570984778	chr2:101892804:+	17.4742415885273	TUTR	2.51993615795421e-31	chr2:101888796-101888935:+	chr2:101891494:+;chr2:101892039:+;chr2:101892804:+;chr2:101894690:+	TRUE	MAP4K4
MTERF4:SE04	2.02858223982179e-32	chr2:241087222:-	35.4255603236536	chr2:241095571:-	22.1519591876161	ALE	8.21900380286197e-30	chr2:241099396-241099894:-	chr2:241075547:-;chr2:241087096:-;chr2:241087222:-;chr2:241089169:-;chr2:241095571:-	TRUE	MTERF4
UPF3A:SE04	1.4725150973361e-31	chr13:114287620:+	118.206001093402	chr13:114305808:+	1.05946479853241	ALE	5.73657900804515e-29	chr13:114286519-114286629:+	chr13:114287620:+;chr13:114305808:+	TRUE	UPF3A
MEAF6:SE03	3.86648818927862e-31	chr1:37493311:-	84.2769949156391	chr1:37493178:-	5.41944397997366	TUTR	1.45050588404456e-28	chr1:37496707-37496736:-	chr1:37492559:-;chr1:37493178:-;chr1:37493311:-	TRUE	MEAF6
TPM1:SE01	4.35255983064272e-31	chr15:63070637:+	45.6809696207769	chr15:63066093:+	22.3097498204223	ALE	1.57453851873501e-28	chr15:63043706-63043831:+	chr15:63066093:+;chr15:63070637:+;chr15:63071915:+	TRUE	TPM1
DNAJB6:SE04	2.30747138038009e-30	chr7:157417435:+	125.624568349211	chr7:157386302:+	0.0384315148400869	ALE	8.05944055581721e-28	chr7:157384867-157385008:+	chr7:157386302:+;chr7:157417435:+	TRUE	DNAJB6
APP:SE05	3.77506426901653e-30	chr21:25880553:-	70.6439939485628	chr21:25880806:-	4.44255351536486	TUTR	1.27458753269561e-27	chr21:25955627-25955755:-	chr21:25880553:-;chr21:25880806:-	TRUE	APP
APP:SE04	1.48535455749061e-29	chr21:25880553:-	69.1285269295952	chr21:25880806:-	4.38477916431835	TUTR	4.85327622994271e-27	chr21:25954590-25954689:-	chr21:25880553:-;chr21:25880806:-	TRUE	APP
APP:SE03	1.79271103018328e-29	chr21:25880553:-	69.0830437830623	chr21:25880806:-	4.26953915479321	TUTR	5.674490632727e-27	chr21:25911741-25911962:-	chr21:25880553:-;chr21:25880806:-	TRUE	APP
CCND2:SE01	1.98502470495507e-29	chr12:4276581:+	111.048015873016	chr12:4305353:+	0.731400110244902	ALE	6.09282279893633e-27	chr12:4276005-4276220:+	chr12:4276581:+;chr12:4300213:+;chr12:4305353:+	TRUE	CCND2
DEF8:SE02	2.10484788255853e-29	chr16:89959366:+	63.6954332485773	chr16:89968060:+	7.06862607215401	ALE	6.27058947130451e-27	chr16:89954243-89954376:+	chr16:89959366:+;chr16:89968060:+	TRUE	DEF8
MAP4K4:SE17	3.13710622099827e-29	chr2:101891494:+	37.6192639447959	chr2:101892804:+	16.9297594297594	TUTR	9.07878540356898e-27	chr2:101887778-101887937:+	chr2:101891494:+;chr2:101892039:+;chr2:101892804:+;chr2:101894690:+	TRUE	MAP4K4
KANK3:SE01	4.39507916476952e-29	chr19:8323302:-	129.580641580642	chr19:8322584:-	0.114700448166825	ALE	1.23660435722085e-26	chr19:8324449-8324547:-	chr19:8322584:-;chr19:8323302:-	TRUE	KANK3
AGAP3:SE05	5.09872231240576e-29	chr7:151144434:+	46.0139325655694	chr7:151123636:+	6.04893175557741	ALE	1.39580968384751e-26	chr7:151120520-151120745:+	chr7:151123636:+;chr7:151144434:+	TRUE	AGAP3
APP:SE01	5.69312497393348e-29	chr21:25880553:-	67.6432966224816	chr21:25880806:-	4.32734446476822	TUTR	1.51751744370979e-26	chr21:25891722-25891868:-	chr21:25880553:-;chr21:25880806:-	TRUE	APP
TPM1:SE02	7.39426625398648e-29	chr15:63070637:+	42.4868837752853	chr15:63066093:+	23.1662901780437	ALE	1.92042366375972e-26	chr15:63044027-63044152:+	chr15:63066093:+;chr15:63070637:+;chr15:63071915:+	TRUE	TPM1
APP:SE06	2.12296456139714e-27	chr21:25880553:-	63.8792435703479	chr21:25880806:-	4.01714204167063	TUTR	5.37587701059792e-25	chr21:25975954-25976028:-	chr21:25880553:-;chr21:25880806:-	TRUE	APP
MAP4K4:SE16	7.02879722449422e-27	chr2:101891494:+	35.0077832834877	chr2:101892804:+	14.7257344300823	TUTR	1.73645578260737e-24	chr2:101885187-101885287:+	chr2:101891494:+;chr2:101892039:+;chr2:101892804:+;chr2:101894690:+	TRUE	MAP4K4
APP:SE02	1.65560172580774e-25	chr21:25880553:-	58.7820736837347	chr21:25880806:-	4.01770717863656	TUTR	3.99275949540633e-23	chr21:25905024-25905077:-	chr21:25880553:-;chr21:25880806:-	TRUE	APP
FBXO44:SE01	4.45961211055068e-25	chr1:11663324:+	50.2032679259281	chr1:11662291:+	8.48847001623614	TUTR	1.05049793180855e-22	chr1:11658533-11658628:+	chr1:11662291:+;chr1:11663324:+	TRUE	FBXO44
CBFA2T2:SE05	2.28383353633138e-24	chr20:33645290:+	53.8425559947299	chr20:33624260:+	9.2327450136318	ALE	5.25748861125013e-22	chr20:33623115-33623296:+	chr20:33624260:+;chr20:33645290:+	TRUE	CBFA2T2
LRRC27:SE03	2.97853880697237e-24	chr10:132353396:+	47.5644023112378	chr10:132375457:+	8.66108700088674	ALE	6.70435990573848e-22	chr10:132348963-132349057:+	chr10:132353396:+;chr10:132367001:+;chr10:132375457:+	TRUE	LRRC27
MTERF4:SE03	1.24038851489501e-23	chr2:241087096:-	19.6694432361896	chr2:241087222:-	19.0204493944736	ALE	2.73128157986338e-21	chr2:241097243-241097427:-	chr2:241075547:-;chr2:241087096:-;chr2:241087222:-;chr2:241089169:-;chr2:241095571:-	TRUE	MTERF4
ZNF638:SE12	8.09790677937906e-23	chr2:71395688:+	40.758064516129	chr2:71435058:+	13.1848937844217	ALE	1.74518505890065e-20	chr2:71393394-71393645:+	chr2:71395688:+;chr2:71435058:+	TRUE	ZNF638
CRLF3:SE05	6.73868531331819e-22	chr17:30803295:-	69.4824561403509	chr17:30782684:-	2.61419141914191	ALE	1.4220029903875e-19	chr17:30803901-30804108:-	chr17:30782684:-;chr17:30803295:-	TRUE	CRLF3
PDLIM7:SE05	8.50120331138437e-22	chr5:177483400:-	24.2263588786984	chr5:177490246:-	13.4039878443852	ALE	1.75732017022474e-19	chr5:177491404-177491420:-	chr5:177483400:-;chr5:177490246:-	TRUE	PDLIM7
NCBP3:SE02	2.14733063655745e-21	chr17:3839104:-	62.4727548313755	chr17:3811708:-	1.53724295506474	ALE	4.35006240353808e-19	chr17:3840100-3840205:-	chr17:3811523:-;chr17:3811708:-;chr17:3812147:-;chr17:3812247:-;chr17:3839104:-	TRUE	NCBP3
CIRBP:SE02	2.28844163928812e-21	chr19:1274810:+	67.5468176618604	chr19:1273172:+	0.328574955178232	TUTR	4.54502458124496e-19	chr19:1271140-1271246:+	chr19:1273172:+;chr19:1274810:+	TRUE	CIRBP
C9orf85:SE03	6.48229512965024e-21	chr9:71983949:+	53.34341912534	chr9:71973457:+	4.61650214192587	ALE	1.26267629554283e-18	chr9:71971505-71971618:+	chr9:71973399:+;chr9:71973457:+;chr9:71983949:+	TRUE	C9orf85
RUVBL1:SE01	8.95366457923903e-21	chr3:128064782:-	85.8265359969845	chr3:128080963:-	0.0814967435118705	ALE	1.71116355703985e-18	chr3:128082483-128082574:-	chr3:128064782:-;chr3:128080963:-;chr3:128081019:-	TRUE	RUVBL1
SVIL-AS1:SE02	2.28312547023121e-20	chr10:29461146:+	53.6838825694212	chr10:29469122:+	2.52976288408763	ALE	4.28255146073554e-18	chr10:29458274-29458520:+	chr10:29461146:+;chr10:29469122:+;chr10:29483913:+	TRUE	SVIL-AS1
HEXA:SE01	3.23204732513764e-20	chr15:72345229:-	73.8089418479694	chr15:72343885:-	0.630081276317568	ALE	5.95225588296712e-18	chr15:72346527-72346710:-	chr15:72343437:-;chr15:72343885:-;chr15:72345229:-	TRUE	HEXA
ZNF638:SE11	4.38597524101581e-20	chr2:71395688:+	37.0324116743472	chr2:71435058:+	10.80445477995	ALE	7.93313271718735e-18	chr2:71388623-71388723:+	chr2:71395688:+;chr2:71435058:+	TRUE	ZNF638
SLC25A48:SE09	8.30723161185531e-20	chr5:135888637:+	24.1778018591578	chr5:135883446:+	15.2385896012977	ALE	1.47620963151724e-17	chr5:135880773-135880910:+	chr5:135883446:+;chr5:135888637:+	TRUE	SLC25A48
CROT:SE01	1.81328386982851e-19	chr7:87351337:+	70.2278350515464	chr7:87399793:+	0.417525773195876	ALE	3.16668143405052e-17	chr7:87349048-87349183:+	chr7:87351337:+;chr7:87360054:+;chr7:87399793:+	TRUE	CROT
LRRC27:SE06	3.75945881744594e-19	chr10:132367001:+	88.36	chr10:132375457:+	0.138688524590163	ALE	6.45416243422203e-17	chr10:132365424-132365550:+	chr10:132367001:+;chr10:132375457:+	TRUE	LRRC27
WDR20:SE01	6.09787267853216e-19	chr14:102223673:+	39.2087468736734	chr14:102210527:+	6.29689857699185	ALE	1.02942253934754e-16	chr14:102194938-102195120:+	chr14:102210527:+;chr14:102223673:+	TRUE	WDR20
PRMT2:SE01	7.04121189296889e-19	chr21:46660144:+	35.0908890379335	chr21:46664941:+	8.68403877925711	ALE	1.16918746334233e-16	chr21:46636439-46636547:+	chr21:46660144:+;chr21:46661270:+;chr21:46664941:+	TRUE	PRMT2
SEPTIN2:SE04	3.76567193331382e-18	chr2:241352555:+	63.5623742216292	chr2:241354027:+	0.66806323710665	TUTR	6.15201467944124e-16	chr2:241324216-241324241:+	chr2:241352555:+;chr2:241354027:+	TRUE	SEPTIN2
GSTM2:SE02	7.34393952595175e-18	chr1:109675108:+	62.0715110099383	chr1:109675286:+	0.615768788621266	TUTR	1.18074227711691e-15	chr1:109670175-109670234:+	chr1:109675108:+;chr1:109675286:+	TRUE	GSTM2
SPIRE2:SE04	1.25607833882701e-17	chr16:89871319:+	45.0691562194363	chr16:89870385:+	3.99687909406992	TUTR	1.98794023343418e-15	chr16:89869567-89869682:+	chr16:89870385:+;chr16:89871319:+	TRUE	SPIRE2
CNPY3:SE02	1.51716976669391e-17	chr6:42936365:+	65.9112813785572	chr6:42939263:+	0.447050479946614	ALE	2.36421731797578e-15	chr6:42935412-42935473:+	chr6:42936365:+;chr6:42939263:+	TRUE	CNPY3
GAREM2:SE01	1.9877236536622e-17	chr2:26177016:+	67.1543265955031	chr2:26189651:+	0.432643866865079	ALE	3.05055346787037e-15	chr2:26176344-26176484:+	chr2:26177016:+;chr2:26189651:+	TRUE	GAREM2
SPIRE2:SE02	3.61005492381515e-17	chr16:89871319:+	45.6421712456655	chr16:89870385:+	3.25086689783942	TUTR	5.45764870497368e-15	chr16:89863794-89863861:+	chr16:89870385:+;chr16:89871319:+	TRUE	SPIRE2
LMBRD2:SE11	3.78420827692398e-17	chr5:36142710:-	52.1584861028977	chr5:36102960:-	1.38439626523184	ALE	5.63680082896515e-15	chr5:36143176-36143406:-	chr5:36098556:-;chr5:36102960:-;chr5:36103309:-;chr5:36141041:-;chr5:36142710:-	TRUE	LMBRD2
SLC6A7:SE02	5.5324008690379e-17	chr5:150211063:+	44.9590643274854	chr5:150198140:+	3.93650793650794	ALE	8.12140411630216e-15	chr5:150197042-150197276:+	chr5:150198140:+;chr5:150211063:+	TRUE	SLC6A7
TPM3:SE01	2.99914421713408e-16	chr1:154158612:-	38.8691508493505	chr1:154156364:-	2.5299969542253	TUTR	4.33976168219302e-14	chr1:154169305-154169383:-	chr1:154156364:-;chr1:154158612:-	TRUE	TPM3
PTPRK:SE17	3.23624748065607e-16	chr6:127968785:-	18.5558943089431	chr6:127999982:-	12.448275862069	ALE	4.61689446923455e-14	chr6:128003197-128003232:-	chr6:127968785:-;chr6:127999982:-;chr6:128000164:-	TRUE	PTPRK
DNAJB6:SE03	3.97386241421004e-16	chr7:157417435:+	63.7283546560926	chr7:157386302:+	0.0325519497624874	ALE	5.5904517213241e-14	chr7:157382246-157382377:+	chr7:157386302:+;chr7:157417435:+	TRUE	DNAJB6
ZNF606:SE01	5.21187586049224e-16	chr19:57997612:-	21.6568153519373	chr19:57977072:-	9.8270831324914	ALE	7.23165624533231e-14	chr19:57999808-57999896:-	chr19:57977072:-;chr19:57977370:-;chr19:57997612:-	TRUE	ZNF606
SPIRE2:SE03	5.87461353857767e-16	chr16:89871319:+	39.8458922379301	chr16:89870385:+	3.82678628395858	TUTR	8.04107574760179e-14	chr16:89868189-89868216:+	chr16:89870385:+;chr16:89871319:+	TRUE	SPIRE2
NPM2:SE05	1.08369087879779e-15	chr8:22036034:+	57.4662246401451	chr8:22036897:+	0.478289297508808	ALE	1.46356065484571e-13	chr8:22034510-22034544:+	chr8:22036034:+;chr8:22036897:+	TRUE	NPM2
SRSF3:SE01	1.11771654517257e-15	chr6:36602293:+	27.855808962316	chr6:36602784:+	6.67064704681557	TUTR	1.48965143237539e-13	chr6:36599821-36600276:+	chr6:36602293:+;chr6:36602784:+;chr6:36602935:+;chr6:36603429:+	TRUE	SRSF3
COX20:SE02	1.41423630250367e-15	chr1:244845057:+	25.6082422947256	chr1:244843284:+	10.0339635052609	TUTR	1.86036357247528e-13	chr1:244841944-244842058:+	chr1:244843284:+;chr1:244843562:+;chr1:244845057:+	TRUE	COX20
PLEKHA1:SE05	5.10442881915493e-15	chr10:122429168:+	58.6336098541981	chr10:122432345:+	0.265544579169512	ALE	6.62855891143849e-13	chr10:122426942-122427031:+	chr10:122429168:+;chr10:122432345:+	TRUE	PLEKHA1
SEH1L:SE05	3.29250402653035e-14	chr18:12985717:+	54.675	chr18:12987531:+	0.276415571284125	TUTR	4.22149028920581e-12	chr18:12984040-12984190:+	chr18:12985717:+;chr18:12987531:+	TRUE	SEH1L
CD2BP2:SE01	1.21535145054377e-13	chr16:30350773:-	27.1935180683844	chr16:30352847:-	1.44009908387535	TUTR	1.53878685531973e-11	chr16:30353181-30353287:-	chr16:30350773:-;chr16:30352847:-	TRUE	CD2BP2
DUSP11:SE03	1.31481604983215e-13	chr2:73767417:-	62.8448275862069	chr2:73762213:-	0.0909213362068968	ALE	1.64416935416664e-11	chr2:73769265-73769325:-	chr2:73762213:-;chr2:73767417:-	TRUE	DUSP11
FAIM2:SE01	2.57034754436782e-13	chr12:49866896:-	44.3822010795829	chr12:49870399:-	0.0663882447492878	TUTR	3.17500613132946e-11	chr12:49889481-49889568:-	chr12:49866896:-;chr12:49870399:-	TRUE	FAIM2
EXD3:SE15	2.81073656259027e-13	chr9:137366145:-	26.300029486683	chr9:137306916:-	4.21533850204532	ALE	3.43011453523817e-11	chr9:137366493-137366632:-	chr9:137306916:-;chr9:137366145:-	TRUE	EXD3
PCSK1:SE08	3.86459737002113e-13	chr5:96414977:-	52.5625	chr5:96390333:-	0.193647540983607	ALE	4.66006032868381e-11	chr5:96416033-96416121:-	chr5:96390333:-;chr5:96390504:-;chr5:96392982:-;chr5:96414977:-	TRUE	PCSK1
CREM:SE01	4.64650773661967e-13	chr10:35179847:+	20.593022863375	chr10:35211876:+	5.92619248925526	ALE	5.5369972781436e-11	chr10:35148368-35148491:+	chr10:35179847:+;chr10:35211876:+;chr10:35212125:+;chr10:35212465:+;chr10:35212953:+	TRUE	CREM
RBMX2:SE01	4.83122235810302e-13	chrX:130413656:+	54.4321721891815	chrX:130411530:+	0.00714850730964172	ALE	5.6901687517704e-11	chrX:130409257-130409386:+	chrX:130411530:+;chrX:130413341:+;chrX:130413656:+	TRUE	RBMX2
HPS1:SE10	3.90064008315105e-12	chr10:98429144:-	29.2728650137741	chr10:98417015:-	1.18446295595103	ALE	4.54133142554449e-10	chr10:98429791-98429889:-	chr10:98416212:-;chr10:98417015:-;chr10:98429144:-	TRUE	HPS1
SDCCAG8:SE01	4.72768023338385e-12	chr1:243500091:+	17.3134157509158	chr1:243306442:+	7.12032765276339	ALE	5.44166739590284e-10	chr1:243274543-243274656:+	chr1:243306442:+;chr1:243500091:+	TRUE	SDCCAG8
HEXA:SE02	2.41504525993646e-11	chr15:72345229:-	40.1388772441802	chr15:72343885:-	0.307801724085192	ALE	2.74853858852769e-09	chr15:72347686-72347758:-	chr15:72343437:-;chr15:72343885:-;chr15:72345229:-	TRUE	HEXA
TXLNG:SE07	3.35809057392168e-11	chrX:16837934:+	24.1113553113553	chrX:16844519:+	2.87147435897436	ALE	3.77934438036141e-09	chrX:16837593-16837685:+	chrX:16837934:+;chrX:16843225:+;chrX:16844519:+	TRUE	TXLNG
RABGGTB:SE02	3.85291015591367e-11	chr1:75794807:+	20.9580645606206	chr1:75795083:+	2.67200736648588	TUTR	4.28858538123622e-09	chr1:75790446-75790517:+	chr1:75794807:+;chr1:75795083:+	TRUE	RABGGTB
SYNRG:SE10	4.08102516300667e-11	chr17:37518461:-	11.0459770114943	chr17:37514911:-	8.59523809523809	TUTR	4.49311998653202e-09	chr17:37577380-37577613:-	chr17:37514911:-;chr17:37518461:-;chr17:37550500:-	TRUE	SYNRG
MEAF6:SE02	6.00711189763512e-11	chr1:37493311:-	31.6968907655967	chr1:37493178:-	0.991827779824154	TUTR	6.5425845603383e-09	chr1:37496547-37496604:-	chr1:37492559:-;chr1:37493178:-;chr1:37493311:-	TRUE	MEAF6
METTL6:SE03	6.15520654354084e-11	chr3:15410104:-	10.059470387304	chr3:15413671:-	8.89221124364553	ALE	6.63256245526863e-09	chr3:15415498-15415583:-	chr3:15410104:-;chr3:15411336:-;chr3:15413671:-	TRUE	METTL6
RABGGTB:SE01	6.720023938368e-11	chr1:75794807:+	20.4724705910255	chr1:75795083:+	2.58366983548883	TUTR	7.16496026018205e-09	chr1:75790152-75790274:+	chr1:75794807:+;chr1:75795083:+	TRUE	RABGGTB
NAGLU:SE01	8.91895977236192e-11	chr17:42539624:+	42.3901875901876	chr17:42544449:+	0.173439488001512	ALE	9.41043161815144e-09	chr17:42538670-42538755:+	chr17:42539624:+;chr17:42544449:+	TRUE	NAGLU
MFSD13A:SE03	9.44859185944001e-11	chr10:102472250:+	25.9034431775079	chr10:102477045:+	1.73610739292667	ALE	9.86647288085236e-09	chr10:102471273-102471396:+	chr10:102472250:+;chr10:102477045:+	TRUE	MFSD13A
NAF1:SE04	1.15379764616962e-10	chr4:163128669:-	12.7105939033247	chr4:163157163:-	7.18108465608466	ALE	1.19253228143389e-08	chr4:163158225-163158327:-	chr4:163128669:-;chr4:163156958:-;chr4:163157163:-	TRUE	NAF1
C8orf44:SE02	1.36282953515616e-10	chr8:66681524:+	10.0486100546116	chr8:66678295:+	7.03525241881406	ALE	1.39435357187845e-08	chr8:66677642-66677954:+	chr8:66678295:+;chr8:66680484:+;chr8:66681481:+;chr8:66681524:+	TRUE	C8orf44
AOPEP:SE12	1.57134927033865e-10	chr9:95084335:+	34.7886186200453	chr9:95087159:+	0.284650921177705	ALE	1.59161967592602e-08	chr9:95080694-95080780:+	chr9:95084335:+;chr9:95087159:+	TRUE	AOPEP
ZNF706:SE01	2.62618692201031e-10	chr8:101198936:-	11.5206381616076	chr8:101197052:-	3.00449010100742	TUTR	2.63372745871708e-08	chr8:101202333-101202447:-	chr8:101197052:-;chr8:101198936:-	TRUE	ZNF706
TMEM234:SE03	2.81413407372404e-10	chr1:32214477:-	15.4469469067688	chr1:32216200:-	5.93468912094055	ALE	2.79454549340694e-08	chr1:32217437-32217577:-	chr1:32214477:-;chr1:32216200:-	TRUE	TMEM234
ZNF718:SE02	3.83116270234463e-10	chr4:164162:+	34.4011494252874	chr4:134711:+	0.319779358572462	ALE	3.76755796233483e-08	chr4:131410-131505:+	chr4:133826:+;chr4:134711:+;chr4:164162:+	TRUE	ZNF718
MEG3:SE01	4.56493141306951e-10	chr14:100861026:+	4.18384565837943	chr14:100846443:+	0.683381640825286	ALE	4.44597983490202e-08	chr14:100831016-100831094:+	chr14:100846443:+;chr14:100861026:+	TRUE	MEG3
CD47:SE01	4.94464768644138e-10	chr3:108043299:-	19.5926389770348	chr3:108047079:-	2.95027610783107	TUTR	4.76993680152046e-08	chr3:108049619-108049651:-	chr3:108043299:-;chr3:108047079:-	TRUE	CD47
MPHOSPH8:SE05	8.84229470741106e-10	chr13:19673457:+	17.0153476806997	chr13:19671118:+	2.34757954426126	ALE	8.44939651805346e-08	chr13:19663040-19663126:+	chr13:19666749:+;chr13:19671118:+;chr13:19673457:+	TRUE	MPHOSPH8
ABLIM2:SE18	1.21835210221202e-09	chr4:8095087:-	15.8406593406593	chr4:7965327:-	5.68099547511312	ALE	1.15333536853323e-07	chr4:8097099-8097282:-	chr4:7965327:-;chr4:8095087:-	TRUE	ABLIM2
MBD1:SE01	1.44822185588839e-09	chr18:50271042:-	23.7737483755183	chr18:50268846:-	1.42321233301393	TUTR	1.35173205452805e-07	chr18:50272677-50272738:-	chr18:50268846:-;chr18:50269031:-;chr18:50271042:-	TRUE	MBD1
GRAMD2B:SE01	1.45462329888002e-09	chr5:126494150:+	25.0693431711324	chr5:126493912:+	1.00945990972662	TUTR	1.35173205452805e-07	chr5:126466294-126466336:+	chr5:126493912:+;chr5:126494150:+	TRUE	GRAMD2B
SVOP:SE01	1.5211117619194e-09	chr12:108908364:-	51.0510492332526	chr12:108910885:-	0.0240240231685898	TUTR	1.40066736695287e-07	chr12:108915783-108915872:-	chr12:108908364:-;chr12:108910885:-	TRUE	SVOP
DTNB:SE12	2.10686777392163e-09	chr2:25576217:-	33.731488498998	chr2:25377243:-	0.184288433417044	ALE	1.92256429568038e-07	chr2:25596086-25596240:-	chr2:25377243:-;chr2:25576217:-	TRUE	DTNB
MAPK9:SE02	2.32385309757838e-09	chr5:180233594:-	29.8503044197549	chr5:180234856:-	1.72759492165433	TUTR	2.10163464512245e-07	chr5:180239924-180239987:-	chr5:180233594:-;chr5:180234856:-;chr5:180235795:-	TRUE	MAPK9
