gene_id	bc01	bc02	bc05	bc06	iNGN_D12_rep1	iNGN_D12_rep2	iNGN_D12_rep3
ACVR2A:chr2:147927275:147930827:u1	0.084782726484612	0.0996423927178153	0.10214958426922	0.130947990864921	0.273495184148465	0.24116555354956	0.088497977964818
ACVR2B:chr3:38483333:38493142:u1	0.776315789473684	0.686746987951807	0.933014354066986	0.958823529411765	0.967213114754098	0.96969696969697	0.8
ACYP2:chr2:54304688:54305298:u3	0.533469387755102	0.46015037593985	0.493302287357896	0.491041162227603	0.498061224489796	0.505612244897959	0.48656462585034
ADAL:chr15:43349078:43349417:u1	0.9	0.91304347826087	0.962264150943396	0.98	0.962962962962963	0.984126984126984	0.984126984126984
ADAL:chr15:43351946:43354569:u2	0.29782450822519	0.307890499194847	0.783768808546742	0.726150911935679	0.887373306810647	0.82301731078905	0.849990476685194
ADAM10:chr15:58588809:58597546:u1	0.612419529828116	0.578487607688982	0.649381721021824	0.649769414171747	0.689044650580129	0.684868127335559	0.630172018752864
ADAM11:chr17:44779755:44781846:u1	0.334044281941905	0.251066422912858	0.717338934484681	0.764019058050947	0.89196022594103	0.923054769477348	0.926681966107848
ADAM17:chr2:9488486:9490176:u1	0.824054621848739	0.870840336134454	0.812324929971989	0.862324929971989	0.833193277310924	0.915447355412753	0.933582321817616
ADAM22:chr7:88196492:88202889:u2	0.351331083614548	0.312912536876287	0.375736121220142	0.504964053406368	0.817699418007532	0.562188654989555	0.516361591164741
ADAM23:chr2:206617628:206621127:u1	0.239096328835896	0.272724321867933	0.285639577450058	0.26722100198724	0.51790540198589	0.48706702500648	0.498985461771781
ADAM9:chr8:39103701:39105260:u1	0.781593632036763	0.660789318954267	0.791674823370291	0.79941934498039	0.801218611521418	0.801179687811889	0.800723402643639
ADAMTS19:chr5:129737219:129738675:u1	0.464285714285714	0.511627906976744	1	0.4	0.6	0.5	0.5
ADAMTS1:chr21:26835755:26837578:u1	0.916874692207108	0.903826639907998	1	0.984244091534325	0.865337001375516	1	0.728335625859697
ADAMTS2:chr5:179110853:179113866:u2	0.666666666666667	0.5	0.428571428571429	0.571428571428571	1	0.666666666666667	1
ADAMTS2:chr5:179150675:179151128:u1	0.454545454545455	0.944444444444444	0.592592592592593	0.682539682539683	0.8	0.818181818181818	0.571428571428571
ADARB1:chr21:45222198:45226563:u2	0.739254411592848	0.699130266718206	0.864676322790423	0.822169855488623	0.751151361201613	0.818513019643673	0.792659928857772
ADARB2:chr10:1177313:1183192:u1	NA	0	0.647058823529412	0.692307692307692	0.461538461538462	0.285714285714286	0.416666666666667
ADAT2:chr6:143422832:143428462:u1	0.371625773767592	0.351534389540908	0.36719935720025	0.450134532323161	0.459228065290781	0.575060668284488	0.499508972413177
ADCY5:chr3:123282296:123284607:u1	0.0888888888888889	0.161290322580645	0.166666666666667	0.25	0.475	0.369565217391304	0.4
ADCY7:chr16:50315506:50318134:u2	1	1	0.733333333333333	1	0.896551724137931	0.855072463768116	0.790697674418605
ADD2:chr2:70656784:70663735:u3	0.273392942015209	0.254782557034221	0.0550651819663227	0.161467334946422	0.145048392671967	0.313009234111896	0.0613117870722433
ADD3:chr10:110133619:110135565:u1	0.656852527357999	0.658557961059264	0.699565746048289	0.817708086598133	0.762952195496558	0.908972476194988	0.799478895257947
ADGRB3:chr6:69388892:69389506:u1	1	0	0.988826815642458	0.985436893203884	0.983974358974359	0.97667638483965	0.972972972972973
ADGRG1:chr16:57663583:57665567:u1	0	0	0.00818713450292398	0.00595238095238095	0	0.00649350649350649	0.0122699386503067
ADGRL2:chr1:81990391:81993932:u3	0.736194229552863	0.756188651327499	0.782845396223005	0.820082720588235	0.863927272379659	0.812548949523514	0.798803979069634
ADGRL3:chr4:62070170:62078335:u1	0.659157992853814	0.655091922408801	0.647222121694654	0.660505766035857	0.675276156964055	0.677930833646556	0.666867400115808
ADGRV1:chr5:91163901:91164437:u1	0	0.0227272727272727	0.00272479564032698	0.0225988700564972	0	0	0.0465116279069767
ADH5:chr4:99070979:99072416:u1	0.260745687881169	0.2934603353519	0.403181007217582	0.451499049761471	0.610543021123198	0.607333767926988	0.662722925600708
ADHFE1:chr8:66468353:66468906:u1	0.25	0	0.04	0.172413793103448	0	0	0.117647058823529
ADI1:chr2:3497366:3498962:u1	0.416962049039513	0.414934636808003	0.416846603688709	0.409182349813929	0.459794435583909	0.449953323676163	0.444923224239937
ADIPOR1:chr1:202940825:202941572:u1	0.962458276340771	0.959713147619861	0.972390284049203	0.976714885355282	0.989483888704006	0.986141887965428	0.991992223093031
ADIPOR2:chr12:1786073:1788673:u1	0.762331838565022	0.761006289308176	0.87962962962963	0.893805309734513	0.976401179941003	0.925650557620818	0.957364341085271
ADK:chr10:74708357:74709303:u1	0.308939466913232	0.312464893969613	0.228954386065659	0.231901473185982	0.400062748740702	0.380589870440386	0.39361423235556
ADM:chr11:10306642:10307397:u1	0.980152105360786	0.981995498874719	0.888888888888889	0.9	0.993939393939394	0.989304812834225	0.989208633093525
ADNP:chr20:50888918:50891404:u1	0.305555555555556	0.333333333333333	0.304347826086957	0.157894736842105	0.102564102564103	0.0232558139534884	0
ADPGK:chr15:72751294:72752340:u1	0.913959343720978	0.909120675011708	0.91399772985244	0.911908723905242	0.913287513294663	0.905692875012	0.909610422255301
ADSL:chr22:40366523:40369367:u1	0.00588808526118225	0.00707341626508023	0.0106237675672067	0.0114758489555234	0.0124519027487341	0.0129775442049135	0.0136363551151329
ADSS2:chr1:244408492:244409585:u1	0.803901437371663	0.793845926783185	0.803707753853959	0.802930864865936	0.856093332300182	0.852399221873987	0.817520676710681
AEBP2:chr12:19518118:19522227:u1	0.875125489815085	0.807754137115839	0.883730926284118	0.987320008596604	0.858031603832276	0.951315011820331	0.893026004728132
AFAP1:chr4:7758713:7763764:u1	0.411091287540886	0.879522251957578	0.675565247078777	0.826620005032137	0.89507136485281	0.904706601809929	0.55592370757402
AFAP1L1:chr5:149340031:149343635:u2	0.213594006943176	0.272619304685813	0.416567695961995	0.280983652368311	1	0.314726840855107	0.22209026128266
AFAP1L2:chr10:114294824:114296041:u1	0.615389263164255	0.510262529832936	0.6	0.480350039777247	0.710262529832935	0.616420047732697	0.5
AFDN:chr6:167962583:167965109:u1	0.551087662337662	0.527678175483054	0.643113063407181	0.668433114872743	0.760772560772561	0.791438961038961	0.802162162162162
AFDN:chr6:167969936:167972022:u2	0.890511886127959	0.922198963317384	0.935101425438597	0.968073659616331	0.972021788341822	0.951928827751196	0.947088465845465
AFF3:chr2:99545419:99551473:u1	NA	NA	1	0.884615384615385	0.909090909090909	0.96551724137931	0.666666666666667
AFF4:chr5:132875396:132881058:u1	0.176470588235294	0.277777777777778	0.857142857142857	0.8125	0.8	0.625	1
AFG1L:chr6:108522426:108526001:u1	0.109758321933425	0.10937576499388	0.0382010943912449	0.147849633641287	0.180570142535634	0.175546159267089	0.0972344437460717
AFG3L2:chr18:12328944:12329564:u1	0.683385579937304	0.678470254957507	0.698581560283688	0.726797385620915	0.775347912524851	0.754201680672269	0.765217391304348
AGA:chr4:177430775:177431707:u1	0.352657004830918	0.306976744186047	0.5	0.444444444444444	0.388888888888889	0.466666666666667	0.395348837209302
AGAP1:chr2:236124123:236131793:u2	0.0484422549639941	0.0587641066004479	0.0590064100779122	0.0844420421452558	0.0798966172462935	0.127386897767333	0.111588056604245
AGAP2:chr12:57723761:57726551:u1	NA	NA	0.747826086956522	0.695238095238095	0.2	0.35	0.195121951219512
AGFG1:chr2:227554496:227561222:u1	0.402782759260404	0.38827847501776	0.230680981490043	0.367711091497499	0.555314669934333	0.364986674281363	0.590120290651523
AGGF1:chr5:77063253:77065233:u1	0.385253962852581	0.344927077164617	0.422112729438519	0.511335921078694	0.513779140114544	0.548374953704547	0.418284161490683
AGK:chr7:141652925:141655243:u2	0.0719490124696627	0.0684363553113553	0.0922684506353861	0.0998126102292769	0.163359239044455	0.163888133510595	0.139954137392662
AGL:chr1:99921652:99924023:u1	0.359375	0.353535353535354	0.207792207792208	0.26984126984127	0.568181818181818	0.543859649122807	0.521739130434783
AGMAT:chr1:15571699:15573650:u1	0.405405405405405	0.307692307692308	0	NA	0.333333333333333	0.5	0.2
AGO1:chr1:35919608:35930531:u1	0.296091511098878	0.314075984003368	0.230393601347085	0.297297060268014	0.401627117403201	0.41728057251105	0.0759419069669543
AGO2:chr8:140520156:140532043:u1	0.390007477034822	0.471404919583728	0.533333333333333	0.484823399558499	0.666666666666667	0.333333333333333	0.2
AGO3:chr1:36055746:36072499:u1	0.243462092790424	0.16573659463651	0.581793191680642	0.572152040141874	0.657914800919763	0.725592572742518	0.415829601839526
AGO4:chr1:35853606:35857889:u1	0.113110835948973	0.182071586949636	0.200480413895048	0.211723713875794	0.317764275635673	0.42723554282409	0.427816086352672
AGPAT3:chr21:43982393:43987590:u1	0.0756394640682095	0	0	0.0378197320341048	0.347137637028015	0.549446087813932	0.338346661017847
AGPAT4:chr6:161129970:161136539:u1	0.00909090909090909	0	0	0	0.0275590551181102	0.0237154150197628	0.00327868852459016
AGPAT5:chr8:6757389:6761500:u1	0.414426513027022	0.420603498235077	0.39834132377992	0.425681705802188	0.471518964219694	0.489248113361589	0.449091564682963
AGPS:chr2:177538196:177543834:u1	0.517456048025572	0.547993798216987	0.494982821745649	0.572967324259571	0.690202271985683	0.671696706950831	0.656677054788387
AGT:chr1:230702523:230703140:u1	1	0.333333333333333	0.5	0.388888888888889	0	NA	NA
AGTPBP1:chr9:85546539:85547108:u1	0.791699588589489	0.775570464406235	0.892781999099587	0.893639005351604	0.92153418169917	0.912167871139395	0.946242725094146
AHCTF1:chr1:246839098:246840957:u1	0.178719359222286	0.162897268638489	0.301802551672704	0.350788408267633	0.473198114212657	0.442785562978654	0.268307731050113
AHCYL1:chr1:110021681:110023742:u1	0.0784810126582278	0.0217864923747277	0.0179028132992327	0.0197486535008977	0.122302158273381	0.120967741935484	0.0939597315436242
AHDC1:chr1:27534245:27534916:u2	0.454054054054054	0.567567567567568	0.497615262321145	0.564864864864865	0.525987525987526	0.60472972972973	0.590733590733591
AHI1:chr6:135283533:135285644:u2	0.212121212121212	0.0416666666666667	0.263157894736842	0.407407407407407	0.266666666666667	0.428571428571429	0.125
AIDA:chr1:222668013:222669892:u1	0.750831109012594	0.709376030371103	0.71919262426199	0.761851144546615	0.74994771895126	0.754694860851973	0.717031919104682
AIFM2:chr10:70112267:70114177:u1	0.140425531914894	0.121848739495798	0.571428571428571	0.636363636363636	0.277777777777778	0.181818181818182	0.178571428571429
AIG1:chr6:143187394:143190602:u2	0.5	0.333333333333333	0.6	0.25	0.5	0.4	0.333333333333333
AIG1:chr6:143337978:143341058:u5	0.284972446625268	0.311395555968168	0.306027529142381	0.326986283360358	0.342258809482664	0.340479600333056	0.339906961589979
AIMP1:chr4:106347693:106349456:u1	0.303805519612402	0.322033981056537	0.40924365869365	0.430787931690584	0.60603683510853	0.628089813731743	0.668691145339076
AJUBA:chr14:22971177:22973442:u2	0.117824945794819	0.139191601049869	NA	0	0.173128358955131	0.0440314960629921	0.125477111971173
AK1:chr9:127866480:127868007:u1	0	0.0267570423966505	0.0214427606842264	0.0122288368321138	0.088871852007104	0.0632484897206426	0.0548232448843073
AK2:chr1:33007940:33013402:u2	0.489407706499906	0.473671988882642	0.364270079782541	0.430701121888059	0.569589040423019	0.575039613176663	0.510569434362391
AK3:chr9:4709556:4712975:u1	0.427144605424184	0.443712547458945	0.468246344327036	0.463188147731621	0.465601210581224	0.466955321994312	0.452031082070743
AK4:chr1:65226178:65232145:u1	0.0706876695098463	0.0760962431405656	0.0418640776699029	0.08717424629535	0.0619865571321882	0.097621359223301	0.0759632089933572
AK5:chr1:77558671:77559966:u1	0.0375	0.0694444444444444	0.16	0.1625	0.314814814814815	0.5	0.41304347826087
AK6:chr5:69350984:69352060:u1	0.236266124882446	0.241082873124075	0.244759050587389	0.26248493774267	0.311766610892211	0.289296702110433	0.309659610809492
AK7:chr14:96488018:96489427:u1	NA	0.5	0.444444444444444	0.777777777777778	1	0	0
AKAIN1:chr18:5142911:5145561:u1	NA	NA	0.333333333333333	0.350649350649351	0.333333333333333	0.5	0
AKAP11:chr13:42319229:42323261:u1	0.0624497945881435	0.118883249614779	0.226313701446244	0.413261441915822	0.955188083817218	0.765968189851048	0.0987124463519313
AKAP12:chr6:151355727:151358561:u2	0.00444139458877159	0.00482004797292956	0.00780692286608452	0.00786455205460931	0.0125472680206323	0.0138449816501617	0.00695344999535788
AKAP13:chr15:85744678:85749358:u1	0.158093105700159	0.0838939102089198	0.338151521023058	0.199664147774979	0.0902322977889728	0.72080604534005	0.0520151133501259
AKAP1:chr17:57120325:57121344:u1	0.362264150943396	0.353846153846154	0.433198380566802	0.512315270935961	0.495238095238095	0.539906103286385	0.48502994011976
AKAP6:chr14:32829848:32837683:u2	0.211727528089888	0.212780898876405	0.268297994576433	0.278300945539387	0.310024490429677	0.301175822934899	0.254636847481318
AKAP9:chr7:92110160:92110673:u1	0.9002484086322	0.94291697628859	0.920867788577784	0.928424986375315	0.928657160259396	0.93527704188039	0.942946672368984
AKIP1:chr11:8919481:8920079:u1	0.888888888888889	0.902777777777778	0.935483870967742	0.969936708860759	0.96	0.975824175824176	0.968292682926829
AKIRIN1:chr1:39004056:39006065:u1	0.879708313695121	0.886169348942525	0.88493605881723	0.888216285597171	0.903464785626737	0.901329883474387	0.899684941387209
AKIRIN2:chr6:87674860:87675596:u1	0.642345266564207	0.581029943717327	0.724732945084236	0.714703310109651	0.770343164509215	0.763969944557922	0.765520173097594
AKR1C1:chr10:4977743:4983282:u1	0	0	0.0015748031496063	0.00604229607250755	0.0280373831775701	0.0188205771643664	0.0152008686210641
AKR1C2:chr10:4987776:4989995:u2	0	0	0	0	0.0127591706539075	0.0121765601217656	0.0107197549770291
AKT2:chr19:40230317:40233871:u1	0.00684931506849315	0	0.0210414852009359	0.0288364433981076	0.106757234840444	0.0603021297672115	0.0848087534618309
AKTIP:chr16:53491040:53492411:u1	0.507988728007075	0.479311798983526	0.497856946920861	0.500779977120671	0.538885896745403	0.527537308905605	0.525633304655387
ALAD:chr9:113386312:113388299:u1	0.473901536501091	0.399382390820747	0.695370126448894	0.772506822296074	0.923183310367188	0.894969305212609	0.849064674644493
ALCAM:chr3:105574477:105576900:u4	0.931032182103611	0.899451414727005	0.905165728580363	0.920968079539508	0.929047046703297	0.938596847991866	0.867913139492087
ALDH16A1:chr19:49470468:49471050:u1	0.352601156069364	0.430851063829787	0.34	0.363636363636364	0.436708860759494	0.412429378531073	0.38150289017341
ALDH18A1:chr10:95605943:95606761:u1	0.998445998445998	0.996496145760336	1	1	0.99702380952381	1	0.996289424860853
ALDH1B1:chr9:38397303:38398660:u1	0.874576471209359	0.873422853560475	0.793269230769231	0.82070447255341	0.885222717728921	0.845056810761395	0.874559934068494
ALDH2:chr12:111809576:111817531:u1	0.984732824427481	0.990147783251232	0.988785046728972	0.989228007181329	0.994124559341951	0.993858751279427	0.990732159406858
ALDH3A2:chr17:19675558:19677596:u2	0.273555154714057	0.296452985003717	0.307697209830706	0.346315355628827	0.468426600897039	0.445096225018505	0.427101263901836
ALDH5A1:chr6:24533713:24537207:u1	0.103448275862069	0.0645161290322581	0.555555555555556	0.363636363636364	0.678571428571429	0.804347826086957	0.689655172413793
