gene_id	lr	df	pvalue	adj_pvalue	bc01	bc02	bc05	bc06	WARM1	WARM2	dWARM	MPRO_comparsion	MPRO	feature_id	Note	sig
BUB3:chr10:123163836:123170467:u1	471.00528672518	5	1.44418297387097e-99	6.05834757538872e-97	0.767595202753391	0.77854808913551	0.924586449127578	0.943411595935386	0.933999022531482	0.77307164594445	0.160927376587031	chr10:123164017:+_vs_chr10:123165365:+	0.278155530841643	chr10:123163894:+;chr10:123164017:+;chr10:123164066:+;chr10:123164166:+;chr10:123164734:+;chr10:123165365:+	distal	TRUE
EIF4E:chr4:98871684:98881027:u1	404.81606379502	7	2.21142595650248e-83	8.65846976169272e-81	0.221336849392359	0.215513954810963	0.285448392554992	0.303443930236283	0.294446161395637	0.218425402101661	0.0760207592939759	chr4:98880376:-_vs_chr4:98879276:-	0.237152942323259	chr4:98878762:-;chr4:98878869:-;chr4:98879276:-;chr4:98879576:-;chr4:98879862:-;chr4:98880061:-;chr4:98880223:-;chr4:98880376:-	distal	TRUE
EZR:chr6:158765748:158766913:u1	377.243041552203	3	1.87980036140839e-81	6.90004220159467e-79	0.762000456376872	0.752048039524074	0.901064747117327	0.91023673623401	0.905650741675669	0.757024247950473	0.148626493725196	chr6:158766130:-_vs_chr6:158765748:-	0.353028359692786	chr6:158765748:-;chr6:158766130:-;chr6:158766193:-;chr6:158766556:-	distal	TRUE
LAMP2:chrX:120426148:120431322:u2	368.035148961794	6	2.06819501620837e-76	7.14500548834809e-74	0.0486934821308196	0.0459760983031914	0.305809155443141	0.38885702486923	0.347333090156185	0.0473347902170055	0.29999829993918	chrX:120431142:-_vs_chrX:120426148:-	0.474577979339884	chrX:120426148:-;chrX:120426222:-;chrX:120430414:-;chrX:120430822:-;chrX:120430940:-;chrX:120431142:-;chrX:120431276:-	distal	TRUE
HNRNPA2B1:chr7:26189927:26192338:u2	348.733850890712	4	3.29119898630318e-74	1.07384509147548e-71	0.062913977660934	0.0728472445284651	0.175807078670486	0.185276338280871	0.180541708475678	0.0678806110946995	0.112661097380979	chr7:26191844:-_vs_chr7:26190125:-	0.173219665539446	chr7:26189927:-;chr7:26190125:-;chr7:26190304:-;chr7:26190940:-;chr7:26191844:-	distal	FALSE
ERP44:chr9:99979188:99982611:u1	343.819617473317	4	3.78737502533254e-73	1.17069755388305e-70	0.0493577557469663	0.043279375161608	0.163553050722862	0.168704897006784	0.166128973864823	0.0463185654542872	0.119810408410536	chr9:99982480:-_vs_chr9:99982393:-	0.687058823529412	chr9:99981314:-;chr9:99981982:-;chr9:99982143:-;chr9:99982393:-;chr9:99982480:-	distal	TRUE
AASDHPPT:chr11:106096908:106098695:u1	317.815104366484	3	1.38584414403734e-68	4.06953132896565e-66	0.57317993609807	0.563871135776251	0.889628884417617	0.917649590651843	0.90363923753473	0.56852553593716	0.33511370159757	chr11:106096991:+_vs_chr11:106098695:+	0.681080091801612	chr11:106096991:+;chr11:106098192:+;chr11:106098594:+;chr11:106098695:+	distal	TRUE
SS18:chr18:26016253:26018353:u1	305.182608271725	6	6.34103714400667e-63	1.77337672127387e-60	0.711898535564854	0.681441771269177	0.932580453535823	0.96219585781285	0.947388155674337	0.696670153417015	0.250718002257321	chr18:26017333:-_vs_chr18:26016253:-	0.595828631773862	chr18:26016253:-;chr18:26017281:-;chr18:26017333:-;chr18:26017407:-;chr18:26017624:-;chr18:26017664:-;chr18:26018165:-	distal	TRUE
HNRNPLL:chr2:38561969:38564181:u1	308.977419183189	7	7.31325303095253e-63	1.95230613867201e-60	0.111012580814258	0.103211584408042	0.191517746375525	0.197818209412082	0.194667977893804	0.10711208261115	0.0875558952826538	chr2:38564032:-_vs_chr2:38563508:-	0.493928885759549	chr2:38561969:-;chr2:38562555:-;chr2:38563189:-;chr2:38563508:-;chr2:38563727:-;chr2:38563870:-;chr2:38564032:-;chr2:38564103:-	distal	TRUE
KLC1:chr14:103685638:103686231:u2	268.733069732763	1	2.14305612042111e-60	5.47224721531878e-58	0.768683274021352	0.78525641025641	0.957284455632473	0.954408001860898	0.955846228746686	0.776969842138881	0.178876386607804	chr14:103685896:+_vs_chr14:103686225:+	0.356865607099422	chr14:103685896:+;chr14:103686225:+	distal	TRUE
ATP6V1B2:chr8:20220403:20221696:u1	264.241416600598	1	2.04181679668964e-59	4.99649585289928e-57	0.622157006603081	0.57825086306099	0.884758364312268	0.892685274302214	0.888721819307241	0.600203934832036	0.288517884475205	chr8:20220536:+_vs_chr8:20221696:+	0.58334151461993	chr8:20220536:+;chr8:20221696:+	distal	TRUE
ASB1:chr2:238446512:238452250:u1	267.248676812769	2	9.28297502733684e-59	2.18075649342197e-56	0.31831353865172	0.306864940641427	0.752431277541443	0.733593129289094	0.743012203415268	0.312589239646574	0.430422963768694	chr2:238446920:+_vs_chr2:238452250:+	0.667983831134139	chr2:238446732:+;chr2:238446920:+;chr2:238452250:+	distal	TRUE
PAK1:chr11:77322017:77323298:u1	265.264725616762	2	2.5032066883118e-58	5.65435880017507e-56	0.57180692976186	0.569305725554196	0.847477212584534	0.860127791318095	0.853802501951314	0.570556327658028	0.283246174293287	chr11:77322972:-_vs_chr11:77322022:-	0.507870732780777	chr11:77322022:-;chr11:77322901:-;chr11:77322972:-	distal	TRUE
TLE5:chr19:3052910:3053818:u1	256.876941602837	1	8.22780220297292e-58	1.78969934585407e-55	0.430397727272727	0.463986599664992	0.781056966369252	0.800404585300067	0.79073077583466	0.447192163468859	0.3435386123658	chr19:3053159:-_vs_chr19:3052910:-	0.690010823699195	chr19:3052910:-;chr19:3053159:-	distal	TRUE
PAFAH1B1:chr17:2681803:2685615:u1	287.86814470496	8	1.56909471670379e-57	3.2911761682862e-55	0.0787556516906253	0.0682208909384612	0.248486159615127	0.322200692620347	0.285343426117737	0.0734882713145433	0.211855154803194	chr17:2681910:+_vs_chr17:2684500:+	0.384271833645725	chr17:2681910:+;chr17:2681956:+;chr17:2682283:+;chr17:2682463:+;chr17:2683043:+;chr17:2683297:+;chr17:2683865:+;chr17:2684500:+;chr17:2685615:+	distal	TRUE
HNRNPA3:chr2:177219408:177223959:u2	298.497690578595	13	4.96059375332063e-56	1.00460576252593e-53	0.0658698652650937	0.0737851529170238	0.161943325517405	0.16297733763576	0.162460331576582	0.0698275090910588	0.0926328224855235	chr2:177219778:+_vs_chr2:177220534:+	0.267738900095168	chr2:177219778:+;chr2:177219887:+;chr2:177220127:+;chr2:177220393:+;chr2:177220534:+;chr2:177221013:+;chr2:177221153:+;chr2:177221336:+;chr2:177221383:+;chr2:177222032:+;chr2:177222171:+;chr2:177223344:+;chr2:177223853:+;chr2:177223959:+	distal	TRUE
PCMT1:chr6:149810616:149811421:u2	245.925730459421	1	2.0076863784236e-55	3.9303807001606e-53	0.637229437229437	0.636466165413534	0.828122442298248	0.845629262244265	0.836875852271257	0.636847801321486	0.200028050949771	chr6:149810908:+_vs_chr6:149811415:+	0.400587907670528	chr6:149810908:+;chr6:149811415:+	distal	TRUE
DYNC1LI1:chr3:32525971:32526798:u1	243.656226451116	3	1.54107248143175e-52	2.91958667208022e-50	0.285906434783246	0.268880221190876	0.459520299098007	0.463164747422416	0.461342523260211	0.277393327987061	0.183949195273151	chr3:32526753:-_vs_chr3:32525974:-	0.369940138751107	chr3:32525974:-;chr3:32526133:-;chr3:32526373:-;chr3:32526753:-	distal	TRUE
SRSF5:chr14:69771462:69772005:u1	238.41336128641	2	1.69510416375244e-52	3.1110458605369e-50	0.549160779414061	0.494697036415301	0.781939451531641	0.790810104979362	0.786374778255502	0.521928907914681	0.26444587034082	chr14:69771668:+_vs_chr14:69772005:+	0.531971262785949	chr14:69771668:+;chr14:69771866:+;chr14:69772005:+	distal	TRUE
DDX6:chr11:118747764:118752097:u2	239.970984836778	4	9.41230584303198e-51	1.67510521867051e-48	0.233246173469388	0.252833723653396	0.161414565826331	0.156162464985994	0.158788515406162	0.243039948561392	-0.0842514331552293	chr11:118751910:-_vs_chr11:118751828:-	1.1456510809452	chr11:118751350:-;chr11:118751533:-;chr11:118751788:-;chr11:118751828:-;chr11:118751910:-	distal	TRUE
PPID:chr4:158709127:158709735:u1	229.041579772042	2	1.83760806944991e-50	3.17419770349391e-48	0.865480204430154	0.849749808912669	0.977226311960649	0.975531844628715	0.976379078294682	0.857615006671411	0.118764071623271	chr4:158709557:-_vs_chr4:158709134:-	0.287174662198033	chr4:158709134:-;chr4:158709557:-;chr4:158709691:-	distal	TRUE
RBM18:chr9:122237622:122241883:u1	241.849436293078	5	3.08016902939583e-50	5.1685236313262e-48	0.222273112353298	0.22871148246523	0.420497114308205	0.442659228978518	0.431578171643361	0.225492297409264	0.206085874234098	chr9:122241667:-_vs_chr9:122239998:-	0.760862745098039	chr9:122238204:-;chr9:122239553:-;chr9:122239998:-;chr9:122241504:-;chr9:122241539:-;chr9:122241667:-	distal	TRUE
SNX3:chr6:108211224:108212194:u1	231.249102940666	3	7.42576871696677e-50	1.21143165763183e-47	0.622056667139681	0.620786445019328	0.658181043954258	0.669769154915522	0.66397509943489	0.621421556079505	0.0425535433553853	chr6:108211513:-_vs_chr6:108211227:-	0.261588599736601	chr6:108211227:-;chr6:108211513:-;chr6:108211837:-;chr6:108211956:-	distal	TRUE
GPM6B:chrX:13770922:13774543:u1	239.382933723013	5	1.04122889061245e-49	1.65273980393701e-47	0.635429370512203	0.582463206535143	0.819541461324191	0.846603300817943	0.833072381071067	0.608946288523673	0.224126092547394	chrX:13773456:-_vs_chrX:13770943:-	0.359090741559782	chrX:13770943:-;chrX:13771029:-;chrX:13771459:-;chrX:13771784:-;chrX:13772376:-;chrX:13773456:-	distal	TRUE
TRA2B:chr3:185914558:185917714:u1	228.975844133281	3	2.30274850488834e-49	3.5589584129498e-47	0.221570975146655	0.219718309859155	0.293102426439827	0.287585447538652	0.29034393698924	0.220644642502905	0.0696992944863348	chr3:185917328:-_vs_chr3:185916744:-	0.331412084588128	chr3:185915908:-;chr3:185916744:-;chr3:185917124:-;chr3:185917328:-	distal	TRUE
CCDC112:chr5:115267188:115267875:u1	212.524618882415	1	3.86438876034896e-48	5.81937312552037e-46	0.248322147651007	0.299065420560748	0.72768532526475	0.754310344827586	0.740997835046168	0.273693784105877	0.467304050940291	chr5:115267355:-_vs_chr5:115267192:-	0.933409366618134	chr5:115267192:-;chr5:115267355:-	distal	TRUE
OAZ1:chr19:2273109:2273488:u1	214.584316634835	2	2.5328396213006e-47	3.71884177397461e-45	0.617127072241217	0.641570085663151	0.843552128393204	0.865876194525234	0.854714161459219	0.629348578952184	0.225365582507035	chr19:2273241:+_vs_chr19:2273488:+	0.41975369000911	chr19:2273241:+;chr19:2273325:+;chr19:2273488:+	distal	TRUE
SFPQ:chr1:35182936:35184455:u1	213.619677428433	4	4.42318220552561e-45	6.33593880318339e-43	0.312296038302818	0.324279974833764	0.21130772657461	0.234129383872699	0.222718555223655	0.318288006568291	-0.095569451344636	chr1:35184123:-_vs_chr1:35183600:-	-0.420343563029811	chr1:35182932:-;chr1:35183103:-;chr1:35183600:-;chr1:35183752:-;chr1:35184123:-	proximal	TRUE
UBE2N:chr12:93405684:93410038:u1	228.908452342439	9	2.79315522169892e-44	3.90576205167566e-42	0.171510807580835	0.168803864531495	0.237230068907562	0.247640046711082	0.242435057809322	0.170157336056165	0.0722777217531571	chr12:93409357:-_vs_chr12:93408372:-	0.430229914000731	chr12:93405690:-;chr12:93406625:-;chr12:93408148:-;chr12:93408312:-;chr12:93408372:-;chr12:93409071:-;chr12:93409140:-;chr12:93409357:-;chr12:93409886:-;chr12:93409917:-	distal	TRUE
PHB:chr17:49404048:49404991:u1	192.720054105739	1	8.10258496411811e-44	1.10666236033176e-41	0.363176988857217	0.381595744680851	0.204786428355044	0.207125603864734	0.205956016109889	0.372386366769034	-0.166430350659145	chr17:49404835:-_vs_chr17:49404052:-	-0.334666621508188	chr17:49404052:-;chr17:49404835:-	proximal	TRUE
SEPTIN2:chr2:241351943:241354026:u2	198.288823677591	5	6.59855883111073e-41	8.80757636707121e-39	0.624505777507253	0.624103227348175	0.803079076067413	0.862334901482196	0.832706988774805	0.624304502427714	0.20840248634709	chr2:241352555:+_vs_chr2:241354027:+	0.5666705204597	chr2:241352007:+;chr2:241352091:+;chr2:241352555:+;chr2:241352839:+;chr2:241353736:+;chr2:241354027:+	distal	TRUE
HNRNPU:chr1:244850297:244854449:u1	202.947983260645	7	2.72546803681664e-40	3.55703861782758e-38	0.180655775093083	0.179353341982444	0.200565069770855	0.208311872709043	0.204438471239949	0.180004558537763	0.0244339127021856	chr1:244854133:-_vs_chr1:244853658:-	0.197424499854048	chr1:244851169:-;chr1:244851229:-;chr1:244851398:-;chr1:244853388:-;chr1:244853523:-;chr1:244853658:-;chr1:244854133:-;chr1:244854411:-	distal	FALSE
HMGN3:chr6:79201245:79202248:u1	182.054176995996	2	2.93384902623814e-40	3.74575985458622e-38	0.981690733533204	0.982732706874039	0.926353106695362	0.92694177015659	0.926647438425976	0.982211720203621	-0.0555642817776456	chr6:79201475:-_vs_chr6:79201248:-	-0.114548883732191	chr6:79201248:-;chr6:79201475:-;chr6:79201549:-	proximal	FALSE
SRSF10:chr1:23964347:23971141:u1	222.155010832674	13	3.74301141274066e-40	4.6771714951119e-38	0.619204853681153	0.622305623096042	0.520768222698606	0.547193839143456	0.533981030921031	0.620755238388597	-0.0867742074675661	chr1:23969089:-_vs_chr1:23966445:-	-0.294141415058577	chr1:23964808:-;chr1:23964873:-;chr1:23964921:-;chr1:23965398:-;chr1:23966309:-;chr1:23966445:-;chr1:23966684:-;chr1:23966726:-;chr1:23967461:-;chr1:23967537:-;chr1:23969089:-;chr1:23970528:-;chr1:23970808:-;chr1:23970975:-	proximal	TRUE
MAPRE1:chr20:32848729:32850405:u1	186.258687741501	3	3.92420209166239e-40	4.80142476756942e-38	0.82726376256458	0.819458909735351	0.920623100324026	0.927665772014315	0.924144436169171	0.823361336149966	0.100783100019205	chr20:32849182:+_vs_chr20:32850405:+	0.205342287967939	chr20:32849182:+;chr20:32849927:+;chr20:32850170:+;chr20:32850405:+	distal	TRUE
MAX:chr14:65075127:65076663:u3	181.361186252339	2	4.14876456022997e-40	4.97259066576135e-38	0.601599661447313	0.569594075982995	0.814786961971209	0.835985444069422	0.825386203020315	0.585596868715154	0.239789334305161	chr14:65075549:-_vs_chr14:65075132:-	0.493300881251581	chr14:65075132:-;chr14:65075205:-;chr14:65075549:-	distal	TRUE
EIF2AK1:chr7:6022247:6024672:u1	183.979272483775	3	1.2191993123279e-39	1.43207151226035e-37	0.295233401978431	0.290136059016153	0.282645258942043	0.284372783330547	0.283509021136295	0.292684730497292	-0.0091757093609971	chr7:6024449:-_vs_chr7:6023835:-	-0.131073074009649	chr7:6022250:-;chr7:6023835:-;chr7:6024162:-;chr7:6024449:-	proximal	FALSE
DNAJB11:chr3:186585409:186585800:u1	172.117468612763	1	2.55097706448807e-39	2.93762515681145e-37	0.645850679988898	0.636481577581733	0.801447308909995	0.798469387755102	0.799958348332549	0.641166128785316	0.158792219547233	chr3:186585437:+_vs_chr3:186585800:+	0.317807779872335	chr3:186585437:+;chr3:186585800:+	distal	TRUE
HNRNPH3:chr10:68342055:68343196:u1	176.583467067343	2	4.5225911510421e-39	5.10791881347505e-37	0.374767283460098	0.400096184192729	0.613986733497344	0.652930636829766	0.633458685163555	0.387431733826413	0.246026951337142	chr10:68342271:+_vs_chr10:68343191:+	0.495394567104518	chr10:68342271:+;chr10:68342972:+;chr10:68343191:+	distal	TRUE
RAB18:chr10:27538052:27542239:u1	200.045866455228	8	6.24926864125681e-39	6.92489711888703e-37	0.303344461358544	0.293498696691492	0.439489795918367	0.494194758375314	0.466842277146841	0.298421579025018	0.168420698121823	chr10:27538513:+_vs_chr10:27539828:+	0.570911533850665	chr10:27538358:+;chr10:27538513:+;chr10:27539161:+;chr10:27539467:+;chr10:27539630:+;chr10:27539757:+;chr10:27539828:+;chr10:27540159:+;chr10:27540801:+	distal	TRUE
NOLC1:chr10:102162270:102163871:u1	180.371623534718	3	7.33182073261672e-39	7.97403391901073e-37	0.691316350223515	0.706454962549802	0.907656990521327	0.905707948361977	0.906682469441652	0.698885656386658	0.207796813054994	chr10:102162600:+_vs_chr10:102163866:+	0.323182217809084	chr10:102162600:+;chr10:102162662:+;chr10:102162789:+;chr10:102163866:+	distal	TRUE
RPL22:chr1:6185020:6186671:u1	183.408572398548	4	1.38176551933416e-38	1.47547434455445e-36	0.361640109254613	0.370438037620016	0.505471649917873	0.525519166823515	0.515495408370694	0.366039073437315	0.149456334933379	chr1:6186615:-_vs_chr1:6185031:-	0.253054234845993	chr1:6185031:-;chr1:6185109:-;chr1:6186046:-;chr1:6186218:-;chr1:6186615:-	distal	TRUE
MAP4:chr3:47850695:47853031:u2	172.406787167414	2	3.65041167923828e-38	3.82836924860115e-36	0.344796910425393	0.313951126834382	0.6479035639413	0.664950559983856	0.656427061962578	0.329374018629887	0.327053043332691	chr3:47851558:-_vs_chr3:47850695:-	0.790953009980791	chr3:47850695:-;chr3:47851558:-;chr3:47851755:-	distal	TRUE
RSU1:chr10:16590611:16593393:u1	190.307818643705	7	1.2915516423037e-37	1.33075136758765e-35	0.20464219207236	0.203213854748603	0.147789085754132	0.152155905882727	0.14997249581843	0.203928023410481	-0.053955527592052	chr10:16593296:-_vs_chr10:16590611:-	-0.099474269743715	chr10:16590611:-;chr10:16592408:-;chr10:16592745:-;chr10:16592913:-;chr10:16592963:-;chr10:16593047:-;chr10:16593135:-;chr10:16593296:-	proximal	FALSE
GET4:chr7:895423:896436:u1	164.253411150861	1	1.33168910766178e-37	1.34845002229269e-35	0.306836248012719	0.301049233252623	0.568319226118501	0.546933667083855	0.557626446601178	0.303942740632671	0.253683705968507	chr7:895683:+_vs_chr7:896443:+	0.50769164079306	chr7:895683:+;chr7:896443:+	distal	TRUE
EMC1:chr1:19215661:19219302:u1	182.57658639396	5	1.5069567109029e-37	1.50006046832758e-35	0.10625609647956	0.0965281229100325	0.305433455433455	0.272201089508782	0.288817272471119	0.101392109694796	0.187425162776322	chr1:19218944:-_vs_chr1:19218090:-	0.620834065483512	chr1:19215668:-;chr1:19216418:-;chr1:19218090:-;chr1:19218210:-;chr1:19218690:-;chr1:19218944:-	distal	TRUE
ARF4:chr3:57571363:57572211:u1	172.726469771122	3	3.28122512714513e-37	3.21177252862056e-35	0.947206297507202	0.949250144759699	0.984122290966764	0.98683117058022	0.985476730773492	0.948228221133451	0.0372485096400416	chr3:57572074:-_vs_chr3:57571363:-	0.0742609067113303	chr3:57571363:-;chr3:57571909:-;chr3:57572074:-;chr3:57572148:-	distal	FALSE
NFYB:chr12:104117086:104119736:u1	188.573887727234	8	1.62477782757328e-36	1.56431478382588e-34	0.185670392698969	0.178052207955113	0.225351741287172	0.247571097514859	0.236461419401016	0.181861300327041	0.054600119073975	chr12:104119323:-_vs_chr12:104118649:-	0.289146213955844	chr12:104117086:-;chr12:104117783:-;chr12:104117958:-;chr12:104118089:-;chr12:104118150:-;chr12:104118649:-;chr12:104119200:-;chr12:104119323:-;chr12:104119502:-	distal	TRUE
KIF1A:chr2:240713764:240717363:u1	157.54140414256	1	3.89804810454507e-36	3.69245750290213e-34	0.325842696629214	0.189873417721519	0.905737704918033	0.927807486631016	0.916772595774524	0.257858057175366	0.658914538599158	chr2:240717017:-_vs_chr2:240713767:-	1.31437817845585	chr2:240713767:-;chr2:240717017:-	distal	TRUE
RNASEH1:chr2:3541430:3545784:u1	166.943751686411	3	5.81337762703456e-36	5.4193598100911e-34	0.0505504864077326	0.0359763699805036	0.296743886960407	0.264130936430548	0.280437411695477	0.0432634281941181	0.237173983501359	chr2:3545577:-_vs_chr2:3541430:-	0.521475953565506	chr2:3541430:-;chr2:3544951:-;chr2:3545138:-;chr2:3545577:-	distal	TRUE
HSPA4:chr5:133104437:133106449:u1	166.321779058133	3	7.91930754344668e-36	7.26720206291599e-34	0.0587004364713976	0.0574488020953831	0.162223710955988	0.206671761928495	0.184447736442242	0.0580746192833903	0.126373117158851	chr5:133104470:+_vs_chr5:133106449:+	0.252616631697222	chr5:133104470:+;chr5:133105017:+;chr5:133105241:+;chr5:133106449:+	distal	TRUE
MSMO1:chr4:165341947:165343162:u1	168.016068770929	4	2.78762406531644e-35	2.51872555932361e-33	0.947493644022463	0.948311738643433	0.962936549019311	0.962112116841334	0.962524332930323	0.947902691332948	0.0146216415973747	chr4:165343070:+_vs_chr4:165343159:+	0.247777980489689	chr4:165341915:+;chr4:165342163:+;chr4:165343006:+;chr4:165343070:+;chr4:165343159:+	distal	TRUE
PRPSAP2:chr17:18930699:18931286:u1	153.135178636163	2	5.5862255459681e-34	4.97089433810161e-32	0.828255461821328	0.828641541328109	0.900375552499548	0.907622477218253	0.903999014858901	0.828448501574718	0.0755505132841823	chr17:18931215:+_vs_chr17:18931268:+	0.454754601226994	chr17:18931067:+;chr17:18931215:+;chr17:18931268:+	distal	TRUE
RAB7A:chr3:128813423:128814798:u1	151.942837564013	2	1.01398619106497e-33	8.88827000018593e-32	0.341956726246472	0.351214541378476	0.563362055761018	0.627363157623339	0.595362606692178	0.346585633812474	0.248776972879704	chr3:128814095:+_vs_chr3:128814797:+	0.504433060369192	chr3:128814095:+;chr3:128814390:+;chr3:128814797:+	distal	TRUE
M6PR:chr12:8940361:8941817:u1	156.079152751954	3	1.28591240976402e-33	1.1106122915506e-31	0.805721520427905	0.777814682351491	0.946253724989357	0.942248083049754	0.944250904019556	0.791768101389698	0.152482802629858	chr12:8941416:-_vs_chr12:8940365:-	0.308794880513768	chr12:8940365:-;chr12:8941416:-;chr12:8941469:-;chr12:8941641:-	distal	TRUE
CELF1:chr11:47465937:47472348:u1	154.698368586035	3	2.55352224859896e-33	2.17345451681474e-31	0.60210858677506	0.643919076597196	0.632479857733904	0.651618884037498	0.642049370885701	0.623013831686128	0.0190355391995733	chr11:47468400:-_vs_chr11:47465937:-	-0.79688361831219	chr11:47465937:-;chr11:47468400:-;chr11:47470366:-;chr11:47471927:-	proximal	TRUE
PHF12:chr17:28905251:28910034:u2	149.530742973129	2	3.38697293256998e-33	2.84167029042621e-31	0.891851003802592	0.901158004805553	0.956153369995674	0.917236323565118	0.936694846780396	0.896504504304073	0.0401903424763235	chr17:28905746:-_vs_chr17:28905250:-	0.948506613451199	chr17:28905250:-;chr17:28905746:-;chr17:28909216:-	distal	TRUE
RHOA:chr3:49359146:49360382:u2	148.805369397334	2	4.86770887801931e-33	4.02648651276161e-31	0.813869250240028	0.816688618437217	0.890477939970477	0.888868659199153	0.889673299584815	0.815278934338622	0.0743943652461925	chr3:49359496:-_vs_chr3:49359145:-	0.183494701397554	chr3:49359145:-;chr3:49359496:-;chr3:49359614:-	distal	FALSE
