gene_id	lr	df	pvalue	adj_pvalue	CP209	CP334	CP336	GZ209	GZ334	GZ336	WARM1	WARM2	dWARM	MPRO_comparsion	MPRO	feature_id	Note	sig
BRWD1	233.058527714646	15	3.77030490985462e-41	2.73895513951348e-38	0.155709151230301	0.163145539906103	0.149774513593609	0.209885931558935	0.188144578313253	0.198333333333333	0.156209734910005	0.198787947735174	-0.0425782128251693	chr21:39296441:-_vs_chr21:39236611:-	-0.522396184880463	chr21:39185893:-;chr21:39192419:-;chr21:39193343:-;chr21:39193819:-;chr21:39195580:-;chr21:39196096:-;chr21:39196933:-;chr21:39206191:-;chr21:39210003:-;chr21:39231766:-;chr21:39231834:-;chr21:39236611:-;chr21:39250818:-;chr21:39296441:-;chr21:39296775:-;chr21:39298079:-	proximal	TRUE
ATP2A2	180.67370176739	3	6.30922167614586e-39	4.20141586784013e-36	0.827910339840925	0.786062378167641	0.79768115942029	0.512048192771084	0.372183372183372	0.383783783783784	0.803884625809619	0.422671782912747	0.381212842896872	chr12:110347323:+_vs_chr12:110351093:+	0.770457634980332	chr12:110347323:+;chr12:110350810:+;chr12:110350975:+;chr12:110351093:+	distal	TRUE
GNAO1	186.543709530089	6	1.38143715084872e-37	8.49158790187084e-35	0.731506849315068	0.613333333333333	0.697333333333333	0.155172413793103	0.272388059701493	0.28843537414966	0.680724505327245	0.238665282548085	0.44205922277916	chr16:56348132:+_vs_chr16:56357127:+	0.667689791117197	chr16:56348132:+;chr16:56348199:+;chr16:56354943:+;chr16:56355204:+;chr16:56357082:+;chr16:56357127:+;chr16:56357444:+	distal	TRUE
MAPRE2	192.183122947376	8	2.82811743300338e-37	1.61424902908071e-34	0.870719470018023	0.861868561670247	0.857282055966627	0.810020737173055	0.797262889879058	0.805631938079234	0.863290029218299	0.804305188377116	0.0589848408411835	chr18:35141860:+_vs_chr18:35143099:+	0.364785351194624	chr18:35075003:+;chr18:35084294:+;chr18:35128494:+;chr18:35129542:+;chr18:35141615:+;chr18:35141794:+;chr18:35141860:+;chr18:35141963:+;chr18:35143099:+;chr18:35143470:+	distal	TRUE
AP1S2	168.351963081932	4	2.36130917670774e-35	1.25794810873811e-32	0.744964973730298	0.676793557833089	0.714673913043478	0.458563535911602	0.49455205811138	0.478462377317339	0.712144148202288	0.47719265711344	0.234951491088848	chrX:15830059:-_vs_chrX:15825806:-	0.468385260792203	chrX:15825806:-;chrX:15825866:-;chrX:15826070:-;chrX:15826334:-;chrX:15830059:-	distal	TRUE
SRSF5	162.20405489899	7	1.10221616726011e-31	5.50488087035973e-29	0.9398732990966	0.941956003180493	0.926397165405057	0.892021022455805	0.869674962359401	0.879196541816582	0.936075489227383	0.880297508877263	0.0557779803501209	chr14:69771668:+_vs_chr14:69772005:+	0.210771969992762	chr14:69769509:+;chr14:69771079:+;chr14:69771515:+;chr14:69771668:+;chr14:69771814:+;chr14:69771866:+;chr14:69771908:+;chr14:69772005:+	distal	TRUE
PDE4DIP	169.545165575673	11	1.46359304512046e-30	6.87974824915152e-28	0.845253084865273	0.847731309543032	0.77762539184953	0.680866254164683	0.632454545454545	0.618860080953944	0.823536595419278	0.644060293524391	0.179476301894888	chr1:148981776:+_vs_chr1:148993879:+	0.837644492224206	chr1:148940407:+;chr1:148942309:+;chr1:148966883:+;chr1:148980242:+;chr1:148980406:+;chr1:148981548:+;chr1:148981776:+;chr1:148984756:+;chr1:148985692:+;chr1:148986471:+;chr1:148993879:+;chr1:149033016:+	distal	TRUE
SYNE2	196.006694539436	26	5.10834759415885e-28	2.26782253471797e-25	0.625521765056649	0.534789792546356	0.610391748052233	0.382342577257831	0.368421052631579	0.435194699358679	0.590234435218413	0.395319443082697	0.194914992135716	chr14:63995157:+_vs_chr14:64226431:+	0.370864114559079	chr14:63986481:+;chr14:63995157:+;chr14:63997080:+;chr14:64000675:+;chr14:64003000:+;chr14:64007139:+;chr14:64010105:+;chr14:64022847:+;chr14:64027571:+;chr14:64031156:+;chr14:64049782:+;chr14:64051620:+;chr14:64052009:+;chr14:64052999:+;chr14:64053225:+;chr14:64053473:+;chr14:64078505:+;chr14:64089628:+;chr14:64093368:+;chr14:64098059:+;chr14:64141472:+;chr14:64163431:+;chr14:64177382:+;chr14:64188688:+;chr14:64219274:+;chr14:64226251:+;chr14:64226431:+	distal	TRUE
ELAVL1	135.44279654254	6	9.16677040332824e-27	3.85535064699979e-24	0.404814004376368	0.342486651411136	0.333333333333333	0.237874097007224	0.190941144561975	0.206602254428341	0.360211329706946	0.21180583199918	0.148405497707766	chr19:7962273:-_vs_chr19:7959187:-	0.888182715507787	chr19:7958573:-;chr19:7958794:-;chr19:7958941:-;chr19:7959107:-;chr19:7959187:-;chr19:7962273:-;chr19:7963228:-	distal	TRUE
BZW1	126.532830515236	9	6.11662681826062e-23	2.44389824523603e-20	0.79398087215934	0.807686522262335	0.794574438970991	0.847667751433442	0.829842103982678	0.838234514915488	0.798747277797555	0.838581456777202	-0.0398341789796471	chr2:200823655:+_vs_chr2:200823837:+	-0.245718234611259	chr2:200818771:+;chr2:200822226:+;chr2:200822526:+;chr2:200822589:+;chr2:200822691:+;chr2:200823233:+;chr2:200823655:+;chr2:200823737:+;chr2:200823837:+;chr2:200824394:+	proximal	TRUE
ZDHHC3	102.751300715878	3	3.97959510353137e-22	1.51433068915806e-19	0.0880696364567332	0.0698835274542429	0.0664087685364281	0.278538812785388	0.252217997465146	0.322253000923361	0.0747873108158014	0.284336603724632	-0.20954929290883	chr3:44925173:-_vs_chr3:44915261:-	-0.406016383045206	chr3:44915261:-;chr3:44916372:-;chr3:44924029:-;chr3:44925173:-	proximal	TRUE
PRDM2	101.168848467705	4	5.54603074054018e-21	2.01446962034803e-18	0.964751958224543	0.944664031620553	0.894329896907217	0.747727272727273	0.734011627906977	0.743670886075949	0.934581962250771	0.741803262236733	0.192778700014038	chr1:13788077:+_vs_chr1:13825076:+	0.615717415115005	chr1:13773119:+;chr1:13787657:+;chr1:13787848:+;chr1:13788077:+;chr1:13825076:+	distal	TRUE
XRCC5	104.15448902105	7	1.49322597390702e-19	5.18798641630042e-17	0.95813435211716	0.954628620367487	0.961895821297901	0.93701843698404	0.934635706340378	0.929152148664344	0.958219597927516	0.933602097329587	0.0246175005979288	chr2:216205424:+_vs_chr2:216206281:+	0.125263594927953	chr2:216115582:+;chr2:216122176:+;chr2:216127658:+;chr2:216178102:+;chr2:216196164:+;chr2:216205424:+;chr2:216206038:+;chr2:216206118:+;chr2:216206281:+	distal	FALSE
HNRNPU	116.986819727113	12	2.46074105770784e-19	8.19324241339307e-17	0.532228097756181	0.533345358345358	0.511988356739887	0.506462140992167	0.502751994789122	0.49952130693392	0.525853937613809	0.502911814238403	0.0229421233754058	chr1:244854133:-_vs_chr1:244853388:-	0.196731657496896	chr1:244850297:-;chr1:244851169:-;chr1:244851229:-;chr1:244851398:-;chr1:244853388:-;chr1:244853523:-;chr1:244853658:-;chr1:244854133:-;chr1:244854411:-;chr1:244855993:-;chr1:244856592:-;chr1:244857237:-;chr1:244858777:-	distal	FALSE
SEPTIN8	84.1005097654743	2	5.46772094931564e-19	1.74770232423925e-16	0.712962962962963	0.766423357664234	0.777777777777778	0.524038461538462	0.575376884422111	0.545977011494253	0.752388032801658	0.548464119151608	0.20392391365005	chr5:132756004:-_vs_chr5:132750824:-	0.721632438613571	chr5:132750824:-;chr5:132756004:-;chr5:132758143:-	distal	TRUE
AP2B1	98.9578708950212	7	1.77048463745453e-18	5.44151643765352e-16	0.980609777163586	0.977997329773031	0.964865346887819	0.956152758132956	0.943438914027149	0.944019808375498	0.974490817941479	0.947870493511868	0.0266203244296107	chr17:35724089:+_vs_chr17:35726413:+	0.367627037360554	chr17:35595569:+;chr17:35598278:+;chr17:35600440:+;chr17:35660120:+;chr17:35674318:+;chr17:35684908:+;chr17:35724089:+;chr17:35726413:+	distal	TRUE
SNHG14	98.585307982275	8	8.30532069341852e-18	2.45806732078176e-15	0.5675	0.477941176470588	0.611111111111111	0.302083333333333	0.302927927927928	0.296130952380952	0.552184095860566	0.300380737880738	0.251803357979829	chr15:25002404:+_vs_chr15:25419141:+	0.563290028089888	chr15:24980711:+;chr15:25002313:+;chr15:25002404:+;chr15:25002551:+;chr15:25021354:+;chr15:25021677:+;chr15:25022667:+;chr15:25112753:+;chr15:25419141:+	distal	TRUE
EPHA7	109.104581374837	12	8.99554283026901e-18	2.56726366988142e-15	0.572363123993559	0.621751412429378	0.513503909026297	0.68968253968254	0.667142857142857	0.690901360544218	0.569206148483078	0.682575585789871	-0.113369437306793	chr6:93259953:-_vs_chr6:93241421:-	-0.447742130854085	chr6:93240020:-;chr6:93240261:-;chr6:93240562:-;chr6:93241421:-;chr6:93243059:-;chr6:93243247:-;chr6:93258183:-;chr6:93259742:-;chr6:93259953:-;chr6:93260477:-;chr6:93260950:-;chr6:93409654:-;chr6:93416327:-	proximal	TRUE
CD47	102.195350762019	10	1.97973805088345e-17	5.45520233262401e-15	0.789247311827957	0.725	0.751546391752577	0.653703703703704	0.52515923566879	0.524242424242424	0.755264567860178	0.567701787871639	0.187562779988539	chr3:108047065:-_vs_chr3:108043299:-	0.657607149755061	chr3:108043097:-;chr3:108043299:-;chr3:108044161:-;chr3:108045238:-;chr3:108045903:-;chr3:108046129:-;chr3:108046184:-;chr3:108047065:-;chr3:108056324:-;chr3:108056592:-;chr3:108088700:-	distal	TRUE
RIMKLB	98.1191118120951	9	3.77605786733102e-17	1.0058159472614e-14	0.607807807807808	0.613242574257426	0.602231926249393	0.659770114942529	0.667371686407219	0.64714494875549	0.607760769438209	0.658095583368413	-0.0503348139302039	chr12:8775720:+_vs_chr12:8783088:+	-0.299681210857903	chr12:8774405:+;chr12:8774505:+;chr12:8774710:+;chr12:8774827:+;chr12:8775620:+;chr12:8775720:+;chr12:8776010:+;chr12:8777078:+;chr12:8777189:+;chr12:8783088:+	proximal	TRUE
LINC01128	96.5446761112439	9	7.8497307014385e-17	2.02345800113532e-14	0.865961199294533	0.820770519262982	0.794214332675871	0.727891156462585	0.727709190672154	0.701288244766506	0.826982017077795	0.718962863967081	0.108019153110714	chr1:857175:+_vs_chr1:859446:+	0.513294878492021	chr1:840437:+;chr1:843592:+;chr1:844571:+;chr1:854096:+;chr1:854411:+;chr1:855946:+;chr1:857141:+;chr1:857175:+;chr1:857246:+;chr1:859446:+	distal	TRUE
TPM1	76.4944027658094	3	1.73291192908113e-16	4.32740600790228e-14	0.88991935483871	0.853053435114504	0.88109305760709	0.673076923076923	0.728618421052632	0.737136465324385	0.874688615853434	0.712943936484646	0.161744679368788	chr15:63066093:+_vs_chr15:63071915:+	0.27270395762442	chr15:63066093:+;chr15:63066176:+;chr15:63070544:+;chr15:63070637:+;chr15:63071915:+	distal	TRUE
MEG3	111.892737888447	16	1.9570992387571e-16	4.73914545966909e-14	0.664434497585733	0.73562091503268	0.666571811862271	0.771959310039805	0.83229280027493	0.830846484935438	0.688875741493561	0.811699531750058	-0.122823790256496	chr14:100846865:+_vs_chr14:100861026:+	-0.274228856880029	chr14:100830604:+;chr14:100846211:+;chr14:100846430:+;chr14:100846621:+;chr14:100846865:+;chr14:100846977:+;chr14:100847189:+;chr14:100847306:+;chr14:100847458:+;chr14:100847532:+;chr14:100847782:+;chr14:100847912:+;chr14:100848120:+;chr14:100848848:+;chr14:100849781:+;chr14:100850720:+;chr14:100854225:+;chr14:100861026:+	proximal	TRUE
CAPRIN1	107.122642649454	15	5.740976730784e-16	1.34929838399103e-13	0.454457509799016	0.468688570626229	0.443347050754458	0.5472240365774	0.520024016811768	0.509403460837887	0.455497710393234	0.525550504742352	-0.0700527943491177	chr11:34099060:+_vs_chr11:34101152:+	-0.250919630613175	chr11:34085825:+;chr11:34091951:+;chr11:34099060:+;chr11:34099516:+;chr11:34099659:+;chr11:34099739:+;chr11:34100345:+;chr11:34100518:+;chr11:34100939:+;chr11:34100988:+;chr11:34101152:+;chr11:34101398:+;chr11:34101666:+;chr11:34101935:+;chr11:34102098:+;chr11:34102600:+	proximal	TRUE
BMERB1	76.0231023385386	4	1.21055993860301e-15	2.76388127696475e-13	0.562599049128368	0.569600280504909	0.554736024844721	0.670673076923077	0.6059670781893	0.646092865232163	0.562311784825999	0.640911006781513	-0.0785992219555145	chr16:15587964:+_vs_chr16:15588259:+	-0.290689541166868	chr16:15450351:+;chr16:15516456:+;chr16:15587964:+;chr16:15588041:+;chr16:15588259:+	proximal	TRUE
CENPF	91.8681444241302	10	2.28056918664059e-15	5.06223010290137e-13	0.802728613569322	0.741512345679012	0.755729166666667	0.725149476831091	0.57219419924338	0.630641025641026	0.766656708638333	0.642661567238499	0.123995141399835	chr1:214629158:+_vs_chr1:214646779:+	0.382042213268283	chr1:214619157:+;chr1:214629158:+;chr1:214637995:+;chr1:214640168:+;chr1:214640323:+;chr1:214640935:+;chr1:214641464:+;chr1:214641762:+;chr1:214646236:+;chr1:214646779:+;chr1:214646829:+;chr1:214664092:+;chr1:214664571:+	distal	TRUE
IPW	69.6962306690912	4	2.63100778806934e-14	5.6822657390438e-12	0.529239766081871	0.544871794871795	0.495535714285714	0.635350318471338	0.610119047619048	0.584051724137931	0.523215758413127	0.609840363409439	-0.086624604996312	chr15:25119890:+_vs_chr15:25120426:+	-0.726947755846525	chr15:25119440:+;chr15:25119783:+;chr15:25119890:+;chr15:25120426:+;chr15:25122480:+	proximal	TRUE
RAB14	68.9598078972485	4	3.76314033211551e-14	7.91348799840396e-12	0.493810444874275	0.493708865660085	0.488670694864048	0.47845953002611	0.470901889092017	0.472560975609756	0.492063335132803	0.473974131575961	0.0180892035568418	chr9:121179706:-_vs_chr9:121179290:-	0.089826838256856	chr9:121178137:-;chr9:121178220:-;chr9:121179290:-;chr9:121179706:-;chr9:121180648:-	distal	FALSE
CANX	86.8457130606985	11	6.90021005039691e-14	1.41383534648004e-11	0.740219299073358	0.766793812248358	0.711988536857188	0.815783017582118	0.770344317863241	0.771409325210872	0.739667216059635	0.785845553552077	-0.0461783374924425	chr5:179730460:+_vs_chr5:179730920:+	-0.308323705627383	chr5:179724687:+;chr5:179728862:+;chr5:179728954:+;chr5:179729149:+;chr5:179729260:+;chr5:179729972:+;chr5:179730264:+;chr5:179730308:+;chr5:179730460:+;chr5:179730656:+;chr5:179730920:+;chr5:179731641:+	proximal	TRUE
ANK2	116.601407929062	25	8.76211869202092e-14	1.75045226169848e-11	0.78767893827241	0.731820635958057	0.739237443684298	0.777672802633183	0.792796281951975	0.792944155488639	0.752912339304922	0.787804413357933	-0.0348920740530108	chr4:113353763:+_vs_chr4:113383732:+	-0.238206387027706	chr4:112822788:+;chr4:112825367:+;chr4:113069087:+;chr4:113073695:+;chr4:113239664:+;chr4:113240074:+;chr4:113256791:+;chr4:113290654:+;chr4:113312306:+;chr4:113336669:+;chr4:113341882:+;chr4:113343120:+;chr4:113350859:+;chr4:113353496:+;chr4:113353648:+;chr4:113353763:+;chr4:113354674:+;chr4:113354716:+;chr4:113354959:+;chr4:113356401:+;chr4:113375751:+;chr4:113382116:+;chr4:113382608:+;chr4:113383044:+;chr4:113383088:+;chr4:113383124:+;chr4:113383732:+	proximal	TRUE
ROBO2	97.3899929879917	17	2.70268470111793e-13	5.2675984016179e-11	0.657276995305164	0.640540015540016	0.637163561076605	0.606319038336582	0.601918465227818	0.619870580808081	0.644993523973928	0.609369361457494	0.0356241625164345	chr3:77618180:+_vs_chr3:77646297:+	0.227621468806209	chr3:77107485:+;chr3:77244918:+;chr3:77341593:+;chr3:77341939:+;chr3:77365177:+;chr3:77494602:+;chr3:77552165:+;chr3:77589535:+;chr3:77607831:+;chr3:77618180:+;chr3:77622574:+;chr3:77646297:+;chr3:77646865:+;chr3:77647442:+;chr3:77647512:+;chr3:77649212:+;chr3:77649414:+;chr3:77649494:+;chr3:77649964:+	distal	TRUE
LRPPRC	64.0162684932984	4	4.14633986849309e-13	7.8889052116972e-11	0.634671179883946	0.614931237721022	0.622905027932961	0.552884615384615	0.572710951526032	0.564566115702479	0.624169148512643	0.563387227537709	0.0607819209749338	chr2:43888500:-_vs_chr2:43887743:-	0.218681280918862	chr2:43886226:-;chr2:43887743:-;chr2:43888267:-;chr2:43888500:-;chr2:43896215:-	distal	TRUE
LIMCH1	85.2898864478848	13	1.10388981211574e-12	2.05143802060858e-10	0.821428571428571	0.808374889997067	0.770416767044086	0.825892857142857	0.788239538239538	0.791332263242376	0.800073409489908	0.801821552874924	-0.00174814338501583	chr4:41697814:+_vs_chr4:41699020:+	0.369645077331818	chr4:41427734:+;chr4:41556424:+;chr4:41620094:+;chr4:41620293:+;chr4:41622102:+;chr4:41622143:+;chr4:41661485:+;chr4:41662924:+;chr4:41677434:+;chr4:41697541:+;chr4:41697814:+;chr4:41698479:+;chr4:41698868:+;chr4:41699020:+;chr4:41700044:+	distal	TRUE
SCP2	67.7826944867556	6	1.16395712024126e-12	2.11390485178362e-10	0.886904761904762	0.871243169398907	0.869918699186992	0.940371456500489	0.947470065662418	0.946991404011461	0.876022210163554	0.944944308724789	-0.0689220985612358	chr1:52994227:+_vs_chr1:53051596:+	-0.174228947763731	chr1:52931056:+;chr1:52994140:+;chr1:52994227:+;chr1:52994571:+;chr1:53051262:+;chr1:53051402:+;chr1:53051596:+	proximal	FALSE
USP15	75.1016991946308	9	1.50889131542158e-12	2.67945566700752e-10	0.801327643432907	0.782781228433402	0.756195043964828	0.714907077896402	0.675816993464052	0.689758217875577	0.780101305277046	0.69349409641201	0.0866072088650354	chr12:62404659:+_vs_chr12:62406119:+	0.325668934240363	chr12:62297937:+;chr12:62327158:+;chr12:62336687:+;chr12:62390932:+;chr12:62393443:+;chr12:62404659:+;chr12:62404945:+;chr12:62405817:+;chr12:62405958:+;chr12:62406119:+	distal	TRUE
KPNA1	84.2684191211229	13	1.72460905692612e-12	2.99594586389057e-10	0.695573700042974	0.714431934493347	0.682640519265295	0.660802814648969	0.649218827744054	0.649826162538027	0.697548717933872	0.653282601643683	0.0442661162901887	chr3:122425678:-_vs_chr3:122424456:-	0.215264164871547	chr3:122421951:-;chr3:122422134:-;chr3:122424456:-;chr3:122424575:-;chr3:122424824:-;chr3:122425678:-;chr3:122426013:-;chr3:122426368:-;chr3:122426772:-;chr3:122431789:-;chr3:122434345:-;chr3:122435108:-;chr3:122436757:-;chr3:122455553:-	distal	TRUE
CNKSR2	72.0482836115771	8	1.91948291933688e-12	3.26352936349384e-10	0.743122977346278	0.706005586592179	0.726232394366197	0.509210526315789	0.597701149425287	0.596830985915493	0.725120319434885	0.56791422055219	0.157206098882695	chrX:21506814:+_vs_chrX:21642865:+	0.488512453729845	chrX:21429918:+;chrX:21434796:+;chrX:21492704:+;chrX:21493248:+;chrX:21506814:+;chrX:21590619:+;chrX:21642733:+;chrX:21642865:+;chrX:21643046:+	distal	TRUE
SHTN1	94.6767486271856	19	4.87030566738941e-12	8.10804428918933e-10	0.826183618430603	0.827084248659134	0.818636103721751	0.798572112663793	0.803694180616047	0.812761993479273	0.823967990270496	0.805009428919705	0.0189585613507914	chr10:116898719:-_vs_chr10:116884799:-	0.0674633485673206	chr10:116881477:-;chr10:116883093:-;chr10:116883880:-;chr10:116884799:-;chr10:116884939:-;chr10:116885160:-;chr10:116885226:-;chr10:116885338:-;chr10:116885380:-;chr10:116898719:-;chr10:116899727:-;chr10:116900150:-;chr10:116900927:-;chr10:116908271:-;chr10:116910092:-;chr10:116913607:-;chr10:116921437:-;chr10:116929908:-;chr10:116929954:-;chr10:116940464:-	distal	FALSE
UBAP2L	66.8927553629474	7	6.25745424560172e-12	1.02047585462456e-09	0.481325863678805	0.479138783823101	0.485253662593564	0.432811911044101	0.450018704019286	0.4362037497926	0.481906103365157	0.439678121618662	0.0422279817464945	chr1:154263504:+_vs_chr1:154270847:+	0.225280670162063	chr1:154247406:+;chr1:154249887:+;chr1:154263504:+;chr1:154270742:+;chr1:154270847:+;chr1:154270995:+;chr1:154271297:+;chr1:154271502:+	distal	TRUE
MAP2	116.885212378533	31	6.79539219037029e-12	1.08603957986498e-09	0.795515937331172	0.770451183431953	0.718830541237113	0.865277777777778	0.801540060468632	0.762200064850843	0.761599220666746	0.809672634365751	-0.0480734136990048	chr2:209696647:+_vs_chr2:209730518:+	-0.195390789723565	chr2:209487900:+;chr2:209629110:+;chr2:209648815:+;chr2:209654883:+;chr2:209679812:+;chr2:209680052:+;chr2:209681011:+;chr2:209681172:+;chr2:209682341:+;chr2:209682505:+;chr2:209683159:+;chr2:209693544:+;chr2:209693923:+;chr2:209694034:+;chr2:209694165:+;chr2:209695108:+;chr2:209696289:+;chr2:209696647:+;chr2:209696724:+;chr2:209710579:+;chr2:209710814:+;chr2:209712354:+;chr2:209714052:+;chr2:209725730:+;chr2:209727684:+;chr2:209730518:+;chr2:209730895:+;chr2:209731003:+;chr2:209731361:+;chr2:209732838:+;chr2:209733858:+;chr2:209733900:+;chr2:209734112:+	proximal	FALSE
SPAG9	82.6166902019795	14	9.22800871978796e-12	1.44590230744756e-09	0.667224430035557	0.658071899824963	0.665765509391007	0.64255025318398	0.643459407371718	0.635763670647392	0.663687279750509	0.64059111040103	0.0230961693494793	chr17:50965643:-_vs_chr17:50964920:-	0.0940673574432254	chr17:50962174:-;chr17:50962734:-;chr17:50963921:-;chr17:50964207:-;chr17:50964920:-;chr17:50965643:-;chr17:50970909:-;chr17:50972975:-;chr17:50973047:-;chr17:50976220:-;chr17:50976602:-;chr17:50990451:-;chr17:50996659:-;chr17:50998508:-;chr17:51012723:-	distal	FALSE
SLF1	67.5178475123721	8	1.53049208308202e-11	2.35195427613623e-09	0.63561320754717	0.682203389830508	0.636880165289256	0.522435897435897	0.527564102564103	0.501798561151079	0.651565587555645	0.51726618705036	0.134299400505285	chr5:94651770:+_vs_chr5:94696909:+	0.270177798572933	chr5:94651770:+;chr5:94653347:+;chr5:94692990:+;chr5:94695532:+;chr5:94695650:+;chr5:94695868:+;chr5:94696112:+;chr5:94696909:+;chr5:94697606:+	distal	TRUE
ZNF706	58.6790981156664	5	2.27797143892297e-11	3.43457920159122e-09	0.921727871939736	0.881996140060656	0.843852013057671	0.777251184834123	0.714589989350373	0.705653021442495	0.882525341686021	0.732498065208997	0.150027276477024	chr8:101198931:-_vs_chr8:101197052:-	0.317073148687751	chr8:101197052:-;chr8:101197139:-;chr8:101197218:-;chr8:101197552:-;chr8:101197972:-;chr8:101198439:-;chr8:101198931:-	distal	TRUE
