gene_id	lr	df	pvalue	adj_pvalue	CP209	CP334	CP336	GZ209	GZ334	GZ336	WARM1	WARM2	dWARM	MPRO_comparsion	MPRO	feature_id	Note	sig
ZNF706:chr8:101197038:101199239:u2	55.8791128886551	5	8.60594793450721e-11	2.71345538375012e-08	0.924354973044323	0.883922294693295	0.848716789022012	0.779192067980094	0.71753464812872	0.709337947790652	0.885664685586543	0.735354887966489	0.150309797620054	chr8:101198931:-_vs_chr8:101197052:-	0.317073148687751	chr8:101197052:-;chr8:101197139:-;chr8:101197218:-;chr8:101197552:-;chr8:101197972:-;chr8:101198439:-;chr8:101198931:-	distal	TRUE
KPNA1:chr3:122421904:122426984:u1	62.2393066293989	8	1.69182240206871e-10	5.08030098449775e-08	0.3949471349543	0.403904239187955	0.385394136094487	0.366813502330812	0.336984921564834	0.343926845558359	0.394748503412247	0.349241756484668	0.045506746927579	chr3:122425678:-_vs_chr3:122424456:-	0.225128007364019	chr3:122421951:-;chr3:122422134:-;chr3:122424456:-;chr3:122424575:-;chr3:122424824:-;chr3:122425678:-;chr3:122426013:-;chr3:122426368:-;chr3:122426772:-	distal	TRUE
SLC35E2B:chr1:1661478:1665781:u1	55.0882787518076	6	4.44906625031925e-10	1.26290520924668e-07	0.946923096638602	0.947687764335362	0.952462162508263	0.835127446080504	0.841097359673211	0.829254751672165	0.949024341160742	0.835159852475293	0.113864488685449	chr1:1664290:-_vs_chr1:1661478:-	0.226458217969686	chr1:1661478:-;chr1:1661744:-;chr1:1662290:-;chr1:1662608:-;chr1:1662672:-;chr1:1662917:-;chr1:1664290:-	distal	TRUE
RAB6B:chr3:133824236:133828787:u1	46.4249079005276	3	4.60621944381123e-10	1.26290520924668e-07	0.780662259135409	0.765929830660022	0.751451210178236	0.67243194841511	0.63179421570908	0.67028087927425	0.766014433324556	0.658169014466147	0.107845418858409	chr3:133826703:-_vs_chr3:133824235:-	0.34681430331422	chr3:133824235:-;chr3:133826703:-;chr3:133828455:-;chr3:133828534:-	distal	TRUE
GCOM1:chr15:57714570:57717557:u1	61.6779674714471	9	6.35978440207586e-10	1.67103335164543e-07	0.553292161079314	0.603266126275552	0.511896577987059	0.7021449901295	0.646333290905273	0.64051733444452	0.556151621780642	0.662998538493098	-0.106846916712456	chr15:57716251:+_vs_chr15:57717555:+	-0.366329086787539	chr15:57714906:+;chr15:57715805:+;chr15:57715869:+;chr15:57716114:+;chr15:57716189:+;chr15:57716251:+;chr15:57716587:+;chr15:57716908:+;chr15:57717002:+;chr15:57717179:+;chr15:57717555:+	proximal	TRUE
NCAM1:chr11:113275388:113278436:u2	56.1561201298318	7	8.79353760561539e-10	2.21808192564043e-07	0.411987280393496	0.408267603780449	0.405740910945608	0.409168206672327	0.406657242299949	0.39823197957554	0.408665265039851	0.404685809515939	0.00397945552391227	chr11:113276599:+_vs_chr11:113276748:+	0.17661406889906	chr11:113275423:+;chr11:113275627:+;chr11:113275701:+;chr11:113275913:+;chr11:113276599:+;chr11:113276748:+;chr11:113276991:+;chr11:113277084:+;chr11:113278437:+	distal	FALSE
SORBS1:chr10:95311773:95315058:u1	41.338819080378	2	1.05533293649292e-09	2.55958826827861e-07	0.881688678763235	0.872696932290952	0.900316823029757	0.745652028775057	0.7710063153216	0.701770102145068	0.884900811361315	0.739476148747242	0.145424662614073	chr10:95312626:-_vs_chr10:95311773:-	0.309553139008893	chr10:95311773:-;chr10:95312626:-;chr10:95312724:-	distal	TRUE
C1orf21:chr1:184619557:184629019:u1	44.6523658531778	3	1.09683902469496e-09	2.56172847767646e-07	0.299398331738001	0.342948356807512	0.186242795526547	0.60936452045607	0.522140781195107	0.585081754897199	0.276196494690686	0.572195685516125	-0.295999190825439	chr1:184620326:+_vs_chr1:184622030:+	-0.579630416646991	chr1:184620326:+;chr1:184620593:+;chr1:184620861:+;chr1:184621810:+;chr1:184622030:+	proximal	TRUE
GNAI3:chr1:109592345:109600193:u2	59.7725678788993	9	1.48299563901013e-09	3.33991803557068e-07	0.290918895451344	0.269271082727364	0.27389114952606	0.258653615520595	0.2551264628445	0.255786737159592	0.278027042568256	0.256522271841562	0.0215047707266937	chr1:109593507:+_vs_chr1:109595557:+	0.0600906471651188	chr1:109592776:+;chr1:109593507:+;chr1:109593837:+;chr1:109594247:+;chr1:109594325:+;chr1:109594438:+;chr1:109594607:+;chr1:109595557:+;chr1:109595699:+;chr1:109595803:+	distal	FALSE
TBC1D1:chr4:38137336:38139175:u1	40.1318020754497	2	1.92970048011206e-09	4.19610042330574e-07	0.409998554774063	0.376190609592111	0.404305901173125	0.206787989271645	0.135423771753747	0.14296399882923	0.3968316885131	0.161725253284874	0.235106435228226	chr4:38137619:+_vs_chr4:38139171:+	0.503246105386183	chr4:38137619:+;chr4:38138069:+;chr4:38139171:+	distal	TRUE
RNF40:chr16:30774115:30776307:u1	35.3216341124662	1	2.79509927829091e-09	5.87529868296748e-07	0.0484210526315789	0.0681114551083591	0.0580645161290323	0.202453987730061	0.191685912240185	0.159420289855072	0.0581990079563234	0.184520063275106	-0.126321055318783	chr16:30775189:+_vs_chr16:30776303:+	-0.249724734037452	chr16:30775189:+;chr16:30776303:+	proximal	TRUE
SH3GLB1:chr1:86743236:86748184:u1	55.8823522454491	8	2.97363119953639e-09	6.04894140137951e-07	0.506447253731705	0.469354611937835	0.47546492918483	0.358921588804281	0.245133766695964	0.242529658963413	0.48375559828479	0.28219500482122	0.201560593463571	chr1:86743587:+_vs_chr1:86748179:+	0.353963850357293	chr1:86743320:+;chr1:86743401:+;chr1:86743587:+;chr1:86743634:+;chr1:86743970:+;chr1:86744149:+;chr1:86744290:+;chr1:86744435:+;chr1:86745918:+;chr1:86748179:+	distal	TRUE
LPL:chr8:19965311:19967259:u1	42.3580323028191	3	3.36814209346485e-09	6.63734501293418e-07	0.982824771778743	0.982042014263608	0.977694828806678	0.948072094337886	0.932842479992899	0.953821288386054	0.980853871616343	0.944911954238946	0.0359419173773966	chr8:19966864:+_vs_chr8:19967259:+	0.35444654052097	chr8:19965490:+;chr8:19966864:+;chr8:19967114:+;chr8:19967194:+;chr8:19967259:+	distal	TRUE
RAE1:chr20:57378100:57379202:u1	34.1478371121411	1	5.10799843494576e-09	9.76092064568726e-07	0.725868725868726	0.65053242981607	0.582386363636364	0.448717948717949	0.286307053941909	0.28735632183908	0.652929173107053	0.340793774832979	0.312135398274074	chr20:57378450:+_vs_chr20:57379202:+	0.66906339739716	chr20:57378450:+;chr20:57379202:+	distal	TRUE
AP3M1:chr10:74120255:74123809:u1	51.7780408798026	7	6.45715139151073e-09	1.19761166690784e-06	0.53808552337218	0.520604508618207	0.476328115758571	0.472577517023072	0.461753760002416	0.455869667666105	0.511672715916319	0.463400314897198	0.0482724010191216	chr10:74121766:-_vs_chr10:74120257:-	0.230207059219117	chr10:74120257:-;chr10:74120415:-;chr10:74120685:-;chr10:74121366:-;chr10:74121766:-;chr10:74122427:-;chr10:74122641:-;chr10:74122958:-	distal	TRUE
TADA2A:chr17:37476983:37479725:u2	46.5472925941176	5	7.02623923112296e-09	1.25116590041499e-06	0.771437011078719	0.715927403748038	0.761523755878161	0.652215293731539	0.59851895652655	0.605384416467632	0.749629390234973	0.618706222241907	0.130923167993066	chr17:37478267:+_vs_chr17:37479725:+	0.422614680848051	chr17:37477232:+;chr17:37477433:+;chr17:37478267:+;chr17:37478766:+;chr17:37479631:+;chr17:37479725:+	distal	TRUE
EIF4E:chr4:98871684:98881027:u1	56.2144363067637	9	7.1427168434728e-09	1.25116590041499e-06	0.0983941168082558	0.0899889822001322	0.0926476860308851	0.0785922108235601	0.0754220056454719	0.075110754898032	0.0936769283464244	0.076374990455688	0.0173019378907364	chr4:98880061:-_vs_chr4:98879276:-	0.21831303496315	chr4:98871686:-;chr4:98872311:-;chr4:98878762:-;chr4:98878869:-;chr4:98879276:-;chr4:98879576:-;chr4:98879862:-;chr4:98880061:-;chr4:98880223:-;chr4:98880376:-	distal	TRUE
RNF41:chr12:56202179:56206446:u1	33.0031600852708	1	9.20092003801098e-09	1.56813518269452e-06	0.965425531914894	0.931360946745562	0.957918050941307	0.851063829787234	0.860569715142429	0.857677902621723	0.951568176533921	0.856437149183795	0.0951310273501257	chr12:56205450:-_vs_chr12:56204501:-	0.193946410052336	chr12:56204501:-;chr12:56205450:-	distal	FALSE
LIMCH1:chr4:41697186:41700044:u1	45.796316025825	5	9.99190089654042e-09	1.65812965930484e-06	0.48654829890406	0.475008619157592	0.460802089039544	0.448503900582459	0.356797929441192	0.3443867359169	0.474119669033732	0.383229521980184	0.0908901470535484	chr4:41697814:+_vs_chr4:41699020:+	0.427273128427602	chr4:41697541:+;chr4:41697814:+;chr4:41698479:+;chr4:41698868:+;chr4:41699020:+;chr4:41700044:+	distal	TRUE
EIF4EBP2:chr10:70421748:70428618:u1	52.0859103567054	8	1.62002273124087e-08	2.61945213928331e-06	0.265084766561574	0.253366587297304	0.218141801552224	0.203876843274661	0.176669640031076	0.193028530340858	0.2455310518037	0.191191671215532	0.0543393805881688	chr10:70423914:+_vs_chr10:70428618:+	0.138494727562472	chr10:70423213:+;chr10:70423686:+;chr10:70423914:+;chr10:70424026:+;chr10:70424985:+;chr10:70426009:+;chr10:70427348:+;chr10:70428271:+;chr10:70428618:+	distal	FALSE
OPA1:chr3:193694606:193697811:u2	55.8344318076633	10	2.2048298977501e-08	3.47591433380304e-06	0.60340417838703	0.559540792514721	0.559331750274491	0.499593703133176	0.433154046869618	0.41439172304625	0.574092240392081	0.449046491016348	0.125045749375732	chr3:193695057:+_vs_chr3:193697527:+	0.215226550778386	chr3:193694728:+;chr3:193695057:+;chr3:193695141:+;chr3:193695579:+;chr3:193695656:+;chr3:193695773:+;chr3:193696630:+;chr3:193696687:+;chr3:193697252:+;chr3:193697527:+;chr3:193697811:+	distal	TRUE
TTLL7:chr1:83865024:83869961:u1	34.5336378228737	2	3.17041290235396e-08	4.87624969810831e-06	0.786702475794985	0.76424227156584	0.633655126498003	0.253517049730794	0.379353843997477	0.269783146281149	0.728199957952943	0.30088468000314	0.427315277949803	chr1:83869698:-_vs_chr1:83868947:-	0.823234349919743	chr1:83868947:-;chr1:83869594:-;chr1:83869698:-	distal	TRUE
PEA15:chr1:160213487:160215372:u1	30.066407711478	1	4.17501037414314e-08	6.22365969155119e-06	0.889724310776942	0.901810584958217	0.840462427745665	0.969931271477663	0.953968770331815	0.963209588813051	0.877332441160275	0.962369876874177	-0.0850374357139019	chr1:160214639:+_vs_chr1:160215372:+	-0.158374922570199	chr1:160214639:+;chr1:160215372:+	proximal	FALSE
PLXNA4:chr7:132123332:132130478:u3	40.0414353629167	4	4.24385294539647e-08	6.22365969155119e-06	0.608735491753207	0.568710276972667	0.438810832824272	0.240270566076156	0.175679264826963	0.293243738546121	0.538752200516715	0.23639785648308	0.302354344033635	chr7:132127577:-_vs_chr7:132123344:-	0.761317567567568	chr7:132123344:-;chr7:132123535:-;chr7:132127577:-;chr7:132127938:-;chr7:132128255:-	distal	TRUE
JPT2:chr16:1698999:1702086:u1	42.501083149793	5	4.66343554318591e-08	6.6835510307569e-06	0.83085300688823	0.820079065651273	0.776257274531571	0.77967849899842	0.761696932115473	0.76859745479428	0.809063115690358	0.769990961969391	0.039072153720967	chr16:1701425:+_vs_chr16:1702072:+	0.322368139955655	chr16:1699870:+;chr16:1700035:+;chr16:1701218:+;chr16:1701321:+;chr16:1701425:+;chr16:1702072:+	distal	TRUE
GPBP1:chr5:57262753:57264679:u1	55.0260207647225	11	7.66536983195172e-08	1.07417382578417e-05	0.202288472431042	0.233395259822333	0.181553398058252	0.163876129797007	0.118103369856902	0.139425662215972	0.205745710103876	0.14046838728996	0.0652773228139158	chr5:57263085:+_vs_chr5:57263582:+	0.248289051189686	chr5:57263085:+;chr5:57263130:+;chr5:57263247:+;chr5:57263378:+;chr5:57263582:+;chr5:57263651:+;chr5:57263786:+;chr5:57263955:+;chr5:57264036:+;chr5:57264104:+;chr5:57264243:+;chr5:57264673:+	distal	TRUE
SMC1A:chrX:53374149:53380102:u1	35.7810238833154	3	8.33069410255708e-08	1.14202950023315e-05	0.368570144285117	0.348861117786857	0.352516951143443	0.308758939184318	0.295969184757937	0.29071634099112	0.356649404405139	0.298481488311125	0.0581679160940138	chrX:53377972:-_vs_chrX:53374149:-	0.192728034295435	chrX:53374149:-;chrX:53377489:-;chrX:53377972:-;chrX:53379697:-	distal	FALSE
MIOS:chr7:7607093:7609144:u1	32.3201766563943	2	9.58876802172578e-08	1.28652704563836e-05	0.117528381110362	0.116078100659428	0.109669893204827	0.148946930033317	0.131273354104434	0.138062155994093	0.114425458324873	0.139427480043948	-0.0250020217190755	chr7:7607229:+_vs_chr7:7607481:+	0.243997187378941	chr7:7607229:+;chr7:7607481:+;chr7:7609139:+	distal	TRUE
AP2B1:chr17:35723700:35726411:u1	28.3602225824216	1	1.00713566009682e-07	1.32312447345219e-05	0.900122174709835	0.893641180923543	0.838319541693189	0.775687409551375	0.681897050318103	0.685142417244034	0.877360965775522	0.714242292371171	0.163118673404352	chr17:35724089:+_vs_chr17:35726413:+	0.36881998170316	chr17:35724089:+;chr17:35726413:+	distal	TRUE
PHYHIPL:chr10:59245592:59247774:u1	45.4523723832262	7	1.11712122846253e-07	1.43766662585402e-05	0.110808249721293	0.117486650806238	0.0714845360824742	0.215136217948718	0.138803819131688	0.167195723195723	0.099926478870002	0.173711920092043	-0.0737854412220411	chr10:59246145:+_vs_chr10:59246569:+	-0.288375653662756	chr10:59246145:+;chr10:59246333:+;chr10:59246569:+;chr10:59246652:+;chr10:59247295:+;chr10:59247489:+;chr10:59247581:+;chr10:59247770:+	proximal	TRUE
RNGTT:chr6:88609897:88612718:u1	35.9146247510052	4	3.01311072900029e-07	3.80013525141517e-05	0.779249237626743	0.777097099349074	0.738818019781218	0.719182275235542	0.689614943590409	0.680439157812531	0.765054785585678	0.696412125546161	0.0686426600395175	chr6:88611398:-_vs_chr6:88610272:-	0.233436680181255	chr6:88609897:-;chr6:88610272:-;chr6:88610931:-;chr6:88611398:-;chr6:88612098:-	distal	TRUE
CHD3:chr17:7911586:7912755:u1	25.8946889957551	1	3.60559800382063e-07	4.4582158847241e-05	0.820304209409268	0.774476704929102	0.761777777777778	0.678803641092328	0.655268022181146	0.645687645687646	0.785519564038716	0.659919769653706	0.125599794385009	chr17:7912204:+_vs_chr17:7912755:+	0.273556517235328	chr17:7912204:+;chr17:7912755:+	distal	TRUE
CSNK1D:chr17:82242667:82244831:u2	25.8257509240357	1	3.73669747321936e-07	4.5314642819464e-05	0.984837799717913	0.980736301369863	0.974789915966387	0.925033467202142	0.937467700258398	0.943231441048035	0.980121339018054	0.935244202836192	0.0448771361818624	chr17:82244362:-_vs_chr17:82242672:-	0.0868526432331699	chr17:82242672:-;chr17:82244362:-	distal	FALSE
SNX13:chr7:17790761:17794044:u3	31.9939391437756	3	5.24888149875464e-07	6.24517862851826e-05	0.531226849784325	0.383625671848812	0.406520003756574	0.260422720893639	0.200560282820517	0.156149245431474	0.440457508463237	0.20571074971521	0.234746758748027	chr7:17793423:-_vs_chr7:17791375:-	0.355305466237942	chr7:17790761:-;chr7:17791375:-;chr7:17792841:-;chr7:17793423:-	distal	TRUE
USP15:chr12:62404376:62416388:u4	34.3975504186328	4	6.17602423804544e-07	7.2122238602064e-05	0.623209220928127	0.565277566043078	0.510715863897481	0.482773575924261	0.359968919074479	0.372722779268465	0.566400883622895	0.405155091422402	0.161245792200494	chr12:62404659:+_vs_chr12:62406119:+	0.344546106225558	chr12:62404659:+;chr12:62404945:+;chr12:62405817:+;chr12:62405958:+;chr12:62406119:+	distal	TRUE
IPO5:chr13:98021823:98024296:u1	39.2299090908382	6	6.45191996439274e-07	7.39741950826557e-05	0.542258522225909	0.502463340519624	0.47144442028211	0.459715476678106	0.396681392823484	0.382851610031768	0.505388761009214	0.413082826511119	0.0923059344980952	chr13:98021882:+_vs_chr13:98024283:+	0.19481235560938	chr13:98021882:+;chr13:98022484:+;chr13:98023078:+;chr13:98023260:+;chr13:98023384:+;chr13:98024178:+;chr13:98024283:+	distal	FALSE
PACS2:chr14:105394673:105398147:u1	24.3779055372902	1	7.9171522784784e-07	8.91527897644371e-05	0.399082568807339	0.357142857142857	0.317307692307692	0.171052631578947	0.177966101694915	0.141732283464567	0.35784437275263	0.163583672246143	0.194260700506486	chr14:105395206:+_vs_chr14:105398147:+	0.411943196989926	chr14:105395206:+;chr14:105398147:+	distal	TRUE
VMP1:chr17:59839912:59842255:u1	33.6639876821737	4	8.73288740736155e-07	9.66133122645998e-05	0.151369780954853	0.183922878270535	0.140618361045803	0.111733038279514	0.101594189006899	0.0987423603850258	0.158637006757064	0.10402319589048	0.0546138108665843	chr17:59841094:+_vs_chr17:59841976:+	0.119030384819859	chr17:59840593:+;chr17:59841094:+;chr17:59841546:+;chr17:59841976:+;chr17:59842235:+	distal	FALSE
DTWD1:chr15:49643579:49656230:u1	30.8437993467451	3	9.16916925304384e-07	9.96910022580939e-05	0.457079384160155	0.37203463781072	0.330609626910072	0.218457391245746	0.170094625380763	0.239183844302605	0.386574549626982	0.209245286976371	0.177329262650611	chr15:49645122:+_vs_chr15:49656232:+	0.282607818288952	chr15:49643657:+;chr15:49645122:+;chr15:49654448:+;chr15:49656232:+	distal	TRUE
QKI:chr6:163563746:163578591:u1	33.1766672013378	4	1.09901329856123e-06	0.000116749920484649	0.680562259453555	0.71060054714853	0.704553277194083	0.592876599382727	0.609229430425744	0.620449993860641	0.698572027932056	0.60751867455637	0.0910533533756853	chr6:163570145:+_vs_chr6:163571745:+	0.436758893280632	chr6:163566639:+;chr6:163567478:+;chr6:163570145:+;chr6:163571745:+;chr6:163573796:+	distal	TRUE
SLF1:chr5:94695313:94697621:u1	35.659831856542	5	1.11084605599095e-06	0.000116749920484649	0.269327800668206	0.33543467717832	0.286642013362722	0.171546711083837	0.186296069807371	0.18739660099263	0.297134830403083	0.181746460627946	0.115388369775136	chr5:94695650:+_vs_chr5:94696909:+	0.279883926237685	chr5:94695532:+;chr5:94695650:+;chr5:94695868:+;chr5:94696112:+;chr5:94696909:+;chr5:94697606:+	distal	TRUE
TRIO:chr5:14508423:14510204:u1	26.6941957301624	2	1.59745652560917e-06	0.000165140341811335	0.84605760695589	0.825718665588833	0.827737804135398	0.912126933283455	0.89905884892752	0.866859537230195	0.833171358893373	0.892681773147057	-0.0595104142536831	chr5:14509349:+_vs_chr5:14510204:+	-0.236708513062586	chr5:14508690:+;chr5:14509349:+;chr5:14510204:+	proximal	TRUE
SPAG9:chr17:50962174:50966271:u1	34.7407432650944	5	1.69495610109436e-06	0.000172393438282274	0.11306684308107	0.0791649680489293	0.115060262353527	0.0706811828353456	0.0684230373641724	0.0676554449051968	0.102430691161175	0.0689198883682383	0.0335108027929372	chr17:50965643:-_vs_chr17:50964920:-	0.128123443701613	chr17:50962174:-;chr17:50962734:-;chr17:50963921:-;chr17:50964207:-;chr17:50964920:-;chr17:50965643:-	distal	FALSE
